entity,entity_type,replicate,s1,s2,s3,retained,determinant,closure,balance,relation_dominance
Phi-minus,physically_prepared,170,1.2218531171831288,0.8491852069408504,0.8348877585296695,3,-0.8662624999999999,0.9532712711104682,0.6832963363504995,0.9730504676997321
Psi-plus,physically_prepared,170,1.0066792523136407,0.974124437658149,0.7499633347119515,3,-0.735437190308642,0.9026412903547785,0.7449873760567911,0.9905016385310923
Psi-minus,physically_prepared,170,0.9349226067279419,0.8736354425144601,0.8026209492059041,3,-0.6555659630864198,0.868704622218117,0.8584891876932258,0.987557939503795
Phi-classical,equal_weight_reconstruction,170,0.9203544141606117,0.13577398073032518,0.006314720472878783,1,0.0007890886226851898,0.09240779212400403,0.006861183448158914,0.9682955001766804
Psi-classical,equal_weight_reconstruction,170,0.9265782704027322,0.10506159415333945,0.0241159289120174,1,0.00234763238811728,0.1329056256290273,0.02602686646378567,0.9819447085361303
Bell-uniform-mixed,equal_weight_reconstruction,170,0.1330524435881509,0.05177741325266741,0.04002689965269521,0,0.0002757497689404895,0.06508861829350479,0.3008355094671845,0.5820189020951775
Phi-plus,physically_prepared,171,0.9811974158535206,0.9389185640652485,0.8586709537020458,3,-0.79106304,0.9248480061924073,0.8751255759832063,0.9763422418296956
Phi-minus,physically_prepared,171,1.161646000465939,0.9719843707663616,0.7964108644960891,3,-0.8992289062500004,0.9652135714395266,0.6855882637022352,0.9614241268489615
Psi-plus,physically_prepared,171,1.0201667293924648,0.9313241635610361,0.7543413272292872,3,-0.7167041651851852,0.8949112674575836,0.7394294535350281,0.9952856766599888
Psi-minus,physically_prepared,171,0.9585961644102953,0.8927016684322674,0.804474586645585,3,-0.6884214008024692,0.8829811945812897,0.83922157892263,0.9732724454719077
Phi-classical,equal_weight_reconstruction,171,0.9307960910127714,0.07573493979783795,0.016778854661317247,1,-0.0011828049884259311,0.10575584569178104,0.018026348437992123,0.9770258704616197
Psi-classical,equal_weight_reconstruction,171,0.923915442732295,0.10533030595830274,0.0111871817998699,1,-0.0010886950983796308,0.10287316207218597,0.012108447680867905,0.9791822230490278
Bell-uniform-mixed,equal_weight_reconstruction,171,0.15887453309661992,0.07591443905223325,0.028258393704752395,0,0.000340820842827691,0.0698514429643352,0.17786610071462483,0.6845509440773325
Phi-plus,physically_prepared,172,1.0107162537747023,0.9842125311459393,0.9133072228571468,3,-0.9085211298765432,0.9685268778526814,0.9036237613140544,0.9901141144436673
Phi-minus,physically_prepared,172,1.0610095322422626,0.9255123178955064,0.795458900597474,3,-0.7811226562500002,0.9209578305130763,0.7497189011265596,0.9771140896202326
Psi-plus,physically_prepared,172,0.9833647417396182,0.9100749380100726,0.7430332445635393,3,-0.6649669072839506,0.8728373945620344,0.7556028938449417,0.9863988896721936
Psi-minus,physically_prepared,172,0.9734914130383088,0.9228079194381572,0.7592758318021751,3,-0.6820920916435186,0.8802668318089681,0.7799512369939067,0.9822629042653233
Phi-classical,equal_weight_reconstruction,172,0.9712955299557442,0.0886780672006415,0.01245222812119175,1,-0.0010725429118441313,0.10236187341507047,0.012820225911838717,0.9921055305009467
Psi-classical,equal_weight_reconstruction,172,0.9278183942825211,0.10385892055620725,0.05577148617779341,1,-0.005374264048032402,0.1751619078243564,0.06011034758684787,0.9937046958685632
Bell-uniform-mixed,equal_weight_reconstruction,172,0.10910690559639975,0.050164852360597666,0.007446198002055271,0,-4.075551239390433e-05,0.03441349535677567,0.06824680767319806,0.8236096127673199
Phi-plus,physically_prepared,173,1.0071710910344058,0.9373518817814712,0.8186585626750025,3,-0.7728740325925926,0.9177045929983183,0.8128296869941002,0.985366238703308
Phi-minus,physically_prepared,173,1.137177050223307,0.9575267640574776,0.9261229211389997,3,-1.008434375,1.0028035908660673,0.8144052159310966,0.94969402843932
Psi-plus,physically_prepared,173,1.0197882799099731,0.9556898076929516,0.7361632135526015,3,-0.7174655992592593,0.8952280763508665,0.7218784801268652,0.9863232858598932
Psi-minus,physically_prepared,173,0.9581101278619955,0.8649398049074375,0.8180891793695222,3,-0.6779567098456792,0.8784842665571719,0.8538571460413144,0.9767560115815647
Phi-classical,equal_weight_reconstruction,173,0.9788804841898238,0.11606429877651737,0.0010924212714695453,1,0.0001241133420138938,0.04988149830402394,0.0011159904494098625,0.9521715496749892
Psi-classical,equal_weight_reconstruction,173,0.9273406041061558,0.09616432481001766,0.03312793983149925,1,-0.0029542530420524687,0.1434881040380469,0.03572359463697869,0.9892435442803069
Bell-uniform-mixed,equal_weight_reconstruction,173,0.12201540718810158,0.04796211047613977,0.0076392288965695995,0,-4.4705657009548796e-05,0.03549121173969656,0.06260872354253426,0.5163275463496243
Phi-plus,physically_prepared,174,1.0818322052014862,0.9512405842160068,0.8579530421052631,3,-0.8829046320987652,0.9593371553184128,0.7930555570264923,0.995021300442981
Phi-minus,physically_prepared,174,1.1469744326468754,0.9936639947948314,0.8418280614548053,3,-0.9594374999999999,0.9862921192702165,0.7339553851362814,0.9696149474336075
Psi-plus,physically_prepared,174,1.0203308315972348,0.9229280221071942,0.7381410505260959,3,-0.6951014603703703,0.8858279930661419,0.723433054914751,0.9921808613895515
Psi-minus,physically_prepared,174,0.9797709453397507,0.8751672736828081,0.8031819865041868,3,-0.6886992108333334,0.8830999532578986,0.8197650586848858,0.9803144465031814
Phi-classical,equal_weight_reconstruction,174,0.9486192381324021,0.040280034702823785,0.0034491344777474475,1,-0.0001317928626543203,0.05088978668537054,0.003635952486624607,0.984141429848238
Psi-classical,equal_weight_reconstruction,174,0.9231532347309295,0.12296916947326955,0.06520112965744301,1,-0.007401592242476854,0.19488349159014481,0.07062871818506612,0.9769562310045468
Bell-uniform-mixed,equal_weight_reconstruction,174,0.1351779400841124,0.07655594205780902,0.007747573078317939,0,-8.01771123288003e-05,0.04312046844225793,0.05731388622653319,0.800819383116474
Phi-plus,physically_prepared,175,1.004850815867519,0.9467953735660349,0.8892898004503795,3,-0.8460597367901236,0.945802249528507,0.8849968437181673,0.9740836650497239
Phi-minus,physically_prepared,175,1.1838727177627433,0.9338371630112366,0.7554607103391823,3,-0.8351953125000002,0.9417363833139358,0.6381266321998157,0.9601259408445125
Psi-plus,physically_prepared,175,1.0408898741428334,0.9464368456903034,0.7340803389709759,3,-0.7231693572839507,0.8975941329546228,0.7052430398321309,0.9946673374014094
Psi-minus,physically_prepared,175,0.9830727031391296,0.8971470325921161,0.8168509633654768,3,-0.7204304951851852,0.8964595454960009,0.8309161273190918,0.9712995342189819
Phi-classical,equal_weight_reconstruction,175,0.9357439535449851,0.11005120079456876,0.05211624561811034,1,-0.0053669177218364185,0.17508205916830072,0.05569498517267726,0.9577267285216987
Psi-classical,equal_weight_reconstruction,175,0.9610418367765176,0.14111968250745854,0.07464452762243161,1,-0.010123434070216054,0.21632628207451102,0.07767042470575564,0.9861745169395131
Bell-uniform-mixed,equal_weight_reconstruction,175,0.13935445524637866,0.0782714621492419,0.006625048715122074,0,7.226256627965864e-05,0.04165218547113473,0.04754098965410893,0.7101160480353821
Phi-plus,physically_prepared,176,1.0062039084086125,0.9661894317013253,0.8506498801644278,3,-0.8269878479012348,0.9386414083801606,0.8454050645756235,0.9935078795402894
Phi-minus,physically_prepared,176,1.0629086925183173,0.9978172074613714,0.8359523913555083,3,-0.8866015625000003,0.9606742812451049,0.7864762018032909,0.9643601703562515
Psi-plus,physically_prepared,176,0.9911324184646384,0.927317177506739,0.7865694639485343,3,-0.7229313667901233,0.8974956579539722,0.7936068372851811,0.9929391414440399
Psi-minus,physically_prepared,176,0.974672827168439,0.9040326327035418,0.7409470769484395,3,-0.6528751746913578,0.8675144517537458,0.7602008143604398,0.9847886344571782
Phi-classical,equal_weight_reconstruction,176,0.9475824291390976,0.07111701895241954,0.03235448940551325,1,0.0021803443730709893,0.12967065297246375,0.034144247941477884,0.9722213787288089
Psi-classical,equal_weight_reconstruction,176,0.9098615533252757,0.10164251731914728,0.019379406304846202,1,-0.0017922194849537014,0.1214685176427443,0.021299291341655428,0.9862813074815459
Bell-uniform-mixed,equal_weight_reconstruction,176,0.10711580481323861,0.05790504533910204,0.02242075572277516,0,0.00013906575828269684,0.05180918208087413,0.20931323591198134,0.7172105718428617
Phi-plus,physically_prepared,177,1.0764647957080755,0.9623496787641228,0.8948650390007069,3,-0.9270225066666669,0.9750571981931019,0.8312998646760983,0.9874154493026087
Phi-minus,physically_prepared,177,1.1040819968123152,1.0018676553691162,0.7746723632866479,3,-0.85689921875,0.9498242403378658,0.7016438684112841,0.9637260978989942
Psi-plus,physically_prepared,177,0.9798072368305311,0.9338763043551748,0.7509168293467782,3,-0.6871029870370371,0.8824171609304351,0.7663924097721865,0.9852155144779925
Psi-minus,physically_prepared,177,0.9388966852300883,0.8777556733635051,0.8615976626031691,3,-0.7100614959876543,0.8921378961889825,0.9176703636907866,0.9820745920038182
Phi-classical,equal_weight_reconstruction,177,0.9448379347148824,0.12116953460013866,0.027575231228910792,1,-0.0031569661429398086,0.14669770111139985,0.02918514405037303,0.9672850695392544
Psi-classical,equal_weight_reconstruction,177,0.9430780100562433,0.10105130166522029,0.012553388068392407,1,0.0011963285995370393,0.10615737273037458,0.013311081304550563,0.9831448319070082
Bell-uniform-mixed,equal_weight_reconstruction,177,0.10575642791428937,0.056593650835212804,0.011990025475000833,0,7.176200930748463e-05,0.04155578877275778,0.11337396422577914,0.5618655798476428
Phi-plus,physically_prepared,178,1.0057477938539878,0.9697011976537414,0.9327171929670667,3,-0.9096556113580248,0.9689298472999611,0.9273867650188219,0.9961481878575992
Phi-minus,physically_prepared,178,1.1423514727481172,1.0076772654836352,0.7316383268648725,3,-0.8422046874999999,0.9443635543626273,0.6404669178609227,0.9715080330336716
Psi-plus,physically_prepared,178,0.9936273592901561,0.9135618793317718,0.7228010298049229,3,-0.6561154629629629,0.8689472724867732,0.7274367226776942,0.994161963167819
Psi-minus,physically_prepared,178,0.9671649766863344,0.8632069432649339,0.7724605407476798,3,-0.6448991285493827,0.8639672165082586,0.7986853942894584,0.9909391851105669
Phi-classical,equal_weight_reconstruction,178,0.9272174927156729,0.06453050489097227,0.024434502195084286,1,-0.0014620094338348769,0.11349674112878107,0.026352503470916524,0.9742688048265293
Psi-classical,equal_weight_reconstruction,178,0.9045478566379954,0.10422623809799746,0.00912967433181516,1,0.0008607239699074099,0.0951235316308079,0.01009308049852458,0.9941118322082723
Bell-uniform-mixed,equal_weight_reconstruction,178,0.1284720120673721,0.03815037103742169,0.02073392934831397,0,0.00010162227340133091,0.046665540686188035,0.1613886870351254,0.870618019678302
Phi-plus,physically_prepared,179,0.9792009783858617,0.9746285317069661,0.8380630363749818,3,-0.7998115027160494,0.9282448504213413,0.8558641738251375,0.9750630320809437
Phi-minus,physically_prepared,179,1.0935665958066112,0.9639555151470826,0.8004012117235101,3,-0.8437425781250002,0.9449380167533149,0.7319181244130237,0.9617489790332516
Psi-plus,physically_prepared,179,0.9996826244896291,0.9349240370998407,0.7324602345154742,3,-0.6845773424074074,0.8813346407918831,0.7326927732583322,0.9896831559387512
Psi-minus,physically_prepared,179,0.9520893054794485,0.8656023338905381,0.7850891748346611,3,-0.6470161107638889,0.8649115531042473,0.8245961490338448,0.9873687614595632
Phi-classical,equal_weight_reconstruction,179,0.9682421526861713,0.14958490294783008,0.05426626966200689,1,-0.007859623064718366,0.1988232824631673,0.05604617554757068,0.9399725234672278
Psi-classical,equal_weight_reconstruction,179,0.9105809975793153,0.11005294586813921,0.03038441368190559,1,-0.003044886547550152,0.14494070580078833,0.033368161385620154,0.9798148461006041
Bell-uniform-mixed,equal_weight_reconstruction,179,0.16100818155010474,0.07741091169929498,0.014964366473123653,0,0.0001865127230721936,0.05713507751642732,0.09294165258593916,0.7555798097657975
Phi-plus,physically_prepared,180,1.034590041683273,0.9463791952801163,0.8988485145832646,3,-0.8800756059259258,0.9583114145459412,0.8687967971553665,0.9937031440204691
Phi-minus,physically_prepared,180,1.0817784550086007,0.9213828258347607,0.8240930621209935,3,-0.8213999999999999,0.9365225367797765,0.76179467090093,0.9933276771976245
Psi-plus,physically_prepared,180,1.0180881496275522,0.9301474486826499,0.7613478042915558,3,-0.720975125185185,0.8966853899896727,0.7478211042630052,0.9891964220410195
Psi-minus,physically_prepared,180,0.9656931074339291,0.9364149726218777,0.845032782721247,3,-0.764154259691358,0.9142402682420636,0.875053136670609,0.9767779414072065
Phi-classical,equal_weight_reconstruction,180,0.9313691718882688,0.08645402466531099,0.006761206051753258,1,-0.0005444164583333396,0.08165392808853877,0.007259426504364009,0.9875741462360236
Psi-classical,equal_weight_reconstruction,180,0.9284593222125395,0.11461870572854684,0.06847657997074053,1,-0.007287195868055565,0.19387425751888135,0.07375291338295716,0.9679810654956721
Bell-uniform-mixed,equal_weight_reconstruction,180,0.14031664825404327,0.0937888759617426,0.015313708639637179,0,-0.00020153056061921284,0.05862915537340141,0.10913679046774058,0.7184395228871724
Phi-plus,physically_prepared,181,1.0143801647559243,0.936725152485047,0.8438329071781903,3,-0.8018061590123456,0.9290158622479898,0.8318704727248187,0.9971734529965228
Phi-minus,physically_prepared,181,1.1905957689273425,1.00431865635978,0.765029595996126,3,-0.9147746093749999,0.9707439679428452,0.6425603180879544,0.9960721981658717
Psi-plus,physically_prepared,181,1.025051542222615,0.9977205557551976,0.7163337547286628,3,-0.7326052719444445,0.9014812119033684,0.6988270591500593,0.9940273256354224
Psi-minus,physically_prepared,181,1.017602156435888,0.8481163890147602,0.8203110734505962,3,-0.7079654248302468,0.8912591800097635,0.8061215950285561,0.9849360165589264
