entity,entity_type,replicate,s1,s2,s3,retained,determinant,closure,balance,relation_dominance
Psi-minus,physically_prepared,1029,0.9870736577456456,0.8609565719080428,0.7573749922383529,3,-0.6436381360493828,0.8634037345684485,0.7672932878870498,0.9717909559536775
Phi-classical,equal_weight_reconstruction,1029,0.9461755412224534,0.10871263401909764,0.03296403650317074,1,0.003390721516203697,0.1502325506328715,0.03483923972562364,0.9655792795440304
Psi-classical,equal_weight_reconstruction,1029,0.9271864377451426,0.137282934825533,0.05877952656662028,1,-0.0074818622685185136,0.19558546175798774,0.06339558493712255,0.9804367481127699
Bell-uniform-mixed,equal_weight_reconstruction,1029,0.1833099668971976,0.06516586261234118,0.03852234415726567,0,-0.0004601706698495366,0.07720397204150305,0.2101486613593109,0.8534869090441367
Phi-plus,physically_prepared,1030,1.0134247755951251,0.9821240857384019,0.8257731580140838,3,-0.8218993580246913,0.9367122800258723,0.8148341918413782,0.9886838454445905
Phi-minus,physically_prepared,1030,1.200354369448766,0.9675753353153089,0.8307515509974834,3,-0.9648625,0.9881475750318389,0.6920885799574222,0.9771031332122289
Psi-plus,physically_prepared,1030,0.9669764257805367,0.9640089944175795,0.8216322340017196,3,-0.7659041829629629,0.9149376102713739,0.8496921042707982,0.9921728575130448
Psi-minus,physically_prepared,1030,0.9639098502189506,0.9229251315516735,0.7877438615920136,3,-0.700790035763889,0.8882379123050369,0.8172381072909244,0.9873875901719367
Phi-classical,equal_weight_reconstruction,1030,0.9671946290309505,0.07755015721645957,0.007860249348699043,1,0.0005895666136188292,0.08385152407059666,0.008126853802501329,0.9931066581197631
Psi-classical,equal_weight_reconstruction,1030,0.9276989537224076,0.06566877428410799,0.04947241455410359,1,-0.0030139017042824074,0.14444738855322609,0.05332809135506157,0.9751823393683605
Bell-uniform-mixed,equal_weight_reconstruction,1030,0.16962032222087126,0.0657769375867716,0.009951402975842478,0,0.0001110288513635702,0.048063118839388026,0.058668695151305336,0.8627071042922201
Phi-plus,physically_prepared,1031,0.9892621515689756,0.9326325403336785,0.8990413234634886,3,-0.8294717738271604,0.939580231251231,0.908799878816352,0.9915814671223996
Phi-minus,physically_prepared,1031,1.1233872661852653,0.9848168783808994,0.9307230307556043,3,-1.0296875,1.009799489654195,0.8284970452941849,0.9704383758824133
Psi-plus,physically_prepared,1031,0.9950219361664657,0.9501353941588702,0.7354096884943726,3,-0.6952604080246914,0.8858955081742873,0.7390889203183754,0.9900063189243395
Psi-minus,physically_prepared,1031,0.9406872967271206,0.8791455869651454,0.7932382791628663,3,-0.6560089180324074,0.8689002345572909,0.8432539505133478,0.9787075701313391
Phi-classical,equal_weight_reconstruction,1031,0.9516828302168627,0.1202520953190894,0.07200717964626857,1,-0.008240635169753088,0.2019855164741527,0.07566300174802995,0.9865583532869981
Psi-classical,equal_weight_reconstruction,1031,0.9014207178249874,0.1528454739812602,0.04067173823670762,1,-0.005603673877314821,0.17761962579225943,0.045119595581121434,0.9760429681594903
Bell-uniform-mixed,equal_weight_reconstruction,1031,0.12035437697002349,0.10181243013085119,0.01812980909713753,0,-0.00022215491379726072,0.06056457043395613,0.1506368904360919,0.7451598153353695
Phi-plus,physically_prepared,1032,0.9974189077120934,0.9470787460053068,0.872445253393508,3,-0.8241416661728396,0.9375633535560551,0.8747029424123778,0.9978685764345644
Phi-minus,physically_prepared,1032,1.1200753520885538,0.9725415942555207,0.8521339884880966,3,-0.9282464843750001,0.9754861426188975,0.76078273385729,0.9568812361597836
Psi-plus,physically_prepared,1032,0.9767875816406788,0.9234897744399975,0.7673059089883426,3,-0.6921508606481481,0.8845728137807525,0.785540196671546,0.9946487927265132
Psi-minus,physically_prepared,1032,0.9745454002654951,0.8877483566693337,0.7865223783908951,3,-0.6804606832098765,0.8795644725061151,0.8070659183005975,0.9862317305674256
Phi-classical,equal_weight_reconstruction,1032,0.9693793987326186,0.08038323520487894,0.02246697538711073,1,-0.001750668335744599,0.12052245205840041,0.023176658609089892,0.973675925354553
Psi-classical,equal_weight_reconstruction,1032,0.9029196088237773,0.0903611557101957,0.042011962810705065,1,-0.003427708125482251,0.15077683106319106,0.04652901808770501,0.9900295464971467
Bell-uniform-mixed,equal_weight_reconstruction,1032,0.12133873358547019,0.0578349805876956,0.009894898426762659,0,6.943866976514269e-05,0.041102395213887116,0.08154773116857,0.9058448577798158
Phi-plus,physically_prepared,1033,0.9828481736376558,0.9393100783598802,0.8345106512850423,3,-0.7704195614814813,0.9167320895087813,0.8490738179798453,0.9877599172966163
Phi-minus,physically_prepared,1033,1.1832037566143603,0.9665086680121732,0.7937322966473014,3,-0.9076937500000002,0.9682327797473881,0.6708331445113906,0.9791477144424015
Psi-plus,physically_prepared,1033,1.0655431053165534,0.9760908461263034,0.7603152502151213,3,-0.7907787034567902,0.9247371850210623,0.7135471539551143,0.9958333908386265
Psi-minus,physically_prepared,1033,0.9822008485176038,0.8849719587088202,0.7950359874073897,3,-0.6910613469444444,0.8841084350923168,0.8094433929753833,0.9769577948092232
Phi-classical,equal_weight_reconstruction,1033,0.9396468505193764,0.09320135872378053,0.02663156518578629,1,-0.0023322956250000017,0.13261557496278764,0.028342100195478837,0.9704131374008977
Psi-classical,equal_weight_reconstruction,1033,0.9361623023449643,0.14149480679544615,0.04766239766763775,1,-0.0063134614814814825,0.18482292754029178,0.050912536798640225,0.9857167772130577
Bell-uniform-mixed,equal_weight_reconstruction,1033,0.19692067139466934,0.059850095991657644,0.023493611937749244,0,0.00027688915759428067,0.06517814308669401,0.11930495549988876,0.8090813395446003
Phi-plus,physically_prepared,1034,1.0937863581224987,0.9644789225424427,0.8943233134767842,3,-0.9434519703703702,0.9807837581268671,0.8176398497160854,0.9962175114595148
Phi-minus,physically_prepared,1034,1.117720994547026,0.9309759543508624,0.7779500029046257,3,-0.8095124999999999,0.9319827048925133,0.6960144854574394,0.9222615121671589
Psi-plus,physically_prepared,1034,1.0506004364477037,0.89697459696206,0.7899501097122985,3,-0.7444188887037039,0.9063010046729869,0.7519034661581546,0.9951619761910048
Psi-minus,physically_prepared,1034,1.023190933823089,0.8848533881690859,0.7614933722073371,3,-0.6894362733641973,0.8834148792378494,0.7442338932403015,0.9705157693137486
Phi-classical,equal_weight_reconstruction,1034,0.9582431198384499,0.14960314052850068,0.10629469826285501,1,-0.01523800190972224,0.24791873155386152,0.11092664905413067,0.9234837248175218
Psi-classical,equal_weight_reconstruction,1034,0.9350312175564126,0.07334250910184209,0.0658863102698334,1,-0.004518320787037037,0.16532011057482585,0.07046428935497902,0.9711063146231546
Bell-uniform-mixed,equal_weight_reconstruction,1034,0.130089852457003,0.06985112764255884,0.006473482922021726,0,-5.882404013551294e-05,0.03889122442777139,0.049761628595599544,0.3972270112342369
Phi-plus,physically_prepared,1035,1.03944119151592,0.9456703206266261,0.8584016055504433,3,-0.8437818972839507,0.9449526948442865,0.8258298906728443,0.9935107371752743
Phi-minus,physically_prepared,1035,1.1354543137065105,1.0719277480111784,0.7137901903073197,3,-0.868771875,0.9541908572608406,0.62863840639899,0.990965345006948
Psi-plus,physically_prepared,1035,1.0309539030369064,0.9254503504851678,0.7800338948522479,3,-0.7442277266666667,0.9062234205865584,0.7566137463125003,0.9899783704281497
Psi-minus,physically_prepared,1035,0.992245996313735,0.876110789956523,0.7853862222959823,3,-0.6827499273456791,0.8805497285501233,0.7915236999834199,0.9666805842565013
Phi-classical,equal_weight_reconstruction,1035,0.991576685392347,0.07867160550686475,0.02966230232989405,1,0.002313924460841053,0.1322664586363884,0.029914279719230462,0.9949548352443514
Psi-classical,equal_weight_reconstruction,1035,0.9202154073239104,0.11022185490428343,0.03032439284507487,1,-0.0030757379417438277,0.14542858438729256,0.03295358087218036,0.9601823064778965
Bell-uniform-mixed,equal_weight_reconstruction,1035,0.11804565556453296,0.024558089904511034,0.010533192891508758,0,3.0535471522955296e-05,0.03125610641986339,0.08922982248804992,0.5914683061033689
Phi-plus,physically_prepared,1036,1.0241968341737573,0.9480571027087715,0.8791361094540352,3,-0.8536385980246913,0.9486179712481918,0.8583663609576123,0.9921635192383317
Phi-minus,physically_prepared,1036,1.086860337069252,0.9853143731912605,0.8470970409660434,3,-0.9071554687500002,0.968041347850614,0.7793982465587651,0.9398218373298807
Psi-plus,physically_prepared,1036,0.9875217961061334,0.9601282388452376,0.7272742489000862,3,-0.6895633066666665,0.8834691342971291,0.7364639968128083,0.9913009368542319
Psi-minus,physically_prepared,1036,1.0212859537055448,0.868515988767316,0.802268192700725,3,-0.7116144380555557,0.8927878068861569,0.785547074048992,0.9813052810870142
Phi-classical,equal_weight_reconstruction,1036,0.9436773471640304,0.08588953141009992,0.008587093002800108,1,-0.0006960011062885834,0.08862099938803744,0.009099607009330378,0.9386976959105853
Psi-classical,equal_weight_reconstruction,1036,0.9065842143354784,0.12095647416528454,0.045651712441454585,1,-0.005006040335648155,0.17106642581534526,0.0503557327819976,0.9720733632194409
Bell-uniform-mixed,equal_weight_reconstruction,1036,0.1680967671244852,0.04058960766757546,0.039922528272209615,0,-0.00027239068491994656,0.06482324244671071,0.23749729965148417,0.6979525507279413
Phi-plus,physically_prepared,1037,1.0223300285654455,0.9733199228200342,0.8583314005971282,3,-0.8540862518518518,0.9487837628207767,0.8395834775601343,0.9875447213926936
Phi-minus,physically_prepared,1037,1.1968930106265627,1.0260564176801337,0.7721671241387418,3,-0.9482828124999999,0.9824549075338699,0.645142980436087,0.9787594685996212
Psi-plus,physically_prepared,1037,1.0351455296783143,0.9586704616247778,0.7078975974804504,3,-0.7024916969753086,0.8889562721458556,0.6838628745278351,0.9815080251216778
Psi-minus,physically_prepared,1037,0.9631697312784768,0.8995042086716033,0.8211900221634288,3,-0.7114586918209878,0.8927226693260881,0.8525911846019193,0.9882831461789066
Phi-classical,equal_weight_reconstruction,1037,0.9225290480257311,0.06518580064940417,0.03399495975423438,1,-0.002044313917824072,0.12691584972112982,0.036849744544072284,0.9669401894621859
Psi-classical,equal_weight_reconstruction,1037,0.9353497348455463,0.17413854593073722,0.016353856012884693,1,-0.002663723308256172,0.13862121581878156,0.01748421515892683,0.9748205116424314
Bell-uniform-mixed,equal_weight_reconstruction,1037,0.1654564016280696,0.10410196511327993,0.03155840954807077,0,0.0005435726670404129,0.0816117211232369,0.1907355003344694,0.9048671013414993
Phi-plus,physically_prepared,1038,0.9867823313583404,0.9354409158631738,0.887391158822707,3,-0.8191299851851851,0.9356590186248421,0.8992775109797336,0.9932267443670167
Phi-minus,physically_prepared,1038,1.1322798892592434,0.9449334887159174,0.8664285446776562,3,-0.9270171875000001,0.9750553332611541,0.76520704191301,0.9892224271780802
Psi-plus,physically_prepared,1038,0.9884456926556359,0.955459802055566,0.7556158442077681,3,-0.7136188106790123,0.8936252463063373,0.7644485173258949,0.9822774557090438
Psi-minus,physically_prepared,1038,0.9527896814875761,0.8814026581488918,0.807169198174528,3,-0.677853717006173,0.878439778873407,0.8471640844328907,0.9916204806380264
Phi-classical,equal_weight_reconstruction,1038,0.9765783771289229,0.04945784005040062,0.011529626392883319,1,0.0005568746961805538,0.08227208332450327,0.011806145479873999,0.9806393003869914
Psi-classical,equal_weight_reconstruction,1038,0.9029945759415168,0.10485303561065368,0.0334332509211722,1,-0.0031655177835648134,0.14683004071881983,0.03702486350630918,0.9733397056341437
Bell-uniform-mixed,equal_weight_reconstruction,1038,0.09624750901043524,0.03282329378484041,0.008379851480727247,0,2.6473293818721058e-05,0.029803641214873108,0.08706564530224564,0.5033083101533903
Phi-plus,physically_prepared,1039,1.0831054683605612,0.8765181561944273,0.8709537267675053,3,-0.8268500306172841,0.9385892640443473,0.8041264237044443,0.9866335658489188
Phi-minus,physically_prepared,1039,1.0254407452266072,0.9487950922823718,0.897635223595858,3,-0.8733390624999999,0.9558600158372359,0.8753652785637008,0.9921294967628339
Psi-plus,physically_prepared,1039,1.062582500079934,1.004300663008466,0.6659059718703039,3,-0.7106230956790124,0.8923730365434585,0.6266863719477879,0.9847728148429585
Psi-minus,physically_prepared,1039,0.95607458734566,0.9245931172602738,0.776307294225119,3,-0.6862401087885801,0.8820476202423249,0.8119735682760619,0.9750008126101526
Phi-classical,equal_weight_reconstruction,1039,0.9433275788567239,0.0824937722012748,0.023421610027424145,1,-0.001822638082561729,0.12215187755559814,0.0248287133254497,0.9873124029734914
Psi-classical,equal_weight_reconstruction,1039,0.9379489316064077,0.12339342213689967,0.02560729743431905,1,0.002963704829764663,0.143640965611937,0.027301377048814277,0.9805972511260594
Bell-uniform-mixed,equal_weight_reconstruction,1039,0.07367857187114002,0.06114959948014203,0.021902290101664428,0,9.8678909866898e-05,0.04621058300108771,0.2972681139907325,0.6035611758527147
Phi-plus,physically_prepared,1040,1.0095174649745349,0.9513427563193148,0.8655587653679095,3,-0.8312801520987653,0.9402625462865963,0.8573985051261528,0.9881229763564983
Phi-minus,physically_prepared,1040,1.138720463643477,0.9812946396288619,0.7680794666994083,3,-0.8582675781250002,0.9503295544087903,0.6745109895029401,0.9497949221521833
Psi-plus,physically_prepared,1040,1.0505758467848902,0.9579601854916464,0.7604778559966866,3,-0.7653523920987655,0.9147178371308495,0.7238676372810212,0.9863955702301587
Psi-minus,physically_prepared,1040,0.9270416958599934,0.8927177786874985,0.782427579415542,3,-0.6475265829166668,0.8651389545518928,0.8440047334545222,0.9789695746539618
Phi-classical,equal_weight_reconstruction,1040,0.9597245826605402,0.2017766301199539,0.08449446163631918,1,-0.01636235183111497,0.25387225596996205,0.08804032236215557,0.9620005771018472
Psi-classical,equal_weight_reconstruction,1040,0.9128617950719254,0.1234818972842774,0.02909870520502772,1,-0.0032800615248842592,0.1485801058187181,0.03187635342186163,0.9762691534328641
Bell-uniform-mixed,equal_weight_reconstruction,1040,0.17470130398349001,0.06940337320850437,0.002590591888862048,0,3.141056345245017e-05,0.03155188005786336,0.014828692343972827,0.7530116941727966
Phi-plus,physically_prepared,1041,1.0207543023758874,0.9412959257489175,0.8469001663460761,3,-0.8137286671604939,0.9335979127078162,0.8296807217709964,0.9921898297525905
Phi-minus,physically_prepared,1041,1.0908161702060863,1.034062712146328,0.6403228064152546,3,-0.7222664062500003,0.8972203979503416,0.5870125726998339,0.9615011078281362
Psi-plus,physically_prepared,1041,1.0133093354026348,0.8839554075039805,0.7131937706564618,3,-0.6388221143209878,0.861244868474949,0.7038263102284328,0.9924464774151445
Psi-minus,physically_prepared,1041,0.9390490054703181,0.923242092074459,0.7904983517858808,3,-0.6853380148456788,0.8816609534779839,0.8418073467741586,0.9920254139224856
Phi-classical,equal_weight_reconstruction,1041,0.9442799359566202,0.11244410401694824,0.04375100554600228,1,0.004645425388695991,0.16685600060996508,0.046332664583918666,0.9571709797939487
Psi-classical,equal_weight_reconstruction,1041,0.9324319634146991,0.09707398927191214,0.05170693859992675,1,-0.004680247880979935,0.16727188528518985,0.05545384610215264,0.9948377132855749
Bell-uniform-mixed,equal_weight_reconstruction,1041,0.09922844889905162,0.034371171565358564,0.028731440079849385,0,9.79913932593074e-05,0.04610301319298775,0.28954841478051146,0.42211738669625204
Phi-plus,physically_prepared,1042,0.9840956955780951,0.9404346635536629,0.8683194917361375,3,-0.8036103298765434,0.9297121434914151,0.8823526976470045,0.9821582295586391
Phi-minus,physically_prepared,1042,1.1730980889875648,0.9303951015907151,0.738876607458733,3,-0.8064429687500002,0.9308032405044298,0.6298506615899578,0.9626621861290022
Psi-plus,physically_prepared,1042,0.9325028096147208,0.9214385924787546,0.6988125762829233,3,-0.6004505666666665,0.8436437361678216,0.7493946067268681,0.9929462859900322
Psi-minus,physically_prepared,1042,0.929835287093704,0.8638289200049797,0.8250836751087695,3,-0.6627225641666667,0.8718543107360724,0.8873439054863722,0.9746185387724939
Phi-classical,equal_weight_reconstruction,1042,0.9428528111741162,0.06070102371298406,0.015483087819387094,1,-0.0008861301080246938,0.09605039700584245,0.016421532222093402,0.973962667221621
Psi-classical,equal_weight_reconstruction,1042,0.8917050105898231,0.11344405502963965,0.01823265121819529,1,-0.001844390060281636,0.12263589107596072,0.020446953871140868,0.9864675365702184
Bell-uniform-mixed,equal_weight_reconstruction,1042,0.12910104034625447,0.059483578103603635,0.02275121758500301,0,0.00017471551414207186,0.05590412102858238,0.17622799571547432,0.7781586969922717
Phi-plus,physically_prepared,1043,1.010550448206087,0.9519057619797711,0.8820742031379344,3,-0.8485102162962963,0.9467144920624394,0.8728650852649449,0.994884309641367
Phi-minus,physically_prepared,1043,1.18485072061761,0.9676030980124786,0.7112398168470213,3,-0.8154117187500002,0.9342411293165943,0.6002779966038959,0.9636023707130286
Psi-plus,physically_prepared,1043,0.9762520518178283,0.9340454587495097,0.7723095941553999,3,-0.7042411579012344,0.889693602353106,0.7910965131569478,0.9938991971936513
Psi-minus,physically_prepared,1043,0.9427138866627652,0.8705237241950817,0.7654236144136639,3,-0.6281485658564814,0.8564212949769898,0.8119362886689682,0.9774198873286178
Phi-classical,equal_weight_reconstruction,1043,0.9475427498683563,0.15145091040989334,0.03385209554547742,1,0.004857986004050931,0.1693630839071267,0.035726193409406116,0.9776222115455779
Psi-classical,equal_weight_reconstruction,1043,0.894978664017387,0.09103629555334719,0.03201283535856805,1,-0.0026082631172839525,0.1376524038810817,0.03576938383633481,0.9812121517781042
Bell-uniform-mixed,equal_weight_reconstruction,1043,0.10624068721915052,0.05616013724477337,0.0029574328876772176,0,1.7645498408564824e-05,0.02603422436219631,0.02783710238598798,0.6011145289689839
Phi-plus,physically_prepared,1044,1.0660411450372331,0.9409175437441165,0.8614206255212111,3,-0.8640538296296296,0.9524604106800371,0.8080557017254008,0.9925224651352624
Phi-minus,physically_prepared,1044,1.1514083724833217,0.9247594069663737,0.7855329414655443,3,-0.83641640625,0.9421951137145359,0.6822366071312573,0.9915831872504113
Psi-plus,physically_prepared,1044,1.0083936980650972,0.9423041659204453,0.7570143286469262,3,-0.7193252972839507,0.8960008973753164,0.7507130698054569,0.9919975770021365
Psi-minus,physically_prepared,1044,0.9531924805728731,0.8704326881332399,0.8070907430057126,3,-0.6696350323456791,0.8748750982950676,0.8467237829243547,0.9724651991151355
Phi-classical,equal_weight_reconstruction,1044,0.9689050645245831,0.09846389226202597,0.023475073564179175,1,-0.002239572815393522,0.1308343343241378,0.02422845583503869,0.990673158360602
Psi-classical,equal_weight_reconstruction,1044,0.9107364333146415,0.10095548147367722,0.023094084818843973,1,-0.0021233587268518527,0.12853097159251062,0.02535759411182513,0.9859085986421097
Bell-uniform-mixed,equal_weight_reconstruction,1044,0.14411418144992247,0.1036179457039879,0.0048918293372524286,0,7.304878460165906e-05,0.04180269981754023,0.03394412186251265,0.8004248315791492
Phi-plus,physically_prepared,1045,1.0217221466079474,0.9890056961571123,0.8875493256755034,3,-0.8968588508641974,0.9643648359887886,0.8686797370714835,0.9963044575349416
Phi-minus,physically_prepared,1045,1.093042496964872,0.9397455396707547,0.8577116257797375,3,-0.8810257812500003,0.9586561714250939,0.7847010781020918,0.9868468718298906
Psi-plus,physically_prepared,1045,1.0073698587410191,0.9462086238401434,0.7392206244243631,3,-0.7046118285185184,0.8898496688891989,0.7338125297378055,0.9880101535078801
Psi-minus,physically_prepared,1045,0.9755477116326882,0.8764773966656301,0.7960065630833234,3,-0.680621844552469,0.879633906153717,0.815958618519147,0.9849720762532836
Phi-classical,equal_weight_reconstruction,1045,0.9684341737289209,0.10688824943527102,0.05583602040239366,1,-0.005779822854938272,0.17946158922311925,0.05765597901961583,0.9902295945028801
Psi-classical,equal_weight_reconstruction,1045,0.9311464104303219,0.08763929816321724,0.028033661753674406,1,-0.002287687469135805,0.13176464545137243,0.030106609916177276,0.975642225807951
Bell-uniform-mixed,equal_weight_reconstruction,1045,0.11719638002294434,0.08366183764693799,0.00445556503086294,0,4.368621148003457e-05,0.03521936012084363,0.038017940741775835,0.744483633665812
Phi-plus,physically_prepared,1046,1.0472782000038299,0.9181621029084907,0.8687798912234395,3,-0.8353936829629628,0.9418109358931557,0.8295597972155463,0.9838535138676581
Phi-minus,physically_prepared,1046,1.038699685490787,0.978231527468774,0.8941524591211778,3,-0.9085382812500001,0.9685329725418442,0.8608382881127855,0.9663439385872735
Psi-plus,physically_prepared,1046,0.9881611541050506,0.9637117877253553,0.7746612535754243,3,-0.7377118890123456,0.9035709522170154,0.7839422247649604,0.9930282825728801
Psi-minus,physically_prepared,1046,1.0057512784044764,0.8490071019129604,0.8121410539405081,3,-0.6934791067824075,0.8851382876384809,0.8074969143751808,0.9697921141473153
Phi-classical,equal_weight_reconstruction,1046,0.9415238572336975,0.16934881366798007,0.04738287240843161,1,-0.007555007022569457,0.19622076179350628,0.05032572679320925,0.9793679691566097
Psi-classical,equal_weight_reconstruction,1046,0.9355404315172573,0.09728876668700201,0.04270186945725245,1,-0.0038866205960648116,0.1572258854601487,0.04564406627300827,0.9831721817771277
Bell-uniform-mixed,equal_weight_reconstruction,1046,0.13600350025530028,0.04553854938982879,0.01084791266172243,0,-6.718548520688659e-05,0.040652926922368264,0.07976201084059724,0.6933641904324859
Phi-plus,physically_prepared,1047,0.9945852284210446,0.9501564190521814,0.8329251746512135,3,-0.7871239012345678,0.9233103417916569,0.8374598283281617,0.9898008017881201
Phi-minus,physically_prepared,1047,1.1568961133292717,0.9780265883837592,0.8229725943207654,3,-0.9311730468750001,0.9765102334693634,0.7113625716594778,0.9686326628946935
Psi-plus,physically_prepared,1047,0.9967026498828754,0.9484931519313735,0.7000459844235912,3,-0.6617994186419753,0.8714493034498891,0.7023619175747703,0.9923198205519225
Psi-minus,physically_prepared,1047,0.9590919405630584,0.9199544372965482,0.8386533458401608,3,-0.7399613635648149,0.9044884275677165,0.8744243490856662,0.9850135836572761
Phi-classical,equal_weight_reconstruction,1047,0.9733353568270515,0.12933506658411942,0.005835558997765632,1,-0.0007346174744405969,0.09023058053447966,0.0059954248623915254,0.9687932718262948
Psi-classical,equal_weight_reconstruction,1047,0.941122125571663,0.10627479722274775,0.012562892993242866,1,-0.0012565099421296298,0.10790841407154747,0.013348844588699714,0.9902334463869816
Bell-uniform-mixed,equal_weight_reconstruction,1047,0.1382562636071541,0.04217253550671563,0.011811966281685456,0,6.887105360243061e-05,0.04099009350234846,0.08543530667983598,0.5739893720207835
Phi-plus,physically_prepared,1048,1.0518983732604805,0.9647098726906135,0.8598513935851946,3,-0.8725571990123457,0.9555746836705371,0.8174281997603874,0.9695047403466296
Phi-minus,physically_prepared,1048,1.16766701768315,0.9375142983723057,0.7479508284556025,3,-0.81878515625,0.9355277054862148,0.6405514732613277,0.9667881245439939
Psi-plus,physically_prepared,1048,1.0274670510200699,0.9120832707499827,0.7407283900105461,3,-0.6941628764197528,0.8854291072031862,0.7209266606409914,0.9879649267054199
Psi-minus,physically_prepared,1048,0.9553421106560002,0.8943372184163326,0.7233740871807967,3,-0.6180493775925926,0.8518067118640473,0.7571885287084026,0.9744759334881192
Phi-classical,equal_weight_reconstruction,1048,0.9457884264142227,0.0538438670699443,0.0057606406970095525,1,0.0002933600877700651,0.06644571957187723,0.006090834415102676,0.9484989032557695
Psi-classical,equal_weight_reconstruction,1048,0.8799766929218314,0.1145306241656545,0.009422815764627602,1,0.0009496717013888851,0.0982934319741985,0.010708028792604208,0.9750111688906485
Bell-uniform-mixed,equal_weight_reconstruction,1048,0.10176557141330496,0.09422577136006044,0.013673360666563827,0,0.00013111302770543962,0.050802133193307564,0.13436136088728487,0.5799955845274681
Phi-plus,physically_prepared,1049,1.0283748210088854,0.9720101370283304,0.8003819458862839,3,-0.8000543901234567,0.9283388042949392,0.7782978827710605,0.9942651557035678
Phi-minus,physically_prepared,1049,1.1957568908328509,0.9713952239180442,0.7918348818408834,3,-0.9197578125,0.9725034749403878,0.6622039044151912,0.963473714935174
Psi-plus,physically_prepared,1049,0.9888368048845756,0.9486690754865826,0.76677837543818,3,-0.7192986130555554,0.8959898178315969,0.7754347043420213,0.992806103924186
Psi-minus,physically_prepared,1049,0.9387185829064003,0.8977331924975185,0.8048213207036878,3,-0.6782380819753089,0.8786057820843475,0.8573616580720621,0.9743394091874927
Phi-classical,equal_weight_reconstruction,1049,0.9605071787024221,0.09733297851572185,0.006077661929514007,1,0.0005681946855709851,0.08282581584972758,0.006327554925434813,0.9671436794455118
Psi-classical,equal_weight_reconstruction,1049,0.933072518574461,0.12468608474892523,0.003415471648506008,1,-0.00039735993055555494,0.07351817037646086,0.0036604568032119643,0.995049327222175
Bell-uniform-mixed,equal_weight_reconstruction,1049,0.16878028034351805,0.057092806738320796,0.008155587535059699,0,-7.858838267385209e-05,0.042833751922132506,0.04832073698693149,0.7514693940751636
Phi-plus,physically_prepared,1050,1.085877612777986,0.8725714557913808,0.814923521012567,3,-0.7721447703703704,0.9174158620765349,0.750474557558802,0.9891470855397094
Phi-minus,physically_prepared,1050,1.0619242299985716,0.9741600054617113,0.9304320624719359,3,-0.9625171874999998,0.987346288097458,0.8761755652502509,0.943863018748624
Psi-plus,physically_prepared,1050,0.9786663863555993,0.9586320814733713,0.7592270814974026,3,-0.7122924187654321,0.8930712472588659,0.7757772128300489,0.996115462726659
Psi-minus,physically_prepared,1050,0.9826374469516186,0.8856737378064493,0.7516447628095172,3,-0.6541535662037038,0.8680803077722986,0.7649258280775915,0.9886717391976804
Phi-classical,equal_weight_reconstruction,1050,0.9776054681181322,0.07918018852458197,0.050902775727857806,1,-0.00394023041087962,0.15794548152257046,0.05206883286551626,0.9598052227326149
Psi-classical,equal_weight_reconstruction,1050,0.8903041362412135,0.13466608684804524,0.026905647190933732,1,-0.003225819587191361,0.14775653279392928,0.030220737044452058,0.9848923560301232
Bell-uniform-mixed,equal_weight_reconstruction,1050,0.12667677138601896,0.054790243118649544,0.012628483564513283,0,-8.764989836516232e-05,0.044420537120954035,0.09969060172863753,0.6728508340977783
Phi-plus,physically_prepared,1051,1.0091021638242266,0.9901956052355407,0.8643892022004297,3,-0.8637050622222224,0.9523322427960893,0.8565923582252826,0.9944710227155173
Phi-minus,physically_prepared,1051,1.2042498429953534,0.9693059584541822,0.7284241292343941,3,-0.8502796875000002,0.9473721234727788,0.6048779109014214,0.9848248455216697
Psi-plus,physically_prepared,1051,1.0357888496248582,0.9560201246107932,0.690963817162861,3,-0.6842165451851852,0.8811797817521996,0.6670894530416254,0.9928729957559089
Psi-minus,physically_prepared,1051,0.9708298236150685,0.873788417322656,0.8365898795231596,3,-0.709679073549383,0.8919777059241728,0.8617265963338032,0.9825937852009394
Phi-classical,equal_weight_reconstruction,1051,0.9831487627154248,0.032008670497521596,0.0013737073912189262,1,4.322958912036972e-05,0.03509622205920784,0.0013972528302072936,0.9867596889790239
Psi-classical,equal_weight_reconstruction,1051,0.93170850745819,0.1211974712098039,0.0017429186390524364,1,-0.0001968116189236111,0.05816792583701581,0.0018706694476873702,0.9898036853595097
Bell-uniform-mixed,equal_weight_reconstruction,1051,0.1605435300824179,0.054026808530702325,0.003759235669347953,0,3.260631160783189e-05,0.031947280252169856,0.023415678398363872,0.8684967811992317
Phi-plus,physically_prepared,1052,1.0158620732008397,0.9385045702800741,0.9257126608922689,3,-0.8825663032098765,0.9592146003902695,0.9112582163595078,0.9830501754300337
Phi-minus,physically_prepared,1052,1.1179165349966622,1.0095320916362374,0.8534048067814125,3,-0.9631292968749999,0.9875555435296542,0.7633886610183832,0.9661529674328083
Psi-plus,physically_prepared,1052,1.033886563769978,0.9504370489968547,0.7192779361255084,3,-0.7067942163580248,0.8907674297915219,0.6957029536226137,0.9941830579270351
Psi-minus,physically_prepared,1052,0.9173073010534741,0.8482988635988457,0.8244007163139312,3,-0.6415080283256172,0.8624502093559272,0.8987181453447006,0.9872411056261792
Phi-classical,equal_weight_reconstruction,1052,0.9374910519818113,0.09100251427471527,0.007917905981590296,1,-0.0006755085701195967,0.08774255725359,0.00844584699219499,0.965252563079957
