removed_axis,remaining_axis,primary_removal,removed_holdout_leakage,development_energy_retention,holdout_persistence,holdout_phase_ab_balanced_accuracy,development_midpoint_threshold,development_plus_mean,development_minus_mean,remaining_axis_absolute_cosine,holdout_rank_two_energy_share,four_child_holdout_balanced_accuracy,classification_null_99th,classification_p_value,passes_gates_1_to_7
J,U,True,0.5746657748883045,0.9999458662074922,0.8789954199506774,0.98125,-2.0816681711721685e-16,0.1389256485120346,-0.138925648512035,0.24265517321722835,0.8930879825274902,0.925,0.33125,0.0001,False
J,V,True,0.5746657748883045,0.9996567192620943,0.83087989480792,0.9062500000000001,-2.0122792321330962e-16,0.12101935990750871,-0.12101935990750912,0.24265517321722835,0.8930879825274902,0.925,0.33125,0.0001,False
U,V,False,0.4789513895479229,0.9700685196223097,0.8175933628862783,0.91875,-1.5959455978986625e-16,0.11743738530340124,-0.11743738530340156,0.024405166103923685,0.8582117561414054,0.8375,0.33125,0.0001,False
U,J,False,0.4789513895479229,0.999945866207493,0.8192484567949512,0.90625,-6.245004513516506e-17,0.10350408729106082,-0.10350408729106095,0.024405166103923685,0.8582117561414054,0.8375,0.33125,0.0001,False
V,U,False,0.5587870138698047,0.9700685196223101,0.8702430081110801,0.96875,-1.6653345369377348e-16,0.1347746940549621,-0.13477469405496242,0.0041690046800939,0.8969009339854368,0.8875,0.33125,0.0001,False
V,J,False,0.5587870138698047,0.9996567192620953,0.8286340521019789,0.9125,-6.938893903907228e-17,0.10347415778018651,-0.10347415778018665,0.0041690046800939,0.8969009339854368,0.8875,0.33125,0.0001,False
