condition,state,family,wait_index,wait_us,u,v,radius,theta_rad,theta_deg,k,zz_signed,te_observed,hidden_residual,connection_deficit,phase_deficit,alt_u,alt_v,alt_radius,core_share,core_residual_energy,tensor_energy,xz,yz,zx,zy,s1,s2,s3,strong_axes,chsh_smax,singular_model_mae,transverse_radius_from_singulars,inferred_v_magnitude,hidden_quadrature_abs_error,trace_error,minimum_eigenvalue,hermiticity_residual,theta_unwrapped_rad,theta_unwrapped_deg
Ramsey,Phi-plus,Phi,0,0.02,0.9767429427810378,-0.05246987488884214,0.9781512480406148,-0.05366764177529976,-3.0749293701446607,0.9571065677397765,0.9571065677397765,1.9352578157803912,0.06474218421960865,0.04289343226022346,0.021848751959385182,-0.009915688416662793,0.005899198245006745,0.011537825475809182,0.9802974498368751,0.056871091903980604,2.8864838020014205,0.07411664181904137,-0.15107043710090468,-0.08178801823693965,-0.14696943758157238,0.9994247255164251,0.9717020034133654,0.9713028552363525,3,2.787869843024333,0.013973003199878561,0.971502429324859,0.0,0.05246987488884214,2.220446049250313e-16,6.7602145536152e-16,0.0,-0.05366764177529976,-3.0749293701446607
Ramsey,Phi-plus,Phi,1,4.02,-0.4358581993131524,0.7845746361282939,0.8975130804419224,2.07787866459173,119.0536778213857,0.9799983510233679,0.9799983510233679,1.8775114314652903,0.1224885685347098,0.020001648976632147,0.10248691955807765,0.0089594535872628,-0.0013709864656576976,0.009063741637498988,0.9885258589424756,0.029847728520715357,2.6013039556579325,-0.08282741981411787,0.085987479924269,-0.11085353674748945,0.056041867470267306,0.9897875644686983,0.9049612980567326,0.8959182897455148,3,2.6822635021618617,0.006277407252182769,0.9004397939011237,0.7879209684557166,0.003346332327422652,1.1102230246251565e-16,7.488271606730214e-10,0.0,2.07787866459173,119.0536778213857
Ramsey,Phi-plus,Phi,2,8.02,-0.5347476200364489,-0.5668125410435039,0.7792505847407752,-2.3270940648150065,-133.33266844384312,0.9697891967723151,0.9697891967723151,1.7490397815130905,0.25096021848690964,0.03021080322768488,0.22074941525922476,-0.005193314295230844,-0.0041536784060305365,0.006650079523567626,0.9854958162510732,0.03171586196664889,2.1866698957806214,0.1092852232193026,-0.031268046204879094,0.11304395156953184,0.07699044835102231,0.9835290868297063,0.7888247388077123,0.7727198474126886,3,2.5215661269894403,0.00994826048413829,0.7807722931102005,0.5689027654651667,0.002090224421662845,0.0,8.220987601404438e-10,0.0,3.9560912423645798,226.66733155615688
Ramsey,Phi-plus,Phi,3,12.02,0.550496132200123,-0.3397888698447487,0.6469176668152345,-0.5530004574010502,-31.684592277884246,0.9571025767562555,0.9571025767562555,1.60402024357149,0.3959797564285099,0.04289742324374446,0.35308233318476545,0.006284984988630615,-0.012948528647263924,0.01439324252683622,0.9973054289338099,0.0047364813414689285,1.7577867590502667,-0.025344470913852262,-0.03642131708728997,0.0473021200926704,-0.010761290399335856,0.9605570885052929,0.6592272302737294,0.6328793705265874,3,2.3300218551868888,0.00993412383205979,0.6460533004001584,0.33814031908461034,0.0016485507601383675,2.220446049250313e-16,3.12781268525398e-08,0.0,5.730184849778536,328.31540772211576
Ramsey,Phi-plus,Phi,4,16.02,0.11554030952724605,0.38380054670884767,0.4008146988068953,1.2783833050346003,73.24596797846792,0.9381944535259579,0.9381944535259579,1.3390091523328531,0.6609908476671469,0.06180554647404213,0.5991853011931048,0.015467866237077979,-0.005338776121258881,0.016363294790507837,0.9476725837281568,0.06634370084594286,1.267857379032138,0.12845229347440268,0.21479470417284005,0.007925448453601838,0.05575496964771927,0.9824509866425356,0.3961420839715916,0.38173143331914766,1,2.1186207700749535,0.02267080447987635,0.38893675864536964,0.37137883501879143,0.012421711690056236,4.440892098500626e-16,3.9599008526392775e-12,0.0,7.561568612214186,433.2459679784679
Ramsey,Phi-plus,Phi,5,20.02,-0.27991168750990786,0.07760960406264789,0.2904716913012442,2.8711222768622937,164.50318893020088,0.9383484814635612,0.9383484814635612,1.2288201727648054,0.7711798272351946,0.0616515185364388,0.7095283086987558,-0.016997496115509603,0.007525387237375822,0.018588876439129477,0.9920182564539829,0.008442191744131834,1.0576876713039136,0.027559583505568752,-0.037950821252395656,-0.04586467162930033,-0.05871742083230615,0.9441275747140351,0.3061845387084804,0.26937301688250603,1,1.9850701237785338,0.014196871692149412,0.2877787777954932,0.06682867756303086,0.010780926499617025,0.0,1.147532751107052e-05,0.0,9.15430758404188,524.503188930201
Ramsey,Phi-plus,Phi,6,24.02,0.004357099759189636,-0.25067530644205693,0.25071316993355314,-1.5534166290527893,-89.00421667016421,0.9303404681015777,0.9303404681015777,1.1810536380351309,0.8189463619648691,0.06965953189842233,0.7492868300664468,-0.004594170290267133,-0.010131569184684996,0.011124526722518662,0.9966233247778785,0.003358461555166212,0.9946060352988902,-0.03272609756441967,-0.04129390539935026,0.0006458681221423734,-0.018285243640940224,0.931968605108836,0.26166483721704,0.23994179993190234,1,1.9360102974357645,0.007783724764131972,0.25080331857447113,0.2507654686946672,9.016225261027078e-05,4.440892098500626e-16,1.954078856675205e-07,0.0,11.012953985306384,630.9957833298358
Ramsey,Phi-plus,Phi,7,28.02,0.08228313636513762,-0.006432687534517426,0.08253419896625017,-0.07801878663697313,-4.470147197030226,0.985574360497891,0.985574360497891,1.0681085594641413,0.9318914405358588,0.014425639502108956,0.9174658010337499,-0.0020883502623962047,0.0036681871899111184,0.004220995626469936,0.9965739995786329,0.0033861449121781,0.9883667529810062,0.04240353856155405,0.035330161306426654,0.017131467021496156,-0.003277767720996236,0.9873549395076588,0.08607200021710988,0.07802939952004867,1,1.9821989464143572,0.003274393235609671,0.08205069986857927,0.0,0.006432687534517426,2.220446049250313e-16,2.644505900955795e-09,0.0,12.4883518277222,715.5298528029698
Ramsey,Phi-plus,Phi,8,32.02,0.02649807750524169,-0.015653962024217073,0.030776527395556277,-0.5335964973088698,-30.57282725876203,0.9440582753831207,0.9440582753831207,0.974834802778677,1.025165197221323,0.055941724616879296,0.9692234726044437,0.0154984873723499,-0.00016645647976313172,0.015499381232505523,0.9787245252274307,0.019415050825709556,0.9125554674221206,-0.04094515648002635,0.1311924094006193,-0.006404685258958792,-0.002369614261561917,0.9540706419886172,0.04570890424886278,0.014675612079798716,1,1.9103299126927828,0.013681886258186865,0.030192258164330747,0.014471501013640602,0.0011824610105764712,4.440892098500626e-16,3.148453479383182e-09,0.0,12.032774117050302,689.4271727412379
Ramsey,Phi-plus,Phi,9,36.02,-0.00497351926183434,0.09204911331844953,0.0921833778756268,1.6247749877874262,93.0927494586394,0.972883596941778,0.972883596941778,1.0650669748174049,0.9349330251825952,0.02711640305822205,0.9078166221243732,0.0009618533243845075,-0.01213585049442946,0.01217390771448401,0.9922713867319081,0.007504503165599617,0.9710025466770927,-0.049131483364831315,-0.03484656958473254,0.053523134685822406,-0.026742907311455164,0.9766118723433362,0.10285291003328487,0.0815663924224995,1,1.9640259370021282,0.008338264337447887,0.09220965122789218,0.09207542498257437,2.631166412483954e-05,2.220446049250313e-16,1.7844701354572845e-09,0.0,14.191145602146598,813.0927494586393
Ramsey,Phi-plus,Phi,10,40.02,0.06340425738503547,-0.03038871500740164,0.07031055293730026,-0.4469387718777932,-25.607705329357838,0.9637166196957075,0.9637166196957075,1.034027172633008,0.9659728273669923,0.036283380304292456,0.9296894470626997,0.014046723676158387,0.00912625262299046,0.016751087516128284,0.995949961856064,0.0038169740203666145,0.9424538448067854,-0.04462661332457122,-0.03333287585268121,0.0016181969495674131,0.012269570637230637,0.9654553378090343,0.08673913173722365,0.05316162646403754,1,1.9386878926516087,0.01177207446217094,0.0699503791006306,0.0295458234235249,0.000842891583876737,4.440892098500626e-16,-9.166590555186046e-18,0.0,12.11943184248138,694.3922946706422
Ramsey,Phi-minus,Phi,0,0.02,-0.978706456520817,-0.013335699108073595,0.978797307365644,-3.1279676552122186,-179.2193450970924,0.9932304313233881,0.9932304313233881,1.972027738689032,0.02797226131096786,0.006769568676611937,0.021202692634356035,-0.0025843317616657258,-0.0013753655277353484,0.0029275247205168067,0.9981079462655663,0.005502276363908734,2.9080973038832223,-0.01804479644956626,0.045480734780104115,-0.028284138279069698,-0.047864717367767595,0.9966103467770683,0.9801257470992095,0.9768411541562579,3,2.795624197512886,0.0022215027988772653,0.9784834506277338,0.0,0.013335699108073595,0.0,6.70893762240079e-14,0.0,-3.1279676552122186,-179.2193450970924
Ramsey,Phi-minus,Phi,1,4.02,0.44320101470550943,-0.7756958347673368,0.8933818710447334,-1.051702448160219,-60.258111583156804,0.9234213659759543,0.9234213659759543,1.8168032370206877,0.1831967629793123,0.07657863402404574,0.10661812895526657,-0.024034729435576607,-0.020859289567092376,0.031824176034662414,0.984926066275053,0.03748058154121428,2.486449935704889,0.09572198391812586,-0.07984473527880928,-0.09627647879196176,0.10318907333191717,0.9577030564114528,0.906498328416728,0.8645898287758932,3,2.637373211119094,0.02539673002544444,0.8855440785963106,0.7666558391488292,0.009039995618507657,0.0,7.079565810366299e-18,0.0,-1.051702448160219,-60.258111583156804
