scope,records,amplitude_correlation,direction_correlation,amplitude_mae,direction_mae,anti_phase_mean_2d_error,anti_phase_median_2d_error,ridge_only_mean_2d_error,same_phase_mean_2d_error,amplitude_only_mean_2d_error,direction_only_mean_2d_error,improvement_vs_ridge_pct,improvement_vs_same_phase_pct,branch_evaluable,branch_accuracy,angle_evaluable,median_opposition_score,mean_residual_radius,median_residual_radius
Ramsey,44,0.974313832842743,0.7657621206124074,0.18569049767342796,0.20688981679082963,0.3119757056135107,0.33700780763676075,0.9142879782599004,1.802610786304687,0.452818969760819,0.7721951303101847,65.877741692801,82.69311889267821,44,0.8409090909090909,44,0.9384389608475865,0.3119757056135107,0.33700780763676075
Hahn,44,0.9892314030093007,0.9866157054678024,0.09609191128713347,0.03321799186673453,0.11483398241029974,0.09053933304171535,0.7883851322447868,1.5565597457800444,0.2639348406138536,0.7310275417479578,85.43427853803757,92.62257791764024,44,0.9545454545454546,40,0.9993898671428179,0.11483398241029974,0.0905393330417153
Overall,88,0.98235112404127,0.8799852228591619,0.14089120448028072,0.12005390432878206,0.2134048440119052,0.17107010843569354,0.8513365552523436,1.6795852660423656,0.3583769051873364,0.7516113360290714,74.93296362110868,87.29419408907088,88,0.8977272727272727,84,0.9933377843762722,0.21340484401190524,0.17107010843569356
