gate_id,description,passed,value
I1,all 88 Information³ density reconstructions have Frobenius error <= 1e-12,True,6.337844922032561e-16
I2,all 88 purity-closure residuals <= 1e-12,True,2.220446049250313e-15
I3,all declared information allocations are nonnegative within tolerance,True,0.0009135662082027916
I4,median measured off-core relation share <= 0.05 in Ramsey and Hahn,True,"{""Hahn"": 0.019305707106450708, ""Ramsey"": 0.015919631769728923}"
I5,masked Information³ signed-v completion MAE <= 0.08,False,0.18048737287229383
I6,masked Information³ completion improves zero fill by >= 50%,False,0.27896733006696284
I7,masked Information³ completion improves positive-branch-only fill by >= 50%,False,0.3040106704547898
I8,masked Information³ completion sign accuracy >= 80%,False,0.625
I9,all completion magnitudes remain inside the supplied parent radius,True,true
