replicate,local_child_mean_abs,same_axis_mean_abs,same_axis_min_abs,same_minus_local,mixed_pair_mean_abs,correlation_product,xx,yy,zz
523,0.09583333333333333,0.975,0.95,0.8791666666666667,0.19166666666666665,-0.92625,-1.0,0.9750000000000001,0.95
524,0.10000000000000002,0.9416666666666665,0.9249999999999999,0.8416666666666666,0.14999999999999997,-0.8348125,-0.95,0.95,0.9249999999999999
525,0.11249999999999998,0.9499999999999998,0.95,0.8374999999999999,0.10833333333333332,-0.8573749999999999,-0.95,0.95,0.95
526,0.14166666666666664,0.9833333333333334,0.975,0.8416666666666668,0.14583333333333334,-0.950625,-0.9750000000000001,0.975,1.0
527,0.12499999999999999,0.9666666666666668,0.9500000000000001,0.8416666666666668,0.14583333333333331,-0.9025000000000002,-1.0,0.9500000000000002,0.9500000000000001
528,0.05833333333333333,0.9166666666666666,0.9,0.8583333333333333,0.07500000000000002,-0.7695000000000001,-0.9,0.9000000000000001,0.95
529,0.10416666666666667,0.9416666666666668,0.925,0.8375000000000001,0.13750000000000004,-0.8342343750000002,-0.925,0.925,0.9750000000000001
530,0.07083333333333335,0.9333333333333332,0.8500000000000001,0.8624999999999999,0.13333333333333333,-0.8075,-0.8500000000000001,1.0,0.95
531,0.10833333333333332,0.9750000000000001,0.975,0.8666666666666668,0.12916666666666668,-0.926859375,-0.9750000000000001,0.975,0.975
532,0.17499999999999996,0.9500000000000001,0.925,0.7750000000000001,0.1208333333333333,-0.85678125,-0.925,0.9750000000000001,0.95
533,0.15833333333333333,0.9250000000000002,0.8,0.7666666666666668,0.14583333333333337,-0.7800000000000001,-1.0,0.8,0.9750000000000001
534,0.14166666666666664,0.9833333333333334,0.975,0.8416666666666668,0.12083333333333335,-0.950625,-0.975,1.0,0.9750000000000001
535,0.06249999999999998,0.9666666666666667,0.95,0.9041666666666667,0.08750000000000001,-0.9025,-0.95,1.0,0.95
536,0.09999999999999999,0.975,0.925,0.875,0.1625,-0.925,-1.0,0.925,1.0
537,0.05833333333333332,0.9249999999999999,0.825,0.8666666666666666,0.14166666666666666,-0.78375,-1.0,0.95,0.825
538,0.08749999999999998,0.9416666666666668,0.9,0.8541666666666667,0.075,-0.8336250000000001,-0.9750000000000001,0.9,0.95
539,0.10833333333333332,0.9750000000000001,0.9500000000000002,0.8666666666666668,0.10416666666666667,-0.9262500000000001,-0.9500000000000002,0.975,1.0
540,0.1625,0.9249999999999999,0.8999999999999999,0.7625,0.1416666666666667,-0.7908749999999999,-0.8999999999999999,0.925,0.95
541,0.13333333333333333,0.9666666666666668,0.95,0.8333333333333335,0.15,-0.9030937500000001,-0.95,0.9750000000000001,0.9750000000000001
542,0.10833333333333335,0.9583333333333334,0.8999999999999999,0.85,0.1625,-0.8775,-0.9750000000000001,0.8999999999999999,1.0
543,0.07916666666666665,0.9666666666666668,0.95,0.8875000000000002,0.16666666666666674,-0.9030937500000001,-0.95,0.9750000000000001,0.9750000000000001
544,0.08750000000000002,0.9500000000000001,0.925,0.8625,0.08749999999999998,-0.8567812500000002,-0.925,0.95,0.9750000000000001
545,0.10416666666666667,0.9666666666666667,0.925,0.8625,0.125,-0.901875,-0.975,0.925,1.0
546,0.05416666666666665,0.9416666666666665,0.8999999999999999,0.8874999999999998,0.10833333333333335,-0.8336249999999997,-0.95,0.8999999999999999,0.9749999999999999
547,0.13333333333333333,0.9666666666666668,0.925,0.8333333333333335,0.125,-0.9018750000000001,-0.9750000000000001,1.0,0.925
548,0.12916666666666665,0.9500000000000001,0.9,0.8208333333333334,0.12083333333333333,-0.8555625000000001,-0.9750000000000001,0.9,0.9750000000000001
549,0.12916666666666668,0.9583333333333334,0.9249999999999999,0.8291666666666667,0.1958333333333333,-0.87875,-0.9249999999999999,0.9500000000000001,1.0
550,0.07916666666666665,0.9249999999999999,0.875,0.8458333333333333,0.13333333333333336,-0.789140625,-0.875,0.925,0.975
551,0.125,0.9083333333333332,0.85,0.7833333333333332,0.1416666666666667,-0.7469374999999999,-0.85,0.925,0.95
552,0.15416666666666665,0.9333333333333332,0.9,0.7791666666666666,0.20416666666666664,-0.81225,-0.95,0.9500000000000001,0.9
553,0.05000000000000001,0.9333333333333335,0.8750000000000001,0.8833333333333334,0.1166666666666667,-0.8093750000000002,-0.8750000000000001,0.925,1.0
554,0.12916666666666668,0.9250000000000002,0.8999999999999999,0.7958333333333335,0.10833333333333334,-0.7908750000000001,-0.9500000000000002,0.925,0.8999999999999999
555,0.1958333333333333,0.9416666666666668,0.9249999999999999,0.7458333333333335,0.09166666666666667,-0.834234375,-0.9249999999999999,0.925,0.975
556,0.09583333333333334,0.9583333333333334,0.925,0.8625,0.12083333333333335,-0.87875,-1.0,0.925,0.95
557,0.08333333333333333,0.9416666666666668,0.925,0.8583333333333334,0.08333333333333333,-0.8348125,-0.95,0.925,0.95
558,0.10833333333333332,0.9416666666666668,0.925,0.8333333333333335,0.07916666666666668,-0.834234375,-0.975,0.925,0.925
559,0.10833333333333338,0.9416666666666668,0.875,0.8333333333333334,0.15000000000000002,-0.8312499999999999,-0.95,1.0,0.875
560,0.04583333333333334,0.9666666666666668,0.9500000000000001,0.9208333333333334,0.15833333333333333,-0.9025000000000002,-0.9500000000000001,0.9500000000000002,1.0
561,0.11666666666666665,0.9333333333333332,0.9000000000000001,0.8166666666666665,0.11250000000000003,-0.81225,-0.9000000000000001,0.95,0.95
562,0.20416666666666664,0.9750000000000001,0.9500000000000001,0.7708333333333335,0.15,-0.92625,-0.9500000000000001,1.0,0.975
563,0.15416666666666665,0.9583333333333334,0.95,0.8041666666666667,0.14583333333333334,-0.8799375,-0.9500000000000001,0.95,0.9750000000000001
564,0.08333333333333333,0.9249999999999999,0.8999999999999999,0.8416666666666666,0.13333333333333333,-0.7908749999999999,-0.925,0.8999999999999999,0.95
565,0.07916666666666669,0.9499999999999998,0.8999999999999999,0.8708333333333331,0.07916666666666666,-0.8549999999999999,-0.95,0.8999999999999999,1.0
566,0.05833333333333331,0.9583333333333334,0.8999999999999999,0.9,0.1416666666666667,-0.8775,-0.9750000000000001,0.8999999999999999,1.0
567,0.15416666666666665,0.9666666666666668,0.925,0.8125000000000001,0.10416666666666667,-0.9018750000000001,-1.0,0.9750000000000001,0.925
568,0.06666666666666667,0.9083333333333332,0.8499999999999999,0.8416666666666666,0.125,-0.7469374999999999,-0.8499999999999999,0.9500000000000001,0.925
569,0.13749999999999998,0.9583333333333334,0.95,0.8208333333333334,0.1416666666666667,-0.8799375,-0.95,0.95,0.9750000000000001
570,0.11666666666666665,0.9500000000000002,0.9000000000000001,0.8333333333333335,0.12499999999999999,-0.8555625000000002,-0.975,0.9750000000000001,0.9000000000000001
571,0.07500000000000001,0.9083333333333333,0.8999999999999999,0.8333333333333333,0.09166666666666667,-0.74925,-0.925,0.8999999999999999,0.9
572,0.1208333333333333,0.9416666666666668,0.9,0.8208333333333334,0.15416666666666665,-0.8336250000000001,-0.9,0.9500000000000001,0.975
573,0.20833333333333337,0.9500000000000002,0.925,0.7416666666666668,0.13333333333333333,-0.8567812500000003,-0.9500000000000002,0.925,0.9750000000000001
574,0.06666666666666671,0.9666666666666667,0.95,0.8999999999999999,0.07083333333333336,-0.9030937499999999,-0.975,0.95,0.975
575,0.10416666666666667,0.9083333333333333,0.8500000000000001,0.8041666666666667,0.10833333333333332,-0.7437500000000001,-1.0,0.8500000000000001,0.875
576,0.08749999999999998,0.9166666666666666,0.875,0.8291666666666666,0.11249999999999999,-0.76890625,-0.925,0.875,0.95
577,0.14166666666666666,0.9166666666666666,0.875,0.7749999999999999,0.13333333333333333,-0.76890625,-0.875,0.925,0.95
578,0.07499999999999997,0.9333333333333332,0.875,0.8583333333333333,0.17083333333333336,-0.81046875,-0.975,0.875,0.95
579,0.1208333333333333,0.9500000000000001,0.925,0.8291666666666667,0.125,-0.85678125,-0.9750000000000001,0.95,0.925
580,0.12499999999999996,0.9250000000000002,0.9,0.8000000000000002,0.10416666666666664,-0.790875,-0.9,0.95,0.925
581,0.1708333333333333,0.9166666666666666,0.8999999999999999,0.7458333333333333,0.17916666666666667,-0.7695000000000001,-0.9,0.9500000000000002,0.8999999999999999
582,0.08333333333333333,0.9666666666666667,0.925,0.8833333333333333,0.13333333333333333,-0.901875,-1.0,0.925,0.975
583,0.09999999999999999,0.9583333333333334,0.925,0.8583333333333334,0.19583333333333333,-0.879328125,-0.9750000000000001,0.925,0.975
584,0.11249999999999998,0.975,0.95,0.8625,0.15,-0.92625,-0.9750000000000001,1.0,0.95
585,0.14583333333333337,0.9500000000000001,0.925,0.8041666666666667,0.09583333333333337,-0.8567812500000003,-0.9500000000000001,0.925,0.9750000000000001
586,0.15833333333333333,0.9333333333333332,0.875,0.7749999999999999,0.1958333333333333,-0.8104687500000001,-0.95,0.9750000000000001,0.875
587,0.11666666666666665,0.9750000000000001,0.9500000000000001,0.8583333333333334,0.15416666666666665,-0.9262500000000001,-0.9750000000000001,1.0,0.9500000000000001
588,0.1166666666666667,0.9750000000000001,0.9500000000000002,0.8583333333333334,0.1333333333333333,-0.9262500000000002,-0.9750000000000001,0.9500000000000002,1.0
589,0.08333333333333333,0.9416666666666668,0.925,0.8583333333333334,0.1708333333333333,-0.8342343750000001,-0.9750000000000001,0.925,0.925
590,0.10833333333333332,0.9249999999999999,0.9000000000000001,0.8166666666666667,0.1958333333333333,-0.7908750000000001,-0.9500000000000001,0.9000000000000001,0.9249999999999999
591,0.1041666666666667,0.9500000000000001,0.8999999999999999,0.8458333333333333,0.1875,-0.8550000000000001,-1.0,0.8999999999999999,0.9500000000000002
592,0.14583333333333331,0.9666666666666668,0.95,0.8208333333333335,0.125,-0.9030937500000001,-0.9750000000000001,0.9750000000000001,0.95
593,0.125,0.9416666666666668,0.925,0.8166666666666668,0.13749999999999998,-0.8348125000000002,-0.9500000000000001,0.925,0.9500000000000001
594,0.1708333333333333,0.9416666666666668,0.925,0.7708333333333335,0.2166666666666667,-0.8342343750000001,-0.9750000000000001,0.925,0.925
595,0.10416666666666669,0.9416666666666668,0.925,0.8375000000000001,0.13333333333333333,-0.8348125000000001,-0.9500000000000002,0.95,0.925
596,0.10833333333333332,0.9750000000000001,0.9750000000000001,0.8666666666666668,0.12083333333333336,-0.9268593750000003,-0.9750000000000001,0.9750000000000001,0.9750000000000001
597,0.07500000000000001,0.9500000000000001,0.9,0.875,0.13749999999999998,-0.8555625000000001,-0.9,0.9750000000000001,0.9750000000000001
598,0.06666666666666664,0.9666666666666668,0.95,0.9000000000000001,0.17916666666666667,-0.9025,-1.0,0.9500000000000001,0.95
599,0.07916666666666665,0.9249999999999999,0.875,0.8458333333333333,0.11666666666666665,-0.789140625,-0.9750000000000001,0.875,0.9249999999999999
600,0.10833333333333332,0.975,0.95,0.8666666666666667,0.1708333333333333,-0.92625,-0.95,0.9750000000000001,1.0
601,0.11249999999999999,0.9416666666666668,0.925,0.8291666666666668,0.1625,-0.8348125000000001,-0.95,0.925,0.9500000000000001
602,0.041666666666666664,0.9416666666666668,0.8999999999999999,0.9000000000000001,0.18333333333333332,-0.833625,-0.95,0.9750000000000001,0.8999999999999999
603,0.06249999999999998,0.9333333333333332,0.875,0.8708333333333332,0.13333333333333333,-0.8093750000000001,-0.875,0.925,1.0
604,0.041666666666666664,0.9416666666666668,0.925,0.9000000000000001,0.09999999999999999,-0.8348125,-0.95,0.95,0.925
605,0.15833333333333333,0.9249999999999999,0.825,0.7666666666666666,0.08750000000000002,-0.7842656250000001,-0.825,0.975,0.9750000000000001
606,0.13749999999999998,0.9333333333333335,0.8999999999999999,0.7958333333333335,0.1791666666666667,-0.81225,-0.9500000000000001,0.8999999999999999,0.9500000000000001
607,0.06666666666666667,0.9500000000000001,0.9,0.8833333333333334,0.1791666666666666,-0.8555625,-0.9,0.9750000000000001,0.975
608,0.09583333333333333,0.9583333333333334,0.925,0.8625,0.25416666666666665,-0.879328125,-0.925,0.975,0.975
609,0.1125,0.9166666666666666,0.9,0.8041666666666666,0.125,-0.7700625,-0.9249999999999999,0.9,0.925
610,0.06666666666666668,0.9416666666666668,0.9000000000000001,0.8750000000000001,0.15,-0.8325000000000001,-1.0,0.9000000000000001,0.925
611,0.12916666666666665,0.9416666666666668,0.9000000000000001,0.8125000000000001,0.12500000000000003,-0.8325000000000001,-0.925,1.0,0.9000000000000001
612,0.033333333333333326,0.9416666666666668,0.9249999999999999,0.9083333333333334,0.15,-0.834234375,-0.925,0.9750000000000001,0.9249999999999999
613,0.14166666666666664,0.9416666666666668,0.875,0.8000000000000002,0.15416666666666667,-0.83125,-0.9500000000000001,0.875,1.0
614,0.09583333333333333,0.9499999999999998,0.8999999999999999,0.8541666666666665,0.13333333333333336,-0.8555624999999998,-0.9750000000000001,0.8999999999999999,0.9749999999999999
615,0.09999999999999998,0.9666666666666668,0.95,0.8666666666666668,0.09583333333333334,-0.9025,-1.0,0.9500000000000001,0.95
616,0.07916666666666668,0.9499999999999998,0.95,0.8708333333333331,0.1666666666666667,-0.8573749999999999,-0.95,0.95,0.95
617,0.04999999999999999,0.9583333333333334,0.925,0.9083333333333334,0.20000000000000004,-0.879328125,-0.9750000000000001,0.925,0.975
618,0.041666666666666685,0.9333333333333332,0.8999999999999999,0.8916666666666666,0.1708333333333333,-0.8116874999999999,-0.9750000000000001,0.8999999999999999,0.9249999999999999
619,0.10833333333333339,0.9833333333333334,0.9750000000000001,0.875,0.1208333333333333,-0.9506250000000002,-1.0,0.9750000000000001,0.9750000000000001
620,0.07083333333333336,0.9333333333333332,0.8999999999999999,0.8624999999999998,0.10416666666666664,-0.8122499999999998,-0.95,0.8999999999999999,0.95
621,0.09166666666666667,0.9249999999999999,0.875,0.8333333333333333,0.11666666666666665,-0.7896874999999999,-0.95,0.875,0.95
622,0.05833333333333334,0.9249999999999999,0.8999999999999999,0.8666666666666666,0.16250000000000006,-0.7908749999999998,-0.95,0.8999999999999999,0.9249999999999999
623,0.08749999999999998,0.9500000000000001,0.925,0.8625,0.1416666666666667,-0.85678125,-0.95,0.9750000000000001,0.925
624,0.12916666666666665,0.9416666666666668,0.925,0.8125000000000001,0.10833333333333335,-0.8348125,-0.925,0.95,0.95
625,0.10416666666666667,0.9416666666666668,0.925,0.8375000000000001,0.1416666666666667,-0.8348125000000003,-0.925,0.9500000000000002,0.9500000000000001
626,0.1041666666666667,0.9416666666666668,0.9,0.8375,0.13749999999999998,-0.8336250000000001,-0.9,0.9750000000000001,0.95
627,0.08333333333333333,0.9250000000000002,0.9,0.8416666666666668,0.12083333333333336,-0.7908750000000001,-0.9,0.9500000000000001,0.925
628,0.16666666666666666,0.9333333333333332,0.925,0.7666666666666666,0.15416666666666665,-0.8128437500000001,-0.925,0.95,0.925
629,0.14166666666666666,0.9333333333333332,0.8999999999999999,0.7916666666666665,0.09166666666666667,-0.8116875,-0.9249999999999999,0.8999999999999999,0.9750000000000001
630,0.075,0.975,0.95,0.9,0.20833333333333334,-0.92625,-0.9750000000000001,1.0,0.95
631,0.09583333333333333,0.9499999999999998,0.925,0.8541666666666665,0.05833333333333331,-0.8567812499999999,-0.925,0.95,0.9749999999999999
632,0.13333333333333333,0.9666666666666668,0.9500000000000001,0.8333333333333335,0.2125,-0.9025000000000002,-0.9500000000000001,0.9500000000000002,1.0
633,0.11666666666666665,0.9583333333333334,0.95,0.8416666666666667,0.20416666666666664,-0.8799375000000002,-0.9500000000000002,0.9750000000000001,0.95
634,0.10833333333333335,0.9583333333333334,0.9,0.85,0.15833333333333333,-0.8775000000000001,-0.9,0.9750000000000001,1.0
635,0.08750000000000002,0.9666666666666668,0.9500000000000001,0.8791666666666668,0.12499999999999999,-0.9030937500000003,-0.9750000000000001,0.9750000000000001,0.9500000000000001
636,0.075,0.9583333333333334,0.925,0.8833333333333334,0.14583333333333334,-0.8787500000000003,-0.925,0.9500000000000002,1.0
637,0.18749999999999997,0.9499999999999998,0.9249999999999999,0.7624999999999998,0.09166666666666663,-0.8567812499999998,-0.975,0.95,0.9249999999999999
638,0.15416666666666667,0.9250000000000002,0.8999999999999999,0.7708333333333335,0.17083333333333336,-0.7908750000000001,-0.925,0.8999999999999999,0.9500000000000002
639,0.11250000000000003,0.9500000000000001,0.875,0.8375,0.1875,-0.8531250000000001,-1.0,0.9750000000000001,0.875
640,0.08750000000000002,0.9166666666666666,0.8999999999999999,0.8291666666666666,0.15833333333333333,-0.7700625,-0.8999999999999999,0.925,0.925
641,0.09999999999999999,0.9500000000000001,0.925,0.8500000000000001,0.20000000000000004,-0.8567812500000003,-0.9500000000000001,0.925,0.9750000000000001
642,0.08750000000000002,0.9416666666666668,0.925,0.8541666666666667,0.15,-0.8348125,-0.95,0.925,0.95
643,0.09583333333333334,0.9250000000000002,0.9,0.8291666666666668,0.17500000000000002,-0.7908750000000001,-0.9,0.925,0.9500000000000001
644,0.10833333333333332,0.9666666666666668,0.925,0.8583333333333335,0.13749999999999998,-0.9018750000000001,-0.925,1.0,0.9750000000000001
645,0.07916666666666665,0.9833333333333334,0.9750000000000001,0.9041666666666668,0.1333333333333333,-0.9506250000000002,-1.0,0.9750000000000001,0.9750000000000001
646,0.07499999999999997,0.9583333333333334,0.925,0.8833333333333334,0.10416666666666669,-0.87875,-0.925,0.95,1.0
647,0.15416666666666667,0.9583333333333334,0.9249999999999999,0.8041666666666667,0.22916666666666666,-0.8787499999999999,-0.9249999999999999,1.0,0.95
648,0.11666666666666665,0.9583333333333334,0.95,0.8416666666666667,0.12083333333333333,-0.8799375,-0.975,0.9500000000000002,0.95
649,0.1208333333333333,0.9333333333333332,0.8999999999999999,0.8124999999999999,0.12916666666666668,-0.8116875,-0.8999999999999999,0.9750000000000001,0.925
650,0.08749999999999998,0.9416666666666668,0.8750000000000001,0.8541666666666667,0.15416666666666665,-0.8317968750000001,-0.8750000000000001,0.9750000000000001,0.975
651,0.06250000000000001,0.9499999999999998,0.95,0.8874999999999998,0.10416666666666664,-0.8573749999999999,-0.95,0.9500000000000001,0.95
652,0.1208333333333333,0.9666666666666668,0.925,0.8458333333333334,0.10000000000000002,-0.9018750000000001,-0.9750000000000001,0.925,1.0
653,0.054166666666666675,0.9583333333333334,0.9249999999999999,0.9041666666666667,0.19166666666666665,-0.8787499999999999,-0.95,1.0,0.9249999999999999
654,0.08750000000000001,0.9,0.825,0.8125,0.11666666666666668,-0.7239374999999999,-0.975,0.8999999999999999,0.825
655,0.07499999999999998,0.975,0.95,0.9,0.14166666666666664,-0.92625,-0.95,0.9750000000000001,1.0
656,0.19166666666666668,0.9583333333333334,0.925,0.7666666666666667,0.15416666666666665,-0.8793281250000001,-0.9750000000000001,0.975,0.925
657,0.14583333333333334,0.9166666666666666,0.9000000000000001,0.7708333333333333,0.08333333333333333,-0.7700625000000002,-0.9000000000000001,0.925,0.925
658,0.1083333333333333,0.9333333333333332,0.875,0.825,0.11666666666666668,-0.809375,-0.9249999999999999,1.0,0.875
659,0.09166666666666667,0.9416666666666668,0.925,0.8500000000000001,0.1416666666666667,-0.8348125000000002,-0.9500000000000002,0.925,0.95
660,0.12916666666666668,0.9333333333333332,0.85,0.8041666666666666,0.22083333333333333,-0.8075,-0.85,1.0,0.95
661,0.05416666666666666,0.9499999999999998,0.9249999999999999,0.8958333333333331,0.14583333333333334,-0.855625,-0.9249999999999999,1.0,0.925
662,0.10833333333333332,0.9666666666666667,0.95,0.8583333333333334,0.15416666666666667,-0.9030937499999999,-0.95,0.9750000000000001,0.9749999999999999
663,0.10416666666666667,0.9666666666666667,0.9249999999999999,0.8625,0.17500000000000002,-0.901875,-1.0,0.9249999999999999,0.9750000000000001
664,0.14999999999999994,0.9500000000000002,0.925,0.8000000000000003,0.09583333333333331,-0.8567812500000002,-0.9750000000000001,0.9500000000000001,0.925
665,0.1333333333333334,0.9666666666666668,0.95,0.8333333333333334,0.12916666666666668,-0.9030937500000001,-0.9750000000000001,0.9750000000000001,0.95
666,0.1125,0.9666666666666667,0.95,0.8541666666666666,0.15416666666666667,-0.9025,-0.95,1.0,0.95
667,0.1166666666666667,0.9500000000000002,0.925,0.8333333333333335,0.19166666666666668,-0.8567812500000003,-0.9500000000000002,0.925,0.9750000000000001
668,0.05416666666666664,0.9416666666666668,0.925,0.8875000000000002,0.20833333333333337,-0.8348125,-0.925,0.95,0.95
669,0.10416666666666663,0.9833333333333334,0.975,0.8791666666666668,0.13750000000000004,-0.950625,-1.0,0.975,0.9750000000000001
670,0.05416666666666666,0.9583333333333334,0.9,0.9041666666666667,0.14583333333333331,-0.8775000000000001,-0.9750000000000001,1.0,0.9
671,0.06666666666666665,0.9666666666666667,0.95,0.9,0.09166666666666667,-0.9030937499999999,-0.9749999999999999,0.9750000000000001,0.95
672,0.07083333333333332,0.9250000000000002,0.875,0.8541666666666669,0.19166666666666665,-0.789140625,-0.9750000000000001,0.925,0.875
673,0.09583333333333337,0.9583333333333335,0.9500000000000001,0.8625000000000002,0.13333333333333333,-0.8799375000000003,-0.9500000000000002,0.9500000000000001,0.9750000000000001
674,0.08750000000000001,0.9750000000000001,0.9500000000000001,0.8875000000000001,0.11666666666666668,-0.9262500000000001,-0.9500000000000001,0.9750000000000001,1.0
675,0.1125,0.975,0.95,0.8624999999999999,0.14999999999999997,-0.92625,-0.95,0.9750000000000001,1.0
676,0.1333333333333334,0.9250000000000002,0.9,0.7916666666666667,0.09583333333333334,-0.7908750000000002,-0.9500000000000002,0.9,0.925
677,0.10000000000000002,0.9499999999999998,0.95,0.8499999999999999,0.15,-0.8573749999999999,-0.95,0.95,0.95
678,0.10833333333333332,0.9499999999999998,0.95,0.8416666666666666,0.20000000000000004,-0.8573749999999999,-0.95,0.95,0.95
679,0.08749999999999998,0.975,0.9749999999999999,0.8875,0.1625,-0.9268593749999998,-0.975,0.975,0.9749999999999999
680,0.12083333333333336,0.9583333333333334,0.925,0.8375,0.11666666666666668,-0.8787500000000001,-1.0,0.9500000000000001,0.925
681,0.05416666666666666,0.975,0.925,0.9208333333333333,0.15,-0.925,-0.925,1.0,1.0
682,0.08750000000000002,0.9500000000000001,0.925,0.8625,0.15,-0.8567812500000002,-0.925,0.95,0.9750000000000001
683,0.125,0.9166666666666666,0.9000000000000001,0.7916666666666666,0.2041666666666666,-0.7700625000000001,-0.9249999999999999,0.925,0.9000000000000001
684,0.09166666666666666,0.9166666666666666,0.85,0.825,0.1625,-0.765,-0.9,1.0,0.85
685,0.075,0.9583333333333334,0.925,0.8833333333333334,0.10833333333333332,-0.879328125,-0.925,0.9750000000000001,0.9749999999999999
686,0.14583333333333334,0.9416666666666668,0.9249999999999999,0.7958333333333334,0.09166666666666667,-0.8348125,-0.9249999999999999,0.9500000000000001,0.95
687,0.05416666666666667,0.9666666666666668,0.95,0.9125000000000001,0.2041666666666667,-0.9030937500000001,-0.95,0.9750000000000001,0.9750000000000001
688,0.1416666666666667,0.9250000000000002,0.85,0.7833333333333334,0.1166666666666667,-0.78625,-1.0,0.85,0.925
689,0.125,0.9500000000000002,0.95,0.8250000000000002,0.1625,-0.8573750000000002,-0.95,0.9500000000000002,0.9500000000000002
690,0.09166666666666667,0.9416666666666668,0.925,0.8500000000000001,0.1958333333333334,-0.8348125,-0.9500000000000001,0.95,0.925
691,0.125,0.9583333333333334,0.95,0.8333333333333334,0.125,-0.8799375,-0.9500000000000001,0.9750000000000001,0.95
692,0.029166666666666664,0.9583333333333334,0.95,0.9291666666666667,0.15416666666666667,-0.8799374999999999,-0.95,0.9750000000000001,0.95
693,0.125,0.9500000000000002,0.925,0.8250000000000002,0.1416666666666667,-0.8567812500000003,-0.9750000000000001,0.925,0.9500000000000002
694,0.10000000000000002,0.9583333333333334,0.925,0.8583333333333334,0.07916666666666669,-0.879328125,-0.925,0.9750000000000001,0.975
695,0.08333333333333337,0.9083333333333333,0.9,0.825,0.12916666666666668,-0.7492500000000001,-0.9,0.9,0.925
696,0.09583333333333333,0.9500000000000001,0.9249999999999999,0.8541666666666667,0.15833333333333333,-0.85678125,-0.9500000000000001,0.9750000000000001,0.9249999999999999
697,0.1416666666666667,0.9416666666666668,0.9249999999999999,0.8,0.19166666666666665,-0.8348124999999998,-0.9249999999999999,0.95,0.95
698,0.11249999999999995,0.9583333333333334,0.95,0.8458333333333334,0.16249999999999998,-0.8799375,-0.9500000000000001,0.9750000000000001,0.95
699,0.1208333333333333,0.9666666666666667,0.95,0.8458333333333333,0.12916666666666668,-0.90309375,-0.95,0.9750000000000001,0.975
700,0.12916666666666665,0.9416666666666665,0.9,0.8124999999999999,0.17500000000000002,-0.8324999999999999,-1.0,0.9,0.9249999999999999
701,0.08333333333333333,0.9666666666666668,0.925,0.8833333333333334,0.14583333333333334,-0.9018750000000001,-0.925,0.9750000000000001,1.0
702,0.16249999999999995,0.9583333333333334,0.875,0.7958333333333334,0.14166666666666666,-0.875,-1.0,1.0,0.875
703,0.06249999999999997,0.9499999999999998,0.875,0.8874999999999998,0.13750000000000004,-0.8531249999999999,-1.0,0.875,0.9749999999999999
704,0.11249999999999998,0.9500000000000001,0.925,0.8375000000000001,0.09583333333333333,-0.8567812500000002,-0.95,0.925,0.9750000000000001
705,0.06249999999999998,0.975,0.9749999999999999,0.9125,0.12916666666666668,-0.926859375,-0.9750000000000001,0.9750000000000001,0.9749999999999999
706,0.04583333333333334,0.9250000000000002,0.85,0.8791666666666669,0.10833333333333332,-0.7873125000000001,-0.9750000000000001,0.85,0.95
707,0.08749999999999998,0.9,0.875,0.8125,0.13750000000000004,-0.7284375,-0.875,0.8999999999999999,0.925
708,0.08333333333333331,0.9499999999999998,0.9249999999999999,0.8666666666666665,0.19166666666666668,-0.8567812499999999,-0.9249999999999999,0.9500000000000001,0.9749999999999999
709,0.15416666666666665,0.9666666666666667,0.95,0.8125,0.12500000000000003,-0.9025,-0.95,1.0,0.95
710,0.07916666666666665,0.9583333333333334,0.8999999999999999,0.8791666666666668,0.1666666666666667,-0.8775,-1.0,0.9750000000000001,0.8999999999999999
711,0.1291666666666667,0.9666666666666668,0.925,0.8375000000000001,0.1166666666666667,-0.9018750000000001,-0.9750000000000001,1.0,0.925
712,0.1083333333333333,0.9416666666666668,0.875,0.8333333333333335,0.125,-0.8317968750000001,-0.9750000000000001,0.9750000000000001,0.875
713,0.1208333333333333,0.9500000000000002,0.925,0.8291666666666668,0.15416666666666667,-0.8567812500000003,-0.9500000000000002,0.9750000000000001,0.925
714,0.10833333333333328,0.9750000000000001,0.9500000000000002,0.8666666666666668,0.14166666666666666,-0.9262500000000001,-0.9500000000000002,0.975,1.0
715,0.14583333333333334,0.9500000000000001,0.925,0.8041666666666667,0.18333333333333335,-0.8556250000000001,-0.925,0.925,1.0
716,0.125,0.9666666666666667,0.95,0.8416666666666667,0.15,-0.9030937499999999,-0.9749999999999999,0.9750000000000001,0.95
717,0.08333333333333331,0.9500000000000001,0.925,0.8666666666666667,0.12916666666666668,-0.8567812500000002,-0.925,0.95,0.9750000000000001
718,0.05416666666666665,0.9083333333333333,0.825,0.8541666666666666,0.18333333333333332,-0.7445625,-0.9500000000000002,0.825,0.95
719,0.13749999999999998,0.9833333333333334,0.975,0.8458333333333334,0.11666666666666664,-0.950625,-1.0,0.9750000000000001,0.975
720,0.07916666666666665,0.9833333333333334,0.975,0.9041666666666668,0.13749999999999996,-0.950625,-0.9750000000000001,1.0,0.975
721,0.0708333333333333,0.9083333333333332,0.875,0.8374999999999999,0.1583333333333333,-0.748671875,-0.875,0.9249999999999999,0.925
722,0.11250000000000003,0.975,0.925,0.8624999999999999,0.1708333333333333,-0.925,-1.0,1.0,0.925
723,0.12083333333333333,0.9500000000000001,0.95,0.8291666666666667,0.25,-0.857375,-0.95,0.9500000000000002,0.95
724,0.1125,0.9583333333333334,0.925,0.8458333333333333,0.13749999999999998,-0.8793281250000002,-0.9750000000000001,0.9750000000000001,0.925
