held_out_condition_hz,phase_a_ba,phase_b_control_ba,raw_iq_lda_ba,phase_a_raw_disagreements,pole_reversal_disagreements,target_d_phase_a,target_d_phase_b,phase_a_separation_share,target_separation_angle_degrees,best_sweep_angle_degrees,best_sweep_ba,training_tangent_residual,phase_a_i_component,phase_a_q_component
0,0.9414,0.39097000000000004,0.9414,0,0,2.5027718107102426,-0.48891932658114756,0.9632407413936352,-11.05358957382892,0,0.9414,0.0,-0.9958532462936128,-0.0909742372678818
10,0.9468799999999999,0.50518,0.9468799999999999,0,0,2.464705263050711,0.03335699499693004,0.9998168679680434,0.7753861617594632,1,0.94701,0.0,-0.9982858974547659,-0.058525780156549585
50,0.93567,0.51271,0.93567,0,0,2.383420832486975,0.06321765119622477,0.9992969765311005,1.5193521462700654,0,0.93567,0.0,-0.9984874201176878,-0.05498064992998821
250,0.88502,0.51773,0.88502,0,0,2.156348194915017,0.08728842024750116,0.9983640710742713,2.3180528412738157,0,0.88502,0.0,-0.9985297670950045,-0.05420612719237407
500,0.8295399999999999,0.52915,0.8295399999999999,0,0,1.912662987550961,0.14777866948039126,0.9940658061142267,4.418083984594053,2,0.8296399999999999,0.0,-0.998354545089173,-0.057342848724058856
1000,0.75834,0.5239,0.75834,0,0,1.5756416019779893,0.1397971414689987,0.9921895447121882,5.070231316039983,0,0.75834,0.0,-0.9978623814588944,-0.06535034559345425
