gamma_g2_over_hbar_v,probability_stay_diabatic,probability_handover_adiabatic,ara_handover_outcome
0.0,1.0,0.0,0.0
0.01,0.9391013674242926,0.06089863257570738,0.12179726515141476
0.05,0.7304026910486456,0.26959730895135436,0.5391946179027087
0.1103178000763258,0.5,0.5,1.0
0.25,0.20787957635076193,0.7921204236492381,1.5842408472984761
0.5,0.04321391826377226,0.9567860817362277,1.9135721634724554
1.0,0.0018674427317079893,0.998132557268292,1.996265114536584
2.0,3.4873423562089973e-06,0.9999965126576438,1.9999930253152876
5.0,2.2711010683240965e-14,0.9999999999999772,1.9999999999999545
