basis,axis_pair,parent_a_mean,parent_a_sd,parent_b_mean,parent_b_sd,relation_mean,relation_sd
X,xy,1.049297345372,0.161359229393,1.002176254493,0.156118707633,1.011461623382,0.051025752770
X,xt,1.049297345372,0.161359229393,1.012466785400,0.205283800399,0.988955892562,0.090118907936
X,yt,1.002176254493,0.156118707633,1.012466785400,0.205283800399,0.999720759587,0.085609454014
Z,xy,1.040083627123,0.159249884498,1.017193641384,0.155410108375,1.018567254082,0.050295371059
Z,xt,1.040083627123,0.159249884498,1.006856793775,0.200909978868,0.995288596681,0.089203687282
Z,yt,1.017193641384,0.155410108375,1.006856793775,0.200909978868,1.001946275228,0.085846416331
