state_a,state_b,parent_euclidean_distance,local_child_euclidean_distance,parent_to_local_distance_ratio
Phi-plus,Phi-minus,2.612302092450684,0.24040475129340608,10.866266487647142
Phi-plus,Psi-plus,2.5544846186005246,0.18318175552045451,13.945082092606567
Phi-plus,Psi-minus,2.466147467880486,0.14158821357098283,17.417745486591123
Phi-minus,Psi-plus,2.6083354632579163,0.1457737973711324,17.893033661030532
Phi-minus,Psi-minus,2.570647346054643,0.3410482207678101,7.537489391580118
Psi-plus,Psi-minus,2.383019210068512,0.23355346758766454,10.2033133341257
