archive,phase,ara_x,seeds,median_ratio_frobenius,ci95_low,ci95_high,abs_phi_error,inside_phi_band,nearest_landmark,nearest_landmark_error,parent_over_child,median_ratio_spectral,median_wrong_phase_frobenius,minimum_child_frobenius
greedy,A,0.2,97,1.6430455013609704,1.4927023335664766,1.9400158780072285,0.02501151261107548,1,phi,0.02501151261107548,1,1.6171756286152437,1.6914124839797318,0.0019409410489894877
greedy,A,0.4,97,1.904159322732231,1.6677169351663728,2.278131692942143,0.2861253339823362,0,2,0.0958406772677689,1,1.8635855177895415,1.9598612796538926,0.0024460075719905843
greedy,A,0.6,97,2.0067735038127132,1.7525989796634884,2.3790167509684537,0.38873951506281834,0,2,0.006773503812713244,1,1.9875843347021047,2.034217669632554,0.0035934141615660067
greedy,A,0.8,97,1.9781780489144478,1.8126467095027134,2.1849817300082677,0.3601440601645529,0,2,0.021821951085552183,1,2.0040712252539112,2.0428526830470672,0.004406816907248129
greedy,A,1.0,97,1.9097160662130594,1.7023907251658583,2.165933967862578,0.29168207746316455,0,2,0.09028393378694055,1,1.9586048141660024,1.9681528415641745,0.005089894213890795
greedy,A,1.2,97,1.9360776977978544,1.65182456833591,2.0992950265985315,0.31804370904795953,0,2,0.06392230220214556,1,1.9356300055319016,1.9005005149658944,0.005734384895356399
greedy,A,1.4,97,1.8468059908722831,1.5730804133195784,2.1218025436952277,0.22877200212238824,0,sqrt3,0.11475518330340595,1,1.8499519088390894,1.8142954405076168,0.0065783929728577585
greedy,A,1.6,97,1.828986073227666,1.5129519340186304,1.9883390849059825,0.21095208447777103,0,sqrt3,0.09693526565878874,1,1.805064238841042,1.7717933539343318,0.007698717970362628
greedy,A,1.8,97,1.753535652435808,1.4198641410811845,1.9574339125506264,0.135501663685913,0,sqrt3,0.021484844866930697,1,1.7598478940133806,1.6846886108823724,0.008819042967867495
greedy,B,0.2,97,1.6614731072085938,1.3270839173571096,2.0456280060590255,0.043439118458698855,1,phi,0.043439118458698855,1,1.652241895290629,1.6766360375177982,0.0020359875301919177
greedy,B,0.4,97,2.034575377429047,1.698468324788546,2.389231705706548,0.416541388679152,0,2,0.03457537742904693,1,1.9772151037869679,1.9951989176388953,0.0036546589450920037
greedy,B,0.6,97,1.9610132376632534,1.717009724772826,2.4818861377087984,0.3429792489133585,0,2,0.03898676233674658,1,1.9679845527528301,2.018757095983424,0.005333223233141771
greedy,B,0.8,97,1.8918986663322999,1.6997930712476323,2.3780334557917704,0.27386467758240496,0,2,0.10810133366770014,1,1.952504920240442,1.9375212337687413,0.006569059122660701
greedy,B,1.0,97,1.9745148904174807,1.6821540057434967,2.2961945044254275,0.35648090166758584,0,2,0.02548510958251926,1,1.9863861841194936,1.9225361984484126,0.007886478192834763
greedy,B,1.2,97,1.8882223461868601,1.684875862678485,2.1730867386818526,0.27018835743696523,0,2,0.11177765381313987,1,1.9747533710902727,1.8669119031485601,0.008206741799639327
greedy,B,1.4,97,1.869864909149702,1.6665805988777709,2.0384315192513527,0.25183092039980703,0,2,0.13013509085029806,1,1.8663062064673737,1.892751599290404,0.008732240588449194
greedy,B,1.6,97,1.8045002599126885,1.590619706888277,1.9765039457559996,0.18646627116279357,0,sqrt3,0.07244945234381128,1,1.798281849221293,1.8046441628341545,0.009832904598585223
greedy,B,1.8,97,1.6743245779795068,1.561110675702221,1.8823855554307027,0.05629058922961194,1,phi,0.05629058922961194,1,1.6816092566153695,1.674540170134382,0.010413316083091472
landmax,A,0.2,93,1.6021284187478124,1.4579178741887382,1.8194261112786378,0.01590557000208248,1,phi,0.01590557000208248,1,1.5283977977079908,1.4458530688072075,0.0022991343968530626
landmax,A,0.4,94,1.9113945460561377,1.5247272750152385,2.20772696597578,0.2933605573062428,0,2,0.08860545394386232,1,1.8432336088805614,1.663677926553297,0.0031692736237358835
landmax,A,0.6,96,1.8133854882032987,1.3520518437371838,2.2376864471848013,0.1953514994534038,0,sqrt3,0.08133468063442151,1,1.853612865188306,1.753777191206499,0.0038145501156358766
landmax,A,0.8,96,1.8263809557037938,1.5703560740017675,2.196873074703247,0.20834696695389887,0,sqrt3,0.09433014813491658,1,1.8482411825837466,1.8836252092162047,0.004704242519350588
landmax,A,1.0,96,1.8197781027332725,1.5937452023088685,2.1760239076396943,0.20174411398337755,0,sqrt3,0.08772729516439526,1,1.852268643794329,1.9061226408838565,0.005517133217033151
landmax,A,1.2,96,1.8855907487722545,1.5935979181939697,2.0349928124248757,0.2675567600223596,0,2,0.11440925122774548,1,1.8825077235675267,1.8616152797588446,0.006330023914715714
landmax,A,1.4,96,1.7728853209576552,1.5407107957519555,1.9327340693261397,0.15485133220776026,0,sqrt3,0.04083451338877797,1,1.8077963426221482,1.8082389579308364,0.007321887229536918
landmax,A,1.6,96,1.730296080528222,1.60837032121627,1.8453529341824666,0.11226209177832702,0,sqrt3,0.0017547270406552684,1,1.7592471667448293,1.8062060125285742,0.008429768928695082
landmax,A,1.8,95,1.7022271848854644,1.5654150433679597,1.8824441689629647,0.08419319613556953,0,sqrt3,0.029823622683412765,1,1.7121748156149688,1.7512327749156191,0.009616378578399622
landmax,B,0.2,95,1.4277487170798113,1.2997991069791348,1.7360950551960606,0.19028527167008358,0,sqrt2,0.01353515470671618,1,1.3285002479303119,1.5841733183985958,0.0028249178795788582
landmax,B,0.4,95,1.6418262747464922,1.5164983794787623,1.993806498235178,0.02379228599659733,1,phi,0.02379228599659733,1,1.5912079611023062,1.8639334620573234,0.003488183663094521
landmax,B,0.6,96,1.7968456876758765,1.5763995759624967,2.1606978084784054,0.1788116989259816,0,sqrt3,0.0647948801069993,1,1.742260121982099,1.8405071673146605,0.004004218456923086
landmax,B,0.8,96,1.723363896984889,1.5495346533397283,2.143014997973479,0.10532990823499411,0,sqrt3,0.008686910583988183,1,1.7522257892166813,1.8517609437585043,0.004745690728657637
landmax,B,1.0,96,1.7558196250217248,1.542444475328602,2.048048182611522,0.13778563627182994,0,sqrt3,0.023768817452847646,1,1.7573412380237152,1.8327309222918884,0.005623169866368128
landmax,B,1.2,96,1.7538328538119066,1.5482696005560144,2.0042192974759496,0.13579886506201166,0,sqrt3,0.021782046243029374,1,1.7393800267289037,1.8076716839825866,0.006299331920575922
landmax,B,1.4,96,1.7868805150387161,1.5961776089417332,1.933711977027585,0.16884652628882124,0,sqrt3,0.05482970746983895,1,1.7474688500070628,1.7719049925233952,0.007319593143600924
landmax,B,1.6,96,1.7817876041047311,1.5868527544336501,1.9166665920516948,0.16375361535483623,0,sqrt3,0.049736796535853944,1,1.7815506982147515,1.7436936079225867,0.008428381458051394
landmax,B,1.8,95,1.7330032458749087,1.5092207455466227,2.0012991163597906,0.11496925712501382,0,sqrt3,0.0009524383060315333,1,1.7347432801280385,1.6955888540578816,0.009616963569306268
