child,split,record_index,setting,segment,cut,ara_x,ridge_current,samples,above,below,ties,current_q1,current_median,current_q3,current_mad,current_min,current_max,mean_abs_from_ridge
C00,development,0,K0,G0,K0G0,0.9693680656054028,-0.00274671,8320,4019,4273,28,-0.008972586,-0.0031129379999999996,0.0036012419999999997,0.006225876,-0.047426526,0.47347176599999996,0.02580181902692307
C00,development,1,K0,G0,K0G0,1.0234639574262216,-0.00274671,8320,4231,4037,52,-0.008606358,-0.0025025579999999998,0.0040895459999999995,0.006347951999999999,-0.040101965999999996,0.48116255399999996,0.032139911042307685
C00,development,2,K0,G0,K0G0,1.0250272034820458,-0.00274671,8320,4239,4032,49,-0.008484282,-0.0025025579999999998,0.003875913,0.006225875999999998,-0.044985005999999994,0.48287161799999995,0.030154400658173073
C00,development,3,K0,G0,K0G0,1.0221254987305042,-0.00274671,8320,4227,4044,49,-0.008606358,-0.0025025579999999998,0.004211622,0.006347952,-0.049745969999999994,0.48323784599999997,0.03305492348365384
C00,development,4,K0,G0,K0G0,1.0102818434740535,-0.00274671,8320,4176,4091,53,-0.008850509999999999,-0.002624634,0.003845394,0.006347952,-0.052309565999999995,0.49080655799999995,0.029105324705769226
C00,development,5,K0,G0,K0G0,0.979937152525985,-0.00274671,8320,4054,4220,46,-0.009216737999999999,-0.0029908619999999995,0.0036012419999999997,0.006470027999999999,-0.045961614,0.48726635399999996,0.03167269156298077
C00,development,6,K0,G0,K0G0,1.0301343337770785,-0.00274671,8320,4256,4007,57,-0.008118054,-0.0023804819999999997,0.004211622,0.0061037999999999995,-0.04583953799999999,0.47823272999999994,0.03019162503461538
C00,development,7,K0,G0,K0G0,1.0159420289855072,-0.00274671,8320,4206,4074,40,-0.008728433999999998,-0.0025025579999999998,0.00396747,0.006347951999999999,-0.04449670199999999,0.47212892999999995,0.029622841844711537
C00,development,8,K0,G0,K0G0,1.0098122350090855,-0.00274671,8320,4168,4087,65,-0.008728433999999998,-0.002624634,0.00396747,0.006225876,-0.04583953799999999,0.48702220199999996,0.029683307613461538
C00,development,9,K0,G0,K0G0,1.0294543698696281,-0.00274671,8320,4264,4020,36,-0.008606358,-0.0022584059999999997,0.004699925999999999,0.006592104,-0.042665562,0.47591328599999994,0.03765583880480769
C00,development,10,K0,G0,K0G0,1.0255169911718467,-0.00274671,8320,4240,4029,51,-0.008606358,-0.0025025579999999998,0.0043336979999999995,0.006347952,-0.047548601999999995,0.47981971799999995,0.03536920272980769
C00,development,11,K0,G0,K0G0,1.0319148936170213,-0.00274671,8320,4268,4004,48,-0.008484282,-0.0022584059999999997,0.0043336979999999995,0.0063479520000000005,-0.04107857399999999,0.48140670599999996,0.03509045274807692
C00,development,12,K0,G0,K0G0,1.017178804742318,-0.00274671,8320,4204,4062,54,-0.008728433999999998,-0.002624634,0.00396747,0.006347952,-0.070010586,0.47640158999999993,0.02923599884711538
C00,development,13,K0,G0,K0G0,1.0348668280871671,-0.00274671,8320,4274,3986,60,-0.008484282,-0.0023804819999999997,0.0043336979999999995,0.006347952,-0.05719260599999999,0.49312600199999995,0.03451116397932692
C00,development,14,K0,G0,K0G0,1.0119811206583564,-0.00274671,8320,4181,4082,57,-0.008606358,-0.002624634,0.00396747,0.006225876,-0.048769362,0.48775465799999995,0.025746151197115385
C00,development,15,K0,G0,K0G0,0.9996372869060574,-0.00274671,8320,4134,4137,49,-0.008972586,-0.00274671,0.0036012419999999997,0.006347952,-0.04437462599999999,0.46626928199999995,0.030383425211538456
C00,development,16,K0,G0,K0G0,1.0619340818544005,-0.00274671,8320,4398,3885,37,-0.00824013,-0.0020142539999999996,0.004822002,0.006470027999999999,-0.052675794,0.482993694,0.03408300295096153
C00,development,17,K0,G0,K0G0,0.981985249667513,-0.00274671,8320,4061,4210,49,-0.008972586,-0.002868786,0.0034791659999999997,0.006225876,-0.042909713999999995,0.46980948599999994,0.029594318317788457
C00,development,18,K0,G0,K0G0,1.0080966767371602,-0.00274671,8320,4171,4104,45,-0.008728433999999998,-0.002624634,0.004455773999999999,0.006470028,-0.047670677999999994,0.49776488999999996,0.03335213159134615
C00,development,19,K0,G0,K0G0,1.0367771594483426,-0.00274671,8320,4285,3981,54,-0.008636877,-0.0023804819999999997,0.0043336979999999995,0.006470027999999999,-0.042909713999999995,0.49190524199999996,0.030231739912499996
C00,development,20,K0,G0,K0G0,1.0039927404718694,-0.00274671,8320,4149,4116,55,-0.008850509999999999,-0.00274671,0.0040895459999999995,0.0063479520000000005,-0.04718237399999999,0.48775465799999995,0.03296792966105769
C00,development,21,K0,G0,K0G0,1.0221148036253775,-0.00274671,8320,4229,4046,45,-0.008484282,-0.0025025579999999998,0.0043336979999999995,0.006347952,-0.04571746199999999,0.47896518599999993,0.03163963420384615
C00,development,22,K0,G0,K0G0,1.0715236596877646,-0.00274671,8320,4427,3836,57,-0.008118054,-0.0018921779999999998,0.005188229999999999,0.006653141999999999,-0.044740854,0.48384822599999994,0.04156184529951923
C00,development,23,K0,G0,K0G0,1.0608001934002176,-0.00274671,8320,4388,3885,47,-0.00824013,-0.0018921779999999998,0.0054323819999999995,0.00671418,-0.040956497999999994,0.48360407399999994,0.044180639606249995
C00,development,24,K0,G0,K0G0,1.0274055293975612,-0.00274671,8320,4255,4028,37,-0.008392724999999998,-0.0023804819999999997,0.004455773999999999,0.006347952,-0.04449670199999999,0.48873126599999994,0.03359816168365384
C00,development,25,K0,G0,K0G0,1.0129492920246883,-0.00274671,8320,4185,4078,57,-0.008728433999999998,-0.002624634,0.0037233179999999998,0.006225875999999999,-0.043153866,0.48726635399999996,0.02457956242211538
C00,development,26,K0,G0,K0G0,1.025752629669931,-0.00274671,8320,4242,4029,49,-0.008606358,-0.0025025579999999998,0.00396747,0.006225876,-0.04242140999999999,0.47627951399999996,0.02704350214903846
C00,development,27,K0,G0,K0G0,1.0406189555125724,-0.00274671,8320,4304,3968,48,-0.008362205999999999,-0.0022584059999999997,0.004455773999999999,0.0063479520000000005,-0.04181103,0.4740821459999999,0.03363993456490385
C00,development,28,K0,G0,K0G0,1.052860771743075,-0.00274671,8320,4352,3915,53,-0.008484282,-0.0021363299999999997,0.00457785,0.006592103999999999,-0.039369509999999996,0.47591328599999994,0.032851399902403836
C00,development,29,K0,G0,K0G0,1.0248093912622533,-0.00274671,8320,4234,4029,57,-0.008484282,-0.0025025579999999998,0.0040895459999999995,0.006225875999999998,-0.039369509999999996,0.47237308199999994,0.03129999294807692
C00,development,30,K0,G0,K0G0,0.9949152542372881,-0.00274671,8320,4109,4151,60,-0.008850509999999999,-0.00274671,0.0040895459999999995,0.006470027999999999,-0.051699185999999994,0.47957556599999995,0.03486311554326923
C00,development,31,K0,G0,K0G0,1.015098441840802,-0.00274671,8320,4202,4077,41,-0.008606358,-0.0025025579999999998,0.0043336979999999995,0.006347952,-0.04181103,0.48592351799999994,0.03377790098653846
C00,development,32,K0,G0,K0G0,1.080154514727185,-0.00274671,8320,4474,3810,36,-0.007995977999999999,-0.0018921779999999998,0.005188229999999999,0.006470027999999999,-0.04107857399999999,0.48335992199999994,0.04364057068701922
C00,development,33,K0,G0,K0G0,1.0020558713266416,-0.00274671,8320,4143,4126,51,-0.008606358,-0.00274671,0.00396747,0.006225876,-0.044618778,0.47261723399999994,0.03081680968413461
C00,development,34,K0,G0,K0G0,1.0012088974854931,-0.00274671,8320,4141,4131,48,-0.008728433999999998,-0.00274671,0.004211622,0.006470027999999999,-0.050112198,0.48287161799999995,0.031399047644711534
C00,development,35,K0,G0,K0G0,1.046927914852443,-0.00274671,8320,4328,3940,52,-0.008362205999999999,-0.0021363299999999997,0.004455773999999999,0.006347952,-0.046938221999999995,0.48799880999999995,0.030416687987019228
C00,development,36,K0,G0,K0G0,1.0376285541439807,-0.00274671,8320,4288,3977,55,-0.008362205999999999,-0.0023804819999999997,0.00396747,0.006225876,-0.054384857999999994,0.48494690999999995,0.025822067209615385
C00,development,37,K0,G0,K0G0,1.0302663438256658,-0.00274671,8320,4255,4005,60,-0.008606358,-0.0023804819999999997,0.0040895459999999995,0.006347951999999999,-0.043520093999999995,0.49337015399999995,0.030728920833173072
C00,development,38,K0,G0,K0G0,1.0381826969550507,-0.00274671,8320,4296,3980,44,-0.008362205999999999,-0.0023804819999999997,0.0040895459999999995,0.006225876,-0.045961614,0.47652366599999996,0.028238658468749997
C00,development,39,K0,G0,K0G0,1.0190913484775255,-0.00274671,8320,4217,4059,44,-0.008728433999999998,-0.002624634,0.00396747,0.006347952,-0.04034611799999999,0.48775465799999995,0.028111740512019225
C00,holdout,0,K0,G0,K0G0,1.0344744163541792,-0.00274671,8320,4276,3991,53,-0.008606358,-0.0023804819999999997,0.00396747,0.006225876,-0.043642169999999994,0.48641182199999994,0.026574624666346153
C00,holdout,1,K0,G0,K0G0,0.9848686599685268,-0.00274671,8320,4068,4193,59,-0.008728433999999998,-0.002868786,0.0036012419999999997,0.0061037999999999995,-0.055605617999999996,0.49337015399999995,0.026801829817788458
C00,holdout,2,K0,G0,K0G0,0.9734171097148381,-0.00274671,8320,4028,4248,44,-0.009094662,-0.0031129379999999996,0.0032350139999999996,0.0061037999999999995,-0.041444801999999996,0.49483506599999993,0.02137379090625
C00,holdout,3,K0,G0,K0G0,1.0275695284159614,-0.00274671,8320,4249,4021,50,-0.008606358,-0.0025025579999999998,0.0043336979999999995,0.006470027999999999,-0.042543486,0.49227146999999993,0.032809245533653844
C00,holdout,4,K0,G0,K0G0,1.056790720154664,-0.00274671,8320,4373,3903,44,-0.008362205999999999,-0.0020142539999999996,0.004699925999999999,0.006470027999999999,-0.04449670199999999,0.485313138,0.032108541031730775
C00,holdout,5,K0,G0,K0G0,0.9927483683828862,-0.00274671,8320,4107,4167,46,-0.008850509999999999,-0.002868786,0.0037233179999999998,0.006225876,-0.04303178999999999,0.49227146999999993,0.02624437387211538
C00,holdout,6,K0,G0,K0G0,1.0262172284644195,-0.00274671,8320,4247,4030,43,-0.008362205999999999,-0.0023804819999999997,0.003845394,0.0061037999999999995,-0.04303178999999999,0.488365038,0.026222467686057693
C00,holdout,7,K0,G0,K0G0,1.0400869355228206,-0.00274671,8320,4307,3975,38,-0.008362205999999999,-0.0022584059999999997,0.004211622,0.006347951999999999,-0.043153866,0.48897541799999994,0.027183860203846152
C00,holdout,8,K0,G0,K0G0,1.042573778422835,-0.00274671,8320,4310,3958,52,-0.00824013,-0.0022584059999999997,0.004699925999999999,0.0063479520000000005,-0.038637054,0.48799880999999995,0.03391715859663461
C00,holdout,9,K0,G0,K0G0,0.9717254712421459,-0.00274671,8320,4021,4255,44,-0.008850509999999999,-0.0029908619999999995,0.0034791659999999997,0.006225875999999999,-0.040956497999999994,0.48311576999999994,0.024500755908173074
C00,holdout,10,K0,G0,K0G0,1.021044992743106,-0.00274671,8320,4221,4047,52,-0.008606358,-0.0025025579999999998,0.00396747,0.006225875999999998,-0.056338073999999995,0.48702220199999996,0.026108065453846148
C00,holdout,11,K0,G0,K0G0,0.9689501026942129,-0.00274671,8320,4010,4267,43,-0.009094662,-0.0031129379999999996,0.0034791659999999997,0.006347951999999999,-0.043886322,0.48982994999999996,0.025178175
C00,holdout,12,K0,G0,K0G0,1.0319535221496006,-0.00274671,8320,4263,3999,58,-0.008728433999999998,-0.0023804819999999997,0.00396747,0.006347951999999999,-0.042543486,0.49031825399999995,0.029841551562980767
C00,holdout,13,K0,G0,K0G0,1.0390426689230026,-0.00274671,8320,4298,3975,47,-0.00824013,-0.0022584059999999997,0.00457785,0.0063479520000000005,-0.048158981999999996,0.49617790199999995,0.03572157979903845
C00,holdout,14,K0,G0,K0G0,1.0665700132898392,-0.00274671,8320,4414,3863,43,-0.00824013,-0.0020142539999999996,0.004699925999999999,0.006470027999999999,-0.038392902,0.48775465799999995,0.034909084787019234
C00,holdout,15,K0,G0,K0G0,1.018881626724764,-0.00274671,8320,4209,4053,58,-0.008484282,-0.0025025579999999998,0.004211622,0.006347951999999999,-0.039491585999999995,0.4876325819999999,0.03383576970576922
C00,holdout,16,K0,G0,K0G0,1.0743022834360276,-0.00274671,8320,4446,3831,43,-0.008118054,-0.0018921779999999998,0.005310306,0.006653141999999999,-0.040224041999999995,0.48921956999999994,0.0423264489576923
C00,holdout,17,K0,G0,K0G0,1.057599225556631,-0.00274671,8320,4370,3894,56,-0.00824013,-0.0020142539999999996,0.004730445,0.006470027999999999,-0.047426526,0.49495714199999996,0.03751844461442308
C00,holdout,18,K0,G0,K0G0,1.0414301244111608,-0.00274671,8320,4311,3968,41,-0.00824013,-0.0022584059999999997,0.004455773999999999,0.006347951999999999,-0.051577109999999995,0.48860918999999997,0.032221417313942305
C00,holdout,19,K0,G0,K0G0,1.0144015490741862,-0.00274671,8320,4191,4072,57,-0.008484282,-0.002624634,0.00396747,0.006225875999999999,-0.042543486,0.49349223,0.02998233512307692
C00,holdout,20,K0,G0,K0G0,1.0647186669886501,-0.00274671,8320,4409,3873,38,-0.008362205999999999,-0.0018921779999999998,0.004822002,0.006592103999999999,-0.047426526,0.490684482,0.038264414075480764
C00,holdout,21,K0,G0,K0G0,1.0280667795789984,-0.00274671,8320,4249,4017,54,-0.008484282,-0.0023804819999999997,0.004699925999999999,0.006470027999999999,-0.041566877999999995,0.48372614999999997,0.03759535836346153
C00,holdout,22,K0,G0,K0G0,0.995284729778745,-0.00274671,8320,4116,4155,49,-0.008728433999999998,-0.00274671,0.0033570899999999996,0.005981723999999999,-0.044862929999999995,0.48287161799999995,0.021083669662499995
C00,holdout,23,K0,G0,K0G0,1.0091854000483442,-0.00274671,8320,4175,4099,46,-0.008850509999999999,-0.002624634,0.003845394,0.006347952,-0.049379742,0.49275977399999993,0.03264582215769231
C00,holdout,24,K0,G0,K0G0,0.9655505862444095,-0.00274671,8320,3994,4279,47,-0.008972586,-0.0031129379999999996,0.0036012419999999997,0.006225876,-0.04120065,0.48848711399999994,0.03046942129759615
C00,holdout,25,K0,G0,K0G0,1.0149830836152731,-0.00274671,8320,4200,4076,44,-0.008606358,-0.0025025579999999998,0.003845394,0.006225875999999998,-0.04376424599999999,0.504723222,0.02687831806153846
C00,holdout,26,K0,G0,K0G0,1.065522243713733,-0.00274671,8320,4407,3865,48,-0.00824013,-0.0018921779999999998,0.004699925999999999,0.006470027999999999,-0.048158981999999996,0.4930039259999999,0.03420353832836539
C00,holdout,27,K0,G0,K0G0,1.0796952473092272,-0.00274671,8320,4464,3805,51,-0.00824013,-0.0018921779999999998,0.005188229999999999,0.006714179999999999,-0.038392902,0.49459091399999994,0.0357284319014423
C00,holdout,28,K0,G0,K0G0,0.9907038512616202,-0.00274671,8320,4103,4180,37,-0.008606358,-0.002868786,0.003845394,0.0061037999999999995,-0.050356349999999994,0.48958579799999996,0.029125396817307688
C00,holdout,29,K0,G0,K0G0,1.0723867069486406,-0.00274671,8320,4437,3838,45,-0.008118054,-0.0018921779999999998,0.004944077999999999,0.006470027999999999,-0.046327841999999994,0.48958579799999996,0.03401495145
C00,holdout,30,K0,G0,K0G0,1.046362425856434,-0.00274671,8320,4322,3939,59,-0.008118054,-0.0023804819999999997,0.004211622,0.0061037999999999995,-0.04449670199999999,0.482749542,0.03178344031875
C00,holdout,31,K0,G0,K0G0,0.9849842576895133,-0.00274671,8320,4067,4191,62,-0.008972586,-0.002868786,0.0036012419999999997,0.006225876,-0.048891437999999995,0.48140670599999996,0.026334023434615383
C00,holdout,32,K0,G0,K0G0,1.0627190332326284,-0.00274671,8320,4397,3878,45,-0.008362205999999999,-0.0020142539999999996,0.004699925999999999,0.006592104,-0.04913558999999999,0.48934164599999996,0.0337649157389423
C00,holdout,33,K0,G0,K0G0,1.0163102573396159,-0.00274671,8320,4206,4071,43,-0.008606358,-0.0025025579999999998,0.004120064999999999,0.006347952,-0.05853544199999999,0.48958579799999996,0.028911264949038458
C00,holdout,34,K0,G0,K0G0,1.036625166203312,-0.00274671,8320,4288,3985,47,-0.008362205999999999,-0.0023804819999999997,0.00457785,0.006470027999999999,-0.045961614,0.482749542,0.03590673328990384
C00,holdout,35,K0,G0,K0G0,1.0053152935491665,-0.00274671,8320,4161,4117,42,-0.008728433999999998,-0.002624634,0.0036012419999999997,0.006225875999999999,-0.05389655399999999,0.48897541799999994,0.02705892304759615
C00,holdout,36,K0,G0,K0G0,0.9829566058261816,-0.00274671,8320,4066,4207,47,-0.008850509999999999,-0.0029908619999999995,0.0034791659999999997,0.006225875999999999,-0.044862929999999995,0.49666620599999994,0.0247200378576923
