dataset,basis,rounds,block,connection_raw_web_stability,bit_raw_retention,connection_ara,bit_ara,parent_ara,parent_ridge_distance
X_r30,X,r30,67,1.983706989851719,1.856,1.125,0.335,0.45890410958904115,0.5410958904109588
X_r30,X,r30,68,1.9707223533325333,1.896,0.295,1.565,1.6827956989247312,0.6827956989247312
X_r30,X,r30,69,1.9837113702556124,1.904,1.135,1.78,1.2212692967409948,0.22126929674099483
X_r30,X,r30,70,1.973408568685576,1.84,0.455,0.095,0.3454545454545454,0.6545454545454545
X_r30,X,r30,71,1.9882429113369413,1.8639999999999999,1.555,0.575,0.539906103286385,0.460093896713615
X_r30,X,r30,72,1.9893564918504847,1.896,1.665,1.565,0.9690402476780186,0.03095975232198145
X_r30,X,r30,73,1.979848882481193,1.888,0.835,1.315,1.2232558139534884,0.22325581395348837
X_r30,X,r30,74,1.9764883345533455,1.904,0.635,1.78,1.474120082815735,0.47412008281573503
X_r30,X,r30,75,1.9908147328263783,1.896,1.875,1.565,0.9098837209302325,0.09011627906976749
X_r30,X,r30,76,1.9749175702586126,1.8719999999999999,0.515,0.8,1.2167300380228139,0.21673003802281388
X_r30,X,r30,77,1.990591722054875,1.848,1.845,0.175,0.17326732673267325,0.8267326732673268
X_r30,X,r30,78,1.963130438939385,1.84,0.145,0.095,0.7916666666666667,0.20833333333333326
X_r30,X,r30,79,1.9891381015177652,1.856,1.635,0.335,0.3401015228426396,0.6598984771573604
X_r30,X,r30,80,1.9851274452974002,1.88,1.235,1.04,0.9142857142857141,0.08571428571428585
X_r30,X,r30,81,1.9890739230490646,1.888,1.605,1.315,0.9006849315068493,0.09931506849315075
X_r30,X,r30,82,1.991880838779545,1.8719999999999999,1.945,0.8,0.5828779599271403,0.4171220400728597
X_r30,X,r30,83,1.9710241678017562,1.856,0.315,0.335,1.0307692307692309,0.030769230769230882
X_r30,X,r30,84,1.9833451666340927,1.896,1.075,1.565,1.1856060606060608,0.18560606060606077
X_r30,X,r30,85,1.9853067711564,1.856,1.265,0.335,0.41875000000000007,0.5812499999999999
X_r30,X,r30,86,1.9805343527999597,1.88,0.875,1.04,1.0861618798955615,0.08616187989556146
X_r30,X,r30,87,1.9742183718298303,1.88,0.485,1.04,1.3639344262295083,0.36393442622950833
X_r30,X,r30,88,1.9762620331312113,1.856,0.615,0.335,0.7052631578947369,0.2947368421052631
X_r30,X,r30,89,1.9898659493986124,1.848,1.745,0.175,0.18229166666666663,0.8177083333333334
X_r30,X,r30,90,1.9761372162830793,1.904,0.605,1.78,1.4926624737945495,0.4926624737945495
X_r30,X,r30,91,1.9892732378871834,1.896,1.645,1.565,0.9750778816199377,0.024922118380062308
X_r30,X,r30,92,1.9872958670636958,1.88,1.415,1.04,0.8472505091649695,0.15274949083503053
X_r30,X,r30,93,1.9833776203176618,1.896,1.095,1.565,1.1766917293233081,0.17669172932330812
X_r30,X,r30,94,1.9613087908763687,1.8719999999999999,0.115,0.8,1.7486338797814207,0.7486338797814207
X_r30,X,r30,95,1.9862599262923857,1.8719999999999999,1.335,0.8,0.7494145199063234,0.25058548009367665
X_r30,X,r30,96,1.979695003748276,1.8639999999999999,0.825,0.575,0.8214285714285714,0.1785714285714286
X_r30,X,r30,97,1.9888336267206075,1.8719999999999999,1.565,0.8,0.6765327695560254,0.32346723044397463
X_r30,X,r30,98,1.9793883644113108,1.856,0.785,0.335,0.5982142857142857,0.4017857142857143
X_r30,X,r30,99,1.96270444766084,1.88,0.135,1.04,1.7702127659574467,0.7702127659574467
X_r30,X,r30,100,1.9852601168341208,1.88,1.245,1.04,0.9102844638949672,0.0897155361050328
X_r30,X,r30,101,1.9877502937592708,1.848,1.465,0.175,0.21341463414634143,0.7865853658536586
X_r30,X,r30,102,1.9773728079525097,1.904,0.645,1.78,1.4680412371134022,0.4680412371134022
X_r30,X,r30,103,1.966844146733683,1.8639999999999999,0.185,0.575,1.513157894736842,0.513157894736842
X_r30,X,r30,104,1.9877513131346571,1.856,1.475,0.335,0.3701657458563536,0.6298342541436464
X_r30,X,r30,105,1.9896624212102272,1.904,1.705,1.78,1.0215208034433285,0.021520803443328518
X_r30,X,r30,106,1.9833674127200227,1.8719999999999999,1.085,0.8,0.8488063660477454,0.1511936339522546
X_r30,X,r30,107,1.9789615028966392,1.856,0.765,0.335,0.6090909090909091,0.3909090909090909
X_r30,X,r30,108,1.9832994336155032,1.888,1.055,1.315,1.109704641350211,0.10970464135021096
X_r30,X,r30,109,1.9829717630020969,1.84,1.025,0.095,0.16964285714285715,0.8303571428571428
X_r30,X,r30,110,1.9562877740483446,1.888,0.045,1.315,1.9338235294117647,0.9338235294117647
X_r30,X,r30,111,1.988207501985749,1.856,1.545,0.335,0.3563829787234043,0.6436170212765957
X_r30,X,r30,112,1.9701461224952737,1.896,0.285,1.565,1.691891891891892,0.6918918918918919
X_r30,X,r30,113,1.9850641839332612,1.88,1.225,1.04,0.9183222958057395,0.08167770419426046
X_r30,X,r30,114,1.986204716733693,1.896,1.315,1.565,1.0868055555555556,0.08680555555555558
X_r30,X,r30,115,1.9756903707420383,1.84,0.565,0.095,0.2878787878787879,0.7121212121212122
X_r30,X,r30,116,1.9603690337907231,1.832,0.085,0.045,0.6923076923076923,0.3076923076923077
X_r30,X,r30,117,1.9899700416894528,1.896,1.755,1.565,0.9427710843373495,0.05722891566265054
X_r30,X,r30,118,1.9863430226854577,1.88,1.345,1.04,0.8721174004192873,0.12788259958071269
X_r30,X,r30,119,1.9893900823558683,1.8719999999999999,1.685,0.8,0.6438631790744467,0.3561368209255533
X_r30,X,r30,120,1.9822048176469935,1.904,0.975,1.78,1.2921960072595282,0.2921960072595282
X_r30,X,r30,121,1.9888784381952376,1.8639999999999999,1.575,0.575,0.5348837209302325,0.4651162790697675
X_r30,X,r30,122,1.9736121324605402,1.888,0.465,1.315,1.4775280898876404,0.4775280898876404
X_r30,X,r30,123,1.9784944564156073,1.888,0.705,1.315,1.301980198019802,0.301980198019802
X_r30,X,r30,124,1.980120066466,1.824,0.855,0.025,0.05681818181818182,0.9431818181818181
X_r30,X,r30,125,1.9871203582596741,1.8719999999999999,1.395,0.8,0.7289293849658314,0.2710706150341686
X_r30,X,r30,126,1.9899901481181113,1.856,1.765,0.335,0.3190476190476191,0.680952380952381
X_r30,X,r30,127,1.9905616752844948,1.8719999999999999,1.825,0.8,0.6095238095238096,0.3904761904761904
X_r30,X,r30,128,1.9856235261476562,1.896,1.305,1.565,1.0905923344947734,0.09059233449477344
X_r30,X,r30,129,1.965053550823627,1.8719999999999999,0.165,0.8,1.6580310880829014,0.6580310880829014
X_r30,X,r30,130,1.983912023937906,1.88,1.155,1.04,0.9476082004555808,0.05239179954441919
X_r30,X,r30,131,1.9908248208511656,1.8639999999999999,1.885,0.575,0.46747967479674796,0.532520325203252
X_r30,X,r30,132,1.987887250510939,1.88,1.485,1.04,0.8237623762376237,0.17623762376237628
X_r30,X,r30,133,1.9930099648769588,1.8639999999999999,1.975,0.575,0.45098039215686275,0.5490196078431373
X_r30,X,r30,134,1.9805974542749636,1.912,0.885,1.91,1.3667262969588552,0.36672629695885517
X_r30,X,r30,135,1.9839992208590145,1.856,1.175,0.335,0.4437086092715232,0.5562913907284768
X_r30,X,r30,136,1.9800642611613368,1.88,0.845,1.04,1.103448275862069,0.10344827586206895
X_r30,X,r30,137,1.9904327804256052,1.8639999999999999,1.815,0.575,0.48117154811715485,0.5188284518828452
X_r30,X,r30,138,1.974328213950189,1.88,0.495,1.04,1.3550488599348534,0.35504885993485336
X_r30,X,r30,139,1.9880595176836386,1.88,1.525,1.04,0.810916179337232,0.18908382066276797
X_r30,X,r30,140,1.9687895073098234,1.88,0.215,1.04,1.6573705179282867,0.6573705179282867
X_r30,X,r30,141,1.9834169206509058,1.888,1.105,1.315,1.0867768595041323,0.08677685950413228
X_r30,X,r30,142,1.9911190834075254,1.904,1.895,1.78,0.9687074829931973,0.03129251700680269
X_r30,X,r30,143,1.9602302804040894,1.904,0.075,1.78,1.9191374663072778,0.9191374663072778
X_r30,X,r30,144,1.9794373598672248,1.856,0.795,0.335,0.5929203539823008,0.4070796460176992
X_r30,X,r30,145,1.9707524309815656,1.88,0.305,1.04,1.546468401486989,0.5464684014869889
X_r30,X,r30,146,1.9725231744380116,1.848,0.395,0.175,0.6140350877192982,0.38596491228070184
X_r30,X,r30,147,1.9845384903761025,1.912,1.205,1.91,1.2263242375601924,0.22632423756019238
X_r30,X,r30,148,1.9824910424374067,1.88,0.995,1.04,1.0221130221130221,0.02211302211302213
X_r30,X,r30,149,1.9732259636898588,1.896,0.445,1.565,1.5572139303482588,0.5572139303482588
X_r30,X,r30,150,1.9869978023907717,1.888,1.385,1.315,0.974074074074074,0.02592592592592602
X_r30,X,r30,151,1.9891234164671079,1.848,1.625,0.175,0.19444444444444442,0.8055555555555556
X_r30,X,r30,152,1.9863799935708786,1.856,1.355,0.335,0.39644970414201186,0.6035502958579881
X_r30,X,r30,153,1.9667976418313042,1.8639999999999999,0.175,0.575,1.5333333333333332,0.5333333333333332
X_r30,X,r30,154,1.9693445454833614,1.856,0.255,0.335,1.135593220338983,0.1355932203389829
X_r30,X,r30,155,1.9905866898589837,1.888,1.835,1.315,0.834920634920635,0.16507936507936505
X_r30,X,r30,156,1.979657065163608,1.904,0.805,1.78,1.377176015473888,0.3771760154738879
X_r30,X,r30,157,1.9837908209204003,1.88,1.145,1.04,0.9519450800915332,0.048054919908466776
X_r30,X,r30,158,1.9865251200864005,1.904,1.365,1.78,1.1319554848966613,0.1319554848966613
X_r30,X,r30,159,1.9700584421944878,1.848,0.275,0.175,0.7777777777777777,0.22222222222222232
X_r30,X,r30,160,1.9634849073113456,1.8719999999999999,0.155,0.8,1.675392670157068,0.675392670157068
X_r30,X,r30,161,1.973977737681791,1.904,0.475,1.78,1.5787139689578715,0.5787139689578715
X_r30,X,r30,162,1.9812828272326284,1.896,0.915,1.565,1.2620967741935483,0.26209677419354827
X_r30,X,r30,163,1.9712732189088136,1.8639999999999999,0.325,0.575,1.277777777777778,0.2777777777777779
X_r30,X,r30,164,1.9856124454837345,1.8639999999999999,1.295,0.575,0.6149732620320856,0.3850267379679144
X_r30,X,r30,165,1.983201533761477,1.888,1.035,1.315,1.119148936170213,0.11914893617021294
X_r30,X,r30,166,1.9760433063808196,1.912,0.585,1.91,1.531062124248497,0.531062124248497
X_r30,X,r30,167,1.9611039591207156,1.888,0.105,1.315,1.852112676056338,0.852112676056338
X_r30,X,r30,168,1.990422048473235,1.808,1.805,0.005,0.005524861878453039,0.994475138121547
X_r30,X,r30,169,1.9913354804548906,1.896,1.915,1.565,0.8994252873563218,0.10057471264367823
X_r30,X,r30,170,1.9725075555099616,1.856,0.385,0.335,0.9305555555555557,0.06944444444444431
X_r30,X,r30,171,1.9949660441356527,1.896,1.985,1.565,0.8816901408450705,0.11830985915492953
X_r30,X,r30,172,1.9818319421031223,1.848,0.945,0.175,0.3125,0.6875
X_r30,X,r30,173,1.9890482373462548,1.896,1.595,1.565,0.990506329113924,0.009493670886076
X_r30,X,r30,174,1.9907983891488612,1.856,1.865,0.335,0.30454545454545456,0.6954545454545454
X_r30,X,r30,175,1.9839922526913578,1.8719999999999999,1.165,0.8,0.8142493638676845,0.18575063613231546
X_r30,X,r30,176,1.9537868989555558,1.896,0.025,1.565,1.9685534591194969,0.9685534591194969
X_r30,X,r30,177,1.9751606074942505,1.8639999999999999,0.535,0.575,1.0360360360360361,0.03603603603603611
X_r30,X,r30,178,1.990320210607966,1.888,1.795,1.315,0.8456591639871383,0.15434083601286175
X_r30,X,r30,179,1.9810306705123109,1.88,0.895,1.04,1.074935400516796,0.07493540051679592
X_r30,X,r30,180,1.9692336414894336,1.8639999999999999,0.245,0.575,1.4024390243902438,0.4024390243902438
X_r30,X,r30,181,1.98793743669719,1.856,1.495,0.335,0.366120218579235,0.6338797814207651
X_r30,X,r30,182,1.9911442742110443,1.912,1.905,1.91,1.001310615989515,0.001310615989515096
X_r30,X,r30,183,1.9842741844644767,1.888,1.185,1.315,1.052,0.052000000000000046
X_r30,X,r30,184,1.9828140827025962,1.8639999999999999,1.015,0.575,0.7232704402515724,0.2767295597484276
X_r30,X,r30,185,1.9862226072329812,1.8639999999999999,1.325,0.575,0.6052631578947368,0.39473684210526316
X_r30,X,r30,186,1.9785585048172802,1.896,0.725,1.565,1.3668122270742358,0.3668122270742358
X_r30,X,r30,187,1.9868858664465456,1.92,1.375,1.96,1.1754122938530736,0.17541229385307355
X_r30,X,r30,188,1.9880179880879856,1.8639999999999999,1.515,0.575,0.5502392344497608,0.44976076555023925
X_r30,X,r30,189,1.9834594248662394,1.8639999999999999,1.115,0.575,0.680473372781065,0.319526627218935
X_r30,X,r30,190,1.987952879829637,1.8719999999999999,1.505,0.8,0.6941431670281997,0.30585683297180033
X_r30,X,r30,191,1.989604824136567,1.944,1.695,1.995,1.08130081300813,0.08130081300813008
X_r30,X,r30,192,1.9753063568120757,1.8639999999999999,0.545,0.575,1.0267857142857142,0.02678571428571419
X_r30,X,r30,193,1.990705338477226,1.904,1.855,1.78,0.9793672627235214,0.02063273727647863
X_r30,X,r30,194,1.9727047461372964,1.8719999999999999,0.415,0.8,1.316872427983539,0.3168724279835391
X_r30,X,r30,195,1.9844038306280734,1.8719999999999999,1.195,0.8,0.8020050125313283,0.19799498746867172
X_r30,X,r30,196,1.9719613588937943,1.904,0.365,1.78,1.6596736596736597,0.6596736596736597
X_r30,X,r30,197,1.9893585251781625,1.856,1.675,0.335,0.3333333333333333,0.6666666666666667
X_r30,X,r30,198,1.9916739426310381,1.88,1.935,1.04,0.6991596638655462,0.3008403361344538
X_r30,X,r30,199,1.9902653664320715,1.88,1.785,1.04,0.736283185840708,0.26371681415929205
Z_r13,Z,r13,0,1.9701883396887963,1.888,0.615,0.975,1.2264150943396228,0.2264150943396228
Z_r13,Z,r13,1,1.9578659137068988,1.896,0.115,1.235,1.8296296296296297,0.8296296296296297
Z_r13,Z,r13,2,1.9904399249319582,1.912,1.995,1.7,0.9201623815967522,0.07983761840324777
Z_r13,Z,r13,3,1.9437958605574595,1.8719999999999999,0.025,0.465,1.8979591836734693,0.8979591836734693
Z_r13,Z,r13,4,1.972538122956717,1.888,0.805,0.975,1.095505617977528,0.09550561797752799
Z_r13,Z,r13,5,1.963195213100101,1.904,0.325,1.505,1.644808743169399,0.644808743169399
Z_r13,Z,r13,6,1.960599450203834,1.912,0.175,1.7,1.8133333333333332,0.8133333333333332
Z_r13,Z,r13,7,1.9794240100408007,1.8719999999999999,1.285,0.465,0.5314285714285715,0.4685714285714285
Z_r13,Z,r13,8,1.9611157787761648,1.928,0.205,1.925,1.807511737089202,0.807511737089202
Z_r13,Z,r13,9,1.9617687975830593,1.8639999999999999,0.285,0.275,0.9821428571428571,0.017857142857142905
Z_r13,Z,r13,10,1.9645094000390664,1.856,0.385,0.15,0.5607476635514018,0.4392523364485982
Z_r13,Z,r13,11,1.967740357562103,1.888,0.525,0.975,1.3,0.30000000000000004
Z_r13,Z,r13,12,1.959481294472472,1.912,0.155,1.7,1.8328840970350404,0.8328840970350404
Z_r13,Z,r13,13,1.9876084659726871,1.912,1.905,1.7,0.9431345353675451,0.0568654646324549
Z_r13,Z,r13,14,1.9879057035392764,1.8719999999999999,1.925,0.465,0.3891213389121339,0.610878661087866
Z_r13,Z,r13,15,1.9713604989613152,1.8719999999999999,0.705,0.465,0.7948717948717949,0.20512820512820507
Z_r13,Z,r13,16,1.9805850309270185,1.84,1.405,0.05,0.06872852233676977,0.9312714776632303
Z_r13,Z,r13,17,1.9708264938435658,1.888,0.685,0.975,1.1746987951807228,0.17469879518072284
Z_r13,Z,r13,18,1.9802112547026671,1.888,1.375,0.975,0.8297872340425532,0.17021276595744683
Z_r13,Z,r13,19,1.9759893208291606,1.904,1.045,1.505,1.1803921568627451,0.18039215686274512
Z_r13,Z,r13,20,1.9785386929924909,1.896,1.245,1.235,0.9959677419354838,0.0040322580645162365
Z_r13,Z,r13,21,1.9408836555300284,1.936,0.005,1.955,1.9948979591836735,0.9948979591836735
Z_r13,Z,r13,22,1.9568263258229437,1.896,0.085,1.235,1.8712121212121213,0.8712121212121213
Z_r13,Z,r13,23,1.9644396354893392,1.896,0.375,1.235,1.53416149068323,0.5341614906832299
Z_r13,Z,r13,24,1.983511153080194,1.896,1.655,1.235,0.8546712802768166,0.1453287197231834
Z_r13,Z,r13,25,1.9864242928246976,1.88,1.825,0.72,0.5658153241650294,0.43418467583497056
Z_r13,Z,r13,26,1.9806982682766487,1.888,1.435,0.975,0.8091286307053941,0.1908713692946059
Z_r13,Z,r13,27,1.9743213601780092,1.8639999999999999,0.935,0.275,0.4545454545454546,0.5454545454545454
Z_r13,Z,r13,28,1.977516412331783,1.896,1.165,1.235,1.0291666666666666,0.029166666666666563
Z_r13,Z,r13,29,1.9589780511955754,1.904,0.135,1.505,1.8353658536585367,0.8353658536585367
Z_r13,Z,r13,30,1.9779530651717052,1.912,1.195,1.7,1.1744386873920551,0.17443868739205515
Z_r13,Z,r13,31,1.9720555225816119,1.888,0.745,0.975,1.1337209302325582,0.13372093023255816
Z_r13,Z,r13,32,1.9734488455412733,1.88,0.875,0.72,0.90282131661442,0.09717868338558
Z_r13,Z,r13,33,1.9802562371396824,1.8639999999999999,1.385,0.275,0.3313253012048193,0.6686746987951807
Z_r13,Z,r13,34,1.9707549056208096,1.8639999999999999,0.655,0.275,0.5913978494623656,0.4086021505376344
Z_r13,Z,r13,35,1.9865265560724044,1.92,1.835,1.85,1.0040705563093624,0.004070556309362372
Z_r13,Z,r13,36,1.9700192299902535,1.8639999999999999,0.605,0.275,0.625,0.375
Z_r13,Z,r13,37,1.961614252583269,1.912,0.265,1.7,1.7302798982188297,0.7302798982188297
Z_r13,Z,r13,38,1.976584799369115,1.912,1.105,1.7,1.2121212121212122,0.21212121212121215
Z_r13,Z,r13,39,1.9825937265722906,1.88,1.585,0.72,0.6247288503253796,0.3752711496746204
Z_r13,Z,r13,40,1.9761399368192845,1.8719999999999999,1.075,0.465,0.6038961038961039,0.39610389610389607
Z_r13,Z,r13,41,1.9799524920636042,1.88,1.325,0.72,0.7041564792176039,0.29584352078239606
Z_r13,Z,r13,42,1.9820041212051804,1.88,1.525,0.72,0.6414253897550111,0.35857461024498893
Z_r13,Z,r13,43,1.9822655852462474,1.88,1.545,0.72,0.6357615894039735,0.36423841059602646
Z_r13,Z,r13,44,1.9827884097656325,1.8719999999999999,1.605,0.465,0.44927536231884063,0.5507246376811594
Z_r13,Z,r13,45,1.9712783224662682,1.888,0.695,0.975,1.1676646706586826,0.16766467065868262
Z_r13,Z,r13,46,1.9790637119489825,1.896,1.265,1.235,0.9880000000000001,0.0119999999999999
Z_r13,Z,r13,47,1.9571820308183163,1.824,0.105,0.005,0.09090909090909091,0.9090909090909091
Z_r13,Z,r13,48,1.9723364514000803,1.856,0.775,0.15,0.3243243243243243,0.6756756756756757
Z_r13,Z,r13,49,1.9741627841129608,1.928,0.915,1.925,1.3556338028169015,0.3556338028169015
Z_r13,Z,r13,50,1.9785142965044833,1.8639999999999999,1.235,0.275,0.36423841059602646,0.6357615894039735
Z_r13,Z,r13,51,1.9759740243317532,1.88,1.035,0.72,0.8205128205128205,0.17948717948717952
Z_r13,Z,r13,52,1.9850982373885446,1.896,1.755,1.235,0.8260869565217391,0.17391304347826086
Z_r13,Z,r13,53,1.9609492381008762,1.8719999999999999,0.185,0.465,1.4307692307692308,0.4307692307692308
Z_r13,Z,r13,54,1.9609657941698087,1.904,0.195,1.505,1.7705882352941176,0.7705882352941176
Z_r13,Z,r13,55,1.968526043370677,1.904,0.545,1.505,1.4682926829268292,0.46829268292682924
Z_r13,Z,r13,56,1.9755664934771482,1.88,1.005,0.72,0.8347826086956522,0.16521739130434776
Z_r13,Z,r13,57,1.9612668882914177,1.888,0.225,0.975,1.625,0.625
Z_r13,Z,r13,58,1.9664405309840083,1.84,0.465,0.05,0.1941747572815534,0.8058252427184466
Z_r13,Z,r13,59,1.978363781776092,1.888,1.205,0.975,0.8944954128440367,0.10550458715596334
Z_r13,Z,r13,60,1.9806947340014194,1.8719999999999999,1.425,0.465,0.49206349206349204,0.5079365079365079
Z_r13,Z,r13,61,1.9866897131541807,1.896,1.845,1.235,0.801948051948052,0.19805194805194803
Z_r13,Z,r13,62,1.9708196959936384,1.912,0.675,1.7,1.431578947368421,0.43157894736842106
Z_r13,Z,r13,63,1.9707750474573518,1.92,0.665,1.85,1.47117296222664,0.47117296222664007
Z_r13,Z,r13,64,1.9580499556800246,1.8719999999999999,0.125,0.465,1.5762711864406778,0.5762711864406778
Z_r13,Z,r13,65,1.9867116225235657,1.888,1.855,0.975,0.6890459363957597,0.31095406360424027
Z_r13,Z,r13,66,1.98507345316116,1.896,1.745,1.235,0.8288590604026845,0.17114093959731547
Z_r13,Z,r13,67,1.9821761988518716,1.8719999999999999,1.535,0.465,0.465,0.5349999999999999
Z_r13,Z,r13,68,1.975280579412697,1.92,0.995,1.85,1.3005272407732864,0.3005272407732864
Z_r13,Z,r13,69,1.971861775074301,1.904,0.735,1.505,1.34375,0.34375
Z_r13,Z,r13,70,1.9783639987208823,1.88,1.215,0.72,0.7441860465116279,0.2558139534883721
Z_r13,Z,r13,71,1.9656674123461844,1.896,0.425,1.235,1.4879518072289157,0.48795180722891573
Z_r13,Z,r13,72,1.9736713525497933,1.904,0.885,1.505,1.2594142259414227,0.2594142259414227
Z_r13,Z,r13,73,1.9774630691970376,1.896,1.155,1.235,1.0334728033472804,0.03347280334728042
Z_r13,Z,r13,74,1.9716406410935818,1.944,0.725,1.98,1.4639556377079481,0.4639556377079481
Z_r13,Z,r13,75,1.9741860608708,1.896,0.925,1.235,1.1435185185185186,0.1435185185185186
Z_r13,Z,r13,76,1.949922684709029,1.896,0.055,1.235,1.9147286821705427,0.9147286821705427
Z_r13,Z,r13,77,1.9669032735620602,1.888,0.495,0.975,1.3265306122448979,0.3265306122448979
Z_r13,Z,r13,78,1.9664852012089438,1.888,0.475,0.975,1.3448275862068966,0.3448275862068966
Z_r13,Z,r13,79,1.979470355479098,1.8639999999999999,1.295,0.275,0.3503184713375797,0.6496815286624202
Z_r13,Z,r13,80,1.9740534166741146,1.904,0.905,1.505,1.2489626556016595,0.24896265560165953
Z_r13,Z,r13,81,1.9642609017684811,1.896,0.355,1.235,1.5534591194968554,0.5534591194968554
Z_r13,Z,r13,82,1.9893326835639724,1.896,1.955,1.235,0.7742946708463949,0.22570532915360508
Z_r13,Z,r13,83,1.9852672859893057,1.848,1.765,0.095,0.10215053763440861,0.8978494623655914
Z_r13,Z,r13,84,1.9773581786673589,1.88,1.145,0.72,0.7721179624664879,0.2278820375335121
Z_r13,Z,r13,85,1.9881175650500416,1.88,1.935,0.72,0.5423728813559321,0.4576271186440679
Z_r13,Z,r13,86,1.9528807961417323,1.904,0.065,1.505,1.9171974522292994,0.9171974522292994
Z_r13,Z,r13,87,1.9771380007251194,1.896,1.125,1.235,1.0466101694915253,0.0466101694915253
Z_r13,Z,r13,88,1.9611514915274488,1.8719999999999999,0.215,0.465,1.3676470588235294,0.36764705882352944
Z_r13,Z,r13,89,1.9848685708624731,1.88,1.735,0.72,0.5865580448065173,0.4134419551934827
Z_r13,Z,r13,90,1.9834826577988125,1.912,1.645,1.7,1.0164424514200299,0.01644245142002987
Z_r13,Z,r13,91,1.963972097115467,1.896,0.345,1.235,1.5632911392405064,0.5632911392405064
Z_r13,Z,r13,92,1.9801890447024362,1.8719999999999999,1.365,0.465,0.5081967213114754,0.4918032786885246
Z_r13,Z,r13,93,1.9894603622366873,1.896,1.965,1.235,0.771875,0.22812500000000002
Z_r13,Z,r13,94,1.985451740782112,1.856,1.775,0.15,0.15584415584415584,0.8441558441558441
Z_r13,Z,r13,95,1.9855838673399853,1.912,1.795,1.7,0.9728183118741058,0.027181688125894166
Z_r13,Z,r13,96,1.9618496874692166,1.904,0.295,1.505,1.6722222222222223,0.6722222222222223
Z_r13,Z,r13,97,1.9796115237450118,1.92,1.305,1.85,1.172741679873217,0.1727416798732171
Z_r13,Z,r13,98,1.9815096081284023,1.912,1.465,1.7,1.0742496050552923,0.07424960505529232
Z_r13,Z,r13,99,1.9800126952658148,1.896,1.345,1.235,0.9573643410852714,0.04263565891472865
Z_r13,Z,r13,100,1.9424189341601463,1.848,0.015,0.095,1.7272727272727273,0.7272727272727273
Z_r13,Z,r13,101,1.9817295332281837,1.904,1.485,1.505,1.0066889632107021,0.006688963210702115
Z_r13,Z,r13,102,1.9672766090712406,1.88,0.505,0.72,1.1755102040816325,0.17551020408163254
Z_r13,Z,r13,103,1.9799698020982806,1.896,1.335,1.235,0.961089494163424,0.03891050583657596
Z_r13,Z,r13,104,1.985854277794192,1.912,1.805,1.7,0.9700427960057061,0.029957203994293913
Z_r13,Z,r13,105,1.9727077366884447,1.88,0.825,0.72,0.9320388349514563,0.06796116504854366
Z_r13,Z,r13,106,1.9790997007043085,1.92,1.275,1.85,1.1840000000000002,0.18400000000000016
Z_r13,Z,r13,107,1.9760423954984108,1.96,1.055,1.995,1.3081967213114756,0.3081967213114756
Z_r13,Z,r13,108,1.961405331448499,1.904,0.235,1.505,1.7298850574712645,0.7298850574712645
Z_r13,Z,r13,109,1.9839085939216932,1.896,1.675,1.235,0.8487972508591065,0.1512027491408935
Z_r13,Z,r13,110,1.964924508322405,1.88,0.395,0.72,1.2914798206278026,0.29147982062780264
Z_r13,Z,r13,111,1.9657621028823384,1.896,0.435,1.235,1.4790419161676647,0.47904191616766467
Z_r13,Z,r13,112,1.976232105978117,1.944,1.095,1.98,1.2878048780487803,0.2878048780487803
Z_r13,Z,r13,113,1.9846703089212148,1.912,1.725,1.7,0.9927007299270073,0.007299270072992692
Z_r13,Z,r13,114,1.9727089524279446,1.8639999999999999,0.835,0.275,0.4954954954954956,0.5045045045045045
Z_r13,Z,r13,115,1.9687433697511079,1.8719999999999999,0.555,0.465,0.9117647058823529,0.08823529411764708
Z_r13,Z,r13,116,1.977546887447934,1.896,1.175,1.235,1.0248962655601659,0.024896265560165887
Z_r13,Z,r13,117,1.9811910148305327,1.888,1.445,0.975,0.8057851239669421,0.19421487603305787
Z_r13,Z,r13,118,1.9727969164210541,1.904,0.845,1.505,1.2808510638297874,0.2808510638297874
Z_r13,Z,r13,119,1.9682516769822256,1.896,0.535,1.235,1.3954802259887007,0.3954802259887007
Z_r13,Z,r13,120,1.9695377936576755,1.848,0.585,0.095,0.27941176470588236,0.7205882352941176
Z_r13,Z,r13,121,1.9869629624461476,1.896,1.885,1.235,0.7916666666666667,0.20833333333333326
Z_r13,Z,r13,122,1.964274549748162,1.88,0.365,0.72,1.327188940092166,0.3271889400921659
Z_r13,Z,r13,123,1.9752029904794166,1.8639999999999999,0.985,0.275,0.43650793650793657,0.5634920634920635
Z_r13,Z,r13,124,1.9724827364060808,1.896,0.795,1.235,1.2167487684729064,0.21674876847290636
Z_r13,Z,r13,125,1.9761437489144524,1.856,1.085,0.15,0.24291497975708504,0.7570850202429149
Z_r13,Z,r13,126,1.986803276837331,1.888,1.865,0.975,0.6866197183098591,0.31338028169014087
Z_r13,Z,r13,127,1.9805533427987474,1.888,1.395,0.975,0.8227848101265822,0.17721518987341778
Z_r13,Z,r13,128,1.9731775406758847,1.896,0.855,1.235,1.181818181818182,0.1818181818181821
Z_r13,Z,r13,129,1.9629877967116611,1.936,0.315,1.955,1.722466960352423,0.722466960352423
Z_r13,Z,r13,130,1.9813495794042681,1.8639999999999999,1.455,0.275,0.3179190751445087,0.6820809248554913
Z_r13,Z,r13,131,1.9845579723068794,1.88,1.715,0.72,0.5913757700205339,0.4086242299794661
