entity,entity_type,replicate,s1,s2,s3,chsh_smax,retained_axes_at_0p50
Phi-classical,equal_weight_reconstruction,3,0.9781943033788664,0.13509697833335355,0.05656230737571598,1.9749585197848265,1
Psi-classical,equal_weight_reconstruction,3,0.9127210634808677,0.09375103387393942,0.013002287547851448,1.8350465891350864,1
Bell-uniform-mixed,equal_weight_reconstruction,3,0.14932837783619038,0.02416629173412942,0.015326704181831347,0.30254238766405667,0
Phi-plus,physically_prepared,4,0.9723412493518363,0.9415515472299648,0.8156250914659753,2.7070033773767115,3
Phi-minus,physically_prepared,4,1.0129511394127235,0.9562662398407037,0.8277136387080897,2.7860474743238766,3
Psi-plus,physically_prepared,4,0.9899114050476502,0.9492865691289676,0.7656115042131334,2.7430418007548183,3
Psi-minus,physically_prepared,4,0.9631468008961616,0.8904161638933143,0.8143907508076235,2.623351066860092,3
Phi-classical,equal_weight_reconstruction,4,0.9283178625426414,0.0466911398573294,0.002216150009064246,1.8589826426913352,1
Psi-classical,equal_weight_reconstruction,4,0.9245672025871534,0.10331758003750041,0.004030301866911868,1.8606440115665754,1
Bell-uniform-mixed,equal_weight_reconstruction,4,0.0750001801776215,0.0568790767066224,0.011101826461034353,0.18825786988780602,0
Phi-plus,physically_prepared,5,1.0602628957275404,0.9432510745115361,0.8756381813274852,2.838224795623995,3
Phi-minus,physically_prepared,5,1.1827143868187922,0.9432212841598873,0.8545585341681526,3.0255443884897,3
Psi-plus,physically_prepared,5,1.0354136115250427,0.8919592126982092,0.7203796640632653,2.7332563612281535,3
Psi-minus,physically_prepared,5,0.9581713371869002,0.8774673216771487,0.7817753365712479,2.5984928031594015,3
Phi-classical,equal_weight_reconstruction,5,0.942638864549142,0.12496829731471702,0.050740693038102726,1.9017729667783536,1
Psi-classical,equal_weight_reconstruction,5,0.9174304914634603,0.08624635926657308,0.03404772731422764,1.842951047807429,1
Bell-uniform-mixed,equal_weight_reconstruction,5,0.0915172799518962,0.030547773582600926,0.01902385635100101,0.19296195480609737,0
Phi-plus,physically_prepared,6,1.0387640603004353,0.9157990958172839,0.8604734606376494,2.7696344573763527,3
Phi-minus,physically_prepared,6,1.0766861228861524,0.9780762828257897,0.8029562738767728,2.909217229594194,3
Psi-plus,physically_prepared,6,1.0153192231947072,0.9408002300258349,0.726102320594288,2.7683772848406103,3
Psi-minus,physically_prepared,6,0.9441297569529558,0.8825282766716541,0.8302620460632506,2.584753107814429,3
Phi-classical,equal_weight_reconstruction,6,0.9401185163635224,0.0319418776260184,0.018613838333539752,1.8813219908945156,1
Psi-classical,equal_weight_reconstruction,6,0.9364390604479026,0.12446800842265,0.03462121783713023,1.8893495166890126,1
Bell-uniform-mixed,equal_weight_reconstruction,6,0.15846562966962685,0.055172198282207915,0.03956647676317333,0.3355909846815471,0
Phi-plus,physically_prepared,7,0.9710446805139263,0.9591215390066999,0.8941614890643036,2.729719324869115,3
Phi-minus,physically_prepared,7,1.129601627994275,1.0021866302203746,0.8277965451970754,3.0201840207244235,3
Psi-plus,physically_prepared,7,1.0204148530486679,0.9310267480062294,0.7264762364830731,2.7626489301577135,3
Psi-minus,physically_prepared,7,0.988828010461417,0.8670803560403235,0.809702784775796,2.6302921344246903,3
Phi-classical,equal_weight_reconstruction,7,0.9719757458483014,0.1387304804864442,0.02359208765606756,1.9636527154600036,1
Psi-classical,equal_weight_reconstruction,7,0.9312548465970569,0.08370188657342416,0.007411656449128774,1.870017748714122,1
Bell-uniform-mixed,equal_weight_reconstruction,7,0.11956263009664161,0.042183072271970046,0.013281850953013258,0.2535715607234265,0
Phi-plus,physically_prepared,8,1.0231004915055615,0.9132589035431321,0.8587983875691584,2.742828059226262,3
Phi-minus,physically_prepared,8,1.255889212951846,1.0250039090997547,0.7023953809083706,3.242154054870672,3
Psi-plus,physically_prepared,8,1.0570453081185307,0.9481826670474919,0.7117559365133334,2.839996586973086,3
Psi-minus,physically_prepared,8,0.968676249768798,0.8831536661631224,0.8038624347271006,2.6216743313565907,3
Phi-classical,equal_weight_reconstruction,8,0.9724153140984526,0.10978470038293688,0.048263729443010404,1.9571859630922797,1
Psi-classical,equal_weight_reconstruction,8,0.9271371834421269,0.09599377225814554,0.04709364064153226,1.8641868589101778,1
Bell-uniform-mixed,equal_weight_reconstruction,8,0.12122660613541311,0.07378521223670526,0.010372823898502137,0.2838319755061168,0
Phi-plus,physically_prepared,9,1.0240897559714488,1.0026370658389971,0.8901517831421878,2.8663851200282875,3
Phi-minus,physically_prepared,9,1.1089070189679349,0.891780296875504,0.8227564192324998,2.8460125611892253,3
Psi-plus,physically_prepared,9,1.0408217260749282,1.0089117246851529,0.6800764170223111,2.8991120941948845,3
Psi-minus,physically_prepared,9,1.0103298475003768,0.8630820564954241,0.7855328458405696,2.6575756147244465,3
Phi-classical,equal_weight_reconstruction,9,0.9879330826514487,0.11191922713079433,0.08655733309409754,1.9885046534506763,1
Psi-classical,equal_weight_reconstruction,9,0.9503270305077848,0.16362176016641103,0.019388118287912384,1.9286197606720705,1
Bell-uniform-mixed,equal_weight_reconstruction,9,0.1533761686695331,0.10019432297698969,0.017555702609245803,0.36640497525313376,0
Phi-plus,physically_prepared,10,1.0586939734473215,0.9620568592447142,0.8662449635254362,2.8610392026908555,3
Phi-minus,physically_prepared,10,1.0774944568636857,0.9833496024400934,0.8374988088403115,2.9175131500584937,3
Psi-plus,physically_prepared,10,0.9789173619735432,0.9413870422886365,0.8063205948656398,2.7162391389288154,3
Psi-minus,physically_prepared,10,0.9591029138298655,0.8792184106283607,0.8439256341551006,2.6022324361246434,3
Phi-classical,equal_weight_reconstruction,10,0.9529509863813351,0.08852182118224311,0.028143466904765983,1.9141073065746137,1
Psi-classical,equal_weight_reconstruction,10,0.9142753013706573,0.13860202112729886,0.07558025711284547,1.849442993938422,1
Bell-uniform-mixed,equal_weight_reconstruction,10,0.13224345671171725,0.06546964447163565,0.026085025051090255,0.2951244225089222,0
Phi-plus,physically_prepared,11,1.0256123833300586,0.9797724236575923,0.9113779026532342,2.8367832225955056,3
Phi-minus,physically_prepared,11,1.101533885295397,0.9851205433747212,0.8429327461708448,2.955563828059126,3
Psi-plus,physically_prepared,11,0.9686114385963188,0.9055615292773936,0.7448267344690469,2.6519802429783237,3
Psi-minus,physically_prepared,11,0.9512377479685595,0.8599538254364671,0.794382043870301,2.5646628121787165,3
Phi-classical,equal_weight_reconstruction,11,0.9542262194662655,0.09491603730171479,0.015213888079732825,1.9178704148653445,1
Psi-classical,equal_weight_reconstruction,11,0.8988705408643333,0.11494173028082216,0.0025021026003909756,1.8123794863037799,1
Bell-uniform-mixed,equal_weight_reconstruction,11,0.07144154615252804,0.04978634299640232,0.03207351331867172,0.17415595844666598,0
Phi-plus,physically_prepared,12,1.0514492553624095,0.9609261964299862,0.7953809552459685,2.8488065512333867,3
Phi-minus,physically_prepared,12,1.0477397584176746,0.9338101369225039,0.8697643513111171,2.806962752291774,3
Psi-plus,physically_prepared,12,1.0310831640094333,0.9849365703265552,0.7306737493548856,2.85182926464425,3
Psi-minus,physically_prepared,12,0.9868227909736472,0.9065046910343167,0.842067245871718,2.6799775936766643,3
Phi-classical,equal_weight_reconstruction,12,0.9731378107033082,0.12679432619798778,0.011286678539742058,1.962726674579453,1
Psi-classical,equal_weight_reconstruction,12,0.9683238156801145,0.15412189963702047,0.05397026171968099,1.961024805514729,1
Bell-uniform-mixed,equal_weight_reconstruction,12,0.1504626657747069,0.06329242133475375,0.04626711453430626,0.3264655840387905,0
Phi-plus,physically_prepared,13,1.0535619006725223,0.9291416545456277,0.8497599638300244,2.8094817264118195,3
Phi-minus,physically_prepared,13,1.1379999829172838,1.0505616105496658,0.7193930367466416,3.0975626926216977,3
Psi-plus,physically_prepared,13,1.0005121248512197,0.9671298327001555,0.7202347898462318,2.783066384600219,3
Psi-minus,physically_prepared,13,0.9779483742359031,0.8485335449134238,0.7843642297622058,2.5895113048712397,3
Phi-classical,equal_weight_reconstruction,13,0.9627715480483894,0.06741092593554177,0.02186554874477109,1.9302572747351368,1
Psi-classical,equal_weight_reconstruction,13,0.9168041921240486,0.1220318489293711,0.01416062755925876,1.84978020191519,1
Bell-uniform-mixed,equal_weight_reconstruction,13,0.14872639669647536,0.10292513207942809,0.04538876514076834,0.36173539438592445,0
Phi-plus,physically_prepared,14,1.0641605614305085,0.8913239914408091,0.7998635005772592,2.776253704705008,3
Phi-minus,physically_prepared,14,1.1245945634652925,0.9967086068285046,0.8131629731476273,3.005422418963238,3
Psi-plus,physically_prepared,14,1.0125188706776298,0.9589577418100136,0.7035189544551514,2.789117720036688,3
Psi-minus,physically_prepared,14,0.9547157485530129,0.8934350790716443,0.7934313238181184,2.6151163653274745,3
Phi-classical,equal_weight_reconstruction,14,0.9486302066710292,0.11840867556825567,0.0031587422438980055,1.9119831416187203,1
Psi-classical,equal_weight_reconstruction,14,0.9222513839788737,0.1693186024839622,0.0351917136985612,1.8753308021765867,1
Bell-uniform-mixed,equal_weight_reconstruction,14,0.16703238614917232,0.04722186863162288,0.014841735082244439,0.3471583091314305,0
Phi-plus,physically_prepared,15,1.037860863365625,0.9773288634211368,0.8352416875213218,2.8511940509071576,3
Phi-minus,physically_prepared,15,1.0159005025221373,1.0074287623316331,0.8971669063235791,2.8614447694811633,3
Psi-plus,physically_prepared,15,0.984367065380707,0.9795775928193434,0.7092792101970944,2.777445430434207,3
Psi-minus,physically_prepared,15,1.0042311706238973,0.8841129931455076,0.7614442229290219,2.6759193027453962,3
Phi-classical,equal_weight_reconstruction,15,0.9718077932856989,0.14025351293049704,0.050426883459029834,1.963752973242984,1
Psi-classical,equal_weight_reconstruction,15,0.9261452281169781,0.10141071659105746,0.00022285265419014197,1.8633616042017835,1
Bell-uniform-mixed,equal_weight_reconstruction,15,0.11650982934340924,0.0681846018231516,0.01711177361185799,0.2699902239668101,0
Phi-plus,physically_prepared,16,1.019912884104897,0.9516755550362549,0.827239191598537,2.789916596041346,3
Phi-minus,physically_prepared,16,1.2146608171372826,1.0281716115487705,0.781800637321687,3.182789822456649,3
Psi-plus,physically_prepared,16,1.0306318007610498,0.9762402514305739,0.7477895251057727,2.839187867861649,3
Psi-minus,physically_prepared,16,0.9859671758076046,0.8848113588456988,0.8018328509240179,2.649545177959716,3
Phi-classical,equal_weight_reconstruction,16,0.9635140260881185,0.10062111056766951,0.022626245223781385,1.9375075600992187,1
Psi-classical,equal_weight_reconstruction,16,0.9224531311828691,0.14395952349460286,0.0053008101597707994,1.8672376641808321,1
Bell-uniform-mixed,equal_weight_reconstruction,16,0.18829769703627733,0.09285239841314291,0.017878244376434815,0.4198932750127761,0
Phi-plus,physically_prepared,17,0.9979975533421086,0.9611781946968379,0.8741495075571987,2.771182158168248,3
Phi-minus,physically_prepared,17,1.2185352115736658,0.9264861965036008,0.7960340858552568,3.0615059916038625,3
Psi-plus,physically_prepared,17,1.0670092160568774,0.980137821224463,0.6959179116897384,2.8977086228569973,3
Psi-minus,physically_prepared,17,0.9912885460880706,0.8628791058439517,0.8208721651615354,2.6284697699668973,3
Phi-classical,equal_weight_reconstruction,17,0.9704753352867815,0.05438697494764458,0.004665178387395718,1.9439962134160105,1
Psi-classical,equal_weight_reconstruction,17,0.9391628381673699,0.09916997865558448,0.00567703609834003,1.8887684042900956,1
Bell-uniform-mixed,equal_weight_reconstruction,17,0.1667883651925232,0.05046541487593647,0.04302963867465984,0.3485117895405829,0
Phi-plus,physically_prepared,18,1.0570788524010815,0.9192686941220327,0.8472022131910469,2.8017641815016585,3
Phi-minus,physically_prepared,18,1.2885627110784914,0.9464871516924533,0.7365583556644751,3.1976440006359965,3
Psi-plus,physically_prepared,18,1.0050748216883578,0.9945964909742941,0.7334751231521547,2.82800111531114,3
Psi-minus,physically_prepared,18,0.9549119092334474,0.898556782742503,0.8138164947486066,2.6224119022063834,3
Phi-classical,equal_weight_reconstruction,18,1.009859035106208,0.08983880547017718,0.03066116656193335,2.027694534937597,1
Psi-classical,equal_weight_reconstruction,18,0.9170976694206807,0.16115030091924606,0.06054682055248402,1.8622970275906126,1
Bell-uniform-mixed,equal_weight_reconstruction,18,0.1722523322209166,0.10753723572776967,0.03890134286223419,0.4061286644575333,0
Phi-plus,physically_prepared,19,1.0455773174014011,0.9390172849949265,0.8724888733036477,2.8106834671898246,3
Phi-minus,physically_prepared,19,1.026998606017831,1.0156195687249687,0.8426391605309719,2.8887431489418782,3
Psi-plus,physically_prepared,19,1.0154054213349335,0.9791552980077202,0.6841284475206679,2.8212006431964114,3
Psi-minus,physically_prepared,19,0.9790441345931652,0.9034299485040362,0.8819364550038257,2.6643671588842897,3
Phi-classical,equal_weight_reconstruction,19,0.9846867957029349,0.143702800883021,0.005112886551048564,1.9902347405402596,1
Psi-classical,equal_weight_reconstruction,19,0.9449941298276948,0.13504931372966014,0.02404855521442356,1.9091906374667296,1
Bell-uniform-mixed,equal_weight_reconstruction,19,0.11132995803993694,0.04124927984524167,0.003431653240598524,0.2374519963691624,0
Phi-plus,physically_prepared,20,0.9958822496264972,0.9763927404917359,0.8404219740863742,2.7893542183136906,3
Phi-minus,physically_prepared,20,1.1865982837273494,0.9599604327932822,0.7880897667947754,3.0525658187651628,3
Psi-plus,physically_prepared,20,1.005008418199472,0.9349590766371186,0.724433605519861,2.7453162991815265,3
Psi-minus,physically_prepared,20,1.0002986474986888,0.9251151134909582,0.7608625794617105,2.725021363143485,3
Phi-classical,equal_weight_reconstruction,20,0.9501334217610587,0.1005224019815552,0.010707204077049315,1.9108723373867962,1
Psi-classical,equal_weight_reconstruction,20,0.9285642030766135,0.06783574906379208,0.021493506055009663,1.8620775151280378,1
Bell-uniform-mixed,equal_weight_reconstruction,20,0.16336144871815156,0.05226169690215475,0.0010938711343255016,0.3430349713389931,0
Phi-plus,physically_prepared,21,1.0063077160918847,0.8944577450227514,0.8401131607722548,2.6927382918488387,3
Phi-minus,physically_prepared,21,1.1835937402374852,0.981371942123796,0.7095878869335419,3.075051239063955,3
Psi-plus,physically_prepared,21,1.0130510817678604,0.9707607794208785,0.7315363690969717,2.806171046200045,3
Psi-minus,physically_prepared,21,0.9964556036123733,0.9370509688497947,0.8049417098471214,2.7356814786760815,3
Phi-classical,equal_weight_reconstruction,21,0.9660637970502075,0.09281460092764318,0.034489465303349225,1.9410242761144665,1
Psi-classical,equal_weight_reconstruction,21,0.947272475411171,0.13829531228307526,0.04315620897812548,1.9146286700779145,1
Bell-uniform-mixed,equal_weight_reconstruction,21,0.17158041079239555,0.07275776713240105,0.0145884927558259,0.3727386754592547,0
Phi-plus,physically_prepared,22,1.0108097127066096,0.9515362179618418,0.8805038302297725,2.7764419312459205,3
Phi-minus,physically_prepared,22,1.111146367727378,0.994715992906138,0.8483182439055584,2.9826874841706026,3
Psi-plus,physically_prepared,22,1.0830207229949367,0.9722220865245244,0.7693884983353724,2.910772867787918,3
Psi-minus,physically_prepared,22,0.9540420608981168,0.9003098375482135,0.8779672533794978,2.6235503102085285,3
Phi-classical,equal_weight_reconstruction,22,0.9729957894152523,0.10501076903837248,0.033673084364280154,1.957292076143814,1
Psi-classical,equal_weight_reconstruction,22,0.9684649077988611,0.12680665190104348,0.007357222922030922,1.9534627763069445,1
Bell-uniform-mixed,equal_weight_reconstruction,22,0.15290160652804857,0.029754788326689926,0.02327346279678806,0.3115397162945637,0
Phi-plus,physically_prepared,23,1.0463278911810563,0.9642574103840732,0.9107231751564887,2.8457648598181793,3
Phi-minus,physically_prepared,23,1.1626117699248923,0.9008861405601847,0.8702660709108938,2.941606340638608,3
Psi-plus,physically_prepared,23,0.9745720701131652,0.9410170959807129,0.7755940337749933,2.709467766756146,3
Psi-minus,physically_prepared,23,0.9924242961031053,0.8935340936195932,0.8356080660475145,2.670811981369211,3
Phi-classical,equal_weight_reconstruction,23,0.9569235440293791,0.14340328852030473,0.02363307361008761,1.935217995241037,1
Psi-classical,equal_weight_reconstruction,23,0.9407748675341941,0.11688650255534688,0.025488008569578155,1.8960166727785932,1
Bell-uniform-mixed,equal_weight_reconstruction,23,0.1323014605658973,0.06134874127533748,0.0119975080030914,0.2916665529260287,0
Phi-plus,physically_prepared,24,1.1108259364882531,0.9365510246923308,0.8523980064601191,2.905898885389689,3
Phi-minus,physically_prepared,24,1.089539485367297,0.9573807578053558,0.8548103850618611,2.9008096839264663,3
Psi-plus,physically_prepared,24,1.0157085196101576,0.9594018427184035,0.785715085936857,2.794362676976721,3
Psi-minus,physically_prepared,24,0.9445446174184065,0.8620581814316806,0.8291223886196771,2.5575838930266825,3
Phi-classical,equal_weight_reconstruction,24,0.949662227500688,0.1422249052457705,0.05629023980562001,1.9205064644658052,1
Psi-classical,equal_weight_reconstruction,24,0.9473627619308762,0.1144687085606483,0.03145792358132377,1.908506523890176,1
Bell-uniform-mixed,equal_weight_reconstruction,24,0.16251565525419404,0.08088495508358913,0.01399160480761227,0.3630631579302658,0
Phi-plus,physically_prepared,25,1.0341343652233652,1.003812024215592,0.9084753902579114,2.8824104255263414,3
Phi-minus,physically_prepared,25,1.035308852214659,0.9707624131680431,0.8729295032854156,2.8384813420516806,3
Psi-plus,physically_prepared,25,0.9909116170985719,0.9896525345090345,0.709030108461978,2.8009412503378663,3
Psi-minus,physically_prepared,25,1.0009204620721612,0.8796395701891159,0.8212934985243181,2.665038494909401,3
Phi-classical,equal_weight_reconstruction,25,0.9756386162189786,0.03912457777361621,0.0033253505609062554,1.9528455566620184,1
Psi-classical,equal_weight_reconstruction,25,0.9459435464182122,0.11809864684298806,0.0029655322234773316,1.906574397600481,1
Bell-uniform-mixed,equal_weight_reconstruction,25,0.13164226222651013,0.06759513250172593,0.022550044891918194,0.29596477589090997,0
Phi-plus,physically_prepared,26,1.0943509946979384,0.9306342005332986,0.8276165890886396,2.8731057166756804,3
Phi-minus,physically_prepared,26,1.0829862218234383,1.0215707035619754,0.9036919502598687,2.9775599802761423,3
Psi-plus,physically_prepared,26,1.0107747348566425,0.9999941255667589,0.7343470764236083,2.843697463368804,3
Psi-minus,physically_prepared,26,0.9719657883902905,0.8778405660860427,0.8330953673962074,2.619405698449496,3
Phi-classical,equal_weight_reconstruction,26,0.9634208642309033,0.10720902384512529,0.038397659270076434,1.938735192262466,1
Psi-classical,equal_weight_reconstruction,26,0.9368343723026494,0.1124850439806702,0.022812676243957705,1.8871264146813616,1
Bell-uniform-mixed,equal_weight_reconstruction,26,0.0862191876818627,0.04000877724558903,0.01015987351809542,0.19009945377309662,0
Phi-plus,physically_prepared,27,1.070563825749546,0.9703860588660068,0.7931789713828041,2.8898138405406013,3
Phi-minus,physically_prepared,27,1.097130351814622,0.9926635734954782,0.7986232033833675,2.959105255997285,3
Psi-plus,physically_prepared,27,1.0195837414801254,0.9578086131218007,0.7269639982413716,2.797819397502933,3
Psi-minus,physically_prepared,27,0.9530675326577812,0.8856232269628423,0.8504854171143663,2.6020501316788414,3
Phi-classical,equal_weight_reconstruction,27,0.951784267084318,0.07219923418759816,0.0012721644472849963,1.9090374752597268,1
Psi-classical,equal_weight_reconstruction,27,0.9256245885602592,0.12768964981938577,0.013198356105054331,1.8687809134495639,1
Bell-uniform-mixed,equal_weight_reconstruction,27,0.14549132014333258,0.05326086152003206,0.017357579317432238,0.30986734972827146,0
Phi-plus,physically_prepared,28,0.9546893563853165,0.9273794735593857,0.8749425316637629,2.6619274634555263,3
Phi-minus,physically_prepared,28,1.1349771656548309,1.01694813998827,0.7746891725179359,3.047856089767675,3
Psi-plus,physically_prepared,28,0.997763420029098,0.9476567911792764,0.7202918292880949,2.75215205700293,3
Psi-minus,physically_prepared,28,0.9862736030804962,0.8821790402302484,0.7971212571640727,2.646488601263906,3
Phi-classical,equal_weight_reconstruction,28,0.960592995980692,0.13575190146086488,0.06017812070417657,1.9402757357421159,1
Psi-classical,equal_weight_reconstruction,28,0.9149549825053706,0.13261009374584118,0.04151303306438673,1.8490300776079156,1
Bell-uniform-mixed,equal_weight_reconstruction,28,0.15875488485373657,0.05023455661005772,0.0413165392164363,0.33302627009130825,0
Phi-plus,physically_prepared,29,1.0566015901976977,0.9269621973769293,0.8082771443036162,2.811167612060276,3
Phi-minus,physically_prepared,29,1.07890570970078,1.021889043846483,0.790857289048775,2.9720664517190207,3
Psi-plus,physically_prepared,29,1.0071061604533904,0.9165022992465112,0.6764118118978335,2.7234091010696955,3
Psi-minus,physically_prepared,29,0.9995563345394214,0.8581605601977176,0.8384942379070092,2.634807327298711,3
Phi-classical,equal_weight_reconstruction,29,0.9048688685901626,0.12816115466956585,0.014798430138590689,1.8277997165005548,1
Psi-classical,equal_weight_reconstruction,29,0.9455340981841244,0.09117650948063395,0.010738143904175842,1.8998398739998459,1
Bell-uniform-mixed,equal_weight_reconstruction,29,0.14576204139779236,0.07124629132639045,0.01272563832954884,0.3244848639934789,0
Phi-plus,physically_prepared,30,1.0473776749639665,0.922470781668675,0.9068706245222227,2.791381261702056,3
Phi-minus,physically_prepared,30,1.1674000242492553,0.9143664946488932,0.727915583599042,2.965730198891104,3
Psi-plus,physically_prepared,30,1.023177500868019,0.9603989142327677,0.7515613780894898,2.806605260981319,3
Psi-minus,physically_prepared,30,0.9711345942806368,0.8899967108688618,0.7948029867629606,2.6345371855914346,3
Phi-classical,equal_weight_reconstruction,30,0.9607964483109778,0.15652274815632175,0.04725795406704852,1.9469249454228035,1
Psi-classical,equal_weight_reconstruction,30,0.9410315875170092,0.11979185420101154,0.04402987200716884,1.8972512084989683,1
Bell-uniform-mixed,equal_weight_reconstruction,30,0.11618418958041019,0.0589639972866625,0.02276469010379376,0.26058026697720793,0
Phi-plus,physically_prepared,31,1.0381444188805191,0.9339924873310413,0.8272597195565908,2.792909451338225,3
Phi-minus,physically_prepared,31,1.1319126389080763,0.942537787926886,0.8214446397719372,2.9459149368506568,3
Psi-plus,physically_prepared,31,1.0031881325616099,0.9214669317913332,0.7702874916926612,2.7243257776539016,3
Psi-minus,physically_prepared,31,0.9578115927563734,0.8503556107998195,0.7468567906503513,2.5616461207881427,3
Phi-classical,equal_weight_reconstruction,31,0.9551348271762089,0.10346940113424502,0.060962333084502385,1.9214457630190926,1
Psi-classical,equal_weight_reconstruction,31,0.8924888626973496,0.082234208118837,0.001598081708865146,1.7925387973750981,1
Bell-uniform-mixed,equal_weight_reconstruction,31,0.12945034232982733,0.0689272375335201,0.00970819052938671,0.29331454245101307,0
Phi-plus,physically_prepared,32,1.0190458583901205,0.9867628238021838,0.8394907194602471,2.837009222360842,3
Phi-minus,physically_prepared,32,1.1714447140224056,0.9803933125669763,0.7820142164071668,3.0551293035399234,3
Psi-plus,physically_prepared,32,1.0144338858461035,0.9207283016384056,0.7998211308566353,2.7399392067640975,3
Psi-minus,physically_prepared,32,1.0005687854949894,0.871834172177912,0.8038764094784326,2.654228866005389,3
Phi-classical,equal_weight_reconstruction,32,0.945151072027979,0.032636629800289516,0.026127280244497817,1.89142877059683,1
Psi-classical,equal_weight_reconstruction,32,0.9363402030603596,0.09129541762499786,0.0333887667105307,1.8815608724103914,1
Bell-uniform-mixed,equal_weight_reconstruction,32,0.14504935842049077,0.04621575687369703,0.024380432603850064,0.3044681432373816,0
Phi-plus,physically_prepared,33,1.0066871640579984,0.9480391736935303,0.9144168821817037,2.7656444609795,3
Phi-minus,physically_prepared,33,1.125164589326025,0.9335774225697543,0.8587420118957797,2.924080817628123,3
Psi-plus,physically_prepared,33,1.0367942127247456,0.932193745180206,0.6640388406617311,2.788495951650369,3
Psi-minus,physically_prepared,33,0.9932294002644493,0.8613423097385852,0.7568896921789487,2.6293841226382106,3
Phi-classical,equal_weight_reconstruction,33,0.9567135250269592,0.10934109417882801,0.05081973084497438,1.9258829080146418,1
Psi-classical,equal_weight_reconstruction,33,0.9447002210701967,0.09452156449874655,0.0029249005999645583,1.8988342042899577,1
Bell-uniform-mixed,equal_weight_reconstruction,33,0.17177564333529172,0.03525642143186972,0.012350856655333135,0.35071291333758986,0
Phi-plus,physically_prepared,34,1.0745292522254404,0.9536494700517064,0.8583936010839871,2.873367658771195,3
Phi-minus,physically_prepared,34,1.1263311254635309,0.9758309911341373,0.7776612839496532,2.980515342987368,3
Psi-plus,physically_prepared,34,1.0165251378762097,0.9623498738869083,0.7173860171685381,2.799600425563902,3
Psi-minus,physically_prepared,34,0.9767814660304195,0.876289588960173,0.803999082026513,2.624488884411991,3
Phi-classical,equal_weight_reconstruction,34,0.9778087117883273,0.16427858945078774,0.06218722965565511,1.9830252966627415,1
Psi-classical,equal_weight_reconstruction,34,0.9309201104447127,0.15367199042846683,0.03143159405972512,1.887037183176466,1
Bell-uniform-mixed,equal_weight_reconstruction,34,0.13635527968481131,0.08082359860972746,0.027372664768290554,0.31701871484282723,0
Phi-plus,physically_prepared,35,1.057495746928081,0.913486073501689,0.8498897607420348,2.7948195371096953,3
Phi-minus,physically_prepared,35,1.0611456129361205,0.9763282085680084,0.8853689724068772,2.883918710851047,3
