branch,split,child,record_index,residual_axis_1,predicted_survivor
AB,holdout,C10,28,0.19341026188344662,C10
AB,holdout,C10,29,0.14398968054604663,C10
AB,holdout,C10,30,0.09128874177910588,C10
AB,holdout,C10,31,0.22752234916785008,C10
AB,holdout,C10,32,0.17676452028016182,C10
AB,holdout,C10,33,0.21726423232746878,C10
AB,holdout,C10,34,0.17103390965815435,C10
AB,holdout,C10,35,0.13979526549478954,C10
AB,holdout,C10,36,0.21661082851073404,C10
AB,holdout,C10,37,0.20888714386317075,C10
AB,holdout,C10,38,0.21984887543652815,C10
AB,holdout,C10,39,0.14765894635581794,C10
AB,holdout,C11,0,-0.11724188393053646,C10
AB,holdout,C11,1,-0.10586941453506157,C10
AB,holdout,C11,2,-0.060202532065210104,C10
AB,holdout,C11,3,-0.04461403089907924,C10
AB,holdout,C11,4,-0.06361334507078382,C10
AB,holdout,C11,5,0.04829949148685267,C10
AB,holdout,C11,6,-0.022208216969500618,C10
AB,holdout,C11,7,-0.0287989181220452,C10
AB,holdout,C11,8,-0.10315104472858336,C10
AB,holdout,C11,9,-0.11675283204263395,C10
AB,holdout,C11,10,-0.11331679248299051,C10
AB,holdout,C11,11,-0.10397592705312948,C10
AB,holdout,C11,12,-0.05890741478295835,C10
AB,holdout,C11,13,-0.0721993458018643,C10
AB,holdout,C11,14,-0.09916313361730864,C10
AB,holdout,C11,15,-0.11254380911667297,C10
AB,holdout,C11,16,-0.05355322714600205,C10
AB,holdout,C11,17,-0.14652216638242857,C10
AB,holdout,C11,18,0.03784642849920933,C10
AB,holdout,C11,19,-0.10770043434302806,C10
AB,holdout,C11,20,-0.02400130763763922,C10
AB,holdout,C11,21,-0.08257968015724591,C10
AB,holdout,C11,22,-0.08481937705299074,C10
AB,holdout,C11,23,-0.10278919142641085,C10
AB,holdout,C11,24,-0.14111399012160858,C10
AB,holdout,C11,25,-0.12413454725642795,C10
AB,holdout,C11,26,-0.04367030986930719,C10
AB,holdout,C11,27,-0.11332869994387895,C10
AB,holdout,C11,28,-0.15322535153851238,C10
AB,holdout,C11,29,-0.004277628889150838,C10
AB,holdout,C11,30,-0.030940697174496542,C10
AB,holdout,C11,31,0.02259757938568402,C10
AB,holdout,C11,32,-0.12439239916245208,C10
AB,holdout,C11,33,0.014879098817279411,C10
AB,holdout,C11,34,-0.15661602751365916,C10
AB,holdout,C11,35,-0.09617406037294736,C10
AB,holdout,C11,36,-0.1246046735452069,C10
AB,holdout,C11,37,0.014756491765286123,C10
AB,holdout,C11,38,-0.0422734105556197,C10
AB,holdout,C11,39,-0.07738608161517,C10
BA,development,C00,0,-0.1460635948172629,C01
BA,development,C00,1,-0.07504064546592708,C01
BA,development,C00,2,-0.16835293694190828,C01
BA,development,C00,3,-0.09409681014541525,C01
BA,development,C00,4,-0.12074426508194994,C01
BA,development,C00,5,-0.09626578435916888,C01
BA,development,C00,6,-0.07229481774589938,C01
BA,development,C00,7,-0.05195944478561968,C01
BA,development,C00,8,-0.05977978679425328,C01
BA,development,C00,9,-0.09213290405776749,C01
BA,development,C00,10,-0.04122454545946273,C01
BA,development,C00,11,-0.03383161517051113,C01
BA,development,C00,12,0.06305062025993882,C01
BA,development,C00,13,-0.035744605839870706,C01
BA,development,C00,14,-0.04972059557063412,C01
BA,development,C00,15,0.19202788913800284,C01
BA,development,C00,16,-0.08781083149456606,C01
BA,development,C00,17,-0.00013092055379605727,C01
BA,development,C00,18,-0.17663758574238325,C01
BA,development,C00,19,-0.010638273730752493,C01
BA,development,C00,20,-0.10205106768473228,C01
BA,development,C00,21,-0.020975794452756526,C01
BA,development,C00,22,-0.11050583283352547,C01
BA,development,C00,23,-0.16862702593874668,C01
BA,development,C00,24,-0.014309162302990407,C01
BA,development,C00,25,-0.07742189723736934,C01
BA,development,C00,26,0.09521728704411714,C01
BA,development,C00,27,-0.14409414091375178,C01
BA,development,C00,28,-0.11403637152722315,C01
BA,development,C00,29,-0.026947501806143734,C01
BA,development,C00,30,-0.19563783732567008,C01
BA,development,C00,31,-0.11274462031905225,C01
BA,development,C00,32,0.011314401949543487,C01
BA,development,C00,33,-0.029399570132519467,C01
BA,development,C00,34,0.035170026434170956,C01
BA,development,C00,35,-0.12831587055094007,C01
BA,development,C00,36,-0.12747147808914902,C01
BA,development,C00,37,-0.1638236079225801,C01
BA,development,C00,38,0.00612429286243648,C01
BA,development,C00,39,0.04150529877704817,C01
BA,development,C01,0,0.1542262582231639,C01
BA,development,C01,1,0.17999671127661263,C01
BA,development,C01,2,0.05409467049794321,C01
BA,development,C01,3,0.039462950817156985,C01
BA,development,C01,4,0.30434170498539376,C01
BA,development,C01,5,0.2310604610205502,C01
BA,development,C01,6,0.1659762419141215,C01
BA,development,C01,7,0.24089414531494657,C01
BA,development,C01,8,0.19698686905483792,C01
BA,development,C01,9,0.2221857384064408,C01
BA,development,C01,10,0.31498987598244793,C01
BA,development,C01,11,0.16498597308841806,C01
BA,development,C01,12,0.20045477265469064,C01
BA,development,C01,13,0.20226923686112874,C01
BA,development,C01,14,0.2570937626518413,C01
BA,development,C01,15,0.20478915516535157,C01
BA,development,C01,16,0.18808804233220072,C01
BA,development,C01,17,0.13419968077692307,C01
BA,development,C01,18,0.15694321065455252,C01
BA,development,C01,19,0.25777269298019856,C01
BA,development,C01,20,0.07200789561203022,C01
BA,development,C01,21,0.20039576548906246,C01
BA,development,C01,22,0.17245728030748878,C01
BA,development,C01,23,0.21893541626238724,C01
BA,development,C01,24,0.1513230188868397,C01
BA,development,C01,25,0.10420042467011637,C01
BA,development,C01,26,0.12497522279297808,C01
BA,development,C01,27,0.2121959591253213,C01
BA,development,C01,28,0.18997930751231296,C01
BA,development,C01,29,0.16949035099972498,C01
BA,development,C01,30,0.2214461537369913,C01
BA,development,C01,31,0.12743090759451015,C01
BA,development,C01,32,0.2984040608456031,C01
BA,development,C01,33,0.12752013598653644,C01
BA,development,C01,34,0.2413082367459347,C01
BA,development,C01,35,0.20685791008708498,C01
BA,development,C01,36,0.23475596925953,C01
BA,development,C01,37,0.15257652449742415,C01
BA,development,C01,38,0.2449616199110875,C01
BA,development,C01,39,0.17123146400524503,C01
BA,development,C10,0,0.004724742226890982,C01
BA,development,C10,1,-0.23795924937025414,C01
BA,development,C10,2,-0.041510729793804615,C01
BA,development,C10,3,-0.013712688955366665,C01
BA,development,C10,4,-0.028444654648426715,C01
BA,development,C10,5,-0.061036870988639184,C01
BA,development,C10,6,-0.0821239989812043,C01
BA,development,C10,7,-0.04505385283651668,C01
BA,development,C10,8,-0.042152747027988234,C01
BA,development,C10,9,-0.042599036823416786,C01
BA,development,C10,10,-0.1319471196550762,C01
BA,development,C10,11,0.020182532704354363,C01
BA,development,C10,12,-0.13925985125409995,C01
BA,development,C10,13,-0.09999928088427998,C01
BA,development,C10,14,-0.028115910822437883,C01
BA,development,C10,15,0.0019342295746430718,C01
BA,development,C10,16,-0.07190700951828352,C01
BA,development,C10,17,-0.18351107386598495,C01
BA,development,C10,18,-0.022911932947906083,C01
BA,development,C10,19,-0.03664935499771429,C01
BA,development,C10,20,-0.09023216683450004,C01
BA,development,C10,21,0.044007235051505014,C01
BA,development,C10,22,-0.0495085302789052,C01
BA,development,C10,23,0.03324133014228001,C01
BA,development,C10,24,-0.045359324436836504,C01
BA,development,C10,25,-0.04139459360305864,C01
BA,development,C10,26,-0.09460184899202191,C01
BA,development,C10,27,-0.10255820886383614,C01
BA,development,C10,28,-0.10284988285437571,C01
BA,development,C10,29,-0.09979101910163853,C01
BA,development,C10,30,-0.03846348286692612,C01
BA,development,C10,31,-0.12948474365330565,C01
BA,development,C10,32,-0.04690145057353878,C01
BA,development,C10,33,-0.10551534266237644,C01
BA,development,C10,34,-0.004192835427643864,C01
BA,development,C10,35,-0.01225904716753899,C01
BA,development,C10,36,-0.06862414644029785,C01
BA,development,C10,37,-0.09144610280574104,C01
BA,development,C10,38,-0.10131706811954434,C01
BA,development,C10,39,-0.07511683797522735,C01
BA,development,C11,0,-0.09638712275650875,C01
BA,development,C11,1,-0.013476577823933373,C01
BA,development,C11,2,-0.10340489779864812,C01
BA,development,C11,3,-0.11272704055988599,C01
BA,development,C11,4,-0.12170983550580022,C01
BA,development,C11,5,-0.02587007698230153,C01
BA,development,C11,6,-0.031212874166977326,C01
BA,development,C11,7,-0.18842537768191242,C01
BA,development,C11,8,-0.0029314893613738846,C01
BA,development,C11,9,-0.10106311247836583,C01
BA,development,C11,10,-0.13522591484363441,C01
BA,development,C11,11,-0.08013966080237811,C01
BA,development,C11,12,0.037209163910298104,C01
BA,development,C11,13,-0.04982006338271974,C01
BA,development,C11,14,-0.0246040403927483,C01
BA,development,C11,15,0.047118983604369155,C01
BA,development,C11,16,-0.027315964208801956,C01
BA,development,C11,17,0.0030914545615234185,C01
BA,development,C11,18,-0.06189291017522128,C01
BA,development,C11,19,-0.10015658672342877,C01
BA,development,C11,20,-0.10647073887366072,C01
BA,development,C11,21,-0.11103486686552921,C01
BA,development,C11,22,-0.03579530613253493,C01
BA,development,C11,23,-0.1177341212376154,C01
BA,development,C11,24,-0.09802251137276033,C01
BA,development,C11,25,-0.0005174071516431296,C01
BA,development,C11,26,-0.10068569780255024,C01
BA,development,C11,27,-0.0037382588821561757,C01
BA,development,C11,28,-0.11944540004206876,C01
BA,development,C11,29,0.09761081360043279,C01
BA,development,C11,30,-0.095512363272747,C01
BA,development,C11,31,-0.019040451934566067,C01
BA,development,C11,32,-0.17540879059084113,C01
BA,development,C11,33,-0.05377396446271918,C01
BA,development,C11,34,-0.1349997943637516,C01
BA,development,C11,35,-0.05811318516996397,C01
BA,development,C11,36,-0.027940891604627982,C01
BA,development,C11,37,-0.004675038821227204,C01
BA,development,C11,38,-0.10061140488015105,C01
BA,development,C11,39,-0.049568602899911246,C01
BA,holdout,C00,0,0.06384646916855258,C01
BA,holdout,C00,1,0.10630926964899694,C01
BA,holdout,C00,2,0.018104684082649702,C01
BA,holdout,C00,3,0.08349972587143252,C01
BA,holdout,C00,4,0.1378894152566406,C01
BA,holdout,C00,5,0.01802780820745386,C01
BA,holdout,C00,6,0.12746230464905486,C01
BA,holdout,C00,7,0.04415071036336367,C01
BA,holdout,C00,8,-0.008993743012629646,C01
BA,holdout,C00,9,0.12095558259235256,C01
BA,holdout,C00,10,0.11036724688241191,C01
BA,holdout,C00,11,-0.07206163106296877,C01
BA,holdout,C00,12,-0.030911011615680183,C01
BA,holdout,C00,13,0.011582452670878297,C01
BA,holdout,C00,14,-0.011319933104618367,C01
BA,holdout,C00,15,0.041081123938303876,C01
BA,holdout,C00,16,-0.017732823651654676,C01
BA,holdout,C00,17,0.019387924129917137,C01
BA,holdout,C00,18,0.05027808885810393,C01
BA,holdout,C00,19,0.02681020008884378,C01
BA,holdout,C00,20,0.06420022205752274,C01
BA,holdout,C00,21,0.03957294909682056,C01
BA,holdout,C00,22,0.0017289839380754402,C01
BA,holdout,C00,23,0.05835620421968811,C01
BA,holdout,C00,24,0.11989550417892529,C01
BA,holdout,C00,25,0.0318737726378642,C01
BA,holdout,C00,26,0.09501199348325354,C01
BA,holdout,C00,27,0.03367478013846947,C01
BA,holdout,C00,28,0.1070333529166914,C01
BA,holdout,C00,29,0.1823349537690427,C01
BA,holdout,C00,30,-0.0413532639835546,C01
BA,holdout,C00,31,-0.0127866199728844,C01
BA,holdout,C00,32,0.030963396330425056,C01
BA,holdout,C00,33,0.01764666268909435,C01
BA,holdout,C00,34,0.08003532364410118,C01
BA,holdout,C00,35,0.19415563795828458,C01
BA,holdout,C00,36,0.047542826732656945,C01
BA,holdout,C00,37,0.0632946976654773,C01
BA,holdout,C00,38,-0.033221790153482915,C01
BA,holdout,C00,39,0.08238078187979694,C01
BA,holdout,C01,0,-0.036114206274197126,C01
BA,holdout,C01,1,-0.20073606246592274,C01
BA,holdout,C01,2,-0.2469563923146843,C01
BA,holdout,C01,3,-0.2320298040369633,C01
BA,holdout,C01,4,-0.15792014738699928,C01
BA,holdout,C01,5,-0.2652810515673385,C01
BA,holdout,C01,6,-0.14666188549992398,C01
BA,holdout,C01,7,-0.09960563771282877,C01
BA,holdout,C01,8,-0.1869969591671043,C01
BA,holdout,C01,9,-0.15792996178232444,C01
BA,holdout,C01,10,-0.20604913971012656,C01
BA,holdout,C01,11,-0.19878816102933422,C01
BA,holdout,C01,12,-0.17093462213602,C01
BA,holdout,C01,13,-0.21749526568062535,C01
BA,holdout,C01,14,-0.16327217916231146,C01
BA,holdout,C01,15,-0.2498991734633375,C01
BA,holdout,C01,16,-0.1241174734471872,C01
BA,holdout,C01,17,-0.09526957728875508,C01
BA,holdout,C01,18,-0.22633447457547934,C01
BA,holdout,C01,19,-0.17703628955555675,C01
BA,holdout,C01,20,-0.0991641645351391,C01
BA,holdout,C01,21,-0.2519687323303197,C01
BA,holdout,C01,22,-0.18214338881225978,C01
BA,holdout,C01,23,-0.1785041620317318,C01
BA,holdout,C01,24,-0.23207969476513812,C01
BA,holdout,C01,25,-0.19701371487108404,C01
BA,holdout,C01,26,-0.13102235722622052,C01
BA,holdout,C01,27,-0.05396864494903612,C01
BA,holdout,C01,28,-0.026318597347488877,C01
BA,holdout,C01,29,-0.12980923482858997,C01
BA,holdout,C01,30,-0.21527105564168733,C01
BA,holdout,C01,31,-0.19246192891472128,C01
BA,holdout,C01,32,-0.07353239331906812,C01
BA,holdout,C01,33,-0.046860837261505014,C01
BA,holdout,C01,34,-0.2042489979365834,C01
BA,holdout,C01,35,-0.13172553693775269,C01
BA,holdout,C01,36,-0.09545396466676156,C01
BA,holdout,C01,37,-0.2366877583686059,C01
BA,holdout,C01,38,-0.19107199406101044,C01
BA,holdout,C01,39,-0.06696141763755031,C01
BA,holdout,C10,0,0.02380980454692741,C01
BA,holdout,C10,1,0.02914282715420398,C01
BA,holdout,C10,2,0.10489355665089993,C01
BA,holdout,C10,3,-0.09531803797935781,C01
BA,holdout,C10,4,0.011853967398030789,C01
BA,holdout,C10,5,-0.13634682831052058,C01
BA,holdout,C10,6,0.020889192060633166,C01
BA,holdout,C10,7,0.060573453349669584,C01
BA,holdout,C10,8,-0.027897975958538546,C01
BA,holdout,C10,9,-0.03474085070541828,C01
BA,holdout,C10,10,0.013558284218601651,C01
BA,holdout,C10,11,0.035480554780203365,C01
BA,holdout,C10,12,0.014174032571634895,C01
BA,holdout,C10,13,0.09194586657960263,C01
BA,holdout,C10,14,0.04894247285839285,C01
BA,holdout,C10,15,-0.03385754650262571,C01
BA,holdout,C10,16,-0.03626073038474208,C01
BA,holdout,C10,17,0.08804988286476585,C01
BA,holdout,C10,18,-0.035506466392941624,C01
BA,holdout,C10,19,0.0221857835112444,C01
BA,holdout,C10,20,0.08455901025546622,C01
BA,holdout,C10,21,0.1089745334610312,C01
BA,holdout,C10,22,0.01938842323072123,C01
BA,holdout,C10,23,0.09741282563240629,C01
BA,holdout,C10,24,-0.06318583741191575,C01
BA,holdout,C10,25,0.012385508285170946,C01
BA,holdout,C10,26,0.006107124896045521,C01
BA,holdout,C10,27,0.08318142150555285,C01
BA,holdout,C10,28,0.03270418167220972,C01
BA,holdout,C10,29,0.061612054216363774,C01
BA,holdout,C10,30,-0.03924051798784481,C01
BA,holdout,C10,31,0.022351972224774183,C01
BA,holdout,C10,32,0.059373658570445444,C01
BA,holdout,C10,33,0.11275225696151812,C01
BA,holdout,C10,34,-0.015562560870289642,C01
BA,holdout,C10,35,0.011217406790081638,C01
BA,holdout,C10,36,-0.022795869947413908,C01
BA,holdout,C10,37,0.04565841526373443,C01
BA,holdout,C10,38,-0.007880524835692142,C01
BA,holdout,C10,39,-0.010262738791931243,C01
BA,holdout,C11,0,0.08312991926385632,C01
BA,holdout,C11,1,0.1595642059742946,C01
BA,holdout,C11,2,0.12249688014875276,C01
BA,holdout,C11,3,0.08715105313913225,C01
BA,holdout,C11,4,0.10267070857512038,C01
BA,holdout,C11,5,0.1563820462044973,C01
BA,holdout,C11,6,0.09649483531681521,C01
BA,holdout,C11,7,0.12148386403299063,C01
BA,holdout,C11,8,0.07373542073812732,C01
BA,holdout,C11,9,-0.00022658774982745739,C01
BA,holdout,C11,10,0.14501180816088344,C01
BA,holdout,C11,11,0.22095971924002136,C01
BA,holdout,C11,12,0.016477338637665276,C01
BA,holdout,C11,13,0.1629102694995816,C01
BA,holdout,C11,14,0.07528796856398277,C01
BA,holdout,C11,15,0.05686569130206,C01
BA,holdout,C11,16,0.09810317444323843,C01
BA,holdout,C11,17,0.09809816188992353,C01
BA,holdout,C11,18,0.21968075893363148,C01
BA,holdout,C11,19,0.0940483273627898,C01
BA,holdout,C11,20,0.047757649270022566,C01
BA,holdout,C11,21,0.11844797892807798,C01
BA,holdout,C11,22,0.11830071080529629,C01
BA,holdout,C11,23,0.13583505500702062,C01
BA,holdout,C11,24,0.07575084445789379,C01
BA,holdout,C11,25,0.05140396969031268,C01
BA,holdout,C11,26,0.10044784247952902,C01
BA,holdout,C11,27,0.08535267451672202,C01
BA,holdout,C11,28,0.11097864311292628,C01
BA,holdout,C11,29,0.07390005994025772,C01
BA,holdout,C11,30,0.07862723990992378,C01
BA,holdout,C11,31,0.14426951676516622,C01
BA,holdout,C11,32,0.09906466214765194,C01
BA,holdout,C11,33,0.09537513840754795,C01
BA,holdout,C11,34,0.133659348893691,C01
BA,holdout,C11,35,0.1117110268212754,C01
BA,holdout,C11,36,0.08444307053895748,C01
BA,holdout,C11,37,0.16408509029033952,C01
BA,holdout,C11,38,0.12625144577734196,C01
BA,holdout,C11,39,0.06396546809997355,C01
BB,development,C00,0,-0.27584797612349216,C00
BB,development,C00,1,-0.23343390818784954,C00
BB,development,C00,2,-0.26261098163555546,C00
BB,development,C00,3,-0.24926659364677467,C00
BB,development,C00,4,-0.2247461423513794,C00
BB,development,C00,5,-0.23597347604438576,C00
BB,development,C00,6,-0.2928936428423667,C00
BB,development,C00,7,-0.21818943375858213,C00
BB,development,C00,8,-0.2317622855201151,C00
BB,development,C00,9,-0.24025054837258714,C00
BB,development,C00,10,-0.14959424130749052,C00
BB,development,C00,11,-0.19178557533380702,C00
BB,development,C00,12,-0.0497833257306229,C00
BB,development,C00,13,-0.19802898016722625,C00
BB,development,C00,14,-0.1910065170049468,C00
BB,development,C00,15,0.005838389182161487,C00
BB,development,C00,16,-0.25858795136339546,C00
BB,development,C00,17,-0.25547338853660734,C00
BB,development,C00,18,-0.27314970213373035,C00
BB,development,C00,19,-0.20216992659477148,C00
BB,development,C00,20,-0.28792678751197653,C00
BB,development,C00,21,-0.23427220465207055,C00
BB,development,C00,22,-0.21618085312479546,C00
BB,development,C00,23,-0.31854096349412486,C00
BB,development,C00,24,-0.19082815047688098,C00
BB,development,C00,25,-0.29076846943256607,C00
BB,development,C00,26,-0.12337492282958812,C00
BB,development,C00,27,-0.2555373124429115,C00
BB,development,C00,28,-0.26375646183026474,C00
BB,development,C00,29,-0.16063247723078083,C00
BB,development,C00,30,-0.19619611891450364,C00
BB,development,C00,31,-0.27636589116278293,C00
BB,development,C00,32,-0.18439160588186632,C00
BB,development,C00,33,-0.22185225357456506,C00
BB,development,C00,34,-0.1448202459461167,C00
BB,development,C00,35,-0.2593595311508024,C00
BB,development,C00,36,-0.2864418143489178,C00
BB,development,C00,37,-0.19751786042341565,C00
BB,development,C00,38,-0.09722935094572432,C00
BB,development,C00,39,-0.15978917785224797,C00
BB,development,C01,0,0.029316446396919146,C00
BB,development,C01,1,0.058490174359153047,C00
BB,development,C01,2,-0.04819431856900548,C00
BB,development,C01,3,-0.04240295636923032,C00
BB,development,C01,4,0.15790720161731195,C00
BB,development,C01,5,0.06956541814481751,C00
BB,development,C01,6,-0.01799138458593164,C00
BB,development,C01,7,0.14554585239788412,C00
BB,development,C01,8,0.04091272588697113,C00
BB,development,C01,9,0.11470800711781035,C00
BB,development,C01,10,0.18428878125213055,C00
BB,development,C01,11,0.07163203250997417,C00
BB,development,C01,12,0.09760826567939755,C00
BB,development,C01,13,0.0742903004922369,C00
BB,development,C01,14,0.0922637215745122,C00
BB,development,C01,15,0.12016254677555649,C00
BB,development,C01,16,0.1260137335110772,C00
BB,development,C01,17,0.055099788766715424,C00
BB,development,C01,18,0.07183169969752976,C00
BB,development,C01,19,0.1668315655073973,C00
BB,development,C01,20,0.0920537130915529,C00
BB,development,C01,21,0.02077442737993094,C00
BB,development,C01,22,-0.0020726569745056628,C00
BB,development,C01,23,0.13181389846606462,C00
BB,development,C01,24,-0.008456723221888385,C00
BB,development,C01,25,0.000259378871254887,C00
BB,development,C01,26,0.046954381530021176,C00
BB,development,C01,27,0.12485418967439735,C00
BB,development,C01,28,0.08612236101450674,C00
BB,development,C01,29,0.06779917629427427,C00
BB,development,C01,30,0.10826016386395508,C00
BB,development,C01,31,0.00885836606586482,C00
BB,development,C01,32,0.20207193649340288,C00
BB,development,C01,33,0.05582042096117632,C00
BB,development,C01,34,0.06667925688911983,C00
BB,development,C01,35,0.057852842614854766,C00
BB,development,C01,36,0.03832111986522587,C00
BB,development,C01,37,0.05018957436835593,C00
BB,development,C01,38,0.09453604685931634,C00
BB,development,C01,39,0.05426141063004359,C00
BB,development,C10,0,0.0802000862772512,C00
BB,development,C10,1,-0.036951075946070305,C00
BB,development,C10,2,0.11572940084528441,C00
BB,development,C10,3,0.07350656941583178,C00
BB,development,C10,4,0.07634341100640288,C00
BB,development,C10,5,0.0231365102846225,C00
BB,development,C10,6,0.0951433790805797,C00
BB,development,C10,7,0.11051259471392705,C00
BB,development,C10,8,0.10929431231656019,C00
BB,development,C10,9,0.12593372382042486,C00
BB,development,C10,10,0.043415371556645654,C00
BB,development,C10,11,0.14860145900996136,C00
BB,development,C10,12,0.04856866837329472,C00
BB,development,C10,13,0.033420506043151034,C00
BB,development,C10,14,0.021273277305296066,C00
BB,development,C10,15,0.1606848480377821,C00
BB,development,C10,16,0.04920396455024989,C00
BB,development,C10,17,0.036354760324170475,C00
BB,development,C10,18,0.09400998346584497,C00
BB,development,C10,19,0.06607936146082234,C00
BB,development,C10,20,0.024386498665181514,C00
BB,development,C10,21,0.13278741825073015,C00
BB,development,C10,22,0.06524226608829804,C00
BB,development,C10,23,0.18056954784877233,C00
BB,development,C10,24,0.03697317991490043,C00
BB,development,C10,25,0.0963500889259567,C00
BB,development,C10,26,0.03898889936371304,C00
BB,development,C10,27,0.08434182121986313,C00
BB,development,C10,28,-0.01799109326202091,C00
BB,development,C10,29,0.07476617515864468,C00
BB,development,C10,30,0.09615021190922222,C00
BB,development,C10,31,0.012067052375857618,C00
BB,development,C10,32,0.02370859786737548,C00
BB,development,C10,33,0.02344419284602644,C00
BB,development,C10,34,0.15479463168185473,C00
BB,development,C10,35,0.13363906875959694,C00
BB,development,C10,36,0.062092012765892074,C00
BB,development,C10,37,0.0755086856067061,C00
BB,development,C10,38,0.03476531167649676,C00
BB,development,C10,39,0.05778720729506082,C00
BB,development,C11,0,0.10484582355112519,C00
BB,development,C11,1,0.13585197272468116,C00
BB,development,C11,2,0.08978194141990375,C00
BB,development,C11,3,0.11012447922484488,C00
BB,development,C11,4,0.13626259666955784,C00
BB,development,C11,5,0.1261423708427125,C00
BB,development,C11,6,0.03292882468819827,C00
BB,development,C11,7,-0.038151864032040655,C00
BB,development,C11,8,0.12322303844449993,C00
BB,development,C11,9,0.030419116775946164,C00
BB,development,C11,10,0.04705759559111007,C00
BB,development,C11,11,0.0970645337956152,C00
BB,development,C11,12,0.10778642752776879,C00
BB,development,C11,13,0.0886801255359087,C00
BB,development,C11,14,0.09979696881421159,C00
BB,development,C11,15,0.07441285697920308,C00
BB,development,C11,16,0.03544617825462036,C00
BB,development,C11,17,0.05897425430695921,C00
BB,development,C11,18,0.11582589331615503,C00
BB,development,C11,19,0.04859719094161813,C00
BB,development,C11,20,0.09309481327798874,C00
BB,development,C11,21,0.0691633380841713,C00
BB,development,C11,22,0.037585784752681685,C00
BB,development,C11,23,0.06735072415050047,C00
BB,development,C11,24,0.07232130619541273,C00
BB,development,C11,25,0.08670350021968246,C00
BB,development,C11,26,0.0027056115965893857,C00
BB,development,C11,27,0.11385044501192688,C00
BB,development,C11,28,0.061304562588244266,C00
BB,development,C11,29,0.21962013581297346,C00
BB,development,C11,30,0.022647018449772578,C00
BB,development,C11,31,-0.023492676183178754,C00
BB,development,C11,32,0.009844139124533843,C00
BB,development,C11,33,0.02676216719584456,C00
BB,development,C11,34,-0.03458151817904562,C00
BB,development,C11,35,0.047429039745809684,C00
BB,development,C11,36,0.10009007123547713,C00
BB,development,C11,37,0.14547407293844722,C00
BB,development,C11,38,-0.005064030747096736,C00
BB,development,C11,39,0.12695405625681747,C00
BB,holdout,C00,0,-0.2783932593440522,C00
BB,holdout,C00,1,-0.2309006232524481,C00
BB,holdout,C00,2,-0.18344088431893837,C00
BB,holdout,C00,3,-0.25777420135733087,C00
BB,holdout,C00,4,-0.28993169772982424,C00
BB,holdout,C00,5,-0.2133813232524321,C00
BB,holdout,C00,6,-0.23414723632013137,C00
BB,holdout,C00,7,-0.19460728531930543,C00
BB,holdout,C00,8,-0.22774034910471458,C00
BB,holdout,C00,9,-0.2671349052010264,C00
BB,holdout,C00,10,-0.27381840769631527,C00
BB,holdout,C00,11,-0.2319903937290741,C00
BB,holdout,C00,12,-0.2042912403133153,C00
BB,holdout,C00,13,-0.1628747125076445,C00
BB,holdout,C00,14,-0.18186952981841686,C00
BB,holdout,C00,15,-0.2652385214600613,C00
BB,holdout,C00,16,-0.19770918030071644,C00
BB,holdout,C00,17,-0.27147092292242836,C00
BB,holdout,C00,18,-0.19277818755222625,C00
BB,holdout,C00,19,-0.2643684313624454,C00
BB,holdout,C00,20,-0.24876947401566607,C00
BB,holdout,C00,21,-0.17206781798236231,C00
BB,holdout,C00,22,-0.27464897153381873,C00
BB,holdout,C00,23,-0.24478032546596531,C00
BB,holdout,C00,24,-0.3131991962710598,C00
BB,holdout,C00,25,-0.21370225895631187,C00
BB,holdout,C00,26,-0.2896370126094026,C00
BB,holdout,C00,27,-0.24709859464919554,C00
BB,holdout,C00,28,-0.2375266641719892,C00
BB,holdout,C00,29,-0.15817196064937156,C00
BB,holdout,C00,30,-0.06676103132120834,C00
BB,holdout,C00,31,-0.2409751380830204,C00
BB,holdout,C00,32,-0.18038915703716016,C00
BB,holdout,C00,33,-0.25530221860276614,C00
BB,holdout,C00,34,-0.28689021737698467,C00
BB,holdout,C00,35,-0.22883659741144283,C00
BB,holdout,C00,36,-0.2727680610208034,C00
BB,holdout,C00,37,-0.285948420817076,C00
BB,holdout,C00,38,-0.14971214149450845,C00
BB,holdout,C00,39,-0.27420089073108694,C00
BB,holdout,C01,0,-0.061345419692917735,C00
BB,holdout,C01,1,-0.009029674385488975,C00
BB,holdout,C01,2,0.08908933296987018,C00
BB,holdout,C01,3,0.06543638526632663,C00
BB,holdout,C01,4,0.037676095702951995,C00
BB,holdout,C01,5,0.09904232137638327,C00
BB,holdout,C01,6,0.0040061324468141785,C00
BB,holdout,C01,7,0.0034002621917944703,C00
BB,holdout,C01,8,0.07481428620403789,C00
BB,holdout,C01,9,0.05669774260556125,C00
BB,holdout,C01,10,0.032855838090360634,C00
BB,holdout,C01,11,0.01835844730619703,C00
BB,holdout,C01,12,0.05631388239593273,C00
BB,holdout,C01,13,0.010188662271916088,C00
BB,holdout,C01,14,-0.013992637413244031,C00
BB,holdout,C01,15,0.13471988787626646,C00
BB,holdout,C01,16,-0.03762285287459108,C00
BB,holdout,C01,17,-0.16054046744107048,C00
BB,holdout,C01,18,0.13077423477309344,C00
BB,holdout,C01,19,0.0806331103206102,C00
BB,holdout,C01,20,-0.007114893635796676,C00
BB,holdout,C01,21,0.06581437495341036,C00
BB,holdout,C01,22,0.12216781776982964,C00
BB,holdout,C01,23,0.007962431726446777,C00
