run,condition_hz,fold_index,arm,selected_axis,training_cv_i_ba,training_cv_q_ba,balanced_accuracy,mcc,kappa,tn,fp,fn,tp,ara_raw_disagreements,pole_reversal_disagreements,complement_max_residual,ara_out_of_range_fraction,score_margin_median
replication_prep_second,50,2,raw_iq_lda,I,0.8064199999999999,0.5222939999999999,0.89408,0.7987316303253467,0.78816,48758,1242,9350,40650,,,,,1.8381629554123067
replication_prep_second,50,2,raw_iq_qda,I,0.8064199999999999,0.5222939999999999,0.8922,0.7955887119954504,0.7844,48788,1212,9568,40432,,,,,
replication_prep_second,50,2,label_shuffle,I,0.8064199999999999,0.5222939999999999,0.70167,0.40334188837047347,0.40334000000000003,35160,14840,14993,35007,,,,,
replication_prep_second,50,2,pair_destroyed,I,0.8064199999999999,0.5222939999999999,0.89418,0.7989024055280916,0.78836,48757,1243,9339,40661,,,,,
replication_prep_second,250,3,i_only,I,0.810196,0.538148,0.84104,0.6870547023573977,0.68208,45055,4945,10951,39049,,,,,
replication_prep_second,250,3,q_only,I,0.810196,0.538148,0.50139,0.002894867925813725,0.0027800000000000047,18097,31903,17958,32042,,,,,
replication_prep_second,250,3,selected_onecut,I,0.810196,0.538148,0.84104,0.6870547023573977,0.68208,45055,4945,10951,39049,,,,,
replication_prep_second,250,3,ara_twocut,I,0.810196,0.538148,0.8391500000000001,0.6826772154598452,0.6782999999999999,44784,5216,10869,39131,0,0,4.440892098500626e-16,0.45595,1.7881596297079478
replication_prep_second,250,3,raw_iq_lda,I,0.810196,0.538148,0.8391500000000001,0.6826772154598452,0.6782999999999999,44784,5216,10869,39131,,,,,1.7881596297079325
replication_prep_second,250,3,raw_iq_qda,I,0.810196,0.538148,0.84149,0.6883285589302887,0.6829799999999999,45185,4815,11036,38964,,,,,
replication_prep_second,250,3,label_shuffle,I,0.810196,0.538148,0.8177300000000001,0.6361257829263891,0.6354599999999999,42030,7970,10257,39743,,,,,
replication_prep_second,250,3,pair_destroyed,I,0.810196,0.538148,0.83892,0.6821690523981202,0.67784,44758,5242,10866,39134,,,,,
replication_prep_second,500,4,i_only,I,0.822942,0.538742,0.77694,0.5573240360962335,0.5538799999999999,41622,8378,13928,36072,,,,,
replication_prep_second,500,4,q_only,I,0.822942,0.538742,0.49987000000000004,-0.0002643873207958414,-0.000260000000000038,20458,29542,20471,29529,,,,,
replication_prep_second,500,4,selected_onecut,I,0.822942,0.538742,0.77694,0.5573240360962335,0.5538799999999999,41622,8378,13928,36072,,,,,
replication_prep_second,500,4,ara_twocut,I,0.822942,0.538742,0.7760800000000001,0.5552504429914641,0.55216,41438,8562,13830,36170,0,0,4.440892098500626e-16,0.460055,1.9245675243552673
replication_prep_second,500,4,raw_iq_lda,I,0.822942,0.538742,0.7760800000000001,0.5552504429914641,0.55216,41438,8562,13830,36170,,,,,1.9245675243552702
replication_prep_second,500,4,raw_iq_qda,I,0.822942,0.538742,0.77752,0.5586307545671051,0.55504,41706,8294,13954,36046,,,,,
replication_prep_second,500,4,label_shuffle,I,0.822942,0.538742,0.66661,0.33428553658254523,0.33322000000000007,35325,14675,18664,31336,,,,,
replication_prep_second,500,4,pair_destroyed,I,0.822942,0.538742,0.7755099999999999,0.5540348033116874,0.5510200000000001,41380,8620,13829,36171,,,,,
replication_prep_second,1000,5,i_only,I,0.8485900000000001,0.5301640000000001,0.69336,0.39849326705775295,0.38671999999999995,40700,9300,21364,28636,,,,,
replication_prep_second,1000,5,q_only,I,0.8485900000000001,0.5301640000000001,0.54551,0.09203604038124186,0.0910200000000001,30980,19020,26429,23571,,,,,
replication_prep_second,1000,5,selected_onecut,I,0.8485900000000001,0.5301640000000001,0.69336,0.39849326705775295,0.38671999999999995,40700,9300,21364,28636,,,,,
replication_prep_second,1000,5,ara_twocut,I,0.8485900000000001,0.5301640000000001,0.69306,0.39787907845288756,0.38612,40686,9314,21380,28620,0,0,4.440892098500626e-16,0.509225,2.3745135865605267
replication_prep_second,1000,5,raw_iq_lda,I,0.8485900000000001,0.5301640000000001,0.69306,0.39787907845288756,0.38612,40686,9314,21380,28620,,,,,2.374513586560523
replication_prep_second,1000,5,raw_iq_qda,I,0.8485900000000001,0.5301640000000001,0.69338,0.39844889567381564,0.38676,40680,9320,21342,28658,,,,,
replication_prep_second,1000,5,label_shuffle,I,0.8485900000000001,0.5301640000000001,0.3715,-0.261880507352781,-0.257,13771,36229,26621,23379,,,,,
replication_prep_second,1000,5,pair_destroyed,I,0.8485900000000001,0.5301640000000001,0.69347,0.3991889144997035,0.38694000000000006,40819,9181,21472,28528,,,,,
