basis,shot_index,target,vertical_state_score,vertical_travel_score,vertical_both_score,past_control_score,broken_control_score,q21_topology_score
X,0,1,0.27178709018682873,0.610609041448059,0.6645620338434888,1.0746118707616201,0.4334209112593699,1.8284658269993272
X,2173,1,-0.009240559459916593,-0.017357719104024436,-0.08355722284172605,0.33642911942886566,0.42673994603937715,-1.079449381827895
X,4347,1,-0.255376546220892,-0.3771227826751592,-0.40739036819908553,-0.5392444478417207,-0.625953608589495,0.5735657143611377
X,6521,0,0.20802568254419337,0.36695184293356975,0.39563099843954985,0.9951881772188125,0.5351733712234031,-0.5999861144625326
X,8695,0,0.0447682184715734,0.12308018926902255,0.09414921475681669,0.4704617060336817,0.23441061301116273,-0.044507162464960004
X,10869,0,0.3923317367024961,0.88519768458173,0.8520655808900355,1.7932721460362784,1.433679285948443,1.2302737819515361
X,13043,0,-0.2796507305107567,-0.8710005575717845,-0.8760915690011142,-0.8869627775750447,-0.5330523331434315,-1.6457342225811886
X,15217,0,-0.10031327759200649,-0.24431155052075562,-0.23089712668538495,-0.40220962718723147,-0.7838408672361783,-0.08287230918731109
X,17390,0,-0.26368757420332256,-0.3474551244864807,-0.38911865773926974,-0.592312311046994,-0.7388395560862675,-0.09708044578159149
X,19564,1,0.18385635626515828,0.5398019610570939,0.49128772391904446,1.4507240083103052,0.9693933575904667,0.7793351846071548
X,21738,1,0.029239977386879563,0.3195195640093319,0.25559941102740763,0.4113868345089288,0.26346382249006917,1.1988468053602805
X,23912,0,-0.22418039831611555,-0.29337171100213577,-0.3836326706331083,-0.3230574746778189,-0.20295883113601937,-1.009396310651444
X,26086,1,-0.023895183380670433,-0.037262019767313526,-0.11834894185145615,-0.06412859231838021,-0.06209757017078896,0.9626710943028209
X,28260,1,0.34297908101640795,0.658400993638255,0.726086728129204,1.4657868249638888,0.8918759393469349,1.110071062371997
X,30434,0,0.10190721118551115,0.4067758764598665,0.3502973408421042,0.7868972158994237,0.599465035548836,-0.15809959048594097
X,32608,1,0.12442537058645572,0.4995947815365529,0.4536715256922915,1.426202079020315,0.8353865063912157,-0.7139394455293515
X,34781,0,0.010055793955164597,0.3905489012563087,0.3029622584510627,0.8446925585956182,0.019054468756076744,0.3157653410644215
X,36955,0,-0.06806682547724066,0.2585533903768479,0.14523205868415856,0.5476843926736452,0.6316679115370917,-0.10142428062834795
X,39129,0,0.14630484555592504,0.3558030211934217,0.3549556260632244,0.6769415827669457,0.10612204618879474,0.6505636602665916
X,41303,1,-0.3015422424580638,-1.278224031095109,-1.222349905592697,-0.7637685804902423,-0.8560033011204706,-1.2322775486108086
X,43477,0,-0.08209241304194331,0.15605633335567518,0.07984249638906984,0.5275630409392281,0.2183249947634264,0.059952336434309444
X,45651,0,0.08345060200056179,0.21045780266664654,0.301261699261048,0.5917310628993124,-0.42167717454453896,-0.5767440384076239
X,47825,0,-0.15559412773332093,-0.1895487247443866,-0.26015877563729484,-0.32174179780675843,-0.16647206004571874,0.07641312061171764
X,49999,1,0.21888166040485327,0.38071409233877457,0.38510744657811624,1.0564218230450442,0.27916745134898224,-2.298134540802198
Z,0,0,-0.22854067508706039,0.09966425520792337,0.054982642282499675,-0.714720703836795,-0.8613065737877242,0.88917531989594
Z,2173,0,0.116886954153729,0.03153717411205919,0.07451707951278938,0.23102482314972633,-0.004828608613150473,0.2927901126341629
Z,4347,0,-0.01570370821371602,0.4645033438760161,0.3742594908277981,0.9067228440946111,0.47824217112255407,-0.9775729293609456
Z,6521,1,0.09243074909086088,0.17443149058655316,0.13739185218939845,0.4080999140286738,0.3411859113372449,0.3556079557105196
Z,8695,1,0.10161865510764397,0.3495955748345786,0.3793976948623604,0.9356037261210691,0.4463368727361541,-0.39298928118391335
Z,10869,1,0.20321590286501803,0.2909970224913298,0.31252031363463273,0.8341667652867045,0.5575749873655035,1.5117411713378002
Z,13043,1,-0.30901615900711704,-0.4585572742942659,-0.49992517637339345,-0.39185032345033594,-0.7592304625449631,0.5400054723972844
Z,15217,1,0.06162179515494699,0.17639277025340647,0.13787696899173185,0.3636582533954975,0.4190901349247078,-1.8457015900864373
Z,17390,1,-0.01103813499001282,-0.15831764924186,-0.11920133014272905,-0.03333657496825623,-0.17948600586663116,0.33490659045485893
Z,19564,1,0.05588579678443496,-0.35370633101376414,-0.2593368838154778,-0.02687213375188531,-0.45668381971491573,0.4041517542132935
Z,21738,0,0.024784730919010286,-0.6194808662366502,-0.46671842692323295,-0.4097322952276486,-0.6746209739622921,2.393008911812912
Z,23912,0,-0.008061748387400338,-0.0207879772710043,-0.018589620631900602,0.4182016205871981,0.2318320721318279,-0.8855924422703016
Z,26086,1,0.3967752549568925,0.7702038671423358,0.7688823142026803,1.4520056260783862,0.5727433981880494,0.8290520203805489
Z,28260,1,0.0835580980506323,-0.04481623790629424,-0.05969540518614072,-0.039885074172428134,0.12965107785550545,0.19235936927825603
Z,30434,0,0.0352107721114991,-0.03582882576683703,-0.06657027585272736,0.18733070445636474,0.015633711218222747,-0.3944951386754193
Z,32608,1,0.06843434847850148,0.06500273315636079,0.08769610541463854,0.4887566089165645,0.1459389373360157,0.019489273714318897
Z,34781,0,-0.053651822545707835,0.05708429089918166,0.006894275518427372,0.3623060169792354,0.353022500373571,-0.9429832444764736
Z,36955,1,-0.15897041674279097,-0.2926214828177822,-0.294980379592308,0.07123609003738564,-0.033762447167265466,0.5876978427676903
Z,39129,0,-0.07861171058763715,-0.157149677934118,-0.15055521612026262,-0.0025756707768775193,0.0061236657260285935,-0.051792382864339084
Z,41303,0,0.14618392278049555,0.4628628438087281,0.4178192094280425,1.1650028445842164,0.8020662970488097,-1.0723797121315188
Z,43477,0,0.17725012425673145,0.41543591281484615,0.45736187044285354,0.8392519585400242,0.6656092294393483,-0.43351874402933865
Z,45651,0,0.17865985772255588,0.3801964193772183,0.426903790051632,0.4450168861760706,0.0898268539881362,2.093255210742334
Z,47825,0,-0.19892674450006265,-0.6574631807665782,-0.6669749150992054,-0.6216093551748324,-1.0245369222723135,1.499521951256289
Z,49999,0,-0.14045822143326886,-0.06872394486734916,-0.11566673429719238,0.31158556463021975,0.10631368571409346,0.07119116079160676
