branch,seed,pair,time,source_x,neighbour_x,mirror_x,split
c2,0,0-2,225,0.2491666915939069,0.5811767556218147,0.2491666915939069,exposed
c2,0,0-2,226,0.49038805619597037,0.5713304023476712,0.49038805619597037,exposed
c2,0,0-2,227,0.7580232381474413,0.4367314437661183,0.7580232381474413,exposed
c2,0,0-2,228,0.9901784890995505,0.22658912893779345,0.9901784890995505,exposed
c2,0,0-2,229,0.3051372756167952,0.31598801244177555,0.3051372756167952,exposed
c2,0,0-2,230,0.13509139523257974,0.23008998867201091,0.13509139523257974,exposed
c2,0,0-2,231,0.7393544225552928,1.01749097180342,0.7393544225552928,exposed
c2,0,0-2,232,0.9035098814827207,0.0971224642639135,0.9035098814827207,exposed
c2,0,0-2,233,1.5517510708112032,1.9165879201828506,1.5517510708112032,exposed
c2,0,0-2,234,1.6583053126322256,0.34883980904207884,1.6583053126322256,exposed
c2,0,0-2,235,2.1157951103871797,2.369431441370764,2.1157951103871797,exposed
c2,0,0-2,236,1.9784901412096643,0.44390648539299277,1.9784901412096643,exposed
c2,0,0-2,237,2.221706910693079,2.0777793865286194,2.221706910693079,exposed
c2,0,0-2,238,2.1298769954351258,1.4510710640123885,2.1298769954351258,exposed
c2,0,0-2,239,1.6279003194112251,0.35005570191711916,1.6279003194112251,exposed
c2,0,0-2,240,1.574292809103095,0.40444427981144565,1.574292809103095,exposed
c2,0,0-2,241,0.894418028785939,0.4100258553937484,0.894418028785939,exposed
c2,0,0-2,242,0.2709792523990225,1.1795891555448192,0.2709792523990225,exposed
c2,0,0-2,243,0.6623747116478622,0.37566477516547364,0.6623747116478622,exposed
c2,0,0-2,244,1.016246524560132,1.177402610851514,1.016246524560132,exposed
c2,0,0-2,245,0.3206289664157682,1.6028437045165742,0.3206289664157682,exposed
c2,0,0-2,246,0.03766390981577924,1.9455498567004283,0.03766390981577924,exposed
c2,0,0-2,247,0.3279674758793774,2.044550117245107,0.3279674758793774,exposed
c2,0,0-2,248,0.05161337884900944,0.7807634554039043,0.05161337884900944,exposed
c2,0,0-2,249,0.07589803422956411,1.1791903295180977,0.07589803422956411,exposed
c2,0,0-2,250,0.09297040016618673,0.6438362496667257,1.574292809103095,hidden
c2,0,0-2,251,0.003644408572829992,0.0881205027906571,1.6279003194112251,hidden
c2,0,0-2,252,0.006493910677153861,0.6154928588002175,2.1298769954351258,hidden
c2,0,0-2,253,0.05522651545490802,0.5634857868591275,2.221706910693079,hidden
c2,0,0-2,254,0.2948988017084081,0.9997741780558729,1.9784901412096643,hidden
c2,0,0-2,255,0.7017077954668437,1.5129442190889881,2.1157951103871797,hidden
c2,0,0-2,256,1.2045028362869665,1.712394998559226,1.6583053126322256,hidden
c2,0,0-2,257,1.6913480726608108,1.5286938716543554,1.5517510708112032,hidden
c2,0,0-2,258,2.043426652388548,1.0311238648095657,1.5517510708112032,hidden
c2,0,0-2,259,2.402614366400684,0.9297402523988423,1.5517510708112032,hidden
c2,0,0-2,260,2.4780702365963756,0.24827269981420946,1.5517510708112032,hidden
c2,0,0-2,261,2.3904116705378073,0.747148933336007,1.5517510708112032,hidden
c2,0,0-2,262,2.1355546757905848,0.47632762692395075,1.5517510708112032,hidden
c2,0,0-2,263,1.673285215036891,0.9664451426019263,1.5517510708112032,hidden
c2,0,0-2,264,1.2147770615244657,0.4427620299193269,1.5517510708112032,hidden
c2,0,0-2,265,0.6965136335321822,0.7095689420315306,1.5517510708112032,hidden
c2,0,0-2,266,0.4276807979732315,1.2612472008097282,1.5517510708112032,hidden
c2,0,0-2,267,0.061383026445579705,0.28286246807110754,1.5517510708112032,hidden
c2,0,0-2,268,0.011770098413508191,1.0254382067244197,1.5517510708112032,hidden
c2,0,0-2,269,0.20422811454213938,0.2651192066449303,1.5517510708112032,hidden
c2,0,0-2,270,0.11752409782842164,0.6102321138023088,1.5517510708112032,hidden
c2,0,0-2,271,0.34575903089715826,0.6481802367489399,1.5517510708112032,hidden
c2,0,0-2,272,0.5926226906344597,0.9348712813302585,1.5517510708112032,hidden
c2,0,0-2,273,0.7867665427002862,1.0535945225446823,1.5517510708112032,hidden
c2,0,0-2,274,0.8728774550514109,0.9396332313265848,1.5517510708112032,hidden
c2,0,0-2,275,0.4065155972766033,0.9569706557115872,1.5517510708112032,hidden
c2,0,0-2,276,0.08950915099679228,0.8914633164855805,1.5517510708112032,hidden
c2,0,0-2,277,0.03175986672057319,0.719162193287635,1.5517510708112032,hidden
c2,0,0-2,278,0.03579351122354242,0.5030869472824534,1.5517510708112032,hidden
c2,0,0-2,279,0.10974656013318167,0.7535586802903044,1.5517510708112032,hidden
c2,0,0-2,280,0.0820815815659602,0.41348071751388193,1.5517510708112032,hidden
c2,0,0-2,281,0.12147111778418321,0.15830751726641673,1.5517510708112032,hidden
c2,0,0-2,282,0.13805574708887086,0.17469912460904544,1.5517510708112032,hidden
c2,0,0-2,283,0.12634249106016213,0.15161819721356912,1.5517510708112032,hidden
c2,0,0-2,284,0.09019227039328082,0.09715750991558707,1.5517510708112032,hidden
c2,0,0-2,285,0.04203651146030982,0.03215964890499739,1.5517510708112032,hidden
c2,0,0-2,286,0.002748413520046704,0.015487069767481869,1.5517510708112032,hidden
c2,0,0-2,287,0.0315563798173579,0.07592201173773437,1.5517510708112032,hidden
c2,0,0-2,288,0.05750752108637588,0.025655657556018747,1.5517510708112032,hidden
c2,0,0-2,289,0.0680337366860045,0.11471045234058175,1.5517510708112032,hidden
c2,0,0-2,290,0.12030503708912288,0.040113917999407625,1.5517510708112032,hidden
c2,0,0-2,291,0.08191262231268277,0.14955710655359733,1.5517510708112032,hidden
c2,0,0-2,292,0.15699807785828315,0.10448991521682313,1.5517510708112032,hidden
c2,0,0-2,293,0.07169792160555521,0.19301085181536026,1.5517510708112032,hidden
c2,0,0-2,294,0.01664525912576075,0.1630378941462215,1.5517510708112032,hidden
c2,0,0-2,295,0.08628417736331792,0.20302196288242286,1.5517510708112032,hidden
c2,0,0-2,296,0.010203196133166809,0.17784631645114019,1.5517510708112032,hidden
c2,0,0-2,297,0.014378235272435765,0.1312728717770548,1.5517510708112032,hidden
c2,0,0-2,298,0.013396586905610599,0.11118204469976817,1.5517510708112032,hidden
c2,0,0-2,299,0.008814106375185924,0.09222194833927806,1.5517510708112032,hidden
c2,0,0-2,300,0.021162793132724258,0.13966264231240166,1.5517510708112032,hidden
c2,0,0-2,301,0.10882691051632704,0.23428223617372104,1.5517510708112032,hidden
c2,0,0-2,302,0.012838564330597784,0.17516369381220467,1.5517510708112032,hidden
c2,0,0-2,303,0.006081798413052304,0.08425582185882326,1.5517510708112032,hidden
c2,0,0-2,304,0.012595038246854661,0.1742575144370922,1.5517510708112032,hidden
c2,0,0-2,305,0.005450962947723638,0.04321113150362544,1.5517510708112032,hidden
c2,0,0-2,306,0.006568311863243521,0.04256929186694187,1.5517510708112032,hidden
c2,0,0-2,307,0.012766046914033777,0.1991635058221834,1.5517510708112032,hidden
c2,0,0-2,308,0.028643408558332088,0.0910278965851069,1.5517510708112032,hidden
c2,0,0-2,309,0.01402756961038463,0.32684733588344195,1.5517510708112032,hidden
c2,0,0-2,310,0.13525326311581287,0.41222686593055063,1.5517510708112032,hidden
c2,0,0-2,311,0.3462535007491353,0.42182136698529,1.5517510708112032,hidden
c2,0,0-2,312,0.6038978257448767,0.34808681478508763,1.5517510708112032,hidden
c2,0,0-2,313,0.621273926760063,0.8699215234362271,1.5517510708112032,hidden
c2,0,0-2,314,0.9435886813596928,0.27565778088565657,1.5517510708112032,hidden
c2,0,0-2,315,0.9826818524305093,0.6951952989221062,1.5517510708112032,hidden
c2,0,0-2,316,1.328273109948842,0.1782753082625031,1.5517510708112032,hidden
c2,0,0-2,317,1.5362679119411724,0.3894178021868938,1.5517510708112032,hidden
c2,0,0-2,318,1.551598005459136,0.6237495906783541,1.5517510708112032,hidden
c2,0,0-2,319,1.9158539399473693,0.24096341474098826,1.5517510708112032,hidden
c2,0,0-2,320,1.8311222075426359,0.6835102762289863,1.5517510708112032,hidden
c2,0,0-2,321,2.028821900172892,0.584450306920877,1.5517510708112032,hidden
c2,0,0-2,322,1.8350107296646987,0.5583127091120783,1.5517510708112032,hidden
c2,0,0-2,323,1.434744706667126,0.6635963071726091,1.5517510708112032,hidden
c2,0,0-2,324,1.246532519020567,1.0973787704610545,1.5517510708112032,hidden
c2,0,0-2,325,0.869017839613973,0.4179819185877067,1.5517510708112032,hidden
c2,0,0-2,326,0.4088788779224739,0.6959913808767615,1.5517510708112032,hidden
c2,0,0-2,327,0.19206483109728673,0.3354480094150778,1.5517510708112032,hidden
c2,0,0-2,328,0.028064540658327974,0.5698630728060391,1.5517510708112032,hidden
c2,0,0-2,329,0.0575383657604574,0.7321757749578691,1.5517510708112032,hidden
c2,0,0-2,330,0.14296819619066187,0.7534980284208689,1.5517510708112032,hidden
c2,0,0-2,331,0.5973120043259683,0.7691092820117648,1.5517510708112032,hidden
c2,0,0-2,332,1.1787323359304656,0.9986049485168025,1.5517510708112032,hidden
c2,0,0-2,333,0.8914899853809858,0.6452923650394499,1.5517510708112032,hidden
c2,0,0-2,334,1.2007822785570637,0.9932502961720857,1.5517510708112032,hidden
c2,0,0-2,335,1.3526273101009423,0.9342335820440781,1.5517510708112032,hidden
c2,0,0-2,336,1.3041701560027554,0.6845240827357968,1.5517510708112032,hidden
c2,0,0-2,337,0.821717653283012,0.9837980753760209,1.5517510708112032,hidden
c2,0,0-2,338,0.48649262575830876,0.17111190316111038,1.5517510708112032,hidden
c2,0,0-2,339,0.15393156570357622,0.19724456876625063,1.5517510708112032,hidden
c2,0,0-2,340,0.03590639214535851,1.084103221995026,1.5517510708112032,hidden
c2,0,0-2,341,0.15765228261125777,0.4955118894285556,1.5517510708112032,hidden
c2,0,0-2,342,0.37469914285567674,0.7363994767719592,1.5517510708112032,hidden
c2,0,0-2,343,0.4675606574622945,0.8365637405202105,1.5517510708112032,hidden
c2,0,0-2,344,0.3912456729590153,0.7577402594941185,1.5517510708112032,hidden
c2,0,0-2,345,0.17724226000915927,0.2537431877670862,1.5517510708112032,hidden
c2,0,0-2,346,0.012236280384475209,0.4696445825559575,1.5517510708112032,hidden
c2,0,0-2,347,0.0696380815593575,0.37419382288257214,1.5517510708112032,hidden
c2,0,0-2,348,0.14872976323553366,0.4246580037545067,1.5517510708112032,hidden
c2,0,0-2,349,0.16596499191650674,0.38667411526590784,1.5517510708112032,hidden
c2,0,0-2,350,0.3478912490793636,0.3888801919881317,1.5517510708112032,hidden
c2,0,0-2,351,0.5606953211372849,0.362424496351879,1.5517510708112032,hidden
c2,0,0-2,352,0.3842487908442063,0.37079493583095197,1.5517510708112032,hidden
c2,0,0-2,353,0.457935304522181,0.07579649594718212,1.5517510708112032,hidden
c2,0,0-2,354,0.48272873983702425,0.004427714170166122,1.5517510708112032,hidden
c2,0,0-2,355,0.4522912425135986,0.07340601426254272,1.5517510708112032,hidden
c2,0,0-2,356,0.3743968642537889,0.16449094311601334,1.5517510708112032,hidden
