seed,source_pair,counterpart_pair,lag,development_opposition,pair_control
30,64,25,4,0.8153501549753777,30
30,65,51,0,0.8079021355277352,56
31,0,24,3,0.8110319788224178,25
31,1,53,2,0.7818609074077435,55
31,2,43,2,0.8369336579990828,48
31,9,21,3,0.8227822702935684,24
31,10,2,7,0.817288356429516,9
31,11,10,1,0.7834223038649503,12
31,12,0,4,0.7955180578946863,1
31,16,10,1,0.78472068477332,11
31,19,10,0,0.7903605356865929,11
31,20,38,6,0.7650305125270445,43
31,21,0,4,0.7902148867459482,1
31,24,38,0,0.8224262145104766,43
31,25,10,1,0.8188104309213499,11
31,28,10,0,0.81353127031388,11
31,32,43,3,0.8693959384275826,48
31,33,38,0,0.8134156411348674,43
31,34,43,3,0.8078167592377848,48
31,36,0,4,0.6533591164656581,1
31,37,43,2,0.8592468925664546,48
31,38,24,0,0.8224262145104766,25
31,43,28,6,0.8565596024288875,32
31,48,10,4,0.7712444820466328,11
31,50,43,0,0.8295868845852208,48
31,51,0,5,0.801480183472257,1
31,52,43,3,0.8074778123471987,48
31,53,9,6,0.8599103427221301,10
31,55,43,2,0.8509495867007206,48
31,56,53,4,0.7462166516619989,55
31,57,10,2,0.7911667146463253,11
31,60,53,4,0.7824612620619785,55
31,65,0,3,0.7943007328545296,1
32,3,57,6,0.7383941592021185,62
32,4,65,0,0.6782233387189542,3
32,5,65,1,0.6615585473124387,3
32,6,52,0,0.7445506985276366,53
32,14,52,6,0.6822905185037613,53
32,15,52,7,0.7522823213869048,53
32,16,65,1,0.682020546364968,3
32,21,56,7,0.7549278526856152,57
32,28,52,3,0.7356479311108559,53
32,29,56,6,0.7480199100781839,57
32,36,56,6,0.7210289318430585,57
32,37,40,3,0.73929553016059,42
32,40,6,7,0.7534987404717876,14
32,42,6,7,0.48996062047852,14
32,45,52,7,0.739639031375424,53
32,47,51,6,0.44365557422501134,52
32,51,53,4,0.7591018837210491,56
32,52,57,0,0.7914493037266302,62
32,53,56,4,0.7595295539176198,57
32,56,53,4,0.7601370661370789,57
32,57,52,0,0.79144930372663,53
32,62,63,0,0.7682136354390849,65
32,63,62,0,0.7682136354390849,65
32,65,53,6,0.7726992901959662,56
34,0,21,5,0.7662170717782439,28
34,1,12,0,0.792384460282344,21
34,2,21,4,0.8044644462886237,28
34,8,53,6,0.6781760086476233,56
34,9,28,7,0.7318108013186694,37
34,11,21,4,0.7877532816170044,28
34,12,28,1,0.8309231858883204,37
34,21,65,5,0.812975847260898,0
34,28,37,0,0.813754522961969,41
34,37,28,0,0.813754522961969,41
34,41,21,7,0.6951031132723602,28
34,42,12,3,0.7862757343499807,21
34,47,28,4,0.824453988767391,37
34,48,0,6,0.663535885404932,1
34,49,1,5,0.5865937566726669,2
34,53,47,0,0.7517609511468699,48
34,56,28,4,0.747132596608924,37
34,60,65,0,0.7680491337423799,0
34,65,0,2,0.819762677500288,1
35,0,4,7,0.7757695525978833,5
35,2,55,1,0.7506687460624306,56
35,4,55,0,0.814844768836741,56
35,5,56,7,0.7621637765290716,62
35,10,56,7,0.855117993355844,62
35,11,10,2,0.8417818566670715,14
35,14,4,7,0.7841235863517818,5
35,18,24,0,0.6901255309698109,28
35,23,30,1,0.6570866649870131,34
35,24,55,7,0.742444815360494,56
35,28,56,2,0.40571697251115113,62
35,30,10,6,0.7936408994727348,11
35,34,24,4,0.743534130251725,28
35,45,10,3,0.8238782263078145,11
35,50,10,4,0.7878719333767519,11
35,54,4,0,0.6720471422968428,5
35,55,4,0,0.814844768836741,5
35,56,10,0,0.8348532896617574,11
35,62,55,6,0.7224780507455308,56
36,2,10,4,0.6143945356998466,11
36,3,16,3,0.7558254716525284,26
36,5,16,4,0.7426193278860138,26
36,10,11,7,0.5139990803420265,16
36,11,2,1,0.5903680409170788,3
36,16,37,4,0.7377280077170588,58
36,26,5,4,0.6129804400478643,10
36,27,16,0,0.6943874377043869,26
36,37,3,0,0.6857936998096131,5
36,58,16,7,0.6612568360944764,26
36,60,16,0,0.6738988429772231,26
37,13,44,7,0.5594180875766789,54
37,44,57,3,0.5475635794290452,13
37,54,13,3,0.10877651343208725,44
37,57,54,7,0.1507129311824039,13
38,3,60,7,0.6590301768438934,61
38,9,61,6,0.577931875883861,64
38,13,64,4,0.5779146109392308,3
38,38,51,6,0.6983837168664394,53
38,51,38,1,0.7172629402874788,53
38,53,58,1,0.6629477473962311,60
38,55,58,0,0.6575399997756958,60
38,56,64,1,0.6872120386637066,3
38,58,61,7,0.6676365865672296,64
38,60,51,3,0.6827084994361876,53
38,61,64,0,0.7564855758022779,3
38,64,61,0,0.7564855758022779,3
39,6,64,2,0.591740103851088,10
39,10,63,5,0.621375849355636,64
39,14,31,7,0.6197479311123002,46
39,15,10,7,0.5334717040630936,14
39,31,6,2,0.5831555127085889,10
39,46,63,1,0.69734621968627,64
39,47,31,7,0.4256531729069377,46
39,52,63,1,0.6994475273478876,64
39,63,52,7,0.737781587520823,64
39,64,31,3,0.7345041935479119,46
40,2,63,1,0.7248044250874985,3
40,3,20,0,0.6972451626410092,22
40,6,63,2,0.767096067873511,2
40,7,20,0,0.7547533156026512,22
40,10,17,3,0.7336376058966119,19
40,16,7,0,0.7439204653789443,10
40,17,6,4,0.740569566093143,7
40,19,7,1,0.6806843408465302,10
40,20,7,0,0.7547533156026512,10
40,22,7,7,0.7485592718365992,10
40,37,20,7,0.7043390896892493,22
40,41,20,0,0.7160672344897306,22
40,44,10,3,0.6918427991271119,16
40,46,58,7,0.574859471018381,59
40,52,16,1,0.5573190661644405,17
40,56,63,2,0.7544473478602451,2
40,58,7,1,0.6474363576188195,10
40,59,20,7,0.7123904975146066,22
40,60,16,1,0.7012152991779883,17
40,62,17,3,0.7067268000868338,19
40,63,56,5,0.7982904570461168,58
41,7,65,0,0.4252052907156338,9
41,9,20,0,0.8170913154956019,21
41,10,19,4,0.7911709241724085,20
41,11,20,6,0.8125936022877952,21
41,15,9,2,0.7353256982083339,10
41,18,61,0,0.7442560942718368,62
41,19,62,4,0.8480768101725257,63
41,20,9,0,0.8170913154956019,10
41,21,19,1,0.7981964867054284,20
41,23,11,5,0.7213363845719537,15
41,25,20,4,0.7976530478238802,21
41,27,32,2,0.749989769376264,33
41,29,20,6,0.7881403787170266,21
41,30,46,0,0.6184717210506225,49
41,32,9,4,0.7978312925473776,10
41,33,40,5,0.6033831508702289,46
41,36,46,3,0.7499325223445872,49
41,40,63,7,0.8061707319248975,64
41,46,20,3,0.8083888513918114,21
41,49,20,1,0.6036624717752281,21
41,51,19,7,0.7970126913777571,20
41,53,9,2,0.7374248678875591,10
41,61,20,0,0.8100091453871743,21
41,62,63,4,0.8104047774350273,64
41,63,62,4,0.8094995850527226,64
41,64,61,0,0.7997415442387094,62
41,65,19,4,0.7291207542966097,20
42,1,51,6,0.8736752762533532,53
42,2,11,0,0.852633155692788,12
42,3,46,1,0.7718576174422206,47
42,5,10,6,0.7462919631336512,11
42,10,28,0,0.8086342201634213,30
42,11,2,0,0.852633155692788,3
42,12,1,4,0.8007152613979664,2
42,14,26,6,0.7263283533880452,27
42,16,26,6,0.7876933815502245,27
42,19,10,0,0.8054661317310484,11
42,21,1,4,0.8668638551273005,2
42,22,27,3,0.7639667926086738,28
42,23,11,7,0.8259767910644373,12
42,26,19,7,0.8441470667334027,21
42,27,12,4,0.8573792764520024,14
42,28,10,0,0.8086342201634207,11
42,30,11,0,0.7818057409774779,12
42,31,1,3,0.756528891872517,2
42,34,1,4,0.8480808577030365,2
42,35,10,7,0.8486174486963984,11
42,37,11,1,0.785153613935571,12
42,38,1,3,0.8833365093784639,2
42,39,64,5,0.8000311661151881,65
42,42,10,7,0.8304623447593742,11
42,46,26,6,0.8324456979289002,27
42,47,26,7,0.8337010492347253,27
42,49,26,7,0.8096906720532078,27
42,51,1,2,0.8315605430125415,2
42,53,10,6,0.6744553253876943,11
42,56,26,7,0.8074580133939435,27
42,61,64,0,0.8175340067731762,65
42,62,51,7,0.7810736175781554,53
42,63,22,5,0.7890791493781053,23
42,64,10,7,0.8332868197354184,11
42,65,1,5,0.8976913191351923,2
43,0,6,4,0.88111690158196,8
43,1,22,7,0.9112237032626765,23
43,2,65,7,0.8559673828705208,0
43,3,22,7,0.8986885918766335,23
43,4,65,7,0.8250041916102301,0
43,5,1,7,0.887782367401506,2
43,6,64,6,0.8767147731220979,65
43,8,1,6,0.8630610476744979,2
43,11,65,7,0.8402158284934905,0
43,12,3,0,0.8847032675980382,4
43,13,65,7,0.839739078017943,0
43,14,3,0,0.8833812293817841,4
43,15,6,4,0.8892418880730973,8
43,16,33,7,0.8835508559959312,38
43,17,33,6,0.8329539890421079,38
43,20,56,7,0.8234231400738586,59
43,21,64,7,0.8181701630349848,65
43,22,31,0,0.8819111381781252,32
43,23,64,0,0.8503191533794505,65
43,24,1,7,0.8799687637764331,2
43,25,30,3,0.7537418894946293,31
43,27,22,6,0.8245791051939003,23
43,30,64,7,0.8787823451812641,65
43,31,22,0,0.8819111381781245,23
43,32,6,4,0.7938804485018077,8
43,33,1,0,0.8813249913452571,2
43,38,6,5,0.8696398007691786,8
43,39,1,7,0.8655877433102587,2
43,40,0,4,0.7207051316909248,1
43,42,22,6,0.8089018266173497,23
43,46,3,0,0.8704669569567266,4
43,51,61,6,0.8401796328145249,62
43,53,1,6,0.8475721358194196,2
43,54,22,5,0.8429990700339267,23
43,56,63,1,0.8409584619537299,64
43,59,16,6,0.8599839965055754,17
43,60,64,4,0.8409607670750537,65
43,61,64,4,0.8209568918861413,65
43,62,56,6,0.862710118953232,59
43,63,1,5,0.8696232939580831,2
43,64,65,4,0.8770650850939242,0
43,65,30,0,0.8475283234038629,31
45,3,37,0,0.8512378186656152,42
45,4,33,4,0.835096114153487,35
45,8,56,0,0.893483779290753,63
45,9,25,3,0.8491046647377763,26
45,10,56,0,0.8803386153177983,63
45,11,56,5,0.8525592394648274,63
45,19,25,2,0.8077456867602699,26
45,23,33,6,0.8081015206908062,35
45,25,37,5,0.8398533301698419,42
45,26,11,3,0.8218456391276353,19
45,30,45,0,0.8277323254338858,46
45,33,64,5,0.8359059185141079,65
45,35,3,0,0.8437054641290275,4
45,36,56,7,0.845651753105637,63
45,37,3,0,0.8512378186656152,4
45,42,8,3,0.790671679016609,9
45,43,35,0,0.8373285753928631,36
45,45,56,2,0.9104341416984181,63
45,46,25,6,0.8573924828783607,26
45,52,43,4,0.8636965625319657,45
45,53,3,2,0.8181133799662067,4
45,55,3,2,0.8425413559133788,4
45,56,8,0,0.8934837792907531,9
45,63,56,7,0.9257405730652277,64
45,64,43,1,0.8476075998613956,45
45,65,56,7,0.8851344400147875,63
46,0,56,2,0.8239851551168529,57
46,1,24,7,0.8670505001908865,25
46,2,32,3,0.8049460390013291,33
46,5,12,0,0.8499059086436992,15
46,6,38,1,0.7702775000033228,40
46,7,52,7,0.8641166221758866,53
46,9,65,4,0.8479108174709636,0
46,10,55,7,0.9095987574505482,56
46,11,32,3,0.8213438614568545,33
46,12,33,7,0.8740893860374371,34
46,15,25,3,0.7571746102667252,26
46,16,33,7,0.8680612659383901,34
46,18,33,7,0.8285373495623882,34
46,19,40,5,0.8810746240950305,42
46,20,65,4,0.844668350690171,0
46,21,32,4,0.8411594468119278,33
46,23,40,0,0.8518558115507361,42
46,24,33,0,0.889376642952347,34
46,25,60,3,0.7930237373215194,62
46,26,52,7,0.865499510652149,53
46,27,32,4,0.8306170296002858,33
46,28,32,3,0.7541376601208777,33
46,29,24,7,0.8573494517468552,25
46,30,52,1,0.816172959414948,53
46,32,9,5,0.8351768185795718,10
46,33,24,0,0.889376642952347,25
46,34,32,4,0.8498675472261994,33
46,35,52,0,0.8566584883412249,53
46,36,33,7,0.8771164394545704,34
46,37,38,1,0.741837395999731,40
46,38,32,6,0.8593423805859531,33
46,40,26,1,0.8741318165286586,27
46,42,10,3,0.8594809621547689,11
46,45,40,0,0.8585081556054928,42
46,47,40,0,0.8706142082723242,42
46,52,57,0,0.8962032031872944,58
46,53,25,4,0.8226732059942264,26
46,55,12,0,0.8435194122049197,15
46,56,0,5,0.8209427517015793,1
46,57,52,0,0.8962032031872941,53
46,58,33,7,0.8713684512655517,34
46,60,53,4,0.8535541975810238,55
46,62,52,7,0.8470187660821391,53
46,63,33,7,0.8487791093688444,34
46,65,34,2,0.825954362745945,35
47,0,65,7,0.8543980773487894,3
47,3,65,6,0.660268950619812,0
47,4,37,2,0.5903551346911147,39
47,7,18,0,0.8573663750311863,20
47,12,26,1,0.7983822023579974,27
47,13,21,2,0.5391576102503607,23
47,18,7,0,0.8573663750311863,12
47,20,42,7,0.7917524100977864,44
47,21,0,1,0.9005839032254149,3
47,23,7,6,0.7436436604534458,12
47,24,7,4,0.8231580461053728,12
47,26,7,6,0.8701275867245063,12
47,27,60,3,0.7056867961308173,61
47,28,7,5,0.8195605926352277,12
47,29,0,1,0.8821521103628396,3
47,30,49,0,0.8150661751122078,51
47,34,0,2,0.7154243497999041,3
47,35,61,0,0.8229412222000828,64
47,36,0,1,0.8772888873470089,3
47,37,42,6,0.8463031864610235,44
47,39,49,3,0.7425646526139004,51
47,42,54,3,0.8271467725490536,60
47,44,30,7,0.8368918758930252,34
47,48,51,0,0.8641489906916329,54
47,49,30,0,0.8150661751122078,34
47,51,60,0,0.8950938853800138,61
47,54,7,4,0.8182165664503762,12
47,60,51,0,0.8950938853800138,54
47,61,35,0,0.8229412222000828,36
47,64,18,6,0.8343962261591726,20
47,65,60,2,0.9034380747848135,61
48,0,27,0,0.8895449655479343,28
48,1,55,4,0.9031277856899256,56
48,2,27,1,0.872627458618657,28
48,4,45,4,0.8835579223744334,48
48,5,19,7,0.8858061675668428,20
48,7,27,1,0.8576291971185172,28
48,8,45,4,0.8613792508854368,48
48,9,27,0,0.8826109993239716,28
48,10,45,4,0.8685666322312634,48
48,11,20,4,0.8883994447234077,22
48,12,27,1,0.8851041641263494,28
48,14,55,4,0.8628370913474169,56
48,15,19,7,0.9046525791806995,20
48,17,50,2,0.8723540456740991,52
48,18,55,4,0.8094018898708464,56
48,19,27,0,0.9105406358079621,28
48,20,30,2,0.865607694071618,33
48,22,19,1,0.8802137244734705,20
48,23,27,7,0.9051355357568439,28
48,24,55,4,0.8861807887146534,56
48,25,40,7,0.868330743223611,41
48,27,29,7,0.9124544294664687,30
48,28,55,4,0.8737717186567403,56
48,29,27,7,0.9068419651709457,28
48,30,55,6,0.8740533404924605,56
48,33,20,6,0.8734494246945057,22
48,34,27,2,0.9018312298668365,28
48,36,27,1,0.8709005179605546,28
48,38,19,1,0.8716879622426384,20
48,40,15,2,0.890302162931101,17
48,41,20,6,0.8718500142536375,22
48,42,22,7,0.8681180113402608,23
48,44,19,1,0.8763513064290157,20
48,45,41,1,0.8915849892476442,42
48,48,27,7,0.9270618484731844,28
48,49,45,4,0.8657165909201304,48
48,50,27,7,0.9280542344320437,28
48,52,27,1,0.8515943531715205,28
48,53,41,1,0.8615123242180297,42
48,54,19,7,0.8851249728225464,20
48,55,41,1,0.8893928390873596,42
48,56,41,4,0.8717569317397977,42
48,61,27,1,0.8556905506624728,28
48,63,41,1,0.7732991491784522,42
48,64,27,7,0.9250704836414172,28
48,65,45,4,0.8630372319216563,48
49,5,52,7,0.8948719134147389,53
49,7,41,6,0.8944420532791952,42
49,9,52,7,0.8859129601578657,53
49,10,47,2,0.8514119240953997,48
49,11,49,6,0.868019110982502,50
49,12,63,5,0.7487569000010096,64
49,13,35,1,0.8722688958699714,36
49,15,13,7,0.8826220543841259,17
49,17,13,7,0.8458467640758665,15
49,19,13,7,0.8730408487024245,15
49,20,35,3,0.7889227405751165,36
49,21,7,3,0.8872320206077247,9
49,22,63,5,0.8009536490754624,64
49,23,41,1,0.8606490903885567,42
49,27,41,1,0.875242887583638,42
49,30,45,5,0.8672751433715278,46
49,31,7,2,0.8799739082288127,9
49,32,63,4,0.7691689729722064,64
49,33,41,0,0.8671734107338616,42
49,35,7,2,0.8822870508624906,9
49,36,63,4,0.8231183719379689,64
49,39,13,6,0.8929351176370273,15
49,41,48,0,0.8842375408144992,49
49,42,10,7,0.8103757685840265,11
49,43,13,7,0.8771461082894092,15
49,45,47,4,0.8491588268186422,48
49,46,7,1,0.8769906285382929,9
49,47,11,1,0.854539759050523,12
49,48,41,0,0.8842375408144992,42
49,49,45,4,0.8728509349613324,46
49,50,46,7,0.8349977469662583,47
49,51,49,3,0.8190493003355791,50
49,52,54,7,0.9071638510658785,56
49,53,45,4,0.8549835967548624,46
49,54,39,7,0.9026442724835334,41
49,56,45,3,0.8393493107003405,46
49,57,7,1,0.8723777421271873,9
49,58,10,6,0.7805872883070445,11
49,59,7,0,0.8663085228051528,9
49,60,63,3,0.7746397648995145,64
49,61,54,7,0.8951896378027394,56
49,63,49,4,0.851363229505379,50
49,64,7,1,0.8342446452970084,9
50,1,37,0,0.7854261800288725,38
50,3,12,1,0.7888929111109361,13
50,4,3,7,0.7749480153729086,6
50,6,36,4,0.7688743847363699,37
50,7,21,6,0.7488891915870933,22
50,9,12,3,0.7797719363723231,13
50,10,21,6,0.7529543386019781,22
50,11,13,4,0.8041822666327966,15
50,12,64,4,0.8203386476773918,1
50,13,56,1,0.7547912478167152,59
50,15,22,0,0.8085120432457404,23
50,21,11,3,0.7869866160867278,12
50,22,12,0,0.8167379716679082,13
50,23,22,7,0.7087968744965295,36
50,36,62,3,0.7536641543854681,64
50,37,22,1,0.7972610986039289,23
50,38,6,4,0.7578787343687835,7
50,48,22,5,0.6390150716323575,23
50,56,21,7,0.739526610489896,22
50,59,21,6,0.7786068542408835,22
50,60,22,4,0.7672899536368131,23
50,62,22,2,0.7711062788190709,23
50,64,6,1,0.7941093095832413,7
51,2,44,0,0.8210242122231073,45
51,4,65,3,0.8001925605940156,2
51,5,64,0,0.7654759058548971,65
51,8,65,4,0.8162668477488867,2
51,9,44,0,0.8108518071739301,45
51,10,4,4,0.7851024496286474,5
51,14,44,5,0.7372258694542116,45
51,16,45,2,0.7700077346847025,48
51,17,44,4,0.7708439800472311,45
51,18,44,6,0.7223333685159258,45
51,20,64,6,0.7310060892463506,65
51,24,54,6,0.7441291688512026,55
51,25,24,6,0.7289634150508563,26
51,26,30,7,0.7901481381108748,35
51,30,65,5,0.8195123627712977,2
51,35,63,4,0.7383300076314352,64
51,36,44,0,0.8286450279937665,45
51,38,44,7,0.6538214984304274,45
51,42,44,7,0.8342662013326526,45
51,43,10,5,0.7630592474021147,14
51,44,42,7,0.8649325413563855,43
51,45,10,3,0.8488937205366311,14
51,48,44,6,0.6297097566713272,45
51,50,44,6,0.766596928569944,45
51,54,44,0,0.7786355623242482,45
51,55,65,3,0.7884386552622781,2
51,56,65,1,0.7350138560776487,2
51,63,10,4,0.80959396602405,14
51,64,44,7,0.8921088713410412,45
51,65,10,4,0.8473315614152284,14
52,2,62,1,0.669124504674254,7
52,7,30,1,0.749758161458304,32
52,11,30,0,0.8683710655618482,32
52,15,35,3,0.7407878459221678,38
52,16,35,3,0.8058270024500462,38
52,17,46,3,0.6552996638946252,47
52,23,47,7,0.5461317732442694,50
52,26,38,6,0.7580782820496539,46
52,29,38,5,0.788569808926029,46
52,30,11,0,0.8683710655618482,15
52,32,38,0,0.8103296771074903,46
52,33,38,0,0.7850653187472175,46
52,35,26,4,0.7449963230950838,29
52,38,51,1,0.8260216987987986,52
52,46,11,5,0.8191868552321945,15
52,47,38,6,0.7962132752426709,46
52,50,16,0,0.5747255245835087,17
52,51,47,0,0.7888737870251609,50
52,52,11,5,0.7833156705166074,15
52,56,11,5,0.819526957603716,15
52,58,16,7,0.8008564570563029,17
52,62,38,6,0.7642836843750466,46
53,0,34,0,0.8444698591964553,35
53,3,35,3,0.8542691838686007,36
53,5,16,0,0.8546389566016507,19
53,9,54,7,0.8604534875241198,55
53,14,41,2,0.8729233736669877,48
53,15,51,3,0.7385098595800916,53
53,16,5,0,0.8546389566016507,9
53,19,51,3,0.7437520471669805,53
53,20,5,0,0.8534004370941837,9
53,21,38,2,0.8416932127518314,41
53,22,54,3,0.8708424446839667,55
53,26,5,3,0.8787985179173813,9
53,27,0,0,0.8438640116513525,3
53,31,41,0,0.8679646312092596,48
53,32,59,1,0.8540612498143311,60
53,34,38,2,0.8460904686978706,41
53,35,14,5,0.8478619228358545,15
53,36,32,7,0.840299149035817,34
53,38,51,0,0.7821260514140776,53
53,41,31,0,0.8679646312092596,32
53,48,14,6,0.8400755956401641,15
53,51,0,5,0.834799469141006,3
53,53,16,2,0.8360205521589252,19
53,54,59,0,0.8714517891893089,60
53,55,38,7,0.8427622926747232,41
53,56,54,1,0.8439689589060777,55
53,58,38,7,0.8523746418078145,41
53,59,54,0,0.8714517891893087,55
53,60,0,0,0.8401140760847484,3
53,63,35,6,0.8066782904721261,36
53,65,38,7,0.8543313820017593,41
54,0,3,7,0.9043891353026382,10
54,2,44,4,0.9042370534803678,45
54,3,37,0,0.9084634430009147,44
54,10,2,4,0.8786116824101587,3
54,11,51,6,0.87418092978461,52
54,12,44,3,0.7879359960314704,45
54,13,3,7,0.8988628154562484,10
54,14,3,5,0.8955647087148038,10
54,16,3,5,0.8928151117084931,10
54,18,3,5,0.8971273682371974,10
54,21,46,3,0.8655962927191175,47
54,24,48,1,0.8408755913755348,49
54,26,29,5,0.8577570739333845,30
54,28,48,1,0.8318902773697617,49
54,29,48,3,0.8811465119931464,49
54,30,51,7,0.8661754404230317,52
54,32,46,2,0.7894464122908162,47
54,36,29,6,0.7823798249201117,30
54,37,3,0,0.9084634430009145,10
54,44,63,0,0.9004800901043234,0
54,45,51,4,0.874539863486479,52
54,46,3,4,0.9153457810513091,10
54,47,44,0,0.8786018928890901,45
54,48,3,4,0.9183677547865153,10
54,49,44,0,0.883695916057415,45
54,51,56,4,0.8912245876354523,57
54,52,29,4,0.882157990108286,30
54,53,51,4,0.8832695769000125,52
54,54,29,4,0.8672642309938563,30
54,56,2,0,0.8694536225746139,3
54,57,3,4,0.9151154848936539,10
54,58,44,0,0.8906276156321956,45
54,60,2,0,0.875028733293294,3
54,61,29,4,0.8645424593440576,30
54,63,44,0,0.9004800901043234,45
55,2,44,0,0.7752322612721206,46
55,5,52,6,0.7630004998125609,53
55,8,52,5,0.7965436660280117,53
55,9,10,4,0.7860095051279793,11
55,10,11,0,0.8089896014352265,16
55,11,10,0,0.8089896014352265,16
55,16,52,0,0.8127297195847224,53
55,17,30,5,0.6826096303979582,32
55,21,44,2,0.7908755296466207,46
55,24,16,0,0.6073943049869436,17
55,26,43,2,0.8154298865017555,44
55,30,51,3,0.7580560608724447,52
55,32,26,7,0.8032652555104952,30
55,33,41,4,0.7689942171337145,43
55,34,65,2,0.7669957502429781,2
55,35,44,0,0.7960609735479297,46
55,40,52,0,0.7876677683124201,53
55,41,11,2,0.7722799507035124,16
55,43,44,7,0.8039506363408373,46
55,44,43,7,0.7990253181661761,46
55,46,26,0,0.6521572251533458,30
55,51,56,4,0.8047689561657454,58
55,52,16,0,0.8127297195847224,17
55,53,44,1,0.772897335405816,46
55,56,11,3,0.7205735368408164,16
55,58,43,7,0.7745095850399583,44
55,59,43,7,0.7446087575136164,44
55,63,41,2,0.7962321172920761,43
55,64,10,4,0.7584450384938802,11
55,65,44,7,0.8170027747348273,46
56,1,58,5,0.8257121869770253,60
56,2,58,3,0.8732365223900116,60
56,4,11,2,0.8381735268754461,14
56,5,58,4,0.8725358516745214,60
56,10,11,2,0.8284576848231392,14
56,11,61,2,0.8296394641364843,63
56,14,18,6,0.8630279764083156,20
56,17,60,7,0.833232692916776,61
56,18,25,0,0.8456104331147236,28
56,20,18,6,0.8511410143584931,23
56,23,11,3,0.7182936983898384,14
56,24,58,5,0.844349789387717,60
56,25,18,0,0.8456104331147236,20
56,28,18,0,0.8411704176085582,20
56,30,11,7,0.828072251408225,14
56,32,58,3,0.8500645731431393,60
56,34,58,1,0.8748474188776593,60
56,35,40,0,0.859747871653829,43
56,40,60,1,0.8685773491508505,61
56,43,40,7,0.8607028637449916,44
56,44,18,4,0.8280436271546369,20
56,45,55,4,0.8193085455603882,56
56,50,18,5,0.8735172153728109,20
56,54,58,6,0.8244987687851307,60
56,55,11,2,0.8589835106511924,14
56,56,61,4,0.8720362496272044,63
56,57,61,4,0.8244251560565936,63
56,58,40,7,0.8927973118724409,43
56,60,58,0,0.8706960907574488,61
56,61,55,7,0.8576786401919957,56
56,63,55,7,0.815515409283614,56
57,0,39,6,0.8392872049714035,40
57,2,34,7,0.8895846602540004,35
57,5,43,1,0.8778543969345297,45
57,7,43,3,0.88836953159273,45
57,10,34,5,0.8909976829993886,35
57,11,27,7,0.8253543021602617,30
57,13,19,7,0.8498912677837224,21
57,16,19,7,0.8383494509520923,21
57,17,60,3,0.7255236971699829,63
57,18,7,0,0.8582952321469893,10
57,19,18,6,0.8606160262206694,21
57,21,39,1,0.8775760734581082,40
57,23,34,2,0.8452814777966541,35
57,24,34,2,0.831146397010059,35
57,26,65,7,0.8356669045694155,0
57,27,34,0,0.8695601788804534,35
57,30,27,2,0.8614085345301058,34
57,34,43,4,0.8946876390471434,45
57,35,65,7,0.8496190189254228,0
57,38,60,7,0.8476331503012532,63
57,39,38,4,0.8871301112613983,40
57,40,43,7,0.883513155499544,45
57,43,55,0,0.8965286764258458,58
57,45,43,0,0.8896081619710993,46
57,46,39,4,0.8741427491148288,40
57,49,21,7,0.751527608933415,23
57,50,43,0,0.8952628800991813,45
57,51,39,4,0.8918860197257596,40
57,54,21,7,0.8709063872103278,23
57,55,43,0,0.8965286764258461,45
57,58,19,6,0.8616607342737861,21
57,59,0,2,0.8482222624750038,2
57,60,39,0,0.8861728581754956,40
57,63,18,7,0.8093730916926112,19
57,65,39,5,0.8863630665299718,40
59,1,44,0,0.8849143513270396,45
59,2,44,0,0.8834301672391047,45
59,4,22,2,0.8864472959438777,24
59,5,47,0,0.8890820209968141,49
59,6,47,0,0.8906881210927892,49
59,7,22,2,0.8774532444650728,24
59,8,49,0,0.8712427261758605,50
59,10,22,2,0.8849894508602598,24
59,11,59,5,0.8633979438583219,61
59,12,22,4,0.8601700956239116,24
59,13,21,0,0.8817110821400397,22
59,14,41,7,0.8895081128158461,43
59,17,13,7,0.9014762556336993,14
59,20,41,7,0.8928171512529172,43
59,21,44,1,0.8982254448038403,45
59,22,46,5,0.8943648168864787,47
59,24,44,0,0.8873064902017986,45
59,25,44,0,0.8888100364455339,45
59,26,30,3,0.8022380364386351,32
59,30,22,4,0.881478605658593,24
59,32,44,0,0.884167515877433,45
59,33,47,1,0.8899254440364265,49
59,38,13,7,0.9004853216499368,14
59,41,13,7,0.915854324260091,14
59,43,13,6,0.8548510435198661,14
59,44,5,1,0.8931574450525156,6
59,45,22,2,0.8764026914257453,24
59,46,30,2,0.8859642268489043,32
59,47,13,6,0.9233869030661569,14
59,49,50,7,0.9132842199384177,51
59,50,13,6,0.9100172853148246,14
59,51,47,0,0.8905104193124194,49
59,52,30,2,0.8672619428784214,32
59,53,65,0,0.8769157005892595,1
59,55,22,2,0.8802015812537988,24
59,56,59,4,0.863544828765044,61
59,57,5,7,0.867660349969222,6
59,59,30,2,0.8955568798504656,32
59,61,47,7,0.9108685482834514,49
59,62,13,6,0.9170789427896476,14
59,63,59,2,0.8474361483479742,61
59,65,50,7,0.9094320122697795,51
60,6,52,1,0.6186859719540684,53
60,11,56,1,0.771914992756038,57
60,13,64,3,0.7112605646361317,6
60,15,55,5,0.7288143820674602,56
60,21,13,0,0.7082773261955292,15
60,23,49,6,0.7348604520275451,51
60,43,52,2,0.6699844648929357,53
60,45,57,3,0.7547749181605662,58
60,46,58,7,0.7796093952787695,60
60,48,56,3,0.7824922915821292,57
60,49,46,7,0.7327742691997141,48
60,51,61,4,0.7597744923734038,62
