entity,entity_type,replicate,s1,s2,s3,chsh_smax,retained_axes_at_0p50
Phi-plus,physically_prepared,828,0.9526601279839398,0.9225021587109887,0.8787747219719022,2.652222880737447,3
Phi-minus,physically_prepared,828,0.9990738728202117,0.9309226592548758,0.9300099694434888,2.7311284121155093,3
Psi-plus,physically_prepared,828,0.968886248246162,0.8438130934612993,0.81284166974346,2.569638961984544,3
Psi-minus,physically_prepared,828,0.9310590171296033,0.8719089926247856,0.8392304213663256,2.5511536094859606,3
Phi-classical,equal_weight_reconstruction,828,0.9260635589198235,0.08481315155497234,0.01532851191700467,1.8598784754235274,1
Psi-classical,equal_weight_reconstruction,828,0.9061900225031436,0.07467544859635662,0.06561372510203188,1.8185233344747767,1
Bell-uniform-mixed,equal_weight_reconstruction,828,0.14349028945736508,0.045183973785854446,0.0016868622021691574,0.300872429149892,0
Phi-plus,physically_prepared,829,0.960985765466007,0.9260106760289173,0.9003931121174531,2.6690743066073077,3
Phi-minus,physically_prepared,829,0.9525327991578928,0.9301019011397523,0.9046329622091818,2.66263649789103,3
Psi-plus,physically_prepared,829,0.9398815285067231,0.9032390787307205,0.8464366897922923,2.6070812192752686,3
Psi-minus,physically_prepared,829,0.9095835131870916,0.8582467970955654,0.7986228141368362,2.5011435242197266,3
Phi-classical,equal_weight_reconstruction,829,0.9335807769747387,0.09275327879172082,0.07165371119268786,1.8763541647177076,1
Psi-classical,equal_weight_reconstruction,829,0.8867535573210968,0.08969510200116333,0.0398875455022656,1.7825566838051674,1
Bell-uniform-mixed,equal_weight_reconstruction,829,0.143521666079565,0.0628355746199691,0.010637852936117811,0.31334822847481275,0
Phi-plus,physically_prepared,830,0.9815380789557215,0.8966645434215303,0.8818070951052291,2.6588902225322726,3
Phi-minus,physically_prepared,830,0.9865651211846248,0.9235221654609604,0.9116216716058879,2.7027422581043385,3
Psi-plus,physically_prepared,830,0.9505385721874579,0.8583804989447487,0.8100291870832038,2.5615156905120116,3
Psi-minus,physically_prepared,830,0.9408315782969064,0.8817953296883878,0.8420736801602055,2.578935487507123,3
Phi-classical,equal_weight_reconstruction,830,0.9246147857397197,0.040716064760501686,0.011485979737578833,1.851021663771755,1
Psi-classical,equal_weight_reconstruction,830,0.9072024262776475,0.0730020864037041,0.03835515676561566,1.8202698117184104,1
Bell-uniform-mixed,equal_weight_reconstruction,830,0.09016470379809281,0.06119264029385347,0.023274537633219815,0.21793772539081666,0
Phi-plus,physically_prepared,831,0.9393748735885648,0.8935242430824164,0.8359416473100545,2.5929216926899565,3
Phi-minus,physically_prepared,831,0.9791407331050671,0.868400883723812,0.8550630228976875,2.617507723066219,3
Psi-plus,physically_prepared,831,0.9352258093636189,0.8856804989546716,0.8210572560840298,2.576103461220789,3
Psi-minus,physically_prepared,831,0.9549430156797317,0.8605989412582299,0.8317532824934148,2.571028355261985,3
Phi-classical,equal_weight_reconstruction,831,0.9259249451857955,0.046428785238405164,0.014077580038905564,1.8541765139447024,1
Psi-classical,equal_weight_reconstruction,831,0.9161701106338561,0.07505338445565898,0.03867201281251302,1.838478373152212,1
Bell-uniform-mixed,equal_weight_reconstruction,831,0.12184935606886638,0.03563714370220769,0.01119819885855191,0.2539076334862675,0
Phi-plus,physically_prepared,832,0.9724622731620393,0.9347666013489846,0.9076946682151678,2.6977557129740357,3
Phi-minus,physically_prepared,832,0.9875581727769914,0.9053708270766834,0.8957407745951306,2.6795279279307,3
Psi-plus,physically_prepared,832,0.9111459391667455,0.9060651577070146,0.8191533202158731,2.569934623659277,3
Psi-minus,physically_prepared,832,0.9529445576106711,0.8388615558538578,0.803548726020846,2.5391274404955357,3
Phi-classical,equal_weight_reconstruction,832,0.9591913228904638,0.08961416324630363,0.05923525296152877,1.926736818730252,1
Psi-classical,equal_weight_reconstruction,832,0.8908035110796486,0.07061795885931173,0.06007895884739289,1.7871964541877148,1
Bell-uniform-mixed,equal_weight_reconstruction,832,0.12737861939458966,0.025386810803954326,0.01155255517432206,0.25976761031096623,0
Phi-plus,physically_prepared,833,0.9724476017932417,0.8578000718980656,0.8411093007485841,2.593434249470577,3
Phi-minus,physically_prepared,833,0.9750602453394097,0.8727204507307992,0.8480805692669324,2.61716141433051,3
Psi-plus,physically_prepared,833,0.9193870633484533,0.8834967680922474,0.8048676788918222,2.5501679250448896,3
Psi-minus,physically_prepared,833,0.9589836847888267,0.8666595520605734,0.8362171450381345,2.5851487283086745,3
Phi-classical,equal_weight_reconstruction,833,0.9231676339847266,0.06746212356028411,0.024530859353223532,1.8512586189424978,1
Psi-classical,equal_weight_reconstruction,833,0.908309303195119,0.10896794726416716,0.049776765676085966,1.8296445598003663,1
Bell-uniform-mixed,equal_weight_reconstruction,833,0.0963508588251355,0.06054486888194523,0.0044851974057560145,0.22758883227674534,0
Phi-plus,physically_prepared,834,0.9890674155080318,0.9221734188938433,0.9124178379736635,2.7045577582548295,3
Phi-minus,physically_prepared,834,0.9900053141748323,0.880973471639241,0.8723921149879673,2.650452625365339,3
Psi-plus,physically_prepared,834,0.9350038635727318,0.8831068471587245,0.821240640940803,2.5722441006984997,3
Psi-minus,physically_prepared,834,0.911191669197443,0.8735306368364995,0.817090120840222,2.524540379163544,3
Phi-classical,equal_weight_reconstruction,834,0.9344614802336042,0.07042471620948093,0.05849406475025027,1.8742229309167728,1
Psi-classical,equal_weight_reconstruction,834,0.8818179400504537,0.10032197975363603,0.03782152373075166,1.7750125396926237,1
Bell-uniform-mixed,equal_weight_reconstruction,834,0.1298325071190726,0.04000829088543567,0.004081888371825183,0.27171413834688596,0
Phi-plus,physically_prepared,835,0.9625018167310654,0.9050582357678878,0.8773627769952629,2.642377836223944,3
Phi-minus,physically_prepared,835,0.9784093284024389,0.8505379192902667,0.831424775878955,2.5928359501175757,3
Psi-plus,physically_prepared,835,0.9432969333780716,0.8596581233811881,0.8042287963937061,2.5525055875478433,3
Psi-minus,physically_prepared,835,0.9472655155933867,0.8790151738182626,0.8427077721804058,2.5845538360306253,3
Phi-classical,equal_weight_reconstruction,835,0.9031120425017468,0.030758611627924867,0.013596528767949485,1.8072713725403327,1
Psi-classical,equal_weight_reconstruction,835,0.8952915776169802,0.08366427833315562,0.058736945777268706,1.798384519974423,1
Bell-uniform-mixed,equal_weight_reconstruction,835,0.12728824003181863,0.05242630797066128,0.03541616208158467,0.2753239097342074,0
Phi-plus,physically_prepared,836,0.9620841594453213,0.9249460169232352,0.887244537409856,2.669180446562404,3
Phi-minus,physically_prepared,836,0.9753135737226849,0.9092015559547032,0.8977168426343445,2.6667463594711576,3
Psi-plus,physically_prepared,836,0.9375666554540134,0.8792828316314513,0.8171651766146468,2.5707349388227856,3
Psi-minus,physically_prepared,836,0.9510395839184133,0.8644591254240404,0.84487812778803,2.5704208758167253,3
Phi-classical,equal_weight_reconstruction,836,0.9321855871822486,0.020199133376740168,0.0035880154571520982,1.864808809438099,1
Psi-classical,equal_weight_reconstruction,836,0.9049256698345385,0.05296197662501134,0.037841029993307136,1.812948359875169,1
Bell-uniform-mixed,equal_weight_reconstruction,836,0.13210083763173608,0.05756072690438735,0.017348610273218823,0.2881934668570248,0
Phi-plus,physically_prepared,837,0.9628971911210661,0.9357912530055157,0.9054069999865936,2.6854245622399984,3
Phi-minus,physically_prepared,837,0.9816396377266206,0.8982964562600759,0.8855507557727765,2.6612424930362595,3
Psi-plus,physically_prepared,837,0.9264111100794582,0.8621985910311274,0.7934703173592192,2.531105651887898,3
Psi-minus,physically_prepared,837,0.9477900368573606,0.8245340028496985,0.8020802990387503,2.512498577767895,3
Phi-classical,equal_weight_reconstruction,837,0.9305736955352835,0.0970097565376968,0.06332292328258136,1.8712330647844992,1
Psi-classical,equal_weight_reconstruction,837,0.8934430407134545,0.08102606716233207,0.07349085906942043,1.794219262586486,1
Bell-uniform-mixed,equal_weight_reconstruction,837,0.12432424542577993,0.027813051192787663,0.0013379019573025227,0.25479469238853614,0
Phi-plus,physically_prepared,838,0.9526313255374607,0.9242574452618062,0.8886392594195401,2.654624845447763,3
Phi-minus,physically_prepared,838,0.9551189358172701,0.903112897538209,0.8709497624168558,2.628965642420284,3
Psi-plus,physically_prepared,838,0.9156748306292103,0.8832929622149014,0.8007506016817133,2.544536777133479,3
Psi-minus,physically_prepared,838,0.9142618793640239,0.8720727427584408,0.811390704549886,2.5269631202061236,3
Phi-classical,equal_weight_reconstruction,838,0.9178404906986769,0.05238817149063158,0.03516844669664482,1.838668743279354,1
Psi-classical,equal_weight_reconstruction,838,0.8926755334642554,0.1345604159700712,0.08212749633242801,1.8055205494169615,1
Bell-uniform-mixed,equal_weight_reconstruction,838,0.15258815546059737,0.05568737768144383,0.025945569300422106,0.3248644592435633,0
Phi-plus,physically_prepared,839,0.9989791037451858,0.8942891928992222,0.8933137335455591,2.6815759621952737,3
Phi-minus,physically_prepared,839,0.9923718643346447,0.9148921325992732,0.9074117134574473,2.6995033109185584,3
Psi-plus,physically_prepared,839,0.9438296986133737,0.8791039270945054,0.8313438718423728,2.579642001997636,3
Psi-minus,physically_prepared,839,0.9175900411247798,0.8695208189777003,0.8190655444080791,2.5282705062607724,3
Phi-classical,equal_weight_reconstruction,839,0.9217739274444524,0.04487181188851181,0.025582893011406708,1.8457309151862074,1
Psi-classical,equal_weight_reconstruction,839,0.9047563416777035,0.08433148309583494,0.05321116210093561,1.8173561421440372,1
Bell-uniform-mixed,equal_weight_reconstruction,839,0.10950219792882761,0.03496543042640865,0.0173129962003332,0.22989834863389655,0
Phi-plus,physically_prepared,840,0.968885376754999,0.9173838446007727,0.887533694913686,2.668581639466307,3
Phi-minus,physically_prepared,840,0.9939182728743431,0.8792672299110017,0.8764529567976989,2.6540417440190223,3
Psi-plus,physically_prepared,840,0.9388565698662529,0.8400396824817151,0.7799262214693639,2.5196176907816845,3
Psi-minus,physically_prepared,840,0.9053860669909879,0.8732254403916891,0.8049026209231168,2.5157476821403764,3
Phi-classical,equal_weight_reconstruction,840,0.9136302205005438,0.0913346729128005,0.011374182876425892,1.8363683751229876,1
Psi-classical,equal_weight_reconstruction,840,0.8847657110868966,0.07633737839426755,0.05222311820201874,1.77610558115807,1
Bell-uniform-mixed,equal_weight_reconstruction,840,0.15815229688043345,0.05592909692595732,0.005386425249985756,0.33550089652047066,0
Phi-plus,physically_prepared,841,0.9959446752102137,0.8425866532751188,0.8388440520234678,2.609105643209522,3
Phi-minus,physically_prepared,841,0.9640775135741648,0.9214500517695916,0.8895290060451201,2.6672200134863466,3
Psi-plus,physically_prepared,841,0.9523674269183938,0.8718799580418823,0.8249314079736865,2.5823852362420885,3
Psi-minus,physically_prepared,841,0.9102176865822433,0.8758754635441843,0.818500957578345,2.5263840282948835,3
Phi-classical,equal_weight_reconstruction,841,0.9283188955175112,0.062475486062935265,0.02512916949133153,1.8608376158425561,1
Psi-classical,equal_weight_reconstruction,841,0.903695550576429,0.08492707003417806,0.0743309972395174,1.8153547921618247,1
Bell-uniform-mixed,equal_weight_reconstruction,841,0.13161210261954215,0.06811455187243283,0.019141646392846753,0.29638716391044495,0
Phi-plus,physically_prepared,842,0.9965796134944708,0.9168882823632934,0.9153620375672301,2.7083980862258037,3
Phi-minus,physically_prepared,842,0.9374747349185288,0.859619686536906,0.8068714336532192,2.543859181709848,3
Psi-plus,physically_prepared,842,0.915605347715495,0.8773326287696276,0.7967885637576042,2.536174831725161,3
Psi-minus,physically_prepared,842,0.9647566329010978,0.8469454273030496,0.8124998236842006,2.5675450668342386,3
Phi-classical,equal_weight_reconstruction,842,0.9351456915892757,0.0680552911151339,0.060715706656347394,1.8752375712391756,1
Psi-classical,equal_weight_reconstruction,842,0.8984359864189443,0.09726426593399605,0.08152211716013683,1.8073710843324462,1
Bell-uniform-mixed,equal_weight_reconstruction,842,0.12907777661440895,0.019205766889725334,0.008079312604383002,0.2609975777477004,0
Phi-plus,physically_prepared,843,0.9786467949076095,0.9046834242218956,0.894160412868334,2.665484306646573,3
Phi-minus,physically_prepared,843,0.9390665725064848,0.8926894318652158,0.8383397893696203,2.591324332740245,3
Psi-plus,physically_prepared,843,0.9333833045525899,0.8767282390026462,0.8109697342338705,2.561137870777123,3
Psi-minus,physically_prepared,843,0.9620049686561416,0.8146102744756255,0.7912784015894855,2.521145342101766,3
Phi-classical,equal_weight_reconstruction,843,0.9172592709304644,0.07284854338861779,0.019283447128187057,1.8402950637131323,1
Psi-classical,equal_weight_reconstruction,843,0.8941266225905525,0.07816815804349035,0.05413121277711661,1.7950740131338323,1
Bell-uniform-mixed,equal_weight_reconstruction,843,0.0784921540278527,0.012706412058103604,0.0010096226940675508,0.15902793655609662,0
Phi-plus,physically_prepared,844,0.9459025815221749,0.9289242815491413,0.9031123725513207,2.6515142953277873,3
Phi-minus,physically_prepared,844,0.9599013408671142,0.8340059009645431,0.7991973109423347,2.543207759536891,3
Psi-plus,physically_prepared,844,0.9809561697668466,0.8145109413396314,0.7974766377787353,2.550061238923971,3
Psi-minus,physically_prepared,844,0.8991251987602286,0.8629662309958737,0.8104277595326594,2.492498215754502,3
Phi-classical,equal_weight_reconstruction,844,0.8819577399159384,0.1058132053400331,0.03116882103660123,1.7765651008864967,1
Psi-classical,equal_weight_reconstruction,844,0.9004363581159813,0.07437396210737346,0.061059203430568317,1.8070053915323228,1
Bell-uniform-mixed,equal_weight_reconstruction,844,0.13979316731189226,0.04757004878700929,0.00028319753048357846,0.29533058878950647,0
Phi-plus,physically_prepared,845,0.9908580054847849,0.9133968873956454,0.9055687440944831,2.6952502376865413,3
Phi-minus,physically_prepared,845,0.9480465250893118,0.9126997455952189,0.8656131529694024,2.6319673549217866,3
Psi-plus,physically_prepared,845,0.9362672247760254,0.8454082098463421,0.7967214236541857,2.5229438023589803,3
Psi-minus,physically_prepared,845,0.919211658202215,0.8944464166947566,0.8481687212758793,2.5651389552326056,3
Phi-classical,equal_weight_reconstruction,845,0.939230573907284,0.06334675361889804,0.01053213658516385,1.882728745365364,1
Psi-classical,equal_weight_reconstruction,845,0.9086252097440285,0.09831391228424914,0.04799797215912364,1.827857102873214,1
Bell-uniform-mixed,equal_weight_reconstruction,845,0.09694789800277506,0.06646985797742697,0.030286205460164577,0.23509263660689833,0
Phi-plus,physically_prepared,846,0.9735189595511038,0.9233302487399372,0.901079236479398,2.6834887090081954,3
Phi-minus,physically_prepared,846,0.9911594273440348,0.8656086754747659,0.8568277819958411,2.6318627543776927,3
Psi-plus,physically_prepared,846,0.9476108428738054,0.8717312614816642,0.8203662792914074,2.5751751022223073,3
Psi-minus,physically_prepared,846,0.9032648865048104,0.885698419007208,0.8143344782922722,2.5300981361397157,3
Phi-classical,equal_weight_reconstruction,846,0.9031117473485218,0.0713586839364852,0.00016697695105504705,1.8118530734825575,1
Psi-classical,equal_weight_reconstruction,846,0.9074422953978665,0.07021256760527318,0.008039283132409586,1.820309121140334,1
Bell-uniform-mixed,equal_weight_reconstruction,846,0.12526180317661467,0.04552852951123045,2.3706407004864174e-05,0.26655855892851715,0
Phi-plus,physically_prepared,847,0.9836315917729576,0.9069714177768824,0.892046444997742,2.6759134971056224,3
Phi-minus,physically_prepared,847,0.984465252696321,0.8967288748576241,0.8812921618343488,2.663302092343151,3
Psi-plus,physically_prepared,847,0.9390818665133268,0.8746285439021398,0.820254076229859,2.5665929492792823,3
Psi-minus,physically_prepared,847,0.896957845214856,0.8720696212863894,0.8418488150706344,2.502030216015038,3
Phi-classical,equal_weight_reconstruction,847,0.9305893658033524,0.1711612096394476,0.11567563759754074,1.8923981900557023,1
Psi-classical,equal_weight_reconstruction,847,0.8915513379240915,0.10223701289773438,0.04710567785728641,1.7947882270178719,1
Bell-uniform-mixed,equal_weight_reconstruction,847,0.1349502765089169,0.05278082329505759,0.028958728117714095,0.2898095404746864,0
Phi-plus,physically_prepared,848,0.9701911049422195,0.9378928616584191,0.9144867934621105,2.6988247813141357,3
Phi-minus,physically_prepared,848,0.9732480049845845,0.9232472332176981,0.8993191939237283,2.6829812767521197,3
Psi-plus,physically_prepared,848,0.9414794354076885,0.907123540658829,0.8495322560255986,2.614770846795558,3
Psi-minus,physically_prepared,848,0.9264083347053318,0.8651725966974566,0.8067829441155858,2.5351576082663785,3
Phi-classical,equal_weight_reconstruction,848,0.9421961215270819,0.053251140786226024,0.009013092795605304,1.8873994971025188,1
Psi-classical,equal_weight_reconstruction,848,0.8889715296725562,0.08848915725620997,0.05896903965859619,1.7867296510891386,1
Bell-uniform-mixed,equal_weight_reconstruction,848,0.10465336593812936,0.023059904354336157,0.01384993451312225,0.21432765748741944,0
Phi-plus,physically_prepared,849,0.9567138749148663,0.9152937401195382,0.872501027961019,2.6480665166544677,3
Phi-minus,physically_prepared,849,0.9750442885246888,0.7908301814531503,0.7662741054419641,2.5108753377910578,3
Psi-plus,physically_prepared,849,0.9419227137331676,0.8596971086747761,0.8174034024319801,2.5505274100156026,3
Psi-minus,physically_prepared,849,0.9324947967869236,0.8780059691675451,0.8295191448434376,2.561594056776777,3
Phi-classical,equal_weight_reconstruction,849,0.8938939009891539,0.06580051364991481,0.008820497384345056,1.792624906467831,1
Psi-classical,equal_weight_reconstruction,849,0.9053076560172817,0.060568807204768364,0.010696185620383832,1.8146630898871705,1
Bell-uniform-mixed,equal_weight_reconstruction,849,0.10488897388151229,0.055791377528107075,0.0216482631457953,0.23760786728052874,0
Phi-plus,physically_prepared,850,0.9600865370722909,0.9168338698577038,0.883631349250153,2.6550709998685282,3
Phi-minus,physically_prepared,850,0.9400141224222814,0.8516813707911194,0.7952968870898944,2.536917584554904,3
Psi-plus,physically_prepared,850,0.96794209070982,0.8957049012318413,0.8643602270999086,2.6375740073472365,3
Psi-minus,physically_prepared,850,0.9396108018231881,0.8831866485596863,0.8404748591528423,2.5790596077616392,3
Phi-classical,equal_weight_reconstruction,850,0.9013731657307812,0.10180535178437108,0.02487425371335292,1.8142082720034873,1
Psi-classical,equal_weight_reconstruction,850,0.9037830982518291,0.12874014922550614,0.08274066938550223,1.8258126023316643,1
Bell-uniform-mixed,equal_weight_reconstruction,850,0.11164525232343399,0.04719976815790185,0.004708057825493272,0.24242508517497052,0
Phi-plus,physically_prepared,851,0.9373426465978982,0.9146119074452962,0.8566719687761775,2.619256519222106,3
Phi-minus,physically_prepared,851,0.9666862838229632,0.8526455560058961,0.8199965029307817,2.577973479699164,3
Psi-plus,physically_prepared,851,0.9582870024833634,0.8675532773244929,0.8267324797001059,2.5853144243012443,3
Psi-minus,physically_prepared,851,0.9071980032633548,0.8716672962802345,0.8074879074687212,2.516197204139224,3
Phi-classical,equal_weight_reconstruction,851,0.9212321555419007,0.02439184084083131,0.01892498832876067,1.8431100306861565,1
Psi-classical,equal_weight_reconstruction,851,0.9077552759382828,0.0706561455598096,0.05906289049876995,1.8210018472249356,1
Bell-uniform-mixed,equal_weight_reconstruction,851,0.09486135529353336,0.06540995191878876,0.016622826262903845,0.23045293261873867,0
Phi-plus,physically_prepared,852,0.9732901800578924,0.9439074510501279,0.9229181643267501,2.7116452944624405,3
Phi-minus,physically_prepared,852,0.9945937984555953,0.9588237065969032,0.9538716429113615,2.7630126487285964,3
Psi-plus,physically_prepared,852,0.9234144454463264,0.9024492437360302,0.8271225044228324,2.5823314083042708,3
Psi-minus,physically_prepared,852,0.9146716616936351,0.8638738621836517,0.8178673317306403,2.516268903332467,3
Phi-classical,equal_weight_reconstruction,852,0.959681542295355,0.05733811350236528,0.043395038735560804,1.9227858142626302,1
Psi-classical,equal_weight_reconstruction,852,0.8853654239617388,0.12332482626459942,0.06547999260491583,1.7878265539141576,1
Bell-uniform-mixed,equal_weight_reconstruction,852,0.10828540216430567,0.08283057399552046,0.026439777655672802,0.2726655996660584,0
Phi-plus,physically_prepared,853,0.9865373920797323,0.9119576691012415,0.8986166544567383,2.686948318225752,3
Phi-minus,physically_prepared,853,0.9914867786766263,0.9065417726707111,0.8994155108316303,2.6869045519984582,3
Psi-plus,physically_prepared,853,0.9331364792430457,0.834921379908148,0.7773107059672928,2.5042662793895003,3
Psi-minus,physically_prepared,853,0.9113131971191146,0.8288126355034169,0.7703502484201918,2.463673783611444,3
Phi-classical,equal_weight_reconstruction,853,0.9344298935383651,0.10132137681585143,0.05183158821974356,1.8798140837199622,1
Psi-classical,equal_weight_reconstruction,853,0.8783599404723118,0.04732850807217148,0.02903714366113466,1.7592682259426626,1
Bell-uniform-mixed,equal_weight_reconstruction,853,0.12536885392286684,0.03803653807493832,0.01835482534200274,0.2620238749630221,0
Phi-plus,physically_prepared,854,0.9734508897318762,0.9082647140086346,0.8822573520811191,2.6627440173121926,3
Phi-minus,physically_prepared,854,0.983544338379644,0.9688113482911431,0.9526655236169573,2.7611265049876685,3
Psi-plus,physically_prepared,854,0.9194869187952894,0.8921336592581545,0.8139664707561173,2.562310410404641,3
Psi-minus,physically_prepared,854,0.8937251596662152,0.8454116442682058,0.7883959400172661,2.460459720690159,3
Phi-classical,equal_weight_reconstruction,854,0.94731002639044,0.10498976237022001,0.07051935687250217,1.9062204870396409,1
Psi-classical,equal_weight_reconstruction,854,0.8693889030804144,0.071116952593912,0.04310608333931784,1.7445855504911314,1
Bell-uniform-mixed,equal_weight_reconstruction,854,0.17215560219837076,0.03161916713330708,0.0031111655792458305,0.35007041062327837,0
Phi-plus,physically_prepared,855,0.9692666302210061,0.9204380155069203,0.8981166247276641,2.673337944106807,3
Phi-minus,physically_prepared,855,0.9945601937769162,0.9555576726426581,0.9507888870169786,2.758434661029208,3
Psi-plus,physically_prepared,855,0.9065701475430037,0.8848739033898264,0.7942647287555861,2.533670268457592,3
Psi-minus,physically_prepared,855,0.9206367384327669,0.8653227412951907,0.8484173283383909,2.5269392163285183,3
Phi-classical,equal_weight_reconstruction,855,0.9411071251178238,0.041221169678328846,0.012869828043264685,1.8840189020041014,1
Psi-classical,equal_weight_reconstruction,855,0.88986122075824,0.09717830933454664,0.04893179977791698,1.790303455858214,1
Bell-uniform-mixed,equal_weight_reconstruction,855,0.10259584541120283,0.05095134073103071,0.02578791543326743,0.22910213109378985,0
Phi-plus,physically_prepared,856,0.991920875209501,0.8601874538400819,0.8590581308703564,2.625893736174612,3
Phi-minus,physically_prepared,856,0.9834104506421496,0.8507849423755589,0.834581937447758,2.6007161572191446,3
Psi-plus,physically_prepared,856,0.9298854781437498,0.8606469100108892,0.7942406552095935,2.534087690806237,3
Psi-minus,physically_prepared,856,0.8978359424734176,0.8794052871698563,0.8177519172148437,2.5135337982206862,3
Phi-classical,equal_weight_reconstruction,856,0.9165973737837566,0.0552143477690654,0.01685089054360061,1.8365177590503643,1
Psi-classical,equal_weight_reconstruction,856,0.882395278773241,0.08763346478165082,0.04594395248319488,1.7734723591315906,1
Bell-uniform-mixed,equal_weight_reconstruction,856,0.10713066661104413,0.02975364018825688,0.0013709756925087474,0.2223713905427489,0
Phi-plus,physically_prepared,857,0.9881803618147482,0.9045249522024268,0.897096628309076,2.679302757534601,3
Phi-minus,physically_prepared,857,0.9611755241122919,0.8721627828868667,0.839541300116021,2.5957860528213823,3
Psi-plus,physically_prepared,857,0.9227410346068666,0.8529489904653066,0.7762331300726799,2.5131438456906015,3
Psi-minus,physically_prepared,857,0.9484218647999053,0.8430010401605497,0.8119077418444758,2.5378374946732096,3
Phi-classical,equal_weight_reconstruction,857,0.9095944933799843,0.0761318158468642,0.03005866230317918,1.8255499946825133,1
Psi-classical,equal_weight_reconstruction,857,0.8974926395000362,0.04871256687938124,0.03127597163548695,1.7976272718544521,1
Bell-uniform-mixed,equal_weight_reconstruction,857,0.09426963076617971,0.04187969803277012,0.028117217005571588,0.20630726979055164,0
Phi-plus,physically_prepared,858,0.9905872041295348,0.8602347252549598,0.8515810780912979,2.6239411514129998,3
Phi-minus,physically_prepared,858,0.9726100862697468,0.8619794636387761,0.8416897848356119,2.5992144779903303,3
Psi-plus,physically_prepared,858,0.9334307784754446,0.8663897946477086,0.8019450952502316,2.547095832099745,3
Psi-minus,physically_prepared,858,0.9375961614791033,0.8493699627089588,0.8134861319329364,2.5302299465246767,3
Phi-classical,equal_weight_reconstruction,858,0.9226815569133631,0.10548429180204953,0.08522855074994419,1.8573833113119624,1
Psi-classical,equal_weight_reconstruction,858,0.902618732990859,0.04046102661269356,0.033782692411937564,1.8070502724833934,1
Bell-uniform-mixed,equal_weight_reconstruction,858,0.10158153809782856,0.03268377017498652,0.017028093854091386,0.21342012759036516,0
Phi-plus,physically_prepared,859,0.9397999456510395,0.9219961223686516,0.8625131196307215,2.63309763397298,3
Phi-minus,physically_prepared,859,0.9557883586096693,0.9258002519325949,0.8816383740212135,2.6613060650231284,3
Psi-plus,physically_prepared,859,0.9418992614120719,0.8870505772316531,0.83724124216731,2.5876885015129742,3
Psi-minus,physically_prepared,859,0.9312756132032122,0.8633361173046852,0.8215054459999059,2.539782289244295,3
Phi-classical,equal_weight_reconstruction,859,0.9274302142972736,0.04973991853517734,0.015321045822078756,1.8575261633553082,1
Psi-classical,equal_weight_reconstruction,859,0.8991588098869548,0.08207643804157129,0.06319637623286002,1.8057941267806992,1
Bell-uniform-mixed,equal_weight_reconstruction,859,0.08190931594142692,0.0483349843817779,0.0006600078390036659,0.190214686637801,0
Phi-plus,physically_prepared,860,0.9822307277463392,0.9243514396050332,0.9069856986493282,2.697556513905872,3
Phi-minus,physically_prepared,860,0.9870536080004811,0.8724435372933054,0.8594992478865227,2.6347163420995607,3
Psi-plus,physically_prepared,860,0.9467867589129437,0.8749691603909839,0.8221075110035451,2.578353116613921,3
Psi-minus,physically_prepared,860,0.9186131420780774,0.8544624689381816,0.8099362513550178,2.5091482344592486,3
Phi-classical,equal_weight_reconstruction,860,0.9447827105910305,0.1194292106380539,0.09262321410430582,1.9046025376286397,1
Psi-classical,equal_weight_reconstruction,860,0.8652526279874234,0.12981953361092752,0.03739045521295558,1.7498745344122262,1
Bell-uniform-mixed,equal_weight_reconstruction,860,0.13630389651433708,0.03514309279873742,0.014221931688080981,0.2815229239436944,0
Phi-plus,physically_prepared,861,0.9646226853655107,0.9113800836752891,0.885570182193624,2.65413683297734,3
Phi-minus,physically_prepared,861,0.9616469647784205,0.8844483862112802,0.8577664374482615,2.613054789122713,3
Psi-plus,physically_prepared,861,0.9481113161170761,0.8445507560555602,0.7955488700688025,2.539433832414834,3
Psi-minus,physically_prepared,861,0.9131252654410476,0.8882304635199075,0.8483215949542272,2.5477449689571157,3
Phi-classical,equal_weight_reconstruction,861,0.9162741084947905,0.08296568339456452,0.024029183534312614,1.8400451587056772,1
Psi-classical,equal_weight_reconstruction,861,0.8943083660415397,0.05927897656553908,0.01032938570864976,1.7925417157037618,1
Bell-uniform-mixed,equal_weight_reconstruction,861,0.11213154689893269,0.03825958608302839,0.00440164853245041,0.2369580531418352,0
Phi-plus,physically_prepared,862,0.987988221334575,0.9002119287399302,0.8894688945616646,2.6732020066889985,3
Phi-minus,physically_prepared,862,0.9600198088000567,0.8516788068639796,0.8130710990515918,2.5667059226563134,3
Psi-plus,physically_prepared,862,0.9555965784543803,0.829345018215976,0.7853942234549125,2.5305951710958245,3
Psi-minus,physically_prepared,862,0.9516544747761391,0.8610169938826876,0.8164028945775754,2.5667072315449064,3
Phi-classical,equal_weight_reconstruction,862,0.9089238438626647,0.10728186707709036,0.05424708738131912,1.8304665557672755,1
Psi-classical,equal_weight_reconstruction,862,0.9100616099758319,0.07858037799539415,0.060777841917567355,1.8268957384127886,1
Bell-uniform-mixed,equal_weight_reconstruction,862,0.12206194282004222,0.038418059389745754,0.013147254204688092,0.2559301871392063,0
Phi-plus,physically_prepared,863,0.9962080020123232,0.8872755866955888,0.8835466215075756,2.6680992110634763,3
Phi-minus,physically_prepared,863,0.9673185566713629,0.882172129836878,0.8498675915129983,2.6183451695616466,3
