scope,records,real_mae,imag_mae,complex_mean_error,complex_median_error,zero_mean_error,loo_mean_error,sibling_mean_error,improvement_vs_zero_pct,improvement_vs_loo_mean_pct,real_sign_accuracy,real_sign_evaluable,imag_sign_accuracy,imag_sign_evaluable,real_correlation,imag_correlation
Ramsey,44,0.052333045822819196,0.2193799979962491,0.2415955501771326,0.25303603247268386,0.3119757056135107,0.18203728238099537,0.1352600990523079,22.559498759037385,-32.71762081763263,0.9210526315789473,38,0.75,40,0.8823330643217255,0.564775210611915
Hahn,44,0.15668615233373498,0.0440258336836985,0.16833637443464564,0.16777361473874455,0.11483398241029975,0.08153361887555656,0.10333492664448052,-46.59107948828492,-106.46253258005721,0.5,38,0.7,40,0.24166650817481136,0.5319973667731055
Overall,88,0.10450959907827712,0.13170291583997376,0.20496596230588915,0.19711259542705678,0.2134048440119052,0.13178545062827596,0.11929751284839422,3.9544002597922665,-55.530038656567406,0.7105263157894737,76,0.725,80,0.6429792673909873,0.5835697633479509
