split,base_id,shots,family,omega,t1,tphi,clean_z_sum,rotation_slope,rotation_score,relaxation_score,ridge_coherence,raw_rotation_score,raw_relaxation_score,raw_ridge_coherence,ara_prediction,bloch_prediction,z_prediction,native_prediction,time_shuffle_prediction,axis_shuffle_prediction,ara_correct,bloch_correct,z_correct,native_correct,time_shuffle_correct,axis_shuffle_correct,direction_correct,ridge_correct,heldout_mae,heldout_raw_mae,heldout_z_mae,antipodal_obs_mae,reconstruction_rmse,raw_reconstruction_rmse,radius_mae,raw_radius_mae,raw_unphysical_fraction,native_template_mse,ara_bloch_max_state_diff,ara_bloch_max_score_diff,ara_bloch_disagreement,axis_permutation
target,T0000,32,U,1.3493220593826902,2.7648407628003477,1.003804009937316,0.0,1.3421247118431847,1.3421247118431847,0.027941217707138227,0.9745908246443459,1.3400275995571869,0.0234375,1.0266669385300584,U,U,U,U,U,U,1,1,1,1,1,1,1,1,0.10545398021964097,0.11827660732817435,0.49668912989275715,0.1453125,0.1369113897759021,0.15002307747710814,0.023081267371951857,0.07935485992796777,0.7538461538461538,0.06638019635759802,0.0,0.0,0,021
target,T0000,32,T2,1.3493220593826902,2.7648407628003477,1.003804009937316,0.0,-0.228814593515802,0.228814593515802,0.05575437551480399,0.2728851857990523,0.22908542808391613,0.0546875,0.2728851857990523,T2,T2,U,T2,T2,T2,1,1,0,1,1,1,,1,0.13945471317098537,0.1396737418472444,0.15817719141451497,0.19230769230769232,0.1717976877296468,0.17189640709203602,0.17766781889079336,0.1784015252506397,0.015384615384615385,0.02954464646604838,0.0,0.0,0,012
target,T0000,32,T1,1.3493220593826902,2.7648407628003477,1.003804009937316,30.554136001459117,0.011833888856571252,0.011833888856571252,0.7110517592766774,0.9054499769055636,0.013348205622472565,0.71875,0.9144064472140188,T1,T1,T1,T1,T2,T2,1,1,1,1,0,0,,,0.1164238987024907,0.11836895569391029,0.3558681803225663,0.1673076923076923,0.14609303844116991,0.15011128976560614,0.0690718560786202,0.07950991990082569,0.2153846153846154,0.022941441167685858,0.0,0.0,0,021
target,T0000,32,C,1.3493220593826902,2.7648407628003477,1.003804009937316,30.554136001459117,-1.093721949963187,1.093721949963187,0.6542124944859244,0.8407924958993123,1.0952177146605393,0.65625,0.8429707818063412,C,C,T1,C,U,T2,1,1,0,1,0,0,0,,0.13668783443308197,0.13677154391021054,0.1360175935322497,0.18557692307692308,0.1646324549967316,0.16481452118093326,0.11463012674928465,0.11495820271111996,0.03076923076923077,0.027133229911871067,0.0,0.0,0,201
target,T0001,32,U,1.0031713300254634,2.51180934242478,2.249808867791404,0.0,0.9928760458026233,0.9928760458026233,0.0876076533974732,0.9761114838983689,0.9913751137757006,0.0859375,1.0361695466006244,U,U,U,U,T2,U,1,1,1,1,0,1,1,1,0.1051508885306547,0.11344413064273116,0.47945637447656625,0.1594951923076923,0.13828718765041417,0.14775916124513272,0.018080884005648366,0.06573498744551459,0.7230769230769231,0.08685934388232504,0.0,0.0,0,021
target,T0001,32,T2,1.0031713300254634,2.51180934242478,2.249808867791404,0.0,0.06009329669955599,0.06009329669955599,0.07973072798645324,0.31952478866966433,0.05968819388039909,0.078125,0.31952478866966433,T2,T2,U,T2,T2,T2,1,1,0,1,1,1,,1,0.12394040243356953,0.12404785178740511,0.2682854592984337,0.19411057692307693,0.15544782346320085,0.15561986514826937,0.11251369079443267,0.11351458736464286,0.03076923076923077,0.02431474977265795,0.0,0.0,0,021
target,T0001,32,T1,1.0031713300254634,2.51180934242478,2.249808867791404,32.38296460070658,0.012742311988502819,0.012742311988502819,0.7405703552964799,0.9485310353683072,0.010130561995003878,0.7578125,0.9725056246260229,T1,T1,T1,T1,T2,T2,1,1,1,1,0,0,,,0.10657440747547067,0.1158022695839997,0.3574832383495241,0.1641826923076923,0.14016915178335854,0.15072075342310343,0.07617605245765302,0.09861305619955055,0.3076923076923077,0.022718848611254408,0.0,0.0,0,210
target,T0001,32,C,1.0031713300254634,2.51180934242478,2.249808867791404,32.38296460070658,1.0528919803105075,1.0528919803105075,0.5921603295439772,0.8053287569935615,1.051402761348345,0.59375,0.807746775980281,C,C,T1,C,U,T2,1,1,0,1,0,0,1,,0.128076763604096,0.1283139811634104,0.1970618246023341,0.18094951923076924,0.16480957178045594,0.1650188771196384,0.11471338388990915,0.11542679296590745,0.046153846153846156,0.0294267417684745,0.0,0.0,0,120
target,T0002,32,U,-1.3192303716458318,1.6856016159059664,1.8153564966967481,0.0,-1.3336617443509902,1.3336617443509902,0.030333096407449814,0.9925568762565561,1.3332436865068555,0.0390625,1.0407260023186393,U,U,U,U,U,U,1,1,1,1,1,1,1,1,0.11002646314664312,0.11578721412677738,0.45376794795296244,0.17157451923076922,0.13128647808216776,0.1409788353664482,0.017437113389454882,0.06595418847141757,0.7384615384615385,0.04391802850057805,0.0,0.0,0,120
target,T0002,32,T2,-1.3192303716458318,1.6856016159059664,1.8153564966967481,0.0,-0.052672028145392055,0.052672028145392055,0.015051653531863461,0.3000549194725758,0.052748961219848615,0.015625,0.3000549194725758,T2,T2,U,T2,T2,T2,1,1,0,1,1,1,,1,0.11693556761961002,0.11699471975524403,0.2144015125348346,0.18731971153846153,0.15039479626581287,0.1504548460107579,0.11059058880222845,0.11100639554139974,0.03076923076923077,0.022598827284156183,0.0,0.0,0,012
