family,mode,samples,time_min_us,time_max_us,ridge_crossings_published_fit,ara_data_min,ara_data_max,ara_data_mean,ara_fit_mae,ara_fit_rmse,fraction_below_ridge,fraction_above_ridge
T1 relaxation,MW → MW,91,0.0,180.0,1,-0.07143537148704465,2.083771983470568,1.6209425889812867,0.038923528013802104,0.049491329543511445,0.13186813186813187,0.8681318681318682
T1 relaxation,MW → optical,91,0.0,180.0,1,-0.0934688892807577,2.1445515901138057,1.6119434608234942,0.06973065133850247,0.08984246876565265,0.14285714285714285,0.8571428571428571
T1 relaxation,optical → optical,91,0.0,180.0,1,-0.005298384533927401,2.160445299888451,1.6532018521238625,0.05027723033065099,0.06602653966729329,0.13186813186813187,0.8681318681318682
Ramsey / T2*,MW → MW,85,0.0,4.032,11,0.06365477393055384,2.087172480542681,1.0817315551307773,0.039860593190714104,0.050851250420172876,0.3176470588235294,0.6823529411764706
Ramsey / T2*,MW → optical,85,0.0,4.032,11,0.005907181530527323,2.075995117562473,1.090209882281695,0.08664622914411484,0.10381165423145312,0.3176470588235294,0.6823529411764706
Ramsey / T2*,optical → optical,85,0.0,4.032,15,-0.026820062978385423,1.9012729748689308,1.0606587800140725,0.04887545668104551,0.058489668968038165,0.43529411764705883,0.5647058823529412
