condition,state,wait_index,wait_us,visible_value,target_purity_loss,visible_x,visible_y,target_x,target_y,predicted_x,predicted_y,amplitude_error,direction_error,anti_phase_2d_error,ridge_only_2d_error,same_phase_2d_error,amplitude_only_2d_error,direction_only_2d_error,target_branch,predicted_branch,visible_radius,target_radius,angle_evaluable,opposition_score,residual_real,residual_imag,residual_radius,residual_theta_deg,residual_quadrant
Ramsey,Phi-plus,0,0.02,1.9352578157803912,0.055191746062770664,2.0,1.1091808752985206,0.0,0.6003885733382786,0.0,0.8908191247014794,0.0,-0.29043055136320084,0.29043055136320084,1.0768887093467998,2.0637028871748964,0.39961142666172145,1.0413212305360593,1,1,1.0059425746686295,1.0768887093467998,True,0.9633908358493187,0.0,-0.29043055136320084,0.29043055136320084,-90.0,target_more_unresolved/target_more_opening
Ramsey,Phi-plus,1,4.02,1.8775114314652903,0.18556610905211413,1.8797480203340404,1.4541563995831273,0.26892976394518087,0.22619518306200048,0.12025197966595957,0.5458436004168727,0.1486777842792213,-0.31964841735487226,0.35253396184715774,1.0645363238338559,2.025493570563899,0.7879587414672354,0.7978964849920844,1,1,0.9900578844511932,1.0645363238338557,True,0.9436724391128093,0.1486777842792213,-0.31964841735487226,0.35253396184715774,-65.05549027503929,target_more_unresolved/target_more_opening
Ramsey,Phi-plus,2,8.02,1.7490397815130905,0.39909122976820055,1.6122166342405866,1.6670018492047372,0.7093787831686691,0.05043273988510655,0.3877833657594134,0.33299815079526285,0.3215954174092557,-0.2825654109101563,0.42809674600662273,0.9930451516193154,1.8515971134495273,1.0025475519798246,0.4053441785882078,1,1,0.9053732236395172,0.9930451516193155,True,0.902355106094369,0.3215954174092557,-0.2825654109101563,0.4280967460066228,-41.303713571906094,target_more_unresolved/target_more_opening
Ramsey,Phi-plus,3,12.02,1.60402024357149,0.6075791068379065,1.310225665722756,2.0,1.1394372262566774,0.0,0.689774334277244,0.0,0.44966289197943343,0.0,0.44966289197943343,1.0096745713675055,2.0072789270689957,1.0964473158448187,0.13943722625667743,1,1,1.0470147867499902,1.0096745713675055,True,0.9050260013753867,0.44966289197943343,0.0,0.44966289197943343,0.0,target_more_unresolved/target_more_closing
Ramsey,Phi-plus,4,16.02,1.3390091523328531,0.843517881267043,0.7583623978687943,1.9150537645365948,1.6261200177034076,0.2592910296820917,1.2416376021312057,0.08494623546340518,0.384482415572202,0.17434479421868654,0.4221644645815083,0.9698845577069115,1.8693724938903689,0.8345516800016949,0.6499402925192987,1,1,0.9464206901565037,0.9698845577069115,True,0.9032200453570075,0.384482415572202,0.17434479421868654,0.4221644645815083,24.39206944176184,target_more_unresolved/target_more_closing
Ramsey,Phi-plus,5,20.02,1.2288201727648054,0.93676991425145,0.528903132365228,1.3852285733227254,1.8184756821368717,0.6933283399232864,1.471096867634772,0.6147714266772746,0.34737881450209973,0.07855691324601177,0.3561505712246235,0.8740423040926708,1.4634627750997757,0.46337840676826064,0.8222369675879082,1,1,0.6085501724587351,0.8740423040926708,True,0.9470226487103652,0.34737881450209973,0.07855691324601177,0.3561505712246235,12.74264297241686,target_more_unresolved/target_more_closing
Ramsey,Phi-plus,6,24.02,1.1810536380351309,0.9798109402645281,0.42943334856572374,1.3919502638668,1.907258573958952,0.8820243754342277,1.5705666514342762,0.6080497361332,0.33669192252467584,0.2739746393010277,0.4340778198359029,0.9148969166052071,1.563327159778878,0.35676280451449305,0.9477237060463136,1,1,0.6922220114054284,0.9148969166052071,True,0.8903861859117093,0.33669192252467584,0.2739746393010277,0.4340778198359029,39.13611156724986,target_more_unresolved/target_more_closing
Ramsey,Phi-plus,7,28.02,1.0681085594641413,0.9892014260357007,0.194234739115519,1.5029351969845306,1.9266288018463047,0.8988357646112473,1.805765260884481,0.4970648030154694,0.12086354096182372,0.40177096159577785,0.41955679128745665,0.9321347214501288,1.8347003332366298,0.1576140794967931,1.009980614661843,1,1,0.9498428649066667,0.9321347214501288,True,0.9007691487045332,0.12086354096182372,0.40177096159577785,0.4195567912874566,73.25729604789362,target_more_unresolved/target_more_closing
Ramsey,Phi-plus,8,32.02,0.974834802778677,1.0247710226497921,0.0,1.0074179449784455,2.0,0.9827654847187048,2.0,0.9925820550215545,0.0,-0.009816570302849659,0.009816570302849659,1.0001485032318858,2.0001519301785198,0.01723451528129516,1.0000481813655333,1,1,1.0000275125753808,1.0001485032318858,True,0.9999518332714165,0.0,-0.009816570302849659,0.009816570302849659,-90.0,target_more_unresolved/target_more_opening
Ramsey,Phi-plus,9,36.02,1.0650669748174049,0.9968609039523724,0.18790089537050036,0.85563915073205,1.942428392661887,1.0766930086753352,1.8120991046294996,1.14436084926795,0.1303292880323874,-0.06766784059261477,0.146849106124268,0.9455438080147016,1.768398017094338,0.1512201735837651,0.9448545983090391,-1,-1,0.8248302919639886,0.9455438080147017,True,0.995516868265424,0.1303292880323874,-0.06766784059261477,0.146849106124268,-27.438642077792903,target_more_unresolved/target_more_opening
