repetition,source_child,start,reverse,passed_all,u_cosine,v_cosine,u_sign_retention,v_sign_retention,bit_u_balanced_accuracy,bit_v_balanced_accuracy,four_child_balanced_accuracy
712,C11,77,1,0,0.01964458583085498,0.4611411166829258,0.5333333333333333,0.6888888888888889,0.525,0.675,0.35
713,C00,17,0,0,0.09031034849577062,0.06209288271453821,0.5333333333333333,0.4444444444444444,0.55,0.525,0.25
714,C01,9,1,0,0.33210454203378853,0.1390264746759324,0.5555555555555556,0.5111111111111111,0.475,0.525,0.3
715,C01,24,0,0,0.38624931426643366,0.13672613703456404,0.7111111111111111,0.5111111111111111,0.55,0.525,0.275
716,C00,34,0,0,0.08382375517920129,0.3586041340612548,0.35555555555555557,0.4666666666666667,0.425,0.375,0.15
717,C10,17,1,0,0.1300652894691149,0.04820912198575103,0.5777777777777777,0.5555555555555556,0.525,0.5,0.375
718,C10,9,0,0,0.23523453386965099,0.23214562740650263,0.4666666666666667,0.4888888888888889,0.45,0.5,0.3
719,C11,71,1,0,0.023114185874133525,0.03343013254498052,0.5555555555555556,0.4666666666666667,0.55,0.475,0.15
720,C10,31,0,0,0.17738341673976907,0.1537819204011319,0.6,0.4444444444444444,0.55,0.5,0.275
721,C00,43,0,0,0.054313496791898605,0.5389656908464684,0.4444444444444444,0.6,0.525,0.7,0.4
722,C01,56,1,0,0.3862493142664357,0.1367261370345607,0.7111111111111111,0.5111111111111111,0.55,0.4,0.175
723,C01,43,0,0,0.19153456238661232,0.3331329180585937,0.5333333333333333,0.5333333333333333,0.575,0.425,0.225
724,C00,27,0,0,0.0015384643089581683,0.06209288271453821,0.5777777777777777,0.5555555555555556,0.4,0.6,0.3
725,C10,48,1,0,0.10347976853603537,0.11601539191278983,0.5333333333333333,0.5111111111111111,0.525,0.525,0.3
726,C01,13,0,0,0.016256681448828258,0.33313291805859374,0.28888888888888886,0.4666666666666667,0.6,0.65,0.45
727,C00,12,1,0,0.1267416639058694,0.14069296308295673,0.4666666666666667,0.4888888888888889,0.45,0.475,0.3
728,C01,9,0,0,0.04572963096483546,0.17995279904097528,0.4444444444444444,0.4444444444444444,0.575,0.475,0.275
729,C01,54,1,0,0.4052486471954118,0.03661721165211327,0.6888888888888889,0.4444444444444444,0.575,0.525,0.35
730,C00,18,0,0,0.07479183762009681,0.1406929630829566,0.5333333333333333,0.5111111111111111,0.525,0.525,0.275
731,C11,32,1,0,0.10586692050015237,0.08460680723082195,0.5333333333333333,0.35555555555555557,0.525,0.525,0.25
732,C01,16,0,0,0.021364510366412653,0.036617211652112895,0.4888888888888889,0.5555555555555556,0.55,0.475,0.25
733,C01,79,0,0,0.2693288506265484,0.1799527990409753,0.6222222222222222,0.5555555555555556,0.55,0.425,0.225
734,C01,63,1,0,0.03036467034402517,0.1299089454894308,0.5333333333333333,0.5333333333333333,0.5,0.375,0.15
735,C10,15,1,0,0.2783654315986851,0.07663862966662975,0.5777777777777777,0.6,0.625,0.45,0.325
736,C01,11,1,0,0.324294026749924,0.17995279904097805,0.5111111111111111,0.4444444444444444,0.6,0.575,0.4
737,C11,27,0,0,0.15607118958669763,0.23646917654709756,0.5333333333333333,0.4,0.575,0.375,0.175
738,C00,3,1,0,0.01185574709695253,0.062092882714539874,0.4666666666666667,0.4444444444444444,0.55,0.4,0.25
739,C10,54,0,0,0.16847250833748217,0.1891239649955981,0.5111111111111111,0.4666666666666667,0.55,0.6,0.325
740,C00,79,1,0,0.044029609287005195,0.20150402156943817,0.4888888888888889,0.4444444444444444,0.5,0.575,0.35
741,C00,36,0,0,0.04755127224265318,0.3206086389939536,0.5111111111111111,0.5333333333333333,0.45,0.5,0.175
742,C00,77,1,0,0.05431349679189975,0.5389656908464694,0.4444444444444444,0.6,0.525,0.6,0.35
743,C11,28,1,0,0.11169640163710289,0.43957310373646497,0.4666666666666667,0.4666666666666667,0.45,0.425,0.175
744,C00,15,0,0,0.16033947996400963,0.358809156197999,0.5555555555555556,0.5111111111111111,0.6,0.5,0.35
745,C11,8,1,0,0.050548680834879754,0.43957310373646535,0.35555555555555557,0.4666666666666667,0.525,0.425,0.275
746,C10,31,1,0,0.235234533869651,0.2321456274065014,0.4666666666666667,0.4888888888888889,0.425,0.425,0.225
747,C11,66,0,0,0.05810472297703013,0.01984891933110363,0.5333333333333333,0.5333333333333333,0.575,0.475,0.25
748,C00,58,1,0,0.010080192098571014,0.4615252320182903,0.4666666666666667,0.5777777777777777,0.525,0.6,0.425
749,C11,58,0,0,0.038895578649222703,0.08460680723082109,0.5777777777777777,0.6444444444444445,0.525,0.475,0.275
750,C00,54,1,0,0.14551956421207562,0.3206086389939536,0.5111111111111111,0.4666666666666667,0.55,0.5,0.25
751,C11,30,0,0,0.07088296649860146,0.27477320490368295,0.4888888888888889,0.4888888888888889,0.5,0.425,0.25
752,C10,52,1,0,0.496657228124942,0.0025363597010660023,0.5777777777777777,0.4888888888888889,0.675,0.525,0.375
753,C10,41,0,0,0.09691210363062269,0.1537819204011323,0.5333333333333333,0.5555555555555556,0.5,0.5,0.25
754,C01,56,0,0,0.02136451036641276,0.03661721165211299,0.4888888888888889,0.5555555555555556,0.55,0.475,0.25
755,C00,36,1,0,0.1792029457863979,0.35860413406125413,0.5555555555555556,0.5333333333333333,0.45,0.625,0.325
756,C00,50,1,0,0.4262419846539788,0.1964725604339083,0.4444444444444444,0.4666666666666667,0.325,0.45,0.15
757,C01,63,0,0,0.29156076525501107,0.3331329180585939,0.6888888888888889,0.5333333333333333,0.55,0.425,0.25
758,C00,11,1,0,0.3199400999638604,0.21007915430855528,0.4444444444444444,0.5111111111111111,0.4,0.475,0.225
759,C00,76,1,0,0.17920294578639634,0.35860413406125413,0.5555555555555556,0.5333333333333333,0.45,0.625,0.325
760,C10,60,0,0,0.14129838662631442,0.07419476303848534,0.5333333333333333,0.5111111111111111,0.525,0.475,0.225
761,C00,56,0,0,0.049147272653799715,0.3206086389939538,0.35555555555555557,0.5333333333333333,0.525,0.5,0.275
762,C00,68,0,0,0.12674166390586966,0.1406929630829566,0.4666666666666667,0.4888888888888889,0.4,0.475,0.2
763,C11,12,0,0,0.11169640163710183,0.4395731037364623,0.4666666666666667,0.4666666666666667,0.5,0.325,0.2
764,C10,30,0,0,0.34135956456061256,0.07419476303848528,0.6222222222222222,0.4888888888888889,0.55,0.475,0.275
765,C11,22,1,0,0.038895578649221725,0.08460680723082185,0.5777777777777777,0.6444444444444445,0.45,0.55,0.25
766,C00,10,0,0,0.23160193711511456,0.19647256043390882,0.4666666666666667,0.4666666666666667,0.55,0.4,0.225
767,C10,49,1,0,0.17738341673976843,0.15378192040113073,0.6,0.4444444444444444,0.55,0.5,0.275
768,C11,12,0,0,0.11169640163710183,0.4395731037364623,0.4666666666666667,0.4666666666666667,0.5,0.325,0.2
769,C10,55,0,0,0.03143831936385798,0.07663862966662881,0.5555555555555556,0.4,0.375,0.55,0.2
770,C01,60,0,0,0.008791460596388306,0.30715955814067475,0.5777777777777777,0.5333333333333333,0.5,0.45,0.175
771,C01,29,0,0,0.32429402674992336,0.17995279904097522,0.5111111111111111,0.4444444444444444,0.6,0.475,0.25
772,C00,15,1,0,0.24898580919475277,0.3588091561979988,0.5333333333333333,0.4888888888888889,0.625,0.5,0.375
773,C11,46,1,0,0.018866487117947063,0.35070064695601116,0.5333333333333333,0.37777777777777777,0.5,0.4,0.25
774,C01,78,1,0,0.2947813004130505,0.17911910694727926,0.5333333333333333,0.5111111111111111,0.65,0.4,0.25
775,C11,18,1,0,0.1859965469777686,0.43957310373646513,0.7111111111111111,0.5333333333333333,0.55,0.675,0.325
776,C00,53,0,0,0.01290169417877269,0.5389656908464684,0.4444444444444444,0.4,0.475,0.4,0.225
777,C11,65,1,0,0.25979890418997015,0.3105371676063545,0.4222222222222222,0.35555555555555557,0.475,0.425,0.15
778,C00,41,0,0,0.044029609287005195,0.2015040215694411,0.4888888888888889,0.4444444444444444,0.575,0.525,0.3
779,C01,60,0,0,0.008791460596388306,0.30715955814067475,0.5777777777777777,0.5333333333333333,0.5,0.45,0.175
780,C10,41,0,0,0.09691210363062269,0.1537819204011323,0.5333333333333333,0.5555555555555556,0.5,0.5,0.25
781,C01,30,0,0,0.28582203776630283,0.3071595581406747,0.4888888888888889,0.4666666666666667,0.575,0.575,0.35
782,C10,47,1,0,0.04647183604267588,0.0482091219857508,0.5333333333333333,0.4444444444444444,0.5,0.5,0.275
783,C01,71,1,0,0.04572963096483485,0.17995279904097816,0.4444444444444444,0.4444444444444444,0.55,0.575,0.225
784,C01,50,0,0,0.11403423838702953,0.30715955814067475,0.4888888888888889,0.4666666666666667,0.475,0.575,0.325
785,C00,28,0,0,0.12674166390587008,0.1406929630829566,0.4666666666666667,0.4888888888888889,0.4,0.475,0.2
786,C10,67,1,0,0.10333806348828771,0.04820912198575083,0.5333333333333333,0.4444444444444444,0.6,0.5,0.325
787,C11,58,0,0,0.038895578649222703,0.08460680723082109,0.5777777777777777,0.6444444444444445,0.525,0.475,0.275
788,C11,46,1,0,0.018866487117947063,0.35070064695601116,0.5333333333333333,0.37777777777777777,0.5,0.4,0.25
789,C10,43,0,0,0.15620025062895407,0.048209121985750426,0.5111111111111111,0.5555555555555556,0.5,0.5,0.25
790,C00,74,0,0,0.08382375517920101,0.35860413406125474,0.35555555555555557,0.4666666666666667,0.425,0.375,0.15
791,C00,22,1,0,0.07479183762009416,0.14069296308295673,0.5333333333333333,0.5111111111111111,0.55,0.525,0.375
792,C01,71,0,0,0.33210454203378814,0.13902647467593285,0.5555555555555556,0.5111111111111111,0.575,0.5,0.3
793,C11,21,0,0,0.35898719908211224,0.3089104720694706,0.6444444444444445,0.5333333333333333,0.625,0.625,0.35
794,C01,30,1,0,0.1140342383870311,0.30715955814067397,0.4888888888888889,0.4666666666666667,0.55,0.55,0.225
795,C01,44,0,0,0.1078871132955414,0.136726137034564,0.4888888888888889,0.5111111111111111,0.55,0.525,0.3
796,C10,56,0,0,0.010491148573664745,0.005699386516943266,0.5111111111111111,0.4888888888888889,0.475,0.5,0.25
797,C00,35,0,0,0.11885982005353016,0.35880915619799886,0.4888888888888889,0.5111111111111111,0.475,0.5,0.225
798,C10,52,1,0,0.496657228124942,0.0025363597010660023,0.5777777777777777,0.4888888888888889,0.675,0.525,0.375
799,C00,7,0,0,0.03939335759997799,0.06209288271453821,0.5333333333333333,0.5555555555555556,0.55,0.6,0.3
800,C00,75,1,0,0.0706401067871688,0.3588091561979991,0.4888888888888889,0.4888888888888889,0.5,0.5,0.275
801,C00,68,1,0,0.15525892670654132,0.46152523201829015,0.6444444444444445,0.4222222222222222,0.525,0.35,0.225
802,C11,47,0,0,0.14628378230893962,0.23646917654709723,0.6222222222222222,0.4,0.625,0.375,0.2
803,C10,5,1,0,0.01443317403774504,0.07663862966662961,0.6,0.4,0.4,0.575,0.225
804,C11,26,0,0,0.058104722977030294,0.019848919331103665,0.5333333333333333,0.5333333333333333,0.575,0.475,0.25
805,C11,1,1,0,0.14460646225992446,0.033430132544980666,0.5111111111111111,0.5333333333333333,0.475,0.55,0.275
806,C01,62,1,0,0.17134437354659424,0.1095870980757841,0.5555555555555556,0.5777777777777777,0.575,0.45,0.25
807,C01,2,1,0,0.2872903511679326,0.10958709807578401,0.6,0.5777777777777777,0.575,0.45,0.25
808,C00,65,0,0,0.24898580919475205,0.3588091561979991,0.5333333333333333,0.4888888888888889,0.475,0.55,0.275
809,C01,77,0,0,0.07490374570912314,0.1299089454894326,0.4666666666666667,0.5333333333333333,0.5,0.45,0.225
810,C11,27,1,0,0.217303599816045,0.4611411166829254,0.5111111111111111,0.3111111111111111,0.525,0.425,0.15
811,C01,36,1,0,0.10788711329554257,0.13672613703456069,0.4888888888888889,0.5111111111111111,0.6,0.4,0.25
812,C10,52,0,0,0.09002559099212193,0.11601539191279013,0.5777777777777777,0.5111111111111111,0.475,0.5,0.2
813,C01,15,0,0,0.017997818894066465,0.057750631855371104,0.4444444444444444,0.5111111111111111,0.575,0.475,0.35
814,C11,29,0,0,0.10935849205104523,0.03343013254497931,0.6222222222222222,0.4666666666666667,0.55,0.45,0.225
815,C11,53,1,0,0.15607118958669627,0.23646917654709576,0.5333333333333333,0.4,0.575,0.5,0.375
816,C11,16,0,0,0.08735245115731657,0.019848919331103776,0.4888888888888889,0.4666666666666667,0.375,0.5,0.175
817,C01,16,0,0,0.021364510366412653,0.036617211652112895,0.4888888888888889,0.5555555555555556,0.55,0.475,0.25
818,C11,41,1,0,0.1446064622599236,0.03343013254498057,0.5111111111111111,0.5333333333333333,0.475,0.55,0.275
819,C10,40,1,0,0.20100118684567106,0.07419476303848363,0.5555555555555556,0.5111111111111111,0.5,0.525,0.25
820,C11,36,1,0,0.204542389917161,0.35070064695601144,0.6444444444444445,0.6222222222222222,0.55,0.55,0.25
821,C01,14,0,0,0.1798551490159611,0.1367261370345641,0.5111111111111111,0.4888888888888889,0.5,0.6,0.325
822,C10,61,0,0,0.08229808823277532,0.15378192040113273,0.4888888888888889,0.5555555555555556,0.65,0.5,0.3
823,C11,17,0,0,0.11515011370873414,0.23646917654709732,0.5333333333333333,0.6,0.575,0.5,0.3
824,C11,3,1,0,0.1707835238935379,0.23646917654709615,0.5555555555555556,0.6,0.575,0.625,0.425
825,C10,63,0,0,0.13006528946911602,0.048209121985750406,0.5777777777777777,0.5555555555555556,0.55,0.5,0.2
826,C11,19,0,0,0.19917085338224177,0.03343013254497943,0.4666666666666667,0.5333333333333333,0.45,0.525,0.275
827,C00,0,1,0,0.04814933907789674,0.1964725604339083,0.4,0.5333333333333333,0.5,0.6,0.35
828,C11,61,0,0,0.35898719908211146,0.3089104720694709,0.6444444444444445,0.5333333333333333,0.625,0.625,0.35
829,C10,44,0,0,0.0580081039425468,0.189123964995598,0.4666666666666667,0.5333333333333333,0.475,0.4,0.125
830,C00,62,1,0,0.07479183762009546,0.14069296308295673,0.5333333333333333,0.5111111111111111,0.55,0.525,0.375
831,C01,7,1,0,0.40052052677212546,0.3331329180585931,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
832,C01,67,1,0,0.016256681448828553,0.3331329180585932,0.28888888888888886,0.4666666666666667,0.5,0.575,0.375
833,C00,17,1,0,0.1889723548693342,0.5389656908464694,0.4,0.6,0.6,0.6,0.35
834,C01,19,1,0,0.3105713340496175,0.13902647467593246,0.6666666666666666,0.4888888888888889,0.575,0.5,0.3
835,C00,63,0,0,0.1889723548693322,0.5389656908464684,0.4,0.6,0.45,0.7,0.35
836,C11,67,1,0,0.2173035998160457,0.4611411166829259,0.5111111111111111,0.3111111111111111,0.525,0.425,0.15
837,C11,20,0,0,0.01930497899313378,0.2747732049036833,0.4444444444444444,0.5111111111111111,0.525,0.6,0.325
838,C11,26,1,0,0.2824362449080198,0.3507006469560114,0.5111111111111111,0.37777777777777777,0.425,0.4,0.075
839,C10,34,1,0,0.19558591720716068,0.005699386516945289,0.4888888888888889,0.5111111111111111,0.575,0.5,0.325
840,C00,33,1,0,0.03939335759997602,0.062092882714539874,0.5333333333333333,0.5555555555555556,0.5,0.475,0.225
841,C00,40,1,0,0.04814933907789581,0.1964725604339083,0.4,0.5333333333333333,0.5,0.6,0.35
842,C00,64,0,0,0.13148610710450542,0.35860413406125474,0.35555555555555557,0.5333333333333333,0.4,0.625,0.275
843,C10,49,1,0,0.17738341673976843,0.15378192040113073,0.6,0.4444444444444444,0.55,0.5,0.275
844,C00,6,1,0,0.08382375517919914,0.35860413406125413,0.35555555555555557,0.4666666666666667,0.425,0.375,0.175
845,C01,78,0,0,0.2872903511679339,0.10958709807578536,0.6,0.5777777777777777,0.525,0.475,0.225
846,C01,67,1,0,0.016256681448828553,0.3331329180585932,0.28888888888888886,0.4666666666666667,0.5,0.575,0.375
847,C11,4,1,0,0.11169972116540049,0.019848919331105774,0.6666666666666666,0.4666666666666667,0.575,0.525,0.375
848,C11,55,0,0,0.25979890418997115,0.31053716760635597,0.4222222222222222,0.35555555555555557,0.375,0.45,0.125
849,C10,45,1,0,0.014433174037745298,0.07663862966662974,0.6,0.4,0.4,0.575,0.225
850,C01,9,0,0,0.04572963096483546,0.17995279904097528,0.4444444444444444,0.4444444444444444,0.575,0.475,0.275
851,C00,52,0,0,0.15525892670654415,0.4615252320182892,0.6444444444444445,0.4222222222222222,0.625,0.4,0.25
852,C00,43,0,0,0.054313496791898605,0.5389656908464684,0.4444444444444444,0.6,0.525,0.7,0.4
853,C11,76,1,0,0.20454238991716153,0.3507006469560112,0.6444444444444445,0.6222222222222222,0.55,0.55,0.25
854,C10,4,0,0,0.05800810394254672,0.1891239649955985,0.4666666666666667,0.5333333333333333,0.475,0.4,0.125
855,C01,61,1,0,0.05980977232775825,0.17995279904097808,0.5777777777777777,0.5555555555555556,0.5,0.525,0.3
856,C11,74,1,0,0.10208778515066141,0.019848919331105774,0.6,0.5333333333333333,0.575,0.5,0.225
857,C11,12,0,0,0.11169640163710183,0.4395731037364623,0.4666666666666667,0.4666666666666667,0.5,0.325,0.2
858,C10,75,0,0,0.014433174037746726,0.07663862966662814,0.6,0.4,0.475,0.55,0.25
859,C11,62,1,0,0.038895578649219824,0.08460680723082199,0.5777777777777777,0.6444444444444445,0.45,0.55,0.25
860,C01,47,1,0,0.40052052677212474,0.333132918058593,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
861,C01,68,1,0,0.0060891126197597355,0.17911910694727926,0.4222222222222222,0.4888888888888889,0.5,0.575,0.35
862,C11,48,0,0,0.10586692050015131,0.08460680723082116,0.5333333333333333,0.35555555555555557,0.6,0.45,0.225
863,C00,64,0,0,0.13148610710450542,0.35860413406125474,0.35555555555555557,0.5333333333333333,0.4,0.625,0.275
864,C00,29,0,0,0.3199400999638604,0.2100791543085539,0.4444444444444444,0.5111111111111111,0.4,0.475,0.175
865,C11,2,0,0,0.1456390223856002,0.43957310373646225,0.5333333333333333,0.5333333333333333,0.475,0.575,0.225
866,C01,19,0,0,0.05980977232775809,0.1799527990409753,0.5777777777777777,0.5555555555555556,0.5,0.425,0.225
867,C01,58,1,0,0.21230758761225546,0.17911910694727926,0.6666666666666666,0.5111111111111111,0.575,0.4,0.275
868,C10,17,1,0,0.1300652894691149,0.04820912198575103,0.5777777777777777,0.5555555555555556,0.525,0.5,0.375
869,C11,0,1,0,0.250033586071507,0.27477320490368135,0.6,0.5111111111111111,0.55,0.575,0.3
870,C00,8,0,0,0.22415686050058165,0.1406929630829566,0.4888888888888889,0.4888888888888889,0.6,0.475,0.3
871,C00,29,0,0,0.3199400999638604,0.2100791543085539,0.4444444444444444,0.5111111111111111,0.4,0.475,0.175
872,C01,1,1,0,0.26932885062654877,0.17995279904097808,0.6222222222222222,0.5555555555555556,0.575,0.525,0.325
873,C11,65,0,0,0.020010750433261885,0.31053716760635597,0.4444444444444444,0.6444444444444445,0.525,0.575,0.275
874,C00,42,1,0,0.03941826142533116,0.14069296308295676,0.4888888888888889,0.5111111111111111,0.5,0.525,0.2
875,C01,19,1,0,0.3105713340496175,0.13902647467593246,0.6666666666666666,0.4888888888888889,0.575,0.5,0.3
876,C01,1,0,0,0.30903303359421563,0.1390264746759329,0.6222222222222222,0.4888888888888889,0.575,0.475,0.25
877,C00,78,1,0,0.010844930501631387,0.46152523201829015,0.4444444444444444,0.5777777777777777,0.525,0.6,0.325
878,C01,50,1,0,0.28582203776630066,0.3071595581406739,0.4888888888888889,0.4666666666666667,0.525,0.55,0.3
879,C10,7,1,0,0.04647183604267428,0.04820912198575089,0.5333333333333333,0.4444444444444444,0.5,0.5,0.275
880,C01,41,1,0,0.26932885062654993,0.1799527990409778,0.6222222222222222,0.5555555555555556,0.575,0.525,0.325
881,C01,26,0,0,0.4052486471954131,0.03661721165211281,0.6888888888888889,0.4444444444444444,0.575,0.525,0.325
882,C00,34,0,0,0.08382375517920129,0.3586041340612548,0.35555555555555557,0.4666666666666667,0.425,0.375,0.15
883,C01,71,1,0,0.04572963096483485,0.17995279904097816,0.4444444444444444,0.4444444444444444,0.55,0.575,0.225
884,C10,74,0,0,0.05391543471333398,0.1891239649955983,0.5555555555555556,0.4666666666666667,0.5,0.6,0.325
885,C11,61,0,0,0.35898719908211146,0.3089104720694709,0.6444444444444445,0.5333333333333333,0.625,0.625,0.35
886,C01,52,1,0,0.45724918420805877,0.10958709807578408,0.5777777777777777,0.4222222222222222,0.625,0.525,0.35
887,C10,38,1,0,0.1391731474803279,0.1160153919127898,0.4666666666666667,0.4888888888888889,0.575,0.5,0.275
888,C10,55,0,0,0.03143831936385798,0.07663862966662881,0.5555555555555556,0.4,0.375,0.55,0.2
889,C01,71,1,0,0.04572963096483485,0.17995279904097816,0.4444444444444444,0.4444444444444444,0.55,0.575,0.225
890,C00,12,0,0,0.1552589267065434,0.4615252320182891,0.6444444444444445,0.4222222222222222,0.625,0.4,0.25
891,C00,34,1,0,0.017310938529610565,0.32060863899395375,0.4666666666666667,0.4666666666666667,0.475,0.5,0.225
892,C01,17,0,0,0.03036467034402657,0.12990894548943274,0.5333333333333333,0.5333333333333333,0.525,0.45,0.2
893,C10,74,1,0,0.1955859172071604,0.005699386516945316,0.4888888888888889,0.5111111111111111,0.575,0.5,0.325
894,C11,37,0,0,0.17078352389353668,0.23646917654709756,0.5555555555555556,0.6,0.525,0.5,0.275
895,C00,14,0,0,0.20359609055937483,0.3586041340612548,0.4444444444444444,0.4666666666666667,0.6,0.375,0.25
896,C11,49,1,0,0.0231496787804668,0.3089104720694725,0.4888888888888889,0.4666666666666667,0.45,0.375,0.25
897,C10,1,0,0,0.0969121036306229,0.15378192040113223,0.5333333333333333,0.5555555555555556,0.5,0.5,0.25
898,C10,14,1,0,0.45342904763936653,0.00569938651694542,0.5555555555555556,0.5111111111111111,0.675,0.5,0.35
899,C01,3,1,0,0.07490374570912278,0.12990894548943077,0.4666666666666667,0.5333333333333333,0.575,0.375,0.225
900,C01,77,1,0,0.19153456238661312,0.3331329180585932,0.5333333333333333,0.5333333333333333,0.65,0.35,0.225
901,C01,29,1,0,0.0842320312507762,0.13902647467593246,0.4888888888888889,0.5111111111111111,0.525,0.525,0.275
902,C01,51,1,0,0.3242940267499233,0.17995279904097797,0.5111111111111111,0.4444444444444444,0.6,0.575,0.4
903,C10,30,0,0,0.34135956456061256,0.07419476303848528,0.6222222222222222,0.4888888888888889,0.55,0.475,0.275
904,C11,36,0,0,0.11169972116540114,0.019848919331103505,0.6666666666666666,0.4666666666666667,0.475,0.5,0.3
905,C01,2,1,0,0.2872903511679326,0.10958709807578401,0.6,0.5777777777777777,0.575,0.45,0.25
906,C10,59,1,0,0.0822980882327767,0.1537819204011311,0.4888888888888889,0.5555555555555556,0.55,0.5,0.325
907,C01,50,0,0,0.11403423838702953,0.30715955814067475,0.4888888888888889,0.4666666666666667,0.475,0.575,0.325
908,C11,60,1,0,0.019304978993133867,0.27477320490368135,0.4444444444444444,0.5111111111111111,0.55,0.575,0.325
909,C10,38,1,0,0.1391731474803279,0.1160153919127898,0.4666666666666667,0.4888888888888889,0.575,0.5,0.275
910,C11,1,1,0,0.14460646225992446,0.033430132544980666,0.5111111111111111,0.5333333333333333,0.475,0.55,0.275
911,C01,46,0,0,0.1932768595780839,0.03661721165211293,0.5111111111111111,0.4444444444444444,0.575,0.525,0.25
912,C10,0,1,0,0.20100118684567203,0.0741947630384835,0.5555555555555556,0.5111111111111111,0.5,0.525,0.25
913,C10,46,0,0,0.19558591720715876,0.0056993865169432225,0.4888888888888889,0.5111111111111111,0.5,0.525,0.25
914,C11,37,1,0,0.019644585830856712,0.4611411166829257,0.5333333333333333,0.6888888888888889,0.525,0.675,0.35
915,C11,15,0,0,0.25979890418997026,0.310537167606356,0.4222222222222222,0.35555555555555557,0.375,0.45,0.125
916,C01,71,0,0,0.33210454203378814,0.13902647467593285,0.5555555555555556,0.5111111111111111,0.575,0.5,0.3
917,C01,7,1,0,0.40052052677212546,0.3331329180585931,0.6888888888888889,0.4666666666666667,0.625,0.575,0.35
918,C01,47,0,0,0.1212326264246269,0.1299089454894329,0.4888888888888889,0.4666666666666667,0.475,0.625,0.3
919,C11,24,0,0,0.1406726480771797,0.35070064695601494,0.4666666666666667,0.6222222222222222,0.475,0.6,0.25
920,C11,6,1,0,0.01886648711794792,0.35070064695601133,0.5333333333333333,0.37777777777777777,0.5,0.4,0.25
921,C11,32,1,0,0.10586692050015237,0.08460680723082195,0.5333333333333333,0.35555555555555557,0.525,0.525,0.25
922,C00,71,0,0,0.402828941309802,0.20150402156944114,0.35555555555555557,0.5555555555555556,0.425,0.425,0.175
923,C01,64,1,0,0.021364510366412705,0.03661721165211323,0.4888888888888889,0.5555555555555556,0.425,0.475,0.175
924,C01,67,0,0,0.38654432586029014,0.12990894548943258,0.6666666666666666,0.4666666666666667,0.6,0.625,0.375
925,C01,8,1,0,0.36571091839508685,0.17911910694727917,0.6666666666666666,0.4888888888888889,0.525,0.575,0.325
926,C10,72,1,0,0.1557464796225837,0.0025363597010657265,0.5777777777777777,0.4888888888888889,0.45,0.525,0.25
927,C00,53,1,0,0.0015384643089581202,0.062092882714539874,0.5777777777777777,0.5555555555555556,0.55,0.475,0.3
928,C10,49,1,0,0.17738341673976843,0.15378192040113073,0.6,0.4444444444444444,0.55,0.5,0.275
929,C01,41,1,0,0.26932885062654993,0.1799527990409778,0.6222222222222222,0.5555555555555556,0.575,0.525,0.325
930,C10,60,0,0,0.14129838662631442,0.07419476303848534,0.5333333333333333,0.5111111111111111,0.525,0.475,0.225
931,C01,14,1,0,0.40524864719541115,0.036617211652113325,0.6888888888888889,0.4444444444444444,0.575,0.525,0.35
932,C10,10,0,0,0.2706457092312468,0.0741947630384849,0.4888888888888889,0.4888888888888889,0.4,0.475,0.225
933,C00,74,0,0,0.08382375517920101,0.35860413406125474,0.35555555555555557,0.4666666666666667,0.425,0.375,0.15
934,C01,25,0,0,0.3303754597346554,0.05775063185537123,0.6222222222222222,0.4888888888888889,0.575,0.55,0.325
935,C00,39,1,0,0.04402960928700514,0.20150402156943817,0.4888888888888889,0.4444444444444444,0.5,0.575,0.35
936,C11,43,1,0,0.1707835238935369,0.2364691765470961,0.5555555555555556,0.6,0.575,0.625,0.425
937,C10,66,0,0,0.4534290476393667,0.005699386516943052,0.5555555555555556,0.5111111111111111,0.625,0.525,0.275
938,C10,12,1,0,0.49665722812494123,0.0025363597010662066,0.5777777777777777,0.4888888888888889,0.675,0.525,0.375
939,C10,51,0,0,0.15723920571441272,0.15378192040113253,0.4888888888888889,0.4444444444444444,0.45,0.5,0.225
940,C10,30,1,0,0.2706457092312462,0.07419476303848359,0.4888888888888889,0.4888888888888889,0.475,0.525,0.35
941,C10,50,0,0,0.27064570923124526,0.07419476303848523,0.4888888888888889,0.4888888888888889,0.4,0.475,0.225
942,C00,47,1,0,0.33534108027262977,0.5389656908464694,0.4222222222222222,0.4,0.375,0.3,0.1
943,C00,45,1,0,0.11885982005352877,0.3588091561979989,0.4888888888888889,0.5111111111111111,0.525,0.45,0.175
944,C11,36,1,0,0.204542389917161,0.35070064695601144,0.6444444444444445,0.6222222222222222,0.55,0.55,0.25
945,C11,62,1,0,0.038895578649219824,0.08460680723082199,0.5777777777777777,0.6444444444444445,0.45,0.55,0.25
946,C00,24,0,0,0.1314861071045062,0.3586041340612548,0.35555555555555557,0.5333333333333333,0.4,0.625,0.275
947,C10,41,1,0,0.22333521369343834,0.2321456274065014,0.5333333333333333,0.5111111111111111,0.55,0.5,0.25
948,C10,34,0,0,0.05391543471333358,0.1891239649955985,0.5555555555555556,0.4666666666666667,0.5,0.6,0.325
949,C10,48,0,0,0.15574647962258498,0.00253635970106757,0.5777777777777777,0.4888888888888889,0.475,0.525,0.3
