removed_axis,split,child,record_index,coordinate_U,coordinate_V,coordinate_J
U,development,C11,29,,-0.17275205007863814,-0.08101890602018028
U,development,C11,30,,-0.10232768883999117,0.15196183092488658
U,development,C11,31,,-0.15288359197065443,0.16756588784841336
U,development,C11,32,,-0.01800367139786278,0.1508546201467125
U,development,C11,33,,-0.10695554686871386,0.11940293546341404
U,development,C11,34,,-0.10804663824218866,0.22942316045049782
U,development,C11,35,,-0.08730515296800734,0.09087782998516299
U,development,C11,36,,-0.15501018327963725,0.08928267416488916
U,development,C11,37,,-0.09878881198351695,-0.01146697438159034
U,development,C11,38,,-0.09940467414100097,0.17308378974834704
U,development,C11,39,,-0.09537757161878685,0.0349056943887267
U,holdout,C00,0,,0.1747176331364187,0.06212250267851978
U,holdout,C00,1,,0.10601279649279892,0.05839247673269088
U,holdout,C00,2,,0.06996751509617966,0.08078225279732036
U,holdout,C00,3,,0.1998078424728742,0.11034951022358178
U,holdout,C00,4,,0.21152830411672732,0.14752147011860106
U,holdout,C00,5,,0.15459064448305931,0.052191515973177324
U,holdout,C00,6,,0.1416880129130356,0.12184217488572988
U,holdout,C00,7,,0.09006569136475541,-0.0005977572883013489
U,holdout,C00,8,,0.15808220368196885,0.05980307065642996
U,holdout,C00,9,,0.1199886134215756,0.14477981589651442
U,holdout,C00,10,,0.15931836272283503,0.10373868166700159
U,holdout,C00,11,,0.06847648268196915,0.06354399960773217
U,holdout,C00,12,,0.12641870282566767,0.09619737660931327
U,holdout,C00,13,,-0.011757837065573679,0.0438869570578329
U,holdout,C00,14,,-0.05276975609980526,0.1804088331847873
U,holdout,C00,15,,0.17752782865995287,0.08444910991497667
U,holdout,C00,16,,0.08129247873442884,0.02933373812990871
U,holdout,C00,17,,0.15937033049786417,0.1727571527015051
U,holdout,C00,18,,0.1362407201348542,0.07735303345539785
U,holdout,C00,19,,0.10159961603561539,0.04750940306167461
U,holdout,C00,20,,0.008417519706551885,0.23984505353998903
U,holdout,C00,21,,0.16834410531321195,0.01501059137788878
U,holdout,C00,22,,0.10948564514725789,0.1248710020494363
U,holdout,C00,23,,0.13206063973578372,0.1526709834779453
U,holdout,C00,24,,0.15895521926583098,0.09810719875037299
U,holdout,C00,25,,0.08420628559998986,0.11097301511646478
U,holdout,C00,26,,0.1827321438084372,0.12791881187520807
U,holdout,C00,27,,0.18761363562804917,0.09408332841080083
U,holdout,C00,28,,0.10858585441650183,0.10841948831876233
U,holdout,C00,29,,0.22982628593030702,0.06835366664110554
U,holdout,C00,30,,0.11446824362947237,-0.10683339182030147
U,holdout,C00,31,,0.15904641721997637,0.06918139059205874
U,holdout,C00,32,,0.16989636152150214,0.008969457384579159
U,holdout,C00,33,,0.07585463465792902,0.08494126728335549
U,holdout,C00,34,,0.16318246393711563,0.12499336361629096
U,holdout,C00,35,,0.15538122615236347,0.11427525465062552
U,holdout,C00,36,,0.09407731332835748,0.16651059191328102
U,holdout,C00,37,,0.05370558789210848,0.21155001658340758
U,holdout,C00,38,,0.13196103489196942,-0.05347550019357927
U,holdout,C00,39,,0.25056406934450415,0.05111649761877768
U,holdout,C01,0,,-0.10177050936207704,0.10905129000209789
U,holdout,C01,1,,-0.013279951687082202,-0.02179342097352062
U,holdout,C01,2,,-0.1483622999067775,-0.1803356292852763
U,holdout,C01,3,,-0.09796271058442976,-0.1437735121727606
U,holdout,C01,4,,-0.11215089460858221,-0.03169070732530553
U,holdout,C01,5,,-0.07296445123692358,-0.13956368008339998
U,holdout,C01,6,,-0.007987561405747409,-0.109011774780296
U,holdout,C01,7,,-0.01909118963210795,0.022256471610303835
U,holdout,C01,8,,-0.16196149194135606,-0.09498194723880543
U,holdout,C01,9,,-0.11929022697529895,-0.07904231109525199
U,holdout,C01,10,,-0.11225855102122197,-0.09928223396178941
U,holdout,C01,11,,-0.16408444452447024,-0.1376603553876335
U,holdout,C01,12,,-0.13486863117551673,-0.030571473770046313
U,holdout,C01,13,,-0.1293688431214642,-0.18219380944516436
U,holdout,C01,14,,-0.04991931309575531,0.050026306550839665
U,holdout,C01,15,,-0.13329983493311873,-0.16054495195866283
U,holdout,C01,16,,0.048885891140972984,0.0082413525310279
U,holdout,C01,17,,-0.005236694873851283,0.05500001576739415
U,holdout,C01,18,,-0.15260051696146373,-0.21543207644036483
U,holdout,C01,19,,-0.1158247414180411,-0.10134407419396564
U,holdout,C01,20,,-0.049360392631661525,0.025089968639798562
U,holdout,C01,21,,-0.12035104461733512,-0.08593031636706382
U,holdout,C01,22,,-0.06965063422033389,-0.1261047075686309
U,holdout,C01,23,,-0.053671735550686446,-0.06799398972660019
U,holdout,C01,24,,-0.10214834730760997,-0.14438914658613677
U,holdout,C01,25,,-0.08711136247331809,-0.02178820441883321
U,holdout,C01,26,,-0.07661179404476251,-0.1758136929072948
U,holdout,C01,27,,-0.07083799337777213,-0.05699408165699133
U,holdout,C01,28,,0.10643078788221012,-0.04873932851652987
U,holdout,C01,29,,-0.06173051786296708,-0.08067866695973415
U,holdout,C01,30,,-0.0785243852488168,0.02462413619070565
U,holdout,C01,31,,-0.035481095132347124,-0.12939953077268576
U,holdout,C01,32,,-0.09354623613579606,0.08165371583471079
U,holdout,C01,33,,0.12539594665866083,-0.11713234775506498
U,holdout,C01,34,,-0.12315234402667884,-0.013635492905961409
U,holdout,C01,35,,-0.13364089714849703,-0.15317876999547472
U,holdout,C01,36,,-0.12378075119825642,0.005684331730421155
U,holdout,C01,37,,-0.1421361377781785,-0.1205228771392109
U,holdout,C01,38,,-0.09044330917457558,-0.11993164618473534
U,holdout,C01,39,,-0.08111331439991662,0.119985983919739
U,holdout,C10,0,,0.030009374861499113,-0.11289832848568136
U,holdout,C10,1,,0.059776702519521246,-0.13841988196773364
U,holdout,C10,2,,0.08060000328866548,-0.11000720464285943
U,holdout,C10,3,,0.042107278787960174,-0.10194031395533212
U,holdout,C10,4,,0.11857046113247612,-0.19179613593612027
U,holdout,C10,5,,0.029453603700471523,-0.09927979482197737
U,holdout,C10,6,,0.04007038115993998,-0.0520648090638389
U,holdout,C10,7,,0.1067435989411254,-0.09119361250189846
U,holdout,C10,8,,0.07667378533784791,-0.06457100517594797
U,holdout,C10,9,,0.08371756412845072,-0.17398542606822925
U,holdout,C10,10,,0.06730134703327785,-0.18139928339486577
U,holdout,C10,11,,0.0788590452190542,-0.06440175983135571
U,holdout,C10,12,,0.010691980898031847,-0.08480663658595047
U,holdout,C10,13,,0.05018388635349205,-0.006836489419605612
U,holdout,C10,14,,0.12651467812863232,-0.07793539895211177
U,holdout,C10,15,,0.059071476386217,-0.18741784667895162
U,holdout,C10,16,,0.10080762185320641,-0.10045693698895547
U,holdout,C10,17,,0.03741596939012118,-0.10681303629068761
U,holdout,C10,18,,-0.013463010075479561,-0.061130207981890346
U,holdout,C10,19,,0.14365625368152046,-0.15115152356376704
U,holdout,C10,20,,0.22210259672375077,-0.08736577056929504
U,holdout,C10,21,,0.025943525273744418,0.028014846179430918
U,holdout,C10,22,,0.14975273444931173,-0.13488718093984692
U,holdout,C10,23,,0.08955608201397072,-0.05755582365909741
U,holdout,C10,24,,-0.01856480272851529,-0.09922784389130389
U,holdout,C10,25,,-0.007097513621405496,-0.125311948243969
U,holdout,C10,26,,0.13859282366309905,-0.09770728033963233
U,holdout,C10,27,,0.10004890537021406,-0.12809743893883455
U,holdout,C10,28,,0.12109131595371307,-0.045882679074938065
U,holdout,C10,29,,0.14428919958657047,-0.05894835247195385
U,holdout,C10,30,,-0.03750373507935231,-0.09486231078117519
U,holdout,C10,31,,0.13486034646203202,-0.07329153425969047
U,holdout,C10,32,,0.07478289366150308,-0.08343698625941091
U,holdout,C10,33,,0.09128990165869327,-0.13216497872214839
U,holdout,C10,34,,0.025694542025167307,-0.18740127924202696
U,holdout,C10,35,,0.019044822660060398,-0.10648410688502866
U,holdout,C10,36,,0.12052163047723209,-0.08776814628040994
U,holdout,C10,37,,0.03479273015710586,-0.08355341776601427
U,holdout,C10,38,,0.09839722152328025,-0.14065529979538138
U,holdout,C10,39,,0.08074338279961071,-0.12179378047537179
U,holdout,C11,0,,-0.09189195170818351,0.10130361590836837
U,holdout,C11,1,,-0.005090531745182848,0.13600176059740082
U,holdout,C11,2,,-0.058130402259503354,0.11101069520193924
U,holdout,C11,3,,-0.03562172191926119,0.20320051276206547
U,holdout,C11,4,,-0.12162885655125083,0.12945938702381982
U,holdout,C11,5,,0.02373366413359916,0.022839743473707923
U,holdout,C11,6,,-0.02783993979719628,0.0837156068392443
U,holdout,C11,7,,-0.1024062363441666,0.16222902567453096
U,holdout,C11,8,,-0.1289947122233557,0.07629991901096093
U,holdout,C11,9,,-0.1788868448158738,0.06872821390381378
U,holdout,C11,10,,-0.07674642118797978,0.11364233446302666
U,holdout,C11,11,,0.0017612898003464966,0.15458519205799295
U,holdout,C11,12,,-0.1403485886798719,0.012561603871706479
U,holdout,C11,13,,-0.01128163510484076,0.07766652268782184
U,holdout,C11,14,,-0.18570723053553867,0.028728961481734688
U,holdout,C11,15,,-0.1038327631472491,0.08966762508425555
U,holdout,C11,16,,-0.10749567687001933,0.045700412559459766
U,holdout,C11,17,,-0.0825615186827919,0.1422710462007759
U,holdout,C11,18,,0.05408228715076245,0.10044024443316907
U,holdout,C11,19,,-0.10134692680794946,0.09196734308294094
U,holdout,C11,20,,-0.1600092663098684,0.09296594631032369
U,holdout,C11,21,,-0.06480720390990286,0.07863128395317018
U,holdout,C11,22,,-0.034107592308271976,0.08832171841393373
U,holdout,C11,23,,-0.14430794582682305,0.08562996140607798
U,holdout,C11,24,,-0.11134573087637997,0.020171573088569757
U,holdout,C11,25,,-0.07457081233107216,0.03412315195747257
U,holdout,C11,26,,-0.09011194728237933,0.11727800824771786
U,holdout,C11,27,,-0.11358074379782354,0.14806364165102515
U,holdout,C11,28,,-0.06895352242442256,0.07419081627167401
U,holdout,C11,29,,-0.08147276746288187,0.1796394008746149
U,holdout,C11,30,,-0.04855081941069227,0.10357111095781885
U,holdout,C11,31,,-0.02068313995645526,0.12554334535961312
U,holdout,C11,32,,-0.1719417997620967,0.19091045425377764
U,holdout,C11,33,,-0.0621008210202109,0.05585555363379485
U,holdout,C11,34,,-0.06768351319163293,0.06004656772201257
U,holdout,C11,35,,-0.08233732692868045,0.16329919191314926
U,holdout,C11,36,,-0.1842622538253472,0.10884833561202925
U,holdout,C11,37,,0.020579078512778383,0.07896247017513441
U,holdout,C11,38,,-0.05178336293244926,0.13380952897900472
U,holdout,C11,39,,-0.13630919323767318,-0.03497670881234991
V,development,C00,0,0.10166360727872573,,0.16070779021338766
V,development,C00,1,0.13835288991164044,,0.12344561649495733
V,development,C00,2,0.06538097225871,,0.12204756101506581
V,development,C00,3,0.13278417061201217,,0.11279720061766561
V,development,C00,4,0.0811454702152515,,0.08594429965056055
V,development,C00,5,0.11815463537131335,,0.06193909714970938
V,development,C00,6,0.19712241596447383,,0.1545954230562651
V,development,C00,7,0.14897326852700812,,0.0942330413139468
V,development,C00,8,0.15321438915477464,,0.12119014720833546
V,development,C00,9,0.12644839490938814,,0.10476545122999338
V,development,C00,10,0.09618391199424797,,0.047128872956791384
V,development,C00,11,0.14397485088910905,,0.014176417595954664
V,development,C00,12,0.11446901837986193,,0.055321910406383075
V,development,C00,13,0.1474956692893591,,0.08482521175422855
V,development,C00,14,0.12587831118432566,,0.07717214441616888
V,development,C00,15,0.20176274811300854,,-0.1393848431004981
V,development,C00,16,0.1480385188057369,,0.18027571368679488
V,development,C00,17,0.2397115422385902,,0.12373285634013564
V,development,C00,18,0.06642353154019648,,0.111610611150195
V,development,C00,19,0.17821953481797687,,0.13125463839902818
V,development,C00,20,0.16034931671447744,,0.17234594909176187
V,development,C00,21,0.19731133735474388,,0.12798830187824184
V,development,C00,22,0.08410944465315877,,0.08511361101828471
V,development,C00,23,0.1174129851748501,,0.19306274316967828
V,development,C00,24,0.16366003076019245,,0.11624739134848956
V,development,C00,25,0.18954358342607508,,0.1692665032693004
V,development,C00,26,0.21827191920834954,,0.06916441626449396
V,development,C00,27,0.08482974240625954,,0.12323168566120517
V,development,C00,28,0.12478135097748635,,0.15489529660418622
V,development,C00,29,0.12189430143242387,,0.05701797837301019
V,development,C00,30,-0.02632676133848438,,0.08694337329432353
V,development,C00,31,0.13815721869298156,,0.12570303271289246
V,development,C00,32,0.18549164520543268,,0.041988046893376554
V,development,C00,33,0.17647304873495076,,0.1487074466444196
V,development,C00,34,0.17421936794458723,,-0.026175618218551223
V,development,C00,35,0.10535315261804694,,0.1363226524524741
V,development,C00,36,0.1314583221538986,,0.20459976322917597
V,development,C00,37,0.00903368535211118,,0.11668896272910072
V,development,C00,38,0.09755027457689751,,0.12514413428135832
V,development,C00,39,0.19476057477215777,,0.06045642574423132
V,development,C01,0,0.13860333483994391,,-0.047141627532551536
V,development,C01,1,0.13905419548237383,,-0.08637585293243244
V,development,C01,2,0.10369983077085708,,-0.03221314159039318
V,development,C01,3,0.08217374797913354,,0.04679472673619325
V,development,C01,4,0.17986549350996775,,-0.21129267349907754
V,development,C01,5,0.18368921295771273,,-0.10959087539707546
V,development,C01,6,0.1957893021026967,,-0.05410724332630706
V,development,C01,7,0.12297582319816024,,-0.1553769229440247
V,development,C01,8,0.17383603238159967,,-0.07620240109097273
V,development,C01,9,0.13168770701712645,,-0.11525878654014976
V,development,C01,10,0.16648526735976976,,-0.20677287391546306
V,development,C01,11,0.11084093186406707,,-0.16007554787374859
V,development,C01,12,0.12444174142662097,,-0.12817043761446528
V,development,C01,13,0.14837364874479123,,-0.13771117386047207
V,development,C01,14,0.1903632172516116,,-0.11229050720208025
V,development,C01,15,0.10783493211110713,,-0.11592321265729012
V,development,C01,16,0.08467347924420746,,-0.19238498567174683
V,development,C01,17,0.09277571587164572,,-0.043631679967373535
V,development,C01,18,0.1016983681798539,,-0.08848128304183285
V,development,C01,19,0.12119548951075873,,-0.17477751803669167
V,development,C01,20,-0.008909655323108001,,-0.04821077756361136
V,development,C01,21,0.19646283933845893,,-0.07867139597353896
V,development,C01,22,0.1876316115900718,,-0.016795553279019923
V,development,C01,23,0.11238566887790938,,-0.1849859041540397
V,development,C01,24,0.17070317117534778,,0.02848215818596006
V,development,C01,25,0.11207906848551015,,-0.04192507701333687
V,development,C01,26,0.09067879764187284,,-0.08376928558180263
V,development,C01,27,0.11157168734768391,,-0.15891706850043902
V,development,C01,28,0.12404054861767685,,-0.14412141602883355
V,development,C01,29,0.11917858245195126,,-0.13212296981267024
V,development,C01,30,0.13708744086275262,,-0.14623063602468556
V,development,C01,31,0.1291619788415394,,-0.08296211196918192
V,development,C01,32,0.13208698704960553,,-0.25098726366801566
V,development,C01,33,0.08505146988627175,,-0.07788592425344325
V,development,C01,34,0.19745317222960587,,-0.1141528251495352
V,development,C01,35,0.16857636012571808,,-0.08936829493713709
V,development,C01,36,0.2168854976990681,,-0.06688295098690397
V,development,C01,37,0.11733606293991497,,-0.0824691813748429
V,development,C01,38,0.17500617168851273,,-0.07354022969392464
V,development,C01,39,0.1337181987902905,,-0.11494063868143994
V,development,C10,0,-0.0699157596352439,,-0.1096906675740409
V,development,C10,1,-0.22167127392534042,,0.07866674394174542
V,development,C10,2,-0.15307816590787082,,-0.11647737314540907
V,development,C10,3,-0.08339122210235851,,-0.12660827377816244
V,development,C10,4,-0.10194053225833076,,-0.12071930627867072
V,development,C10,5,-0.08719195526013881,,-0.06453673886076919
V,development,C10,6,-0.17737398708441662,,-0.1276013444600286
V,development,C10,7,-0.15197155256977712,,-0.11926720763278531
V,development,C10,8,-0.14758344281452493,,-0.14792426026608696
V,development,C10,9,-0.16377728020825966,,-0.13403229911546238
V,development,C10,10,-0.1825279005462577,,-0.07961152727922588
V,development,C10,11,-0.11752516577356278,,-0.1362767875968652
V,development,C10,12,-0.19519325268111903,,-0.09250728070787614
V,development,C10,13,-0.13870768915597415,,-0.08720017658949807
V,development,C10,14,-0.050029641734363056,,-0.0590762616652703
V,development,C10,15,-0.14822300596393984,,-0.2109474292590196
V,development,C10,16,-0.12357395620234599,,-0.02698606941169814
V,development,C10,17,-0.23145649211319497,,-0.061684884735431274
V,development,C10,18,-0.11241722816126525,,-0.16643611722074753
V,development,C10,19,-0.10097677090332802,,-0.15360437825044904
V,development,C10,20,-0.11988933249740472,,-0.040760138909879326
V,development,C10,21,-0.07688677057427847,,-0.16444644155647767
V,development,C10,22,-0.11427241556216629,,-0.09526060344908431
V,development,C10,23,-0.13327597023241844,,-0.20158808356876978
V,development,C10,24,-0.08330145143454876,,-0.07310336816396634
V,development,C10,25,-0.13448559164555085,,-0.1726268247489106
V,development,C10,26,-0.13816385313448895,,-0.08093280693195963
V,development,C10,27,-0.18926283208169334,,-0.11346870763712269
V,development,C10,28,-0.09387000151688776,,0.024606367066373806
V,development,C10,29,-0.17740122197302466,,-0.08321576214819848
V,development,C10,30,-0.1312707141622677,,-0.14195686438400107
V,development,C10,31,-0.15042825479669075,,-0.06872894379144959
V,development,C10,32,-0.07250747815316423,,-0.06672864321585864
V,development,C10,33,-0.1354953229031264,,-0.030282938118544628
V,development,C10,34,-0.14951299297453963,,-0.1539718920682478
V,development,C10,35,-0.1380971290373928,,-0.20017141614537978
V,development,C10,36,-0.1318694548814963,,-0.09829039292057404
V,development,C10,37,-0.16887893126251513,,-0.14065721576019377
V,development,C10,38,-0.14140738269065,,-0.08333855144894353
V,development,C10,39,-0.1349290157604068,,-0.0690463902095951
V,development,C11,0,-0.20295438531957277,,0.13638834588500276
V,development,C11,1,-0.14289620493931876,,0.137226606651491
V,development,C11,2,-0.1961797271183948,,0.09932948437938047
V,development,C11,3,-0.22536861710810407,,0.10315122809519821
V,development,C11,4,-0.25963136962802963,,0.10365885505861915
V,development,C11,5,-0.14696370587155,,0.10465260855588784
V,development,C11,6,-0.06502061615665898,,0.10676362814326074
V,development,C11,7,-0.16760687899960203,,0.16920864541867298
V,development,C11,8,-0.11934198883214718,,0.05985499056429874
V,development,C11,9,-0.1381128127358169,,0.17283250952136286
V,development,C11,10,-0.19049122649127787,,0.16206870301664983
V,development,C11,11,-0.1779556846976125,,0.09063461845708795
V,development,C11,12,-0.06162347894709057,,0.06172213208874669
V,development,C11,13,-0.1374477628849208,,0.09374790155431972
V,development,C11,14,-0.12071200650477572,,0.08033276358244672
V,development,C11,15,-0.019517687394735195,,0.052182371713051914
V,development,C11,16,-0.06323031557015746,,0.11523901766724384
V,development,C11,17,-0.05250986153555295,,0.08389758235650156
V,development,C11,18,-0.17586799115790996,,0.06634903840305253
V,development,C11,19,-0.1539646144731686,,0.10667616638813053
V,development,C11,20,-0.20256938137223507,,0.09284603395884872
V,development,C11,21,-0.18506097690369458,,0.11583545478417492
V,development,C11,22,-0.07436621042983554,,0.11444499670722208
V,development,C11,23,-0.1904744825452961,,0.093937245068682
V,development,C11,24,-0.17412073897481167,,0.13823559482196834
V,development,C11,25,-0.08251266078755745,,0.09083980702504446
V,development,C11,26,-0.1115636769682227,,0.1565181100317063
V,development,C11,27,-0.11149545701581151,,0.08470325205329375
V,development,C11,28,-0.18655651365628936,,0.07688306539880618
V,development,C11,29,-0.10122511582119745,,-0.08483759440374504
V,development,C11,30,-0.12473104031020282,,0.15002774301880345
V,development,C11,31,0.0009276762028325031,,0.1638782594871173
V,development,C11,32,-0.19868093055085678,,0.15128704632668907
V,development,C11,33,-0.08354391226853737,,0.11717474437731748
V,development,C11,34,-0.11370778947017264,,0.2273259096774826
V,development,C11,35,-0.1075424937986221,,0.08922114815962985
V,development,C11,36,-0.12460295839127437,,0.08604382565569303
V,development,C11,37,-0.14184900534218892,,-0.013290576719668962
V,development,C11,38,-0.10423442807430475,,0.17114171811016993
V,development,C11,39,-0.17293609927599504,,0.03330838337875621
V,holdout,C00,0,0.10027633072017125,,0.06598766509430017
V,holdout,C00,1,0.15373477108257996,,0.06035645381952358
V,holdout,C00,2,0.16948994150293176,,0.08180707713635008
V,holdout,C00,3,0.08392687293572919,,0.11490929092668523
V,holdout,C00,4,0.16909076892365216,,0.1520230765394896
V,holdout,C00,5,0.10755824743093109,,0.05553210296383311
V,holdout,C00,6,0.05076973212798868,,0.12512467770588537
V,holdout,C00,7,0.1810801567492743,,0.000845849732659075
V,holdout,C00,8,0.0696607441972513,,0.06338909085847406
V,holdout,C00,9,0.17593991747100843,,0.14701738762730954
V,holdout,C00,10,0.1403202726427234,,0.10707300756736143
V,holdout,C00,11,0.19172052338308535,,0.06443475902789075
V,holdout,C00,12,0.1938024412695856,,0.09850339989762431
V,holdout,C00,13,0.1989059627376682,,0.04278337633912477
V,holdout,C00,14,0.18914613877995654,,0.17838423745330767
V,holdout,C00,15,0.13733846998730917,,0.08823482111184443
V,holdout,C00,16,0.10857072341472858,,0.03087412124772576
V,holdout,C00,17,0.13795897860270423,,0.17612255482989975
V,holdout,C00,18,0.08742073036654793,,0.08033688923750723
V,holdout,C00,19,0.1841407379581027,,0.04923573408698538
V,holdout,C00,20,0.19272527471485784,,0.23931644563393978
V,holdout,C00,21,0.04214395076354669,,0.018948889018082313
V,holdout,C00,22,0.15408566435675583,,0.1269375248873869
V,holdout,C00,23,0.09968176139089618,,0.15552346333395073
V,holdout,C00,24,0.08996672484561555,,0.10164095480205541
V,holdout,C00,25,0.24095933623883165,,0.11205621585098337
V,holdout,C00,26,0.09877702019991517,,0.1320049082979221
V,holdout,C00,27,0.10932866260433252,,0.09823481627828676
V,holdout,C00,28,0.06338160835852633,,0.11083743235825812
V,holdout,C00,29,-0.022625064851051854,,0.07407833273377352
V,holdout,C00,30,0.10015890520354764,,-0.10448743137906671
V,holdout,C00,31,0.11959297053652379,,0.07258549435060448
V,holdout,C00,32,0.0639506157141056,,0.012852989589390254
V,holdout,C00,33,0.15186571831018858,,0.08618448775921134
V,holdout,C00,34,0.09846557489207992,,0.12860266109331558
V,holdout,C00,35,0.04367768151719306,,0.11791941736515499
V,holdout,C00,36,0.18543524100099715,,0.16808231064778723
V,holdout,C00,37,0.13638133606717714,,0.21235370510798895
V,holdout,C00,38,0.10582777798306844,,-0.050710701780280656
V,holdout,C00,39,0.08233163320767037,,0.05690486839872616
V,holdout,C01,0,0.10398231745486797,,0.10616488531545235
V,holdout,C01,1,0.09398279387572847,,-0.022515732517383147
V,holdout,C01,2,0.11900675935868057,,-0.18450578430182923
V,holdout,C01,3,0.17424337311809796,,-0.14693300731091122
V,holdout,C01,4,0.20472466907444956,,-0.03529122474296778
V,holdout,C01,5,0.05858347219487601,,-0.14162950773824823
V,holdout,C01,6,0.04250822714294741,,-0.10941551717184403
V,holdout,C01,7,-0.0023647974691045834,,0.02180670964194853
V,holdout,C01,8,0.13521647721115915,,-0.09952697895208522
V,holdout,C01,9,0.08819385186797402,,-0.08234499425342147
V,holdout,C01,10,0.10671776438766224,,-0.10249633886252545
V,holdout,C01,11,0.1864451520908814,,-0.14248313025180678
V,holdout,C01,12,0.12766649590014584,,-0.034405002070261835
V,holdout,C01,13,0.1336396734543419,,-0.18596183407619518
V,holdout,C01,14,0.08085585894410995,,0.04848504650401973
V,holdout,C01,15,0.09190659974169146,,-0.1642286936168753
V,holdout,C01,16,0.07498818835831399,,0.009124523586975809
V,holdout,C01,17,0.16169553256869276,,0.054213975508421226
V,holdout,C01,18,0.05725067623911455,,-0.21945838588188957
V,holdout,C01,19,0.11425096241142141,,-0.10467724005514553
V,holdout,C01,20,0.10536423056323757,,0.023452964827307157
V,holdout,C01,21,0.14270543313138423,,-0.08948814781143269
V,holdout,C01,22,0.10890493612937903,,-0.12829553503766145
V,holdout,C01,23,0.1321195191311334,,-0.06987471012141087
V,holdout,C01,24,0.11062099412529394,,-0.14738575850476424
V,holdout,C01,25,0.09409952156371085,,-0.02431339011952484
V,holdout,C01,26,0.1278780366605688,,-0.17826793485957443
V,holdout,C01,27,0.11030321271842367,,-0.05919973463826301
V,holdout,C01,28,0.020258797554349603,,-0.04623967284309008
V,holdout,C01,29,0.060760936939366975,,-0.08246229489529003
V,holdout,C01,30,0.0918197441384374,,0.022331506709537256
V,holdout,C01,31,0.06039657604423067,,-0.13055492519329936
V,holdout,C01,32,0.1091551579951422,,0.07893859371654256
V,holdout,C01,33,0.04396002211460998,,-0.11428830329413912
V,holdout,C01,34,0.16434310543747177,,-0.017331006853774845
V,holdout,C01,35,0.19943067774298406,,-0.1573169754852869
V,holdout,C01,36,0.10270038795410388,,0.0022360539294917145
V,holdout,C01,37,0.18414688599151274,,-0.12479530656295681
V,holdout,C01,38,0.09193247524569223,,-0.12255752531375305
V,holdout,C01,39,0.05449148127029042,,0.11781335767539766
V,holdout,C10,0,-0.08026822189840589,,-0.11186374969229936
V,holdout,C10,1,-0.14673109878316687,,-0.13638891443632015
V,holdout,C10,2,-0.10505318966279988,,-0.10763343114167874
V,holdout,C10,3,0.028884642801200903,,-0.10106228764607071
V,holdout,C10,4,-0.10583160755563706,,-0.18851583097971925
V,holdout,C10,5,0.08460495452859079,,-0.09894220157385764
V,holdout,C10,6,-0.0685868886895974,,-0.050815722385072856
V,holdout,C10,7,-0.15800310641151,,-0.08795542544445752
V,holdout,C10,8,-0.14486150964934724,,-0.062113976069493884
V,holdout,C10,9,-0.16193287161584857,,-0.1713169197693335
V,holdout,C10,10,-0.09713724259400561,,-0.1794038111957177
V,holdout,C10,11,-0.0889931635625525,,-0.06212425011127283
V,holdout,C10,12,-0.06152908920479527,,-0.0843136364801034
V,holdout,C10,13,-0.10588341550281481,,-0.005171938058281953
V,holdout,C10,14,-0.12366974794204738,,-0.0743538569007215
V,holdout,C10,15,-0.10926461178973351,,-0.18557446572331338
V,holdout,C10,16,-0.10192779314461659,,-0.0976001179662121
V,holdout,C10,17,-0.11738672173052346,,-0.10544113869626731
V,holdout,C10,18,-0.13838495586511887,,-0.06089962416984336
V,holdout,C10,19,-0.22241136336663198,,-0.14676104074137114
V,holdout,C10,20,-0.2138028368684361,,-0.0810776771520973
V,holdout,C10,21,-0.02809794924373715,,0.028773429031827134
V,holdout,C10,22,-0.14918778763766072,,-0.13064843448596997
V,holdout,C10,23,-0.05485195169368565,,-0.05515753017851738
V,holdout,C10,24,-0.10607911196276953,,-0.09926750900274826
V,holdout,C10,25,-0.03715566966806601,,-0.12536655819377562
V,holdout,C10,26,-0.12743296070357257,,-0.0938209139700746
V,holdout,C10,27,-0.09970554606737715,,-0.12527640134341417
V,holdout,C10,28,-0.07816735701944208,,-0.04261396191440564
V,holdout,C10,29,-0.09565574826949544,,-0.05504419336377306
V,holdout,C10,30,-0.061534003161016,,-0.09554876342737768
V,holdout,C10,31,-0.1450665484615768,,-0.06941570929154997
V,holdout,C10,32,-0.09438563432973604,,-0.08124200910089575
V,holdout,C10,33,-0.1092433426282916,,-0.1295191812999977
V,holdout,C10,34,-0.13904399331646616,,-0.18624854835168614
V,holdout,C10,35,-0.10161735117622794,,-0.10562633729993237
V,holdout,C10,36,-0.12473768681692271,,-0.08433129970096546
V,holdout,C10,37,-0.1422868547311268,,-0.08213502275034919
V,holdout,C10,38,-0.14116412595175792,,-0.137705374778445
V,holdout,C10,39,-0.10869569218140997,,-0.11940473037395169
V,holdout,C11,0,-0.14214530349419854,,0.09968223501393594
V,holdout,C11,1,-0.18530547168848804,,0.13668936676635574
V,holdout,C11,2,-0.1088134434263935,,0.11007735591151455
V,holdout,C11,3,-0.16217898993753144,,0.2030658072162832
V,holdout,C11,4,-0.11275791856772663,,0.1269976899169975
V,holdout,C11,5,-0.1458135110043546,,0.02403363854718669
V,holdout,C11,6,-0.16693574494489138,,0.0837561422854777
V,holdout,C11,7,-0.10641029135576749,,0.1602196107084094
V,holdout,C11,8,-0.09150374631740138,,0.07355442005691017
V,holdout,C11,9,0.006726771280157848,,0.06435302339807623
V,holdout,C11,10,-0.12278390592826026,,0.11231354084138281
