path_id,group,step_index,source_time_start,source_time_end,heading_start_turns,heading_end_turns,ara_x_start,ara_x_end,absolute_circular_step_turns,step_mean_relative_movement,path_normalized_movement,quadrant_start,quadrant_end,quadrant_transition,large_step_ge_0_125_turn,q52_period
q52_alternating_AB,Q52 continuation,20,1025.0,1075.0,0.791886852,0.029930374,1.023089901,1.154941364,0.238043522,0.5514515313274999,0.8021483407009828,1,2,1,1,continuation
q52_alternating_AB,Q52 continuation,21,1075.0,1125.0,0.029930374,0.543170481,1.154941364,0.932147548,0.4867598929999999,0.536737790479,0.7807455480045581,2,0,1,1,continuation
q52_alternating_AB,Q52 continuation,22,1125.0,1175.0,0.543170481,0.541542935,0.932147548,0.904940436,0.0016275460000000352,0.5602591083540001,0.8149599531384273,0,0,0,0,continuation
q52_alternating_AB,Q52 continuation,23,1175.0,1225.0,0.541542935,0.875447822,0.904940436,1.046281167,0.3339048870000001,0.5914064373204999,0.8602672500237947,0,2,1,1,continuation
q52_alternating_AB,Q52 continuation,24,1225.0,1275.0,0.875447822,0.317827243,1.046281167,0.974561522,0.44237942099999994,0.556843108845,0.8099909972423697,2,3,1,1,continuation
q52_alternating_AB,Q52 continuation,25,1275.0,1325.0,0.317827243,0.938649533,0.974561522,1.042589423,0.37917771,0.541938062816,0.7883099296216987,3,2,1,1,continuation
q52_alternating_AB,Q52 continuation,26,1325.0,1375.0,0.938649533,0.018421796,1.042589423,1.145146953,0.07977226300000007,0.589192333636,0.8570465869269199,2,2,0,0,continuation
q52_alternating_AB,Q52 continuation,27,1375.0,1425.0,0.018421796,0.996298616,1.145146953,1.046547274,0.02212317999999991,0.5714437618304999,0.8312292909094048,2,2,0,0,continuation
q52_alternating_AB,Q52 continuation,28,1425.0,1475.0,0.996298616,0.185279075,1.046547274,1.035293344,0.18898045899999993,0.5562433801,0.8091186242588105,2,3,1,1,continuation
q52_alternating_AB,Q52 continuation,29,1475.0,1525.0,0.185279075,0.612663985,1.035293344,0.964397776,0.42738491,0.5401452764165,0.7857021199523188,3,0,1,1,continuation
q52_alternating_AB,Q52 continuation,30,1525.0,1575.0,0.612663985,0.65095905,0.964397776,0.980799408,0.03829506500000002,0.5414944865325,0.7876646979747264,0,1,1,0,continuation
q52_alternating_AB,Q52 continuation,31,1575.0,1625.0,0.65095905,0.995175191,0.980799408,1.066007942,0.344216141,0.527585239691,0.7674321323901303,1,2,1,1,continuation
q52_alternating_AB,Q52 continuation,32,1625.0,1675.0,0.995175191,0.473951197,1.066007942,0.876977553,0.47877600600000003,0.5270813066960001,0.7666991051106691,2,0,1,1,continuation
q52_alternating_AB,Q52 continuation,33,1675.0,1725.0,0.473951197,0.375009454,0.876977553,0.940872056,0.09894174299999997,0.512646612315,0.745702216919296,0,0,0,0,continuation
q52_alternating_AB,Q52 continuation,34,1725.0,1775.0,0.375009454,0.55446005,0.940872056,0.96285464,0.1794505959999999,0.5402897397065,0.7859122580728652,0,0,0,1,continuation
q52_alternating_AB,Q52 continuation,35,1775.0,1825.0,0.55446005,0.239948093,0.96285464,1.001712664,0.314511957,0.5940102101739999,0.8640547308001548,0,3,1,1,continuation
q52_alternating_AB,Q52 continuation,36,1825.0,1875.0,0.239948093,0.893266771,1.001712664,1.018690078,0.346681322,0.5721989539565,0.8323278028843795,3,2,1,1,continuation
q52_alternating_AB,Q52 continuation,37,1875.0,1925.0,0.893266771,0.468632246,1.018690078,0.846272038,0.424634525,0.610059238819,0.8873998499377493,2,0,1,1,continuation
q52_alternating_AB,Q52 continuation,38,1925.0,1975.0,0.468632246,0.150155049,0.846272038,1.024137794,0.318477197,0.5861928324825001,0.8526834747828325,0,3,1,1,continuation
q52_alternating_BA,Q52 continuation,0,25.0,75.0,0.512588648,0.475466133,0.402823528,0.360683424,0.03712251500000002,0.097523689455,0.1450526153789727,0,0,0,0,historical
q52_alternating_BA,Q52 continuation,1,75.0,125.0,0.475466133,0.421589722,0.360683424,0.812579953,0.05387641100000001,0.0240112319325,0.03571329191649715,0,0,0,0,historical
q52_alternating_BA,Q52 continuation,2,125.0,175.0,0.421589722,0.996913991,0.812579953,1.995952513,0.424675731,0.00096513758,0.0014355048600179366,0,2,1,1,historical
q52_alternating_BA,Q52 continuation,3,175.0,225.0,0.996913991,0.996343207,1.995952513,1.995899843,0.0005707839999999909,0.000185286028,0.00027558660982553336,2,2,0,0,historical
q52_alternating_BA,Q52 continuation,4,225.0,275.0,0.996343207,0.997053221,1.995899843,1.995664627,0.0007100140000000366,0.00017269919599999998,0.0002568654876947079,2,2,0,0,historical
q52_alternating_BA,Q52 continuation,5,275.0,325.0,0.997053221,0.996295847,1.995664627,1.996034038,0.0007573740000000884,0.00016745093399999999,0.00024905944453177623,2,2,0,0,historical
q52_alternating_BA,Q52 continuation,6,325.0,375.0,0.996295847,0.996878392,1.996034038,1.99592452,0.0005825449999999899,0.0001613072295,0.00023992155802624396,2,2,0,0,historical
q52_alternating_BA,Q52 continuation,7,375.0,425.0,0.996878392,0.996858545,1.99592452,1.995458017,1.9846999999906245e-05,0.00015195080149999998,0.00022600520232241993,2,2,0,0,historical
q52_alternating_BA,Q52 continuation,8,425.0,475.0,0.996858545,0.001243992,1.995458017,1.772649202,0.004385446999999987,0.1647225573635,0.24500137239489483,2,2,0,0,historical
q52_alternating_BA,Q52 continuation,9,475.0,525.0,0.001243992,0.002516464,1.772649202,1.723664207,0.0012724720000000245,0.543221306812,0.8079644209832971,2,2,0,0,continuation
q52_alternating_BA,Q52 continuation,10,525.0,575.0,0.002516464,0.99238878,1.723664207,1.362142499,0.01012768399999997,0.672333202681,1.0,2,2,0,0,continuation
q52_alternating_BA,Q52 continuation,11,575.0,625.0,0.99238878,0.996689043,1.362142499,1.170440831,0.004300263000000082,0.604273316058,0.898770600125646,2,2,0,0,continuation
q52_alternating_BA,Q52 continuation,12,625.0,675.0,0.996689043,0.493453168,1.170440831,0.894969478,0.4967641249999999,0.645336546562,0.9598463142808535,2,0,1,1,continuation
q52_alternating_BA,Q52 continuation,13,675.0,725.0,0.493453168,0.014780293,0.894969478,1.176193217,0.478672875,0.629900369172,0.9368871962000469,0,2,1,1,continuation
q52_alternating_BA,Q52 continuation,14,725.0,775.0,0.014780293,0.072788246,1.176193217,1.099867579,0.058007952999999945,0.590797440869,0.8787271527170344,2,2,0,0,continuation
q52_alternating_BA,Q52 continuation,15,775.0,825.0,0.072788246,0.451367541,1.099867579,0.979702123,0.378579295,0.550494316479,0.8187819882817708,2,0,1,1,continuation
q52_alternating_BA,Q52 continuation,16,825.0,875.0,0.451367541,0.012777374,0.979702123,1.048028507,0.438590167,0.5445460333815,0.8099347633138819,0,2,1,1,continuation
q52_alternating_BA,Q52 continuation,17,875.0,925.0,0.012777374,0.526922227,1.048028507,0.907576432,0.4858551470000001,0.5592898768455,0.8318641331638423,2,0,1,1,continuation
q52_alternating_BA,Q52 continuation,18,925.0,975.0,0.526922227,0.984987284,0.907576432,1.208504022,0.458065057,0.588081952503,0.8746882500491732,0,2,1,1,continuation
q52_alternating_BA,Q52 continuation,19,975.0,1025.0,0.984987284,0.453348937,1.208504022,0.951637097,0.468361653,0.615670141481,0.9157217567508936,2,0,1,1,continuation
q52_alternating_BA,Q52 continuation,20,1025.0,1075.0,0.453348937,0.423498397,0.951637097,0.959743327,0.02985053999999998,0.58850043154,0.8753106780883229,0,0,0,0,continuation
q52_alternating_BA,Q52 continuation,21,1075.0,1125.0,0.423498397,0.664643134,0.959743327,0.95918597,0.24114473699999994,0.5980479569765,0.889511264045447,0,1,1,1,continuation
q52_alternating_BA,Q52 continuation,22,1125.0,1175.0,0.664643134,0.763361334,0.95918597,1.007854551,0.09871819999999998,0.5943581159315,0.8840231503686474,1,1,0,0,continuation
q52_alternating_BA,Q52 continuation,23,1175.0,1225.0,0.763361334,0.045338782,1.007854551,1.015224641,0.281977448,0.562642791239,0.8368511163741461,1,2,1,1,continuation
q52_alternating_BA,Q52 continuation,24,1225.0,1275.0,0.045338782,0.48092739,1.015224641,0.953155145,0.435588608,0.551850920609,0.8207997439490358,2,0,1,1,continuation
q52_alternating_BA,Q52 continuation,25,1275.0,1325.0,0.48092739,0.477829909,0.953155145,0.959561773,0.003097481000000013,0.5649940790945001,0.8403483225899393,0,0,0,0,continuation
q52_alternating_BA,Q52 continuation,26,1325.0,1375.0,0.477829909,0.161879462,0.959561773,1.01405018,0.31595044699999997,0.5964742785635,0.8871706412609037,0,3,1,1,continuation
q52_alternating_BA,Q52 continuation,27,1375.0,1425.0,0.161879462,0.045145349,1.01405018,1.096282411,0.11673411300000003,0.570833746053,0.849033996501645,3,2,1,0,continuation
q52_alternating_BA,Q52 continuation,28,1425.0,1475.0,0.045145349,0.1634227,1.096282411,1.027378097,0.11827735100000003,0.5629569492355,0.8373183817051566,2,3,1,0,continuation
q52_alternating_BA,Q52 continuation,29,1475.0,1525.0,0.1634227,0.985970924,1.027378097,1.12878603,0.17745177600000006,0.562348016899,0.8364126814748664,3,2,1,1,continuation
q52_alternating_BA,Q52 continuation,30,1525.0,1575.0,0.985970924,0.904360813,1.12878603,1.011787393,0.08161011099999993,0.5607515920335,0.8340382265778984,2,2,0,0,continuation
q52_alternating_BA,Q52 continuation,31,1575.0,1625.0,0.904360813,0.549817749,1.011787393,0.937181893,0.354543064,0.5326486042615,0.7922390298999173,2,0,1,1,continuation
q52_alternating_BA,Q52 continuation,32,1625.0,1675.0,0.549817749,0.466686106,0.937181893,0.964133978,0.08313164300000003,0.5200614013164999,0.773517356041171,0,0,0,0,continuation
q52_alternating_BA,Q52 continuation,33,1675.0,1725.0,0.466686106,0.445795168,0.964133978,0.802888892,0.02089093799999997,0.5512297645775,0.819875862711246,0,0,0,0,continuation
q52_alternating_BA,Q52 continuation,34,1725.0,1775.0,0.445795168,0.450323915,0.802888892,0.940673219,0.004528746999999944,0.564660341242,0.8398519350083514,0,0,0,0,continuation
q52_alternating_BA,Q52 continuation,35,1775.0,1825.0,0.450323915,0.019697594,0.940673219,1.050641825,0.43062632100000003,0.598907029084,0.8907890116028698,0,2,1,1,continuation
q52_alternating_BA,Q52 continuation,36,1825.0,1875.0,0.019697594,0.872800612,1.050641825,1.009427105,0.1468969819999999,0.5394714932845,0.8023871067698279,2,2,0,1,continuation
q52_alternating_BA,Q52 continuation,37,1875.0,1925.0,0.872800612,0.063650485,1.009427105,1.147996826,0.190849873,0.5430925359945,0.8077728927098362,2,2,0,1,continuation
q52_alternating_BA,Q52 continuation,38,1925.0,1975.0,0.063650485,0.808085541,1.147996826,1.016590326,0.25556494400000007,0.6282066132785,0.9343679752442084,2,1,1,1,continuation
q52_random_520101,Q52 continuation,0,25.0,75.0,0.496863445,0.475032589,0.424696888,0.341545577,0.02183085600000001,0.095867698333,0.13287896442956532,0,0,0,0,historical
q52_random_520101,Q52 continuation,1,75.0,125.0,0.475032589,0.441879257,0.341545577,0.58670411,0.03315333199999998,0.0253731388885,0.03516884705127879,0,0,0,0,historical
q52_random_520101,Q52 continuation,2,125.0,175.0,0.441879257,0.997058378,0.58670411,1.996480862,0.4448208790000001,0.0013022002905,0.0018049356466291236,0,2,1,1,historical
q52_random_520101,Q52 continuation,3,175.0,225.0,0.997058378,0.997459586,1.996480862,1.996190828,0.00040120799999998624,0.0002126943405,0.000294808409893165,2,2,0,0,historical
q52_random_520101,Q52 continuation,4,225.0,275.0,0.997459586,0.997443785,1.996190828,1.99625926,1.580099999998197e-05,0.0001997392875,0.0002768518504189759,2,2,0,0,historical
q52_random_520101,Q52 continuation,5,275.0,325.0,0.997443785,0.947890712,1.99625926,1.951434923,0.049553073,0.000710169849,0.0009843423357931758,2,2,0,0,historical
q52_random_520101,Q52 continuation,6,325.0,375.0,0.947890712,0.997502479,1.951434923,1.996253362,0.04961176700000003,0.0007027748535,0.0009740923833995338,2,2,0,0,historical
q52_random_520101,Q52 continuation,7,375.0,425.0,0.997502479,0.997970151,1.996253362,1.995893711,0.00046767199999997455,0.00017333835299999998,0.00024025841073768543,2,2,0,0,historical
q52_random_520101,Q52 continuation,8,425.0,475.0,0.997970151,0.996221569,1.995893711,1.815674414,0.001748581999999943,0.1611085077305,0.2233070370966894,2,2,0,0,historical
q52_random_520101,Q52 continuation,9,475.0,525.0,0.996221569,0.990603204,1.815674414,1.62954196,0.005618365000000014,0.5089993930515,0.7055067913389017,2,2,0,0,continuation
q52_random_520101,Q52 continuation,10,525.0,575.0,0.990603204,0.982607257,1.62954196,1.337591793,0.007995947000000059,0.697298741905,0.966502130890114,2,2,0,0,continuation
q52_random_520101,Q52 continuation,11,575.0,625.0,0.982607257,0.885520597,1.337591793,1.033676568,0.09708665999999999,0.6855938026255,0.9502783116348695,2,2,0,0,continuation
q52_random_520101,Q52 continuation,12,625.0,675.0,0.885520597,0.049430535,1.033676568,1.091002871,0.16390993799999998,0.6845170347045,0.9487858401480037,2,2,0,1,continuation
q52_random_520101,Q52 continuation,13,675.0,725.0,0.049430535,0.464370359,1.091002871,0.936794576,0.41493982399999996,0.6661745588965,0.9233619566833644,2,0,1,1,continuation
q52_random_520101,Q52 continuation,14,725.0,775.0,0.464370359,0.933059022,0.936794576,1.054755475,0.468688663,0.631481795924,0.8752754948495424,0,2,1,1,continuation
q52_random_520101,Q52 continuation,15,775.0,825.0,0.933059022,0.006966423,1.054755475,1.031180015,0.07390740100000004,0.637329784381,0.8833811932617751,2,2,0,0,continuation
q52_random_520101,Q52 continuation,16,825.0,875.0,0.006966423,0.963178328,1.031180015,1.040790001,0.04378809500000003,0.63480467054,0.879881218629096,2,2,0,0,continuation
q52_random_520101,Q52 continuation,17,875.0,925.0,0.963178328,0.500125141,1.040790001,0.906852853,0.463053187,0.662621608224,0.9184373322870298,2,0,1,1,continuation
q52_random_520101,Q52 continuation,18,925.0,975.0,0.500125141,0.077737412,0.906852853,1.084934914,0.42238772900000005,0.7214663264765,1.0,0,2,1,1,continuation
q52_random_520101,Q52 continuation,19,975.0,1025.0,0.077737412,0.969253138,1.084934914,1.034991996,0.10848427400000005,0.6954707372260001,0.9639683956180501,2,2,0,0,continuation
q52_random_520101,Q52 continuation,20,1025.0,1075.0,0.969253138,0.805483106,1.034991996,1.013362546,0.16377003200000007,0.6741539271945001,0.9344218883879662,2,1,1,1,continuation
q52_random_520101,Q52 continuation,21,1075.0,1125.0,0.805483106,0.931911164,1.013362546,1.059485242,0.126428058,0.696551008714,0.965465723280279,1,2,1,1,continuation
q52_random_520101,Q52 continuation,22,1125.0,1175.0,0.931911164,0.006408828,1.059485242,1.054751061,0.07449766400000002,0.671254217928,0.9304026997438313,2,2,0,0,continuation
q52_random_520101,Q52 continuation,23,1175.0,1225.0,0.006408828,0.012949186,1.054751061,1.047142168,0.006540357999999968,0.6438333915045,0.8923956224663402,2,2,0,0,continuation
q52_random_520101,Q52 continuation,24,1225.0,1275.0,0.012949186,0.097177002,1.047142168,1.045471539,0.08422781599999996,0.669559316656,0.9280534545887905,2,2,0,0,continuation
q52_random_520101,Q52 continuation,25,1275.0,1325.0,0.097177002,0.385854937,1.045471539,0.963837528,0.28867793499999994,0.653827194577,0.9062476938738967,2,0,1,1,continuation
q52_random_520101,Q52 continuation,26,1325.0,1375.0,0.385854937,0.087824668,0.963837528,1.034820577,0.298030269,0.6392578401435001,0.886053605946531,0,2,1,1,continuation
q52_random_520101,Q52 continuation,27,1375.0,1425.0,0.087824668,0.45500552,1.034820577,0.939043998,0.36718085199999995,0.681389784339,0.9444512645056825,2,0,1,1,continuation
q52_random_520101,Q52 continuation,28,1425.0,1475.0,0.45500552,0.000915468,0.939043998,1.020156112,0.454090052,0.6959200104184999,0.9645911179489648,0,2,1,1,continuation
q52_random_520101,Q52 continuation,29,1475.0,1525.0,0.000915468,0.833612388,1.020156112,1.007467937,0.16730307999999994,0.6813828052245,0.9444415909918346,2,1,1,1,continuation
q52_random_520101,Q52 continuation,30,1525.0,1575.0,0.833612388,0.636324373,1.007467937,0.984109182,0.19728801500000004,0.6781536529605,0.9399657725849374,1,1,0,1,continuation
q52_random_520101,Q52 continuation,31,1575.0,1625.0,0.636324373,0.573210126,0.984109182,0.931324113,0.06311424700000001,0.6644931216384999,0.9210313735413737,1,0,1,0,continuation
q52_random_520101,Q52 continuation,32,1625.0,1675.0,0.573210126,0.954796022,0.931324113,1.086538953,0.38158589600000004,0.661896920974,0.917432867874201,0,2,1,1,continuation
q52_random_520101,Q52 continuation,33,1675.0,1725.0,0.954796022,0.579094501,1.086538953,0.930126608,0.375701521,0.671268589862,0.9304226201939931,2,0,1,1,continuation
q52_random_520101,Q52 continuation,34,1725.0,1775.0,0.579094501,0.472814758,0.930126608,0.964549766,0.10627974300000004,0.6756440555585,0.9364873047619742,0,0,0,0,continuation
q52_random_520101,Q52 continuation,35,1775.0,1825.0,0.472814758,0.52025991,0.964549766,0.947765837,0.0474451520000001,0.6812419388685,0.9442463409145538,0,0,0,0,continuation
q52_random_520101,Q52 continuation,36,1825.0,1875.0,0.52025991,0.944612487,0.947765837,1.050484926,0.42435257699999995,0.661570166594,0.9169799647129464,0,2,1,1,continuation
q52_random_520101,Q52 continuation,37,1875.0,1925.0,0.944612487,0.106165655,1.050484926,1.050552211,0.16155316799999997,0.6482575964295001,0.8985278628255084,2,2,0,1,continuation
q52_random_520101,Q52 continuation,38,1925.0,1975.0,0.106165655,0.199241597,1.050552211,1.01432497,0.09307594200000002,0.6037122138090001,0.8367850191393021,2,3,1,0,continuation
q52_random_520102,Q52 continuation,0,25.0,75.0,0.493317086,0.47627407,0.429039103,0.339550289,0.017043016000000022,0.0957594845525,0.1319528969524278,0,0,0,0,historical
q52_random_520102,Q52 continuation,1,75.0,125.0,0.47627407,0.437575024,0.339550289,0.622972441,0.038699046000000015,0.025217559119,0.03474882927128591,0,0,0,0,historical
q52_random_520102,Q52 continuation,2,125.0,175.0,0.437575024,0.999604525,0.622972441,1.995475956,0.43797049899999996,0.001332451852,0.0018360675471747556,0,2,1,1,historical
q52_random_520102,Q52 continuation,3,175.0,225.0,0.999604525,0.999787816,1.995475956,1.994720008,0.00018329100000002985,0.000255166228,0.00035160927553410347,2,2,0,0,historical
q52_random_520102,Q52 continuation,4,225.0,275.0,0.999787816,0.00159646,1.994720008,1.993415714,0.001808644000000026,0.00024166690899999997,0.0003330077317052165,2,2,0,0,historical
q52_random_520102,Q52 continuation,5,275.0,325.0,0.00159646,0.971995131,1.993415714,1.986359678,0.02960132900000012,0.0006609624355000001,0.0009107808855543831,2,2,0,0,historical
q52_random_520102,Q52 continuation,6,325.0,375.0,0.971995131,0.000883323,1.986359678,1.994254408,0.028888192000000035,0.0006470938645000001,0.0008916705266317937,2,2,0,0,historical
q52_random_520102,Q52 continuation,7,375.0,425.0,0.000883323,0.00147492,1.994254408,1.9935279,0.0005915969999999993,0.0002082478835,0.00028695759632009526,2,2,0,0,historical
q52_random_520102,Q52 continuation,8,425.0,475.0,0.00147492,0.993060013,1.9935279,1.796252696,0.008414907000000138,0.16863526846100002,0.23237293209927165,2,2,0,0,historical
q52_random_520102,Q52 continuation,9,475.0,525.0,0.993060013,0.995104583,1.796252696,1.606493851,0.0020445700000000233,0.5064571804995001,0.6978785700609013,2,2,0,0,continuation
q52_random_520102,Q52 continuation,10,525.0,575.0,0.995104583,0.990458088,1.606493851,1.293259755,0.004646495000000028,0.6374625194135,0.8783989025033716,2,2,0,0,continuation
q52_random_520102,Q52 continuation,11,575.0,625.0,0.990458088,0.989763969,1.293259755,1.138580436,0.0006941190000000486,0.5963121075655,0.8216952132604314,2,2,0,0,continuation
q52_random_520102,Q52 continuation,12,625.0,675.0,0.989763969,0.009816434,1.138580436,1.10427911,0.02005246500000002,0.630315047724,0.8685499606494929,2,2,0,0,continuation
q52_random_520102,Q52 continuation,13,675.0,725.0,0.009816434,0.9838769,1.10427911,1.149827607,0.02593953399999993,0.66737232685,0.9196134699896,2,2,0,0,continuation
q52_random_520102,Q52 continuation,14,725.0,775.0,0.9838769,0.160780388,1.149827607,1.010669578,0.176903488,0.667605290699,0.9199344852384225,2,3,1,1,continuation
q52_random_520102,Q52 continuation,15,775.0,825.0,0.160780388,0.026998099,1.010669578,1.174333514,0.133782289,0.6601744579815,0.9096950827559933,3,2,1,1,continuation
q52_random_520102,Q52 continuation,16,825.0,875.0,0.026998099,0.737221331,1.174333514,0.999557257,0.2897767680000001,0.6374710223575,0.8784106192340816,2,1,1,1,continuation
q52_random_520102,Q52 continuation,17,875.0,925.0,0.737221331,0.55016396,0.999557257,0.897314847,0.18705737099999997,0.6363332677775,0.8768428370603003,1,0,1,1,continuation
q52_random_520102,Q52 continuation,18,925.0,975.0,0.55016396,0.091202116,0.897314847,1.025512563,0.458961844,0.6740878947645,0.9288672650067737,0,2,1,1,continuation
q52_random_520102,Q52 continuation,19,975.0,1025.0,0.091202116,0.969244518,1.025512563,1.098137875,0.12195759800000006,0.6934951251595001,0.9556096841458355,2,2,0,0,continuation
q52_random_520102,Q52 continuation,20,1025.0,1075.0,0.969244518,0.514899557,1.098137875,0.834460797,0.454344961,0.6890533896544999,0.9494891429783452,2,0,1,1,continuation
q52_random_520102,Q52 continuation,21,1075.0,1125.0,0.514899557,0.712884475,0.834460797,0.991724272,0.19798491799999995,0.7083593733014999,0.9760920479818824,0,1,1,1,continuation
q52_random_520102,Q52 continuation,22,1125.0,1175.0,0.712884475,0.562530352,0.991724272,0.950836577,0.15035412299999995,0.722522564375,0.9956083820658915,1,0,1,1,continuation
q52_random_520102,Q52 continuation,23,1175.0,1225.0,0.562530352,0.953555205,0.950836577,1.038453476,0.391024853,0.677581807408,0.9336817426239311,0,2,1,1,continuation
q52_random_520102,Q52 continuation,24,1225.0,1275.0,0.953555205,0.091962655,1.038453476,1.006434237,0.13840745,0.6413915237665,0.8838129198087051,2,2,0,1,continuation
q52_random_520102,Q52 continuation,25,1275.0,1325.0,0.091962655,0.721219487,1.006434237,0.997677892,0.37074316799999996,0.641790531348,0.8843627369524686,2,1,1,1,continuation
q52_random_520102,Q52 continuation,26,1325.0,1375.0,0.721219487,0.191275867,0.997677892,1.011633334,0.47005637999999994,0.6281687175745,0.8655924000238653,1,3,1,1,continuation
q52_random_520102,Q52 continuation,27,1375.0,1425.0,0.191275867,0.484698276,1.011633334,0.964966057,0.29342240899999994,0.630943052651,0.869415327352387,3,0,1,1,continuation
q52_random_520102,Q52 continuation,28,1425.0,1475.0,0.484698276,0.444688214,0.964966057,0.853218286,0.04001006199999996,0.6516512025545,0.8979503636786725,0,0,0,0,continuation
q52_random_520102,Q52 continuation,29,1475.0,1525.0,0.444688214,0.088266364,0.853218286,1.074973652,0.35642185000000004,0.669572789507,0.9226456231343635,0,2,1,1,continuation
q52_random_520102,Q52 continuation,30,1525.0,1575.0,0.088266364,0.97267869,1.074973652,1.035639975,0.11558767399999992,0.6848579326315,0.9437079641132821,2,2,0,0,continuation
q52_random_520102,Q52 continuation,31,1575.0,1625.0,0.97267869,0.983624438,1.035639975,1.112835675,0.010945748000000033,0.660254926356,0.909805965089769,2,2,0,0,continuation
q52_random_520102,Q52 continuation,32,1625.0,1675.0,0.983624438,0.319325952,1.112835675,0.978683388,0.33570151400000003,0.638511300542,0.8798440826734752,2,3,1,1,continuation
q52_random_520102,Q52 continuation,33,1675.0,1725.0,0.319325952,0.618854151,0.978683388,0.967611019,0.29952819899999994,0.6381559750675,0.8793544577977737,3,1,1,1,continuation
q52_random_520102,Q52 continuation,34,1725.0,1775.0,0.618854151,0.525126967,0.967611019,0.941260016,0.09372718400000002,0.641149421521,0.8834793121999999,1,0,1,0,continuation
q52_random_520102,Q52 continuation,35,1775.0,1825.0,0.525126967,0.972658903,0.941260016,1.035384711,0.4475319360000001,0.6587067490455,0.907672636134719,0,2,1,1,continuation
q52_random_520102,Q52 continuation,36,1825.0,1875.0,0.972658903,0.001935003,1.035384711,1.202597461,0.029276100000000027,0.682479806026,0.9404309968616118,2,2,0,0,continuation
q52_random_520102,Q52 continuation,37,1875.0,1925.0,0.001935003,0.500851584,1.202597461,0.899469675,0.498916581,0.7257096036855,1.0,2,0,1,1,continuation
q52_random_520102,Q52 continuation,38,1925.0,1975.0,0.500851584,0.487364537,0.899469675,0.72381035,0.013487046999999974,0.7026279986535,0.9681944335381804,0,0,0,0,continuation
q52_random_520103,Q52 continuation,0,25.0,75.0,0.493587762,0.475623634,0.430138809,0.335368578,0.017964127999999968,0.093413403857,0.12014175711228427,0,0,0,0,historical
q52_random_520103,Q52 continuation,1,75.0,125.0,0.475623634,0.440777186,0.335368578,0.599314586,0.03484644800000003,0.025118441449499998,0.03230557465055721,0,0,0,0,historical
q52_random_520103,Q52 continuation,2,125.0,175.0,0.440777186,0.997196957,0.599314586,1.996696105,0.44358022899999994,0.001295202358,0.0016657982760622126,0,2,1,1,historical
q52_random_520103,Q52 continuation,3,175.0,225.0,0.997196957,0.997331157,1.996696105,1.996461609,0.00013419999999997323,0.0002285988245,0.0002940077474457071,2,2,0,0,historical
q52_random_520103,Q52 continuation,4,225.0,275.0,0.997331157,0.997515012,1.996461609,1.996409716,0.00018385500000006605,0.000213826189,0.00027500822154398274,2,2,0,0,historical
q52_random_520103,Q52 continuation,5,275.0,325.0,0.997515012,0.954331274,1.996409716,1.961417992,0.04318373800000008,0.0006083500305,0.0007824170684912345,2,2,0,0,historical
q52_random_520103,Q52 continuation,6,325.0,375.0,0.954331274,0.997825593,1.961417992,1.996322326,0.043494319000000004,0.0005997903295000001,0.0007714081824423969,2,2,0,0,historical
q52_random_520103,Q52 continuation,7,375.0,425.0,0.997825593,0.997989686,1.996322326,1.996041915,0.0001640930000000873,0.000183978843,0.0002366206620983626,2,2,0,0,historical
q52_random_520103,Q52 continuation,8,425.0,475.0,0.997989686,0.990312533,1.996041915,1.809557964,0.007677153000000048,0.163426924229,0.21018822808753568,2,2,0,0,historical
q52_random_520103,Q52 continuation,9,475.0,525.0,0.990312533,0.985861633,1.809557964,1.642663773,0.004450900000000035,0.5184793572855,0.666831722630349,2,2,0,0,continuation
q52_random_520103,Q52 continuation,10,525.0,575.0,0.985861633,0.987676023,1.642663773,1.314020004,0.0018143900000000546,0.722527871769,0.9292645861595162,2,2,0,0,continuation
q52_random_520103,Q52 continuation,11,575.0,625.0,0.987676023,0.040316794,1.314020004,1.204880206,0.052640770999999975,0.6780738502685,0.872090946903707,2,2,0,0,continuation
q52_random_520103,Q52 continuation,12,625.0,675.0,0.040316794,0.010352343,1.204880206,1.178649988,0.029964451000000003,0.6206466539985,0.7982321217133562,2,2,0,0,continuation
q52_random_520103,Q52 continuation,13,675.0,725.0,0.010352343,0.390087096,1.178649988,0.949942323,0.37973475300000004,0.6552179844470001,0.8426953380645176,2,0,1,1,continuation
q52_random_520103,Q52 continuation,14,725.0,775.0,0.390087096,0.887020761,0.949942323,1.049878791,0.496933665,0.685739364587,0.8819497928655112,0,2,1,1,continuation
q52_random_520103,Q52 continuation,15,775.0,825.0,0.887020761,0.988271901,1.049878791,1.066775058,0.1012511399999999,0.6596166848980001,0.8483526375458932,2,2,0,0,continuation
q52_random_520103,Q52 continuation,16,825.0,875.0,0.988271901,0.991871073,1.066775058,1.09058295,0.0035991720000000393,0.637530926123,0.8199474862846406,2,2,0,0,continuation
q52_random_520103,Q52 continuation,17,875.0,925.0,0.991871073,0.669868046,1.09058295,0.983413696,0.32200302699999994,0.668476380472,0.8597473555391453,2,1,1,1,continuation
q52_random_520103,Q52 continuation,18,925.0,975.0,0.669868046,0.399526848,0.983413696,0.943315915,0.27034119800000006,0.6987498171985,0.8986829229414108,1,0,1,1,continuation
q52_random_520103,Q52 continuation,19,975.0,1025.0,0.399526848,0.535069136,0.943315915,0.92428485,0.1355422879999999,0.6772375745415,0.8710153878177119,0,0,0,1,continuation
