orientation,timestamp,record_index,readout,measurement,outcome,segment_tunnelling_fraction,classified_present
XI,115627,36,1,37,UPUP,0.125,0
XI,115627,37,1,38,DOWNDOWN,0.2,0
XI,115627,37,1,38,DOWNUP,0.7,1
XI,115627,37,1,38,UPDOWN,0.275,0
XI,115627,37,1,38,UPUP,0.25,0
XI,115627,38,1,39,DOWNDOWN,0.825,1
XI,115627,38,1,39,DOWNUP,0.2,0
XI,115627,38,1,39,UPDOWN,0.2,0
XI,115627,38,1,39,UPUP,0.25,0
XI,115627,39,1,40,DOWNDOWN,0.175,0
XI,115627,39,1,40,DOWNUP,0.15,0
XI,115627,39,1,40,UPDOWN,0.2,0
XI,115627,39,1,40,UPUP,0.8,1
XI,115627,40,2,1,DOWNDOWN,0.175,0
XI,115627,40,2,1,DOWNUP,0.875,1
XI,115627,40,2,1,UPDOWN,0.2,0
XI,115627,40,2,1,UPUP,0.175,0
XI,115627,41,2,2,DOWNDOWN,0.25,0
XI,115627,41,2,2,DOWNUP,0.825,1
XI,115627,41,2,2,UPDOWN,0.15,0
XI,115627,41,2,2,UPUP,0.275,0
XI,115627,42,2,3,DOWNDOWN,0.225,0
XI,115627,42,2,3,DOWNUP,0.85,1
XI,115627,42,2,3,UPDOWN,0.2,0
XI,115627,42,2,3,UPUP,0.25,0
XI,115627,43,2,4,DOWNDOWN,0.15,0
XI,115627,43,2,4,DOWNUP,0.15,0
XI,115627,43,2,4,UPDOWN,0.875,1
XI,115627,43,2,4,UPUP,0.175,0
XI,115627,44,2,5,DOWNDOWN,0.275,0
XI,115627,44,2,5,DOWNUP,0.1,0
XI,115627,44,2,5,UPDOWN,0.225,0
XI,115627,44,2,5,UPUP,0.75,1
XI,115627,45,2,6,DOWNDOWN,0.15,0
XI,115627,45,2,6,DOWNUP,0.275,0
XI,115627,45,2,6,UPDOWN,0.75,1
XI,115627,45,2,6,UPUP,0.35,0
XI,115627,46,2,7,DOWNDOWN,0.15,0
XI,115627,46,2,7,DOWNUP,0.25,0
XI,115627,46,2,7,UPDOWN,0.85,1
XI,115627,46,2,7,UPUP,0.175,0
XI,115627,47,2,8,DOWNDOWN,0.275,0
XI,115627,47,2,8,DOWNUP,0.2,0
XI,115627,47,2,8,UPDOWN,0.975,1
XI,115627,47,2,8,UPUP,0.35,0
XI,115627,48,2,9,DOWNDOWN,0.25,0
XI,115627,48,2,9,DOWNUP,0.3,0
XI,115627,48,2,9,UPDOWN,0.85,1
XI,115627,48,2,9,UPUP,0.175,0
XI,115627,49,2,10,DOWNDOWN,0.25,0
XI,115627,49,2,10,DOWNUP,0.125,0
XI,115627,49,2,10,UPDOWN,0.875,1
XI,115627,49,2,10,UPUP,0.275,0
XI,115627,50,2,11,DOWNDOWN,0.125,0
XI,115627,50,2,11,DOWNUP,0.15,0
XI,115627,50,2,11,UPDOWN,0.2,0
XI,115627,50,2,11,UPUP,0.925,1
XI,115627,51,2,12,DOWNDOWN,0.2,0
XI,115627,51,2,12,DOWNUP,0.1,0
XI,115627,51,2,12,UPDOWN,0.2,0
XI,115627,51,2,12,UPUP,0.875,1
XI,115627,52,2,13,DOWNDOWN,0.075,0
XI,115627,52,2,13,DOWNUP,0.175,0
XI,115627,52,2,13,UPDOWN,0.825,1
XI,115627,52,2,13,UPUP,0.125,0
XI,115627,53,2,14,DOWNDOWN,0.15,0
XI,115627,53,2,14,DOWNUP,0.3,0
XI,115627,53,2,14,UPDOWN,0.8,1
XI,115627,53,2,14,UPUP,0.225,0
XI,115627,54,2,15,DOWNDOWN,0.175,0
XI,115627,54,2,15,DOWNUP,0.775,1
XI,115627,54,2,15,UPDOWN,0.125,0
XI,115627,54,2,15,UPUP,0.175,0
XI,115627,55,2,16,DOWNDOWN,0.125,0
XI,115627,55,2,16,DOWNUP,0.075,0
XI,115627,55,2,16,UPDOWN,0.3,0
XI,115627,55,2,16,UPUP,0.85,1
XI,115627,56,2,17,DOWNDOWN,0.25,0
XI,115627,56,2,17,DOWNUP,0.825,1
XI,115627,56,2,17,UPDOWN,0.15,0
XI,115627,56,2,17,UPUP,0.225,0
XI,115627,57,2,18,DOWNDOWN,0.225,0
XI,115627,57,2,18,DOWNUP,0.8,1
XI,115627,57,2,18,UPDOWN,0.3,0
XI,115627,57,2,18,UPUP,0.175,0
XI,115627,58,2,19,DOWNDOWN,0.175,0
XI,115627,58,2,19,DOWNUP,0.2,0
XI,115627,58,2,19,UPDOWN,0.85,1
XI,115627,58,2,19,UPUP,0.25,0
XI,115627,59,2,20,DOWNDOWN,0.175,0
XI,115627,59,2,20,DOWNUP,0.175,0
XI,115627,59,2,20,UPDOWN,0.85,1
XI,115627,59,2,20,UPUP,0.2,0
XI,115627,60,2,21,DOWNDOWN,0.15,0
XI,115627,60,2,21,DOWNUP,0.3,0
XI,115627,60,2,21,UPDOWN,0.75,1
XI,115627,60,2,21,UPUP,0.2,0
XI,115627,61,2,22,DOWNDOWN,0.775,1
XI,115627,61,2,22,DOWNUP,0.225,0
XI,115627,61,2,22,UPDOWN,0.225,0
XI,115627,61,2,22,UPUP,0.225,0
XI,115627,62,2,23,DOWNDOWN,0.225,0
XI,115627,62,2,23,DOWNUP,0.2,0
XI,115627,62,2,23,UPDOWN,0.15,0
XI,115627,62,2,23,UPUP,0.875,1
XI,115627,63,2,24,DOWNDOWN,0.2,0
XI,115627,63,2,24,DOWNUP,0.825,1
XI,115627,63,2,24,UPDOWN,0.0,0
XI,115627,63,2,24,UPUP,0.15,0
XI,115627,64,2,25,DOWNDOWN,0.275,0
XI,115627,64,2,25,DOWNUP,0.1,0
XI,115627,64,2,25,UPDOWN,0.875,1
XI,115627,64,2,25,UPUP,0.05,0
XI,115627,65,2,26,DOWNDOWN,0.725,1
XI,115627,65,2,26,DOWNUP,0.175,0
XI,115627,65,2,26,UPDOWN,0.175,0
XI,115627,65,2,26,UPUP,0.225,0
XI,115627,66,2,27,DOWNDOWN,0.325,0
XI,115627,66,2,27,DOWNUP,0.175,0
XI,115627,66,2,27,UPDOWN,0.275,0
XI,115627,66,2,27,UPUP,0.725,1
XI,115627,67,2,28,DOWNDOWN,0.85,1
XI,115627,67,2,28,DOWNUP,0.175,0
XI,115627,67,2,28,UPDOWN,0.2,0
XI,115627,67,2,28,UPUP,0.275,0
XI,115627,68,2,29,DOWNDOWN,0.2,0
XI,115627,68,2,29,DOWNUP,0.25,0
XI,115627,68,2,29,UPDOWN,0.75,1
XI,115627,68,2,29,UPUP,0.15,0
XI,115627,69,2,30,DOWNDOWN,0.925,1
XI,115627,69,2,30,DOWNUP,0.175,0
XI,115627,69,2,30,UPDOWN,0.225,0
XI,115627,69,2,30,UPUP,0.175,0
XI,115627,70,2,31,DOWNDOWN,0.775,1
XI,115627,70,2,31,DOWNUP,0.2,0
XI,115627,70,2,31,UPDOWN,0.15,0
XI,115627,70,2,31,UPUP,0.125,0
XI,115627,71,2,32,DOWNDOWN,0.175,0
XI,115627,71,2,32,DOWNUP,0.1,0
XI,115627,71,2,32,UPDOWN,0.775,1
XI,115627,71,2,32,UPUP,0.1,0
XI,115627,72,2,33,DOWNDOWN,0.3,0
XI,115627,72,2,33,DOWNUP,0.25,0
XI,115627,72,2,33,UPDOWN,0.25,0
XI,115627,72,2,33,UPUP,0.775,1
XI,115627,73,2,34,DOWNDOWN,0.925,1
XI,115627,73,2,34,DOWNUP,0.225,0
XI,115627,73,2,34,UPDOWN,0.125,0
XI,115627,73,2,34,UPUP,0.175,0
XI,115627,74,2,35,DOWNDOWN,0.1,0
XI,115627,74,2,35,DOWNUP,0.075,0
XI,115627,74,2,35,UPDOWN,0.225,0
XI,115627,74,2,35,UPUP,0.825,1
XI,115627,75,2,36,DOWNDOWN,0.15,0
XI,115627,75,2,36,DOWNUP,0.25,0
XI,115627,75,2,36,UPDOWN,0.15,0
XI,115627,75,2,36,UPUP,0.775,1
XI,115627,76,2,37,DOWNDOWN,0.15,0
XI,115627,76,2,37,DOWNUP,0.2,0
XI,115627,76,2,37,UPDOWN,0.85,1
XI,115627,76,2,37,UPUP,0.125,0
XI,115627,77,2,38,DOWNDOWN,0.1,0
XI,115627,77,2,38,DOWNUP,0.125,0
XI,115627,77,2,38,UPDOWN,0.875,1
XI,115627,77,2,38,UPUP,0.325,0
XI,115627,78,2,39,DOWNDOWN,0.15,0
XI,115627,78,2,39,DOWNUP,0.2,0
XI,115627,78,2,39,UPDOWN,0.175,0
XI,115627,78,2,39,UPUP,0.825,1
XI,115627,79,2,40,DOWNDOWN,0.25,0
XI,115627,79,2,40,DOWNUP,0.15,0
XI,115627,79,2,40,UPDOWN,0.275,0
XI,115627,79,2,40,UPUP,0.775,1
XX,115835,0,1,1,DOWNDOWN,0.225,0
XX,115835,0,1,1,DOWNUP,0.775,1
XX,115835,0,1,1,UPDOWN,0.125,0
XX,115835,0,1,1,UPUP,0.225,0
XX,115835,1,1,2,DOWNDOWN,0.175,0
XX,115835,1,1,2,DOWNUP,0.925,1
XX,115835,1,1,2,UPDOWN,0.175,0
XX,115835,1,1,2,UPUP,0.25,0
XX,115835,2,1,3,DOWNDOWN,0.175,0
XX,115835,2,1,3,DOWNUP,0.825,1
XX,115835,2,1,3,UPDOWN,0.2,0
XX,115835,2,1,3,UPUP,0.275,0
XX,115835,3,1,4,DOWNDOWN,0.175,0
XX,115835,3,1,4,DOWNUP,0.8,1
XX,115835,3,1,4,UPDOWN,0.075,0
XX,115835,3,1,4,UPUP,0.275,0
XX,115835,4,1,5,DOWNDOWN,0.1,0
XX,115835,4,1,5,DOWNUP,0.8,1
XX,115835,4,1,5,UPDOWN,0.2,0
XX,115835,4,1,5,UPUP,0.15,0
XX,115835,5,1,6,DOWNDOWN,0.25,0
XX,115835,5,1,6,DOWNUP,0.775,1
XX,115835,5,1,6,UPDOWN,0.15,0
XX,115835,5,1,6,UPUP,0.2,0
XX,115835,6,1,7,DOWNDOWN,0.175,0
XX,115835,6,1,7,DOWNUP,0.775,1
XX,115835,6,1,7,UPDOWN,0.175,0
XX,115835,6,1,7,UPUP,0.15,0
XX,115835,7,1,8,DOWNDOWN,0.175,0
XX,115835,7,1,8,DOWNUP,0.2,0
XX,115835,7,1,8,UPDOWN,0.85,1
XX,115835,7,1,8,UPUP,0.325,0
XX,115835,8,1,9,DOWNDOWN,0.325,0
XX,115835,8,1,9,DOWNUP,0.85,1
XX,115835,8,1,9,UPDOWN,0.225,0
XX,115835,8,1,9,UPUP,0.125,0
XX,115835,9,1,10,DOWNDOWN,0.2,0
XX,115835,9,1,10,DOWNUP,0.225,0
XX,115835,9,1,10,UPDOWN,0.925,1
XX,115835,9,1,10,UPUP,0.15,0
XX,115835,10,1,11,DOWNDOWN,0.125,0
XX,115835,10,1,11,DOWNUP,0.9,1
XX,115835,10,1,11,UPDOWN,0.175,0
XX,115835,10,1,11,UPUP,0.175,0
XX,115835,11,1,12,DOWNDOWN,0.1,0
XX,115835,11,1,12,DOWNUP,0.125,0
XX,115835,11,1,12,UPDOWN,0.825,1
XX,115835,11,1,12,UPUP,0.25,0
XX,115835,12,1,13,DOWNDOWN,0.2,0
XX,115835,12,1,13,DOWNUP,0.825,1
XX,115835,12,1,13,UPDOWN,0.3,0
XX,115835,12,1,13,UPUP,0.2,0
XX,115835,13,1,14,DOWNDOWN,0.125,0
XX,115835,13,1,14,DOWNUP,0.85,1
XX,115835,13,1,14,UPDOWN,0.225,0
XX,115835,13,1,14,UPUP,0.15,0
XX,115835,14,1,15,DOWNDOWN,0.325,0
XX,115835,14,1,15,DOWNUP,0.2,0
XX,115835,14,1,15,UPDOWN,0.925,1
XX,115835,14,1,15,UPUP,0.225,0
XX,115835,15,1,16,DOWNDOWN,0.2,0
XX,115835,15,1,16,DOWNUP,0.3,0
XX,115835,15,1,16,UPDOWN,0.85,1
XX,115835,15,1,16,UPUP,0.275,0
XX,115835,16,1,17,DOWNDOWN,0.225,0
XX,115835,16,1,17,DOWNUP,0.1,0
XX,115835,16,1,17,UPDOWN,0.8,1
XX,115835,16,1,17,UPUP,0.15,0
XX,115835,17,1,18,DOWNDOWN,0.225,0
XX,115835,17,1,18,DOWNUP,0.825,1
XX,115835,17,1,18,UPDOWN,0.225,0
XX,115835,17,1,18,UPUP,0.2,0
XX,115835,18,1,19,DOWNDOWN,0.075,0
XX,115835,18,1,19,DOWNUP,0.275,0
XX,115835,18,1,19,UPDOWN,0.9,1
XX,115835,18,1,19,UPUP,0.175,0
XX,115835,19,1,20,DOWNDOWN,0.225,0
XX,115835,19,1,20,DOWNUP,0.85,1
XX,115835,19,1,20,UPDOWN,0.2,0
XX,115835,19,1,20,UPUP,0.1,0
XX,115835,20,1,21,DOWNDOWN,0.15,0
XX,115835,20,1,21,DOWNUP,0.825,1
XX,115835,20,1,21,UPDOWN,0.2,0
XX,115835,20,1,21,UPUP,0.125,0
XX,115835,21,1,22,DOWNDOWN,0.15,0
XX,115835,21,1,22,DOWNUP,0.225,0
XX,115835,21,1,22,UPDOWN,0.85,1
XX,115835,21,1,22,UPUP,0.175,0
XX,115835,22,1,23,DOWNDOWN,0.2,0
XX,115835,22,1,23,DOWNUP,0.9,1
XX,115835,22,1,23,UPDOWN,0.175,0
XX,115835,22,1,23,UPUP,0.15,0
XX,115835,23,1,24,DOWNDOWN,0.275,0
XX,115835,23,1,24,DOWNUP,0.2,0
XX,115835,23,1,24,UPDOWN,0.9,1
XX,115835,23,1,24,UPUP,0.175,0
XX,115835,24,1,25,DOWNDOWN,0.175,0
XX,115835,24,1,25,DOWNUP,0.75,1
XX,115835,24,1,25,UPDOWN,0.225,0
XX,115835,24,1,25,UPUP,0.1,0
XX,115835,25,1,26,DOWNDOWN,0.15,0
XX,115835,25,1,26,DOWNUP,0.875,1
XX,115835,25,1,26,UPDOWN,0.175,0
XX,115835,25,1,26,UPUP,0.2,0
XX,115835,26,1,27,DOWNDOWN,0.1,0
XX,115835,26,1,27,DOWNUP,0.8,1
XX,115835,26,1,27,UPDOWN,0.2,0
XX,115835,26,1,27,UPUP,0.125,0
XX,115835,27,1,28,DOWNDOWN,0.125,0
XX,115835,27,1,28,DOWNUP,0.2,0
XX,115835,27,1,28,UPDOWN,0.85,1
XX,115835,27,1,28,UPUP,0.125,0
XX,115835,28,1,29,DOWNDOWN,0.175,0
XX,115835,28,1,29,DOWNUP,0.925,1
XX,115835,28,1,29,UPDOWN,0.125,0
XX,115835,28,1,29,UPUP,0.15,0
XX,115835,29,1,30,DOWNDOWN,0.175,0
XX,115835,29,1,30,DOWNUP,0.825,1
XX,115835,29,1,30,UPDOWN,0.2,0
XX,115835,29,1,30,UPUP,0.175,0
XX,115835,30,1,31,DOWNDOWN,0.125,0
XX,115835,30,1,31,DOWNUP,0.75,1
XX,115835,30,1,31,UPDOWN,0.25,0
XX,115835,30,1,31,UPUP,0.2,0
XX,115835,31,1,32,DOWNDOWN,0.075,0
XX,115835,31,1,32,DOWNUP,0.725,1
XX,115835,31,1,32,UPDOWN,0.175,0
XX,115835,31,1,32,UPUP,0.2,0
XX,115835,32,1,33,DOWNDOWN,0.15,0
XX,115835,32,1,33,DOWNUP,0.825,1
XX,115835,32,1,33,UPDOWN,0.05,0
XX,115835,32,1,33,UPUP,0.1,0
XX,115835,33,1,34,DOWNDOWN,0.225,0
XX,115835,33,1,34,DOWNUP,0.625,1
XX,115835,33,1,34,UPDOWN,0.125,0
XX,115835,33,1,34,UPUP,0.15,0
XX,115835,34,1,35,DOWNDOWN,0.25,0
XX,115835,34,1,35,DOWNUP,0.15,0
XX,115835,34,1,35,UPDOWN,0.825,1
XX,115835,34,1,35,UPUP,0.225,0
XX,115835,35,1,36,DOWNDOWN,0.225,0
XX,115835,35,1,36,DOWNUP,0.85,1
XX,115835,35,1,36,UPDOWN,0.3,0
XX,115835,35,1,36,UPUP,0.15,0
XX,115835,36,1,37,DOWNDOWN,0.125,0
XX,115835,36,1,37,DOWNUP,0.225,0
XX,115835,36,1,37,UPDOWN,0.85,1
XX,115835,36,1,37,UPUP,0.175,0
XX,115835,37,1,38,DOWNDOWN,0.15,0
XX,115835,37,1,38,DOWNUP,0.775,1
XX,115835,37,1,38,UPDOWN,0.125,0
XX,115835,37,1,38,UPUP,0.2,0
XX,115835,38,1,39,DOWNDOWN,0.175,0
XX,115835,38,1,39,DOWNUP,0.9,1
XX,115835,38,1,39,UPDOWN,0.175,0
XX,115835,38,1,39,UPUP,0.1,0
XX,115835,39,1,40,DOWNDOWN,0.175,0
XX,115835,39,1,40,DOWNUP,0.15,0
XX,115835,39,1,40,UPDOWN,0.85,1
XX,115835,39,1,40,UPUP,0.125,0
XX,115835,40,2,1,DOWNDOWN,0.1,0
XX,115835,40,2,1,DOWNUP,0.25,0
XX,115835,40,2,1,UPDOWN,0.9,1
XX,115835,40,2,1,UPUP,0.125,0
XX,115835,41,2,2,DOWNDOWN,0.25,0
XX,115835,41,2,2,DOWNUP,0.225,0
XX,115835,41,2,2,UPDOWN,0.85,1
XX,115835,41,2,2,UPUP,0.25,0
XX,115835,42,2,3,DOWNDOWN,0.15,0
XX,115835,42,2,3,DOWNUP,0.175,0
XX,115835,42,2,3,UPDOWN,0.9,1
XX,115835,42,2,3,UPUP,0.175,0
XX,115835,43,2,4,DOWNDOWN,0.2,0
XX,115835,43,2,4,DOWNUP,0.125,0
XX,115835,43,2,4,UPDOWN,0.9,1
XX,115835,43,2,4,UPUP,0.15,0
XX,115835,44,2,5,DOWNDOWN,0.15,0
XX,115835,44,2,5,DOWNUP,0.85,1
XX,115835,44,2,5,UPDOWN,0.1,0
XX,115835,44,2,5,UPUP,0.15,0
XX,115835,45,2,6,DOWNDOWN,0.225,0
XX,115835,45,2,6,DOWNUP,0.85,1
XX,115835,45,2,6,UPDOWN,0.175,0
XX,115835,45,2,6,UPUP,0.125,0
XX,115835,46,2,7,DOWNDOWN,0.1,0
XX,115835,46,2,7,DOWNUP,0.075,0
XX,115835,46,2,7,UPDOWN,0.85,1
XX,115835,46,2,7,UPUP,0.275,0
XX,115835,47,2,8,DOWNDOWN,0.2,0
XX,115835,47,2,8,DOWNUP,0.275,0
XX,115835,47,2,8,UPDOWN,0.925,1
XX,115835,47,2,8,UPUP,0.175,0
XX,115835,48,2,9,DOWNDOWN,0.125,0
XX,115835,48,2,9,DOWNUP,0.075,0
XX,115835,48,2,9,UPDOWN,0.85,1
XX,115835,48,2,9,UPUP,0.225,0
XX,115835,49,2,10,DOWNDOWN,0.275,0
XX,115835,49,2,10,DOWNUP,0.8,1
XX,115835,49,2,10,UPDOWN,0.2,0
XX,115835,49,2,10,UPUP,0.15,0
XX,115835,50,2,11,DOWNDOWN,0.1,0
XX,115835,50,2,11,DOWNUP,0.175,0
XX,115835,50,2,11,UPDOWN,0.8,1
XX,115835,50,2,11,UPUP,0.125,0
XX,115835,51,2,12,DOWNDOWN,0.225,0
XX,115835,51,2,12,DOWNUP,0.125,0
XX,115835,51,2,12,UPDOWN,0.9,1
XX,115835,51,2,12,UPUP,0.375,0
XX,115835,52,2,13,DOWNDOWN,0.2,0
XX,115835,52,2,13,DOWNUP,0.175,0
XX,115835,52,2,13,UPDOWN,0.725,1
XX,115835,52,2,13,UPUP,0.15,0
XX,115835,53,2,14,DOWNDOWN,0.1,0
XX,115835,53,2,14,DOWNUP,0.125,0
XX,115835,53,2,14,UPDOWN,0.85,1
XX,115835,53,2,14,UPUP,0.15,0
XX,115835,54,2,15,DOWNDOWN,0.15,0
XX,115835,54,2,15,DOWNUP,0.85,1
XX,115835,54,2,15,UPDOWN,0.25,0
XX,115835,54,2,15,UPUP,0.225,0
XX,115835,55,2,16,DOWNDOWN,0.15,0
XX,115835,55,2,16,DOWNUP,0.15,0
XX,115835,55,2,16,UPDOWN,0.9,1
XX,115835,55,2,16,UPUP,0.125,0
XX,115835,56,2,17,DOWNDOWN,0.1,0
XX,115835,56,2,17,DOWNUP,0.175,0
XX,115835,56,2,17,UPDOWN,0.825,1
XX,115835,56,2,17,UPUP,0.15,0
XX,115835,57,2,18,DOWNDOWN,0.1,0
XX,115835,57,2,18,DOWNUP,0.2,0
XX,115835,57,2,18,UPDOWN,0.8,1
XX,115835,57,2,18,UPUP,0.175,0
XX,115835,58,2,19,DOWNDOWN,0.225,0
XX,115835,58,2,19,DOWNUP,0.175,0
XX,115835,58,2,19,UPDOWN,0.875,1
XX,115835,58,2,19,UPUP,0.15,0
XX,115835,59,2,20,DOWNDOWN,0.175,0
XX,115835,59,2,20,DOWNUP,0.85,1
XX,115835,59,2,20,UPDOWN,0.15,0
XX,115835,59,2,20,UPUP,0.2,0
XX,115835,60,2,21,DOWNDOWN,0.175,0
XX,115835,60,2,21,DOWNUP,0.875,1
XX,115835,60,2,21,UPDOWN,0.175,0
XX,115835,60,2,21,UPUP,0.175,0
XX,115835,61,2,22,DOWNDOWN,0.125,0
XX,115835,61,2,22,DOWNUP,0.2,0
XX,115835,61,2,22,UPDOWN,0.875,1
XX,115835,61,2,22,UPUP,0.225,0
XX,115835,62,2,23,DOWNDOWN,0.175,0
XX,115835,62,2,23,DOWNUP,0.85,1
XX,115835,62,2,23,UPDOWN,0.05,0
XX,115835,62,2,23,UPUP,0.15,0
XX,115835,63,2,24,DOWNDOWN,0.1,0
XX,115835,63,2,24,DOWNUP,0.725,1
XX,115835,63,2,24,UPDOWN,0.175,0
XX,115835,63,2,24,UPUP,0.35,0
XX,115835,64,2,25,DOWNDOWN,0.1,0
XX,115835,64,2,25,DOWNUP,0.2,0
XX,115835,64,2,25,UPDOWN,0.075,0
XX,115835,64,2,25,UPUP,0.875,1
XX,115835,65,2,26,DOWNDOWN,0.15,0
XX,115835,65,2,26,DOWNUP,0.225,0
XX,115835,65,2,26,UPDOWN,0.85,1
XX,115835,65,2,26,UPUP,0.2,0
XX,115835,66,2,27,DOWNDOWN,0.3,0
XX,115835,66,2,27,DOWNUP,0.75,1
XX,115835,66,2,27,UPDOWN,0.175,0
XX,115835,66,2,27,UPUP,0.175,0
XX,115835,67,2,28,DOWNDOWN,0.125,0
XX,115835,67,2,28,DOWNUP,0.7,1
XX,115835,67,2,28,UPDOWN,0.225,0
XX,115835,67,2,28,UPUP,0.225,0
XX,115835,68,2,29,DOWNDOWN,0.15,0
XX,115835,68,2,29,DOWNUP,0.875,1
XX,115835,68,2,29,UPDOWN,0.175,0
XX,115835,68,2,29,UPUP,0.175,0
XX,115835,69,2,30,DOWNDOWN,0.1,0
XX,115835,69,2,30,DOWNUP,0.8,1
XX,115835,69,2,30,UPDOWN,0.2,0
XX,115835,69,2,30,UPUP,0.2,0
XX,115835,70,2,31,DOWNDOWN,0.9,1
XX,115835,70,2,31,DOWNUP,0.2,0
XX,115835,70,2,31,UPDOWN,0.25,0
XX,115835,70,2,31,UPUP,0.175,0
XX,115835,71,2,32,DOWNDOWN,0.1,0
XX,115835,71,2,32,DOWNUP,0.875,1
XX,115835,71,2,32,UPDOWN,0.225,0
XX,115835,71,2,32,UPUP,0.125,0
XX,115835,72,2,33,DOWNDOWN,0.225,0
XX,115835,72,2,33,DOWNUP,0.2,0
XX,115835,72,2,33,UPDOWN,0.85,1
XX,115835,72,2,33,UPUP,0.15,0
XX,115835,73,2,34,DOWNDOWN,0.175,0
XX,115835,73,2,34,DOWNUP,0.175,0
XX,115835,73,2,34,UPDOWN,0.925,1
XX,115835,73,2,34,UPUP,0.175,0
XX,115835,74,2,35,DOWNDOWN,0.25,0
XX,115835,74,2,35,DOWNUP,0.15,0
XX,115835,74,2,35,UPDOWN,0.875,1
XX,115835,74,2,35,UPUP,0.225,0
XX,115835,75,2,36,DOWNDOWN,0.175,0
XX,115835,75,2,36,DOWNUP,0.2,0
XX,115835,75,2,36,UPDOWN,0.75,1
XX,115835,75,2,36,UPUP,0.225,0
XX,115835,76,2,37,DOWNDOWN,0.15,0
XX,115835,76,2,37,DOWNUP,0.775,1
XX,115835,76,2,37,UPDOWN,0.25,0
XX,115835,76,2,37,UPUP,0.2,0
XX,115835,77,2,38,DOWNDOWN,0.15,0
XX,115835,77,2,38,DOWNUP,0.175,0
XX,115835,77,2,38,UPDOWN,0.85,1
XX,115835,77,2,38,UPUP,0.2,0
XX,115835,78,2,39,DOWNDOWN,0.175,0
XX,115835,78,2,39,DOWNUP,0.2,0
XX,115835,78,2,39,UPDOWN,0.825,1
XX,115835,78,2,39,UPUP,0.125,0
XX,115835,79,2,40,DOWNDOWN,0.175,0
XX,115835,79,2,40,DOWNUP,0.75,1
XX,115835,79,2,40,UPDOWN,0.225,0
XX,115835,79,2,40,UPUP,0.225,0
XY,120033,0,1,1,DOWNDOWN,0.875,1
XY,120033,0,1,1,DOWNUP,0.15,0
XY,120033,0,1,1,UPDOWN,0.2,0
XY,120033,0,1,1,UPUP,0.175,0
XY,120033,1,1,2,DOWNDOWN,0.15,0
XY,120033,1,1,2,DOWNUP,0.025,0
XY,120033,1,1,2,UPDOWN,0.275,0
XY,120033,1,1,2,UPUP,0.75,1
XY,120033,2,1,3,DOWNDOWN,0.175,0
XY,120033,2,1,3,DOWNUP,0.125,0
XY,120033,2,1,3,UPDOWN,0.2,0
XY,120033,2,1,3,UPUP,0.925,1
XY,120033,3,1,4,DOWNDOWN,0.075,0
XY,120033,3,1,4,DOWNUP,0.9,1
XY,120033,3,1,4,UPDOWN,0.3,0
XY,120033,3,1,4,UPUP,0.15,0
XY,120033,4,1,5,DOWNDOWN,0.2,0
XY,120033,4,1,5,DOWNUP,0.25,0
XY,120033,4,1,5,UPDOWN,0.15,0
XY,120033,4,1,5,UPUP,0.8,1
XY,120033,5,1,6,DOWNDOWN,0.225,0
XY,120033,5,1,6,DOWNUP,0.2,0
XY,120033,5,1,6,UPDOWN,0.75,1
XY,120033,5,1,6,UPUP,0.275,0
XY,120033,6,1,7,DOWNDOWN,0.15,0
XY,120033,6,1,7,DOWNUP,0.15,0
XY,120033,6,1,7,UPDOWN,0.9,1
XY,120033,6,1,7,UPUP,0.2,0
XY,120033,7,1,8,DOWNDOWN,0.175,0
XY,120033,7,1,8,DOWNUP,0.225,0
XY,120033,7,1,8,UPDOWN,0.875,1
XY,120033,7,1,8,UPUP,0.275,0
XY,120033,8,1,9,DOWNDOWN,0.05,0
XY,120033,8,1,9,DOWNUP,0.35,0
XY,120033,8,1,9,UPDOWN,0.85,1
XY,120033,8,1,9,UPUP,0.1,0
XY,120033,9,1,10,DOWNDOWN,0.225,0
XY,120033,9,1,10,DOWNUP,0.075,0
XY,120033,9,1,10,UPDOWN,0.075,0
XY,120033,9,1,10,UPUP,0.8,1
XY,120033,10,1,11,DOWNDOWN,0.125,0
XY,120033,10,1,11,DOWNUP,0.175,0
XY,120033,10,1,11,UPDOWN,0.1,0
XY,120033,10,1,11,UPUP,0.775,1
XY,120033,11,1,12,DOWNDOWN,0.15,0
XY,120033,11,1,12,DOWNUP,0.1,0
XY,120033,11,1,12,UPDOWN,0.2,0
XY,120033,11,1,12,UPUP,0.8,1
XY,120033,12,1,13,DOWNDOWN,0.125,0
XY,120033,12,1,13,DOWNUP,0.15,0
XY,120033,12,1,13,UPDOWN,0.275,0
XY,120033,12,1,13,UPUP,0.675,1
XY,120033,13,1,14,DOWNDOWN,0.175,0
XY,120033,13,1,14,DOWNUP,0.15,0
XY,120033,13,1,14,UPDOWN,0.85,1
XY,120033,13,1,14,UPUP,0.25,0
XY,120033,14,1,15,DOWNDOWN,0.8,1
XY,120033,14,1,15,DOWNUP,0.225,0
XY,120033,14,1,15,UPDOWN,0.25,0
XY,120033,14,1,15,UPUP,0.175,0
XY,120033,15,1,16,DOWNDOWN,0.225,0
XY,120033,15,1,16,DOWNUP,0.1,0
XY,120033,15,1,16,UPDOWN,0.85,1
XY,120033,15,1,16,UPUP,0.2,0
XY,120033,16,1,17,DOWNDOWN,0.2,0
