orientation,timestamp,record_index,readout,measurement,outcome,segment_tunnelling_fraction,classified_present
IX,115222,57,2,18,DOWNUP,0.15,0
IX,115222,57,2,18,UPDOWN,0.15,0
IX,115222,57,2,18,UPUP,0.325,0
IX,115222,58,2,19,DOWNDOWN,0.275,0
IX,115222,58,2,19,DOWNUP,0.375,0
IX,115222,58,2,19,UPDOWN,0.2,0
IX,115222,58,2,19,UPUP,0.875,1
IX,115222,59,2,20,DOWNDOWN,0.8,1
IX,115222,59,2,20,DOWNUP,0.15,0
IX,115222,59,2,20,UPDOWN,0.125,0
IX,115222,59,2,20,UPUP,0.1,0
IX,115222,60,2,21,DOWNDOWN,0.4,0
IX,115222,60,2,21,DOWNUP,0.925,1
IX,115222,60,2,21,UPDOWN,0.275,0
IX,115222,60,2,21,UPUP,0.075,0
IX,115222,61,2,22,DOWNDOWN,0.225,0
IX,115222,61,2,22,DOWNUP,0.8,1
IX,115222,61,2,22,UPDOWN,0.25,0
IX,115222,61,2,22,UPUP,0.2,0
IX,115222,62,2,23,DOWNDOWN,0.15,0
IX,115222,62,2,23,DOWNUP,0.1,0
IX,115222,62,2,23,UPDOWN,0.125,0
IX,115222,62,2,23,UPUP,0.825,1
IX,115222,63,2,24,DOWNDOWN,0.1,0
IX,115222,63,2,24,DOWNUP,0.775,1
IX,115222,63,2,24,UPDOWN,0.2,0
IX,115222,63,2,24,UPUP,0.125,0
IX,115222,64,2,25,DOWNDOWN,0.85,1
IX,115222,64,2,25,DOWNUP,0.15,0
IX,115222,64,2,25,UPDOWN,0.125,0
IX,115222,64,2,25,UPUP,0.175,0
IX,115222,65,2,26,DOWNDOWN,0.875,1
IX,115222,65,2,26,DOWNUP,0.175,0
IX,115222,65,2,26,UPDOWN,0.075,0
IX,115222,65,2,26,UPUP,0.1,0
IX,115222,66,2,27,DOWNDOWN,0.175,0
IX,115222,66,2,27,DOWNUP,0.2,0
IX,115222,66,2,27,UPDOWN,0.8,1
IX,115222,66,2,27,UPUP,0.125,0
IX,115222,67,2,28,DOWNDOWN,0.15,0
IX,115222,67,2,28,DOWNUP,0.85,1
IX,115222,67,2,28,UPDOWN,0.25,0
IX,115222,67,2,28,UPUP,0.25,0
IX,115222,68,2,29,DOWNDOWN,0.1,0
IX,115222,68,2,29,DOWNUP,0.15,0
IX,115222,68,2,29,UPDOWN,0.85,1
IX,115222,68,2,29,UPUP,0.225,0
IX,115222,69,2,30,DOWNDOWN,0.225,0
IX,115222,69,2,30,DOWNUP,0.2,0
IX,115222,69,2,30,UPDOWN,0.85,1
IX,115222,69,2,30,UPUP,0.175,0
IX,115222,70,2,31,DOWNDOWN,0.225,0
IX,115222,70,2,31,DOWNUP,0.125,0
IX,115222,70,2,31,UPDOWN,0.875,1
IX,115222,70,2,31,UPUP,0.175,0
IX,115222,71,2,32,DOWNDOWN,0.025,0
IX,115222,71,2,32,DOWNUP,0.175,0
IX,115222,71,2,32,UPDOWN,0.25,0
IX,115222,71,2,32,UPUP,0.85,1
IX,115222,72,2,33,DOWNDOWN,0.2,0
IX,115222,72,2,33,DOWNUP,0.175,0
IX,115222,72,2,33,UPDOWN,0.8,1
IX,115222,72,2,33,UPUP,0.225,0
IX,115222,73,2,34,DOWNDOWN,0.125,0
IX,115222,73,2,34,DOWNUP,0.875,1
IX,115222,73,2,34,UPDOWN,0.075,0
IX,115222,73,2,34,UPUP,0.2,0
IX,115222,74,2,35,DOWNDOWN,0.075,0
IX,115222,74,2,35,DOWNUP,0.15,0
IX,115222,74,2,35,UPDOWN,0.15,0
IX,115222,74,2,35,UPUP,0.775,1
IX,115222,75,2,36,DOWNDOWN,0.225,0
IX,115222,75,2,36,DOWNUP,0.275,0
IX,115222,75,2,36,UPDOWN,0.225,0
IX,115222,75,2,36,UPUP,0.775,1
IX,115222,76,2,37,DOWNDOWN,0.15,0
IX,115222,76,2,37,DOWNUP,0.2,0
IX,115222,76,2,37,UPDOWN,0.875,1
IX,115222,76,2,37,UPUP,0.325,0
IX,115222,77,2,38,DOWNDOWN,0.25,0
IX,115222,77,2,38,DOWNUP,0.15,0
IX,115222,77,2,38,UPDOWN,0.2,0
IX,115222,77,2,38,UPUP,0.85,1
IX,115222,78,2,39,DOWNDOWN,0.175,0
IX,115222,78,2,39,DOWNUP,0.175,0
IX,115222,78,2,39,UPDOWN,0.875,1
IX,115222,78,2,39,UPUP,0.15,0
IX,115222,79,2,40,DOWNDOWN,0.15,0
IX,115222,79,2,40,DOWNUP,0.1,0
IX,115222,79,2,40,UPDOWN,0.2,0
IX,115222,79,2,40,UPUP,0.9,1
IY,115424,0,1,1,DOWNDOWN,0.825,1
IY,115424,0,1,1,DOWNUP,0.175,0
IY,115424,0,1,1,UPDOWN,0.175,0
IY,115424,0,1,1,UPUP,0.2,0
IY,115424,1,1,2,DOWNDOWN,0.925,1
IY,115424,1,1,2,DOWNUP,0.225,0
IY,115424,1,1,2,UPDOWN,0.175,0
IY,115424,1,1,2,UPUP,0.25,0
IY,115424,2,1,3,DOWNDOWN,0.825,1
IY,115424,2,1,3,DOWNUP,0.175,0
IY,115424,2,1,3,UPDOWN,0.25,0
IY,115424,2,1,3,UPUP,0.35,0
IY,115424,3,1,4,DOWNDOWN,0.175,0
IY,115424,3,1,4,DOWNUP,0.275,0
IY,115424,3,1,4,UPDOWN,0.925,1
IY,115424,3,1,4,UPUP,0.2,0
IY,115424,4,1,5,DOWNDOWN,0.85,1
IY,115424,4,1,5,DOWNUP,0.225,0
IY,115424,4,1,5,UPDOWN,0.175,0
IY,115424,4,1,5,UPUP,0.2,0
IY,115424,5,1,6,DOWNDOWN,0.9,1
IY,115424,5,1,6,DOWNUP,0.175,0
IY,115424,5,1,6,UPDOWN,0.2,0
IY,115424,5,1,6,UPUP,0.175,0
IY,115424,6,1,7,DOWNDOWN,0.175,0
IY,115424,6,1,7,DOWNUP,0.15,0
IY,115424,6,1,7,UPDOWN,0.175,0
IY,115424,6,1,7,UPUP,0.775,1
IY,115424,7,1,8,DOWNDOWN,0.85,1
IY,115424,7,1,8,DOWNUP,0.15,0
IY,115424,7,1,8,UPDOWN,0.175,0
IY,115424,7,1,8,UPUP,0.175,0
IY,115424,8,1,9,DOWNDOWN,0.1,0
IY,115424,8,1,9,DOWNUP,0.25,0
IY,115424,8,1,9,UPDOWN,0.275,0
IY,115424,8,1,9,UPUP,0.875,1
IY,115424,9,1,10,DOWNDOWN,0.2,0
IY,115424,9,1,10,DOWNUP,0.8,1
IY,115424,9,1,10,UPDOWN,0.2,0
IY,115424,9,1,10,UPUP,0.2,0
IY,115424,10,1,11,DOWNDOWN,0.175,0
IY,115424,10,1,11,DOWNUP,0.825,1
IY,115424,10,1,11,UPDOWN,0.2,0
IY,115424,10,1,11,UPUP,0.2,0
IY,115424,11,1,12,DOWNDOWN,0.875,1
IY,115424,11,1,12,DOWNUP,0.225,0
IY,115424,11,1,12,UPDOWN,0.1,0
IY,115424,11,1,12,UPUP,0.2,0
IY,115424,12,1,13,DOWNDOWN,0.775,1
IY,115424,12,1,13,DOWNUP,0.175,0
IY,115424,12,1,13,UPDOWN,0.175,0
IY,115424,12,1,13,UPUP,0.2,0
IY,115424,13,1,14,DOWNDOWN,0.175,0
IY,115424,13,1,14,DOWNUP,0.225,0
IY,115424,13,1,14,UPDOWN,0.15,0
IY,115424,13,1,14,UPUP,0.9,1
IY,115424,14,1,15,DOWNDOWN,0.175,0
IY,115424,14,1,15,DOWNUP,0.675,1
IY,115424,14,1,15,UPDOWN,0.175,0
IY,115424,14,1,15,UPUP,0.15,0
IY,115424,15,1,16,DOWNDOWN,0.125,0
IY,115424,15,1,16,DOWNUP,1.0,1
IY,115424,15,1,16,UPDOWN,0.125,0
IY,115424,15,1,16,UPUP,0.125,0
IY,115424,16,1,17,DOWNDOWN,0.3,0
IY,115424,16,1,17,DOWNUP,0.2,0
IY,115424,16,1,17,UPDOWN,0.85,1
IY,115424,16,1,17,UPUP,0.225,0
IY,115424,17,1,18,DOWNDOWN,0.125,0
IY,115424,17,1,18,DOWNUP,0.875,1
IY,115424,17,1,18,UPDOWN,0.225,0
IY,115424,17,1,18,UPUP,0.175,0
IY,115424,18,1,19,DOWNDOWN,0.125,0
IY,115424,18,1,19,DOWNUP,0.275,0
IY,115424,18,1,19,UPDOWN,0.725,1
IY,115424,18,1,19,UPUP,0.175,0
IY,115424,19,1,20,DOWNDOWN,0.95,1
IY,115424,19,1,20,DOWNUP,0.25,0
IY,115424,19,1,20,UPDOWN,0.2,0
IY,115424,19,1,20,UPUP,0.1,0
IY,115424,20,1,21,DOWNDOWN,0.125,0
IY,115424,20,1,21,DOWNUP,0.2,0
IY,115424,20,1,21,UPDOWN,0.85,1
IY,115424,20,1,21,UPUP,0.325,0
IY,115424,21,1,22,DOWNDOWN,0.95,1
IY,115424,21,1,22,DOWNUP,0.25,0
IY,115424,21,1,22,UPDOWN,0.275,0
IY,115424,21,1,22,UPUP,0.175,0
IY,115424,22,1,23,DOWNDOWN,0.1,0
IY,115424,22,1,23,DOWNUP,0.825,1
IY,115424,22,1,23,UPDOWN,0.15,0
IY,115424,22,1,23,UPUP,0.2,0
IY,115424,23,1,24,DOWNDOWN,0.125,0
IY,115424,23,1,24,DOWNUP,0.85,1
IY,115424,23,1,24,UPDOWN,0.25,0
IY,115424,23,1,24,UPUP,0.25,0
IY,115424,24,1,25,DOWNDOWN,0.275,0
IY,115424,24,1,25,DOWNUP,0.275,0
IY,115424,24,1,25,UPDOWN,0.8,1
IY,115424,24,1,25,UPUP,0.225,0
IY,115424,25,1,26,DOWNDOWN,0.075,0
IY,115424,25,1,26,DOWNUP,0.9,1
IY,115424,25,1,26,UPDOWN,0.1,0
IY,115424,25,1,26,UPUP,0.15,0
IY,115424,26,1,27,DOWNDOWN,0.05,0
IY,115424,26,1,27,DOWNUP,0.225,0
IY,115424,26,1,27,UPDOWN,0.875,1
IY,115424,26,1,27,UPUP,0.15,0
IY,115424,27,1,28,DOWNDOWN,0.175,0
IY,115424,27,1,28,DOWNUP,0.8,1
IY,115424,27,1,28,UPDOWN,0.2,0
IY,115424,27,1,28,UPUP,0.175,0
IY,115424,28,1,29,DOWNDOWN,0.15,0
IY,115424,28,1,29,DOWNUP,0.15,0
IY,115424,28,1,29,UPDOWN,0.3,0
IY,115424,28,1,29,UPUP,0.875,1
IY,115424,29,1,30,DOWNDOWN,0.275,0
IY,115424,29,1,30,DOWNUP,0.75,1
IY,115424,29,1,30,UPDOWN,0.2,0
IY,115424,29,1,30,UPUP,0.225,0
IY,115424,30,1,31,DOWNDOWN,0.125,0
IY,115424,30,1,31,DOWNUP,0.075,0
IY,115424,30,1,31,UPDOWN,0.25,0
IY,115424,30,1,31,UPUP,0.875,1
IY,115424,31,1,32,DOWNDOWN,0.175,0
IY,115424,31,1,32,DOWNUP,0.2,0
IY,115424,31,1,32,UPDOWN,0.2,0
IY,115424,31,1,32,UPUP,0.825,1
IY,115424,32,1,33,DOWNDOWN,0.3,0
IY,115424,32,1,33,DOWNUP,0.8,1
IY,115424,32,1,33,UPDOWN,0.15,0
IY,115424,32,1,33,UPUP,0.15,0
IY,115424,33,1,34,DOWNDOWN,0.15,0
IY,115424,33,1,34,DOWNUP,0.225,0
IY,115424,33,1,34,UPDOWN,0.325,0
IY,115424,33,1,34,UPUP,0.875,1
IY,115424,34,1,35,DOWNDOWN,0.1,0
IY,115424,34,1,35,DOWNUP,0.95,1
IY,115424,34,1,35,UPDOWN,0.4,0
IY,115424,34,1,35,UPUP,0.25,0
IY,115424,35,1,36,DOWNDOWN,0.175,0
IY,115424,35,1,36,DOWNUP,0.225,0
IY,115424,35,1,36,UPDOWN,0.2,0
IY,115424,35,1,36,UPUP,0.875,1
IY,115424,36,1,37,DOWNDOWN,0.125,0
IY,115424,36,1,37,DOWNUP,0.25,0
IY,115424,36,1,37,UPDOWN,0.85,1
IY,115424,36,1,37,UPUP,0.175,0
IY,115424,37,1,38,DOWNDOWN,0.2,0
IY,115424,37,1,38,DOWNUP,0.025,0
IY,115424,37,1,38,UPDOWN,0.15,0
IY,115424,37,1,38,UPUP,0.775,1
IY,115424,38,1,39,DOWNDOWN,0.925,1
IY,115424,38,1,39,DOWNUP,0.175,0
IY,115424,38,1,39,UPDOWN,0.2,0
IY,115424,38,1,39,UPUP,0.2,0
IY,115424,39,1,40,DOWNDOWN,0.225,0
IY,115424,39,1,40,DOWNUP,0.225,0
IY,115424,39,1,40,UPDOWN,0.875,1
IY,115424,39,1,40,UPUP,0.175,0
IY,115424,40,2,1,DOWNDOWN,0.075,0
IY,115424,40,2,1,DOWNUP,0.15,0
IY,115424,40,2,1,UPDOWN,0.85,1
IY,115424,40,2,1,UPUP,0.225,0
IY,115424,41,2,2,DOWNDOWN,0.1,0
IY,115424,41,2,2,DOWNUP,0.85,1
IY,115424,41,2,2,UPDOWN,0.275,0
IY,115424,41,2,2,UPUP,0.075,0
IY,115424,42,2,3,DOWNDOWN,0.95,1
IY,115424,42,2,3,DOWNUP,0.15,0
IY,115424,42,2,3,UPDOWN,0.075,0
IY,115424,42,2,3,UPUP,0.25,0
IY,115424,43,2,4,DOWNDOWN,0.125,0
IY,115424,43,2,4,DOWNUP,0.175,0
IY,115424,43,2,4,UPDOWN,0.875,1
IY,115424,43,2,4,UPUP,0.25,0
IY,115424,44,2,5,DOWNDOWN,0.95,1
IY,115424,44,2,5,DOWNUP,0.125,0
IY,115424,44,2,5,UPDOWN,0.175,0
IY,115424,44,2,5,UPUP,0.175,0
IY,115424,45,2,6,DOWNDOWN,0.125,0
IY,115424,45,2,6,DOWNUP,0.15,0
IY,115424,45,2,6,UPDOWN,0.925,1
IY,115424,45,2,6,UPUP,0.225,0
IY,115424,46,2,7,DOWNDOWN,1.0,1
IY,115424,46,2,7,DOWNUP,0.075,0
IY,115424,46,2,7,UPDOWN,0.225,0
IY,115424,46,2,7,UPUP,0.275,0
IY,115424,47,2,8,DOWNDOWN,0.125,0
IY,115424,47,2,8,DOWNUP,0.225,0
IY,115424,47,2,8,UPDOWN,0.8,1
IY,115424,47,2,8,UPUP,0.3,0
IY,115424,48,2,9,DOWNDOWN,0.1,0
IY,115424,48,2,9,DOWNUP,0.25,0
IY,115424,48,2,9,UPDOWN,0.8,1
IY,115424,48,2,9,UPUP,0.25,0
IY,115424,49,2,10,DOWNDOWN,0.2,0
IY,115424,49,2,10,DOWNUP,0.8,1
IY,115424,49,2,10,UPDOWN,0.225,0
IY,115424,49,2,10,UPUP,0.2,0
IY,115424,50,2,11,DOWNDOWN,0.175,0
IY,115424,50,2,11,DOWNUP,0.3,0
IY,115424,50,2,11,UPDOWN,0.9,1
IY,115424,50,2,11,UPUP,0.2,0
IY,115424,51,2,12,DOWNDOWN,0.075,0
IY,115424,51,2,12,DOWNUP,0.15,0
IY,115424,51,2,12,UPDOWN,0.875,1
IY,115424,51,2,12,UPUP,0.15,0
IY,115424,52,2,13,DOWNDOWN,0.1,0
IY,115424,52,2,13,DOWNUP,0.225,0
IY,115424,52,2,13,UPDOWN,0.175,0
IY,115424,52,2,13,UPUP,0.85,1
IY,115424,53,2,14,DOWNDOWN,0.15,0
IY,115424,53,2,14,DOWNUP,0.15,0
IY,115424,53,2,14,UPDOWN,0.875,1
IY,115424,53,2,14,UPUP,0.25,0
IY,115424,54,2,15,DOWNDOWN,0.15,0
IY,115424,54,2,15,DOWNUP,0.1,0
IY,115424,54,2,15,UPDOWN,0.325,0
IY,115424,54,2,15,UPUP,0.8,1
IY,115424,55,2,16,DOWNDOWN,0.25,0
IY,115424,55,2,16,DOWNUP,0.175,0
IY,115424,55,2,16,UPDOWN,0.275,0
IY,115424,55,2,16,UPUP,0.9,1
IY,115424,56,2,17,DOWNDOWN,0.225,0
IY,115424,56,2,17,DOWNUP,0.225,0
IY,115424,56,2,17,UPDOWN,0.225,0
IY,115424,56,2,17,UPUP,0.875,1
IY,115424,57,2,18,DOWNDOWN,0.15,0
IY,115424,57,2,18,DOWNUP,0.125,0
IY,115424,57,2,18,UPDOWN,0.9,1
IY,115424,57,2,18,UPUP,0.2,0
IY,115424,58,2,19,DOWNDOWN,0.1,0
IY,115424,58,2,19,DOWNUP,0.85,1
IY,115424,58,2,19,UPDOWN,0.1,0
IY,115424,58,2,19,UPUP,0.15,0
IY,115424,59,2,20,DOWNDOWN,0.225,0
IY,115424,59,2,20,DOWNUP,0.8,1
IY,115424,59,2,20,UPDOWN,0.225,0
IY,115424,59,2,20,UPUP,0.15,0
IY,115424,60,2,21,DOWNDOWN,0.15,0
IY,115424,60,2,21,DOWNUP,0.85,1
IY,115424,60,2,21,UPDOWN,0.225,0
IY,115424,60,2,21,UPUP,0.175,0
IY,115424,61,2,22,DOWNDOWN,0.275,0
IY,115424,61,2,22,DOWNUP,0.125,0
IY,115424,61,2,22,UPDOWN,0.85,1
IY,115424,61,2,22,UPUP,0.275,0
IY,115424,62,2,23,DOWNDOWN,0.8,1
IY,115424,62,2,23,DOWNUP,0.2,0
IY,115424,62,2,23,UPDOWN,0.175,0
IY,115424,62,2,23,UPUP,0.125,0
IY,115424,63,2,24,DOWNDOWN,0.3,0
IY,115424,63,2,24,DOWNUP,0.2,0
IY,115424,63,2,24,UPDOWN,0.775,1
IY,115424,63,2,24,UPUP,0.15,0
IY,115424,64,2,25,DOWNDOWN,0.075,0
IY,115424,64,2,25,DOWNUP,0.125,0
IY,115424,64,2,25,UPDOWN,0.975,1
IY,115424,64,2,25,UPUP,0.1,0
IY,115424,65,2,26,DOWNDOWN,0.225,0
IY,115424,65,2,26,DOWNUP,0.175,0
IY,115424,65,2,26,UPDOWN,0.275,0
IY,115424,65,2,26,UPUP,0.775,1
IY,115424,66,2,27,DOWNDOWN,0.05,0
IY,115424,66,2,27,DOWNUP,0.125,0
IY,115424,66,2,27,UPDOWN,0.825,1
IY,115424,66,2,27,UPUP,0.175,0
IY,115424,67,2,28,DOWNDOWN,0.875,1
IY,115424,67,2,28,DOWNUP,0.15,0
IY,115424,67,2,28,UPDOWN,0.15,0
IY,115424,67,2,28,UPUP,0.125,0
IY,115424,68,2,29,DOWNDOWN,0.175,0
IY,115424,68,2,29,DOWNUP,0.15,0
IY,115424,68,2,29,UPDOWN,0.25,0
IY,115424,68,2,29,UPUP,0.85,1
IY,115424,69,2,30,DOWNDOWN,0.275,0
IY,115424,69,2,30,DOWNUP,0.225,0
IY,115424,69,2,30,UPDOWN,0.775,1
IY,115424,69,2,30,UPUP,0.2,0
IY,115424,70,2,31,DOWNDOWN,0.15,0
IY,115424,70,2,31,DOWNUP,0.125,0
IY,115424,70,2,31,UPDOWN,0.9,1
IY,115424,70,2,31,UPUP,0.15,0
IY,115424,71,2,32,DOWNDOWN,0.15,0
IY,115424,71,2,32,DOWNUP,0.25,0
IY,115424,71,2,32,UPDOWN,0.225,0
IY,115424,71,2,32,UPUP,0.825,1
IY,115424,72,2,33,DOWNDOWN,0.075,0
IY,115424,72,2,33,DOWNUP,0.2,0
IY,115424,72,2,33,UPDOWN,0.25,0
IY,115424,72,2,33,UPUP,0.9,1
IY,115424,73,2,34,DOWNDOWN,0.15,0
IY,115424,73,2,34,DOWNUP,0.2,0
IY,115424,73,2,34,UPDOWN,0.125,0
IY,115424,73,2,34,UPUP,0.8,1
IY,115424,74,2,35,DOWNDOWN,0.075,0
IY,115424,74,2,35,DOWNUP,0.9,1
IY,115424,74,2,35,UPDOWN,0.2,0
IY,115424,74,2,35,UPUP,0.2,0
IY,115424,75,2,36,DOWNDOWN,0.85,1
IY,115424,75,2,36,DOWNUP,0.175,0
IY,115424,75,2,36,UPDOWN,0.175,0
IY,115424,75,2,36,UPUP,0.25,0
IY,115424,76,2,37,DOWNDOWN,0.825,1
IY,115424,76,2,37,DOWNUP,0.225,0
IY,115424,76,2,37,UPDOWN,0.225,0
IY,115424,76,2,37,UPUP,0.175,0
IY,115424,77,2,38,DOWNDOWN,0.3,0
IY,115424,77,2,38,DOWNUP,0.275,0
IY,115424,77,2,38,UPDOWN,0.8,1
IY,115424,77,2,38,UPUP,0.25,0
IY,115424,78,2,39,DOWNDOWN,0.875,1
IY,115424,78,2,39,DOWNUP,0.225,0
IY,115424,78,2,39,UPDOWN,0.325,0
IY,115424,78,2,39,UPUP,0.125,0
IY,115424,79,2,40,DOWNDOWN,0.25,0
IY,115424,79,2,40,DOWNUP,0.2,0
IY,115424,79,2,40,UPDOWN,0.1,0
IY,115424,79,2,40,UPUP,0.725,1
XI,115627,0,1,1,DOWNDOWN,0.15,0
XI,115627,0,1,1,DOWNUP,0.15,0
XI,115627,0,1,1,UPDOWN,0.225,0
XI,115627,0,1,1,UPUP,0.8,1
XI,115627,1,1,2,DOWNDOWN,0.275,0
XI,115627,1,1,2,DOWNUP,0.2,0
XI,115627,1,1,2,UPDOWN,0.875,1
XI,115627,1,1,2,UPUP,0.2,0
XI,115627,2,1,3,DOWNDOWN,0.2,0
XI,115627,2,1,3,DOWNUP,0.225,0
XI,115627,2,1,3,UPDOWN,0.9,1
XI,115627,2,1,3,UPUP,0.1,0
XI,115627,3,1,4,DOWNDOWN,0.95,1
XI,115627,3,1,4,DOWNUP,0.25,0
XI,115627,3,1,4,UPDOWN,0.2,0
XI,115627,3,1,4,UPUP,0.2,0
XI,115627,4,1,5,DOWNDOWN,0.075,0
XI,115627,4,1,5,DOWNUP,0.1,0
XI,115627,4,1,5,UPDOWN,0.25,0
XI,115627,4,1,5,UPUP,0.8,1
XI,115627,5,1,6,DOWNDOWN,0.85,1
XI,115627,5,1,6,DOWNUP,0.2,0
XI,115627,5,1,6,UPDOWN,0.275,0
XI,115627,5,1,6,UPUP,0.2,0
XI,115627,6,1,7,DOWNDOWN,0.2,0
XI,115627,6,1,7,DOWNUP,0.8,1
XI,115627,6,1,7,UPDOWN,0.25,0
XI,115627,6,1,7,UPUP,0.175,0
XI,115627,7,1,8,DOWNDOWN,0.85,1
XI,115627,7,1,8,DOWNUP,0.175,0
XI,115627,7,1,8,UPDOWN,0.225,0
XI,115627,7,1,8,UPUP,0.25,0
XI,115627,8,1,9,DOWNDOWN,0.225,0
XI,115627,8,1,9,DOWNUP,0.875,1
XI,115627,8,1,9,UPDOWN,0.175,0
XI,115627,8,1,9,UPUP,0.2,0
XI,115627,9,1,10,DOWNDOWN,0.8,1
XI,115627,9,1,10,DOWNUP,0.325,0
XI,115627,9,1,10,UPDOWN,0.25,0
XI,115627,9,1,10,UPUP,0.25,0
XI,115627,10,1,11,DOWNDOWN,0.175,0
XI,115627,10,1,11,DOWNUP,0.225,0
XI,115627,10,1,11,UPDOWN,0.175,0
XI,115627,10,1,11,UPUP,0.875,1
XI,115627,11,1,12,DOWNDOWN,0.15,0
XI,115627,11,1,12,DOWNUP,0.175,0
XI,115627,11,1,12,UPDOWN,0.825,1
XI,115627,11,1,12,UPUP,0.15,0
XI,115627,12,1,13,DOWNDOWN,0.2,0
XI,115627,12,1,13,DOWNUP,0.925,1
XI,115627,12,1,13,UPDOWN,0.175,0
XI,115627,12,1,13,UPUP,0.15,0
XI,115627,13,1,14,DOWNDOWN,0.825,1
XI,115627,13,1,14,DOWNUP,0.15,0
XI,115627,13,1,14,UPDOWN,0.175,0
XI,115627,13,1,14,UPUP,0.2,0
XI,115627,14,1,15,DOWNDOWN,0.125,0
XI,115627,14,1,15,DOWNUP,0.125,0
XI,115627,14,1,15,UPDOWN,0.2,0
XI,115627,14,1,15,UPUP,0.875,1
XI,115627,15,1,16,DOWNDOWN,0.2,0
XI,115627,15,1,16,DOWNUP,0.15,0
XI,115627,15,1,16,UPDOWN,0.225,0
XI,115627,15,1,16,UPUP,0.75,1
XI,115627,16,1,17,DOWNDOWN,0.15,0
XI,115627,16,1,17,DOWNUP,0.1,0
XI,115627,16,1,17,UPDOWN,0.225,0
XI,115627,16,1,17,UPUP,0.85,1
XI,115627,17,1,18,DOWNDOWN,0.2,0
XI,115627,17,1,18,DOWNUP,0.125,0
XI,115627,17,1,18,UPDOWN,0.875,1
XI,115627,17,1,18,UPUP,0.15,0
XI,115627,18,1,19,DOWNDOWN,0.225,0
XI,115627,18,1,19,DOWNUP,0.225,0
XI,115627,18,1,19,UPDOWN,0.25,0
XI,115627,18,1,19,UPUP,0.875,1
XI,115627,19,1,20,DOWNDOWN,0.825,1
XI,115627,19,1,20,DOWNUP,0.075,0
XI,115627,19,1,20,UPDOWN,0.325,0
XI,115627,19,1,20,UPUP,0.125,0
XI,115627,20,1,21,DOWNDOWN,0.275,0
XI,115627,20,1,21,DOWNUP,0.225,0
XI,115627,20,1,21,UPDOWN,0.95,1
XI,115627,20,1,21,UPUP,0.275,0
XI,115627,21,1,22,DOWNDOWN,0.25,0
XI,115627,21,1,22,DOWNUP,0.1,0
XI,115627,21,1,22,UPDOWN,0.3,0
XI,115627,21,1,22,UPUP,0.85,1
XI,115627,22,1,23,DOWNDOWN,0.225,0
XI,115627,22,1,23,DOWNUP,0.9,1
XI,115627,22,1,23,UPDOWN,0.1,0
XI,115627,22,1,23,UPUP,0.275,0
XI,115627,23,1,24,DOWNDOWN,0.8,1
XI,115627,23,1,24,DOWNUP,0.175,0
XI,115627,23,1,24,UPDOWN,0.175,0
XI,115627,23,1,24,UPUP,0.275,0
XI,115627,24,1,25,DOWNDOWN,0.875,1
XI,115627,24,1,25,DOWNUP,0.15,0
XI,115627,24,1,25,UPDOWN,0.2,0
XI,115627,24,1,25,UPUP,0.2,0
XI,115627,25,1,26,DOWNDOWN,0.975,1
XI,115627,25,1,26,DOWNUP,0.2,0
XI,115627,25,1,26,UPDOWN,0.1,0
XI,115627,25,1,26,UPUP,0.175,0
XI,115627,26,1,27,DOWNDOWN,0.2,0
XI,115627,26,1,27,DOWNUP,0.3,0
XI,115627,26,1,27,UPDOWN,0.175,0
XI,115627,26,1,27,UPUP,0.825,1
XI,115627,27,1,28,DOWNDOWN,0.15,0
XI,115627,27,1,28,DOWNUP,0.225,0
XI,115627,27,1,28,UPDOWN,0.8,1
XI,115627,27,1,28,UPUP,0.1,0
XI,115627,28,1,29,DOWNDOWN,0.225,0
XI,115627,28,1,29,DOWNUP,0.25,0
XI,115627,28,1,29,UPDOWN,0.2,0
XI,115627,28,1,29,UPUP,0.85,1
XI,115627,29,1,30,DOWNDOWN,0.2,0
XI,115627,29,1,30,DOWNUP,0.925,1
XI,115627,29,1,30,UPDOWN,0.05,0
XI,115627,29,1,30,UPUP,0.225,0
XI,115627,30,1,31,DOWNDOWN,0.275,0
XI,115627,30,1,31,DOWNUP,0.925,1
XI,115627,30,1,31,UPDOWN,0.25,0
XI,115627,30,1,31,UPUP,0.1,0
XI,115627,31,1,32,DOWNDOWN,0.875,1
XI,115627,31,1,32,DOWNUP,0.2,0
XI,115627,31,1,32,UPDOWN,0.2,0
XI,115627,31,1,32,UPUP,0.075,0
XI,115627,32,1,33,DOWNDOWN,0.8,1
XI,115627,32,1,33,DOWNUP,0.175,0
XI,115627,32,1,33,UPDOWN,0.2,0
XI,115627,32,1,33,UPUP,0.175,0
XI,115627,33,1,34,DOWNDOWN,0.1,0
XI,115627,33,1,34,DOWNUP,0.2,0
XI,115627,33,1,34,UPDOWN,0.125,0
XI,115627,33,1,34,UPUP,0.75,1
XI,115627,34,1,35,DOWNDOWN,0.25,0
XI,115627,34,1,35,DOWNUP,0.125,0
XI,115627,34,1,35,UPDOWN,0.125,0
XI,115627,34,1,35,UPUP,0.775,1
XI,115627,35,1,36,DOWNDOWN,0.15,0
XI,115627,35,1,36,DOWNUP,0.15,0
XI,115627,35,1,36,UPDOWN,0.225,0
XI,115627,35,1,36,UPUP,0.8,1
XI,115627,36,1,37,DOWNDOWN,0.25,0
XI,115627,36,1,37,DOWNUP,0.85,1
XI,115627,36,1,37,UPDOWN,0.225,0
