branch_index,branch,seed,pair_index,pair,scale_h_q95_exposed,crest_start,crest_end,trough_start,trough_end,predicted_return,timing_tolerance,observed_return,local_reconstruction,timing_hit,timing_error,mirror_mae,persistence_mae,no_return_mae,source_hidden_trough,neighbour_hidden_crest,direct_neighbour_transfer,transfer_lag,exact_transfer_overlap,orientation_eligible,orientation_flip,orientation_before,orientation_after,final_source_x,final_neighbour_x
0,c2,0,21,2-3,0.23529663980007154,14,20,143,147,266,31,455,1,0,189,1.4590461093421934,0.6051608322023125,0.44366613256341203,250,,0,,0.178170744634965,1,0,-1,-1,0.0006529737367257293,0.0
0,c2,0,23,2-5,0.23534329012036315,87,91,187,225,283,24,311,1,0,28,1.4656310039761844,0.5222753016969073,0.5095200284994537,250,319,0,69,0.28124138563319484,1,0,-1,-1,0.0010165397109325634,0.0026613029268203227
0,c2,0,24,2-6,0.12988024950027463,164,168,220,231,272,13,308,1,0,36,1.3520609174995133,0.8127803468983131,0.7824483479322601,250,452,0,202,0.26104983831505163,1,0,-1,-1,0.008155068546299753,0.0280936537214464
0,c2,0,25,2-7,0.19332090020179715,83,87,171,181,255,21,284,1,0,29,1.3208430665583195,0.4085471832759062,0.4007721774293936,250,424,0,174,0.16527990349950256,1,0,-1,-1,0.007486426609964628,0.025944309308100558
0,c2,0,26,2-8,0.27615087330341326,87,97,186,194,275,23,,0,0,,1.6627357018404365,0.8831077880944178,0.2876034527524728,257,463,0,206,0.19294681608628214,0,0,-1,0,0.010477791845536249,1.219667850290533
0,c2,0,27,2-9,0.22146932557225224,36,44,168,179,292,31,272,1,1,20,1.309464693655135,0.628630395503821,0.6624633330488758,250,463,0,213,0.4314804288234235,1,0,-1,-1,0.049749160387455194,1.2949329225678723
0,c2,0,28,2-10,0.1165059585124253,84,89,171,182,253,21,256,1,1,3,1.5307113579588727,1.1346864318805996,1.0723096696042431,278,469,0,191,0.3594473802019386,1,0,-1,-1,0.05193524912624752,0.0644534105578806
0,c2,0,29,2-11,0.3179655969142909,38,43,155,177,267,28,,0,0,,1.2278604995830251,0.5851096552355,0.29829011404409317,250,485,0,235,0.2370236835715473,0,0,-1,0,0.0019519175180110358,0.06209188048622196
0,c2,0,30,3-4,0.3117540910840033,156,161,232,249,303,18,,0,0,,0.9918357442610375,0.28865841322877445,0.28240113969939806,250,,0,,0.23510807019753088,0,0,-1,0,0.0014396284311696012,0.003069105976030079
0,c2,0,31,3-5,0.2863865792751311,141,146,198,220,250,13,,0,0,,1.2247473737820165,0.42660927625351475,0.39254385517409945,250,365,0,115,0.2642141340493877,0,0,-1,0,0.00039251959673058994,0.0026535170863647103
0,c2,0,32,3-6,0.15061010643839828,158,163,214,219,265,13,309,1,0,44,1.225306982752634,0.854212167224298,0.9206074498814705,250,365,0,115,0.19962021849954242,1,0,-1,-1,0.003111635351172835,0.028203252366170616
0,c2,0,33,3-7,0.24772489890456173,102,108,210,220,312,26,345,1,0,33,1.303633344639777,0.4831196713637326,0.5125765491856892,250,424,0,174,0.2925425489612477,1,0,-1,-1,0.002442997848938534,0.0288472021202945
0,c2,0,35,3-9,0.21062495782971358,187,194,240,249,286,12,274,1,1,12,1.2720596388499907,0.6444691201037693,0.6286518619960123,250,463,0,213,0.17083473691370538,1,0,-1,-1,0.011657814145909872,1.2505832492079103
0,c2,0,36,3-10,0.23680434525012967,137,148,201,233,254,14,389,1,0,135,1.64124359061827,0.4181705039536118,0.3899170371343336,250,,0,,0.262657967922898,1,0,-1,-1,0.006770667569084903,0.060043766613667476
0,c2,0,39,4-6,0.28676852732896796,27,31,141,151,251,28,303,1,0,52,1.42521502421949,0.4670202964901279,0.42180630932281793,250,353,0,103,0.15591929600490617,1,0,-1,-1,0.01889651419067103,0.031132046050603542
0,c2,0,41,4-8,0.3324423894286155,131,137,221,249,305,21,,0,0,,1.1525593486887789,0.36679961425465063,0.3229239174996,255,279,1,24,0.22039518454347687,0,0,-1,0,0.06547178656139627,1.2845549420548121
0,c2,0,43,4-10,0.21405216306447963,145,149,223,249,297,19,265,1,0,32,1.3619772118355882,0.6195658941807226,0.5354311537327628,250,,0,,0.3446293990566601,1,0,-1,-1,0.23280716278805902,0.061094690143590265
0,c2,0,45,5-6,0.1471454627811908,40,44,170,203,296,32,298,1,1,2,1.2739952601148212,1.0241834761204787,0.9209011217061257,250,353,0,103,0.20163330644348143,1,0,-1,-1,0.005059145392586237,0.040278316900199146
0,c2,0,46,5-7,0.1716550640761851,74,87,169,198,251,21,289,1,0,38,1.5572250793311724,0.7651580342356397,0.6956327649575619,250,353,0,103,0.19984097851593868,1,0,-1,-1,0.005722769049575339,0.03335951599686402
0,c2,0,47,5-8,0.2974961951375005,124,133,202,214,271,18,293,1,0,22,1.1500346162987958,0.4777227310778545,0.43561240356490066,250,365,0,115,0.1477303412625289,1,0,-1,-1,0.005939501159192439,1.434164114545796
0,c2,0,48,5-9,0.2810675755143165,121,126,198,214,270,18,313,1,0,43,1.6677776600293257,0.3997807333417607,0.3402355941900315,250,365,0,115,0.32990866177181016,1,0,-1,-1,0.02101279437184538,1.4587854727121146
0,c2,0,49,5-10,0.16008477434515941,140,147,201,209,255,14,258,1,1,3,1.3639739195742047,0.8641090489838446,0.7761050885359945,250,365,0,115,0.380707798353419,1,0,-1,-1,0.021073028977970715,0.0725119429584241
0,c2,0,50,5-11,0.296208462119102,123,130,193,213,256,16,295,1,0,39,1.7029840808424521,0.3876833883610775,0.43566057514638495,250,485,0,235,0.20831110664891747,1,0,-1,-1,0.0015182927488657028,0.06570256187401308
0,c2,0,51,6-7,0.16373637467622748,219,223,244,249,265,10,285,1,0,20,1.4034707143736656,0.9329850756444981,0.8829027967345426,250,365,0,115,0.2646073461614559,1,0,-1,-1,0.05781887650710944,0.0
