branch_index,branch,seed,pair_index,pair,scale_h_q95_exposed,crest_start,crest_end,trough_start,trough_end,predicted_return,timing_tolerance,observed_return,local_reconstruction,timing_hit,timing_error,mirror_mae,persistence_mae,no_return_mae,source_hidden_trough,neighbour_hidden_crest,direct_neighbour_transfer,transfer_lag,exact_transfer_overlap,orientation_eligible,orientation_flip,orientation_before,orientation_after,final_source_x,final_neighbour_x
0,c2,24,31,3-5,0.33145367354154553,16,22,156,166,290,34,479,1,0,189,1.2192927654630743,2.2606125967022175,0.43678412058632776,255,,0,,0.4496419920564634,1,0,-1,-1,1.672832346216339,2.182455122841659
0,c2,24,32,3-6,0.1964607313275335,153,160,220,226,280,15,260,1,0,20,1.0968956412676811,1.290088206174546,0.6079980567603556,252,,0,,0.33917483687941313,1,0,-1,-1,0.5407528289517128,0.928345459506036
0,c2,24,33,3-7,0.2099939614534378,226,231,244,249,257,10,,0,0,,1.3852349954002174,0.41842803215593927,0.32977918374759724,250,,0,,0.3287887533055385,0,0,-1,0,0.9023869096715731,1.0352975395465305
0,c2,24,35,3-9,0.2589703671634193,15,22,145,149,268,31,387,1,0,119,1.4365983304913401,1.4204095808113817,0.36499605005085833,255,,0,,0.31904663229276337,1,0,-1,-1,0.15471217857024072,0.5348602449746502
0,c2,24,37,3-11,0.18437189087271683,168,172,220,229,268,12,308,1,0,40,0.96165891714996,0.6432994392433941,0.518235873272873,250,,0,,0.14436369743838873,1,0,-1,-1,0.7696665417076314,0.47018576531739453
0,c2,24,39,4-6,0.25904548317193976,191,195,229,237,263,10,329,1,0,66,1.2748526149298918,0.46154231265014073,0.49686119779651644,250,490,0,240,0.23859744547233203,1,0,-1,-1,0.43388617998382123,2.504675234546817
0,c2,24,41,4-8,0.253317742794752,9,15,208,214,401,49,,0,0,,0.8051886607047871,0.30712870251177826,0.3589721058343204,250,481,0,231,0.2898153042561829,0,0,-1,0,0.19128083183502995,2.146757875002466
0,c2,24,42,4-9,0.17602744027972222,60,64,176,180,288,28,254,1,0,34,1.0404529788063726,0.43255451089532915,0.4990124265382844,262,491,0,229,0.3666359406607106,1,0,-1,-1,0.24076598889466833,1.9846961400779222
0,c2,24,43,4-10,0.2957752063870429,2,10,165,171,320,39,330,1,1,10,1.1431368423380375,0.3466840823450699,0.3317908174833578,250,,0,,0.16339163051048386,1,0,-1,-1,0.05126698045392713,1.7441808662402631
0,c2,24,44,4-11,0.2231445215642452,60,64,194,202,324,33,359,1,0,35,1.0218814848875528,0.5652407905257422,0.4917052761333928,250,,0,,0.2721094583518825,1,0,-1,-1,0.6728146634311489,1.5771424604381914
0,c2,24,45,5-6,0.14558858051896081,186,192,222,227,252,10,333,1,0,81,1.3403055359197142,2.0668103978432564,0.8441134180701229,259,,0,,0.18402550927332686,1,0,-1,-1,2.7917953359442973,4.2474857797003445
0,c2,24,46,5-7,0.13563262522220598,199,205,242,249,279,10,335,1,0,56,1.352146296696029,0.9004087706714119,0.8357752102199784,255,342,0,87,0.4630971574964077,1,0,-1,-1,5.34702993404395,4.023305285421443
0,c2,24,47,5-8,0.14011487364768965,84,88,169,180,250,21,320,1,0,70,1.6303210131193469,0.5453388100873188,0.582930684565541,259,469,0,210,0.2765965600648368,1,0,-1,-1,1.2489723969605298,3.1074242159785923
0,c2,24,48,5-9,0.23538403213024123,165,171,217,226,263,12,250,1,0,13,1.2937629847759735,1.6713527619628286,0.461247818385654,258,477,0,219,0.3272616005310738,1,0,-1,-1,0.6500152725106525,2.4748122772479193
0,c2,24,50,5-11,0.2907222196459765,181,190,223,231,256,10,338,1,0,82,1.242680545814503,0.47923887336617427,0.45491717079275173,250,,0,,0.30340489976521867,1,0,-1,-1,1.8678436293555363,1.8228128425688457
0,c2,24,51,6-7,0.11679677367210371,205,212,232,238,252,10,343,1,0,91,1.2498210906969007,0.7717082146310549,0.7028210855425889,250,476,0,226,0.2527493770564275,1,0,-1,-1,1.1894893440230703,0.0
0,c2,24,52,6-8,0.09573435261845585,122,126,199,204,272,19,325,1,0,53,1.380563308062476,0.7227660834866731,0.6729624126911082,250,352,0,102,0.34591255868074416,1,0,-1,-1,0.3512065644498882,0.9326759995868735
0,c2,24,53,6-9,0.12825277969241142,75,82,176,180,270,24,332,1,0,62,1.2824112360654163,1.1884698698791871,0.571740456779984,260,450,0,190,0.20953687702865434,1,0,-1,-1,0.2293767068830318,0.7129016237781657
0,c2,24,54,6-10,0.3687231659889218,71,77,164,171,251,22,329,1,0,78,1.195854318548003,0.37780975149414486,0.3950756396602253,250,,0,,0.5102014832699323,1,0,-1,-1,0.028737394498567,0.5148829873024137
0,c2,24,55,6-11,0.209441166371107,187,192,221,239,250,10,325,1,0,75,1.5497544739593727,0.5255803232728946,0.46453331046541285,250,,0,,0.276427380122419,1,0,-1,-1,0.4967817701558136,0.4591330172401081
0,c2,24,56,7-8,0.09381280019879336,116,121,187,200,253,17,463,1,0,210,1.2193167025664542,0.49156755929659396,0.425968365575594,250,,0,,0.23582696747681223,1,0,-1,-1,0.6381719837320904,1.2216474553786831
0,c2,24,57,7-9,0.12823307290673241,95,99,190,196,281,23,336,1,0,55,1.2593140448580329,0.47559696961757925,0.3745207478306606,250,,0,,0.19779873856636843,1,0,-1,-1,0.4083027168948844,0.8460339960409999
0,c2,24,58,7-10,0.17158485129475587,67,73,166,172,259,24,352,1,0,93,1.508935044668028,0.47912864083130036,0.4201014847191847,250,,0,,0.24490120035110985,1,0,-1,-1,0.10889955591270556,0.5299357597701954
0,c2,24,59,7-11,0.20328642725944504,63,67,171,178,275,26,338,1,0,63,1.164518370098026,0.5386321599172025,0.5267921507975025,250,,0,,0.5433378149293457,1,0,-1,-1,0.9129304916233764,0.4679419419436373
0,c2,24,60,8-9,0.09235991053283214,83,88,169,185,250,21,443,1,0,193,2.285544183838099,0.49518070635497025,0.531548263180132,262,,0,,0.3898466792313679,1,0,-1,-1,0.13863136154486794,0.0
0,c2,24,61,8-10,0.11483535803854451,125,130,199,204,268,18,327,1,0,59,1.104966605270898,0.4712132545516538,0.4034333944219758,250,,0,,0.29706848678733244,1,0,-1,-1,0.04164752325640702,0.11209322972749484
0,c2,24,62,8-11,0.15761318504810323,120,126,188,201,250,16,324,1,0,74,1.338292603980291,0.45181120677101283,0.3973071327962999,250,,0,,0.25479716427180144,1,0,-1,-1,0.2846433462455214,0.08901377138739357
0,c2,24,63,9-10,0.16903590038418767,83,87,176,180,265,23,333,1,0,68,1.145104977820057,0.4038979900051855,0.3853530141109592,250,,0,,0.20414513326193254,1,0,-1,-1,0.025069655846805757,0.11399550277716924
0,c2,24,64,9-11,0.27193977236747735,166,171,236,249,301,17,338,1,0,37,1.1107796256112705,0.33470312894769605,0.3035947201119411,250,,0,,0.24637568528640286,1,0,-1,-1,0.14430536530144508,0.08250293274182927
0,c2,24,65,10-11,0.2767756685614585,65,69,210,249,351,36,353,1,1,2,1.0236274960830358,0.4169306132272717,0.4176822486281178,250,,0,,0.272880606472444,1,0,-1,-1,0.05078634843408598,0.0
0,c2,25,0,0-1,0.23500820547342297,185,189,243,247,297,14,250,1,0,47,1.8266999293472244,1.2537045209900244,0.4689741735451856,262,258,0,-4,0.10419473833507922,1,0,-1,-1,0.052747955747784965,0.41286439907222805
0,c2,25,1,0-2,0.22371531724929747,83,98,192,224,286,24,412,1,0,126,1.376744452105161,0.48614265543962093,0.4522979167866277,274,257,0,-17,0.3288316888581412,1,0,-1,-1,1.3671620662686905,0.3832228190752825
0,c2,25,2,0-3,0.12590095773339272,83,87,197,225,307,28,286,1,1,21,1.879307665943327,1.2458453527846136,0.6603864855204905,260,347,0,87,0.1642771199322951,1,0,-1,-1,0.04480006616704365,0.2690284415660214
0,c2,25,3,0-4,0.19750526696443557,138,145,210,238,275,17,414,1,0,139,1.8670826167641679,0.4073475196091412,0.40499180263006934,262,,0,,0.15810430768798775,1,0,-1,-1,0.08231664793081091,0.2297960868067904
0,c2,25,5,0-6,0.2840323612093925,179,185,229,245,273,11,250,1,0,23,1.56706747064376,1.868476378892763,0.3448779500915461,260,,0,,0.40569252315189575,1,0,-1,-1,0.1413656106355434,0.47352136700978686
0,c2,25,6,0-7,0.13969805687665937,159,168,236,249,304,17,305,1,1,1,1.6435919673545476,0.6289337612536032,0.6248741372837163,263,,0,,0.2632893018524687,1,0,-1,-1,2.5204684482509556,0.654958302464939
0,c2,25,7,0-8,0.1678567342460155,185,189,234,245,279,12,479,1,0,200,1.4559729081978299,0.8553437029748825,0.35393823549789205,254,,0,,0.2730453721611976,1,0,-1,-1,0.2327564983622808,0.6000733113665975
0,c2,25,9,0-10,0.3602564841508863,98,104,189,235,274,22,329,1,0,55,1.5374571095285487,2.286552131725056,0.4556351310598519,256,,0,,0.31500513984097867,1,0,-1,-1,0.1335504684704261,0.17642735771901752
0,c2,25,11,1-2,0.199717269092798,188,200,225,229,250,10,258,1,1,8,1.2125028858734004,0.8003047058969569,0.713964527499669,297,,0,,0.07719568208079473,1,0,-1,-1,0.1993288857076465,0.0
0,c2,25,12,1-3,0.13585812151432025,192,197,241,249,285,11,273,1,0,12,1.9806330802845395,0.7650733248281797,0.7690475650959121,260,257,0,-3,0.21134033464542862,1,0,-1,-1,0.00864585003009998,0.14329256154997888
0,c2,25,13,1-4,0.30792084485292404,2,9,137,141,265,32,276,1,1,11,1.4326873811584009,0.34371167681182463,0.3441981383707065,250,257,1,7,0.23777697084748523,1,0,-1,-1,0.008144452850117768,0.1188053545273889
0,c2,25,14,1-5,0.2714479923248291,151,157,222,249,287,17,274,1,1,13,1.66228365609806,0.3701716494528986,0.3843754217949795,250,257,1,7,0.20107892537044394,1,0,-1,-1,0.11147376544023138,0.4003395644752334
0,c2,25,15,1-6,0.22519031316041913,156,160,223,248,286,16,254,1,0,32,1.4701394400533645,0.6926612367167081,0.6597794147112049,261,257,0,-4,0.34299226446052894,1,0,-1,-1,0.024433686685810842,0.3732780682007822
0,c2,25,16,1-7,0.17596064656972882,127,131,197,212,263,17,379,1,0,116,1.185826368662996,0.720484014969805,0.6665179202077616,250,257,1,7,0.16636816436679758,1,0,-1,-1,0.2603120657187234,0.5934298121548327
0,c2,25,17,1-8,0.17717181518673894,186,198,225,236,252,10,295,1,0,43,1.5375560478807733,0.6751246168370574,0.6707982696113043,250,257,1,7,0.4357711280354371,1,0,-1,-1,0.03028379821047021,0.5458292093456414
0,c2,25,18,1-9,0.1852874122560024,56,66,172,180,278,27,254,1,1,24,1.1399601761380944,0.6035864518527125,0.5672559426340634,264,257,0,-7,0.13916904886707168,1,0,-1,-1,0.0014475841768733589,0.10353247472207545
0,c2,25,19,1-10,0.23112133815884586,127,134,214,220,294,20,398,1,0,104,1.0856344857445797,0.6212658282849485,0.4464038401911021,262,,0,,0.3071361113055352,1,0,-1,-1,0.028185729026757204,0.09417862686768293
0,c2,25,20,1-11,0.25012824460864064,68,77,172,181,267,24,272,1,1,5,1.2445480997600367,0.7602249803598126,0.6668845739542842,252,257,1,5,0.3782685425911087,1,0,-1,-1,0.04156745260681256,0.29485988534238555
0,c2,25,21,2-3,0.19357528910040842,80,87,214,218,341,32,284,1,0,57,1.3403486141358794,0.7516371351245713,0.7221968611045002,250,,0,,0.30284608478650127,1,0,-1,-1,0.09068264863693652,0.1768439662487722
0,c2,25,22,2-4,0.3886614337563507,18,26,148,193,270,31,265,1,1,5,1.798213726847731,0.43853778081822314,0.40201017669650374,250,,0,,0.3916677192317868,1,0,-1,-1,0.13497094098338808,0.10463489813032792
0,c2,25,23,2-5,0.25805882960557935,24,34,147,154,260,29,374,1,0,114,1.1807192223843779,0.5523167001386234,0.4964660730706528,250,371,0,121,0.3009428678964375,1,0,-1,-1,2.929293322997057,0.352833462872959
0,c2,25,24,2-6,0.1875303916633127,21,27,147,157,267,30,281,1,1,14,1.5936894040445042,0.6510186955505957,0.5844211069806182,250,280,0,30,0.23785428081553547,1,0,-1,-1,0.6956401830565657,0.43353027159133356
0,c2,25,25,2-7,0.18398043662309646,58,64,164,200,264,25,260,1,1,4,1.1034311668900665,0.6933751894361265,0.5719373445155198,250,,0,,0.2806101809467092,1,0,-1,-1,6.232255679345267,0.6429146179015354
0,c2,25,26,2-8,0.21175683140754697,121,126,203,218,280,20,291,1,1,11,1.3192293469193073,0.48705612267005705,0.4284236509164695,250,439,0,189,0.15297312471759947,1,0,-1,-1,0.59938087479119,0.5949644508136835
0,c2,25,27,2-9,0.39238482117652884,85,93,204,208,315,28,,0,0,,1.0402632112278012,0.3233837449976407,0.2732056516976792,250,,0,,0.5347996118087317,0,0,-1,0,0.0033129317293334364,0.11276003733439263
0,c2,25,28,2-10,0.23479000702500308,84,88,189,196,290,26,473,1,0,183,1.6082439531973254,0.46576184519968833,0.4408963627960923,250,,0,,0.24330911726671697,1,0,-1,-1,0.6661452878785553,0.11183404014924767
0,c2,25,29,2-11,0.21514621302485457,92,97,174,185,251,20,260,1,1,9,1.2292749480506817,0.6840794755720299,0.6818045356096504,250,,0,,0.27608261835722003,1,0,-1,-1,1.1863799299414237,0.316439663794648
0,c2,25,30,3-4,0.19974297657608978,76,80,213,249,346,34,362,1,1,16,1.1581693310371248,0.6295258859715992,0.6020335076799938,250,,0,,0.31377425198175124,1,0,-1,-1,0.006980978479150428,0.0
0,c2,25,31,3-5,0.2545062705874442,29,39,155,202,271,29,363,1,0,92,1.7807210386982224,0.4714862415088588,0.5692557469746896,250,370,0,120,0.3391466014078326,1,0,-1,-1,0.05261295099031646,0.24822955078548253
0,c2,25,32,3-6,0.1539520449936389,36,42,166,176,290,31,283,1,1,7,1.8472278021798958,0.7945717446782399,0.7750290964251372,258,375,0,117,0.2169072828458033,1,0,-1,-1,0.017461954402307155,0.28776776593166925
0,c2,25,33,3-7,0.17457807809114423,50,61,169,212,277,27,285,1,1,8,1.3832951615159603,0.5342254932067801,0.47882405665390093,250,290,0,40,0.09752429969760616,1,0,-1,-1,0.11553819087686058,0.5147520553721441
0,c2,25,34,3-8,0.13651949316263198,115,122,200,212,278,20,290,1,1,12,1.3786751872881007,0.5650577547302948,0.5502371678548545,250,361,0,111,0.23171213561136259,1,0,-1,-1,0.0192607971958731,0.4666978612348587
0,c2,25,35,3-9,0.21473549902439099,52,62,182,192,302,30,315,1,1,13,1.2957671852842088,0.44565309241373113,0.5039741967404643,250,,0,,0.20048123273992222,1,0,-1,-1,0.0008289468894489011,0.005860966603640113
0,c2,25,36,3-10,0.1296866066753864,81,85,181,195,277,24,310,1,0,33,1.3333866837515211,0.888809817883158,0.7418096658629778,252,,0,,0.23249056663015205,1,0,-1,-1,0.02404946209611694,0.0054504671033571905
0,c2,25,37,3-11,0.19428747445344924,74,85,180,189,275,24,,0,0,,1.5702567735266297,0.42618681720360413,0.35456216034451743,250,336,0,86,0.11080197152271486,0,0,-1,0,0.024604674432852892,0.2572173418767709
0,c2,25,38,4-5,0.26862595081329343,135,141,213,249,285,18,274,1,1,11,1.182182015235349,0.5279101607713163,0.5301304689765519,250,,0,,0.16763046696397116,1,0,-1,-1,0.14836010923149034,0.2877705740470442
0,c2,25,39,4-6,0.4012072607874869,41,49,154,206,259,27,370,1,0,111,1.3128182418047258,0.27626887854392473,0.31073109275957955,250,368,0,118,0.15527234234753165,1,0,-1,-1,0.01775983759216747,0.26504439397781404
0,c2,25,40,4-7,0.24154080748558,48,57,173,200,289,29,,0,0,,1.8679409825522075,0.3287570360216055,0.289673708670093,250,368,0,118,0.18731697132172417,0,0,-1,0,0.2499345724365645,0.39779341629087234
0,c2,25,41,4-8,0.18833380490541454,115,123,203,236,283,20,292,1,1,9,1.4313785192703372,0.46143686421952484,0.4903609901422134,250,,0,,0.25142735709666764,1,0,-1,-1,0.036864175538446384,0.40820369129649353
0,c2,25,42,4-9,0.2223927803337574,107,116,184,192,252,17,320,1,0,68,1.6133107232487929,0.4537377851542766,0.4481883389502248,250,,0,,0.3469152648592544,1,0,-1,-1,0.0013834477261418174,0.004541167143485633
0,c2,25,43,4-10,0.2399620205163954,198,210,244,249,278,10,326,1,0,48,1.26039752348873,0.3773824700045537,0.35262610404997013,250,,0,,0.18089952024036768,1,0,-1,-1,0.03529011402471749,0.004541167143485633
0,c2,25,44,4-11,0.2736235052347179,143,147,203,209,259,14,266,1,1,7,1.4397801421341292,0.40451260640902137,0.39345242883881665,250,,0,,0.2625584697450059,1,0,-1,-1,0.049754119013867996,0.22150908639432765
0,c2,25,45,5-6,0.267291161417961,34,41,162,175,283,31,371,1,0,88,1.3412578070172312,0.4499642151847267,0.44836001785320095,250,,0,,0.21009411267963973,1,0,-1,-1,0.3705154370040749,0.0
0,c2,25,46,5-7,0.21292821019887923,127,138,223,249,308,22,301,1,1,7,1.226245042034851,0.48593377124210685,0.4256223679205063,250,371,0,121,0.19495159448859956,1,0,-1,-1,4.087076111394496,0.6618709822754945
0,c2,25,48,5-9,0.17651472911238666,173,178,218,223,258,10,276,1,0,18,1.2794908417303594,0.5520272805846489,0.5298858545243237,250,,0,,0.27760989350861753,1,0,-1,-1,0.0064863275484212625,0.23563411584939709
0,c2,25,49,5-10,0.31420188695192325,127,138,216,220,294,20,300,1,1,6,1.0611134464896412,0.4056715523397511,0.3140222797655392,250,,0,,0.2317113005950484,1,0,-1,-1,0.3778745320941366,0.23563411584939709
0,c2,25,50,5-11,0.23879609704017626,36,40,148,157,256,27,274,1,1,18,1.3681033174383703,0.4400890103207426,0.3514272315977171,250,,0,,0.16894244249872317,1,0,-1,-1,0.8113254519961733,0.47871919533312773
0,c2,25,52,6-8,0.22868904769420614,121,127,191,212,255,16,382,1,0,127,1.1755628901492832,0.48391528621893615,0.48598226709036313,250,377,0,127,0.4769929554138845,1,0,-1,-1,0.07340575905139685,0.592775947579965
0,c2,25,53,6-9,0.25107570588588707,176,183,217,221,251,10,314,1,0,63,1.289430836314974,0.45174491180157805,0.5056745178872624,261,,0,,0.2827036340800555,1,0,-1,-1,0.0019322282128943855,0.2207034220325643
0,c2,25,54,6-10,0.20000923275947569,124,128,189,204,250,16,311,1,0,61,1.1654137401662674,1.3201156605184097,0.5192274000917513,256,,0,,0.15654953759076226,1,0,-1,-1,0.10314471770323151,0.2318316541278016
0,c2,25,55,6-11,0.24709313064813587,39,47,150,157,253,26,400,1,0,147,1.9660336735490627,0.9606228338270725,0.5236206393032327,252,,0,,0.47550413482995146,1,0,-1,-1,0.135725551406989,0.4290260037594693
0,c2,25,56,7-8,0.1940157957375049,117,129,194,213,259,17,381,1,0,122,1.2218911966665196,0.5670385050026222,0.5241848684938509,250,,0,,0.23374189506225707,1,0,-1,-1,0.7530557383668668,0.0
0,c2,25,57,7-9,0.35066350996494283,164,170,239,249,308,18,386,1,0,78,1.3327180410997024,0.36222934260275375,0.3274613449297949,250,,0,,0.31874261211943844,1,0,-1,-1,0.003943992176025308,0.36944950610483945
0,c2,25,58,7-10,0.17819602862000455,127,137,215,219,293,20,305,1,1,12,1.6744162008310677,0.6609701497639487,0.6098289410184495,250,,0,,0.161361854804357,1,0,-1,-1,1.0103831255456543,0.40670276982819853
0,c2,25,60,8-9,0.27351182401180263,110,120,187,192,254,17,481,1,0,227,1.5419271605056228,0.3289471142537642,0.39071355360192067,250,,0,,0.1648283767074753,1,0,-1,-1,0.0017490371412575226,0.4393284074232097
0,c2,25,61,8-10,0.18765381872653952,122,130,192,196,254,16,299,1,0,45,1.535212706367243,0.6986910058583039,0.6547447595142551,251,482,0,231,0.2373003293437991,1,0,-1,-1,0.10699271615252849,0.33169720497116156
0,c2,25,62,8-11,0.27535092681646334,115,122,199,212,276,20,,0,0,,1.7583559148542318,0.33150101866074005,0.35090944785369366,250,,0,,0.4302176804294897,0,0,-1,0,0.11851846384032327,0.5617029255181997
0,c2,25,63,9-10,0.28149841278791427,103,110,187,196,264,20,324,1,0,60,1.4149483719755542,0.39786477316912633,0.4694401829426504,256,,0,,0.20544094707881866,1,0,-1,-1,0.0018860281753591453,0.0
0,c2,25,64,9-11,0.4093972697854039,167,179,217,223,255,10,,0,0,,1.575356095340214,0.20627467080867512,0.2641622983207801,250,,0,,0.3803038121032796,0,0,-1,0,0.001653844085768483,0.16816697152747173
0,c2,25,65,10-11,0.2595967888832092,102,107,190,196,273,21,336,1,0,63,1.6383825601539777,1.3655361633562941,0.44696994464688106,252,,0,,0.3047117287072305,1,0,-1,-1,0.15476730607597888,0.19443542146981022
0,c2,26,0,0-1,0.19671764597296712,198,206,228,249,250,10,,0,0,,1.2755543378253948,0.3406443685380084,0.3261199811062868,250,,0,,0.16626399585766566,0,0,-1,0,0.10778398231367348,0.4903200835067172
0,c2,26,1,0-2,0.1452678568661213,118,123,194,198,265,18,267,1,1,2,1.2778110025833276,0.7078456593537219,0.6794618602988912,257,265,1,8,0.4021166215524608,1,0,-1,-1,0.10663620007664872,0.41922453833739043
0,c2,26,2,0-3,0.1857739672064777,122,129,214,226,299,22,279,1,1,20,1.9861273484096738,0.4650939035610495,0.5193925987992185,255,264,1,9,0.24347264715877856,1,0,-1,-1,0.5489724582578488,0.49110083162473883
0,c2,26,3,0-4,0.29739982336759513,117,125,195,207,265,18,294,1,0,29,1.8760735122380505,0.36908620730621317,0.34990009991957344,257,,0,,0.3140339535148619,1,0,-1,-1,0.3729305405106828,0.36139850566027165
0,c2,26,4,0-5,0.2705061241984366,37,42,150,155,258,27,,0,0,,1.5689267732824397,0.31470602392876695,0.3201472821627047,250,,0,,0.1452354509944804,0,0,-1,0,2.2652687405995025,1.9723811700341374
0,c2,26,5,0-6,0.2272128760814666,210,214,237,249,260,10,335,1,0,75,1.2480845581875224,0.5409268354142605,0.5728563920681897,255,,0,,0.22975008753548215,1,0,-1,-1,2.028356771820144,2.1896314287774423
0,c2,26,6,0-7,0.1877496033906936,118,122,196,201,270,19,329,1,0,59,1.0954224892203788,0.6183276542528956,0.5701675992368193,258,,0,,0.3929917860247037,1,0,-1,-1,2.2383927963277372,0.5583396775080143
0,c2,26,7,0-8,0.21826649531722023,89,101,193,198,285,23,336,1,0,51,1.300705826685681,0.5116515801362321,0.5117178246338736,255,,0,,0.325548241960712,1,0,-1,-1,0.4169727190189187,0.5724597873928865
0,c2,26,9,0-10,0.2637105211615561,43,48,188,197,328,35,273,1,0,55,1.0390207337795392,0.4648209329676546,0.4301918111520751,250,450,0,200,0.21019144073207244,1,0,-1,-1,0.7842772294224211,0.6601184465634493
0,c2,26,10,0-11,0.14697503447532653,190,194,233,249,272,10,277,1,1,5,1.1490978876986548,0.7605974376071463,0.6199244642816938,307,,0,,0.22003630786080128,1,0,-1,-1,0.7071484678254021,0.0
0,c2,26,11,1-2,0.11478288210928435,62,67,173,184,279,27,273,1,1,6,1.3524848606846889,0.5388832331556401,0.4894025533979111,289,280,0,-9,0.32653944720194006,1,0,-1,-1,0.012035806706141534,0.0
0,c2,26,12,1-3,0.20957357585430134,124,135,197,212,259,16,284,1,0,25,1.6518065769452102,0.867753183411013,0.4422940084475739,295,280,0,-15,0.3210815908414584,1,0,-1,-1,0.03023338701034823,0.12352500125712935
0,c2,26,13,1-4,0.3073143571615216,133,140,198,211,256,15,,0,0,,1.7147580678215368,0.2956498245060669,0.3151201644442969,250,,0,,0.23623971449507525,0,0,-1,0,0.022311952349117734,0.09018010758424369
0,c2,26,14,1-5,0.37645713537931436,127,133,208,215,283,19,,0,0,,1.3664834981910738,0.19504804937773357,0.20087897781267816,253,,0,,0.23550619185177094,0,0,-1,0,0.09704224503427772,1.7245855833652333
0,c2,26,15,1-6,0.2907451853156089,196,201,232,246,263,10,,0,0,,1.2950258040973992,0.9723712623594754,0.33567229912691954,256,,0,,0.26216720219036677,0,0,-1,0,0.09466389755199263,2.008510508377505
0,c2,26,16,1-7,0.26469808667898176,49,55,162,170,269,27,345,1,0,76,1.2989859854744632,0.38408399211083644,0.381415911075248,250,,0,,0.3492760836218214,1,0,-1,-1,0.09488513860423435,0.29555645505503153
0,c2,26,18,1-9,0.22722689583897585,56,61,161,169,261,25,328,1,0,67,1.433704070117558,0.5263239879454793,0.47864871092120304,271,,0,,0.2930613327963546,1,0,-1,-1,0.03133813553852635,0.22573749159460052
0,c2,26,19,1-10,0.21713269278407088,64,69,179,184,289,28,349,1,0,60,1.0552125269719481,0.4975236843927757,0.49180812800091656,266,467,0,201,0.2582033171193604,1,0,-1,-1,0.05752391186199767,0.2594037047526473
0,c2,26,20,1-11,0.2150446645915508,188,196,227,249,258,10,262,1,1,4,1.261643242010718,0.5723699693092344,0.5034364100575826,250,,0,,0.34947363228216627,1,0,-1,-1,0.029993718074461807,0.3920289856142652
0,c2,26,21,2-3,0.10644600540399551,107,112,188,208,264,19,264,1,1,0,1.481081008485161,1.2955449979598852,0.7467316048059552,257,,0,,0.22193474444300296,1,0,-1,-1,0.04439429161217926,0.1730379762160727
0,c2,26,22,2-4,0.20545032173395145,138,147,234,241,321,22,,0,0,,1.7723873815777018,0.3496752715639222,0.32314794872294816,283,434,0,151,0.20584924060479876,0,0,-1,0,0.024824954785073784,0.09286662522584634
0,c2,26,23,2-5,0.23790260553359976,17,23,137,141,251,29,,0,0,,1.6898910216013596,0.2158926655591303,0.21540174375570945,258,,0,,0.21014464774137293,0,0,-1,0,0.111911490126357,1.9190771563792495
0,c2,26,24,2-6,0.20671082735061644,103,107,201,208,295,24,,0,0,,1.1558720178774942,0.940504627991357,0.3139779623075723,257,,0,,0.25856996784829117,0,0,-1,0,0.09713734419766923,2.0242522180147122
0,c2,26,26,2-8,0.175700219720602,183,190,227,245,264,10,318,1,0,54,1.1978820122686713,0.7589619152453242,0.5922983424244942,256,325,0,69,0.3309146117622964,1,0,-1,-1,0.0242776197267686,0.3378108620991587
0,c2,26,27,2-9,0.1442742973566055,168,174,222,239,270,12,266,1,1,4,1.3098231980467143,0.8249721660144015,0.7848193036792444,259,441,0,182,0.4258610857758175,1,0,-1,-1,0.03667307628867761,0.24910801959952472
0,c2,26,28,2-10,0.17085682973265637,206,210,244,249,278,10,270,1,1,8,1.2817705318736228,0.6309245868671749,0.6502820190998541,282,442,0,160,0.24430915036476056,1,0,-1,-1,0.05368510347465973,0.2789918127480679
0,c2,26,29,2-11,0.1937642380595204,186,191,231,249,271,10,264,1,1,7,1.254056474206012,0.5387542506507177,0.4951743072022944,289,265,0,-24,0.23652949089270975,1,0,-1,-1,0.024812568413894488,0.43379298067532385
0,c2,26,30,3-4,0.2766536980867385,132,137,214,226,291,20,290,1,1,1,1.430354285821683,0.32398421620872014,0.36872972420559497,269,,0,,0.2627752227616424,1,0,-1,-1,0.11574791512838632,0.0
0,c2,26,33,3-7,0.14367058426141738,50,56,164,173,272,27,347,1,0,75,1.0209532639025456,0.8358352537355911,0.6160320503733833,266,,0,,0.29434050202258005,1,0,-1,-1,0.8421171813963032,0.4053719057381815
0,c2,26,34,3-8,0.217541879415512,89,99,188,212,277,23,322,1,0,45,1.2808273362257143,1.901312078424316,0.5882296156010697,255,325,0,70,0.3558213032957596,1,0,-1,-1,0.12092999710856682,0.4132211870840622
0,c2,26,36,3-10,0.14701397269964198,67,74,167,176,260,24,284,1,1,24,1.2599616741180202,1.0566154913003996,0.7381040479871427,266,262,0,-4,0.28451511817422587,1,0,-1,-1,0.40535825438318374,0.37135898110344895
0,c2,26,37,3-11,0.12859994694590562,107,117,195,223,273,20,261,1,1,12,1.7086455560731895,1.0871229487200116,0.9872090694141256,273,262,0,-11,0.3636822049497597,1,0,-1,-1,0.23342231083769038,0.5081816315383324
0,c2,26,38,4-5,0.3455046787858008,142,148,211,215,274,16,424,1,0,150,1.625876951732816,0.2997285699896717,0.3571304143834164,263,,0,,0.17627454803391837,1,0,-1,-1,0.5551815412349119,2.1459873924112043
