condition,state,wait_index,wait_us,split,source_aggregate_norm,source_reported_bell_signal,linear_minimum_eigenvalue,s1,s2,s3,chsh_smax,strong_axes,trace,trace_error,minimum_eigenvalue,hermiticity_residual,purity
Ramsey,Psi-plus,3,12.02,development,0.2114611593362366,0.5916634263374714,3.3339137624729515e-09,0.9454343095295297,0.6262758251550438,0.5757069824459632,2.2680982719531437,3,1.0000000000000004,4.440892098500626e-16,3.3339138799665857e-09,0.0,0.6577818323717162
Ramsey,Psi-plus,4,16.02,development,0.21032417025478947,0.34037030714085803,4.767903720776847e-10,0.8941866614545515,0.6105723764625812,0.5545606173292387,2.165519256365457,3,1.0,0.0,4.767903581918501e-10,0.0,0.6336693405771631
Ramsey,Psi-plus,5,20.02,target,0.13205619721112632,1.104775973323164,6.908258961321211e-11,0.9740432825131281,0.3851488587324995,0.3687422939146268,2.0948507914330285,1,1.0000000000000007,6.661338147750939e-16,6.908257985539137e-11,0.0,0.5667869728411635
Ramsey,Psi-plus,6,24.02,target,0.09194212642433233,1.5852276399825682,8.23245735385029e-12,0.9474982149742389,0.26519810810498856,0.22273580832406736,1.9678240814888248,1,1.0000000000000007,6.661338147750939e-16,8.232538018491925e-12,0.0,0.5287579679291237
Ramsey,Psi-plus,7,28.02,target,0.05250929334507244,1.4397041840484592,0.003983567741966891,0.8997151483914244,0.18844074727033863,0.11642954765375912,1.8384746541378334,1,0.9999999999999998,2.220446049250313e-16,0.003983567741966905,0.0,0.4817108497871228
Ramsey,Psi-plus,8,32.02,target,0.046725679587001905,1.2849800627818835,5.6470446969455945e-09,0.9419029747077099,0.14350880410674835,0.0897754644527762,1.9055455813172057,1,0.9999999999999991,8.881784197001252e-16,5.647044632652406e-09,0.0,0.4869662759251975
Ramsey,Psi-plus,9,36.02,target,0.012799571620535943,1.301308773028909,5.3641119191534285e-08,0.9084197928151124,0.041842786981087565,0.03592695089453676,1.8187658879587514,1,1.0000000000000004,4.440892098500626e-16,5.364111913954679e-08,0.0,0.4678431895425159
Ramsey,Psi-plus,10,40.02,target,0.022805386484184058,1.0814791371564165,5.852460919947162e-09,0.8409741982153337,0.09204537562857383,0.01404649821739574,1.691992852512715,1,0.9999999999999996,4.440892098500626e-16,5.852460957751936e-09,0.0,0.44308611670061304
Ramsey,Psi-minus,0,0.02,development,0.34008657970021444,2.723082622837441,1.8384459216557669e-13,0.9965023869018937,0.9427149564251617,0.9424327557001329,2.743522185927328,3,1.0000000000000009,8.881784197001252e-16,1.8368647629370216e-13,0.0,0.9575674824713446
Ramsey,Psi-minus,1,4.02,development,0.32117844407269214,2.3423992712930213,6.989215019572863e-14,0.9857436092577925,0.9182686888024236,0.9040697972326289,2.6943703145837263,3,1.0000000000000002,2.220446049250313e-16,6.985215684690975e-14,0.0,0.9185267038532972
Ramsey,Psi-minus,2,8.02,development,0.2995811807335898,1.3453697254345518,7.043744742785441e-17,0.982188094545782,0.8081630924666373,0.7999670426189007,2.5438718812807477,3,0.9999999999999999,1.1102230246251565e-16,3.921242450161154e-17,0.0,0.826229680336187
Ramsey,Psi-minus,3,12.02,development,0.19562469270615257,0.6972727027733867,6.344417437622004e-08,0.9208972784296385,0.5674478947895716,0.538933300728028,2.1633759827826804,3,1.0000000000000002,2.220446049250313e-16,6.344417427734079e-08,0.0,0.6451373104191325
Ramsey,Psi-minus,4,16.02,development,0.18278906300157166,0.59403075623525,4.655329131723557e-09,0.970454681495525,0.5279169235348858,0.5006220648948657,2.2095054351516037,3,1.0000000000000002,2.220446049250313e-16,4.655329074477681e-09,0.0,0.6253847494140652
Ramsey,Psi-minus,5,20.02,target,0.12723288735940916,0.9577328723356204,0.018619315102241258,0.8620583203744981,0.385084957376527,0.3413100606319722,1.888316681200039,1,1.0000000000000004,4.440892098500626e-16,0.018619315102241466,0.0,0.509359705589508
Ramsey,Psi-minus,6,24.02,target,0.07530599987738776,1.4995264257758694,6.445529991836589e-09,0.9068939057569744,0.2553771110930478,0.18419393393777375,1.8843290850266794,1,1.000000000000001,1.1102230246251565e-15,6.445529810707063e-09,0.0,0.48754473112236807
Ramsey,Psi-minus,7,28.02,target,0.05524035158178185,1.2343346860933744,4.562505270548944e-06,0.8411297547798638,0.21385842771291033,0.05519838182141146,1.7357818889248406,1,1.0000000000000002,2.220446049250313e-16,4.56250527071895e-06,0.0,0.44320898571122835
Ramsey,Psi-minus,8,32.02,target,0.020714118760188235,1.3532828635756353,2.3686768071179904e-09,0.8997753376004559,0.080724124717029,0.02886509289944758,1.806778395338338,1,0.9999999999999998,2.220446049250313e-16,2.3686767956796575e-09,0.0,0.4685977057848343
Ramsey,Psi-minus,9,36.02,target,0.012728501378244696,1.2529665768035785,6.157007389348091e-09,0.9099697393318866,0.04350515353816642,0.028102371730808057,1.8220182489581394,1,1.0000000000000004,4.440892098500626e-16,6.157007445238713e-09,0.0,0.4805993852678545
Ramsey,Psi-minus,10,40.02,target,0.026577052375744842,1.1486842412258236,4.754916826124939e-10,0.8979887328778362,0.08569132865835472,0.05421059592905344,1.804136101498749,1,0.9999999999999996,4.440892098500626e-16,4.754917047302184e-10,0.0,0.4765795823820973
Hahn,Phi-plus,0,1.0,intervention_replication,0.3252843998150481,2.663879545342801,4.4327332710478366e-17,0.9786544509097014,0.9287407825530862,0.9084076761508323,2.6983876485506584,3,1.0,0.0,1.439928424093341e-16,0.0,0.9221496020134736
Hahn,Phi-plus,1,1.99,intervention_replication,0.33422810725513086,2.604669765247035,-3.837351578376551e-15,0.9856226781470102,0.909382672920444,0.9078737482982459,2.682110295633359,3,0.9999999999999997,3.3306690738754696e-16,2.0655989497989348e-16,0.0,0.9127018474307744
Hahn,Phi-plus,2,3.98,intervention_replication,0.3382826907807852,2.69479320109124,1.2426351137555533e-16,0.9947730941662306,0.9221734526298169,0.9171466736898292,2.7129153216510487,3,1.0000000000000004,4.440892098500626e-16,3.915017511346652e-17,0.0,0.9268039230351911
Hahn,Phi-plus,3,7.94,intervention_replication,0.33523817369061665,2.675486097919303,2.336193534211471e-16,0.979021698962293,0.9345562702167262,0.9165935451960692,2.706938425040668,3,0.9999999999999996,4.440892098500626e-16,3.297642227871198e-16,0.0,0.9330223103704075
Hahn,Phi-plus,4,15.85,intervention_replication,0.3279123279783237,2.642752112892657,1.3417671745513604e-12,0.9709017193318042,0.919410022760787,0.8906291286154827,2.6742961231355395,3,1.0000000000000002,2.220446049250313e-16,1.3416924279616878e-12,0.0,0.9036030811284697
Hahn,Phi-plus,5,31.62,intervention_replication,0.2968401262543438,2.2912492940955236,1.2749513451509096e-16,0.9368581690924944,0.8690742243206179,0.8104920067381235,2.555772475298867,3,1.0000000000000013,1.3322676295501878e-15,1.6805366606802783e-16,0.0,0.824651328561436
Hahn,Phi-plus,6,63.09,intervention_replication,0.2658907967924219,1.5976799507903363,1.0931975445575467e-09,0.8975570138275757,0.779512023044849,0.7008973087943583,2.3776018061421036,3,1.0,0.0,1.0931974873116743e-09,0.0,0.7295299426047266
Hahn,Phi-plus,7,125.89,intervention_replication,0.2381894623737287,0.44413859417228246,4.392853817010048e-12,0.8582180662793151,0.7202543924437584,0.62591244313762,2.240807567929682,3,1.0,0.0,4.392882873470486e-12,0.0,0.695769897703705
Hahn,Phi-plus,8,251.19,intervention_replication,0.12596213157396102,0.855410796196165,9.342214250250525e-05,0.8933744284235646,0.40257265614731574,0.30223784873304155,1.9597781638120533,1,0.9999999999999999,1.1102230246251565e-16,9.342214250243586e-05,0.0,0.5340062511787147
Hahn,Phi-plus,9,501.18,intervention_replication,0.039643566442559806,0.9708332352385909,0.029009914633601572,0.7761385897107554,0.15727519623948694,0.07069870207903324,1.583826502859918,1,0.9999999999999996,4.440892098500626e-16,0.02900991463360151,0.0,0.4180464419756452
Hahn,Phi-plus,10,1000.0,intervention_replication,0.025622883762405197,1.09810448682072,0.01588740555185656,0.7883323549062762,0.09400311884731816,0.0380540828335527,1.5878343593021256,1,1.0000000000000002,2.220446049250313e-16,0.01588740555185659,0.0,0.43392616418377533
Hahn,Phi-minus,0,1.0,intervention_replication,0.33476259202144826,2.672482407052069,9.087120345342009e-17,0.9848536010407785,0.9427162764035689,0.9288487877921405,2.726646726863749,3,0.9999999999999998,2.220446049250313e-16,2.0168728484983508e-17,0.0,0.932429346889075
Hahn,Phi-minus,1,1.99,intervention_replication,0.3316765542527046,2.6933546005408324,-7.52720712768175e-17,0.9905421540351191,0.922458802059409,0.9130135857076493,2.707104726764307,3,1.0000000000000002,2.220446049250313e-16,4.6400303581458734e-17,0.0,0.9219439966648135
Hahn,Phi-minus,2,3.98,intervention_replication,0.34101146877131805,2.722550981673546,5.571406856861687e-10,0.9858660484156406,0.9606696294865728,0.9465369800513268,2.7530477674290648,3,1.0,0.0,5.571407215630698e-10,0.0,0.9525163158211307
Hahn,Phi-minus,3,7.94,intervention_replication,0.33202198280516737,2.6656138849233075,1.1298387096033529e-16,0.9925700758885183,0.9122836017886514,0.9116906262378657,2.696261653209357,3,0.9999999999999996,4.440892098500626e-16,1.426342565130869e-16,0.0,0.916311945609425
Hahn,Phi-minus,4,15.85,intervention_replication,0.33681349053573906,2.690119542902646,-1.2559200279494836e-15,0.9960542334027328,0.9639801137700502,0.9600771989919824,2.7722782657039495,3,1.0,0.0,9.230054072013352e-17,0.0,0.9613110518603102
Hahn,Phi-minus,5,31.62,intervention_replication,0.330660302875397,2.612008642340311,-1.565022300626447e-16,0.9677866722950696,0.9263881198115772,0.9135690636857107,2.679407390898214,3,0.9999999999999998,2.220446049250313e-16,-4.678096887263668e-17,0.0,0.9302682229662611
Hahn,Phi-minus,6,63.09,intervention_replication,0.2905215835461461,1.7897361524429583,9.159900261529069e-10,0.8791210019645566,0.8246888777619331,0.8008050175142069,2.410780355983848,3,0.9999999999999998,2.220446049250313e-16,9.159901840449305e-10,0.0,0.802048123696004
Hahn,Phi-minus,7,125.89,intervention_replication,0.21489993446629718,0.454009028704808,0.020649720107720784,0.8134313554972024,0.6568677673299367,0.5604620349461044,2.0910722932151646,3,0.9999999999999997,3.3306690738754696e-16,0.020649720107720804,0.0,0.6093448131705408
Hahn,Phi-minus,8,251.19,intervention_replication,0.1462810065606575,0.6816123352338919,5.811154718242716e-10,0.811241864518163,0.49131198036328,0.31948515797379734,1.8968403462552073,1,0.9999999999999998,2.220446049250313e-16,5.811154765541036e-10,0.0,0.5122122456782405
Hahn,Phi-minus,9,501.18,intervention_replication,0.049457054125461836,0.904386553247545,0.006618319964778374,0.8226879709737248,0.17529152413504132,0.08194384804068125,1.6823110485501187,1,1.0000000000000004,4.440892098500626e-16,0.006618319964778331,0.0,0.4681694896989086
Hahn,Phi-minus,10,1000.0,intervention_replication,0.06308026880766038,1.1580179146331524,2.6782914553447584e-10,0.8370846956283289,0.23071520682113808,0.09989935013643252,1.736594707251744,1,1.0000000000000007,6.661338147750939e-16,2.678292149240237e-10,0.0,0.453838410200638
Hahn,Psi-plus,0,1.0,intervention_replication,0.32748389220681323,2.6086259519363253,-2.4128230494535914e-15,0.9881350196807746,0.9130151649332182,0.9045619884469379,2.6907303904461006,3,1.0000000000000002,2.220446049250313e-16,-5.303241766977781e-17,0.0,0.9117839107278225
Hahn,Psi-plus,1,1.99,intervention_replication,0.3102733679988784,2.516383699393013,9.020054002694777e-11,0.9581845856965014,0.8819338527289253,0.8524915899856459,2.60455372058682,3,1.0000000000000009,8.881784197001252e-16,9.020046394644845e-11,0.0,0.8612375853132832
Hahn,Psi-plus,2,3.98,intervention_replication,0.3405716601066133,2.661950591496803,9.455317291670178e-13,0.987278126775841,0.9564628613469365,0.9446575367109734,2.749210290062208,3,1.0000000000000002,2.220446049250313e-16,9.456453235423973e-13,0.0,0.9527789612682837
Hahn,Psi-plus,3,7.94,intervention_replication,0.32413973608088215,2.5588609534673608,3.445074270728627e-15,0.9773531231048403,0.9033230209207976,0.8854180868180024,2.6617374832002207,3,0.9999999999999998,2.220446049250313e-16,3.598414339235967e-15,0.0,0.8937830454718608
Hahn,Psi-plus,4,15.85,intervention_replication,0.3164722913119645,2.5021178159955917,1.5470884406515221e-10,0.9717410704526155,0.9292806978851451,0.9077049420485991,2.6891212865665226,3,1.0000000000000002,2.220446049250313e-16,1.5470887337584062e-10,0.0,0.9326186684424402
Hahn,Psi-plus,5,31.62,intervention_replication,0.3035955026902492,2.3597858843327346,4.7704834024242536e-08,0.8833456416598339,0.8476191479587574,0.8440349279955168,2.448475233794088,3,0.9999999999999993,6.661338147750939e-16,4.7704834004184795e-08,0.0,0.8152156447638683
Hahn,Psi-plus,6,63.09,intervention_replication,0.2898180606819078,2.2636859343727314,2.4167847295520426e-09,0.9078391769346723,0.8221509431709023,0.7687186302697192,2.4495747749633834,3,1.0000000000000004,4.440892098500626e-16,2.4167847434298304e-09,0.0,0.8066081778451288
Hahn,Psi-plus,7,125.89,intervention_replication,0.24465378628759232,1.8554450028487466,1.5168949654343962e-09,0.8263237952594095,0.7026861123451373,0.5307258773751506,2.1694043303124824,3,0.9999999999999998,2.220446049250313e-16,1.5168948994900225e-09,0.0,0.629950218060606
Hahn,Psi-plus,8,251.19,intervention_replication,0.1297907530579273,1.5388899376936314,0.030646822334497604,0.761457114901146,0.3910466882384371,0.33219597517578514,1.7119981895035128,1,1.0,0.0,0.030646822334497604,0.0,0.4904871180874162
Hahn,Psi-plus,9,501.18,intervention_replication,0.04121509396471179,1.1364208934222866,5.580369072119459e-08,0.860090291674074,0.1551183812912848,0.08654367040884825,1.7479325182013432,1,1.0000000000000004,4.440892098500626e-16,5.580369069777577e-08,0.0,0.46402722668899715
Hahn,Psi-plus,10,1000.0,intervention_replication,0.039099462572265826,1.092835509593502,0.012391526142771923,0.7140436919433708,0.14311388122118435,0.04389946223073553,1.456488897317533,1,0.9999999999999997,3.3306690738754696e-16,0.012391526142771846,0.0,0.3992926656830862
Hahn,Psi-minus,0,1.0,intervention_replication,0.3343417710540573,2.6592079005525866,2.5607097720742015e-15,0.9773843108533867,0.9540627205434073,0.9348067399426578,2.73167770121809,3,1.0,0.0,2.390218239297027e-15,0.0,0.9392562841695422
Hahn,Psi-minus,1,1.99,intervention_replication,0.3315761659086096,2.619731373840517,8.973398387221216e-17,0.9792302225368882,0.9137313836987321,0.8985207344350821,2.6786540428249728,3,0.9999999999999997,3.3306690738754696e-16,1.8427670903001713e-16,0.0,0.9024858063774613
Hahn,Psi-minus,2,3.98,intervention_replication,0.3259134694998052,2.5643156772947187,-2.192577818257958e-15,0.9769525267206345,0.9039912508317938,0.8952071338283708,2.6620566643452674,3,1.0000000000000004,4.440892098500626e-16,-4.227033220503728e-17,0.0,0.9021163367240875
Hahn,Psi-minus,3,7.94,intervention_replication,0.3473710578217077,2.706833119237592,9.666547997617592e-12,0.9980797595911095,0.9755382832507346,0.974024627214385,2.7912994454864473,3,0.9999999999999998,2.220446049250313e-16,9.666442420095854e-12,0.0,0.9779858568229884
Hahn,Psi-minus,4,15.85,intervention_replication,0.3232693499849981,2.5190546867887957,-3.6731518502676485e-15,0.9529504072496607,0.8960156840589129,0.8899538916514032,2.6160723115058238,3,0.9999999999999999,1.1102230246251565e-16,-3.373655009321682e-17,0.0,0.8965325929396504
Hahn,Psi-minus,5,31.62,intervention_replication,0.29682646978635324,2.218245792497278,-3.3984655964439975e-17,0.9205005802479249,0.8255396441727402,0.8009690329320289,2.4729229849209786,3,0.9999999999999992,7.771561172376096e-16,-9.237741377458338e-18,0.0,0.8301642684134303
Hahn,Psi-minus,6,63.09,intervention_replication,0.26385393375959304,1.93512240802388,1.1350133413788788e-15,0.8310001375373091,0.7669465779911511,0.6350190954405237,2.2616527426458406,3,1.0000000000000004,4.440892098500626e-16,1.0933800308949947e-15,0.0,0.6956431252322324
Hahn,Psi-minus,7,125.89,intervention_replication,0.256049634507842,1.954654024141953,2.1886035467877285e-10,0.857414927399251,0.722573991603266,0.7191751117384121,2.2425641850957483,3,1.0000000000000004,4.440892098500626e-16,2.1886020556285765e-10,0.0,0.738155612830951
Hahn,Psi-minus,8,251.19,intervention_replication,0.1421404198442521,1.6127061152831785,0.03956106521138761,0.8033192918036608,0.4234784501571351,0.39605702785314395,1.8162113118593048,1,0.9999999999999997,3.3306690738754696e-16,0.03956106521138775,0.0,0.5024895494853362
Hahn,Psi-minus,9,501.18,intervention_replication,0.07919597233121276,1.1448600413250358,8.668595685678957e-10,0.7776137710017235,0.3035552294603877,0.0850122647005004,1.6695256262594707,1,0.9999999999999999,1.1102230246251565e-16,8.668595723524389e-10,0.0,0.4414313159052409
Hahn,Psi-minus,10,1000.0,intervention_replication,0.030745108272358736,1.0731134355098393,0.01335235178872193,0.7969678632847993,0.11688718900365765,0.013941750839764662,1.610987759186165,1,1.0,0.0,0.013352351788722083,0.0,0.42550235693282074
