split,branch,branch_index,seed,events,weight,rotation_error,no_rotation_error,rotation_gain,wrong_endpoint_error,seed_error,time_error,lag_zero_error,angle_q25_rad,angle_median_rad,angle_q75_rad,spectrum_similarity,seed_spectrum_similarity,time_spectrum_similarity,sum_rotation,sum_no_rotation,sum_wrong,sum_seed,sum_time,sum_lag_zero
development,c2,0,18,359,0.41211950789008506,0.08182530639248321,0.4832958471264682,0.8306931315901184,0.08182530639248321,0.19611136233984428,0.15069007071247537,0.14932314376199218,0.0,0.0,3.141592653589793,0.9937448598186458,0.9723250932659391,0.981619755109773,0.033721805003425614,0.19917564668308185,0.033721805003425614,0.08082131813915078,0.06036676931062676,0.06153898052379264
development,c2,0,19,376,0.38015583518032753,0.08952581943222347,0.6173938542501125,0.8549939899532014,0.08952581943222347,0.1647209807012452,0.19033000500906244,0.14842403822938235,0.0,3.141592653589793,3.141592653589793,0.9938782262155843,0.9797543687070053,0.9734142022169229,0.03403376265646011,0.23470587629765294,0.03403376265646011,0.06261964199020448,0.07235506201409606,0.05642426421392771
development,c2,0,20,400,0.3828798610219212,0.08898661504779697,0.4374208669616115,0.7965652263781771,0.08898661504779697,0.13029636989381782,0.1076462323200837,0.13202724430100374,0.0,0.0,3.141592653589793,0.9934282098221671,0.9878204367251716,0.9896787384413088,0.0340711828023117,0.16747964075035007,0.0340711828023117,0.04988785599660581,0.03972211394242429,0.05055057294907554
development,c2,0,21,353,0.46255903655024183,0.11365313641843106,0.5685440776796616,0.8000979328071247,0.11365313641843106,0.18370110840112067,0.19044878694957681,0.14058530833090957,0.0,3.141592653589793,3.141592653589793,0.9909735420643996,0.9758726204886572,0.9727872713315932,0.05257128528262267,0.26298520080785015,0.05257128528262267,0.0849726077152339,0.0878716494943062,0.06502900477466422
development,c2,0,22,348,0.437761976173618,0.11856387768985636,0.5566252666602719,0.7869951567214427,0.11856387768985636,0.16713929798382798,0.15580429116805256,0.11650771682602556,0.0,0.0,3.141592653589793,0.9882590321477562,0.9796379232475272,0.9827474779764441,0.05190275740031866,0.2436693767213677,0.05190275740031866,0.07316722938167175,0.06816942191801377,0.05100264835723724
development,c2,0,23,390,0.4581488223601864,0.10756344490865538,0.5503924510725051,0.8045695490571224,0.10756344490865538,0.13996613996116475,0.18055889530108976,0.1153307207879386,0.0,0.0,3.141592653589793,0.9905479360176412,0.9859432260879034,0.971994130976142,0.04928006561390525,0.2521616532948047,0.04928006561390525,0.06412532219350865,0.08256874304263434,0.05283863391094554
development,c2,0,24,369,0.42371860984191617,0.09556412953812989,0.5190034634642103,0.8158699579762635,0.09556412953812989,0.1380795737425466,0.14810751901386426,0.13789691897342443,0.0,0.0,3.141592653589793,0.9927116906523721,0.9848184709083426,0.9841861916972418,0.0404923001186492,0.21991142604219494,0.0404923001186492,0.058506885033756194,0.06275591206368973,0.05842949080890276
development,c2,0,25,358,0.25847828269082496,0.11175552446779811,0.5992065289642923,0.8134941475671774,0.11175552446779811,0.13400526800438295,0.14930247176034983,0.12757433769585785,0.0,3.141592653589793,3.141592653589793,0.9902634915595034,0.9848544101520006,0.9818226227880024,0.028886376045648927,0.15488187458382033,0.028886376045648927,0.034637451545296655,0.03855308581249725,0.03297519572304471
development,c2,0,26,361,0.3771670932188269,0.09696964659567876,0.636108096573498,0.8475579117479846,0.09696964659567876,0.13663496890955876,0.17918977201570183,0.13822381984448495,0.0,3.141592653589793,3.141592653589793,0.9928780536208183,0.9850006700092053,0.97450242114994,0.036573759736949076,0.23991904175758705,0.036573759736949076,0.051534214055663066,0.06758448544570655,0.05213347634434719
development,c2,0,27,367,0.3668427458288877,0.09058438943241659,0.5192924463657537,0.8255618966415406,0.09058438943241659,0.1601512405103018,0.1527748757824007,0.14384478761969213,0.0,0.0,3.141592653589793,0.9927770006518348,0.9817177629396242,0.9831305639545479,0.03323022614862098,0.19049866691301348,0.03323022614862098,0.05875032081670171,0.05604435492568311,0.05276841686358105
development,c2,0,28,352,0.3457839826038118,0.1107903597724793,0.6264848706346096,0.8231555701253374,0.1107903597724793,0.1748689931635152,0.17780771902267833,0.147761640898296,0.0,3.141592653589793,3.141592653589793,0.9906733297051319,0.9765476092909922,0.9751434830504275,0.03830953183623703,0.21662843360906914,0.03830953183623703,0.060466896889999025,0.06148306122136127,0.05109360866588707
development,c2,0,29,418,0.438793329529284,0.14233360792274954,0.5929859689437812,0.7599713730558039,0.14233360792274954,0.1435049826052845,0.17929974398529042,0.1633708111739818,0.0,3.141592653589793,3.141592653589793,0.9838032621222347,0.9828433808690125,0.9768320943647884,0.06245503772433895,0.2601982876769904,0.06245503772433895,0.06296902912141476,0.0781432146703788,0.07168602218293144
development,c2,0,30,388,0.4221431482181794,0.10221235339458319,0.5620538643760096,0.8181449147973406,0.10221235339458319,0.13938475598031824,0.15486863391208736,0.12474205390626814,0.0,3.141592653589793,3.141592653589793,0.9914739539958284,0.9846147953684039,0.9803421453615613,0.043148244648778464,0.2372671877758823,0.043148244648778464,0.058840319703154245,0.06472761515559675,0.052659003351193875
development,c2,0,31,383,0.33201245174878513,0.09810658564134941,0.5292452733012724,0.8146292643685031,0.09810658564134941,0.14204415852173885,0.17419561415694723,0.1348776953914403,0.0,0.0,3.141592653589793,0.9916485031925983,0.9836560754494662,0.9736881585186422,0.03257260803148658,0.17571602076521128,0.03257260803148658,0.04716042932739561,0.05783511294013343,0.0447810743331379
development,c2,0,32,391,0.45657368572173473,0.11357527717415845,0.5657865729270032,0.7992612716371201,0.11357527717415845,0.15860616642832445,0.13046310888383583,0.13893287366116738,0.0,3.141592653589793,3.141592653589793,0.98694923261432,0.981420201808627,0.9867688221140658,0.051855482906273134,0.2583232609331509,0.051855482906273134,0.07241540198437496,0.05956602247380892,0.06343309419539131
development,c2,0,33,398,0.3517514560346404,0.09147559058552353,0.6555320046701709,0.8604559503825457,0.09147559058552353,0.14283148861789932,0.16271469256513382,0.13892247707613156,0.0,3.141592653589793,3.141592653589793,0.993651045724796,0.9856745810915077,0.9802796052964683,0.032176672180086546,0.23058433712003934,0.032176672180086546,0.05024118408894126,0.05717114817848616,0.048866183587468234
development,c2,0,34,386,0.4041707381989156,0.09570359091165127,0.4713640872410333,0.7969646107920119,0.09570359091165127,0.14008508533306402,0.15052806959658616,0.11657798371000933,0.0,0.0,3.141592653589793,0.9925839786066695,0.9861380504822335,0.9821145473920228,0.038680590987049124,0.19051157110066647,0.038680590987049124,0.05661829234972257,0.06083904080739991,0.047117409733815625
development,c2,0,35,399,0.39045313624691236,0.1049239746430371,0.5600382508982792,0.8126485566392239,0.1049239746430371,0.1718581297841473,0.18207867468669373,0.13530458306886245,0.0,3.141592653589793,3.141592653589793,0.9913688901625975,0.9783792454508644,0.9731659933923618,0.04096789496686534,0.21866869148146828,0.04096789496686534,0.06710254576374922,0.07109318957510086,0.05283009880781822
development,c2,0,36,380,0.3990265970459462,0.10907709791663271,0.5310901024639496,0.7946165868831327,0.10907709791663271,0.16716047596394862,0.13883061505869893,0.1110059237426062,0.0,0.0,3.141592653589793,0.9911239847192711,0.9808150195137674,0.9849192393984042,0.043524663197321414,0.2119190763109727,0.043524663197321414,0.0667014758844751,0.05384311405437393,0.04429431600295396
development,c2,0,37,378,0.40127007044314644,0.11318517845446043,0.6094901285603627,0.8142953049595605,0.11318517845446043,0.16407919801246537,0.17693488634833812,0.14368245680273545,0.0,3.141592653589793,3.141592653589793,0.9891944488047857,0.9797913738067285,0.9778854646737977,0.04541782453154144,0.2445701468218191,0.04541782453154144,0.06584007134471695,0.07098304833276575,0.057655469562677995
development,c2,0,38,378,0.34511539380421974,0.11641378698107308,0.608095423007895,0.8085600013148567,0.11641378698107308,0.14425770316011002,0.1420612773030328,0.1104073539658614,0.0,3.141592653589793,3.141592653589793,0.9897518005726862,0.9852065171550111,0.9829955455135394,0.040176189938213584,0.20986309138191328,0.040176189938213584,0.0497855540353936,0.04902187943173835,0.03810327744281014
development,c2,0,39,368,0.3559600088841178,0.10733587405317245,0.6002119697274497,0.8211700541361869,0.10733587405317245,0.13854222393811946,0.16043930610596122,0.1208744601650684,0.0,3.141592653589793,3.141592653589793,0.9915211711406168,0.986051640530539,0.978859637784643,0.03820727868155181,0.21365145807653685,0.03820727868155181,0.04931549126383843,0.056290926639230285,0.04302647391422069
development,c2,0,40,393,0.4521685897384426,0.08930321310689827,0.5967430587453951,0.8503489704687119,0.08930321310689827,0.17016448031816406,0.1320121053362403,0.14112371937533633,0.0,3.141592653589793,3.141592653589793,0.9936358690535688,0.9805348161561519,0.9860173232161706,0.040380107929657794,0.2698284673091099,0.040380107929657794,0.07694303308903921,0.05684667330989085,0.06381171316858955
development,c2,0,41,388,0.4105748495383838,0.09595234649915578,0.5935445646471998,0.8383401142655743,0.09595234649915578,0.1356825641710096,0.14871482038737974,0.13494954281594673,0.0,3.141592653589793,3.141592653589793,0.9933627735610817,0.9866846233852559,0.9799951290729367,0.03939562022674575,0.2436944703243496,0.03939562022674575,0.05570784836949438,0.061058565004676206,0.05540688823693102
development,c2,0,42,371,0.4990471818220713,0.11122569062810529,0.5192341180580213,0.785788940364515,0.11122569062810529,0.14966907713456762,0.17817140754042107,0.17973915140686986,0.0,0.0,3.141592653589793,0.9899425929666288,0.9818038616202024,0.9736894609437686,0.055506867454169516,0.2591223233227242,0.055506867454169516,0.07469193114991618,0.08789676649873587,0.08969831697268899
development,c2,0,43,379,0.5177419050587667,0.10961859320032075,0.6948306053945074,0.8422369533678182,0.10961859320032075,0.1684042990342441,0.15182040121303048,0.15936784081684727,0.0,3.141592653589793,3.141592653589793,0.9901361472776735,0.9774470381008936,0.984380910270791,0.05675413927339604,0.35974292133008845,0.05675413927339604,0.08718996260207576,0.07859273985503201,0.08251140950961679
development,c2,0,44,349,0.37177999766284364,0.08523705448925588,0.4811798625112007,0.8228582259356879,0.08523705448925588,0.1260217892101158,0.15091011577578414,0.1302460929515336,0.0,0.0,3.141592653589793,0.9936934813303817,0.9890369835922493,0.9832900579838186,0.031689431918803225,0.17889304815982163,0.031689431918803225,0.04685238049800423,0.0557675448207941,0.04842289213311568
development,c2,0,45,352,0.40442046106142515,0.10598065957051755,0.5191992627453308,0.7958767140574668,0.10598065957051755,0.15507067998815693,0.1889566762829369,0.12674071866133202,0.0,0.0,3.141592653589793,0.9907669462762351,0.9824106742046552,0.9664604404220155,0.04286074720710265,0.2099748052222187,0.04286074720710265,0.06271375589791914,0.0764179461429798,0.05125653987627227
development,c2,0,46,377,0.3884852488598713,0.0954132054671862,0.4823411298652837,0.8021872911940253,0.0954132054671862,0.16280508427711535,0.14593497129405242,0.13723455933958265,0.0,0.0,3.141592653589793,0.9922313613824092,0.9812959076953942,0.9851838133928383,0.03706662287043786,0.18738241387106624,0.03706662287043786,0.06324737368104748,0.055689656511526214,0.05331360193721254
development,c2,0,47,388,0.43251129416540657,0.11809262345934395,0.5466251156405831,0.7839604875803179,0.11809262345934395,0.16157421345450834,0.17925193054040955,0.13878916622973364,0.0,0.0,3.141592653589793,0.9901704193464845,0.9796407752468885,0.9700157646617454,0.0510763934037889,0.23642153618902362,0.0510763934037889,0.06988267216496705,0.07730703849987401,0.06002788190215984
development,c2,0,48,416,0.37199925262975597,0.11081894421554551,0.5704931581399026,0.8057488637078988,0.11081894421554551,0.15929663497016003,0.19355934631217495,0.16284337110441705,0.0,3.141592653589793,3.141592653589793,0.9907317993624732,0.982163808736672,0.9712624855160472,0.04122456442540155,0.21222302845843297,0.04122456442540155,0.05925822915533458,0.07196139018661125,0.060577612346553136
development,c2,0,49,388,0.4217792424395551,0.11380605905994316,0.5296358370525783,0.7851239453635285,0.11380605905994316,0.1727778930083188,0.15505896475598316,0.1371427368169793,0.0,0.0,3.141592653589793,0.9888837582358649,0.9796440439412337,0.9836117282626449,0.048001033375334096,0.22338940212087616,0.048001033375334096,0.07287412882335122,0.06475733425654195,0.05784395964075281
development,c2,0,50,417,0.471393230855377,0.11055400382642928,0.517118892411956,0.7862116324724066,0.11055400382642928,0.16052016698022512,0.1769556105741098,0.1400694099987951,0.0,0.0,3.141592653589793,0.9901269950906055,0.9819940809974341,0.9780825731519887,0.05211440904773821,0.24376634543042602,0.05211440904773821,0.07566812013025292,0.08341567698651553,0.06602777172333847
development,c2,0,51,369,0.397292448319845,0.11606444594267594,0.4700556857878882,0.7530836250855397,0.11606444594267594,0.15950647042416177,0.14914068483692258,0.14409895389149305,0.0,0.0,3.141592653589793,0.9901271015532106,0.9802991689993289,0.9836243727790008,0.04611152789145202,0.18674957425333388,0.04611152789145202,0.06337071615767217,0.05925246782295936,0.05724942619187973
development,c2,0,52,402,0.5052351024931646,0.10769394399073348,0.6211582075152892,0.8266239700485922,0.10769394399073348,0.15252197098045342,0.1595782842540436,0.17424016145708174,0.0,3.141592653589793,3.141592653589793,0.9900488556109728,0.9824916213258312,0.9812532478660548,0.054410760830051356,0.3138309306384575,0.054410760830051356,0.07705945364076887,0.07831822035622818,0.08803224583219424
development,c2,0,53,396,0.4265040315051764,0.10730333789634991,0.5450676469176483,0.8031375765867793,0.10730333789634991,0.1598801052690928,0.16340639416063574,0.14987201072656423,0.0,0.0,3.141592653589793,0.9894586798838386,0.9745118642392805,0.9795220947240376,0.04576530620675541,0.23247354885341703,0.04576530620675541,0.06818950945474007,0.06934774312161897,0.06392101678466669
development,c2,0,54,361,0.44503325019627543,0.08509197552986089,0.5556013263733205,0.8468470619296438,0.08509197552986089,0.1527920986957229,0.1520913976424745,0.11697770823455765,0.0,3.141592653589793,3.141592653589793,0.9939586708477417,0.984610743535082,0.9843833647944692,0.03786875843567593,0.24726106408928045,0.03786875843567593,0.06799756428686766,0.06754910661926786,0.052058969696136805
development,c2,0,55,380,0.3679743078956358,0.09489771734367251,0.4523634576933924,0.7902179857153863,0.09489771734367251,0.15058381849619606,0.17466313518692816,0.13861809603755387,0.0,0.0,3.141592653589793,0.9924405709831059,0.9837489564422447,0.9776740488110981,0.034919921860413566,0.1664581302620028,0.034919921860413566,0.055410976391419786,0.06422493806418347,0.05100789795122966
development,c2,0,56,425,0.5096830822212474,0.1288578629969094,0.5875175828972927,0.7806740313005479,0.1288578629969094,0.16884654323993695,0.16055304802528553,0.14663367974149824,0.0,3.141592653589793,3.141592653589793,0.9864426605229741,0.9772003361366032,0.9799170348288215,0.065676672780708,0.2994477725102694,0.065676672780708,0.08605822658093418,0.08183117237754348,0.0747367058480901
development,c2,0,57,382,0.47407416951924175,0.09380118221244688,0.49221613338149167,0.8094309067684574,0.09380118221244688,0.14105467512687073,0.14852950270432222,0.1693681461816013,0.0,0.0,3.141592653589793,0.9928969511278368,0.9843136813081969,0.9839849604626812,0.044468717557288824,0.233346954656803,0.044468717557288824,0.06687037796757768,0.07041328346748313,0.08029306324405616
development,c2,0,58,395,0.4741831387194386,0.10365716280986464,0.5691723265229318,0.8178808807464248,0.10365716280986464,0.12591336169371634,0.16819972245924192,0.1456619912019729,0.0,3.141592653589793,3.141592653589793,0.9914116297600138,0.9818555469903968,0.9745051322408675,0.04915247881193348,0.269891920262889,0.04915247881193348,0.05970599305464234,0.07975743048162556,0.06907046018027477
development,c2,0,59,347,0.37737833681866645,0.10950444555784265,0.5664856449321821,0.8066951095098761,0.10950444555784265,0.15551355049498297,0.19126391802672582,0.14729979834865314,0.0,3.141592653589793,3.141592653589793,0.9908814990432869,0.9829039946103936,0.9721369628661741,0.04132460553886887,0.2137794105161565,0.04132460553886887,0.05868744503856237,0.07217885927834755,0.05558775291453968
development,c2,0,60,365,0.30385304223629095,0.10449791018648183,0.4767727461033909,0.7808223917148551,0.10449791018648183,0.15361518018729836,0.15214025082093963,0.12185619099708328,0.0,0.0,3.141592653589793,0.9910718728939968,0.9820921078285695,0.9808622681618212,0.0317520079174972,0.14486884935886604,0.0317520079174972,0.04667643983358661,0.04387737342631917,0.03702637434979028
development,c2,0,61,349,0.42620630476246746,0.08428093325250835,0.5378516051507614,0.843300768380371,0.08428093325250835,0.1329803231693895,0.17290327211000817,0.13601442301589686,0.0,0.0,3.141592653589793,0.9936209996499514,0.987155063830642,0.9748628144854976,0.03592106512348375,0.22923574514186773,0.03592106512348375,0.05667705214414424,0.07369246468734598,0.05797020462800451
development,c2,0,62,405,0.452795100180498,0.10172904970468792,0.5247818077764727,0.8061498165576297,0.10172904970468792,0.15869147829156788,0.17422328795637362,0.15525098089555797,0.0,0.0,3.141592653589793,0.9925029173545885,0.9776552438167845,0.9776508533109969,0.04606241525230103,0.23761863122505078,0.04606241525230103,0.07185472381082181,0.07884602402432178,0.07029688344772475
development,c2,0,63,370,0.3691943327310453,0.09718138573773592,0.6010371168630594,0.8383105086006231,0.09718138573773592,0.15268285168571613,0.12877752173996332,0.144880934408074,0.0,3.141592653589793,3.141592653589793,0.9929043750161227,0.9831145578865892,0.9861976399762484,0.03587881686132174,0.2218994973068485,0.03587881686132174,0.05636964354758112,0.04751374404223609,0.05348921990423922
development,c2,0,64,357,0.38881288400906533,0.09670540655492882,0.48377017790753546,0.8001005209266694,0.09670540655492882,0.17118064231669386,0.18562179210827615,0.13708437572474738,0.0,0.0,3.141592653589793,0.9918420933612365,0.9772699003388553,0.9729457007687679,0.037600308021891043,0.1880960780698075,0.037600308021891043,0.066557239225678,0.07217113731346281,0.053300171478121335
development,c2,0,65,400,0.47303715624321596,0.10816486566120476,0.5832560752951654,0.8145499545693264,0.10816486566120476,0.16244178764545633,0.17755573096721933,0.16665548556239043,0.0,3.141592653589793,3.141592653589793,0.9916719514174241,0.9800266966462879,0.9767859147490472,0.05116600045780578,0.2759017952192041,0.05116600045780578,0.07684100128287104,0.08375112070488835,0.07883423696276551
development,c2,0,66,422,0.40657116076975286,0.09182902865282916,0.6217859964528374,0.8523140933107289,0.09182902865282916,0.13201409264273586,0.15636474281829874,0.13885824611089467,0.0,3.141592653589793,3.141592653589793,0.9930237246676394,0.9875928583026501,0.9798041343211045,0.03733503477173965,0.2528002543282075,0.03733503477173965,0.05367312288372281,0.0635733949910996,0.05645575830375847
development,c2,0,67,375,0.3476896639918343,0.09993217928014293,0.6192083107892117,0.8386129876829747,0.09993217928014293,0.17341838557715766,0.16932740675217717,0.12692595414688274,0.0,3.141592653589793,3.141592653589793,0.9917242179473377,0.9796608190316557,0.9794962847887814,0.03474538583588464,0.2152923295192523,0.03474538583588464,0.060295780211328316,0.0588566861415031,0.04413084234917263
development,c2,0,68,373,0.36366347423209433,0.09089164277438827,0.5561012980430285,0.8365556004018615,0.09089164277438827,0.15717493347719136,0.16275484432955678,0.13322296573271428,0.0,3.141592653589793,3.141592653589793,0.9929564697159456,0.9822384427626184,0.9817462081102392,0.03305397058999647,0.20223373007130513,0.03305397058999647,0.05715878237051372,0.05918723404692253,0.04844832656586213
development,c2,0,69,412,0.44999460174689754,0.11859517146308521,0.5018219341298337,0.7636708095098894,0.11859517146308521,0.14721176532902788,0.16359248656252362,0.12885343739301355,0.0,0.0,3.141592653589793,0.9887117062341091,0.9824890055011691,0.9785136099133914,0.05336718695163606,0.22581716139661237,0.05336718695163606,0.06624449971169365,0.07287558235949662,0.05798335124338792
development,c2,0,70,384,0.3772116801366023,0.12109941305794118,0.6487834692970066,0.813343867732698,0.12109941305794118,0.13360052799815716,0.15285882180276297,0.12977576206215458,0.0,3.141592653589793,3.141592653589793,0.988640934468179,0.9852530167439327,0.981903569154692,0.04568011306314239,0.24472870249837758,0.04568011306314239,0.05039567963332203,0.05760856400809214,0.04895293324847325
development,c2,0,71,403,0.45228876288295844,0.11984194700793127,0.5795740906479859,0.7932241124272077,0.11984194700793127,0.14554841596764442,0.16726125789803833,0.1347125065726592,0.0,3.141592653589793,3.141592653589793,0.9865953030748054,0.9837878855071003,0.9755318537846753,0.054203165953702295,0.2621348484581932,0.054203165953702295,0.06582991299758013,0.07494264308660117,0.06092895294261044
development,c2,0,72,366,0.45852919208573634,0.12951726661825505,0.651180052591665,0.8011037560152794,0.12951726661825505,0.13174953164373787,0.16888735059972104,0.1390734201789495,0.0,3.141592653589793,3.141592653589793,0.9872593907994781,0.9866420811014567,0.9756896806950505,0.0593874476236214,0.2985850634172035,0.0593874476236214,0.060411006302277276,0.07501182140765567,0.06376922299525385
development,c2,0,73,371,0.4571733871305562,0.11065329520736603,0.5823905211993952,0.8100015519148857,0.11065329520736603,0.1568518961074194,0.162010675169703,0.16896614988005182,0.0,3.141592653589793,3.141592653589793,0.9912574431429453,0.9816114011877455,0.9790157553343567,0.05058774176710887,0.2662534472094575,0.05058774176710887,0.07170851262127903,0.07399181005838185,0.07724682705107251
development,c2,0,74,392,0.3668639977112695,0.0997875732611203,0.6066911598989986,0.8355216296909076,0.0997875732611203,0.1519257325384339,0.17847261349927285,0.1341206133486843,0.0,3.141592653589793,3.141592653589793,0.9905767613647258,0.9829153930095518,0.9748883450682868,0.03660846804848077,0.22257314429663366,0.03660846804848077,0.05573608159426295,0.0651847902355075,0.04920402438858578
