events,trial_strata,exact_start_x_mean,exact_start_x_median,exact_start_le_025_fraction,exact_start_le_05_fraction,exact_start_x_n,exact_gain_n,exact_gain_mean,exact_gain_median,exact_accumulation_n,exact_accumulation_mean,exact_accumulation_median,exact_overlap_n,exact_overlap_mean,exact_overlap_median,exact_flow_x_n,exact_flow_x_mean,exact_flow_x_median,exact_positive_gain_fraction,topology_start_x_n,topology_start_x_mean,topology_start_x_median,topology_gain_n,topology_gain_mean,topology_gain_median,topology_accumulation_n,topology_accumulation_mean,topology_accumulation_median,topology_overlap_n,topology_overlap_mean,topology_overlap_median,topology_flow_x_n,topology_flow_x_mean,topology_flow_x_median,topology_positive_gain_fraction,seed_start_x_n,seed_start_x_mean,seed_start_x_median,seed_gain_n,seed_gain_mean,seed_gain_median,seed_accumulation_n,seed_accumulation_mean,seed_accumulation_median,seed_overlap_n,seed_overlap_mean,seed_overlap_median,seed_flow_x_n,seed_flow_x_mean,seed_flow_x_median,seed_positive_gain_fraction,time_start_x_n,time_start_x_mean,time_start_x_median,time_gain_n,time_gain_mean,time_gain_median,time_accumulation_n,time_accumulation_mean,time_accumulation_median,time_overlap_n,time_overlap_mean,time_overlap_median,time_flow_x_n,time_flow_x_mean,time_flow_x_median,time_positive_gain_fraction,exact_minus_topology_gain,exact_minus_topology_overlap,topology_minus_exact_start_x,paired_topology_trial_strata,exact_minus_seed_gain,exact_minus_seed_overlap,seed_minus_exact_start_x,paired_seed_trial_strata,exact_minus_time_gain,exact_minus_time_overlap,time_minus_exact_start_x,paired_time_trial_strata,lag_selection_score,split,lag
22412,200,0.8754395579804916,0.6063398256816683,0.2829734071033375,0.44717115830804927,22412,22412,0.08788191067439849,0.08575165164892606,22412,0.2408510699191425,0.08575165164892606,22412,0.11040403586304828,0.018686729509752406,22412,0.5382252982081821,0.35668237089783494,0.6028466892736034,22412,0.03654351024945937,0.015175631511315294,22412,0.034028538486990646,0.003475553795750097,22412,0.042875482241822103,0.003475553795750097,22412,0.01769395437062378,0.0009399481726161838,22412,0.1947548395215191,0.017224025172477425,0.6211404604676066,21031,0.5572154046056796,0.25817570770868203,21031,0.014010283281621712,0.0002738440748537461,21031,0.13322877511083248,0.0002738440748537461,21031,0.05894079811995176,4.867776314888579e-05,21031,0.329392459995224,0.0013240038197155557,0.5053492463506253,20966,0.4991303214185073,0.22026088386850398,20966,0.013398129353481903,0.00043700886394321017,20966,0.12227911241024936,0.00043700886394321017,20966,0.05500743811066345,6.820122553478398e-05,20966,0.31616470504796074,0.0019038686385937345,0.508203758466088,0.054556722340567514,0.09309000382666141,-0.8397771890247998,200,0.07352359448088198,0.051193598692108024,-0.31853015332727763,200,0.07372180676507059,0.055384296821598296,-0.37975075236853867,200,0.06726737452884003,development,1
22412,200,0.8754395579804916,0.6063398256816683,0.2829734071033375,0.44717115830804927,22412,22412,0.08640605788405364,0.06488020247071527,22412,0.39866023989365196,0.23252795571909418,22412,0.3242998521257147,0.125108179564926,22412,0.5822958019840068,0.5022595003595676,0.5632696769587721,22412,0.03654351024945937,0.015175631511315294,22412,0.0688522609577526,0.011641231049451358,22412,0.09270973962315407,0.026496068386341394,22412,0.07276486234956035,0.01613138118790154,22412,0.21844058571899463,0.07402001614286548,0.667454934856327,21031,0.5572154046056796,0.25817570770868203,21031,0.011601708130549056,0.00039258061154628585,21031,0.23686019449429863,0.06766822777000808,21031,0.19109626093301754,0.03911067024892682,21031,0.3760508386969223,0.17021784489544506,0.5044458180780752,21021,0.5052233502338703,0.22356738183860583,21021,0.008985686785051867,0.0004813971869937527,21021,0.21806221760609848,0.056402272118040636,21021,0.18006678809321658,0.033029711482390436,21021,0.3562302898589264,0.14593315070097304,0.5060653632082204,0.01837197041279419,0.2527963171939058,-0.8397771890247998,200,0.0733756238947311,0.1320868060278409,-0.31853015332727763,200,0.0759750487448323,0.14375365930671782,-0.37258859034822367,200,0.05590754768411919,development,2
22412,200,0.8754395579804916,0.6063398256816683,0.2829734071033375,0.44717115830804927,22412,22412,0.06352766143163426,0.045474694825962794,22412,0.5428644713832342,0.35067464921497715,22412,0.6309262631641868,0.31341213559669834,22412,0.575216211712308,0.5070669828986345,0.5363198286632161,22412,0.03654351024945937,0.015175631511315294,22412,0.10780481288255903,0.022323229078367014,22412,0.1485675622665722,0.05408966386454345,22412,0.16731547018036344,0.05313751428267038,22412,0.22950094675728347,0.10004967486312101,0.7077458504372658,21031,0.5572154046056796,0.25817570770868203,21031,0.007665143459731694,0.0017723105690946265,21031,0.3400006881326374,0.14216350484317397,21031,0.39279151908017024,0.13669561924806728,21031,0.39113511412260804,0.2348999251414118,0.5090105082972755,20982,0.5082023422828849,0.22482833119375814,20982,0.008881360029769745,0.0009685473490592376,20982,0.315842498270223,0.12727806828437388,20982,0.37282862300160297,0.12015121347890664,20982,0.37267603116146736,0.21326089961327094,0.5077685635306454,-0.04304395941857455,0.46628467169357635,-0.8397771890247998,200,0.054152117414239705,0.23460117505371048,-0.31853015332727763,200,0.05257476899106984,0.2566167086251163,-0.372141506160109,200,0.021227642328911667,development,3
22412,200,0.8754395579804916,0.6063398256816683,0.2829734071033375,0.44717115830804927,22412,22412,0.027287760527181924,0.013061657137139282,22412,0.6778019960473257,0.4585623808164053,22412,1.0133365423628165,0.5696789557522052,22412,0.5631912683267867,0.5003102867220606,0.5107531679457433,22412,0.03654351024945937,0.015175631511315294,22412,0.14635365780656723,0.03499821979612262,22412,0.20848459005389136,0.08921128470547646,22412,0.3013135238132197,0.11617868022841138,22412,0.23886275421395048,0.12415407125711807,0.7346064608245583,21031,0.5572154046056796,0.25817570770868203,21031,0.004172769004770912,0.0014881294880657175,21031,0.44349703044208233,0.21804847395237142,21031,0.6559958645940128,0.2854041583751093,21031,0.40010217743127274,0.2725851759017657,0.5063477723360753,21005,0.5013257128743096,0.2217963501118008,21005,0.010431747597931912,0.0021546736385561274,21005,0.4088730285323399,0.19803573368387667,21005,0.6096820497373052,0.2534729491398914,21005,0.379188638869185,0.2517151816060615,0.5136872173292073,-0.11810511012078515,0.7163714672497126,-0.8397771890247998,200,0.01975937073135402,0.34964011287653224,-0.31853015332727763,200,0.011168710757879997,0.3962217214718966,-0.3768082151881298,200,-0.029059009543850378,development,4
22412,200,0.8754395579804916,0.6063398256816683,0.2829734071033375,0.44717115830804927,22412,22412,-0.022565104612548945,-0.026652184880074044,22412,0.8023801047626136,0.561315458885355,22412,1.437050835283077,0.8695764354128169,22412,0.5593809678133495,0.5032847741856965,0.479162948420489,22412,0.03654351024945937,0.015175631511315294,22412,0.1855160644540857,0.05038791481252074,22412,0.27429989112957354,0.12985323602595603,22412,0.47000821432681755,0.21108032324288903,22412,0.25384112374401396,0.1472879479078243,0.755800464037123,21031,0.5572154046056796,0.25817570770868203,21031,-0.0025738955472875136,0.001063420877734575,21031,0.5449245715379868,0.2987726792348302,21031,0.9575031554283291,0.47896120667209025,21031,0.41210566472283605,0.3047115208968302,0.5039703295135752,20987,0.5065179139825267,0.22112363934090518,20987,0.0005660872482301277,0.002619605683313625,20987,0.5049660379944941,0.2737146274598261,20987,0.8881855821867882,0.4395482904839589,20987,0.3912390075650519,0.28147601413373796,0.5146519273836184,-0.20757561849880815,0.9726454523131949,-0.8397771890247998,200,-0.026280900865931302,0.46573154906548575,-0.31853015332727763,200,-0.029826977675254572,0.5376900497585817,-0.37257555733367714,200,-0.08789449901333134,development,5
22412,200,0.8754395579804916,0.6063398256816683,0.2829734071033375,0.44717115830804927,22412,22412,-0.07631658933347817,-0.06794366958619708,22412,0.9197620706691154,0.6681206086160938,22412,1.875648585188513,1.1982820157444318,22412,0.5638770980714282,0.5174886756294029,0.44904515438158127,22412,0.03654351024945937,0.015175631511315294,22412,0.22050016272195033,0.06508460037175626,22412,0.3442743152341401,0.1775729266532435,22412,0.6637743939289866,0.3290674360845024,22412,0.27304463721055183,0.17381514577193913,0.7776637515616633,21031,0.5572154046056796,0.25817570770868203,21031,-0.0058145313461251515,0.0006409776070565712,21031,0.647737332543015,0.38739288536382194,21031,1.2854485273584368,0.7159677457707969,21031,0.42890898160874724,0.33786862762114916,0.5024487661071751,21034,0.502724988674855,0.21956987800764383,21034,0.006520323014385854,0.0034503302589941887,21034,0.6074331943580203,0.3587676339567586,21034,1.1995069728562202,0.6624257732473912,21034,0.412331370847117,0.31962214074026946,0.5146905010934677,-0.2965414159970696,1.2185649629285142,-0.8397771890247998,200,-0.07888441859210257,0.5697025478552348,-0.31853015332727763,200,-0.0905174111588654,0.6652940126020692,-0.37644279749381865,200,-0.1553144152493459,development,6
23591,200,1.004942629814446,0.631081705963731,0.27591030477724554,0.4352083421643847,23591,23591,0.07564901966991489,0.08236393979263748,23591,0.2462417454908577,0.08236393979263748,23591,0.1405127657712981,0.01910858361028248,23591,0.5028989837850834,0.3031517091240069,0.5958628290449748,23591,0.03697213696253055,0.01652919047629747,23591,0.033016696895792584,0.003791611296790273,23591,0.041657099599302055,0.003791611296790273,23591,0.019653039860437326,0.0011770933836169346,23591,0.17802169962966713,0.015615591252789909,0.6246449917341359,22112,0.5822218678278657,0.24350285758528253,22112,0.007003527323577326,0.00014333046601190677,22112,0.12912582217812663,0.00014333046601190677,22112,0.0678540164666502,1.9996062691185972e-05,22112,0.30552618816657157,0.0005994672131439879,0.5023064399421129,22089,0.6036250245498137,0.2529023716259703,22089,0.004910392328753433,5.5200489828080915e-05,22089,0.13351190317672815,5.5200489828080915e-05,22089,0.0717431617792415,9.628864470600704e-06,22089,0.3086054400787325,0.00026826660283571675,0.5006564353298022,0.04416298299788021,0.12055814018328714,-0.96666260980505,200,0.06855255185179526,0.07234329996911647,-0.42054168863914404,200,0.07149743591890884,0.06912028540046361,-0.40186095048099235,200,0.061404323589528104,evaluation,1
23591,200,1.004942629814446,0.631081705963731,0.27591030477724554,0.4352083421643847,23591,23591,0.06957897745592848,0.05383461740227315,23591,0.4178180494556026,0.22207061718139717,23591,0.4238821515477954,0.1371470194378489,23591,0.5416775940753815,0.443030607562219,0.5516510533678097,23591,0.03697213696253055,0.01652919047629747,23591,0.06700984487174154,0.01278470167475729,23591,0.09031643421086964,0.027522247023196694,23591,0.08104315386459736,0.01906787557434853,23591,0.20115277664229883,0.06592625861543139,0.6694078250180153,22112,0.5822218678278657,0.24350285758528253,22112,0.007261546664295985,-0.00014566709694879658,22112,0.23897285449380137,0.06474937043191747,22112,0.22808793590428766,0.043130622056600704,22112,0.3472491335464934,0.13943592074076575,0.49873371924746746,22137,0.6044934386098334,0.2528137579371873,22137,0.00807132658343128,-0.00021484193424100044,22137,0.24824898050175068,0.06636303403875621,22137,0.23903660823667355,0.04391702840645805,22137,0.3532520737147483,0.1461884341007331,0.49835117676288565,0.00516914053417379,0.34281210839461507,-0.96666260980505,200,0.06408763804939556,0.19423350497083816,-0.42054168863914404,200,0.060867679620784446,0.1831063312642474,-0.4006329518133354,200,0.04337481940145127,evaluation,2
23591,200,1.004942629814446,0.631081705963731,0.27591030477724554,0.4352083421643847,23591,23591,0.0406203590702914,0.03270795798218498,23591,0.5753062203360966,0.3366225793047979,23591,0.8251599355756044,0.34529557591071514,23591,0.5360976861133954,0.45127545701755545,0.5262600144122759,23591,0.03697213696253055,0.01652919047629747,23591,0.10330869745589885,0.02277129449833115,23591,0.14402958894702006,0.05543795286947407,23591,0.1862802618296764,0.0610955511409999,23591,0.20932635614266318,0.09024459436282169,0.7019626128608367,22112,0.5822218678278657,0.24350285758528253,22112,0.006757903813975551,-0.0005799156674375346,22112,0.34785373221184357,0.1340104111196011,22112,0.47147692415388753,0.14465246903116552,22112,0.36059833328457613,0.19929662412336152,0.49724131693198265,22063,0.6017942255360682,0.25474167833223527,22063,0.010074874170237676,0.0007875980018021941,22063,0.3636730736331185,0.14083027334182097,22063,0.5017018329640546,0.14929774437703222,22063,0.36889154323871326,0.20909169748159662,0.504237864297693,-0.059495837046119035,0.6391053612777859,-0.96666260980505,200,0.03498970925165712,0.3464630679994078,-0.42054168863914404,200,0.02910155050913594,0.3141901496379408,-0.40089831809055454,200,0.0015318075715580078,evaluation,3
23591,200,1.004942629814446,0.631081705963731,0.27591030477724554,0.4352083421643847,23591,23591,-0.006067411759831485,-0.004517155217305301,23591,0.7219320581036379,0.44728626740624805,23591,1.318383219151529,0.6297651182634627,23591,0.5271003652430448,0.4490095706834197,0.49633334746301555,23591,0.03697213696253055,0.01652919047629747,23591,0.14174505422185552,0.033611935974333214,23591,0.20271098614183494,0.08814156467983808,23591,0.3334373232045051,0.12960236498698993,23591,0.21751786651166657,0.10835400130099361,0.7216311305158747,22112,0.5822218678278657,0.24350285758528253,22112,0.006458968770471811,-0.0009925692904048013,22112,0.45691564969318044,0.20598152104268275,22112,0.7871280664733565,0.2993854203366284,22112,0.3708865149623906,0.23533580799757045,0.4956132416787265,22146,0.6084508841152187,0.2568031605484308,22146,0.007029847381914867,0.0001251997831445821,22146,0.4771050226887298,0.2169619643233341,22146,0.8332269180851012,0.3182694765845472,22146,0.38049963737398146,0.2463464168961504,0.5005870134561546,-0.14447262045329118,0.9846077648684883,-0.96666260980505,200,-0.013050139854352358,0.514749542336206,-0.42054168863914404,200,-0.015134099983028273,0.47697156027049276,-0.3978343144344626,200,-0.057552286763557274,evaluation,4
