archive,seed,phase,ara_x,parent_pairs,child_pairs,parent_norm,child_norm,angle_deg,signed_angle_deg,wrong_phase_angle_deg,mean_robustness_angle_deg
greedy,47,B,0.4,8,11,0.005809249310316607,0.0009642821644003853,106.19490192582919,-106.19490192582919,121.55775111689476,33.96094395252086
greedy,47,B,0.6,8,11,0.008467384990473892,0.0013627637370411652,85.32708530576446,-85.32708530576446,83.3497314831763,48.73383999119738
greedy,47,B,0.8,8,11,0.010742702265244446,0.0017744593230335742,78.17053387967735,-78.17053387967735,77.11950055368818,63.40576708553343
greedy,47,B,1.0,8,11,0.012860438438510724,0.002210999409418444,75.30033982912707,-75.30033982912707,75.03054496445276,70.74310134847744
greedy,47,B,1.2,8,11,0.01488231490754038,0.0026630947651488644,72.1407406547482,-72.1407406547482,74.05708035040819,72.95089757461913
greedy,47,B,1.4,8,11,0.016845751736559146,0.003102662047368203,76.09092894111822,-76.09092894111821,75.73974809169009,74.5754312415458
greedy,47,B,1.6,8,11,0.018840572203834182,0.003540475755510285,75.74245474823354,-75.74245474823354,75.41256055489495,30.090516792581617
greedy,47,B,1.8,8,11,0.0207997531175816,0.003943157039311844,74.60291172298778,-74.60291172298778,75.21715199170616,29.27380607248903
greedy,48,A,0.2,2,8,0.002847659575326139,0.0034187489152030168,99.85091951302529,-99.85091951302527,10.86945710852106,90.44560747388394
greedy,48,A,0.4,2,8,0.004037425006432753,0.0031847070046416744,109.23328291971032,-109.23328291971032,56.470446007053496,111.12705441447996
greedy,48,A,0.6,2,8,0.005581475896881017,0.002493828948028327,83.41525577226344,-83.41525577226344,78.7252560712122,108.37774328157627
greedy,48,A,0.8,2,8,0.007230046495174992,0.002630796622490951,81.57424145519032,-81.57424145519032,79.09084579343299,117.45332445204835
greedy,48,A,1.0,2,8,0.00901070276746833,0.0028183556538858763,80.72818695196035,-80.72818695196035,82.65809363900912,123.8426437217403
greedy,48,A,1.2,2,8,0.010712100863980875,0.0030583282729538756,83.97657235029217,-83.97657235029219,81.93700903735925,125.38793698690608
greedy,48,A,1.4,2,8,0.012524005960115839,0.0033154666105085374,82.04669477777549,-82.04669477777549,81.86336901806845,125.72647523573956
greedy,48,A,1.6,2,8,0.014257712918332109,0.003925418878186203,82.01172299264013,-82.01172299264013,82.23021773702328,124.5344713101029
greedy,48,A,1.8,2,8,0.016031163952554255,0.0046051641521076365,81.5017344249578,-81.5017344249578,81.78539549541128,104.79646097504914
greedy,48,B,0.2,2,7,0.003256397817754353,0.007207991309918777,34.03746484731184,34.037464847311846,76.6829117742345,32.437494337270266
greedy,48,B,0.4,2,8,0.004110947733395647,0.002340793406166803,30.982377715022665,-30.982377715022658,83.74521462767947,19.80449518534547
greedy,48,B,0.6,2,8,0.00494896972082636,0.004173897243762871,53.89896924671662,-53.898969246716625,58.58896894776787,60.15144195633583
greedy,48,B,0.8,2,8,0.006188450482633826,0.004256369706948874,59.66419911686309,-59.66419911686309,62.147594778620416,76.25430213476713
greedy,48,B,1.0,2,8,0.0073489846785065385,0.0043709332210514215,66.59947295049622,-66.59947295049622,64.66956626344746,88.22014808293736
greedy,48,B,1.2,2,8,0.008936583740380317,0.0044277292626087915,70.07115436369642,-70.07115436369642,72.11071767662936,97.08145211311496
greedy,48,B,1.4,2,8,0.01046395233814612,0.004522062169878862,72.93046640458897,-72.93046640458897,73.113792164296,103.1881815191428
greedy,48,B,1.6,2,8,0.012452944410122029,0.004516661375361167,76.33404619537889,-76.33404619537889,76.11555145099574,109.5709791279961
greedy,48,B,1.8,2,8,0.014635554708787009,0.004037558675260398,78.4239421369459,-78.4239421369459,78.1402810664924,88.1907896153005
greedy,49,A,0.2,10,14,0.006096383405004744,0.003746389663307699,168.14934838821392,168.14934838821392,6.828772586499742,157.57876800295838
greedy,49,A,0.4,10,14,0.008869909185796483,0.004334214590292199,159.6494341721397,159.64943417213973,170.9055969479682,157.8590296153069
greedy,49,A,0.6,10,14,0.011243337829875138,0.0033928961324736543,150.3543935262635,150.35439352626352,163.20966368824412,151.79943756929453
greedy,49,A,0.8,10,14,0.013607744023519726,0.003966340271474386,149.72215880437284,149.72215880437284,162.905943148543,149.55709944780975
greedy,49,A,1.0,10,14,0.01596689411897054,0.004858448435006131,152.14998932501962,152.14998932501962,161.79937312625324,146.96207235471869
greedy,49,A,1.2,10,14,0.018379279133827676,0.00552068781887092,151.875696548798,151.875696548798,160.97859901960436,144.10958555765933
greedy,49,A,1.4,10,14,0.020888036874779938,0.006248799215939334,151.76717082476975,151.76717082476978,159.43000481869922,141.26550785021695
greedy,49,A,1.6,10,14,0.023483140434327872,0.007033116075913881,152.32139407836763,152.3213940783676,157.9215629760234,138.81411568731204
greedy,49,A,1.8,10,14,0.026341511093282362,0.00785438437102293,151.54842316910765,151.54842316910765,156.81234707941107,128.88993388988203
greedy,49,B,0.2,8,9,0.0007973209807578618,0.001587901238723711,71.21095427858113,-71.21095427858114,103.76716669613239,36.69150463909994
greedy,49,B,0.4,10,13,0.010007766815875901,0.0041871806205477724,172.77928573549568,172.77928573549556,161.523122959667,156.0607912068668
greedy,49,B,0.6,10,14,0.01339569957257248,0.0042027172705171095,164.86849962977266,164.86849962977263,152.01322946779194,157.04803252059256
greedy,49,B,0.8,10,14,0.016470668547523274,0.005690169306398852,165.07313782372907,165.07313782372907,151.88935347955893,155.68482293966227
greedy,49,B,1.0,10,14,0.01933758853327597,0.006177930763467224,164.3129499114369,164.31294991143687,154.66356611020325,152.11956483896697
greedy,49,B,1.2,10,14,0.02201681156326607,0.0069537585171630546,163.605638923906,163.605638923906,154.50273645309966,148.59640666286833
greedy,49,B,1.4,10,14,0.024525985129492937,0.007517152313899369,162.2489297427652,162.24892974276526,154.58609574883576,145.21096365616654
greedy,49,B,1.6,10,14,0.026956613667706332,0.007948765275896025,160.39973921181473,160.39973921181473,154.79957031415896,141.80796632283528
greedy,49,B,1.8,10,14,0.029167472800100153,0.008558981769623641,158.68711320189522,158.6871132018952,153.4231892915918,129.20558202407724
greedy,50,A,0.2,5,13,0.0021128594063627775,0.0010533224375532933,45.40078135430476,45.40078135430476,42.736713899931665,102.13264651339215
greedy,50,A,0.4,5,14,0.0029083032988518284,0.004233280969363514,47.71406681054784,47.714066810547834,42.79668016628898,143.4364472606406
greedy,50,A,0.6,5,15,0.0036883619869869945,0.0056588082428046535,41.9427871406227,41.9427871406227,44.76210243977692,149.88115514224344
greedy,50,A,0.8,5,15,0.004487991634902302,0.0074523343176764924,39.159468166468386,39.159468166468386,40.25470846969195,154.08840586318254
greedy,50,A,1.0,5,15,0.0052957357409924195,0.009255447202968595,35.15756694156821,35.1575669415682,35.580276209164,151.69048980980182
greedy,50,A,1.2,5,15,0.006122229307601521,0.01105866964584104,31.81940243061236,31.819402430612367,31.781304590214226,149.4181901910279
greedy,50,A,1.4,5,15,0.006971712682885673,0.01257896095324851,28.755196804649575,28.75519680464957,28.401565400506055,148.08361591231647
greedy,50,A,1.6,5,15,0.007899335720174289,0.013867039847307869,24.200219666936277,24.200219666936267,24.720575370373986,147.28989489312573
greedy,50,A,1.8,5,15,0.009011689058046607,0.01515146805440778,22.119280260035467,22.119280260035456,22.096835301043793,149.9475030546258
greedy,50,B,0.2,5,13,0.0017501631519525065,0.0017093656640698107,11.205079065448883,11.20507906544888,13.869146519821951,150.68261627566005
greedy,50,B,0.4,5,15,0.002886355055099124,0.0036546102786453784,9.11811093718135,9.11811093718132,14.035497581440167,159.58049852449975
greedy,50,B,0.6,5,15,0.004224039668093384,0.005664024281806027,10.409360997975284,10.409360997975238,7.590045698820966,160.04776090053224
greedy,50,B,0.8,5,15,0.005823437432109668,0.007378790065965585,5.641905159524172,5.641905159524191,4.546664856300457,157.92077216896277
greedy,50,B,1.0,5,15,0.007995886662558762,0.009098260055915693,4.9040134282802175,4.904013428280195,4.481304160684602,155.15156221073136
greedy,50,B,1.2,5,15,0.010038515529658856,0.01081893389417218,4.762353019104184,4.762353019104091,4.800450859502198,152.47405355783619
greedy,50,B,1.4,5,15,0.011149151582321399,0.01226377472660518,6.025096377186057,6.025096377185987,6.378727781329691,150.17401173635417
greedy,50,B,1.6,5,15,0.011607748257068043,0.014959815613351513,8.761526925638202,8.761526925638218,8.241171222200437,148.89494638585296
greedy,50,B,1.8,5,15,0.011803698734389228,0.015103874261028863,11.306727311075873,11.306727311075873,11.329172270067565,150.0537617416192
greedy,51,A,0.2,12,13,0.004255357985851398,0.002618506913095626,167.5861306934546,167.5861306934546,116.88628851022187,157.8092889676245
greedy,51,A,0.4,12,13,0.007563744937677901,0.0023996067634968242,161.36732737815797,161.36732737815797,156.93591332679802,156.227120823032
greedy,51,A,0.6,12,13,0.01034076130280147,0.006222782540168302,167.90969661192045,167.9096966119205,133.0278440146313,150.97818638458048
greedy,51,A,0.8,12,13,0.013329788359599828,0.002941922486220881,154.05433817613212,154.05433817613212,132.44732853115016,144.80279425612437
greedy,51,A,1.0,12,13,0.016424461008048202,0.0031638919677043744,154.27568674469893,154.27568674469893,115.56657105794883,141.6862028742435
greedy,51,A,1.2,12,13,0.01944200531573784,0.003693195800628067,156.52303883712608,156.5230388371261,109.38614860940643,139.1857571025886
greedy,51,A,1.4,12,13,0.02267566838938717,0.0031371684513307983,146.07038017879125,146.07038017879125,118.42484653510742,137.07757817542827
greedy,51,A,1.6,12,13,0.02596768944341177,0.0028694242756200504,134.78547177775226,134.78547177775226,121.63564560581523,135.50037142059423
greedy,51,A,1.8,12,13,0.029509608314382284,0.004944713728414712,150.09151250535976,150.0915125053598,129.2206691935832,137.80552414975838
greedy,51,B,0.2,11,10,0.0041682570528265425,0.0008547620598612285,117.90927455861924,117.90927455861924,168.60911674185195,29.19220743685168
greedy,51,B,0.4,12,13,0.005693306557442037,0.001818168761406911,155.02400628833567,155.0240062883357,159.45542033969568,112.16775172284206
greedy,51,B,0.6,12,13,0.00913649012654981,0.0014149002124942635,130.98901912582124,130.98901912582124,165.87087172311044,144.20945562357434
greedy,51,B,0.8,12,13,0.01455376789875033,0.0013824906964905645,132.4550255010297,132.45502550102967,154.0620351460116,149.4710152762275
greedy,51,B,1.0,12,13,0.018938595915786546,0.0011502781419712414,116.39691660619737,116.39691660619737,155.10603229294745,150.108732200083
greedy,51,B,1.2,12,13,0.02286164061469893,0.0012205966413358046,111.06216608252883,111.06216608252883,158.19905631024852,149.8407187050103
greedy,51,B,1.4,12,13,0.026085868044000357,0.0015230093550002168,120.24456316057314,120.24456316057314,147.89009680425698,146.8515448309421
greedy,51,B,1.6,12,13,0.02916468244688866,0.0017311928927372404,123.21206177932987,123.21206177932987,136.36188795126688,143.59267796785505
greedy,51,B,1.8,12,13,0.03181011408547209,0.002206250196578307,130.29598391085977,130.29598391085977,151.16682722263636,142.42913414285619
greedy,52,A,0.2,5,7,0.006034537485347087,0.0013514331614187345,45.23467433591236,-45.23467433591236,21.621868993627825,17.881878115623117
greedy,52,A,0.4,5,9,0.01075403620220015,0.0013555729872584566,61.04802561474669,-61.04802561474668,66.85510395179716,62.66123888121576
greedy,52,A,0.6,5,9,0.016677464602547664,0.0015048322304791414,78.1183581721915,-78.11835817219152,74.03459451323113,121.11606601783546
greedy,52,A,0.8,5,9,0.02293861134719204,0.0017433675471566835,78.18094600609102,-78.18094600609102,77.5183890681547,122.71105532358146
greedy,52,A,1.0,5,9,0.029776718218158256,0.002051530233904772,84.22281458713321,-84.22281458713321,79.1125634675972,135.848766454373
greedy,52,A,1.2,5,9,0.036448571856702264,0.0023674672027624785,84.231662079541,-84.231662079541,84.01767139469361,138.49423190927186
greedy,52,A,1.4,5,9,0.04266087591422945,0.002719245357621061,78.58333855935776,-78.58333855935776,80.23588243132879,135.94261958983273
greedy,52,A,1.6,5,9,0.04847755029431113,0.0032343491002169837,76.30952623425026,-76.30952623425026,77.44524816328043,93.4198551838541
greedy,52,A,1.8,5,9,0.05380160002265374,0.0036089005668135665,77.4546503832305,-77.4546503832305,76.72595437290734,90.868463085534
greedy,52,B,0.2,3,8,0.018058058044050883,0.002436042048418594,144.7843441319792,144.78434413197917,121.17153878969465,112.97624844878617
greedy,52,B,0.4,4,8,0.006612901140988416,0.0013676685600938381,69.44163230216262,-69.44163230216262,63.63455396511212,119.19863556817931
greedy,52,B,0.6,5,9,0.04297912215553024,0.0014027755392315843,84.02615722066662,-84.02615722066662,88.10992087962701,146.75778037975084
greedy,52,B,0.8,5,9,0.04468515511376409,0.001519743221333541,84.02198311962812,-84.02198311962812,84.68454005756443,143.16066985885848
greedy,52,B,1.0,5,9,0.04647809211977119,0.0018202009821411632,83.28012847606624,-83.28012847606624,88.39037959560227,141.3491871970176
greedy,52,B,1.2,5,9,0.04826090884299833,0.002174309285666003,86.73687772415659,-86.73687772415659,86.95086840900397,139.180430019097
greedy,52,B,1.4,5,9,0.05010297914283319,0.002558683478239344,81.91702298497334,-81.91702298497334,80.26447911300232,136.45719303048705
greedy,52,B,1.6,5,9,0.052612418846545564,0.002969075974961932,78.24832931311758,-78.24832931311758,77.11260738408741,96.27334615690174
greedy,52,B,1.8,5,9,0.0557836544949819,0.0034364867742286797,77.04166821128035,-77.04166821128035,77.77036422160351,92.68734195328567
greedy,53,A,0.2,9,7,0.0018553021691353336,0.0029253338055313855,12.859583894939435,12.859583894939467,6.997103001275094,61.66948442515992
greedy,53,A,0.4,9,10,0.002133748730081823,0.002507164110353992,32.94846803849811,32.9484680384981,10.041983258585965,102.39137985013893
greedy,53,A,0.6,9,11,0.002544907165151968,2.48484678907231e-05,62.645104712317256,-62.645104712317256,12.592037583736259,79.46180988830977
greedy,53,A,0.8,9,11,0.003126755121921434,9.385700773303756e-05,115.82171160472369,-115.82171160472366,55.461193365096875,66.97299052192439
greedy,53,A,1.0,9,11,0.003920175015246439,5.6346997310628686e-05,35.703005392498824,-35.703005392498824,53.52884733144287,44.10743514266713
greedy,53,A,1.2,9,11,0.004775833049417888,0.000754216741950912,33.87367073663672,-33.87367073663672,35.640836029475985,58.68683388762791
greedy,53,A,1.4,9,11,0.005990896723149448,0.0011620655743901835,30.261199387512328,-30.26119938751234,24.179570799976187,60.85152311550802
greedy,53,A,1.6,9,11,0.0072526831942667765,0.0013159344559391707,28.909544648480654,-28.909544648480647,28.903921380402345,63.131951024570114
greedy,53,A,1.8,9,11,0.00884629814096018,0.0014325073388104486,24.247033421493253,-24.247033421493228,24.90712379993326,56.005434906037635
greedy,53,B,0.2,9,9,0.0018784174568250774,0.0011163388085859063,15.219097116577515,15.219097116577535,21.081578010241866,31.856249135680457
greedy,53,B,0.4,9,10,0.002554605491515225,0.001192444806666544,30.820254129703716,30.820254129703716,53.7267389096158,66.74277532011018
greedy,53,B,0.6,9,11,0.003270790634720507,0.00012599975255739014,33.15511405486748,33.15511405486748,42.08202824118604,60.278905700509824
greedy,53,B,0.8,9,11,0.004162135827630457,0.00013068257961197308,36.56233604143538,-36.56233604143538,96.9228542810622,56.2742162402526
greedy,53,B,1.0,9,11,0.004869527293072323,0.00031085424682449086,40.15209307166282,-40.15209307166281,22.32625113271876,61.19440307914066
greedy,53,B,1.2,9,11,0.006066299694178355,0.0004715035834741656,23.212868735859896,-23.212868735859907,21.445703443020648,38.564955093457485
greedy,53,B,1.4,9,11,0.007403910107728966,0.0006361593922183704,14.248706626014341,-14.248706626014368,20.330335213550494,33.32176547300582
greedy,53,B,1.6,9,11,0.008671473979719384,0.0007886775803736334,20.831203961973618,-20.831203961973603,20.836827230051888,27.53048888570312
greedy,53,B,1.8,9,11,0.009935566455384003,0.0009961962221779392,19.006672482934345,-19.0066724829343,18.34658210449429,13.16392899700568
greedy,54,A,0.2,4,12,0.002058232570390521,0.002559283109471224,169.86164624112612,-169.86164624112615,37.12186940144187,155.5933180108946
greedy,54,A,0.4,4,15,0.002863706666784161,0.0008190737913595891,105.71108639553658,105.71108639553658,124.23178294925586,139.65793349326916
greedy,54,A,0.6,4,15,0.004356438106126398,0.0055922499829753,126.5704207862464,126.5704207862464,120.96663462478972,103.64462219792281
greedy,54,A,0.8,4,15,0.0059543361456848645,0.007454434106195067,119.72936396771398,119.72936396771398,113.71921336836292,96.4298744718429
greedy,54,A,1.0,4,15,0.007735159767575581,0.008099827070794565,114.49449596137656,114.49449596137656,109.32549612404763,88.99110636688853
greedy,54,A,1.2,4,15,0.009854979992419558,0.008742978497284998,110.45250008170699,110.45250008170697,105.7674073327021,82.85248666364501
greedy,54,A,1.4,4,15,0.012002384679184488,0.009380936447867748,107.93158552688755,107.93158552688755,102.51776648781313,77.77806536451622
greedy,54,A,1.6,4,15,0.014319516126342195,0.01001891433860529,106.25689872489473,106.25689872489473,99.11979741799335,73.22495260300197
greedy,54,A,1.8,4,15,0.016688767652007497,0.010665104455737456,105.57551370310073,105.57551370310073,107.17740088830047,69.0998738727851
greedy,54,B,0.2,4,13,0.002299991722917032,0.0014975727925426712,28.222331430121862,-28.222331430121887,160.96210826980618,68.32593267908621
greedy,54,B,0.4,4,14,0.0043279892195860455,0.001977866190661109,15.810501240724328,-15.810501240724347,34.33119779444364,87.15591146041152
greedy,54,B,0.6,4,15,0.0026601997792815033,0.004049312031982201,36.440548243443025,36.44054824344302,42.0443344048997,101.63416572414539
greedy,54,B,0.8,4,15,0.011323232866013468,0.005412644322719009,143.66763955442312,143.6676395544231,149.6777901537742,92.35027620620126
greedy,54,B,1.0,4,15,0.011681685182948298,0.00677651259318118,137.15987983582252,137.15987983582252,142.32887967315142,84.23454224758615
greedy,54,B,1.2,4,15,0.01216638534739084,0.008144084404080567,128.7199755142715,128.7199755142715,133.40506826327638,79.18213958174276
greedy,54,B,1.4,4,15,0.013248769563953261,0.009872450635795253,120.96933884062817,120.96933884062817,126.3831578797026,75.01147198416113
greedy,54,B,1.6,4,15,0.014624586787074989,0.010584351688503926,111.91201847294634,111.91201847294633,119.04911977984771,71.15185018828132
greedy,54,B,1.8,4,15,0.0165591319143804,0.010695850932616185,115.24107325875362,115.24107325875362,113.63918607355389,73.86551869178906
greedy,55,A,0.2,4,11,0.016922243563566988,0.0006280202046594493,147.1662265183976,-147.16622651839762,13.483705273222052,10.523791595140315
greedy,55,A,0.4,4,11,0.02524019590164526,0.0006616112586511494,60.0310711489801,-60.03107114898011,41.73794883074203,11.660516110061845
greedy,55,A,0.6,4,12,0.029581228724693858,0.001112849377041782,82.72262159084275,-82.72262159084275,96.1992507694718,15.459270099286536
greedy,55,A,0.8,4,12,0.03397522605774286,0.001266945785644723,83.93182689387407,-83.93182689387407,89.01090361855604,17.845323543013617
greedy,55,A,1.0,4,12,0.03857278959592594,0.0013732039166674081,81.4142007197116,-81.4142007197116,83.65382341385929,19.19086779052262
greedy,55,A,1.2,4,12,0.04324505480742972,0.0014896764345702362,80.7006685878533,-80.7006685878533,80.68111634789315,20.85909507253494
greedy,55,A,1.4,4,12,0.048102886710407786,0.0016025602393442472,80.72375212341669,-80.72375212341669,80.74629106442723,23.660513126885697
greedy,55,A,1.6,4,12,0.05367629228535845,0.0017590250569439146,80.43078299686053,-80.43078299686053,80.59362452949172,34.290419331025426
greedy,55,A,1.8,3,11,0.06393901512586773,0.0020742253081715853,78.73687545155434,-78.73687545155434,78.3583297801111,0.8120832052514669
greedy,55,B,0.2,3,10,0.010318226462362015,0.0009253083017381285,0.14300741814094914,0.14300741813885395,133.53951382703673,11.132468319374015
greedy,55,B,0.4,4,12,0.026682925405266854,0.0006962571219863029,41.139821984048275,-41.139821984048275,59.43294430228636,10.275915803092275
greedy,55,B,0.6,4,12,0.03515375260664132,0.001020940371296642,98.04870451618126,-98.04870451618126,84.5720753375522,6.5758866925688455
greedy,55,B,0.8,4,12,0.044372904190950295,0.0011767262614565267,92.42923030481845,-92.42923030481845,87.35015358013648,2.9989133571001254
greedy,55,B,1.0,4,12,0.04943282051228293,0.00113594990010806,87.85422464267259,-87.85422464267259,85.6146019485249,0.21834997877611834
greedy,55,B,1.2,4,12,0.05363913963881092,0.0011085003602181686,85.25965470681514,-85.25965470681514,85.27920694677529,4.143764928623275
greedy,55,B,1.4,4,12,0.05688046464016785,0.0011411369470597972,85.0296276087141,-85.0296276087141,85.00708866770354,10.079801663005817
greedy,55,B,1.6,4,12,0.059453109331704355,0.0012373996522475612,84.26896629314254,-84.26896629314254,84.10612476051134,18.490759096225457
greedy,55,B,1.8,3,11,0.0701576475832005,0.001634376313268716,81.31056165168974,-81.31056165168974,81.68910732313297,1.9850472799765941
greedy,56,A,0.2,1,10,0.013695218605194502,0.0014883214957966055,22.03373393509966,22.033733935099676,47.273730522491135,50.37157954363054
greedy,56,A,0.4,1,12,0.03440312293229269,0.0013800726505061945,21.40038089258534,21.40038089258532,9.090036965535583,125.05234568926613
greedy,56,A,0.6,1,12,0.04939058750665962,0.0016094611520743496,17.288553733354046,17.288553733354046,13.738849099494066,34.95739211861379
greedy,56,A,0.8,1,12,0.05651200977292703,0.0018421612329108195,15.015362061680717,15.015362061680728,9.251867040088554,23.450778384040525
greedy,56,A,1.0,1,12,0.06364973244638436,0.0020755687530898052,13.485664474574856,13.485664474574854,7.034990087859783,17.644622414084147
greedy,56,A,1.2,1,12,0.07091744377700365,0.0021658988367621768,13.978993760238692,13.978993760238758,5.739095037061335,13.980359810360195
greedy,56,A,1.4,1,12,0.07837976814777406,0.002514245822284251,13.296420386150055,13.296420386150032,4.975415853313702,11.189247815362586
greedy,56,A,1.6,1,12,0.0858548600643049,0.002882288590375547,12.913118824461998,12.913118824461995,4.839054551578839,8.526606188276546
greedy,56,A,1.8,1,12,0.09375052895133892,0.00764178412872223,1.3003063997332194,1.3003063997330808,0.5083020480910406,7.813648910886319
greedy,56,B,0.2,1,10,0.015115370670055256,0.0007067183141145636,38.02856061295821,38.02856061295824,12.788564025566778,57.083857328482644
greedy,56,B,0.4,1,12,0.03387818243056428,0.0028924600893151836,6.91835492861549,6.918354928615465,19.228698855665233,14.812867677221172
greedy,56,B,0.6,1,12,0.049172121800236356,0.001806462239282801,13.826970010125665,13.826970010125686,17.376674643985638,18.806969997922202
greedy,56,B,0.8,1,12,0.05972143118711024,0.0025406926288501796,9.922741165451628,9.92274116545162,15.686236187043765,11.337859814210582
greedy,56,B,1.0,1,12,0.06943716274350893,0.003108477915094741,8.041509267259253,8.041509267259341,14.49218365397441,8.611353364825298
greedy,56,B,1.2,1,12,0.07732183220623938,0.003467308781420692,6.828497894013867,6.828497894013848,15.068396617191112,6.875457225601834
greedy,56,B,1.4,1,12,0.08521631756920939,0.003702805291449808,6.286678749271855,6.286678749271824,14.607683282108136,5.894091608710576
greedy,56,B,1.6,1,12,0.09183346476188312,0.0038987738770607195,5.983573522853173,5.9835735228532085,14.057637795736383,5.064035985319903
greedy,56,B,1.8,1,12,0.09839659660471169,0.008802312851657154,0.45040637227048164,0.45040637227123176,2.259014820095544,5.3693900767754545
greedy,57,A,0.2,8,12,0.017391473875908742,0.0018321999748456435,166.81777007429525,-166.81777007429523,17.896422092327708,117.20243236878844
greedy,57,A,0.4,8,12,0.030956211856016373,0.0007127168016593512,50.73555477797154,-50.73555477797154,159.6704268858317,103.54477754003985
greedy,57,A,0.6,8,12,0.043585844252542486,0.004271981733000205,169.4025180776928,-169.40251807769278,164.1987260867483,103.13577339497566
greedy,57,A,0.8,8,12,0.05060374464719802,0.0056001064934297585,170.43813251964147,-170.4381325196414,166.77384729538224,93.0481562619023
greedy,57,A,1.0,8,12,0.05568269402639754,0.007014238824247541,171.08798821350587,-171.08798821350587,167.34268859929287,95.9665370174705
greedy,57,A,1.2,8,12,0.06065833134484091,0.008543601097783557,171.53272666326313,-171.53272666326305,167.16193116105444,97.78972205838741
greedy,57,A,1.4,8,12,0.06511982928413958,0.009564694022915236,171.39781992429423,-171.39781992429414,166.94675417158842,98.09364541711821
greedy,57,A,1.6,8,12,0.06943976615182937,0.009926137225721212,170.93848548790749,-170.93848548790746,166.96142717495133,99.12917526437484
greedy,57,A,1.8,8,12,0.07328186072831126,0.0012861776224565213,85.8232812947966,-85.8232812947966,86.38742564564613,97.644783722964
greedy,57,B,0.2,8,12,0.014037843194710221,0.0014379083410221696,16.74532429098247,-16.745324290982452,165.66667227294997,18.35057123777761
greedy,57,B,0.4,8,12,0.023582879802094933,0.0017826545904343618,158.19200777512333,-158.19200777512333,49.257135667263185,80.24113984153128
greedy,57,B,0.6,8,12,0.03279112071499079,0.002739964581269707,162.64230747449162,-162.64230747449162,167.8460994654361,65.55018274141284
greedy,57,B,0.8,8,12,0.040374322273216176,0.003925471501773283,165.18825465192307,-165.1882546519231,168.85253987618236,67.26248903689398
greedy,57,B,1.0,8,12,0.046104309858532234,0.004994130395694329,165.75107654052434,-165.75107654052437,169.49637615473742,71.96512172202205
greedy,57,B,1.2,8,12,0.051531282348685356,0.0058219759104915355,165.57001928581684,-165.57001928581678,169.9408147880254,69.32014453358612
greedy,57,B,1.4,8,12,0.05693844403652239,0.006690350006963791,165.46309611189707,-165.46309611189713,169.91416186460285,70.37290215294034
greedy,57,B,1.6,8,12,0.0624722018253356,0.007655812270390701,165.66005985235785,-165.66005985235788,169.63711816531404,90.5837699509976
greedy,57,B,1.8,8,12,0.06828449066037026,0.0016819586008107327,85.43048113808646,-85.43048113808646,84.86633678723693,96.83164246715947
greedy,58,A,0.2,4,13,0.011204648009299548,0.000770414420903279,174.53192499887953,174.5319249988795,20.329770102231905,177.11852308961386
greedy,58,A,0.4,5,14,0.013980168802325147,0.000394011545681372,93.48307071463054,93.48307071463054,26.390138504342648,91.32204851744154
greedy,58,A,0.6,5,15,0.03224727050341595,0.0012930248228582458,17.4185650176391,17.418565017639082,40.871461565882356,34.823296376751124
greedy,58,A,0.8,5,15,0.035134039237699,0.002108999924450346,9.382460954796468,9.382460954796384,55.916357490345725,39.62220038879142
greedy,58,A,1.0,5,15,0.038040988080583066,0.0027025597948867205,6.066415459557624,6.06641545955756,83.07985820252783,45.659974413180954
greedy,58,A,1.2,5,15,0.040963821085113025,0.0032941631334026476,3.223195952156708,3.223195952156695,85.35339884120118,49.59316891504098
greedy,58,A,1.4,5,15,0.044193699721802975,0.003335005786171132,3.1084376904972344,3.1084376904972255,76.1809243454911,52.21936599257729
greedy,58,A,1.6,5,15,0.047679569326667226,0.00291428927064479,5.743699072529569,5.743699072529678,75.9681610044151,55.999532686900594
greedy,58,A,1.8,5,15,0.051297361616890795,0.002173454736171151,13.572586336941965,13.57258633694191,81.24367205619353,57.61588445469477
greedy,58,B,0.2,5,13,0.012441520965439474,0.0005796311656018112,16.311453420340772,16.311453420340776,170.5136083169884,5.406892376990641
greedy,58,B,0.4,5,14,0.03210764918858522,0.0006320466846718943,25.76922049063363,25.769220490633643,92.86215270092151,71.24528878737614
greedy,58,B,0.6,5,15,0.037026978998127,0.0010377363559310223,40.94000996302918,40.94000996302918,17.487113414785885,56.018570274080126
greedy,58,B,0.8,5,15,0.04019220029058526,0.0008318994467235831,57.06517236635822,57.06517236635822,10.531275830808914,53.464986326480954
greedy,58,B,1.0,5,15,0.04337412701901946,0.0007258632583637943,84.7413727787118,84.7413727787118,7.727930035741562,55.154683124512864
greedy,58,B,1.2,5,15,0.04640855104963615,0.0007280660728162397,87.21204832038975,87.21204832038975,5.081845431345174,57.418437683814936
greedy,58,B,1.4,5,15,0.049237954085600125,0.0007434814670274901,78.03156102266807,78.03156102266807,4.959074367674156,58.84604682020352
greedy,58,B,1.6,5,15,0.05208363563044363,0.0007523661255743783,77.89403267707269,77.89403267707269,7.669570745187309,61.109829980107364
greedy,58,B,1.8,5,15,0.05445601800240113,0.0008295986489052173,82.6926558268729,82.69265582687288,15.021570107621304,60.15726319355968
greedy,59,A,0.2,5,8,0.0008476513966763772,0.000620601144319862,66.9718785878564,-66.97187858785641,86.87407794420571,162.5460980617736
