split,branch_label,seed,time,origin_time,source_pair,endpoint,weight,q28_fit_error,residual_fraction,residual_component_entropy,residual_largest_axis_share,residual_effective_dimension,residual_z_scaled,residual_z_ara,residual_dominant_axis,q28_source_flip,child_weight_entropy,strongest_child_weight_share,positive_child_count,origin_exact_error,origin_seed_error,origin_time_error,origin_exact_pair,origin_exact_flip,origin_exact_is_local,origin_exact_is_strongest_child,origin_exact_shares_endpoint,origin_exact_is_active,optimal_exact_error,optimal_exact_lag,optimal_exact_pair,optimal_exact_flip,path_partner_persistence,path_flip_persistence,path_adjacency_share,path_self_return
opened_later_half,c4,18,460,462,0-10,0,0.00043940823596028133,0.0589403520423675,0.05894035204236825,0.01774640738035888,0.9974568413392152,1.0051025193682452,-0.05886535699755695,0.9411346430024431,z,I,0.0,1.0,1,0.9408386237598697,0.9065812206780928,0.9228747535905643,2-4,Fz,0.0,0.0,0.0,0.0,0.9319133965585795,3,4-11,I,0.5714285714285714,0.5714285714285714,0.8333333333333334,0.0
opened_later_half,c4,18,466,468,2-7,2,8.914427154861973e-05,0.02629669965336929,0.026296699653370958,0.021606542100709867,0.9968090844308907,1.0064073509981626,0.0262547108567615,1.0262547108567615,z,Fz,0.0,1.0,1,0.9617724779219574,0.9260101005828139,0.9303092739485358,5-10,Fx,0.0,0.0,0.0,0.0,0.8930776133792453,5,5-10,Fx,1.0,1.0,1.0,0.0
opened_later_half,c4,18,466,468,5-10,10,0.0002613431465801064,0.11740261264934593,0.11740261264934618,0.15473698486235254,0.9664827396770949,1.0699185463243437,0.1154183371072809,1.115418337107281,z,Fz,0.0,1.0,1,0.9629578725945929,0.9283481056455978,0.9325063247592358,5-10,Fx,0.0,0.0,1.0,0.0,0.8965186562118305,5,5-10,Fx,1.0,1.0,1.0,1.0
opened_later_half,c4,18,474,476,0-10,10,0.0006678322900149913,0.05040283627665502,0.05040283627665375,0.06629097008242289,0.988096238513185,1.0241651497390885,-0.05010194649523197,0.9498980535047681,z,I,0.0,1.0,1,0.8754366226698128,0.913588069558106,0.9026192718136135,7-10,I,0.0,0.0,1.0,0.0,0.3028144177803737,2,3-8,Fz,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.0
opened_later_half,c4,19,292,294,1-10,1,7.064893680872736e-05,0.030421969868587043,0.030421969868584024,0.022848888619203072,0.9965959792921656,1.0068370887277391,0.03037014722194608,1.030370147221946,z,I,0.0,1.0,1,0.8977991615780133,0.9610540054705524,0.9362015974555729,4-11,Fx,0.0,0.0,0.0,0.0,0.8977991615780133,0,4-11,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c4,19,298,300,7-11,11,0.0003658047406846776,0.10072876927371281,0.10072876927371399,0.11495870492866661,0.9768068417927892,1.0477561298306364,0.09955380739639427,1.0995538073963942,z,Fz,0.0,1.0,1,0.944621005204612,0.9039558411476556,0.9273554163266194,0-4,Fx,0.0,0.0,0.0,0.0,0.931474575188447,6,4-5,Fx,0.42857142857142855,0.8571428571428571,1.0,0.0
opened_later_half,c4,19,308,310,2-9,9,8.951043951605994e-05,0.026435636490864087,0.02643563649086429,0.02728012083219456,0.9958190345712634,1.0084057782809304,0.026380315365241745,1.0263803153652418,z,Fz,0.0,1.0,1,0.9288243251020065,0.9384301281319465,0.9551594143188987,5-10,Fx,0.0,0.0,0.0,0.0,0.8897501485063155,1,0-2,Fx,0.8571428571428571,1.0,0.6666666666666666,0.0
opened_later_half,c4,19,324,326,1-10,1,9.5450597372668e-06,0.005462744487560923,0.005462744487582817,0.003844102591003679,0.9995507684645074,1.0008989677747444,0.005461517331200919,1.005461517331201,z,I,0.0,1.0,1,0.9253734587670593,0.9057294840316604,0.9227955587339134,3-4,Fx,0.0,0.0,0.0,0.0,0.9112717716732739,2,3-4,Fx,1.0,1.0,1.0,0.0
opened_later_half,c4,19,326,328,6-7,7,0.00041225698845523406,0.09294102196164696,0.09294102196164711,0.024811310232130863,0.9962550588129782,1.0075250489250833,-0.09276682939288904,0.907233170607111,z,Fz,0.0,1.0,1,0.8843156202922746,0.8948336445861134,0.8504436979541555,3-4,I,0.0,0.0,0.0,0.0,0.8843156202922746,0,3-4,I,1.0,1.0,1.0,0.0
opened_later_half,c4,19,362,364,7-11,11,5.1672640278182906e-05,0.03561060103957301,0.035610601039575404,0.021101691516411406,0.9968950605479191,1.0062340404164365,0.03555527367912046,1.0355552736791205,z,I,0.0,1.0,1,0.9020254606930553,0.9501768242331217,0.9396531381095368,2-8,Fx,0.0,0.0,0.0,0.0,0.8969108331642265,1,2-8,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c4,19,372,374,2-9,9,7.349715395959383e-05,0.021169898645034588,0.02116989864503613,0.01694389387968258,0.9975886006023199,1.0048373639650836,0.02114435869856932,1.0211443586985693,z,Fz,0.0,1.0,1,0.9306944624142267,0.9413310844886114,0.9507560885497236,0-9,Fx,0.0,0.0,1.0,0.0,0.9306944624142267,0,0-9,Fx,0.42857142857142855,1.0,1.0,1.0
opened_later_half,c4,19,388,390,1-10,1,1.4552690680597058e-05,0.01925865220449573,0.019258652204501327,0.013287061537125798,0.9981749668596527,1.0036584053057693,-0.01924107033971064,0.9807589296602893,z,I,0.0,1.0,1,0.9291318222411087,0.8921173126521218,0.9051543435551818,3-10,I,0.0,0.0,0.0,0.0,0.9256377949274955,1,0-3,I,0.42857142857142855,0.7142857142857143,0.8333333333333334,0.0
opened_later_half,c4,19,436,438,2-9,9,6.609491288728914e-07,0.006318671061916878,0.006318671061908608,0.0007090281601592394,0.9999309021396386,1.0001382076576681,-0.006318452754812053,0.993681547245188,z,Fz,0.0,1.0,1,0.9331244677654135,0.9492360839507776,0.9296646753272223,5-11,Fz,0.0,0.0,0.0,0.0,0.9331244677654135,0,5-11,Fz,0.42857142857142855,1.0,0.8333333333333334,0.0
opened_later_half,c4,19,478,480,7-11,7,0.0004889776567139348,0.0252191628714175,0.025219162871417643,0.021802688390947695,0.9967755826143455,1.006474894013828,-0.025178471489826812,0.9748215285101732,z,I,0.0,1.0,1,0.9358045256821546,0.936659937170272,0.9254599621393645,4-6,Fz,0.0,0.0,0.0,0.0,0.9032658911763985,3,4-6,Fz,0.7142857142857143,0.7142857142857143,1.0,0.0
opened_later_half,c4,20,272,274,6-9,6,3.7081246735438944e-05,0.0205268917581227,0.02052689175812978,0.014341247987003394,0.9980084017253787,1.0039931285115202,0.020506440909481744,1.0205064409094817,z,Fz,0.0,1.0,1,0.931818440349033,0.9005887052422187,0.9554257497212718,2-5,Fx,0.0,0.0,0.0,0.0,0.931818440349033,0,2-5,Fx,0.8571428571428571,1.0,1.0,0.0
opened_later_half,c4,20,308,310,8-10,10,1.013325560626744e-05,0.06589291277375633,0.06589291277375656,0.00036016320454302915,0.9999670654391848,1.000065871833415,-0.06589182768775076,0.9341081723122493,z,I,0.0,1.0,1,0.9035201066255405,0.9169699437248257,0.9487992713491553,0-7,Fz,0.0,0.0,0.0,0.0,0.9035201066255405,0,0-7,Fz,0.7142857142857143,0.8571428571428571,1.0,0.0
opened_later_half,c4,20,316,318,2-11,2,0.00018112604045744662,0.04888974625256335,0.04888974625256057,0.0039450959079987725,0.9995375379088529,1.0009254590580845,-0.048878440118100955,0.9511215598818991,z,I,0.0,1.0,1,0.9268604449131377,0.8371013926931202,0.9480382899568603,8-9,I,0.0,0.0,0.0,0.0,0.9111624812409603,1,8-9,I,1.0,1.0,1.0,0.0
opened_later_half,c4,20,344,346,5-6,6,0.00010828195064798568,0.02912431726546425,0.02912431726546215,0.00777095923546026,0.9990083022634048,1.0019858560850305,-0.02910987242358857,0.9708901275764115,z,Fz,0.0,1.0,1,0.7118489589714285,0.9440415714588464,0.9553811479875857,5-8,I,0.0,0.0,0.0,0.0,0.7118489589714285,0,5-8,I,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.0
opened_later_half,c4,20,356,358,2-3,2,1.9393186208963866e-07,0.011134311429348544,0.011134311429342557,0.0028665656687738563,0.999676291868994,1.0006476782972407,0.01113250914990621,1.0111325091499062,z,Fz,0.0,1.0,1,0.8738913799868673,0.965880286008901,0.9517314520784171,0-3,Fx,0.0,0.0,0.0,0.0,0.8698459768740573,1,0-3,Fx,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c4,20,368,370,6-9,6,3.337834046063422e-05,0.053282557433795286,0.053282557433794425,0.0014645179636799826,0.9998463898840221,1.0003072792293743,-0.053278464906711495,0.9467215350932885,z,Fz,0.0,1.0,1,0.9419381744201788,0.9028085779393258,0.9511360693286537,1-4,Fz,0.0,0.0,0.0,0.0,0.9375814570401705,5,1-3,Fz,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c4,20,400,402,6-9,6,0.015862510627096427,0.053059655906246485,0.05305965590624851,0.09243788391988672,0.9822283911193186,1.0363440389163854,-0.05258606462805187,0.9474139353719482,z,I,0.0,1.0,1,0.8367590845687282,0.82852195737896,0.9034069337501092,6-8,Fz,0.0,0.0,1.0,1.0,0.8367590845687282,0,6-8,Fz,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c4,20,404,406,8-10,10,0.000416506057600477,0.11994304292994808,0.11994304292994826,0.137125292982937,0.9711669623890521,1.0597924954730102,0.11820123455803075,1.1182012345580308,z,I,0.0,1.0,1,0.9395046207693264,0.8893356690376876,0.24101677701344834,7-8,Fx,0.0,0.0,0.0,0.0,0.9395046207693264,0,7-8,Fx,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c4,20,416,418,0-6,6,0.0022471240657559455,0.06747012528964412,0.06747012528964476,0.11353307523906014,0.9771594815419742,1.0470091431450002,0.06669514818758372,1.0666951481875837,z,Fz,0.0,1.0,1,0.9376570472800572,0.9164016739226633,0.9367828653117,6-9,Fx,0.0,0.0,1.0,0.0,0.9374542966986193,4,7-9,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,20,432,434,6-9,6,0.0016966634601939257,0.03859966682998559,0.03859966682998951,0.023715235907163283,0.996446110716541,1.0071394437001282,-0.03853101631046895,0.961468983689531,z,Fz,0.0,1.0,1,0.90788446529157,0.9185212117161422,0.9221468012140266,7-10,Fz,0.0,0.0,0.0,0.0,0.90788446529157,0,7-10,Fz,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,20,446,448,8-10,8,0.0012019136061663938,0.046550667327619914,0.04655066732762071,0.07939221359070113,0.9852166699460613,1.0301194990451945,0.046205299212604585,1.0462052992126045,z,Fz,0.0,1.0,1,0.9627635508999118,0.9535951742117615,0.9159528904225862,1-8,Fx,0.0,0.0,1.0,0.0,0.938735294620008,4,1-6,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,20,478,480,0-6,0,0.00044777555515140843,0.12793897610295282,0.1279389761029526,0.03829964193934682,0.9937857292728235,1.012525564660353,-0.12754083287953222,0.8724591671204678,z,Fz,0.0,1.0,1,0.9000097720930698,0.88087851356016,0.9123922612720902,0-9,I,0.0,0.0,1.0,0.0,0.9000097720930698,0,0-9,I,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c4,20,482,484,1-4,4,0.00015804895980098266,0.04932060356655839,0.04932060356655811,0.008457950166395535,0.9989084623487529,1.0021860565399903,-0.049293678569252375,0.9507063214307476,z,I,0.0,1.0,1,0.9554820006815735,0.9269427219772659,0.927120906710561,0-10,I,0.0,0.0,0.0,0.0,0.33399762654127413,5,8-11,I,0.42857142857142855,1.0,0.6666666666666666,0.0
opened_later_half,c4,20,484,486,2-3,2,5.455558894614312e-07,0.07466031727196579,0.07466031727196366,0.0006636506833831917,0.999935737982828,1.000128534358892,-0.0746579183221274,0.9253420816778726,z,I,0.0,1.0,1,0.9323453681980699,0.9535860241988546,0.9532081832490332,7-10,I,0.0,0.0,0.0,0.0,0.35748129637082193,3,8-11,I,0.5714285714285714,1.0,0.6666666666666666,0.0
opened_later_half,c4,21,250,252,2-5,5,4.652487458259389e-05,0.06445141503939257,0.06445141503939247,0.00041038226642664056,0.9999620229039983,1.0000759577977625,-0.0644501911889846,0.9355498088110155,z,Fz,0.0,1.0,1,0.9285677414952714,0.9397456406794447,0.9475581156432116,6-8,Fz,0.0,0.0,0.0,1.0,0.9065159501206644,5,6-8,Fz,0.8571428571428571,1.0,1.0,0.0
opened_later_half,c4,21,274,276,3-5,5,0.0010802379302879972,9.834518593679693e-05,9.834518648582706e-05,0.05647843308229465,0.9901671034016507,1.019909411341842,-9.786048300771399e-05,0.9999021395169922,z,Fz,0.0,1.0,1,0.9249076245992395,0.8990116240632049,0.9254430280092197,9-11,I,0.0,0.0,0.0,1.0,0.9139359148308147,3,10-11,Fz,0.2857142857142857,0.7142857142857143,1.0,0.0
opened_later_half,c4,21,278,280,1-6,1,0.00016725152149843492,0.04630012779806715,0.04630012779806558,0.01405576760641509,0.9980537147620607,1.0039020552901232,-0.0462550492258188,0.9537449507741812,z,Fz,0.0,1.0,1,0.9434920883151013,0.9058678920871789,0.9207640410358506,4-11,I,0.0,0.0,0.0,0.0,0.9208103762191675,6,4-10,I,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,21,380,382,3-5,3,0.00036608503127746883,0.12327821569294571,0.12327821569294527,0.015337384122496406,0.9978491267254584,1.004313332094906,-0.12314556641687036,0.8768544335831296,z,I,0.0,1.0,1,0.9461723828699528,0.9289587011069935,0.9459899751921792,5-9,Fz,0.0,0.0,0.0,0.0,0.9325015180719565,4,6-10,Fz,0.7142857142857143,1.0,0.8333333333333334,0.0
opened_later_half,c4,21,410,412,2-5,5,0.005862826845394853,0.14248129264152776,0.1424812926415279,0.38487057665234803,0.8899777215156119,1.2529557293384113,0.1344149002763129,1.1344149002763129,z,I,0.0,1.0,1,0.9413420624095673,0.9409669158266861,0.9446274171016507,3-5,Fx,0.0,0.0,1.0,0.0,0.9285283770639169,6,4-6,Fx,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.0
opened_later_half,c4,21,412,414,3-5,3,0.002884843490979616,0.21074054611953444,0.21074054611953483,0.4288742454894646,0.872047222323076,1.300978323984696,0.19679683188748925,1.1967968318874893,z,Fz,0.0,1.0,1,0.9360217585985646,0.9366872867739321,0.909924134444379,7-8,Fz,0.0,0.0,0.0,0.0,0.9207726256315589,5,4-6,Fx,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.0
opened_later_half,c4,21,418,420,5-8,5,4.787230968832275e-05,0.02181966362154917,0.021819663621542144,0.0023555077625776375,0.9997398491421995,1.0005204709469875,-0.02181682523482392,0.9781831747651761,z,Fz,0.0,1.0,1,0.9045234454513348,0.8130587483102473,0.885933518079647,4-6,I,0.0,0.0,0.0,0.0,0.9021662795907769,4,6-11,I,0.7142857142857143,1.0,1.0,0.0
opened_later_half,c4,21,444,446,3-5,3,3.606553466548035e-05,0.08123587816751772,0.08123587816751887,0.09077062774926797,0.9826167383576673,1.0355324921269018,0.08052671048208647,1.0805267104820864,z,Fz,0.0,1.0,1,0.9390906834152549,0.9581929033453888,0.9386185113929826,7-8,Fx,0.0,0.0,0.0,0.0,0.9377778465751249,5,6-8,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,21,470,472,1-6,1,3.774804514164454e-05,0.09718861753115662,0.09718861753115632,0.07696976120705774,0.9857585457990095,1.0289957415955109,0.09649408224300299,1.096494082243003,z,I,0.0,1.0,1,0.9375017792879442,0.9512920240615007,0.9650553154743395,6-7,Fx,0.0,0.0,0.0,0.0,0.9210815680939086,4,4-7,Fx,0.42857142857142855,1.0,0.8333333333333334,0.0
opened_later_half,c4,21,476,478,6-11,11,0.000836790874763016,0.016256358039638204,0.016256358039637656,0.04630805004727936,0.9922288372480729,1.0156942423859843,-0.016193069441286855,0.9838069305587132,z,I,0.0,1.0,1,0.8938399032641922,0.8536900814467328,0.906568347075972,0-8,I,0.0,0.0,0.0,0.0,0.8741834934817777,3,7-9,I,0.7142857142857143,0.8571428571428571,0.8333333333333334,0.0
opened_later_half,c4,22,262,264,0-2,2,0.0012954976007762964,0.033125580323966404,0.03312558032397007,0.04561559827264043,0.9923658668292469,1.015414856932317,0.032998895532833576,1.0329988955328335,z,I,0.0,1.0,1,0.9461552169327265,0.9182482334979687,0.9609243054827866,5-11,Fx,0.0,0.0,0.0,0.0,0.939615991207868,6,7-8,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,22,288,290,4-8,8,0.0031357490312160508,0.14069785182450942,0.14069785182450947,0.016597584253217133,0.9976451315129282,1.0047236266130297,-0.1405320917124451,0.8594679082875549,z,Fz,0.0,1.0,1,0.9158192662666353,0.9498133090883666,0.9230889240448932,8-9,I,0.0,0.0,1.0,0.0,0.7199165523369152,6,0-2,Fz,0.7142857142857143,0.8571428571428571,0.8333333333333334,0.0
opened_later_half,c4,22,312,314,1-8,8,0.00034167996096878817,0.0024466723444793005,0.0024466723444660707,0.023269921057713295,0.9965232727414789,1.0069837576841683,-0.002442415434999839,0.9975575845650002,z,Fz,0.0,1.0,1,0.907402290342445,0.89717900335348,0.9462123269272179,0-5,Fz,0.0,0.0,0.0,0.0,0.907402290342445,0,0-5,Fz,0.5714285714285714,0.5714285714285714,1.0,0.0
opened_later_half,c4,22,336,338,0-2,0,7.51208430809086e-05,0.09443429003727986,0.09443429003728003,0.09108169194140003,0.9825444240517854,1.03568355105656,0.09360645910595689,1.0936064591059569,z,I,0.0,1.0,1,0.9309638895250594,0.9136723548216763,0.8986081284498028,5-8,Fx,0.0,0.0,0.0,0.0,0.9309638895250594,0,5-8,Fx,0.5714285714285714,0.8571428571428571,1.0,0.0
opened_later_half,c4,22,344,346,1-8,8,0.004113920673009197,0.08039123038944214,0.08039123038944199,0.351821302048064,0.90271289139801,1.22007319810071,0.07638067602378586,1.076380676023786,z,I,0.0,1.0,1,0.9518822049669369,0.9299931710311924,0.9486044257046845,2-11,Fz,0.0,0.0,0.0,0.0,0.9232983086930193,4,3-9,Fx,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.0
opened_later_half,c4,22,366,368,5-10,10,9.97648682189052e-05,0.07440321997030554,0.07440321997030717,0.0022962459135172334,0.9997471144127001,1.000505931084746,-0.0743938116244712,0.9256061883755288,z,Fz,0.0,1.0,1,0.9458060036029922,0.9270815621781331,0.9318489243552661,2-8,Fz,0.0,0.0,0.0,0.0,0.9458060036029922,0,2-8,Fz,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,22,368,370,0-2,0,0.005438291672390516,0.15701857964373792,0.15701857964373808,0.32693460403944596,0.9119038378016168,1.1969610457114963,0.14994278264448435,1.1499427826444844,z,I,0.0,1.0,1,0.9564264698867306,0.956895779059792,0.9552391013797643,2-5,I,0.0,0.0,0.0,0.0,0.9492200830409198,6,4-10,Fx,0.42857142857142855,0.42857142857142855,0.5,0.0
opened_later_half,c4,22,382,384,10-11,10,0.0016024770596708704,0.09366805165255379,0.09366805165255225,0.10617702862082005,0.9789590954482308,1.0432072769195107,-0.09267738253776757,0.9073226174622324,z,I,0.0,1.0,1,0.8950760827649331,0.8649449909673415,0.8352801387306797,3-4,Fz,0.0,0.0,0.0,0.0,0.8799658728264113,5,0-5,Fz,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c4,22,406,408,0-10,10,0.00023820186816352062,0.024274494062989364,0.02427449406298634,0.0043950721443168595,0.9994780485212883,1.0010445843252012,-0.024268158182087253,0.9757318418179127,z,Fz,0.0,1.0,1,0.9398154654237747,0.8919694755443803,0.945732678017991,5-8,Fz,0.0,0.0,0.0,0.0,0.9337854492801994,1,5-8,Fz,0.5714285714285714,0.5714285714285714,1.0,0.0
opened_later_half,c4,22,436,438,4-8,4,0.0012305354815997926,0.3482467286708757,0.3482467286708758,0.5331989314273439,0.824664805490932,1.437931837663823,0.3162465349183018,1.3162465349183017,z,I,0.0,1.0,1,0.9114289516245215,0.9106996433344637,0.9097433421772027,7-11,I,0.0,0.0,0.0,0.0,0.9103326816193171,1,3-8,I,0.14285714285714285,0.5714285714285714,0.5,0.0
opened_later_half,c4,22,454,456,0-2,2,0.0003725315172845578,0.05915305556152406,0.05915305556152529,0.10495391185997345,0.9792550463156527,1.042583681693159,0.05853627633455318,1.0585362763345532,z,Fz,0.0,1.0,1,0.8920266050798378,0.9605776319716176,0.925484931861691,5-8,Fx,0.0,0.0,0.0,0.0,0.8920266050798378,0,5-8,Fx,0.7142857142857143,1.0,0.8333333333333334,0.0
opened_later_half,c4,22,480,482,4-8,8,1.4053973697303324e-05,0.022084277908268293,0.022084277908267665,0.023962003595433053,0.9964032370133659,1.0072259608340624,-0.022044526174994486,0.9779554738250055,z,I,0.0,1.0,1,0.9016426870464244,0.9235490444760154,0.9106958163642904,5-6,Fz,0.0,0.0,0.0,1.0,0.8929142406246859,3,3-5,I,0.7142857142857143,0.7142857142857143,1.0,0.0
opened_later_half,c4,22,486,488,0-2,2,1.099317684861989e-05,0.06935862493203634,0.06935862493203698,0.006597128406268662,0.9991758244115534,1.001650050460177,-0.06933003719773603,0.930669962802264,z,Fz,0.0,1.0,1,0.9364608922772502,0.9691994414966869,0.9438400997328801,3-5,Fz,0.0,0.0,0.0,1.0,0.42961115654472876,6,1-11,Fz,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.0
opened_later_half,c4,22,488,490,0-10,0,7.27195236293254e-06,0.0004777843733568472,0.0004777843735352188,0.001439272305255259,0.9998493144054218,1.0003014279613704,-0.00047774837456783303,0.9995222516254322,z,Fz,0.0,1.0,1,0.9347940612355943,0.9544020175594855,0.9564410657601536,5-8,I,0.0,0.0,0.0,0.0,0.44439501666807335,4,1-11,Fz,0.5714285714285714,0.8571428571428571,0.6666666666666666,0.0
opened_later_half,c4,23,250,252,7-11,7,0.00024033558787445175,0.1069138728293325,0.10691387282933186,0.00781194640627677,0.999002381495404,1.001997727101884,-0.10686052989307078,0.8931394701069292,z,Fz,0.0,1.0,1,0.9432587389798787,0.909786099579278,0.9550246975966058,3-9,I,0.0,0.0,0.0,0.0,0.9206981938094548,4,3-7,I,0.5714285714285714,0.7142857142857143,1.0,0.0
opened_later_half,c4,23,272,274,2-9,9,0.0010805349413006565,0.03364324950264168,0.033643249502644086,0.026483170283749777,0.9959606304546001,1.008119662237253,-0.03357523198744613,0.9664247680125538,z,Fz,0.0,1.0,1,0.9176069149559976,0.9462449042912463,0.924877231095756,2-8,I,0.0,0.0,0.0,0.0,0.8974104754643187,1,2-8,I,0.5714285714285714,0.5714285714285714,1.0,0.0
opened_later_half,c4,23,296,298,3-9,9,3.1873635197594147e-06,0.0010008149402322857,0.001000814940240637,0.0036833907345188055,0.9995717266891007,1.0008570053239851,-0.001000600606125757,0.9989993993938743,z,I,0.0,1.0,1,0.9506001955545432,0.9380591819565106,0.9420632223284048,4-5,Fz,0.0,0.0,0.0,0.0,0.9506001955545432,0,4-5,Fz,0.2857142857142857,0.7142857142857143,1.0,0.0
opened_later_half,c4,23,320,322,1-10,1,3.709985662961324e-05,0.003403829157022605,0.0034038291570194184,0.032617423506797846,0.9948511127058266,1.0103643253605459,0.0033950548816556302,1.0033950548816557,z,Fz,0.0,1.0,1,0.9450930268813879,0.9367963042556621,0.9375348103019363,4-9,Fx,0.0,0.0,0.0,0.0,0.9450930268813879,0,4-9,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,23,326,328,3-9,3,0.0029881161638116716,0.07952292628633338,0.07952292628633292,0.2759803981619656,0.9296838336398767,1.1536896795931957,0.07667609598605762,1.0766760959860577,z,I,0.0,1.0,1,0.9543251933722074,0.946438185896945,0.9071474871815959,3-8,Fx,0.0,0.0,1.0,0.0,0.9329214113564955,4,3-8,Fx,0.8571428571428571,1.0,1.0,0.0
opened_later_half,c4,23,336,338,2-9,9,3.275854551828563e-06,0.013199458892626501,0.013199458892624536,0.0004097856653768982,0.9999620831879645,1.0000758372183916,-0.013199208649551507,0.9868007913504485,z,I,0.0,1.0,1,0.9546657269260429,0.9340950271252247,0.9162502588107946,7-8,Fz,0.0,0.0,0.0,0.0,0.9416251720551548,4,8-11,I,0.42857142857142855,0.7142857142857143,1.0,0.0
opened_later_half,c4,23,354,356,6-7,7,1.4075385354613782e-05,0.008083255552803531,0.008083255552811036,0.0009105192318302028,0.9999090487980126,1.0001819230857825,-0.008082887953548197,0.9919171120464518,z,Fz,0.0,1.0,1,0.9173046362258636,0.9256837610491285,0.9654471311239939,8-11,Fz,0.0,0.0,0.0,0.0,0.9173046362258636,0,8-11,Fz,0.42857142857142855,0.5714285714285714,1.0,0.0
opened_later_half,c4,23,360,362,1-2,1,0.0018137435699063786,0.11650225551566895,0.11650225551566919,0.16698193614853638,0.963123398407233,1.077253485976244,0.1143339744088906,1.1143339744088907,z,I,0.0,1.0,1,0.9398187705781464,0.9478321390284583,0.9395385328617899,1-10,Fx,0.0,0.0,1.0,0.0,0.9288496930551928,1,1-10,Fx,0.8571428571428571,1.0,1.0,0.0
opened_later_half,c4,23,384,386,1-10,1,0.0003494075284997608,0.06247629342987131,0.06247629342987023,0.04306493160474446,0.9928667585639074,1.014394417229387,0.0622530653900084,1.0622530653900084,z,I,0.0,1.0,1,0.935132993068514,0.958466599678994,0.9566107619307915,5-8,Fx,0.0,0.0,0.0,0.0,0.935132993068514,0,5-8,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,23,422,424,3-9,3,0.00020700392916224442,0.04482702045798518,0.04482702045798728,0.009690588045330923,0.9987262752151328,1.002551509640371,-0.04479846271791985,0.9552015372820801,z,Fz,0.0,1.0,1,0.9159817529273345,0.9352171918910069,0.9502699030722345,10-11,Fz,0.0,0.0,0.0,0.0,0.9159817529273345,0,10-11,Fz,0.2857142857142857,0.7142857142857143,1.0,0.0
opened_later_half,c4,23,432,434,2-9,9,1.3047663348253469e-05,0.007413763568589713,0.007413763568579357,0.006282253193521282,0.9992200559258417,1.0015614098792052,0.0074108718441422755,1.0074108718441424,z,I,0.0,1.0,1,0.9382596973319833,0.9345921721286545,0.9460250315897099,3-11,Fx,0.0,0.0,0.0,0.0,0.9340484267300969,5,0-4,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c4,23,456,458,1-2,1,0.0015607488268954417,0.023537211423695508,0.023537211423690932,0.06524550111746137,0.9883204946727059,1.0237032282834868,0.02339935622823918,1.023399356228239,z,Fz,0.0,1.0,1,0.9442035050684211,0.9116301916686061,0.9370878100841515,4-5,Fx,0.0,0.0,0.0,0.0,0.734946974646627,2,6-8,Fx,0.42857142857142855,1.0,0.6666666666666666,0.0
opened_later_half,c4,23,474,476,7-11,7,0.0005445255796117376,0.061959672395623236,0.06195967239562117,0.06185029710505987,0.989042907765203,1.022216963314716,0.0616192885003492,1.0616192885003493,z,Fz,0.0,1.0,1,0.9390356641201578,0.9478097475004874,0.9492250688178187,6-8,Fx,0.0,0.0,0.0,1.0,0.9213025848775827,4,8-10,Fx,0.5714285714285714,1.0,1.0,0.0
opened_later_half,c4,23,480,482,1-10,1,5.346645369264146e-07,0.02533214343470998,0.025332143434715772,0.009263299540005862,0.9987898561599301,1.0024239523453393,0.025316811026039953,1.02531681102604,z,I,0.0,1.0,1,0.9347317943115196,0.9334148437628857,0.9365379819386087,0-8,Fx,0.0,0.0,0.0,0.0,0.9275055246889454,1,2-8,Fx,0.42857142857142855,1.0,1.0,0.0
opened_later_half,c4,23,482,484,6-7,7,0.00016377214024707737,0.014687462076567268,0.014687462076565742,0.00811566042112165,0.9989583655452879,1.0020859836759102,-0.014679810600260653,0.9853201893997393,z,Fz,0.0,1.0,1,0.9233713554887845,0.9122650829716612,0.9294655413265852,2-8,I,0.0,0.0,0.0,0.0,0.9233713554887845,0,2-8,I,0.42857142857142855,0.8571428571428571,1.0,0.0
