archive,phase,ara_x,n_seeds,median_angle_deg,ci_low,ci_high,median_signed_angle_deg,median_wrong_phase_angle_deg,median_mean_robustness_angle_deg,nearest_landmark,nearest_landmark_angle,target_error_deg,inside_target_band,minimum_parent_norm,minimum_child_norm
greedy,A,0.2,97,84.99122223046726,63.454227637388215,105.98989128755834,0.12328279400248382,55.710283489968674,89.7537680939558,perpendicular,90.0,12.991222230467258,0,0.00026839300854869996,0.00010343503390876882
greedy,A,0.4,97,86.15291860483413,60.93124806655165,113.03835335679183,3.442075230732314,96.81099119069795,85.92031733004691,perpendicular,90.0,14.152918604834127,0,0.0003331626030262018,9.116782931986016e-05
greedy,A,0.6,97,83.41525577226344,68.73450384595502,93.8772468215899,-3.248001258919844,85.39369739120185,102.1984510218133,perpendicular,90.0,11.415255772263436,0,0.0004976982070765035,2.48484678907231e-05
greedy,A,0.8,97,83.93182689387407,75.02054981652978,94.63729002763941,-4.153348267152651,82.51899165273196,96.4298744718429,perpendicular,90.0,11.931826893874074,0,0.0007936043990488474,4.7019846954159866e-05
greedy,A,1.0,97,81.87457925182206,76.48886326138665,88.97559466538134,-6.912713152994533,82.51519190616351,91.37578185031994,perpendicular,90.0,9.874579251822055,0,0.0009421604732035345,5.6346997310628686e-05
greedy,A,1.2,97,82.80748699948272,76.77633658540665,87.72145747132195,-6.841893805958215,81.9987555805231,89.62042369415194,perpendicular,90.0,10.80748699948272,0,0.0011180368877361036,0.00022283915317939832
greedy,A,1.4,97,81.63099850114176,76.64982167615456,87.43794463180892,-8.143524927672265,81.40080374270131,88.40966806567246,perpendicular,90.0,9.630998501141761,0,0.0012959351831111333,0.0002756716264534911
greedy,A,1.6,97,81.01183904661765,76.30952623425026,87.12775884175433,-2.3930693476708402,81.1566971414989,78.61453680658738,perpendicular,90.0,9.011839046617652,0,0.0014947556001364286,0.0003306035579919938
greedy,A,1.8,97,77.43775025435784,67.97736463155721,82.30928805273656,-1.2236737145482244,77.82621315326185,78.8294653630661,pentagon edge,72.0,5.437750254357837,1,0.0016551301263947344,0.000523870611312664
greedy,B,0.2,97,53.299954477633655,39.74002068199515,89.41600095052225,8.572062566842003,96.30546933523388,73.3128907994034,hexagon edge,60.0,18.700045522366345,0,0.00038721780608661475,4.1195981850622346e-05
greedy,B,0.4,97,90.03752450788171,49.21586708770355,122.51083266868515,0.5982557393163638,87.2726288182519,70.79810054536293,perpendicular,90.0,18.037524507881713,0,0.0007889051406682559,0.0002597256541543581
greedy,B,0.6,97,86.12373885332563,67.40413971854979,100.0313597766044,-5.205812406396974,83.3497314831763,79.53236101464006,perpendicular,90.0,14.123738853325634,0,0.0012051713952135653,0.00012599975255739014
greedy,B,0.8,97,85.08557273379816,73.28340160414433,92.42923030481845,-3.7055291281305416,85.97753922101818,74.92128553493424,perpendicular,90.0,13.085572733798159,0,0.0012736607291159927,8.753411200113744e-05
greedy,B,1.0,97,83.54848086297547,72.64955657140335,87.85422464267259,-5.600720105687814,82.49477354076737,83.55449759653459,perpendicular,90.0,11.548480862975467,0,0.0012880084157055605,7.200041178878736e-05
greedy,B,1.2,97,82.64290090840353,72.93534352648788,87.39304746067465,-7.605229901896526,83.79042752972592,83.38103354593318,perpendicular,90.0,10.642900908403533,0,0.001246055731650166,8.722580180782472e-05
greedy,B,1.4,97,83.18254503197295,77.45030640593372,86.88811533333755,-9.449548161486854,81.27250171606366,78.49028027833631,perpendicular,90.0,11.18254503197295,0,0.0011300335370456997,7.98550093603668e-05
greedy,B,1.6,97,81.89125157689523,76.14178672357593,85.82748286470947,-5.550100455098354,81.60881979294544,84.14515664456967,perpendicular,90.0,9.891251576895229,0,0.0010733578487775893,0.00022913691524544498
greedy,B,1.8,97,77.28506461669204,69.87981099714432,82.6926558268729,-0.24521013149563448,77.16835971497112,75.20250682226066,pentagon edge,72.0,5.28506461669204,1,0.0015811722975343338,0.00044491450474673695
landmax,A,0.2,93,73.4225604482135,61.035804814010774,103.67712108679734,-0.6888523747426867,78.24322485713829,90.6716522697874,pentagon edge,72.0,1.4225604482135026,1,0.00020071389690844634,0.00010467269060407865
landmax,A,0.4,94,61.466121798549395,48.338763755479675,100.5904388506903,4.275567485893491,86.46355120210272,80.49951748462216,hexagon edge,60.0,10.533878201450605,0,0.0007069087209974814,0.00026384039588697543
landmax,A,0.6,96,81.32381535198861,70.01580693655846,89.97073784136565,-7.163851747005166,76.43077060313405,72.88375139340626,perpendicular,90.0,9.323815351988614,0,0.001036566971214321,0.00028741148199706856
landmax,A,0.8,96,81.00617690985882,76.41625509898189,85.27701784790511,-11.705519008681382,79.67890023431511,77.47196714764087,perpendicular,90.0,9.006176909858823,0,0.0015434336924596622,0.0001270635004956787
landmax,A,1.0,96,82.12568606908448,76.178073464929,84.17994126134622,-12.011148880987452,82.49193823566536,72.005343935564,perpendicular,90.0,10.12568606908448,0,0.0015816309179351113,0.00014271345745066439
landmax,A,1.2,96,81.98538040570452,77.09361060781544,84.14346591463156,-10.376173988524636,81.63093792919142,72.64367462628677,perpendicular,90.0,9.985380405704518,0,0.001807721998045358,0.00014959273414500473
landmax,A,1.4,96,80.26276109306471,78.33897209939528,83.66158397964158,-9.134533944699111,81.55155132630972,79.08348339094005,pentagon edge,72.0,8.26276109306471,0,0.0016195193362096136,0.00017450303480945215
landmax,A,1.6,96,80.26210578681378,76.22065741419516,82.83711930726834,-13.84977553177501,80.87877153719378,74.27286308693115,pentagon edge,72.0,8.262105786813777,0,0.0016196642243223338,0.00011615461149611943
