base_id,family,shots,time,true_rx,true_ry,true_rz,observed_xx,observed_xy,observed_xz,estimated_rx,estimated_ry,estimated_rz,true_radius,estimated_radius
T0000,U,128,3.5,0.010238048591609279,-0.9999475898071037,0.0,1.171875,2.0,0.984375,-0.16937113484345634,-0.9854320572710187,0.015397375894859667,1.0,1.0
T0000,U,128,3.5625,0.09442995113472635,-0.9955315084560072,0.0,1.046875,2.0,1.0,-0.04682358629858615,-0.9989031743698379,0.0,1.0,0.9999999999999999
T0000,U,128,3.625,0.17795066652706582,-0.9840394099234914,0.0,0.84375,2.0,1.125,0.15321285325897388,-0.9805622608574329,-0.12257028260717912,1.0,1.0
T0000,U,128,3.6875,0.2602065480461484,-0.9655529774973031,0.0,0.765625,1.96875,1.0,0.234375,-0.96875,0.0,0.9999999999999999,0.9966986521135663
T0000,U,128,3.75,0.340612939128159,-0.9402036086393611,0.0,0.59375,1.953125,0.953125,0.3916977722716099,-0.918983234944931,0.04519589680057037,0.9999999999999999,1.0
T0000,U,128,3.8125,0.4185983289771472,-0.9081714810417358,0.0,0.5,1.890625,1.046875,0.48902002874119793,-0.8710669261952588,-0.04584562769448731,0.9999999999999999,1.0
T0000,U,128,3.875,0.49360841473701667,-0.8696842719635727,0.0,0.421875,1.921875,0.953125,0.5307967737890164,-0.8464056663122151,0.043037576253163484,1.0,1.0
T0000,U,128,3.9375,0.565110041353299,-0.8250155399516258,0.0,0.625,1.765625,0.9375,0.375,-0.765625,0.0625,1.0,0.8548174604118707
T0000,U,128,4.0,0.6325949911210393,-0.774482780446778,0.0,0.25,1.8125,1.03125,0.6780093862574119,-0.7345101684455296,-0.02825039109405883,1.0,1.0
T0000,T2,128,0.0,1.0,0.0,0.0,0.0,0.96875,1.03125,0.9990248656871403,0.031219527052723135,-0.031219527052723135,1.0,1.0
T0000,T2,128,0.0625,0.9396355888133009,0.0,0.0,0.09375,1.03125,0.796875,0.90625,-0.03125,0.203125,0.9396355888133009,0.9292606688249535
T0000,T2,128,0.125,0.8829150397645188,0.0,0.0,0.171875,0.859375,0.953125,0.828125,0.140625,0.046875,0.8829150397645188,0.8412869141232378
T0000,T2,128,0.1875,0.8296183932612525,0.0,0.0,0.140625,1.109375,1.0625,0.859375,-0.109375,-0.0625,0.8296183932612525,0.868558881855456
T0000,T2,128,0.25,0.7795389674423817,0.0,0.0,0.140625,0.953125,0.953125,0.859375,0.046875,0.046875,0.7795389674423817,0.8619280259250188
