base_id,family,shots,time,true_rx,true_ry,true_rz,observed_xx,observed_xy,observed_xz,estimated_rx,estimated_ry,estimated_rz,true_radius,estimated_radius
T0000,U,128,1.9375,-0.8641783423394203,0.5031856443018736,0.0,1.84375,0.5625,1.109375,-0.84375,0.4375,-0.109375,1.0,0.956704344677602
T0000,U,128,2.0,-0.903491834805672,0.42860530145984,0.0,1.96875,0.546875,0.953125,-0.9049407535096375,0.4232787395448305,0.04378745581498246,1.0,1.0
T0000,U,128,2.0625,-0.9363835076790186,0.35097852718754363,0.0,1.890625,0.5625,0.96875,-0.890625,0.4375,0.03125,1.0,0.9927717276015671
T0000,U,128,2.125,-0.9626195742431176,0.270857075381093,0.0,1.96875,0.84375,1.09375,-0.96875,0.15625,-0.09375,1.0,0.9857381434742191
T0000,U,128,2.1875,-0.9820135543552478,0.18881043155125923,0.0,1.96875,0.703125,1.109375,-0.9505893552096476,0.29130964111263397,-0.10732460462044409,1.0,0.9999999999999999
T0000,U,128,2.25,-0.9944275999058075,0.10542176504676443,0.0,1.984375,0.9375,0.90625,-0.984375,0.0625,0.09375,1.0,0.9908024289054806
T0000,U,128,2.3125,-0.9997734746121071,0.021283784015877744,0.0,2.0,0.953125,0.9375,-0.9969621413492434,0.04673260037574579,0.062310133834327715,1.0,0.9999999999999999
T0000,U,128,2.375,-0.9980131811822975,-0.06300547743165301,0.0,2.0,0.921875,1.046875,-0.9958752705431634,0.07780275551118464,-0.046681653306710785,0.9999999999999999,1.0
T0000,U,128,2.4375,-0.9891592313916948,-0.14684690991843002,0.0,1.96875,1.0,0.953125,-0.96875,0.0,0.046875,1.0,0.9698834095524059
T0000,U,128,2.5,-0.9732745571518554,-0.22964458713599095,0.0,1.96875,1.1875,0.96875,-0.96875,-0.1875,0.03125,1.0,0.9872230624332071
T0000,U,128,2.5625,-0.9504720632045052,-0.31081000155685345,0.0,1.953125,1.21875,1.109375,-0.953125,-0.21875,-0.109375,1.0,0.9840029058646118
T0000,U,128,2.625,-0.9209138246196746,-0.38976624741550314,0.0,1.890625,1.359375,0.953125,-0.890625,-0.359375,0.046875,1.0,0.9615407151415898
T0000,U,128,2.6875,-0.8848099348020452,-0.4659521212266349,0.0,1.890625,1.453125,0.9375,-0.8895397979398394,-0.4525728796536025,0.06242384546946241,1.0,0.9999999999999999
T0000,U,128,2.75,-0.84241701219362,-0.5388261106950686,0.0,1.921875,1.421875,1.0,-0.9093078989577119,-0.4161239537603088,0.0,1.0,1.0
T0000,U,128,2.8125,-0.7940363762867512,-0.607870243665048,0.0,1.75,1.640625,1.09375,-0.75,-0.640625,-0.09375,1.0,0.9908024289054806
T0000,U,128,2.875,-0.7400119059120096,-0.6725937697514563,0.0,1.875,1.609375,1.0625,-0.8192003637919159,-0.5705145390693699,-0.058514311699422554,1.0,1.0
T0000,U,128,2.9375,-0.6807275950237225,-0.732536648484715,0.0,1.65625,1.8125,0.984375,-0.62826680363486,-0.7778541378336361,0.014958733419877617,1.0,1.0
T0000,U,128,3.0,-0.6166048233561021,-0.7872728191764212,0.0,1.640625,1.796875,0.953125,-0.6258994925580564,-0.7785579053770946,0.045797523845711445,1.0,0.9999999999999999
T0000,U,128,3.0625,-0.5480993613495492,-0.8364132292642293,0.0,1.625,1.765625,1.046875,-0.625,-0.765625,-0.046875,1.0,0.9894462624367227
T0000,U,128,3.125,-0.47569813063543476,-0.8796085996111866,0.0,1.625,1.90625,0.90625,-0.565685424949238,-0.8202438661763951,0.0848528137423857,1.0,0.9999999999999999
T0000,U,128,3.1875,-0.39991574310513284,-0.9165519071043764,0.0,1.375,1.875,0.984375,-0.375,-0.875,0.015625,1.0,0.9520998585363827
T0000,U,128,3.25,-0.32129084316282136,-0.9469805669071163,0.0,1.40625,1.96875,1.0625,-0.38604401609572414,-0.9205664999205729,-0.059391387091649865,1.0,1.0
T0000,U,128,3.3125,-0.2403822791605164,-0.9706782988537426,0.0,1.203125,1.984375,1.0625,-0.20170195433431512,-0.9774787017739887,-0.06206213979517388,1.0,1.0
T0000,U,128,3.375,-0.15776513122791821,-0.9874766647210645,0.0,1.234375,1.984375,1.046875,-0.23137240669137377,-0.9717641081037699,-0.046274481338274755,1.0,1.0
T0000,U,128,3.4375,-0.0740266237303887,-0.997256265449899,0.0,1.046875,2.0,0.875,-0.046462792393450504,-0.9912062377269442,0.12390077971586802,0.9999999999999999,1.0000000000000002
