split,branch,seed,source_time,origin_time,shared_node,source_other_node,child_other_node,source_pair,child_pair,closing_pair_1p5,open_edge_control,weight,q28_residual_fraction,exact_1p5_error,exact_3p5_composite_error,seed_error,time_error,open_edge_error,exact_beta,exact_flip
development,c2,62,226,228,2,8,3,2-8,2-3,3-8,6-8,2.1626360945190687e-06,0.0025841382658889768,0.9999388448468733,0.002583980232517626,0.9987548009600717,0.9991198937409692,0.9997102507908655,0.00012762338026628368,I
development,c2,63,34,36,5,1,4,1-5,4-5,1-4,1-7,0.005362956081785608,0.035286420591745984,0.9906160191178514,0.03495529349551359,0.9925765867803807,0.9907563470656541,0.9910761539597841,0.036492218542633174,I
development,c2,64,42,44,3,2,4,2-3,3-4,2-4,2-5,0.0034790765187087125,0.03997428496859779,0.9779844409749996,0.03909422873838944,0.9039169467584013,0.9294419582565162,0.9858528265837733,0.03445532617933556,I
development,c2,64,178,180,9,3,10,3-9,9-10,3-10,2-3,0.0008974494601014515,0.09771469170810397,0.9948166777030332,0.09720820496783211,0.9919057156094818,0.9891838518012542,0.9940907356114455,0.010741283025584891,Fz
development,c2,65,180,182,4,8,3,4-8,3-4,3-8,5-8,0.002544178930011576,0.10235913799686255,0.9882191375239026,0.10115325906894963,0.9697671870804864,0.9633185525919828,0.9807249766996359,0.021723073744649758,I
development,c2,66,176,178,6,2,7,2-6,6-7,2-7,2-11,0.0011341705357249543,0.08806730708552299,0.995265023506603,0.08765031045663625,0.9868767964028876,0.9785298347678532,0.9851014469762913,0.009481089892264856,Fz
development,c2,67,238,240,5,1,6,1-5,5-6,1-6,0-1,7.043019926517013e-05,0.04045240529167857,0.9988462090570261,0.04040573167283152,0.9723823285019422,0.9985286710235382,0.997456239820081,0.002478418259418894,I
development,c2,68,80,82,2,4,1,2-4,1-2,1-4,4-9,0.0008340867047534894,0.035818520761966496,0.9907720615746352,0.035487989657887416,0.964854287607957,0.9889106667053548,0.9958028344414752,0.015730525610569136,I
development,c2,69,212,214,10,1,11,1-10,10-11,1-11,1-3,0.001176865831704843,0.049220015974590095,0.9650428658544788,0.047499425273521655,0.9917817514194517,0.9822930593118206,0.9946245204241396,0.01127904566456565,Fz
development,c2,70,140,142,7,9,8,7-9,7-8,8-9,4-9,9.575158502751928e-10,0.001757289771993241,0.9999285956245021,0.001757164293814503,0.9895232545165669,0.9996279522887713,0.9999880208107348,0.0001224985570581074,Fx
development,c2,72,6,8,9,10,2,9-10,2-9,2-10,1-10,3.342496864763325e-08,0.0019118406856787954,0.9999983486312407,0.0019118375285248142,0.9999983836018914,0.998601237718103,0.9999982940833033,6.15621224979328e-05,Fz
development,c2,74,8,10,6,2,11,2-6,6-11,2-11,2-3,1.5840979352942097e-06,0.005186474515285614,0.9991755866131252,0.0051821987162645276,0.9874997038883665,0.9996959830920125,0.9997314354091863,0.000276415770796761,I
development,c2,75,238,240,9,4,8,4-9,8-9,4-8,4-7,0.0006944062769431714,0.04052358214105217,0.9696564762700981,0.03929395386473453,0.981863979815245,0.960769203107593,0.9910843387128454,0.012231910490693386,Fz
development,c2,77,220,222,8,1,7,1-8,7-8,1-7,1-4,0.009541759155009544,0.05748801465050668,0.9726205976635273,0.05591402716786542,0.9552303543525912,0.9608265175912982,0.9472414506580288,0.014839470592631035,Fx
development,c2,78,116,118,4,2,3,2-4,3-4,2-3,0-2,3.3141717617845667e-07,0.0015394634160525223,0.9999923089268822,0.0015394515759268273,0.9940734519907094,0.9999850919093125,0.9999944259710415,2.2952557163044935e-05,Fx
development,c2,79,112,114,6,0,7,0-6,6-7,0-7,0-8,0.0013103619128025656,0.11306735844877475,0.9902698864770687,0.1119672002153302,0.9892162034993571,0.9892081521175576,0.9900930003222939,0.051961067716803984,Fz
development,c2,80,194,196,5,3,6,3-5,5-6,3-6,3-7,0.0002055074855675798,0.06084598005536012,0.9875267465557626,0.060087032725066596,0.9872281326990601,0.979886782731611,0.9922574944130022,0.01126934993959741,Fx
development,c2,81,186,188,10,8,11,8-10,10-11,8-11,7-8,0.00010596912165843075,0.05536145382227906,0.997787051977893,0.05523894180254208,0.9954377950026834,0.9934475144732364,0.9955779401556252,0.004739092590777646,I
development,c2,83,116,118,9,11,10,9-11,9-10,10-11,0-11,2.844046676296185e-07,0.0010047496382743141,0.9999837601639397,0.001004733321304907,0.9983590986272407,0.9999580263292587,0.9999739224813632,0.00010598477451380558,Fx
development,c2,85,50,52,7,0,8,0-7,7-8,0-8,0-10,4.6998873413787637e-07,0.010373472247426213,0.9985707773912795,0.010358646246359257,0.9952499698891617,0.9976174863827019,0.9996909848428059,0.00014049128610584737,Fz
development,c2,86,92,94,4,5,3,4-5,3-4,3-5,5-10,0.0001266940626657581,0.005675209612234322,0.9993927384510656,0.005671763275654669,0.9774738907741648,0.9997794964410474,0.999411135287243,0.0020629060330983793,Fz
development,c2,87,138,140,10,1,11,1-10,10-11,1-11,1-5,4.439804562475849e-06,0.01581964930428376,0.9992109080189556,0.015807166145874817,0.9171167241642493,0.9964029999927079,0.9986326581604438,0.00019242461146999618,Fx
