split,branch,seed,source_time,origin_time,shared_node,source_other_node,child_other_node,source_pair,child_pair,closing_pair_1p5,open_edge_control,weight,q28_residual_fraction,exact_1p5_error,exact_3p5_composite_error,seed_error,time_error,open_edge_error,exact_beta,exact_flip
opened_later_half,c2,1,422,424,4,0,3,0-4,3-4,0-3,0-8,0.0012922098880163713,0.19115578725949584,0.989373220287535,0.18912441681752637,0.9784456203725489,0.9731358119744625,0.9711664813723698,0.015712896198635067,Fz
opened_later_half,c2,4,296,298,5,10,4,5-10,4-5,4-10,10-11,0.0005063060364225436,0.026016284906655588,0.9846351779988721,0.025616549319934196,0.9813624407124698,0.9897722058592542,0.9903372645565631,0.004820634444076038,Fx
opened_later_half,c2,4,410,412,8,11,9,8-11,8-9,9-11,10-11,0.00019374374660463545,0.031574091231032,0.9993817817097322,0.03155457155033439,0.9877063512150004,0.9979790714078622,0.9994341660163512,0.0089059851167265,I
opened_later_half,c2,6,422,424,4,7,3,4-7,3-4,3-7,0-7,0.0013014815871462138,0.31116434189385433,0.9951719050524473,0.30966201090689804,0.9925993258776905,0.999614531246645,0.9998069061402604,0.1278067052307207,I
opened_later_half,c2,7,432,434,0,8,1,0-8,0-1,1-8,6-8,0.0016352454231882696,0.17508123066482126,0.9860549410010684,0.17263971257359478,0.9795757479745459,0.9605403869539507,0.9767731403421241,0.016546375270978783,Fx
opened_later_half,c2,8,416,418,4,11,3,4-11,3-4,3-11,6-11,3.39469545280191e-05,0.14409756381772929,0.9877726383679711,0.14233563079463554,0.9909054150155531,0.9851778074331866,0.9945356310433633,0.03084277373496723,Fz
opened_later_half,c2,9,430,432,2,0,3,0-2,2-3,0-3,0-9,0.002248276414011263,0.1928596367575332,0.9847795152295866,0.18992421959343772,0.9625608266093492,0.9932103209183535,0.9913288758054937,0.17419819881107843,Fz
opened_later_half,c2,9,472,474,10,4,11,4-10,10-11,4-11,0-4,6.590025268773947e-05,0.016402199968770827,0.9991683676740863,0.016388559369060696,0.9981817250523009,0.9973754363253063,0.999284679459341,0.0012617307216168942,Fz
opened_later_half,c2,11,412,414,9,11,10,9-11,9-10,10-11,1-11,0.00018084722867267589,0.007472057943975721,0.9673337670458713,0.007227973958531062,0.9789042785499862,0.9882397263979875,0.9388044326587862,0.002041697494765987,I
opened_later_half,c2,13,480,482,5,11,6,5-11,5-6,6-11,1-11,2.337191355024533e-05,0.01902967672314971,0.987239563159734,0.01878684973523328,0.9996538456556014,0.999628238475258,0.9045484927381988,0.00025065808201691383,Fx
opened_later_half,c2,16,296,298,2,8,1,2-8,1-2,1-8,6-8,9.720941699356556e-05,0.012630423454689328,0.998997652412542,0.012617763380210947,0.9989285332973094,0.9984426570897281,0.9994243160768843,0.003755792364450057,Fz
opened_later_half,c2,19,368,370,4,6,3,4-6,3-4,3-6,6-8,9.127631894020882e-05,0.05928210873800841,0.9987295144146117,0.05920679167338535,0.9945615985905928,0.9978312389535813,0.9976583132440554,0.001780582800172105,Fx
opened_later_half,c2,21,394,396,2,7,3,2-7,2-3,3-7,5-7,0.00037098934519252946,0.10491725621676692,0.9896700465542797,0.10383346584439501,0.9890705129873295,0.9883573926657095,0.9935042875643904,0.045230197807238574,I
opened_later_half,c2,22,324,326,7,3,8,3-7,7-8,3-8,3-4,8.69324921916716e-06,0.020880898218047023,0.9888081604430147,0.0206472025553849,0.9997145143107566,0.9402039194462714,0.9948299153035641,0.00016251351457140166,Fx
opened_later_half,c2,22,428,430,5,2,6,2-5,5-6,2-6,2-11,0.0009079937204102551,0.014020599576872161,0.9272380362008775,0.013000433218017797,0.9967232328498545,0.9967320631175761,0.9907463556164038,0.0013686956377589466,Fz
opened_later_half,c2,22,452,454,9,3,8,3-9,8-9,3-8,3-10,0.004401594626691319,0.07732223247202594,0.9903469346970379,0.07657583591260265,0.9852865053220273,0.9834348611968505,0.9783020709377822,0.019655364700012917,Fz
opened_later_half,c2,23,370,372,6,11,7,6-11,6-7,7-11,1-11,0.0005481846522271683,0.04472898378871958,0.9852454897017995,0.04406902953678087,0.9888093328565731,0.9866055908490962,0.987724289171958,0.0056636173953771626,Fx
opened_later_half,c2,23,482,484,10,4,9,4-10,9-10,4-9,4-6,2.6213190452307328e-05,0.03988111809192503,0.9924172084785515,0.0395787078877917,0.9990232744075069,0.9970850784237946,0.95232083174014,0.0006163429649547281,Fx
opened_later_half,c2,24,338,340,4,2,3,2-4,3-4,2-3,2-6,5.01593715796384e-06,0.006137809625956071,0.9998450365325473,0.006136858489693868,0.9999504085943716,0.9910777964946715,0.9976733379191695,5.587203086883696e-05,Fx
opened_later_half,c2,24,380,382,2,4,3,2-4,2-3,3-4,4-8,0.004825784119386611,0.027604781447253885,0.9715664663576947,0.02681987996528491,0.9558860601855498,0.9839436301106688,0.9869712818592521,0.007744889291035734,Fx
opened_later_half,c2,24,456,458,9,7,8,7-9,8-9,7-8,1-7,0.0006338897626079754,0.0604864708646696,0.9954307310112084,0.06021009190910622,0.9971132579092683,0.995357218520924,0.9954559753605694,0.07747623421547185,Fz
opened_later_half,c2,25,424,426,5,4,6,4-5,5-6,4-6,0-4,0.00020443552363191841,0.14898110771796505,0.9929601615523931,0.14793230478788505,0.9780428170953841,0.9920482465178968,0.9924254320517043,0.013079016901558944,Fx
opened_later_half,c2,25,476,478,0,6,11,0-6,0-11,6-11,6-10,1.768448910804965e-05,0.0839931134896588,0.9987478202824316,0.08388793901653162,0.9996108659695883,0.9985676560486753,0.9956160357245185,0.009682731767529708,Fz
opened_later_half,c2,26,472,474,7,2,6,2-7,6-7,2-6,0-2,8.353765991613721e-05,0.11014057386833902,0.9936491898700519,0.10944109199609767,0.9939233700604252,0.9936397563190725,0.9978531697699782,0.01888532232365408,Fz
opened_later_half,c2,27,398,400,10,4,11,4-10,10-11,4-11,2-4,0.0007213945620212492,0.05000947262114926,0.9948536135707241,0.049752104549916534,0.9871431436214817,0.9825681942083152,0.9945405475954416,0.016002152141111895,Fz
opened_later_half,c2,28,308,310,8,7,9,7-8,8-9,7-9,5-7,9.490117671102916e-05,0.24426845549562812,0.9999040013729984,0.24424500605928073,0.9961985084243059,0.9857406858371284,0.9995772189547675,0.87027967793084,Fz
opened_later_half,c2,30,474,476,1,8,0,1-8,0-1,0-8,8-10,0.0001364359447768547,0.0004280452871721714,0.997019536474419,0.0004267695138064579,0.9933254643162431,0.9627646886786431,0.99525282832435,8.249333380483726e-05,I
opened_later_half,c2,31,272,274,7,0,8,0-7,7-8,0-8,0-2,1.3191111001148448e-05,0.005297729492714411,0.994662386783689,0.005269452261757658,0.9889937401622527,0.9979268721898761,0.987330888361968,0.0006820810456902876,I
opened_later_half,c2,33,320,322,6,4,7,4-6,6-7,4-7,4-8,8.849829106560847e-05,0.257396279362753,0.9723184685014884,0.25027115614797324,0.9605449980050736,0.9740892417585914,0.9885356588598344,0.03988739464045737,I
opened_later_half,c2,34,458,460,7,11,6,7-11,6-7,6-11,8-11,0.00011059360124634002,0.07860653676962047,0.9810783786539662,0.07711917364554263,0.9919270998865376,0.9871698921320561,0.9989755820398744,0.007861251618585398,I
opened_later_half,c2,37,338,340,10,0,11,0-10,10-11,0-11,0-8,0.0012180865406037356,0.010247812201542653,0.9762999129060613,0.010004938159843765,0.989179132065549,0.9842756789434137,0.9565863081542922,0.004074621094749901,Fz
opened_later_half,c2,38,422,424,0,5,11,0-5,0-11,5-11,5-6,3.7715656559383914e-05,0.031033546125013103,0.9992472882955248,0.031010186811613435,0.999660925054619,0.9971397379372254,0.9996136776692531,0.002847937702801712,I
opened_later_half,c2,39,268,270,7,10,8,7-10,7-8,8-10,6-10,0.00025722688416941406,0.04042221968871398,0.9486394687793148,0.03834611301238239,0.9508967100109751,0.9956624110249511,0.9800732877794156,0.0032268416235165286,Fz
opened_later_half,c2,41,290,292,0,4,1,0-4,0-1,1-4,4-7,0.0019394478550949223,0.06828058718446209,0.954680560835589,0.0651861492674456,0.974232935767126,0.9764807004912709,0.9630431467501132,0.01300588446670379,Fx
opened_later_half,c2,41,422,424,7,5,6,5-7,6-7,5-6,5-11,3.148299897051763e-07,0.012299263079219755,0.9999220996013662,0.012298304961722982,0.999484945477051,0.9969992434987631,0.9998229537002941,0.00024255276768912456,I
opened_later_half,c2,42,328,330,10,2,11,2-10,10-11,2-11,2-4,0.0016975679587494241,0.15490066032646718,0.9908451744688599,0.15348257180651997,0.9814549221484701,0.9894467138739981,0.9916392236711646,0.015887253538234305,Fz
opened_later_half,c2,44,436,438,3,9,2,3-9,2-3,2-9,8-9,8.261896691860726e-05,0.07677973462703007,0.986319908838727,0.07572938085799395,0.9957967713039264,0.9914107407667972,0.9828818823610013,0.025428594759979148,Fz
opened_later_half,c2,45,274,276,6,5,7,5-6,6-7,5-7,3-5,4.3007123936837643e-05,0.017226081356399216,0.9997653120726355,0.017222038603069072,0.9793812308187788,0.9941908926332732,0.9995645584881742,0.0035960525363962514,I
opened_later_half,c2,45,480,482,6,7,5,6-7,5-6,5-7,1-7,0.0006220792345819209,0.05457813716236224,0.9969210306877548,0.05441009275291982,0.9969844263837431,0.99453362034065,0.9958041534980688,0.007157432861287536,I
opened_later_half,c2,46,388,390,0,3,11,0-3,0-11,3-11,3-5,1.458898745386461e-06,0.016421458856794382,0.9998966910895042,0.016419762373771133,0.9998604210145369,0.999935383738814,0.999924180445859,9.752733250297542e-05,I
opened_later_half,c2,47,370,372,10,1,9,1-10,9-10,1-9,1-4,0.0013204244536856036,0.19311810633581014,0.9992644567760484,0.19297605962127246,0.9911266344758475,0.9950527868601433,0.9992108828488848,0.32172859787090696,I
opened_later_half,c2,48,250,252,6,2,7,2-6,6-7,2-7,2-9,2.1516867232864584e-05,0.030886526098501964,0.9991591337744248,0.030860554661880386,0.9993306786973505,0.98959262898709,0.9992267145547544,0.0050656265305220275,I
opened_later_half,c2,49,332,334,5,11,6,5-11,5-6,6-11,7-11,8.664455315046215e-06,0.003230731895296045,0.9998330347485925,0.0032301924753329165,0.9960379916876521,0.9966850521359636,0.9995887528880213,3.653580197486383e-05,Fx
opened_later_half,c2,49,438,440,6,0,5,0-6,5-6,0-5,0-4,0.0011745792522661058,0.0329503852761149,0.9967372690042194,0.032842877032751606,0.9980227319098716,0.9982074487481338,0.9978617156029651,0.29181841162122085,Fz
opened_later_half,c2,50,430,432,4,11,5,4-11,4-5,5-11,9-11,0.001404152592261454,0.13454674879775239,0.8841823641569982,0.11896386244163447,0.924355475603644,0.9688826220828739,0.9655096508275619,0.10269265969138344,Fz
opened_later_half,c2,52,402,404,3,7,2,3-7,2-3,2-7,7-8,0.00012006350118065612,0.08350103086349236,0.9864687745390327,0.08237115958865526,0.9866785653212625,0.9869169902618089,0.9921998366903002,0.006967071842019195,Fx
opened_later_half,c2,53,426,428,11,5,10,5-11,10-11,5-10,5-8,0.001545123051240438,0.12663391424303339,0.957660433709246,0.12127228923628282,0.9929993087754325,0.9902552536945801,0.9544977808344477,0.0124628566541883,Fy
opened_later_half,c2,54,354,356,0,1,11,0-1,0-11,1-11,1-4,0.0010612389510094578,0.08468842976671208,0.9953502662431515,0.0842946511160113,0.9971744527063887,0.9960174637622168,0.9957552131296789,0.04694776298778907,I
opened_later_half,c2,55,370,372,7,8,6,7-8,6-7,6-8,1-8,0.00022367038076609447,0.13456587799198558,0.9888186080740389,0.13306124417029613,0.9906640112100228,0.9915184895783731,0.989769273778973,0.051155644046666546,I
opened_later_half,c2,55,388,390,3,4,2,3-4,2-3,2-4,4-10,1.5844034053129558e-06,0.02077890485161113,0.9980950733383503,0.020739322561759414,0.9738930270390151,0.9564058542726827,0.9917109303068962,0.00018967392079041292,Fx
opened_later_half,c2,56,338,340,10,2,9,2-10,9-10,2-9,2-11,3.383231372159831e-05,2.4778809454270317e-05,0.9987402427622054,2.4747594169716367e-05,0.9999005510522522,0.9998492170731104,0.9958945527944592,5.847141043849262e-07,Fx
opened_later_half,c2,58,416,418,6,3,5,3-6,5-6,3-5,3-10,0.009666153303979463,0.018418308761455424,0.9660237461834835,0.017792523628105246,0.9571755836521295,0.97514710007079,0.9563283823098715,0.0049484847068135916,Fx
opened_later_half,c2,58,442,444,1,4,2,1-4,1-2,2-4,4-7,0.00020782502184329976,0.025418076640844455,0.9848050884432583,0.02503185121434434,0.9896058943455479,0.9938940003687736,0.9916938125916904,0.008359261210666914,Fz
opened_later_half,c2,58,444,446,11,10,0,10-11,0-11,0-10,6-10,4.637064439957754e-06,0.04047469235093515,0.9988518068178525,0.04042821958512829,0.9988644924868437,0.9988168060830391,0.9988373336047844,0.0005294884226817874,Fx
opened_later_half,c2,61,362,364,4,0,5,0-4,4-5,0-5,0-2,0.0003494077460165848,0.03927569523415119,0.9965797506599994,0.03914136256344852,0.9974280722768243,0.9928792378756546,0.9947294471832002,0.01757965423328739,Fz
opened_later_half,c2,61,430,432,11,8,0,8-11,0-11,0-8,8-9,0.00041437040341640863,0.2563712896897758,0.9727033673146998,0.24937321676405727,0.9567122197016542,0.9746676711695785,0.9841398787803692,0.04412052405646776,Fz
opened_later_half,c2,62,394,396,11,7,10,7-11,10-11,7-10,3-7,6.9830444144936e-05,0.016181014032139184,0.9945762394553952,0.01609325208665997,0.9993762437208175,0.9996503543129481,0.9902151765991531,0.0007476540808724161,I
opened_later_half,c2,63,406,408,6,7,5,6-7,5-6,5-7,3-7,0.0007833256391109877,0.17619177693217608,0.9813202552413144,0.17290055951050376,0.9713856398284911,0.9789744132651641,0.9928861978078252,0.05787106559272128,I
opened_later_half,c2,65,330,332,7,10,6,7-10,6-7,6-10,4-10,0.0013826413521621228,0.09193984467363124,0.997035503446645,0.09166728932098027,0.9982318916426914,0.9858474814747556,0.99589999574989,0.02611500137857096,Fz
opened_later_half,c2,65,348,350,3,6,2,3-6,2-3,2-6,1-6,1.974353221044934e-07,0.0035737853830643254,0.9999541445921832,0.0035736215056781356,0.9994978701741687,0.9972114499950863,0.989773607202801,4.442619660983822e-06,Fz
opened_later_half,c2,67,382,384,11,1,0,1-11,0-11,0-1,1-6,0.0005622555356571413,0.17077679757615485,0.976921828029261,0.16683558127308026,0.9705437734400502,0.9828019041046518,0.9823653169864776,0.017577596712803317,Fx
opened_later_half,c2,71,282,284,7,1,6,1-7,6-7,1-6,1-2,5.973358183086752e-08,0.006175355514279315,0.9960801910210195,0.006151149300286046,0.9972789219785307,0.9957531229872506,0.9962919466989458,0.0013927320214922024,I
opened_later_half,c2,71,288,290,0,8,11,0-8,0-11,8-11,7-8,2.04257596182262e-06,0.0005912223948956142,0.9998638424137581,0.0005911418954813931,0.9999549154889761,0.9999511320635622,0.9979588697091833,4.125584752145642e-06,Fx
opened_later_half,c2,71,288,290,10,5,9,5-10,9-10,5-9,5-8,6.886757024607282e-06,0.13756688219939514,0.9996461111284235,0.1375181988106873,0.9894490454620772,0.9842412628790566,0.9997488759780812,0.054746819047266866,Fz
opened_later_half,c2,71,390,392,11,9,0,9-11,0-11,0-9,2-9,0.0030656725588085187,0.046773545204717305,0.920263847704632,0.043044002680879684,0.9247238116403196,0.893269983144269,0.9675279987452263,0.03085763515414811,I
opened_later_half,c2,73,468,470,3,6,4,3-6,3-4,4-6,5-6,0.0036022278964153998,0.09218790214063699,0.8691358605228233,0.08012381165679636,0.9712932223045805,0.9650252120987511,0.9704315573925982,0.05277217805452717,Fz
opened_later_half,c2,76,268,270,0,9,11,0-9,0-11,9-11,4-9,3.4354656110353876e-08,0.003500985985768033,0.9999574735890098,0.0035008371013991314,0.9998565236503859,0.9996044525319626,0.999964520645541,0.00014583708459769187,I
opened_later_half,c2,76,368,370,1,4,2,1-4,1-2,2-4,4-9,5.987501272967629e-06,0.009403566697092353,0.9999304259726334,0.009402912453085626,0.9986118708261191,0.9998369998689596,0.9958818551546539,0.00017476894234826507,I
opened_later_half,c2,77,270,272,10,8,9,8-10,9-10,8-9,1-8,1.1171893837694973e-05,0.042507806780255376,0.9991928512432661,0.042473496656861204,0.9739443045095292,0.9998222000861915,0.9999346286507739,0.0024315214065444143,I
opened_later_half,c2,77,278,280,1,3,0,1-3,0-1,0-3,3-6,3.126093168939574e-07,0.002498568822364824,0.9998955609327433,0.0024983078741675395,0.9998433979725256,0.9998506815558988,0.9996840273532809,0.00011861428955865261,Fz
opened_later_half,c2,79,308,310,4,6,5,4-6,4-5,5-6,1-6,0.0006506253230438575,0.005732003373244237,0.9886275830842723,0.005666816641121346,0.9283457178950112,0.9867603990200585,0.992872138470763,0.002763171237369512,I
opened_later_half,c2,80,442,444,3,11,4,3-11,3-4,4-11,6-11,2.3183778108219755e-08,0.03536512939382784,0.9984184703772998,0.03530919839408088,0.9876194957453511,0.9533015414147157,0.9999092728690087,0.0016959864623528635,Fz
opened_later_half,c2,82,430,432,5,6,4,5-6,4-5,4-6,6-10,0.0034739788866473553,0.0849752700795177,0.9847494212212061,0.08367934802892073,0.9791911184908424,0.988199596434392,0.9799605784798546,0.05302902339371434,I
opened_later_half,c2,83,332,334,1,0,2,0-1,1-2,0-2,0-11,0.00012507955370790608,0.0029436634857710237,0.9987689501179333,0.0029400396891840212,0.9948865748703324,0.9890101897037961,0.999100073529422,0.008835856096650219,I
opened_later_half,c2,84,414,416,5,3,4,3-5,4-5,3-4,3-6,3.478553937081002e-06,0.018690467260232126,0.9997828438525918,0.018686408510368634,0.9931592520605408,0.9995481163804317,0.9996631033492555,0.0006995789965447246,I
opened_later_half,c2,86,282,284,4,11,5,4-11,4-5,5-11,2-11,0.0025911996807277404,0.0940770349819395,0.9870719534701821,0.09286080269630569,0.989984675872656,0.9205063151652614,0.9920601475728886,0.01399728393985015,Fx
opened_later_half,c2,88,254,256,3,7,2,3-7,2-3,2-7,0-7,7.377469604344378e-05,0.0009288825822015281,0.9998377533525661,0.0009287318741167061,0.9987726353911099,0.9983359437575449,0.9985596336288547,2.8899162178896352e-05,Fx
opened_later_half,c2,88,266,268,4,3,5,3-4,4-5,3-5,3-10,1.4915141861027159e-05,0.0045645724088222315,0.9828749461087628,0.004486403860330696,0.9916565850252675,0.976031884150528,0.9850324920164578,0.0015815252986767134,Fz
opened_later_half,c2,88,458,460,2,10,1,2-10,1-2,1-10,10-11,4.985320434453596e-07,0.05631794416479687,0.9987887841217851,0.056249730976596045,0.9946063376365731,0.9846875415083085,0.9883105097682756,0.0001521356394982201,Fx
opened_later_half,c2,93,362,364,5,0,4,0-5,4-5,0-4,0-2,0.0027851503823850265,0.16830612923601634,0.9902052734921847,0.16665761673056054,0.9700814844604208,0.9819604433508016,0.9892817835637842,0.018692848538627547,I
opened_later_half,c2,93,388,390,3,10,4,3-10,3-4,4-10,0-10,9.430717468755789e-07,0.012080362075190676,0.9985966247004198,0.012063408793444367,0.9990405249354067,0.9966388915527918,0.9792780381251225,0.000908704757339012,Fx
opened_later_half,c2,94,296,298,11,10,0,10-11,0-11,0-10,1-10,0.0004207976714227027,0.03782057299107842,0.9971268774411548,0.0377119098496293,0.9650817987097748,0.9870956787920485,0.9978503096221757,0.008507994634325233,Fz
opened_later_half,c2,95,488,490,7,5,8,5-7,7-8,5-8,4-5,0.00018288799860335936,0.04522439061310516,0.9985698766457892,0.04515971415590941,0.9987247159866953,0.9974312990238983,0.9985592809033154,0.021173229021921203,I
opened_later_half,c2,96,490,492,7,9,8,7-9,7-8,8-9,1-9,0.00031158855253876627,0.06282677448452759,0.9993815533035446,0.06278791947339868,0.9987770484882347,0.9977155716183959,0.9990233351727198,0.0484432049389248,I
opened_later_half,c2,97,282,284,11,8,0,8-11,0-11,0-8,3-8,0.000394368427708576,0.06608801712267307,0.9961789190016315,0.06583548945622576,0.9986952669348365,0.9979545412170653,0.9972094058554088,0.03000157944851459,Fz
opened_later_half,c2,98,274,276,11,6,0,6-11,0-11,0-6,1-6,9.608001905939308e-05,0.01062243177838594,0.999651889012715,0.010618733993172199,0.9984762835980201,0.977237687450953,0.9996537147030613,0.00640195943659544,Fz
opened_later_half,c4,1,388,390,3,9,4,3-9,3-4,4-9,8-9,1.3066474565011366e-06,0.1072422652003415,0.9941562498956487,0.10661556820188613,0.9706577235122406,0.9965667159851196,0.9940840393168358,0.012147804008044721,I
opened_later_half,c4,2,294,296,1,3,2,1-3,1-2,2-3,3-8,0.010103940109998488,0.05602227135701984,0.9910643978360052,0.05552167862785015,0.9918344755811175,0.9861324994398782,0.9928834884797646,0.06421918307913814,Fz
opened_later_half,c4,2,414,416,11,8,1,8-11,1-11,1-8,8-10,0.00137084495930484,0.11589315598233502,0.9847959693594336,0.11413111288774765,0.9621719971214621,0.9635062654208245,0.9786198854664384,0.031048468178097796,I
opened_later_half,c4,3,462,464,7,11,9,7-11,7-9,9-11,10-11,9.216902262304517e-06,0.006535149710498993,0.999780167379462,0.006533713071412525,0.9995086169614784,0.9985542130767553,0.9997558738948242,0.00036469627504052857,I
opened_later_half,c4,7,264,266,11,3,9,3-11,9-11,3-9,3-5,0.002552341035773953,0.0684827595162325,0.9708306072007091,0.06648515900392414,0.9799945382390636,0.9846850759112625,0.9796988666969789,0.05469064956637952,I
opened_later_half,c4,7,292,294,2,6,0,2-6,0-2,0-6,6-7,1.5387475748093868e-07,0.012024543881798072,0.9997959087970241,0.012022089778171999,0.997957550998135,0.9912778837499688,0.999191215114794,0.009004294094818979,Fz
opened_later_half,c4,8,414,416,8,1,10,1-8,8-10,1-10,1-9,6.9779993891253e-05,0.03157985289650328,0.9955307088943545,0.031438713340835346,0.9943254615519399,0.9987227676156656,0.9757690247721162,0.0007799043917604567,Fx
opened_later_half,c4,10,436,438,9,1,11,1-9,9-11,1-11,1-4,0.00012409654002257242,0.13303367329640114,0.9895965093618936,0.13164965872170914,0.9919731516962607,0.9791812135641705,0.990079185004959,0.0034337572976712726,Fx
opened_later_half,c4,11,452,454,6,3,8,3-6,6-8,3-8,1-3,2.2300729285270465e-05,0.039029934353300925,0.9994179642087273,0.03900721753457628,0.9877003238060604,0.9895198787539706,0.9991050408875793,0.008732813367811756,Fz
opened_later_half,c4,13,306,308,3,11,5,3-11,3-5,5-11,4-11,0.002925539491035023,0.1597881289572336,0.995958558332068,0.15914235455482495,0.9959002499635993,0.9902511666429556,0.9959755594010664,1.7546619456505335,Fz
opened_later_half,c4,16,408,410,7,10,9,7-10,7-9,9-10,4-10,0.0003589324038046557,0.055256535209789834,0.9994660576969568,0.055227031408121734,0.9984480920695992,0.9994635289629636,0.9993886872489769,0.024420575510836196,Fz
opened_later_half,c4,16,460,462,2,7,4,2-7,2-4,4-7,5-7,3.407209630337804e-05,0.3031935897837817,0.953852243927859,0.28920188595980295,0.9470205292720428,0.953372627274121,0.9488119180713237,0.08057901273355893,I
opened_later_half,c4,19,464,466,3,7,1,3-7,1-3,1-7,7-10,0.00011911661144971449,0.017067599953748083,0.9995583391553631,0.017060061863136584,0.9976389648968387,0.9986438670939307,0.9994956184836923,0.011340926807248563,Fz
opened_later_half,c4,21,272,274,3,9,5,3-9,3-5,5-9,2-9,0.002263100094347492,0.2005333867224772,0.9818987744807245,0.19690348666526955,0.9720512038154652,0.9873317970076398,0.9857083480499692,0.018416361404674845,Fx
opened_later_half,c4,21,332,334,11,6,1,6-11,1-11,1-6,6-10,6.316978832333897e-05,0.13482680926094925,0.9994572972975084,0.13475363838719503,0.9932667309159293,0.9944099618799136,0.9996909914260041,0.04309974511757707,I
opened_later_half,c4,22,298,300,7,10,5,7-10,5-7,5-10,9-10,0.0007079691885048117,0.015542783653716948,0.9979618195218284,0.015511104655497498,0.9984180851206946,0.9983765508656745,0.997000339806439,0.0049002692274480175,I
opened_later_half,c4,22,436,438,4,8,3,4-8,3-4,3-8,7-8,0.0012305354815997926,0.3482467286708758,0.9314891159030104,0.3243880374057497,0.9491367634067875,0.9257449056463792,0.9266747896158417,0.16239287683557624,I
opened_later_half,c4,23,432,434,6,2,7,2-6,6-7,2-7,1-2,8.435908809866551e-05,0.0013509467691128387,0.9999266190332087,0.0013508476353328376,0.9991007499718441,0.9995649500395204,0.9999026451020344,3.049975972832507e-05,Fx
opened_later_half,c4,28,488,490,5,0,3,0-5,3-5,0-3,0-8,2.7031410765737402e-06,0.012722077448342403,0.998953408022333,0.01270876262414571,0.9775028097979699,0.9989267210025742,0.9996813852921766,0.0002937540069744999,I
opened_later_half,c4,32,376,378,7,10,8,7-10,7-8,8-10,3-10,7.719715682704027e-05,0.05093072858796654,0.9996543805373479,0.05091312593691948,0.9894561130156738,0.991668658978171,0.9996356887799988,0.023711021329171477,I
opened_later_half,c4,34,422,424,2,11,3,2-11,2-3,3-11,8-11,0.0015053920293425227,0.16336544463835886,0.9912289568798106,0.1619325592790869,0.9948419456308651,0.9948919500128929,0.9942179127134622,0.16214415504910923,I
opened_later_half,c4,36,346,348,8,4,9,4-8,8-9,4-9,3-4,0.00019342913723663369,0.03207472164409653,0.9956325268052361,0.03193463615708642,0.9921435791966019,0.9940238724005174,0.9940275971380282,0.0026908185646816393,Fx
opened_later_half,c4,37,450,452,5,3,6,3-5,5-6,3-6,3-9,5.747139122532245e-06,0.05859306250349338,0.9981753972813782,0.05848615344235713,0.9982567676256952,0.9995808685026416,0.9988972042717341,0.004311816239889362,I
opened_later_half,c4,38,282,284,2,3,1,2-3,1-2,1-3,3-7,0.000152974959396035,0.09331391481756574,0.9898686500867766,0.09236851889477625,0.9940386906943885,0.9941653440447206,0.9838065799852052,0.010113460557695122,Fx
opened_later_half,c4,38,350,352,0,8,2,0-8,0-2,2-8,8-11,6.414037037490682e-05,0.03585138529847911,0.9978366729725376,0.03577382702769094,0.9994848319531997,0.998623006052074,0.9984586596911998,0.0009388033585049283,Fx
opened_later_half,c4,38,378,380,9,8,10,8-9,9-10,8-10,7-8,6.595821257833825e-05,0.011079228204152617,0.9993649843075951,0.011072192720383246,0.9422318330373576,0.9989234884984334,0.9994191503566366,0.0021140683467139815,I
opened_later_half,c4,38,442,444,10,8,11,8-10,10-11,8-11,0-8,0.00011925927050523283,0.04319793786260456,0.9995335307093257,0.0431777873511712,0.992962883376264,0.9719498391134769,0.9995182053232137,0.023075866050035282,I
opened_later_half,c4,39,384,386,3,11,1,3-11,1-3,1-11,6-11,0.019502055440097088,0.03074550048770883,0.9593594236864023,0.02949598562883834,0.972954104807157,0.8530470257650878,0.9652513364542923,0.03555870073612013,I
opened_later_half,c4,39,488,490,10,3,0,3-10,0-10,0-3,3-4,0.007502279858785377,0.06709640638913236,0.9360338667019641,0.06280450871422594,0.9686049823309646,0.852668330280803,0.9618500090696176,0.06712053808775525,Fz
opened_later_half,c4,40,376,378,3,4,1,3-4,1-3,1-4,4-5,1.4325708316866026e-06,0.005887591907488566,0.9977979514091792,0.005874627144025353,0.995101424979449,0.999958009866701,0.9980625070287125,5.854910528108089e-05,Fx
opened_later_half,c4,44,328,330,6,9,8,6-9,6-8,8-9,2-9,6.163344927370522e-07,0.022245430702902472,0.9998875949180611,0.022242930203441546,0.9964430089863431,0.9983376853672221,0.9998579651529889,0.0011391115688613046,Fz
opened_later_half,c4,44,448,450,9,5,8,5-9,8-9,5-8,5-7,0.00010597357956245584,0.08221456063617816,0.9995401175867077,0.08217675160562503,0.9990545483030534,0.9876539502751377,0.9996980527102473,0.012431387643593958,Fz
opened_later_half,c4,46,286,288,8,0,9,0-8,8-9,0-9,0-11,0.0037957806541242256,0.010898425135119903,0.9925346293372665,0.010817064351846182,0.9915599408014322,0.991624207582941,0.9938200225762288,0.001516500949855708,Fx
opened_later_half,c4,46,288,290,9,1,11,1-9,9-11,1-11,1-8,0.0017582091954088108,0.11979701453739994,0.9861908305557332,0.11814271726473569,0.9795790365412815,0.9885315431397722,0.9754360882601092,0.013210987070058924,Fx
