split,branch,seed,time,source_pair,endpoint,lag,weight,release,accumulation,rotation_error,no_rotation_error,angle_deg,spectrum_similarity
hidden,c2,10,433,"(0, 11)",11,2,9.814837522746644e-05,0.008069684728980064,0.012162603437900543,0.08170823570970168,1.0,180.0,0.9966562919167309
hidden,c2,10,435,"(2, 9)",2,2,0.0007468603241890248,0.026795366778969765,0.027872741222381592,0.12043386470013999,0.12043386470013999,0.0,0.9927213527639005
hidden,c2,10,441,"(5, 7)",7,2,9.377611704041236e-06,0.0054397787898778915,0.0017238957807421684,0.007533770115574624,0.007533770115574624,0.0,0.999971620751232
hidden,c2,10,459,"(4, 8)",8,2,0.0003464725200183483,0.018268316984176636,0.018965760245919228,0.13568856447284502,1.0,180.0,0.9907515397269379
hidden,c2,10,487,"(6, 7)",6,2,9.476931708718439e-05,0.022199630737304688,0.004268959164619446,0.04080784522127182,0.04080784522127182,0.0,0.999167012950486
hidden,c2,12,254,"(2, 4)",4,2,4.340343917513313e-08,0.0004374817945063114,9.921198943629861e-05,0.0036535324124111787,1.0,180.0,0.9999933258281836
hidden,c2,12,258,"(8, 11)",8,2,0.0004390417865047652,0.0058340830728411674,0.07525463402271271,0.11002305427307105,0.11002305427307105,0.0,0.9939290354589833
hidden,c2,12,270,"(0, 3)",0,2,4.436694382173312e-05,0.004833228886127472,0.00917956605553627,0.10349982646308772,0.10349982646308772,0.0,0.9946294716738042
hidden,c2,12,276,"(7, 9)",9,2,0.0003419500953675825,0.03358623385429382,0.010181257501244545,0.2588262179048524,0.2588262179048524,0.0,0.9659239043139318
hidden,c2,12,278,"(3, 10)",10,2,6.0856031013460654e-05,0.0236660148948431,0.002571452409029007,0.025796747686069696,0.025796747686069696,0.0,0.999667208529329
hidden,c2,12,286,"(2, 8)",8,2,5.7885122686930635e-05,0.003073606174439192,0.018832966685295105,0.07031868984861553,0.07031868984861553,0.0,0.9975245770696451
hidden,c2,12,300,"(5, 6)",5,2,0.004323794195071451,0.061553485691547394,0.07024450600147247,0.03519626969330341,1.0,180.0,0.9993804193597532
hidden,c2,12,304,"(1, 4)",1,2,6.448283627569717e-07,0.0046781073324382305,0.0001378395827487111,0.014098019842609858,0.014098019842609858,0.0,0.9999006179798656
hidden,c2,12,324,"(7, 11)",11,2,0.0017743675517722934,0.01178675889968872,0.15053905546665192,0.01228834447181353,1.0,180.0,0.9999244954446022
hidden,c2,12,334,"(4, 5)",4,2,0.0001221409830328979,0.04389963671565056,0.002782277762889862,0.08221100105339128,1.0,180.0,0.9966149463588228
hidden,c2,12,338,"(4, 9)",4,2,3.0312509159153428e-05,0.0056607602164149284,0.005354847759008408,0.016209594773821247,0.016209594773821247,0.0,0.9998686158877417
hidden,c2,12,368,"(3, 5)",3,2,2.0513503035807235e-06,9.751692414283752e-05,0.02103583887219429,0.020978701122424843,0.020978701122424843,0.0,0.9997799228326284
hidden,c2,12,374,"(3, 6)",6,2,0.00010614483447448243,0.009727337397634983,0.010912013240158558,0.003112153660284182,0.003112153660284182,0.0,0.9999951572380713
hidden,c2,12,398,"(4, 5)",4,2,2.9450861466504344e-06,0.000244209892116487,0.01205965131521225,0.021958109148474007,1.0,180.0,0.9997588916546948
hidden,c2,12,406,"(3, 10)",10,2,0.0013960284016789615,0.02228960394859314,0.06263136863708496,0.030977700812170574,1.0,180.0,0.9995200758626072
hidden,c2,12,430,"(2, 6)",6,2,2.004274468225993e-05,0.0011648698709905148,0.017205994576215744,0.020367681998677455,0.020367681998677455,0.0,0.9997925572487528
hidden,c2,12,438,"(3, 6)",6,2,3.752022289623888e-05,0.001420409418642521,0.026415076106786728,0.07838133216970938,1.0,180.0,0.9969234508061797
hidden,c2,12,446,"(2, 4)",4,2,0.0005901036334671761,0.022175095975399017,0.026611097157001495,0.08283878984288597,0.08283878984288597,0.0,0.9965629608295533
hidden,c2,12,452,"(7, 11)",11,2,1.1732588833670586e-06,0.000211767663131468,0.005540311802178621,0.008175861527426238,1.0,180.0,0.9999665770855964
hidden,c2,12,454,"(3, 4)",4,2,2.8588891050286037e-05,0.0014324475778266788,0.019958071410655975,0.052284961299449914,1.0,180.0,0.9986322059807182
hidden,c2,12,478,"(2, 8)",8,2,4.271215475064316e-05,0.002673942595720291,0.015973474830389023,0.0010480536007260524,0.0010480536007260524,0.0,0.9999994507916742
hidden,c2,12,486,"(3, 8)",8,2,1.5227069193041523e-05,0.0026685483753681183,0.005706124473363161,0.04235835068276977,1.0,180.0,0.9991024822947021
hidden,c2,14,253,"(0, 6)",6,2,0.0003733657066149476,0.03126835823059082,0.011940687894821167,0.11182902547568443,0.11182902547568443,0.0,0.9937274621651346
hidden,c2,14,271,"(1, 9)",9,2,0.01799424140329453,0.08104535937309265,0.2220267951488495,0.03498535436524746,0.03498535436524746,0.0,0.9993878251109215
hidden,c2,14,275,"(1, 5)",1,2,5.662279158771431e-06,0.01142488606274128,0.0004956092452630401,0.047022852537560625,1.0,180.0,0.9988938138457114
hidden,c2,14,279,"(1, 9)",1,2,1.5710954334793859e-06,0.0009038634598255157,0.0017381999641656876,0.022808310933196355,1.0,180.0,0.9997398566389031
hidden,c2,14,285,"(0, 2)",2,2,8.516842494867352e-06,0.0009363037534058094,0.009096238762140274,0.012991246975678952,0.012991246975678952,0.0,0.9999156101901886
hidden,c2,14,287,"(1, 7)",7,2,0.0014071692548522918,0.05819961428642273,0.02417832612991333,0.09177723671391792,1.0,180.0,0.9957795633678959
hidden,c2,14,299,"(9, 11)",11,2,8.315699067000526e-06,0.005461202934384346,0.0015226863324642181,0.04137442746494221,0.04137442746494221,0.0,0.9991437117612001
hidden,c2,14,301,"(0, 8)",8,2,0.0008031823440275004,0.004388750530779362,0.1830093413591385,0.2856344742319241,0.2856344742319241,0.0,0.9583386390677632
hidden,c2,14,309,"(0, 8)",0,2,0.00010814163549531519,0.007825858891010284,0.013818500563502312,0.05642098621138336,1.0,180.0,0.9984070674403978
hidden,c2,14,309,"(4, 10)",4,2,1.840286363741228e-05,0.0008041858673095703,0.022883843630552292,0.13749256453507858,0.13749256453507858,0.0,0.9905027989347466
hidden,c2,14,317,"(0, 6)",6,2,0.0003414139759878986,0.003903440898284316,0.08746487647294998,0.1349582800068559,1.0,180.0,0.9908512818065034
hidden,c2,14,319,"(1, 11)",11,2,0.0007010234452567987,0.010788001120090485,0.06498177349567413,0.010492803887249595,1.0,180.0,0.9999449490179865
hidden,c2,14,335,"(5, 7)",5,2,0.0014901086801932806,0.014762699604034424,0.10093741118907928,0.18600518779260483,1.0,180.0,0.9825487622068626
hidden,c2,14,339,"(5, 11)",5,2,0.0010956225947485049,0.02555161342024803,0.04287880286574364,0.014175215862305773,1.0,180.0,0.9998995265801744
hidden,c2,14,359,"(4, 9)",9,2,0.031261020774279835,0.09816256165504456,0.31846174597740173,0.1418896962549116,0.1418896962549116,0.0,0.9898824748911808
hidden,c2,14,369,"(0, 4)",0,2,0.0006391936572702761,0.017131362110376358,0.03731131553649902,0.0015029517025839359,1.0,180.0,0.9999988705674521
hidden,c2,14,369,"(4, 6)",4,2,5.3720009470840935e-05,0.0025353962555527687,0.02118801325559616,0.07458786358917724,1.0,180.0,0.9972144456460716
hidden,c2,14,373,"(2, 7)",2,2,7.50898527843713e-05,0.0028933435678482056,0.025952622294425964,0.1367113383795019,0.1367113383795019,0.0,0.9906109276393458
hidden,c2,14,375,"(4, 7)",7,2,1.016145464956264e-05,0.001344403252005577,0.0075583383440971375,0.013444508310542608,0.013444508310542608,0.0,0.9999096185137373
hidden,c2,14,397,"(0, 4)",4,2,3.055398290213382e-06,0.0006642350926995277,0.004599874839186668,0.005594420164373254,1.0,180.0,0.9999843511090684
hidden,c2,14,399,"(1, 9)",9,2,0.0002453887151921408,0.048121869564056396,0.005099317990243435,0.3247679030858191,0.3247679030858191,0.0,0.945793745551978
hidden,c2,14,403,"(3, 6)",3,2,0.0002617178444495605,0.008558381348848343,0.030580297112464905,0.005985299180798882,0.005985299180798882,0.0,0.9999820879364372
hidden,c2,14,415,"(1, 7)",7,2,3.4807624556591754e-05,0.03340259939432144,0.0010420633479952812,0.10361693112869488,0.10361693112869488,0.0,0.9946172789487779
hidden,c2,14,433,"(4, 6)",4,2,0.0060880069645371515,0.05465079843997955,0.11139831691980362,0.044766123501198095,0.044766123501198095,0.0,0.9989974945847839
hidden,c2,14,445,"(0, 6)",6,2,0.0037271988780887,0.07032918930053711,0.052996471524238586,0.09407587103033031,1.0,180.0,0.995565030768902
hidden,c2,14,455,"(4, 5)",5,2,0.001329713551547207,0.03166472539305687,0.041993528604507446,0.01181336175462308,0.01181336175462308,0.0,0.9999302198073896
hidden,c2,14,467,"(1, 5)",1,2,1.607198276483597e-05,0.011567818000912666,0.0013893702998757362,0.02537221261038994,1.0,180.0,0.9996780735953216
hidden,c2,14,469,"(10, 11)",10,2,5.981897917861113e-06,0.010918525978922844,0.000547866802662611,0.028907699260709598,0.028907699260709598,0.0,0.9995820851353093
hidden,c2,14,471,"(3, 10)",3,2,0.0002695794043073088,0.008096685633063316,0.033295031636953354,0.03225835540807993,0.03225835540807993,0.0,0.9994795638262775
hidden,c2,16,252,"(6, 8)",8,2,0.0009021680447924285,0.027002520859241486,0.033410511910915375,0.013165290706849317,0.013165290706849317,0.0,0.9999133338047872
hidden,c2,16,280,"(0, 9)",0,2,0.0005700498733950399,0.012235954403877258,0.046588100492954254,0.05197478616258848,1.0,180.0,0.9986483973868645
hidden,c2,16,310,"(1, 6)",1,2,0.001272326586407857,0.07411569356918335,0.01716676354408264,0.16449907251934404,1.0,180.0,0.9863772377444017
hidden,c2,16,314,"(1, 10)",1,2,0.00014358323251362215,0.02240758016705513,0.006407797336578369,0.045535342306216475,1.0,180.0,0.9989627283342735
hidden,c2,16,322,"(3, 9)",9,2,0.00039813024239560013,0.02907329797744751,0.013694017194211483,0.034677822747634916,1.0,180.0,0.9993985434297389
hidden,c2,16,336,"(0, 1)",0,2,1.4148946309733117e-05,0.0007250139024108648,0.01951541379094124,0.08706676225934125,0.08706676225934125,0.0,0.9962024788714767
hidden,c2,16,340,"(0, 5)",0,2,0.0032850187497968086,0.0769074559211731,0.042713917791843414,0.14967596236605296,0.14967596236605296,0.0,0.9887351042062764
hidden,c2,16,344,"(2, 8)",2,2,1.5150976749700451e-05,0.0020747780799865723,0.00730245653539896,0.02563783272977947,0.02563783272977947,0.0,0.9996712967435445
hidden,c2,16,346,"(2, 5)",5,2,2.6877292181460687e-06,0.0015507121570408344,0.0017332225106656551,0.00024948556569180305,0.00024948556569180305,0.0,0.9999999688784759
hidden,c2,16,354,"(3, 5)",5,2,0.00033851614548163766,0.009192824363708496,0.036823954433202744,0.19342431940906482,1.0,180.0,0.9811151984660821
hidden,c2,16,370,"(5, 8)",5,2,6.387111469852158e-05,0.002446494996547699,0.026107192039489746,0.07007996054949185,1.0,180.0,0.9975413771515355
hidden,c2,16,374,"(3, 7)",3,2,0.0005522516651574327,0.00795523077249527,0.06941994279623032,0.02726954799206292,0.02726954799206292,0.0,0.9996281167275702
hidden,c2,16,380,"(6, 8)",8,2,3.626685815473485e-05,0.003667585551738739,0.009888483211398125,0.06055371941891748,1.0,180.0,0.9981649398093158
hidden,c2,16,394,"(2, 7)",7,2,3.3726923651810833e-05,0.0050107077695429325,0.006730969995260239,0.019258399706938066,1.0,180.0,0.9998145398226251
hidden,c2,16,402,"(3, 7)",7,2,6.718347315289724e-05,0.0020355340093374252,0.033005330711603165,0.05993249069588636,1.0,180.0,0.9982024326553144
hidden,c2,16,410,"(2, 5)",5,2,0.00035323679498563965,0.01210607960820198,0.02917846292257309,0.06251143613330265,1.0,180.0,0.9980442476927323
hidden,c2,16,414,"(9, 10)",9,2,0.003930978933500917,0.02988654375076294,0.1315300613641739,0.04595688591979947,0.04595688591979947,0.0,0.9989434241420054
hidden,c2,16,438,"(3, 7)",3,2,1.2742798190576833e-06,0.0038372110575437546,0.0003320848918519914,0.031511455241596674,0.031511455241596674,0.0,0.9995033907839215
hidden,c2,16,442,"(1, 10)",1,2,0.0006049697141552457,0.07191061973571777,0.00841280072927475,0.08045445078068045,0.08045445078068045,0.0,0.9967582863210013
hidden,c2,16,462,"(10, 11)",11,2,0.0011733550758896705,0.026555508375167847,0.04418499767780304,0.011855311058306029,1.0,180.0,0.9999297233304503
hidden,c2,16,464,"(6, 10)",6,2,0.00011957175923707139,0.016902180388569832,0.007074339315295219,0.03198633888052644,0.03198633888052644,0.0,0.9994883061472105
hidden,c2,16,490,"(2, 11)",11,2,1.1761853633504322e-06,0.0006204493693076074,0.0018956991843879223,0.0022565679474280966,0.0022565679474280966,0.0,0.9999974539473081
hidden,c2,16,490,"(7, 9)",7,2,7.209175159818282e-06,0.0006448971107602119,0.011178798973560333,0.09566421063261192,0.09566421063261192,0.0,0.9954136621546036
hidden,c2,18,251,"(2, 9)",2,2,0.0007773891847927261,0.037172362208366394,0.020913096144795418,0.18531359711970147,0.18531359711970147,0.0,0.9826794343643082
hidden,c2,18,257,"(9, 11)",9,2,0.003730422018687618,0.07237651199102402,0.05154188722372055,0.011059513191598227,0.011059513191598227,0.0,0.9999388417138146
hidden,c2,18,277,"(5, 9)",5,2,0.0026368683545480165,0.08007015287876129,0.03293197602033615,0.11715360300881805,0.11715360300881805,0.0,0.9931138068227892
hidden,c2,18,279,"(9, 10)",10,2,0.006058083302590944,0.03268933296203613,0.18532294034957886,0.22790031666942315,0.22790031666942315,0.0,0.973684469251706
hidden,c2,18,289,"(5, 11)",11,2,0.004851674227215996,0.0386127308011055,0.1256496012210846,0.18267152937364206,0.18267152937364206,0.0,0.9831739990237203
hidden,c2,18,291,"(4, 6)",6,2,3.3243657496006065e-05,0.004143869504332542,0.008022370748221874,0.02139784567100899,1.0,180.0,0.9997710398889537
hidden,c2,18,297,"(0, 5)",5,2,7.284576486791226e-07,0.003072167746722698,0.00023711519315838814,0.018040213815040857,1.0,180.0,0.9998372621009419
hidden,c2,18,307,"(6, 11)",6,2,0.0005381012677252509,0.028094353154301643,0.019153360277414322,0.0013221426711985346,1.0,180.0,0.9999991259689966
hidden,c2,18,313,"(0, 3)",3,2,0.0019585653084845944,0.07270780205726624,0.026937484741210938,0.3113226683615481,0.3113226683615481,0.0,0.9503042650458041
hidden,c2,18,313,"(0, 11)",11,2,2.5853094527683584e-06,0.00805787742137909,0.0003208424896001816,0.13028938600697818,0.13028938600697818,0.0,0.9914760087334058
hidden,c2,18,317,"(8, 9)",9,2,1.664141105140257e-08,7.70667102187872e-05,0.0002159351424779743,0.0003592929757483768,0.0003592929757483768,0.0,0.9999999354542767
hidden,c2,18,341,"(5, 9)",5,2,2.585403600374736e-06,0.010896749794483185,0.0002372637391090393,0.013879161231331382,0.013879161231331382,0.0,0.999903679802967
hidden,c2,18,371,"(0, 2)",0,2,0.0003721278907213299,0.019328609108924866,0.019252698868513107,0.11890880307473332,0.11890880307473332,0.0,0.9929051800405385
hidden,c2,18,375,"(2, 5)",2,2,0.002633465886606734,0.028100892901420593,0.09371466934680939,0.08656256330144452,0.08656256330144452,0.0,0.9962464166232587
hidden,c2,18,375,"(4, 8)",4,2,2.383483239048878e-09,0.0001437469618394971,1.658110340940766e-05,0.0608035441415833,1.0,180.0,0.9981497528025653
hidden,c2,18,379,"(2, 9)",2,2,0.0018532439613236917,0.08190804719924927,0.022625908255577087,0.1756552923616753,0.1756552923616753,0.0,0.9844517348582074
hidden,c2,18,395,"(1, 6)",6,2,7.779264852240259e-06,0.004609571769833565,0.0016876328736543655,0.005842851232116991,1.0,180.0,0.999982930399054
hidden,c2,18,405,"(3, 4)",3,2,0.0017632913992760013,0.03787428140640259,0.04655643180012703,0.14829414757667891,0.14829414757667891,0.0,0.9889432975628613
hidden,c2,18,409,"(0, 7)",7,2,0.0002048820230036389,0.0036850362084805965,0.05559837445616722,0.0945438831607509,0.0945438831607509,0.0,0.9955206949917649
hidden,c2,18,427,"(1, 2)",2,2,0.0020953683191926586,0.02811521291732788,0.07452791929244995,0.071523189197476,0.071523189197476,0.0,0.9974389371821326
hidden,c2,18,429,"(8, 11)",11,2,0.002098275054075338,0.04263775050640106,0.04921167343854904,0.004873806031139234,1.0,180.0,0.9999881229368532
hidden,c2,18,433,"(5, 9)",9,2,0.0001306539826694264,0.03060280531644821,0.004269346594810486,0.10513768934355956,1.0,180.0,0.994457674453517
hidden,c2,18,435,"(0, 2)",0,2,0.006599425597677566,0.0912032276391983,0.07235956192016602,0.005351150523204018,0.005351150523204018,0.0,0.9999856824915434
hidden,c2,18,439,"(2, 5)",2,2,0.00012271756185563282,0.0020186323672533035,0.06079242751002312,0.08892122684235247,0.08892122684235247,0.0,0.9960386616074955
hidden,c2,18,461,"(7, 10)",7,2,4.0717503583531656e-06,0.0011023678816854954,0.0036936402320861816,0.18168425015249945,1.0,180.0,0.9833569205769206
hidden,c2,18,477,"(1, 11)",1,2,5.9463550407395926e-05,0.01628671959042549,0.003651045262813568,0.04571913304068979,0.04571913304068979,0.0,0.9989543337280277
hidden,c2,18,483,"(4, 6)",6,2,0.017329307752290468,0.13101273775100708,0.1322719305753708,0.21826354338405238,1.0,180.0,0.9758898634730446
hidden,c2,20,262,"(2, 4)",4,2,0.0002795702828175088,0.005498548503965139,0.050844378769397736,0.09108711770921542,0.09108711770921542,0.0,0.9958429278693641
hidden,c2,20,266,"(8, 11)",8,2,1.2624589048500223e-05,0.002617873251438141,0.004822460003197193,0.0021538469551130217,0.0021538469551130217,0.0,0.999997680468957
hidden,c2,20,278,"(0, 3)",0,2,1.381747744728934e-07,0.0025832541286945343,5.348864942789078e-05,0.012509221861438855,0.012509221861438855,0.0,0.9999217566231977
hidden,c2,20,278,"(4, 5)",4,2,0.001428791818471331,0.04100430756807327,0.03484492003917694,0.09531420807731318,1.0,180.0,0.9954472370440307
hidden,c2,20,282,"(2, 6)",2,2,0.0027919763753652127,0.07411119341850281,0.037672802805900574,0.06886000589022434,1.0,180.0,0.9976263326460455
hidden,c2,20,294,"(2, 8)",8,2,6.180438956971491e-07,0.0013846163637936115,0.0004463647201191634,0.0011689325082767414,0.0011689325082767414,0.0,0.9999993167981621
hidden,c2,20,312,"(5, 10)",5,2,0.0011734761344907585,0.02714359387755394,0.043232157826423645,0.11131314695927372,0.11131314695927372,0.0,0.993785380911806
hidden,c2,20,330,"(8, 11)",8,2,0.00035358640226662574,0.007926953956484795,0.04460558295249939,0.06572400827666608,0.06572400827666608,0.0,0.9978378398998752
hidden,c2,20,348,"(7, 9)",9,2,0.0003279815776555256,0.01981274038553238,0.016554074361920357,0.004889847953658549,1.0,180.0,0.9999880446220296
hidden,c2,20,350,"(3, 10)",10,2,0.00031573728180689375,0.008860478177666664,0.03563433885574341,0.04921692851187544,0.04921692851187544,0.0,0.9987881126384398
hidden,c2,20,366,"(3, 8)",8,2,0.0006380378789159064,0.023838330060243607,0.026765208691358566,0.04995903618989586,0.04995903618989586,0.0,0.9987512676852914
hidden,c2,20,376,"(3, 5)",3,2,6.98226701293242e-05,0.0184379443526268,0.0037869010120630264,0.05247558893798112,1.0,180.0,0.9986222071262046
hidden,c2,20,380,"(3, 9)",3,2,0.00015310051561202853,0.020130274817347527,0.0076054856181144714,0.005830914746999238,0.005830914746999238,0.0,0.9999830000721079
hidden,c2,20,390,"(2, 4)",4,2,2.5228128547831203e-05,0.0008894227212294936,0.02836460992693901,0.053089708466796226,1.0,180.0,0.9985897470207226
hidden,c2,20,394,"(8, 11)",8,2,0.01704454573077019,0.07403901219367981,0.2302103340625763,0.11976170803719005,0.11976170803719005,0.0,0.9928026658344621
hidden,c2,20,406,"(0, 3)",0,2,2.0290306506375033e-05,0.011213816702365875,0.0018094023689627647,0.051196144539855645,0.051196144539855645,0.0,0.998688617530136
hidden,c2,20,412,"(7, 9)",9,2,6.702252940824632e-05,0.011432355269789696,0.005862530320882797,0.052040069820931664,0.052040069820931664,0.0,0.9986449975506975
hidden,c2,20,414,"(0, 11)",0,2,1.9300219853882368e-05,0.0031214822083711624,0.006183030549436808,0.022463637600776652,1.0,180.0,0.9997476606552981
hidden,c2,20,430,"(3, 8)",8,2,0.0004419801937938228,0.01651570200920105,0.026761211454868317,0.2157912034702644,0.2157912034702644,0.0,0.9764395303882647
hidden,c2,20,444,"(1, 8)",1,2,2.701187193199228e-06,0.0017910376191139221,0.001508168876171112,0.05822344597051403,1.0,180.0,0.9983035762428775
hidden,c2,20,454,"(2, 4)",4,2,3.301242627574974e-06,0.000431181862950325,0.007656265050172806,0.011540262971062736,1.0,180.0,0.9999334089480951
hidden,c2,20,472,"(6, 9)",9,2,1.3483350673999285e-05,0.008554525673389435,0.0015761657850816846,0.11379527605415238,1.0,180.0,0.9935042199949425
hidden,c2,20,474,"(0, 7)",0,2,0.0006118357771690286,0.005113784223794937,0.11964442580938339,0.14743711706222795,0.14743711706222795,0.0,0.9890714314509236
hidden,c2,20,474,"(2, 6)",2,2,0.0002094885210553836,0.04091266915202141,0.005120382644236088,0.07455247312200843,1.0,180.0,0.9972170920874714
hidden,c2,20,478,"(3, 10)",10,2,3.20787072915921e-05,0.0022333383094519377,0.014363568276166916,0.04131999788950997,1.0,180.0,0.9991459641986306
hidden,c2,22,257,"(2, 11)",2,2,0.00015028874954495838,0.0054121180437505245,0.0277689341455698,0.05220491050118922,1.0,180.0,0.9986363939490502
hidden,c2,22,283,"(1, 5)",1,2,7.915469452990376e-05,0.016504615545272827,0.004795912653207779,0.04704703601906334,0.04704703601906334,0.0,0.9988926751167118
hidden,c2,22,283,"(3, 6)",3,2,2.2775483920099357e-06,0.0006574024446308613,0.0034644659608602524,0.014369470019681939,1.0,180.0,0.9998967538357915
hidden,c2,22,285,"(5, 8)",8,2,0.000905928170244312,0.022761384025216103,0.03980110213160515,0.01781914378705889,1.0,180.0,0.9998412264528284
hidden,c2,22,287,"(3, 10)",3,2,6.130265487846738e-06,0.0009725798154249787,0.00630309758707881,0.01085791893504628,0.01085791893504628,0.0,0.9999410510607114
hidden,c2,22,293,"(0, 10)",10,2,0.006659265984775065,0.09127061069011688,0.07296177744865417,0.06885706183185501,1.0,180.0,0.9976265358519109
hidden,c2,22,309,"(0, 8)",8,2,4.0630959341064754e-05,0.00937984511256218,0.004331730306148529,0.012552918542609036,1.0,180.0,0.9999212090140217
hidden,c2,22,311,"(1, 5)",5,2,8.525977603798807e-06,0.018263883888721466,0.00046682171523571014,0.09180166242605832,0.09180166242605832,0.0,0.9957773118402587
hidden,c2,22,321,"(2, 11)",2,2,0.005091552041780467,0.06989076733589172,0.07285013794898987,0.13338107175978112,1.0,180.0,0.9910648261825319
hidden,c2,22,325,"(0, 6)",6,2,3.819866485067025e-08,0.00013564055552706122,0.00028161684167571366,0.0005786053499529083,1.0,180.0,0.9999998326079105
hidden,c2,22,347,"(1, 5)",1,2,1.4959037773913165e-06,0.004228169098496437,0.0003537946904543787,0.02506244891708291,1.0,180.0,0.9996858874938059
hidden,c2,22,389,"(0, 6)",6,2,0.00013632977986709205,0.002796316519379616,0.048753343522548676,0.09916439004744029,1.0,180.0,0.9950710646715235
hidden,c2,22,397,"(5, 10)",10,2,0.0001334238217845854,0.010231459513306618,0.013040546327829361,0.02670672088068365,0.02670672088068365,0.0,0.9996433119167062
hidden,c2,22,413,"(5, 8)",8,2,0.0026115794446015528,0.07148337364196777,0.036534082144498825,0.14818886315422633,1.0,180.0,0.9889590794552917
hidden,c2,22,423,"(1, 7)",7,2,0.0013839819517263985,0.05282912403345108,0.02619732916355133,0.05190656091780189,1.0,180.0,0.9986519458418367
hidden,c2,22,445,"(0, 8)",0,2,0.0013707426808318157,0.06560777127742767,0.020892992615699768,0.09384579087520899,1.0,180.0,0.9955867453592412
hidden,c2,22,445,"(4, 10)",4,2,0.00011580965879644245,0.0044208187609910965,0.026196427643299103,0.0705803911240431,1.0,180.0,0.9975060944118471
hidden,c2,22,449,"(2, 11)",2,2,4.1959062246563206e-06,0.0003005341859534383,0.013961493968963623,0.04098867714886959,1.0,180.0,0.9991596110459959
hidden,c2,22,455,"(1, 3)",3,2,0.0003706648820474001,0.020966988056898117,0.017678499221801758,0.06199921892193532,1.0,180.0,0.9980761979193122
hidden,c2,22,473,"(8, 10)",10,2,0.0020446006890219304,0.03827216476202011,0.053422655910253525,0.003057162035445245,1.0,180.0,0.9999953268692252
hidden,c2,22,477,"(5, 8)",8,2,3.984933495516712e-05,0.004694656003266573,0.00848823320120573,0.006918767319144603,0.006918767319144603,0.0,0.9999760650429507
hidden,c2,22,479,"(4, 11)",11,2,3.24227900001528e-05,0.047964390367269516,0.0006759762763977051,0.08654763428027722,1.0,180.0,0.9962477136739073
hidden,c2,24,250,"(3, 11)",11,2,2.7744741568968678e-05,0.011088953353464603,0.002502016257494688,0.006956756181323007,0.006956756181323007,0.0,0.9999758014789325
hidden,c2,24,258,"(1, 10)",1,2,9.938526454369989e-05,0.016801731660962105,0.0059151798486709595,0.0067343584673816145,1.0,180.0,0.9999773239509148
hidden,c2,24,260,"(6, 8)",8,2,5.0173699395250626e-05,0.002578034996986389,0.019461993128061295,0.07656544871612073,0.07656544871612073,0.0,0.9970645576204678
hidden,c2,24,264,"(7, 8)",8,2,5.7234344901575807e-05,0.012403296306729317,0.004614446312189102,0.012885083163206636,1.0,180.0,0.9999169838700996
hidden,c2,24,282,"(3, 7)",7,2,1.6847656257243382e-05,0.02413671463727951,0.0006980095058679581,0.10114917550105867,1.0,180.0,0.9948712702131145
hidden,c2,24,288,"(0, 9)",0,2,0.00545424794470889,0.033336516469717026,0.16361181437969208,0.10522411496819349,1.0,180.0,0.9944485334240081
hidden,c2,24,288,"(2, 8)",2,2,0.007417791321618905,0.02720801904797554,0.27263253927230835,0.21044251402720734,1.0,180.0,0.9776062337617883
hidden,c2,24,306,"(2, 11)",11,2,0.0005099695264572379,0.03517600893974304,0.014497651718556881,0.26116278714558677,0.26116278714558677,0.0,0.9652947729115438
hidden,c2,24,306,"(7, 9)",7,2,0.0004829201310136942,0.018975866958498955,0.025449173524975777,0.01670468114693858,0.01670468114693858,0.0,0.9998604670791715
hidden,c2,24,314,"(3, 11)",11,2,0.0009691365127180163,0.04760676622390747,0.02035711705684662,0.04006571713993396,1.0,180.0,0.9991970467881011
hidden,c2,24,314,"(5, 8)",5,2,0.00023924308201132838,0.0034619951620697975,0.06910555064678192,0.11174429699025624,0.11174429699025624,0.0,0.9937369934193621
hidden,c2,24,322,"(2, 9)",9,2,0.00013162171885136575,0.005443975329399109,0.02417750097811222,0.1371619163351573,0.1371619163351573,0.0,0.9905486402531012
hidden,c2,24,338,"(2, 7)",7,2,0.00010813883393308299,0.018748492002487183,0.0057678683660924435,0.0748990395609675,1.0,180.0,0.9971911220387216
hidden,c2,24,352,"(2, 8)",2,2,4.6235930633671735e-06,0.00028518852195702493,0.016212409362196922,0.027628212202012177,1.0,180.0,0.9996182680856331
hidden,c2,24,370,"(7, 9)",7,2,6.551420621540849e-05,0.008033685386180878,0.008154937997460365,0.05181094085249152,1.0,180.0,0.9986569112603085
hidden,c2,24,382,"(1, 6)",1,2,3.059760196251829e-05,0.0007408687379211187,0.04129962623119354,0.12588963838917258,0.12588963838917258,0.0,0.9920442525140918
hidden,c2,24,386,"(3, 11)",3,2,0.012346221105319799,0.05832856893539429,0.2116667926311493,0.08755895582793362,0.08755895582793362,0.0,0.9961593392898156
hidden,c2,24,394,"(3, 9)",9,2,0.0019166954523655022,0.050543226301670074,0.037921905517578125,0.046901192017634846,1.0,180.0,0.9988995335804922
hidden,c2,24,396,"(8, 9)",8,2,5.03937051289198e-05,0.009606260806322098,0.005245923064649105,0.07933963390432397,0.07933963390432397,0.0,0.9968476425672721
