condition,state,h_min,h_max,h_range,rate_scale_per_us,amplitude_rate_correlation,path_length,closure_gap,chord_closed_signed_area,opening_time_share,closing_time_share,still_time_share,derivative_sign_changes,low_opening_te,high_opening_te,high_closing_te,low_closing_te,quadrant_te_sum,closed_loop_candidate
Ramsey,Phi-plus,0.06474218421960865,1.025165197221323,0.9604230130017143,0.051253828647529656,0.2909932284275583,4.021070422732341,1.9069281470661388,0.8072074869014951,0.9,0.1,0.0,2,0.7,1.1,0.2,0.0,2.0,False
Ramsey,Phi-minus,0.02797226131096786,1.0252930764106147,0.9973208150996469,0.05375493093253236,0.7373049332977106,2.9650343969758373,2.1407911483514064,0.01280728895924943,1.0,0.0,0.0,0,0.7,1.3,0.0,0.0,2.0,False
Ramsey,Psi-plus,0.07564352248769868,1.1246217985524343,1.0489782760647355,0.0425169384745229,0.29507759043113535,3.8805226417922993,2.0236088808493657,1.3893953966621329,0.95,0.05,4.163336342344337e-17,1,0.9,1.0000000000000002,0.1,0.0,2.0000000000000004,False
Ramsey,Psi-minus,0.08279073602464193,1.0932588098470453,1.0104680738224032,0.05000968260342163,0.340217468169912,3.7801892565529,1.958566669481209,1.767648373988067,0.9,0.1,0.0,2,0.8,1.0000000000000002,0.1,0.09999999999999999,2.0000000000000004,False
Hahn,Phi-plus,0.119517938330719,1.1559494606295055,1.0364315222987865,0.02686092463681365,0.3365249574252432,3.8812569027621513,2.2394471993663787,-0.7212828638428288,0.7473623623623624,0.25263763763763764,0.0,3,0.3694994994994995,1.125225225225225,0.49931931931931933,0.0059559559559559565,1.9999999999999998,False
Hahn,Phi-minus,0.0744935583548566,1.0541699892036591,0.9796764308488025,0.04757338233076167,0.280716627568616,4.019847348349617,2.1194982209734627,-0.756154697235421,0.7355105105105105,0.2644894894894895,0.0,5,0.1575075075075075,1.3135135135135134,0.49931931931931933,0.029659659659659658,2.0,False
Hahn,Psi-plus,0.07871947757244746,1.263239234327661,1.1845197567552135,0.08952348196627948,0.2560575845575673,3.8193848182431567,2.1503761583295944,-0.8366053894458023,0.7473623623623624,0.25263763763763764,0.0,3,0.3694994994994995,1.125225225225225,0.49931931931931933,0.0059559559559559565,1.9999999999999998,False
Hahn,Psi-minus,0.04060362242093285,1.1449620982620292,1.1043584758410963,0.06370052996356232,0.3512922277370361,3.8597935470898976,2.1422356882441678,-0.7239063718063918,0.7414214214214214,0.2585785785785786,0.0,3,0.3576176176176176,1.125225225225225,0.49931931931931933,0.01783783783783784,1.9999999999999998,False
