split,lag,control,events,weight,residual_error,residual_recovery,composite_error,q28_baseline_error
development,0,exact_closure,37987,40.07227901762976,0.9743825672277601,0.025617432772240146,0.10172849450976332,0.10428459424860789
development,0,seed,37987,40.07227901762976,0.9704357029313239,0.029564297068675895,0.10100283119663604,0.10428459424860789
development,0,time,37987,40.07227901762976,0.9698044298003589,0.030195570199640948,0.10092659248411634,0.10428459424860789
development,0,open_edge,37987,40.07227901762976,0.975543753898571,0.02445624610142856,0.10164302492639164,0.10428459424860789
development,0,direct_child,37987,40.07227901762976,0.9451063259591962,0.054893674040803836,0.09775289927300161,0.10428459424860789
development,1,exact_closure,37987,40.07227901762976,0.973634342693735,0.026365657306264684,0.10163154649579717,0.10428459424860789
development,1,seed,37987,40.07227901762976,0.9701030622482938,0.029896937751706713,0.10095189191620217,0.10428459424860789
development,1,time,37987,40.07227901762976,0.9695884174942978,0.030411582505702348,0.10089901307350259,0.10428459424860789
development,1,open_edge,37987,40.07227901762976,0.9750707695239147,0.02492923047608485,0.10158120179510378,0.10428459424860789
development,1,direct_child,37987,40.07227901762976,0.9432806640057716,0.05671933599422796,0.09762702707034203,0.10428459424860789
development,2,exact_closure,37987,40.07227901762976,0.9724011072935846,0.027598892706415374,0.10144467568390304,0.10428459424860789
development,2,seed,37987,40.07227901762976,0.9698792853343482,0.03012071466565138,0.10092355397783953,0.10428459424860789
development,2,time,37987,40.07227901762976,0.9697154054264981,0.030284594573501526,0.10089597084853748,0.10428459424860789
development,2,open_edge,37987,40.07227901762976,0.974830901387917,0.025169098612083766,0.10156132936644345,0.10428459424860789
development,2,direct_child,37987,40.07227901762976,0.9445601968859607,0.05543980311403933,0.09788244988496288,0.10428459424860789
development,3,exact_closure,37987,40.07227901762976,0.9707506371243719,0.029249362875627984,0.10120027272562092,0.10428459424860789
development,3,seed,37987,40.07227901762976,0.9696037410355401,0.030396258964459827,0.10087769497625489,0.10428459424860789
development,3,time,37987,40.07227901762976,0.9694243785616733,0.030575621438326168,0.1008801149614346,0.10428459424860789
development,3,open_edge,37987,40.07227901762976,0.9735663536101095,0.026433646389890476,0.1014089060664144,0.10428459424860789
