split,lag,control,events,weight,residual_error,residual_recovery,composite_error,q28_baseline_error
development,3,direct_child,37987,40.07227901762976,0.9477122221041705,0.05228777789582902,0.09827136388695369,0.10428459424860789
development,4,exact_closure,37987,40.07227901762976,0.9688261512829939,0.031173848717006403,0.10092677710624959,0.10428459424860789
development,4,seed,37987,40.07227901762976,0.9694953410820351,0.03050465891796431,0.10086369462841391,0.10428459424860789
development,4,time,37987,40.07227901762976,0.9695230691581622,0.030476930841837654,0.100903502134099,0.10428459424860789
development,4,open_edge,37987,40.07227901762976,0.9730580641348481,0.026941935865151714,0.10131604856475777,0.10428459424860789
development,4,direct_child,37987,40.07227901762976,0.9522902257577649,0.047709774242235145,0.09880024449977229,0.10428459424860789
development,5,exact_closure,37987,40.07227901762976,0.9671271457582665,0.03287285424173324,0.10070616225464706,0.10428459424860789
development,5,seed,37987,40.07227901762976,0.9692662143802621,0.03073378561973857,0.10082841755376043,0.10428459424860789
development,5,time,37987,40.07227901762976,0.9693884122644096,0.03061158773558993,0.10086515417209009,0.10428459424860789
development,5,open_edge,37987,40.07227901762976,0.9722529940369836,0.027747005963015853,0.10119705302370098,0.10428459424860789
development,5,direct_child,37987,40.07227901762976,0.957160470379534,0.04283952962046618,0.0994034993011792,0.10428459424860789
development,6,exact_closure,37987,40.07227901762976,0.9656353759532972,0.03436462404670257,0.10052956653900562,0.10428459424860789
development,6,seed,37987,40.07227901762976,0.9690917443345297,0.03090825566547098,0.10079228633788762,0.10428459424860789
development,6,time,37987,40.07227901762976,0.969235823301991,0.030764176698009314,0.10082030007261031,0.10428459424860789
development,6,open_edge,37987,40.07227901762976,0.9715087610969502,0.02849123890304962,0.10108863633063125,0.10428459424860789
development,6,direct_child,37987,40.07227901762976,0.9608367875622914,0.03916321243770844,0.09986228936460381,0.10428459424860789
opened_later_half,0,exact_closure,38056,38.4412654334745,0.9749573803278061,0.025042619672193178,0.09900988702171697,0.10142439045174284
opened_later_half,0,seed,38056,38.4412654334745,0.9706164438411091,0.029383556158890684,0.09819209794882636,0.10142439045174284
opened_later_half,0,time,38056,38.4412654334745,0.9702139259023912,0.02978607409760825,0.09815213666444779,0.10142439045174284
opened_later_half,0,open_edge,38056,38.4412654334745,0.976511485485439,0.02348851451456093,0.09889039327642968,0.10142439045174284
opened_later_half,0,direct_child,38056,38.4412654334745,0.9498250154163653,0.050174984583634535,0.09595361723816019,0.10142439045174284
opened_later_half,1,exact_closure,38056,38.4412654334745,0.9743084875146709,0.025691512485329013,0.09891921979731036,0.10142439045174284
opened_later_half,1,seed,38056,38.4412654334745,0.9707099255709811,0.029290074429019337,0.09819594929430359,0.10142439045174284
opened_later_half,1,time,38056,38.4412654334745,0.9705835140970341,0.029416485902965188,0.09818391661729095,0.10142439045174284
opened_later_half,1,open_edge,38056,38.4412654334745,0.9759156873936926,0.024084312606307147,0.09876005642163603,0.10142439045174284
opened_later_half,1,direct_child,38056,38.4412654334745,0.9480796120173586,0.05192038798264184,0.09585936186923724,0.10142439045174284
opened_later_half,2,exact_closure,38056,38.4412654334745,0.97308479531041,0.0269152046895897,0.09876387577509971,0.10142439045174284
opened_later_half,2,seed,38056,38.4412654334745,0.9707553631434983,0.029244636856500812,0.09818065549151712,0.10142439045174284
opened_later_half,2,time,38056,38.4412654334745,0.9704252626787001,0.029574737321299546,0.09817463602519914,0.10142439045174284
opened_later_half,2,open_edge,38056,38.4412654334745,0.9754719477625129,0.024528052237486588,0.09874978006965403,0.10142439045174284
opened_later_half,2,direct_child,38056,38.4412654334745,0.9488057836170454,0.051194216382953794,0.09597538504592683,0.10142439045174284
opened_later_half,3,exact_closure,38056,38.4412654334745,0.9710990006423349,0.02890099935766503,0.09851944326108203,0.10142439045174284
opened_later_half,3,seed,38056,38.4412654334745,0.970618358838675,0.02938164116132439,0.09818419558850117,0.10142439045174284
opened_later_half,3,time,38056,38.4412654334745,0.9704853562252878,0.029514643774712034,0.0981905628934409,0.10142439045174284
opened_later_half,3,open_edge,38056,38.4412654334745,0.9747100196993344,0.02528998030066517,0.09866751740164113,0.10142439045174284
opened_later_half,3,direct_child,38056,38.4412654334745,0.9516087905235185,0.048391209476481185,0.09628391676500785,0.10142439045174284
opened_later_half,4,exact_closure,38056,38.4412654334745,0.9692807448410021,0.030719255158997844,0.0982752659472735,0.10142439045174284
opened_later_half,4,seed,38056,38.4412654334745,0.9704527299877898,0.02954727001221061,0.09813221644878596,0.10142439045174284
opened_later_half,4,time,38056,38.4412654334745,0.9704666413450752,0.029533358654924825,0.09813816697496701,0.10142439045174284
opened_later_half,4,open_edge,38056,38.4412654334745,0.9740548032530443,0.02594519674695539,0.09856405463891749,0.10142439045174284
opened_later_half,4,direct_child,38056,38.4412654334745,0.954926377822247,0.045073622177753084,0.09663263491550307,0.10142439045174284
opened_later_half,5,exact_closure,38056,38.4412654334745,0.9677144957439455,0.03228550425605428,0.09806098882271871,0.10142439045174284
opened_later_half,5,seed,38056,38.4412654334745,0.9706257845693895,0.029374215430609824,0.09817543604419005,0.10142439045174284
opened_later_half,5,time,38056,38.4412654334745,0.9705731220678767,0.029426877932123435,0.09816753916826243,0.10142439045174284
opened_later_half,5,open_edge,38056,38.4412654334745,0.9730335394004447,0.026966460599554983,0.09842615459771244,0.10142439045174284
opened_later_half,5,direct_child,38056,38.4412654334745,0.9590741870701941,0.040925812929806,0.09707720120649618,0.10142439045174284
opened_later_half,6,exact_closure,38056,38.4412654334745,0.9661812485791477,0.033818751420851556,0.09787766227518876,0.10142439045174284
opened_later_half,6,seed,38056,38.4412654334745,0.9706482502209536,0.029351749779046202,0.09816582387362197,0.10142439045174284
opened_later_half,6,time,38056,38.4412654334745,0.9703605945315777,0.029639405468421736,0.09815657999977909,0.10142439045174284
opened_later_half,6,open_edge,38056,38.4412654334745,0.9722959201727797,0.0277040798272192,0.0983355380151456,0.10142439045174284
opened_later_half,6,direct_child,38056,38.4412654334745,0.9624362686026925,0.03756373139730715,0.09739157669003905,0.10142439045174284
