archive,family,low_landmark,high_landmark,pairs,seeds,temporal_tension,speed_tension
greedy,two_turn_7_5,0.44,1.56,11265,94,0.20762693384909642,0.16333814310275074
greedy,two_turn_7_5,0.445,1.555,11265,94,0.2080883169864215,0.16034181906942008
greedy,two_turn_7_5,0.45,1.55,11265,94,0.20862849533353856,0.16019066371834279
greedy,two_turn_7_5,0.455,1.545,11265,94,0.20901074074238749,0.1578084443378018
greedy,two_turn_7_5,0.46,1.54,11265,94,0.20938997923368272,0.1570218180539963
greedy,two_turn_7_5,0.465,1.535,11265,94,0.20980760295458986,0.15524805247797424
greedy,two_turn_7_5,0.47,1.53,11265,94,0.2104775778128531,0.15479558825611864
greedy,two_turn_7_5,0.475,1.525,11265,94,0.21114755267111646,0.1547474671131555
greedy,two_turn_7_5,0.48,1.52,11265,94,0.21174357156580945,0.15281045916108882
greedy,two_turn_7_5,0.485,1.5150000000000001,11265,94,0.21216074189137427,0.15064919169906238
greedy,two_turn_7_5,0.49,1.51,11265,94,0.2124955131325596,0.14659241362277656
greedy,two_turn_7_5,0.495,1.505,11265,94,0.21280312611425145,0.14249726422532752
greedy,two_turn_7_5,0.5,1.5,11265,94,0.21304692590798077,0.13952724243282605
greedy,one_turn_15,0.2,1.8,6658,96,0.07912887905468377,0.1542580513471768
greedy,one_turn_15,0.205,1.795,6658,96,0.08046224777017974,0.15202129684380794
greedy,one_turn_15,0.21,1.79,6658,96,0.08217920402873169,0.14997177584043786
greedy,one_turn_15,0.215,1.785,6658,96,0.08304871621453967,0.1455242982453912
greedy,one_turn_15,0.22,1.78,6658,96,0.08286291719917237,0.1440243622419487
greedy,one_turn_15,0.225,1.775,6658,96,0.08365647421162767,0.1423002758291536
greedy,one_turn_15,0.23,1.77,6658,96,0.08395228559940976,0.1392536728371835
greedy,one_turn_15,0.235,1.7650000000000001,6658,96,0.08455699283342953,0.1405355412270711
greedy,one_turn_15,0.24,1.76,6658,96,0.08535258851164856,0.13822007982635598
greedy,one_turn_15,0.245,1.755,6658,96,0.08642123026022798,0.13516395966873507
greedy,one_turn_15,0.25,1.75,6658,96,0.08724694166673445,0.13344320333031393
greedy,one_turn_15,0.255,1.745,6658,96,0.08763508314973575,0.13537565788471245
greedy,one_turn_15,0.26,1.74,6658,96,0.08813496048235611,0.13753746402660777
greedy,one_turn_15,0.265,1.7349999999999999,6658,96,0.08899168287622672,0.13578938130792517
greedy,one_turn_15,0.27,1.73,6658,96,0.08940060641997774,0.13462342096932223
greedy,one_turn_15,0.275,1.725,6658,96,0.08938774127839208,0.13316905040493204
greedy,one_turn_15,0.28,1.72,6658,96,0.08948769273706733,0.13099993618451716
greedy,one_turn_15,0.285,1.715,6658,96,0.08958764419574247,0.13208682623833123
greedy,one_turn_15,0.29,1.71,6658,96,0.0896875956544177,0.13125850792214458
greedy,one_turn_15,0.295,1.705,6658,96,0.08958174071592832,0.13133750633338806
greedy,one_turn_15,0.3,1.7,6658,96,0.08994344729260365,0.13116324765041562
greedy,one_turn_15,0.305,1.695,6658,96,0.0904535404926729,0.12974086525171785
greedy,one_turn_15,0.31,1.69,6658,96,0.09068844003227841,0.12933020322508484
greedy,one_turn_15,0.315,1.685,6658,96,0.08979122079050757,0.12578280377136422
greedy,one_turn_15,0.32,1.68,6658,96,0.08938459580877603,0.12469802318747061
greedy,one_turn_15,0.325,1.675,6658,96,0.08957015510905186,0.1250760566544851
greedy,one_turn_15,0.33,1.67,6658,96,0.08973803505494994,0.12412022577345731
greedy,one_turn_15,0.3333333333333333,1.6666666666666667,6658,96,0.08957768456444345,0.1268062858751426
greedy,one_turn_15,0.335,1.665,6658,96,0.08949750931919023,0.1266926694695667
greedy,one_turn_15,0.34,1.66,6658,96,0.08960386901286135,0.1251640734414016
greedy,one_turn_15,0.345,1.655,6658,96,0.08991030871570449,0.12359793990327075
greedy,one_turn_15,0.35,1.65,6658,96,0.09015197524950083,0.1224366246020557
greedy,one_turn_15,0.355,1.645,6658,96,0.09043798181687367,0.12142644585232212
greedy,one_turn_15,0.36,1.6400000000000001,6658,96,0.09032114130311672,0.12154784311061237
greedy,one_turn_15,0.365,1.635,6658,96,0.09023401567019386,0.11991205060669732
greedy,one_turn_15,0.37,1.63,6658,96,0.09019036055599813,0.11758448692698664
greedy,one_turn_15,0.375,1.625,6658,96,0.0901898000092558,0.11390141581267002
greedy,one_turn_15,0.38,1.62,6658,96,0.09026199919854702,0.11299161237048409
greedy,one_turn_15,0.3819660112501051,1.618033988749895,6658,96,0.09029038808222595,0.11319164292497687
greedy,one_turn_15,0.385,1.615,6658,96,0.09037752654960797,0.11308204359197921
greedy,one_turn_15,0.39,1.6099999999999999,6658,96,0.0906395750952441,0.11091299080450367
greedy,one_turn_15,0.395,1.605,6658,96,0.09143039178528868,0.1100138550946119
greedy,one_turn_15,0.4,1.6,6658,96,0.09150649386525724,0.11082088687881987
greedy,one_turn_15,0.405,1.595,6658,96,0.09231030673338109,0.11067937706950612
greedy,one_turn_15,0.41,1.59,6658,96,0.09267266899646241,0.10909543426889508
greedy,one_turn_15,0.415,1.585,6658,96,0.09287486721568328,0.10958752558015922
greedy,one_turn_15,0.42,1.58,6658,96,0.09295610808322771,0.10969991688126897
greedy,one_turn_15,0.425,1.575,6658,96,0.09300639144511713,0.1102595454189143
greedy,one_turn_15,0.43,1.57,6658,96,0.09305667480700659,0.10925054472947723
greedy,one_turn_15,0.435,1.565,6658,96,0.09328060193118065,0.10944654566694971
greedy,one_turn_15,0.44,1.56,6658,96,0.09350089004077575,0.10679161386600673
greedy,one_turn_15,0.445,1.555,6658,96,0.09346351985453831,0.10498754044881817
greedy,one_turn_15,0.45,1.55,6658,96,0.09356374133015369,0.10290482743786339
greedy,one_turn_15,0.455,1.545,6658,96,0.09369761786054803,0.10239211801318229
greedy,one_turn_15,0.46,1.54,6658,96,0.09380090552227792,0.10206033483679267
greedy,one_turn_15,0.465,1.535,6658,96,0.0938321795498795,0.10176555092270656
greedy,one_turn_15,0.47,1.53,6658,96,0.09361759603367768,0.10098573030825012
greedy,one_turn_15,0.475,1.525,6658,96,0.09341891528820656,0.1009660313285927
greedy,one_turn_15,0.48,1.52,6658,96,0.09320822410071955,0.10103199373292958
greedy,one_turn_15,0.485,1.5150000000000001,6658,96,0.09293101984865901,0.09797890369236884
greedy,one_turn_15,0.49,1.51,6658,96,0.09242991764925132,0.09686898973088265
greedy,one_turn_15,0.495,1.505,6658,96,0.09202383552300947,0.09689127036677808
greedy,one_turn_15,0.5,1.5,6658,96,0.09183671461269975,0.09759915443665773
landmax,two_turn_7_5,0.2,1.8,12931,100,0.16605893685669537,0.287750837737772
landmax,two_turn_7_5,0.205,1.795,12931,100,0.16705838370868142,0.29094532755925134
landmax,two_turn_7_5,0.21,1.79,12931,100,0.16793694127480285,0.28998983348547935
landmax,two_turn_7_5,0.215,1.785,12931,100,0.16839007850964866,0.28808311825491173
landmax,two_turn_7_5,0.22,1.78,12931,100,0.16952911144893898,0.2880304834579292
landmax,two_turn_7_5,0.225,1.775,12931,100,0.1705544091083654,0.2876968944474961
landmax,two_turn_7_5,0.23,1.77,12931,100,0.17202540827472945,0.27761269655800425
landmax,two_turn_7_5,0.235,1.7650000000000001,12931,100,0.1726095599452159,0.2755889243324975
landmax,two_turn_7_5,0.24,1.76,12931,100,0.17407708357593643,0.2733596259369815
landmax,two_turn_7_5,0.245,1.755,12931,100,0.17473600988015767,0.26124545845511027
landmax,two_turn_7_5,0.25,1.75,12931,100,0.175588279162897,0.2564834006459127
landmax,two_turn_7_5,0.255,1.745,12931,100,0.17697172344541562,0.2546793775935025
landmax,two_turn_7_5,0.26,1.74,12931,100,0.17828544199974866,0.2506871348463937
landmax,two_turn_7_5,0.265,1.7349999999999999,12931,100,0.1787076940102577,0.24892301836307967
landmax,two_turn_7_5,0.27,1.73,12931,100,0.17897589352504528,0.244160686779968
landmax,two_turn_7_5,0.275,1.725,12931,100,0.17979027983276435,0.24205795992612206
landmax,two_turn_7_5,0.28,1.72,12931,100,0.1806818820145366,0.24079715468165086
landmax,two_turn_7_5,0.285,1.715,12931,100,0.18143121557760472,0.23755314977960262
landmax,two_turn_7_5,0.29,1.71,12931,100,0.1820761913062982,0.23768583768543622
landmax,two_turn_7_5,0.295,1.705,12931,100,0.18227756464458567,0.23822688886873591
landmax,two_turn_7_5,0.3,1.7,12931,100,0.18229568126901358,0.23448725621559313
landmax,two_turn_7_5,0.305,1.695,12931,100,0.18251033944322342,0.2298239358224718
landmax,two_turn_7_5,0.31,1.69,12931,100,0.18241957499677613,0.22530709023499573
landmax,two_turn_7_5,0.315,1.685,12931,100,0.1830595044315403,0.21996546782139825
landmax,two_turn_7_5,0.32,1.68,12931,100,0.18350770940265557,0.2195778650071174
landmax,two_turn_7_5,0.325,1.675,12931,100,0.18430749233766364,0.21467275583021134
landmax,two_turn_7_5,0.33,1.67,12931,100,0.18565968763679874,0.21355303981354606
landmax,two_turn_7_5,0.3333333333333333,1.6666666666666667,12931,100,0.18656115116955535,0.2114996660560571
landmax,two_turn_7_5,0.335,1.665,12931,100,0.1870118829359337,0.21078970652046347
landmax,two_turn_7_5,0.34,1.66,12931,100,0.18836407823506882,0.20788036176463182
landmax,two_turn_7_5,0.345,1.655,12931,100,0.18971627353420378,0.20639140562164562
landmax,two_turn_7_5,0.35,1.65,12931,100,0.1910684688333389,0.20438232775491377
landmax,two_turn_7_5,0.355,1.645,12931,100,0.19242066413247386,0.20182322691147572
landmax,two_turn_7_5,0.36,1.6400000000000001,12931,100,0.19376300836855292,0.19829610579103082
landmax,two_turn_7_5,0.365,1.635,12931,100,0.19491698905387425,0.1944459108435181
landmax,two_turn_7_5,0.37,1.63,12931,100,0.19590709378276766,0.19153044139221564
landmax,two_turn_7_5,0.375,1.625,12931,100,0.19611997133812703,0.18911164406576614
landmax,two_turn_7_5,0.38,1.62,12931,100,0.19637830397852207,0.186968356552257
landmax,two_turn_7_5,0.3819660112501051,1.618033988749895,12931,100,0.1967983762267938,0.18716702105520722
landmax,two_turn_7_5,0.385,1.615,12931,100,0.19744664030734327,0.18718944276562613
landmax,two_turn_7_5,0.39,1.6099999999999999,12931,100,0.19819110052014385,0.18560126285990391
landmax,two_turn_7_5,0.395,1.605,12931,100,0.19865475383618306,0.18118369629793418
landmax,two_turn_7_5,0.4,1.6,12931,100,0.19770989934744726,0.1802283036067891
landmax,two_turn_7_5,0.405,1.595,12931,100,0.1961156442017294,0.1778933905694718
landmax,two_turn_7_5,0.41,1.59,12931,100,0.19650568679187802,0.1779274511925532
landmax,two_turn_7_5,0.415,1.585,12931,100,0.1968957293820267,0.17666284755654532
landmax,two_turn_7_5,0.42,1.58,12931,100,0.19728577197217526,0.17507864316479554
landmax,two_turn_7_5,0.425,1.575,12931,100,0.19736744962866062,0.1719351321754693
landmax,two_turn_7_5,0.43,1.57,12931,100,0.19760690031365283,0.17188894640827657
landmax,two_turn_7_5,0.435,1.565,12931,100,0.19784635099864517,0.1712771427229493
landmax,two_turn_7_5,0.44,1.56,12931,100,0.19811208239752753,0.16790743107238806
landmax,two_turn_7_5,0.445,1.555,12931,100,0.19887668976416661,0.16525002483128592
landmax,two_turn_7_5,0.45,1.55,12931,100,0.19967309167926217,0.16438099377791524
landmax,two_turn_7_5,0.455,1.545,12931,100,0.20051336034112577,0.16431630972768424
landmax,two_turn_7_5,0.46,1.54,12931,100,0.2013536290029892,0.16293093125784086
landmax,two_turn_7_5,0.465,1.535,12931,100,0.20217092497050715,0.16066366325054426
landmax,two_turn_7_5,0.47,1.53,12931,100,0.20292061441378134,0.15970649050942978
landmax,two_turn_7_5,0.475,1.525,12931,100,0.20376176290427905,0.1600189237183085
landmax,two_turn_7_5,0.48,1.52,12931,100,0.20468724100377528,0.15857355014169078
landmax,two_turn_7_5,0.485,1.5150000000000001,12931,100,0.20563225427945686,0.15390951429753805
landmax,two_turn_7_5,0.49,1.51,12931,100,0.2065772675551386,0.15052124153521212
landmax,two_turn_7_5,0.495,1.505,12931,100,0.20731030023568786,0.14624302330503408
landmax,two_turn_7_5,0.5,1.5,12931,100,0.20785756272263273,0.14374478548453715
landmax,one_turn_15,0.2,1.8,6488,93,0.07901797340371433,0.14794967544306745
landmax,one_turn_15,0.205,1.795,6488,93,0.08063554365921059,0.146552783591151
landmax,one_turn_15,0.21,1.79,6488,93,0.08049986221290377,0.1469471155673574
landmax,one_turn_15,0.215,1.785,6488,93,0.08036418076659685,0.14228509635042785
landmax,one_turn_15,0.22,1.78,6488,93,0.08022849932029,0.1411282453361754
landmax,one_turn_15,0.225,1.775,6488,93,0.08009281787398306,0.13931922683568718
landmax,one_turn_15,0.23,1.77,6488,93,0.0808201355371269,0.13616624131325455
landmax,one_turn_15,0.235,1.7650000000000001,6488,93,0.08160649599607057,0.13426287573737158
landmax,one_turn_15,0.24,1.76,6488,93,0.08151504651869515,0.13230330879901334
landmax,one_turn_15,0.245,1.755,6488,93,0.0811999842183675,0.13269064705869865
landmax,one_turn_15,0.25,1.75,6488,93,0.08109164586753241,0.13281733162719614
landmax,one_turn_15,0.255,1.745,6488,93,0.08289154804592085,0.13291495443501455
landmax,one_turn_15,0.26,1.74,6488,93,0.08332164957388372,0.13198401066520565
landmax,one_turn_15,0.265,1.7349999999999999,6488,93,0.08389412077089983,0.13203894272537153
landmax,one_turn_15,0.27,1.73,6488,93,0.08406148681041473,0.13299952837446316
landmax,one_turn_15,0.275,1.725,6488,93,0.08348966464183584,0.13303740292392185
landmax,one_turn_15,0.28,1.72,6488,93,0.08453434286671614,0.13237213599562314
landmax,one_turn_15,0.285,1.715,6488,93,0.08354345382224959,0.1312342580614678
landmax,one_turn_15,0.29,1.71,6488,93,0.08519176000064432,0.13008175384772105
landmax,one_turn_15,0.295,1.705,6488,93,0.08557854881751001,0.12725530705863744
landmax,one_turn_15,0.3,1.7,6488,93,0.08561128036477168,0.12725530705863744
landmax,one_turn_15,0.305,1.695,6488,93,0.0862348299247602,0.125929961032931
landmax,one_turn_15,0.31,1.69,6488,93,0.08686992018907733,0.12386599276378236
landmax,one_turn_15,0.315,1.685,6488,93,0.08733080316162949,0.12696253482536268
landmax,one_turn_15,0.32,1.68,6488,93,0.0877916861341816,0.12992973608872221
landmax,one_turn_15,0.325,1.675,6488,93,0.08797008768448691,0.12954938619031073
landmax,one_turn_15,0.33,1.67,6488,93,0.08713290242681271,0.12658771143406858
landmax,one_turn_15,0.3333333333333333,1.6666666666666667,6488,93,0.08770560300210617,0.12413720277692852
landmax,one_turn_15,0.335,1.665,6488,93,0.0881705185866595,0.12324440934864629
landmax,one_turn_15,0.34,1.66,6488,93,0.08956526534031933,0.12036317465279864
landmax,one_turn_15,0.345,1.655,6488,93,0.08944373786850726,0.11773800651224142
landmax,one_turn_15,0.35,1.65,6488,93,0.08915987887489303,0.11864912262526478
landmax,one_turn_15,0.355,1.645,6488,93,0.0929088457006059,0.11911237033307395
landmax,one_turn_15,0.36,1.6400000000000001,6488,93,0.09473758438188026,0.11828843512864579
landmax,one_turn_15,0.365,1.635,6488,93,0.09481687184598911,0.11884677040920107
landmax,one_turn_15,0.37,1.63,6488,93,0.09489615931009793,0.12245864052260613
landmax,one_turn_15,0.375,1.625,6488,93,0.09497544677420683,0.1221028975766546
landmax,one_turn_15,0.38,1.62,6488,93,0.0950547342383157,0.12121607745148436
landmax,one_turn_15,0.3819660112501051,1.618033988749895,6488,93,0.09508591024760171,0.12084810145503176
landmax,one_turn_15,0.385,1.615,6488,93,0.09513402170242448,0.11955995704249335
landmax,one_turn_15,0.39,1.6099999999999999,6488,93,0.09521330916653331,0.1205058468082858
landmax,one_turn_15,0.395,1.605,6488,93,0.09627583162430925,0.1177036020155912
landmax,one_turn_15,0.4,1.6,6488,93,0.09663564293800056,0.11875489213796775
landmax,one_turn_15,0.405,1.595,6488,93,0.09703484581470265,0.11894640207213816
landmax,one_turn_15,0.41,1.59,6488,93,0.09743404869140479,0.11880585977490163
landmax,one_turn_15,0.415,1.585,6488,93,0.09783325156810685,0.11929382701491495
landmax,one_turn_15,0.42,1.58,6488,93,0.09790320200004923,0.1181997931841459
landmax,one_turn_15,0.425,1.575,6488,93,0.09797162404142944,0.11733297826707595
landmax,one_turn_15,0.43,1.57,6488,93,0.09859480756584854,0.11839499526687955
landmax,one_turn_15,0.435,1.565,6488,93,0.09929541170008419,0.11757635469827224
landmax,one_turn_15,0.44,1.56,6488,93,0.09999601583431991,0.11781270293355355
landmax,one_turn_15,0.445,1.555,6488,93,0.1006966199685555,0.11747062890682969
landmax,one_turn_15,0.45,1.55,6488,93,0.10103078535917069,0.1169114220244101
landmax,one_turn_15,0.455,1.545,6488,93,0.10145984263775737,0.11626883378042781
landmax,one_turn_15,0.46,1.54,6488,93,0.10146863250383917,0.11747835976811755
landmax,one_turn_15,0.465,1.535,6488,93,0.10147742236992088,0.11755085000339979
landmax,one_turn_15,0.47,1.53,6488,93,0.10148621223600265,0.11857591027800715
landmax,one_turn_15,0.475,1.525,6488,93,0.10121628342540906,0.11762381408760832
landmax,one_turn_15,0.48,1.52,6488,93,0.10088031607613583,0.11570450008275891
landmax,one_turn_15,0.485,1.5150000000000001,6488,93,0.1013856107037673,0.11688858071230672
landmax,one_turn_15,0.49,1.51,6488,93,0.10125657846700983,0.11657217149608086
landmax,one_turn_15,0.495,1.505,6488,93,0.10112754623025229,0.1173897530870646
landmax,one_turn_15,0.5,1.5,6488,93,0.10105202308968936,0.11455249162078018
