candidate,phase_assignment,amplitude_median_reduction,direction_median_reduction,composite_score,amplitude_rank_one_share,direction_rank_one_share,amplitude_sign_agreement,direction_sign_agreement,selected
R_A,A_visible,0.9276765195534127,0.111096830388696,0.5193866749710543,0.999999450801347,0.9180599629699329,1.0,1.0,False
R_B,B_unresolved,0.8646947378240919,0.06747293666701037,0.46608383724555114,0.9999989803057832,0.9649804334894225,1.0,0.0,False
H_A,A_visible,0.9168981280177999,0.11533102648779264,0.5161145772527963,0.9999779194538495,0.9710950270868506,1.0,0.6666666666666666,False
H_B,B_unresolved,0.9161357957384666,0.1263818770901387,0.5212588364143027,0.9999856454178864,0.9828037317766187,1.0,0.3333333333333333,True
