condition,state,wait_index,wait_us,a_x,a_y,a_z,b_x,b_y,b_z,u,v,radius,transverse_radius,k,q8_h_linear,purity,i_child_a,i_child_b,i_relation,i_relation_core,i_relation_off,i_unresolved_to_pure,i_unresolved_half_scale,information3_sum,rho_reconstruction_fro_error,purity_closure_abs_error
Ramsey,Psi-minus,7,28.02,-0.039535686649304486,0.07237511039526329,0.040120750476786704,0.06948842042117648,0.041410501217723064,-0.040000226039691555,-0.10844335140719258,-0.07929282914967471,0.13434028888975696,0.13452840476716088,0.8401850309240089,1.0254746801862342,0.44320898571122835,0.008410901742379122,0.008143488266959637,0.7562815528355743,0.7420055126267444,0.014276040208829888,2.227164057155087,1.1135820285775435,3.0,1.273929709481672e-16,3.3306690738754696e-16
Ramsey,Psi-minus,8,32.02,-0.08969531091583421,0.11609119435789236,0.06655223243707997,0.1616237200749555,0.05214159933155364,-0.05150728069011129,-0.050294745934901755,0.01648197259856264,0.0529265234962215,0.05479460880823829,0.8951600521691907,1.0519134243345878,0.4685977057848343,0.025951613850089227,0.03149397323580976,0.8169452360534388,0.8069139527783404,0.01003128327509839,2.125609176860662,1.062804588430331,3.0,1.4532386433900416e-16,6.661338147750939e-16
Ramsey,Psi-minus,9,36.02,-0.08395772715487654,0.10859744159816476,0.1254786223220426,0.059511652188579345,0.19296007322202272,-0.12770182988438467,0.005604687302715402,-0.0003745105744876742,0.0056171859441914804,0.035803762634487236,0.9011240042087632,1.0932588098470453,0.4805993852678545,0.03458718893051731,0.05708298395988312,0.830727368181017,0.8120875765170982,0.018639791663918825,2.077602458928583,1.0388012294642914,3.0000000000000004,2.34771607303635e-16,5.551115123125783e-16
Ramsey,Psi-minus,10,40.02,-0.05196461513230814,0.11831030265904854,-0.12018708850418847,0.11654009359589756,0.1867281053037012,0.10030557673799856,0.06629895490669932,-0.03167827542742766,0.07347832711607225,0.06995096229370408,0.8700107422072187,1.056510930676709,0.4765795823820973,0.03114258518423821,0.05851018745039321,0.8166655568937585,0.7677168206675087,0.048948736226249845,2.09368167047161,1.046840835235805,3.0,2.3746077076648376e-16,7.771561172376096e-16
Hahn,Phi-plus,0,1.0,-0.009279611497178111,-0.10368640684385359,0.09116827661138982,0.05798892239192416,0.08587524573216025,0.11482167364089657,0.9197868980201447,-0.008610081627877839,0.9198271964206965,0.9185742293519592,0.9531652999410344,0.12700750363826896,0.9221496020134736,0.01914863681401858,0.02392128968743207,2.645528481552444,2.6006882315619992,0.04484024999044456,0.3114015919461055,0.15570079597305275,3.0,2.7013827810780094e-17,0.0
Hahn,Phi-plus,1,1.99,0.0373192998657048,-0.06470355814971425,0.05396900351018041,0.05874443882840584,0.09194709146955787,0.08801492342675798,0.9427553372478498,-0.06015081734172137,0.9446722959503915,0.9086282106093448,0.9110366097667848,0.14429109428282372,0.9127018474307744,0.008491933919581713,0.01965180346879363,2.6226636523347224,2.614799197807725,0.007864454526997466,0.34919261027690185,0.17459630513845092,2.9999999999999996,1.6726818687524463e-16,0.0
Hahn,Phi-plus,2,3.98,0.08881547922187913,-0.06905276831817854,-0.030579012916356674,0.08869421685731599,0.0578329482764165,-0.035741030555392184,0.9507372331219257,-0.10191087382044092,0.9561836186879489,0.9196600631598231,0.9211069598781652,0.12270942143388597,0.9268039230351911,0.013591550192754794,0.01248873527543674,2.681135406672572,2.6770122568303574,0.004123149842214513,0.2927843078592365,0.14639215392961824,3.0,2.758155775210962e-16,8.881784197001252e-16
Hahn,Phi-plus,3,7.94,0.09308986326829566,-0.13000651903883217,0.027540536779343927,0.14762370725412854,0.09436956472916308,0.055157344510927186,0.9469445709536325,-0.038905517920582805,0.947743456734589,0.9255749077063977,0.932738604934692,0.119517938330719,0.9330223103704075,0.02632589880199861,0.033740706344121456,2.6720226363355106,2.666436624701971,0.005586011633539556,0.26791075851836954,0.13395537925918477,3.0000000000000004,2.2166141539160643e-16,8.881784197001252e-16
Hahn,Phi-plus,4,15.85,0.08036506610969565,-0.06405432643526392,-0.08788253071387137,-0.0038765628295530305,0.07815441263359087,-0.0939103906765481,0.9178582006815325,-0.12647868606655016,0.9265314536417322,0.9050195756881348,0.9118518675010416,0.1616166788572262,0.9036030811284697,0.018284839790565645,0.014942301430494954,2.581185183292818,2.5483948974400596,0.03279028585275823,0.38558767548612183,0.19279383774306091,3.0000000000000004,1.3504407235158886e-16,0.0
Hahn,Phi-plus,5,31.62,-0.015080941967049871,0.059767171758856,0.016287279234916296,0.028482506660366613,0.05184852837005224,0.03391808824487025,0.7970971784006211,-0.26233224794782645,0.839155599473418,0.8397831155293707,0.84326619623041,0.317578204296172,0.824651328561436,0.004064825095542256,0.0046499597899847455,2.2898905293602145,2.1194621179600874,0.1704284114001271,0.7013946857542583,0.35069734287712917,3.0,6.337844922032561e-16,2.220446049250313e-15
Hahn,Phi-plus,6,63.09,0.08677223454979108,0.023529176514697235,-0.009306550210783027,0.017038838531575583,0.049602669132454216,-0.051910926446810224,0.34794396444346304,-0.6645436883993288,0.7501222008339828,0.7402046659196037,0.8338803593653894,0.41599743980062776,0.7295299426047266,0.008169654713049562,0.005445491088134973,1.9045046246177217,1.8207230861033872,0.08378153851433456,1.0818802295810936,0.5409401147905468,3.0,5.20742201864312e-17,0.0
Hahn,Phi-plus,7,125.89,0.13624344119135726,-0.3065717810456724,0.11382746680447375,-0.06906588933857416,-0.07562241126938021,0.0038071854374774894,-0.5399710819531969,-0.4012033098171557,0.6727056303866845,0.6730834177906893,0.8212522683163141,0.5060421012970013,0.695769897703705,0.1255052244003021,0.010503340817278795,1.6470710255972392,1.5795210185225845,0.06755000707465464,1.2169204091851797,0.6084602045925899,3.0,2.2249138882623787e-17,0.0
Hahn,Phi-plus,8,251.19,-0.14312796626046054,-0.15741933622253168,-0.04820379195501989,-0.0362748648626756,-0.18142397911124172,-0.051711516615194575,-0.2321216833465909,0.2654482858440721,0.3526234086631391,0.3524052524401786,0.8878238727199329,0.7595527186169281,0.5340062511787147,0.04759006770144085,0.036904606968005196,1.0515303300454129,1.0369177656458421,0.014612564399570704,1.8639749952851412,0.9319874976425706,3.0,4.28620649410774e-17,0.0
Hahn,Phi-plus,9,501.18,0.04225514250257363,-0.0279494376221879,0.005133444487044836,-0.07894519466844419,-0.17413608946765521,0.030201354880460385,-0.10069269684860782,0.035576647652543376,0.10679286987827818,0.11398694915926008,0.7533591797077188,1.139847950414003,0.4180464419756452,0.002593020383610948,0.03746784325294128,0.6321249042660295,0.5903594877635647,0.04176541650246479,2.3278142320974187,1.1639071160487093,3.0000000000000004,2.781216748551278e-16,8.881784197001252e-16
Hahn,Phi-plus,10,1000.0,0.09614186199811897,-0.1419037029988042,0.10655358210575305,-0.1704879973165152,-0.1479482429394466,0.11074128019410334,-0.004967020120001015,-0.06739014469923016,0.06757294496657426,0.06602860084043544,0.7764775944039201,1.1559494606295055,0.43392616418377533,0.04073358441280564,0.06321847095689452,0.6317526013654008,0.6120496603942098,0.019702940971190963,2.2642953432648993,1.1321476716324497,3.0000000000000004,1.2241943692876324e-16,3.3306690738754696e-16
Hahn,Phi-minus,0,1.0,-0.008468176908714799,0.06896105790456564,-0.03659044550750473,0.0005351830337828687,0.014453807486756799,-0.043946859870924226,-0.9451649972742626,0.053805245914769324,0.9466952395361485,0.9357825320978548,0.9615784674008645,0.09172629306298696,0.932429346889075,0.006166198229911818,0.002140525464258526,2.7214106638621294,2.717096902089807,0.004313761772322344,0.2702826124437001,0.13514130622185005,3.0,1.3682648599041103e-16,0.0
Hahn,Phi-minus,1,1.99,0.016260271470537692,0.0891720016957005,0.05483875248513731,-0.04068915632079419,0.08244389659352042,0.04901269160779609,-0.9359448561259683,0.05735725564211279,0.9377007137053135,0.9177361938835291,0.9404936759227351,0.12180561037195137,0.9219439966648135,0.011223331088839748,0.010854847466262038,2.6656978081041522,2.6430936114175676,0.022604196686584643,0.3122240133407459,0.15611200667037295,3.0,1.2260366030843866e-16,0.0
Hahn,Phi-minus,2,3.98,0.02466942311112358,0.05658475260404669,0.0761451268307603,0.026590412867692845,0.04207270219838123,0.0850255779902735,-0.9526866680463781,0.14919423764857914,0.96429809085202,0.9536033047689498,0.9564050679249854,0.07929684122299463,0.9525163158211307,0.009608495003969379,0.009706511239328117,2.7907502570412266,2.7744522699942973,0.016297987046929308,0.18993473671547578,0.09496736835773789,3.0,7.442145673716925e-17,1.3322676295501878e-15
