permutation_index,cut_mae
156,0.1989867102814016
157,0.19550665750500892
158,0.2019208881401389
159,0.20860927233303636
160,0.2005727467679861
161,0.19896001989560547
162,0.18732648109724848
163,0.18501117474710546
164,0.19816728516544943
165,0.20845058147441037
166,0.20262977336380086
167,0.19453109656683956
168,0.19977963477385424
169,0.21329782265179942
170,0.22008573438881301
171,0.19567156769709484
172,0.2005641161262313
173,0.18265219120442858
174,0.18156143909750772
175,0.21555082563463546
176,0.165264404104543
177,0.18176968599499585
178,0.17836635777662346
179,0.20303874994543025
180,0.18795133223202273
181,0.20251585239048026
182,0.20433596049939462
183,0.20375205097845403
184,0.19613685913010478
185,0.21410354400636242
186,0.18904385521692668
187,0.19673683085126722
188,0.18146747213954403
189,0.18508554627759743
190,0.1894962754580552
191,0.16948453400730537
192,0.20805655508822876
193,0.20104872584059835
194,0.21231517759545698
195,0.18032663103296576
196,0.20522787725054972
197,0.18497972944150087
198,0.2027361392932312
199,0.20665304756711358
200,0.18688294276001477
201,0.1876875810534419
202,0.1809814988993142
203,0.2058204347355155
204,0.20655761654893817
205,0.19317709879469963
206,0.1955670959922169
207,0.19336847293045686
208,0.19446232596830457
209,0.20670029101566442
210,0.22506311850234284
211,0.1958736229836341
212,0.21037865193376176
213,0.20581373597580063
214,0.18868471743572904
215,0.17950390467701272
216,0.19891834281027282
217,0.19125325407333402
218,0.1629502968543683
219,0.20031080657911518
220,0.19622363014769234
221,0.19070106848886512
222,0.1805170526416642
223,0.21063182587953447
224,0.2023961217153179
225,0.18810179101486257
226,0.1912110521992551
227,0.18883016150643656
228,0.2238994967768637
229,0.19812014597961333
230,0.22209375641657522
231,0.1825833896754451
232,0.20205934164542047
233,0.18796267678772005
234,0.1911637921362655
235,0.21232720959601312
236,0.19224604514550409
237,0.19329085488655853
238,0.20059257064896896
239,0.19534247191714715
240,0.20396331388896446
241,0.17472093644060857
242,0.19056833430073988
243,0.19384369255693043
244,0.19682523122980758
245,0.20331618997651477
246,0.18778599550582376
247,0.18106124872641555
248,0.18753692980239345
249,0.18996500032190275
250,0.20132143154672022
251,0.1989755479479846
252,0.2040763760180392
253,0.19112657522634807
254,0.1605992231161101
255,0.20693080881566278
256,0.18663765130214888
257,0.20125846075389203
258,0.20137390580269418
259,0.1674739384666395
260,0.21305937649647377
261,0.20854955281499687
262,0.20025344657268396
263,0.19356311936354922
264,0.19842493933377622
265,0.19853149969626444
266,0.21754985949752856
267,0.2094399696647313
268,0.20554804702883522
269,0.21015364851198912
270,0.19979501731735885
271,0.20603592742335392
272,0.20286849623608458
273,0.21100343493861518
274,0.18367383412635138
275,0.21223552652757754
276,0.19878882639650525
277,0.20268292811407274
278,0.2026571913824837
279,0.18633854885838833
280,0.20399251708045688
281,0.2098858006856411
282,0.2110446243241854
283,0.20808187392026106
284,0.2074989600540253
285,0.21528299868688078
286,0.21705221697669572
287,0.21371262976820052
288,0.19703173837075186
289,0.1988119928750834
290,0.1887946253079835
291,0.2011035298341506
292,0.21109895207319013
293,0.21446156066811126
294,0.18991763129536757
295,0.2025515979522478
296,0.20469248959239578
297,0.19400551915344316
298,0.2065284963570656
299,0.21498782555783136
300,0.20279754616217022
301,0.18640831108692804
302,0.1708733888007387
303,0.20817182632944767
304,0.19431440366110933
305,0.19234970859106357
306,0.20079835070546312
307,0.21107366890537796
308,0.19343134620713798
309,0.21872969283002638
310,0.20880524089351243
311,0.22214306168543352
312,0.21342753724627883
313,0.20090820893490074
314,0.21244826558344262
315,0.20217328505338322
316,0.18725039801975754
317,0.21971164025810747
318,0.19516192312968653
319,0.20158356797737537
320,0.18964499454574435
321,0.18727156479741197
322,0.20871114053559447
323,0.19745580002387814
324,0.20514732585676995
325,0.19963479182717428
326,0.1928788177692623
327,0.1851226235323458
328,0.18047303629117842
329,0.19203509862950352
330,0.1888253865125857
331,0.20203000160172876
332,0.19257904121061087
333,0.19714320026379642
334,0.1960093284574805
335,0.19946016298347938
336,0.19800198902164728
337,0.19744323850030393
338,0.19470263293250695
339,0.19632287804391665
340,0.20401409117640237
341,0.19369742858344266
342,0.1947452657252333
343,0.1952936727106762
344,0.20979135959512413
345,0.2078007824904561
346,0.1840719202255219
347,0.2125002919508288
348,0.1921436295281204
349,0.19642500184891673
350,0.19674596082899606
351,0.19930266239029176
352,0.19401130589145527
353,0.19117655983685936
354,0.20669980123278595
355,0.20013301171651982
356,0.20024579350518842
357,0.19314808509087372
358,0.21745423228446217
359,0.17719834404930956
360,0.20584537133795722
361,0.20659995307366374
362,0.19095421342203667
363,0.1919454773030226
364,0.19892568163510954
365,0.1882003543054275
366,0.21627429410025872
367,0.1951432354353026
368,0.18370891461081806
369,0.2078117242783079
370,0.19692198356525925
371,0.18970012877836098
372,0.19218407325157924
373,0.18081968688847722
374,0.18521265439780338
375,0.1963315658984594
376,0.20495289746160852
377,0.18974135152185204
378,0.1860193673091298
379,0.1913859488693669
380,0.195593719539468
381,0.19811961138791054
382,0.19595149312627377
383,0.20503918580514607
384,0.185365903465841
385,0.19766750477906705
386,0.1906042869154694
387,0.19316387678979136
388,0.189310262794319
389,0.1983884010371186
390,0.19934282104211604
391,0.17463917048530114
392,0.1921344036409861
393,0.18237353275862747
394,0.19897066314115122
395,0.20049931108578287
396,0.2166147067839823
397,0.17856509230387932
398,0.2068829055026456
399,0.21229590783202268
400,0.2125429016179697
401,0.19909205349092787
402,0.1914813430874605
403,0.1872091770084884
404,0.18760247519536866
405,0.1931096000496709
406,0.20965201597008817
407,0.19009819772403685
408,0.20295736685162333
409,0.20098164933772095
410,0.192409785658203
411,0.21072826669904746
412,0.18413722130518612
413,0.19245094250520403
414,0.21182956859061858
415,0.17969487958781755
416,0.19601689811347006
417,0.2103980371443731
418,0.19087076043731113
419,0.19348365642264773
420,0.22440203379640317
421,0.19060970481674214
422,0.19911633843185525
423,0.2146450467506345
424,0.19624340060257817
425,0.18012344893540647
426,0.18713901314199027
427,0.18342902794515153
428,0.19510278830503042
429,0.18696471915946264
430,0.19281554185226504
431,0.17827783515029422
432,0.20798538958871865
433,0.20307703914488573
434,0.18935848363356214
435,0.20167045841908912
436,0.185854538779148
437,0.21152097236438142
438,0.21410833173532604
439,0.18872144489610515
440,0.2125675297444513
441,0.19256716596073864
442,0.19309359428579448
443,0.194183929158863
444,0.1966996558603348
445,0.19263070447763436
446,0.20391712913128926
447,0.17642114127939884
448,0.2030689312787066
449,0.18834268625879114
450,0.19075496438249157
451,0.18731109879840468
452,0.21429828235212375
453,0.18695483651466008
454,0.20452724351252383
455,0.18965670998552606
456,0.18696159444890145
457,0.19825536494574883
458,0.18948765721980257
459,0.1952974043004427
460,0.18273806899564207
461,0.19684621561033688
462,0.17904658835530454
463,0.20073557028078695
464,0.1869992515226679
465,0.19716711544747512
466,0.20926529395499993
467,0.20840092485372919
468,0.19592207684599125
469,0.17318574198294281
470,0.1924854257915822
471,0.20871055350638215
472,0.1839914767198822
473,0.20173539442104696
474,0.2037309340875003
475,0.21407818048903943
476,0.21275635980953453
477,0.20093614009239022
478,0.19868362673861956
479,0.1966317179188356
480,0.1909224458516129
481,0.18916607311899564
482,0.1909643186296826
483,0.19953370681739085
484,0.18002588315014087
485,0.20876623305305456
486,0.1920961877744982
487,0.21487444123100757
488,0.18127160484107066
489,0.19578013014604462
490,0.19625525484516174
491,0.1996992085540375
492,0.16243886604662658
493,0.21286366530294262
494,0.208015777920516
495,0.20162979416013538
496,0.20021500891461028
497,0.20850847434527825
498,0.19741202103903616
499,0.2032819694530404
500,0.1975465843262284
501,0.18416678171899153
502,0.18209918179363666
503,0.17765238175861392
504,0.1963533258659501
505,0.2087174123970294
506,0.20254920910749583
507,0.2092641966681974
508,0.18879781590087605
509,0.19470344960067004
510,0.2118948129094838
511,0.2030246883984393
512,0.1985191595959846
513,0.19525862994925106
514,0.20147060775681808
515,0.17902030239283426
516,0.1953461652812817
517,0.19531625863205246
518,0.2007266785169119
519,0.1942360911059326
520,0.2022069375902331
521,0.18923146215167885
522,0.19648673923588023
523,0.20381470951053943
524,0.20645390703486644
525,0.18655631253632673
526,0.19850934741023052
527,0.2029039645914504
528,0.17199039660825097
529,0.1752706822730458
530,0.2052638116605725
531,0.17989410966527888
532,0.19845935667038725
533,0.18269678649798538
534,0.21181399979880877
535,0.18195859179396773
536,0.21652569769723407
537,0.20044028406990141
538,0.1831307205919926
539,0.1988115540413177
540,0.20865478915815144
541,0.18313304633338004
542,0.20445094536974015
543,0.20204249215935793
544,0.20677718892669325
545,0.18549760402213547
546,0.19159982649331495
547,0.20222011279727084
548,0.20168247893033767
549,0.20056559841937793
550,0.20414291701172926
551,0.19801139750899893
552,0.19515027403023097
553,0.1651845402062091
554,0.2016554595837342
555,0.19874706393341182
556,0.20469370371004347
557,0.2188679021742512
558,0.1915626467793127
559,0.21739549811055434
560,0.1903956691866698
561,0.2013459843529924
562,0.20567235943997822
563,0.20031740232239906
564,0.19167047670749607
565,0.19420282980989445
566,0.19639469710431395
567,0.1955542887363576
568,0.19224116417787884
569,0.19119405899131858
570,0.1831077249972886
571,0.20808952468337918
572,0.20706541028719844
573,0.18173815070620783
574,0.18150662827625547
575,0.20086469776381932
576,0.21357642554556197
577,0.20308877924786492
578,0.19742637138145014
579,0.21406025931536368
580,0.2023129711249271
581,0.18514119542551413
582,0.19386410628245312
583,0.1996400684563682
584,0.18235082707151967
585,0.19799880180356624
586,0.20361783888163928
587,0.19044987376468803
588,0.20326572897776482
589,0.19715740467166318
590,0.18904726192084165
591,0.17536866308137494
592,0.1915527344992546
593,0.2064388093725078
594,0.195253195065753
595,0.19270749543827267
596,0.18160888487439455
597,0.18502576879788768
598,0.21243387186546162
599,0.1982238073618903
600,0.2073326478904005
601,0.20477357589097153
602,0.21104543964692435
603,0.17732200784406785
604,0.19540186641354024
605,0.21016487378768345
606,0.19493768123606992
607,0.20590488042930472
608,0.19708998746357687
609,0.19608383428542492
610,0.211421999235942
611,0.20170909946551427
612,0.19313011074421765
613,0.1847629781533201
614,0.19535093679797275
615,0.18820295609469373
616,0.20094023990464657
617,0.20568411334007364
618,0.1732177870096556
619,0.18704705548527473
620,0.20647609303239944
621,0.21917147029863027
622,0.19975560104348017
623,0.20961970265787958
624,0.20342739821690123
625,0.18098595973654535
626,0.19339539593651445
627,0.1798172889370681
628,0.19764961191906955
629,0.19221651432605039
630,0.1987236317971785
631,0.18587368215657502
632,0.21087108523394102
633,0.22355167641720136
634,0.2065204735934524
635,0.20002724504678093
636,0.19415665972033955
637,0.18677152083953727
638,0.19979518699433793
639,0.2053125768859013
640,0.20570356691544708
641,0.19455072843133256
642,0.2050079759997166
643,0.20847901878535313
644,0.222940877352141
645,0.2079857636355817
646,0.19770267576993392
647,0.19787967966304384
648,0.1930292039090571
649,0.19879787674642455
650,0.1934439591210368
651,0.19691260220782855
652,0.19278989905186492
653,0.1890157412606352
654,0.19160863466015407
655,0.2009757892845511
656,0.17890055203462873
657,0.1808005671169184
658,0.20268873832166065
659,0.19466200740048817
660,0.2114250086081075
661,0.1736389198642899
662,0.20317843927410806
663,0.1839760813553854
664,0.18887309480527442
665,0.20080278061569673
666,0.19825811185991302
667,0.1942476031054399
668,0.18669150061531012
669,0.1904539913530659
670,0.19696097923621217
671,0.204568387039615
672,0.19923804542408885
673,0.1936734668930492
674,0.20011770182744668
675,0.19230135004645968
676,0.20245889898817276
677,0.19921553159619673
678,0.22139330883178723
679,0.20457993369359698
680,0.1997121743822334
681,0.17743736943650917
682,0.21440409735150287
683,0.21261081326410997
684,0.20968284444359594
685,0.19737188014178128
686,0.2035992152456875
687,0.20289437274988656
688,0.1992419584164101
689,0.18892630823470327
690,0.202489694435735
691,0.20305861001159548
692,0.19630519039378794
693,0.19706895787807316
694,0.18860856674042628
695,0.19576318171885587
696,0.19510297873559146
697,0.17724240551847156
698,0.18163752442811706
699,0.1958156203297854
700,0.20578257818089135
701,0.19758318652320225
702,0.18953141303133247
703,0.20095829101344342
704,0.2092051935646137
705,0.1933753137134188
706,0.19274349225862125
707,0.18766445266006632
708,0.18926970707258464
709,0.206870319434128
710,0.18110812746659966
711,0.17008481196493255
712,0.21767830004463162
713,0.2034682727816254
714,0.19529911675481487
715,0.19884123378933483
716,0.18585529046893304
717,0.1945009339823264
718,0.20169062435569873
719,0.19624590683949555
720,0.19814194344236186
721,0.17396842875639956
722,0.1939857605223473
723,0.21057710450507505
724,0.17338594038468935
725,0.2146469303810542
726,0.20711769829946533
727,0.19590381846883292
728,0.19289445598402
729,0.1906547570097887
730,0.1933112864087149
731,0.20504774335870113
732,0.1835132275714235
733,0.19426412552486644
734,0.1974305017562389
735,0.1847879176963941
736,0.19567801075444347
737,0.1953374766670671
738,0.19630967934012375
739,0.21464859919190968
740,0.19233427161361624
741,0.20043914941846164
742,0.20061051327203325
743,0.20792250734730433
744,0.21386650822789346
745,0.1986355536106755
746,0.18458510039933812
747,0.19424192607406152
748,0.19163119125959657
749,0.20136596824912112
750,0.20738766363316716
751,0.18525487635398993
752,0.21598849191191655
753,0.17952436512898068
754,0.18523944079958396
755,0.19962000740930944
756,0.20323876758330156
757,0.2011902190357681
758,0.1943040432428784
759,0.2081668195229079
760,0.21388272489827756
761,0.22100204483437458
762,0.19905334989521392
763,0.22620517524567876
764,0.19646148402616237
765,0.2024554449587466
766,0.18487065010327577
767,0.18517534203821875
768,0.20869930389558095
769,0.18584217530458247
770,0.1918222483147918
771,0.1883231074639933
772,0.18295357485606087
773,0.2081120845538583
774,0.18527732103813455
775,0.21198809619711095
776,0.1869002982887454
777,0.21927904976733878
778,0.2078886549557416
779,0.21481255410852357
780,0.20985706374001756
781,0.19419220275258509
782,0.1871359920493089
783,0.22080279073552042
784,0.18584251298100446
785,0.1737915453211782
786,0.18567941301343407
787,0.17596888865751284
788,0.18396472004949807
789,0.1912862792995779
790,0.20666483654389387
791,0.20596266404147656
792,0.20578799528761724
793,0.2050155221831734
794,0.19680292332705146
795,0.19044612151813056
796,0.17624896874814142
797,0.19106524030259794
798,0.19158511348881263
799,0.20002061436843613
800,0.1929626678911976
801,0.2052945233746079
802,0.20628316577062006
803,0.1980213324599877
804,0.1933195490605679
805,0.17596513860826793
806,0.1861549536036733
807,0.2120642070352166
808,0.20073169208564792
809,0.2058345763353835
810,0.18909440384581067
811,0.1828583972073857
812,0.19263428229913945
813,0.1785244279314531
814,0.2071962940456522
815,0.19460290312595535
816,0.20824841658198204
817,0.19940370563865753
818,0.1818654509800917
819,0.20954664833230155
820,0.20160124478264363
821,0.20210933184905217
822,0.18061495793365567
823,0.18745664833521858
824,0.21474712089851455
825,0.18432490931259637
826,0.21210993670953343
827,0.21279282218619258
828,0.19024100407433278
829,0.21687170541118875
830,0.18725367838774531
831,0.20066979454181877
832,0.21464756653661043
833,0.20794670723311304
834,0.20993538787151875
835,0.1894494000759332
836,0.18570172560343878
837,0.17674737011681382
838,0.2075002130932527
839,0.18912293861673282
840,0.19565113069211623
841,0.18871843529059734
842,0.19688491103682582
843,0.18942005467645961
844,0.19004657303811176
845,0.20473637550689558
846,0.1975582536693924
847,0.19691271013695189
848,0.19087546706292213
849,0.2180639166648714
850,0.19288787127165355
851,0.20609565556218712
852,0.1963938596343407
853,0.17232807478362572
854,0.18277550081182736
855,0.18018962192509258
856,0.2153719185618983
857,0.2115260934977452
858,0.19999655003806774
859,0.17552596996440997
860,0.19111973800132084
861,0.19712134448661614
862,0.19437006572441218
863,0.19316237167384773
864,0.1932421786823027
865,0.17159597097343168
866,0.21935791843595145
867,0.19789687258983302
868,0.20879241088297815
869,0.21276452184881023
870,0.18981629901000588
871,0.19294904483502204
872,0.20441677009836515
873,0.18567528142175233
874,0.20811879790534224
875,0.21155232925345452
876,0.21820726318430306
877,0.19745441123866828
878,0.19364581178406237
879,0.19689859876706897
880,0.21203404554959915
881,0.20375568123215887
882,0.20612980080747292
883,0.21077123929503783
884,0.2050986871249424
885,0.20433304549891318
886,0.20047600789885683
887,0.2107556190342819
888,0.18751204652879105
889,0.20881185039133432
890,0.20823518388867576
891,0.19692107156002356
892,0.187995800039109
893,0.20877253523313236
894,0.19385716070424341
895,0.19564997587216776
896,0.2030572504018995
897,0.19715188994384739
898,0.1880281056634131
899,0.20060272809039764
900,0.20614640307637394
901,0.17524493526828736
902,0.1899406346851465
903,0.19704672702387666
904,0.18456895183143843
905,0.1837094319001971
906,0.20688333361054748
907,0.19850271713045456
908,0.20260443203016415
909,0.19524633954724044
910,0.20042069629957732
911,0.20578747529727337
912,0.20987780672916373
913,0.18771561391292377
914,0.19021109648473558
915,0.2164003262483354
916,0.19687911848926748
917,0.21900148848232331
918,0.1866405587514579
919,0.18687601024883962
920,0.18523527379329177
921,0.21083785942810976
922,0.21270455085545736
923,0.2116469460457569
924,0.20297912915592717
925,0.1966105564459064
926,0.21923486778451534
927,0.20078470338636908
928,0.21053762610065624
929,0.20616506773338045
930,0.1807268574417645
931,0.1984880821806308
932,0.2127786568546845
933,0.19806944414046415
934,0.20529867174268276
935,0.20629435516387054
936,0.20868719139493813
937,0.19586346884010705
938,0.2077096756942595
939,0.1989755274058891
940,0.19713320061984188
941,0.18191300280950873
942,0.2048991945468562
943,0.20037309615483367
944,0.20806035955376578
945,0.19780090392558972
946,0.20952070636873138
947,0.19432616974479366
948,0.19771481136083902
949,0.1975940882219994
950,0.1947284337459686
951,0.19004374948167113
952,0.1929698388757931
953,0.1922709065136309
954,0.21791598866275774
955,0.19198003118059837
956,0.2177017427228187
957,0.18418509775760467
958,0.19540836072953796
959,0.19390795243989686
960,0.1885682424601803
961,0.19416301567000602
962,0.2070846923812326
963,0.2076889835354078
964,0.2001640173092564
965,0.1644939728671898
966,0.19534674647277195
967,0.19279813206185598
968,0.2058509394307961
969,0.18368674038832505
970,0.2057398239371805
971,0.18743760125819028
972,0.19665360781615404
973,0.18397368254436716
974,0.20216191348661183
975,0.1789153429051285
976,0.19871681835167015
977,0.18734898885134207
978,0.19152239998452086
979,0.1835235515851086
980,0.21710461029454176
981,0.2041290869232955
982,0.191377893096045
983,0.20554914418079204
984,0.20500398371884448
985,0.2044499730015896
986,0.19216544971909905
987,0.18427422535567156
988,0.17433444925614158
989,0.19777528811830436
990,0.19830558614429836
991,0.20634281281651973
992,0.1952758483262139
993,0.16706035877855543
994,0.18849626145113824
995,0.20894289353149537
996,0.17370139241093327
997,0.20528004169884598
998,0.205113602346418
