cohort,grid_A,metric,median,q25,q75,n
development,0.7,local_time_ara,0.8844444444444457,0.8000231744421904,0.9441136642841237,94
development,0.7,local_time_rate,0.7928571428571449,0.6798596372757094,0.9050016728002703,94
development,0.7,log_rpl13a_concentration_change,-0.042723074635071065,-0.09589809759045004,0.018682062767090297,94
development,0.7,log_rpl13a_total_change,0.0012986212246753996,-0.07249974631982281,0.06009027156794865,94
development,0.7,log_size_change,0.03810187873520387,-0.008675092455197935,0.09175307065170728,94
development,0.75,local_time_ara,0.8869678284242613,0.811739027507558,0.9553187183599758,94
development,0.75,local_time_rate,0.8000000000000009,0.6875000000000009,0.9236791884290887,94
development,0.75,log_rpl13a_concentration_change,-0.03718146945166676,-0.08580892536244202,0.019143338194806354,94
development,0.75,log_rpl13a_total_change,0.011833859112192643,-0.06323398923294139,0.08971838677988431,94
development,0.75,log_size_change,0.04058117418105715,-0.007096618954575473,0.09468364264447063,94
development,0.8,local_time_ara,0.8876880916791267,0.8189668800301395,0.9628868119165043,94
development,0.8,local_time_rate,0.8044117647058783,0.7053678229665103,0.9374487746082808,94
development,0.8,log_rpl13a_concentration_change,-0.028664505217356487,-0.09194362558132849,0.03611540935973811,94
development,0.8,log_rpl13a_total_change,0.021257528972180903,-0.05702585657925975,0.09665428776167463,94
development,0.8,log_size_change,0.05317896266320633,-0.019579814514393286,0.10974183480874496,94
development,0.85,local_time_ara,0.9029749992827073,0.8157183485871158,0.9539322167164719,94
development,0.85,local_time_rate,0.8320540182513934,0.7150787766450508,0.9142364793213131,94
development,0.85,log_rpl13a_concentration_change,-0.022390336544005664,-0.09492819486338075,0.031881203825753476,94
development,0.85,log_rpl13a_total_change,0.027829847801954008,-0.03666396919370287,0.09778346326611527,94
development,0.85,log_size_change,0.05930762020571309,2.8252982556306377e-05,0.11443418469679444,94
development,0.9,local_time_ara,0.9054544514630771,0.8364565382113747,0.9649699640771066,94
development,0.9,local_time_rate,0.8340579710145022,0.72806324110672,0.9369899425287262,94
development,0.9,log_rpl13a_concentration_change,-0.026228111448914904,-0.08207142753722907,0.042572886613138995,94
development,0.9,log_rpl13a_total_change,0.03653984508281643,-0.04452806260392375,0.09779851263045905,94
development,0.9,log_size_change,0.06090923591875347,-0.004985627663848734,0.1098118793557803,94
development,0.95,local_time_ara,0.9138032164056695,0.8448914300202834,0.9738149794801694,94
development,0.95,local_time_rate,0.8549038461538434,0.7365625768379634,0.9553453947368543,94
development,0.95,log_rpl13a_concentration_change,-0.008733183529131251,-0.080717102513115,0.03255677006982779,94
development,0.95,log_rpl13a_total_change,0.04149912804845733,-0.02747035028004949,0.11242672909587911,94
development,0.95,log_size_change,0.05648140371491232,0.006594092565005898,0.11062376844823979,94
development,1.0,local_time_ara,0.9103368007233965,0.8418354697694431,0.9718213058419288,94
development,1.0,local_time_rate,0.8478260869565197,0.7363145258103238,0.9622331691297242,94
development,1.0,log_rpl13a_concentration_change,-0.011793418268980834,-0.06695491115117183,0.039684425449300766,94
development,1.0,log_rpl13a_total_change,0.029119344421489637,-0.022796239387220467,0.14780859146318429,94
development,1.0,log_size_change,0.05072950356451386,0.009978693590330732,0.12977950009223455,94
development,1.05,local_time_ara,0.9184351317343984,0.8446831804199187,0.9864303959131541,94
development,1.05,local_time_rate,0.8580451127819494,0.7362634637188192,0.9816073570571762,94
development,1.05,log_rpl13a_concentration_change,-0.013482462428588454,-0.07298766780019197,0.05237330763963439,94
development,1.05,log_rpl13a_total_change,0.03777270297496567,-0.04334091528320655,0.11172616113177944,94
development,1.05,log_size_change,0.05400826396356366,-0.008247164908942308,0.12814037541475984,94
development,1.1,local_time_ara,0.9286045268223149,0.8621171151727491,0.982683000604964,94
development,1.1,local_time_rate,0.8667246304806883,0.7582111289674527,0.9730322730438841,94
development,1.1,log_rpl13a_concentration_change,-0.01609315782469023,-0.08676491041583154,0.059219257453262696,94
development,1.1,log_rpl13a_total_change,0.03749204928297323,-0.044557905443148055,0.11929907398138012,94
development,1.1,log_size_change,0.04105873487117392,-0.010451717283232142,0.10990218908358473,94
development,1.15,local_time_ara,0.9325051759834324,0.8511331037519393,0.9840311820078244,94
development,1.15,local_time_rate,0.8745629370629289,0.7585036972596717,0.9755961142184156,94
development,1.15,log_rpl13a_concentration_change,-0.012771163942756507,-0.10549724231595319,0.0387862923439798,94
development,1.15,log_rpl13a_total_change,0.037951301984044464,-0.05482017089252675,0.10341560341331107,94
development,1.15,log_size_change,0.04836034709001629,-0.012922661961788897,0.10231671782736056,94
development,1.2,local_time_ara,0.9397892069342899,0.8843158611300173,0.9904216553878202,94
development,1.2,local_time_rate,0.9008196721311386,0.8018749999999992,0.9810281517747884,94
development,1.2,log_rpl13a_concentration_change,-0.01589068591689972,-0.08489256295589356,0.03794244513014893,94
development,1.2,log_rpl13a_total_change,0.03965249420677047,-0.047228732124527634,0.11655386524381488,94
development,1.2,log_size_change,0.052197483347302016,-0.0027306898440854514,0.0999527531845017,94
development,1.25,local_time_ara,0.9618374958063156,0.8840296357275157,1.008965603497651,94
development,1.25,local_time_rate,0.9330357142857081,0.7949663561076621,1.022253787878786,94
development,1.25,log_rpl13a_concentration_change,-0.004496962670749758,-0.08218377917944479,0.04038608318977651,94
development,1.25,log_rpl13a_total_change,0.057616161340173014,-0.04733050276526822,0.12707394151903795,94
development,1.25,log_size_change,0.06186548067886331,0.00040365773687989345,0.10614017986257668,94
development,1.3,local_time_ara,0.9638017841296541,0.898923032513262,1.0193323657474544,94
development,1.3,local_time_rate,0.9309523809523833,0.8209396653709802,1.055370569280347,94
development,1.3,log_rpl13a_concentration_change,-0.005093412001725185,-0.07645533632337184,0.05624008724695617,94
development,1.3,log_rpl13a_total_change,0.05384454115702639,-0.04329055331857702,0.15207655100006906,94
development,1.3,log_size_change,0.0650871412692996,0.01111017354401966,0.12612372237336883,94
development,1.35,local_time_ara,0.9744565217391317,0.8936406532209561,1.0434029538539549,94
development,1.35,local_time_rate,0.9587665016501603,0.8139641343825672,1.0935323915525066,94
development,1.35,log_rpl13a_concentration_change,-0.00362525500355328,-0.06460687629944681,0.06567724869949741,94
development,1.35,log_rpl13a_total_change,0.05470547773966586,-0.02123209412995842,0.16090956198803666,94
development,1.35,log_size_change,0.06283370665122277,0.019038238687328728,0.11383753964672712,94
development,1.4,local_time_ara,0.9754670374910801,0.8973156498029446,1.0447083696057708,94
development,1.4,local_time_rate,0.969359041167273,0.839540120896054,1.121599264705874,94
development,1.4,log_rpl13a_concentration_change,-0.0033723042747031,-0.06351316748165958,0.05151933922395223,94
development,1.4,log_rpl13a_total_change,0.06469879894609408,-0.017095648731898307,0.14569051083143864,94
development,1.4,log_size_change,0.07478433681601365,0.017783691634971885,0.11470732603931474,94
development,1.45,local_time_ara,0.9847700038654901,0.9197853240648648,1.0494465839092544,94
development,1.45,local_time_rate,0.9972812301838925,0.8757778918329349,1.1526461154668546,94
development,1.45,log_rpl13a_concentration_change,-0.0050440197273607145,-0.06127328191119404,0.05228457406014517,94
development,1.45,log_rpl13a_total_change,0.06708175749314682,-0.022587243778134362,0.15605635586125066,94
development,1.45,log_size_change,0.07675660320168584,0.026478557306210133,0.1362065109470454,94
development,1.5,local_time_ara,1.0062691385353197,0.9460477941176533,1.0691358024691398,94
development,1.5,local_time_rate,1.0240036231884146,0.9094223484848438,1.21481020267949,94
development,1.5,log_rpl13a_concentration_change,-0.0035793837990237805,-0.07060631498352815,0.043273712256808254,94
development,1.5,log_rpl13a_total_change,0.06472786548740334,-0.01973731003927585,0.16956269391546247,94
development,1.5,log_size_change,0.08541166325576724,0.0238903969167477,0.1380681467300179,94
development,1.55,local_time_ara,1.0183891660726998,0.9612766377269111,1.089618626616512,93
development,1.55,local_time_rate,1.0668269230769365,0.9424657534246631,1.2669642857142858,93
development,1.55,log_rpl13a_concentration_change,-0.01597317298427974,-0.06713032695616603,0.0583596514667782,93
development,1.55,log_rpl13a_total_change,0.05491175812986189,-0.025901979372288934,0.16324159132933933,93
development,1.55,log_size_change,0.07322667577881391,0.02868192756688215,0.13792725262097624,93
development,1.6,local_time_ara,1.0517776959882252,0.9776555023923424,1.127924697445093,93
development,1.6,local_time_rate,1.1333333333333202,0.9586956521739087,1.3125,93
development,1.6,log_rpl13a_concentration_change,-0.014804134406942528,-0.0842373349814331,0.07014965920550503,93
development,1.6,log_rpl13a_total_change,0.05366666025154743,-0.03773317331401146,0.2103987323354452,93
development,1.6,log_size_change,0.07996874890241198,0.019118199675073513,0.1342222982489305,93
development,1.65,local_time_ara,1.0717703349282357,0.9994343891402725,1.1409313725490144,93
development,1.65,local_time_rate,1.1764705882352704,1.0105263157894702,1.3809782608695638,93
development,1.65,log_rpl13a_concentration_change,-0.004973247409360559,-0.07047149273583705,0.06947124456841691,93
development,1.65,log_rpl13a_total_change,0.0632741208549299,-0.029079935135337576,0.18670873474883037,93
development,1.65,log_size_change,0.08610174720900524,0.02242208680080314,0.12921519918697794,93
development,1.7,local_time_ara,1.0933780177496442,1.033693204970879,1.1978036074780956,91
development,1.7,local_time_rate,1.2328767123287685,1.09137323943661,1.567772170151414,91
development,1.7,log_rpl13a_concentration_change,0.015900544813787276,-0.05292699465031773,0.08344068045490188,91
development,1.7,log_rpl13a_total_change,0.07208673726667153,-0.0009723151577474935,0.18868262035019961,91
development,1.7,log_size_change,0.07813246678237575,0.022670008068416226,0.12276736726984502,91
development,1.75,local_time_ara,1.1283590485374528,1.0410281415436082,1.2274238401559785,91
development,1.75,local_time_rate,1.3124999999999896,1.0973337155963416,1.7381103360811734,91
development,1.75,log_rpl13a_concentration_change,0.025725206989698837,-0.051808241205914596,0.10761143718621691,91
development,1.75,log_rpl13a_total_change,0.09910184739266352,-0.008362836294452242,0.21331143582971512,91
development,1.75,log_size_change,0.0761896778297863,0.03718768215381743,0.14150325057245222,91
development,1.8,local_time_ara,1.1612348114446909,1.093442859992021,1.2856041179890247,86
development,1.8,local_time_rate,1.4396969696969713,1.2366260499231132,1.934343434343442,86
development,1.8,log_rpl13a_concentration_change,0.03564882151244516,-0.0363798904345717,0.13001901943896646,86
development,1.8,log_rpl13a_total_change,0.1606192186905749,0.03252695716915234,0.28653855456373184,86
development,1.8,log_size_change,0.1087842292621495,0.050471665625849316,0.17727756373005665,86
development,1.85,local_time_ara,1.2214925373134367,1.1363172114473494,1.3633795323660332,75
development,1.85,local_time_rate,1.6238095238095198,1.3412115384615437,2.266550739038632,75
development,1.85,log_rpl13a_concentration_change,0.05639050046815959,-0.0179824108624555,0.15995093591229373,75
development,1.85,log_rpl13a_total_change,0.17819666001986612,0.04454461049303192,0.3724789495569568,75
development,1.85,log_size_change,0.11948986953898165,0.054135888174809556,0.23960256961591708,75
development,1.9,local_time_ara,1.2755117464978012,1.2047060624617294,1.3929442307510094,56
development,1.9,local_time_rate,1.822727272727278,1.5618038740919984,2.4816374269005887,56
development,1.9,log_rpl13a_concentration_change,0.06670024489915737,0.006043681033930219,0.13969823007383883,56
development,1.9,log_rpl13a_total_change,0.26155995045444613,0.11211889601429029,0.35854788280609895,56
development,1.9,log_size_change,0.16648659734073062,0.10048193117831508,0.3024825599326258,56
development,1.95,local_time_ara,1.2865497076023429,1.1879472184735427,1.360182162179069,3
development,1.95,local_time_rate,1.803278688524605,1.5020210236516307,2.1779980399144834,3
development,1.95,log_rpl13a_concentration_change,0.07745977173966054,0.015952480901215108,0.08571059895175795,3
development,1.95,log_rpl13a_total_change,0.3102042052906551,0.11793903470166772,0.353709871211888,3
development,1.95,log_size_change,0.2327444335509945,0.10198655380045252,0.2679992722601299,3
external,0.05,local_time_ara,0.8095460258216849,0.7058823529411761,0.8823529411764711,29
external,0.05,local_time_rate,0.6822183098591539,0.545454545454545,0.7894736842105273,29
external,0.05,log_size_change,0.04684346367951714,0.013775277230728097,0.08974019846395803,29
external,0.1,local_time_ara,0.8368717413972891,0.733804046374176,0.9429294161123423,99
external,0.1,local_time_rate,0.7384615384615361,0.5812408545507755,0.8964285714285702,99
external,0.1,log_size_change,0.05832551720821341,0.01148544518173229,0.09056703716661618,99
external,0.15,local_time_ara,0.8260869565217391,0.6968090889323766,0.8975666511793678,115
external,0.15,local_time_rate,0.7037037037037037,0.5366260162601626,0.8273164335664329,115
external,0.15,log_size_change,0.05434766720342471,0.009790550496231704,0.10027664245456802,115
external,0.2,local_time_ara,0.8067226890756296,0.6933179723502303,0.9024744697564797,119
external,0.2,local_time_rate,0.6827586206896558,0.5323771899690839,0.832916666666665,119
external,0.2,log_size_change,0.04498957389061546,0.0015918899056215179,0.08995123329310023,119
external,0.25,local_time_ara,0.8041666666666676,0.705882352941177,0.8745327774583087,119
external,0.25,local_time_rate,0.6760563380281681,0.5472370766488425,0.7829566854990584,119
external,0.25,log_size_change,0.04125147838410681,0.004628153577097033,0.08046970845526427,119
external,0.3,local_time_ara,0.8015282836199353,0.7165367995818004,0.8861622358554876,119
external,0.3,local_time_rate,0.671951219512196,0.5684659090909099,0.7956043956043959,119
external,0.3,log_size_change,0.03495370419087811,-0.011677091655153234,0.08092720698557601,119
external,0.35,local_time_ara,0.8181818181818191,0.7412991413049832,0.8976519273692476,119
external,0.35,local_time_rate,0.6923076923076936,0.5910447761194035,0.8192725555030708,119
external,0.35,log_size_change,0.027742768804952647,-0.014369847656075864,0.08689482218484323,119
external,0.4,local_time_ara,0.8210526315789466,0.7311084867395464,0.895174976940877,119
external,0.4,local_time_rate,0.6967213114754105,0.5794811837778592,0.8171329941860486,119
external,0.4,log_size_change,0.03340433483605448,-0.00433084781871485,0.0778686407200882,119
external,0.45,local_time_ara,0.8210526315789466,0.7077786463198781,0.9024497869750472,119
external,0.45,local_time_rate,0.6967213114754093,0.5494301334321717,0.8260616219667969,119
external,0.45,log_size_change,0.035829452692823824,-0.008024428046317889,0.09576153341257757,119
external,0.5,local_time_ara,0.8181818181818191,0.7245588002578491,0.8932370820668696,119
external,0.5,local_time_rate,0.6964285714285703,0.5818839096923809,0.8092515592515622,119
external,0.5,log_size_change,0.044235001808179374,0.0011396352557577188,0.10048041458447693,119
external,0.55,local_time_ara,0.8235294117647043,0.7240470343002897,0.8835289394762333,119
external,0.55,local_time_rate,0.6999999999999976,0.574694140862174,0.7982758620689689,119
external,0.55,log_size_change,0.038378830614788126,0.0027523378283739273,0.09384441281093606,119
external,0.6,local_time_ara,0.8235294117647043,0.7203712342556909,0.8825123152709358,119
external,0.6,local_time_rate,0.6999999999999998,0.5874739489759258,0.8000000000000027,119
external,0.6,log_size_change,0.02903782157916956,-0.0036992874581973922,0.06742112263038053,119
external,0.65,local_time_ara,0.8287128712871275,0.7116924804105744,0.8939435360755399,119
external,0.65,local_time_rate,0.7111607142857127,0.5571365248226927,0.8116332982086425,119
external,0.65,log_size_change,0.03247417898765782,-0.003220849351142252,0.0729863605801978,119
external,0.7,local_time_ara,0.8316872529037653,0.7445077483660639,0.9094992699015052,119
external,0.7,local_time_rate,0.7140495867768608,0.5983668341708486,0.855885632367,119
external,0.7,log_size_change,0.036254594324296875,0.001913746677271253,0.07905010671468266,119
external,0.75,local_time_ara,0.8443633952254643,0.7665403672398728,0.9206009111210549,119
external,0.75,local_time_rate,0.7331081081081083,0.623611111111114,0.8585289710289684,119
external,0.75,log_size_change,0.03588217239719321,0.0018936082121428837,0.07810095882354978,119
external,0.8,local_time_ara,0.8571428571428563,0.7799733907188057,0.9075891370947698,119
external,0.8,local_time_rate,0.7499999999999994,0.6426408746846084,0.8364916773367469,119
external,0.8,log_size_change,0.03984791741528186,-0.006861152604664256,0.07394589650186953,119
external,0.85,local_time_ara,0.8411214953271019,0.7673404262807831,0.9154743304086564,119
external,0.85,local_time_rate,0.725806451612902,0.6260717410323637,0.852517170329669,119
external,0.85,log_size_change,0.04772828965900849,-0.005582007135994459,0.08031366689995664,119
external,0.9,local_time_ara,0.8336812144212524,0.7696757021910543,0.9090909090909078,119
external,0.9,local_time_rate,0.7176229508196833,0.6293918918918975,0.836704834605592,119
external,0.9,log_size_change,0.03196853829024186,-0.006898846863577409,0.06945809877110176,119
external,0.95,local_time_ara,0.8448275862068962,0.7848277063136974,0.9072921822581532,119
external,0.95,local_time_rate,0.7349999999999995,0.646871042026492,0.8349358974358951,119
external,0.95,log_size_change,0.018671241698125594,-0.005768322269911806,0.05714251875717892,119
external,1.0,local_time_ara,0.8484848484848484,0.7884690399215087,0.9190501221494927,119
external,1.0,local_time_rate,0.7368421052631579,0.6580354159705977,0.8593406593406525,119
external,1.0,log_size_change,0.019008138857464718,-0.01635589982403564,0.05380588935766199,119
external,1.05,local_time_ara,0.8638996138996136,0.8078339180285748,0.9200326700326691,119
external,1.05,local_time_rate,0.7670454545454539,0.6804779806659518,0.8547077922077905,119
external,1.05,log_size_change,0.017859293940782964,-0.023437983743552993,0.05403102639094109,119
external,1.1,local_time_ara,0.8777197912484935,0.8298437064884476,0.9418279378193195,119
external,1.1,local_time_rate,0.7859649122807014,0.7148351648351571,0.8973529411764669,119
external,1.1,log_size_change,0.019270866993600644,-0.020380802146172446,0.06924628827410437,119
external,1.15,local_time_ara,0.8921323529411765,0.845299974783668,0.9645650243888952,119
external,1.15,local_time_rate,0.8091346153846153,0.7371139809096134,0.9416666666666726,119
external,1.15,log_size_change,0.028705911094612138,-0.021306858553288576,0.06637671717682458,119
external,1.2,local_time_ara,0.9068979020978976,0.8416133792424976,0.9857142857142962,119
external,1.2,local_time_rate,0.8366197183098503,0.7279220779220883,0.986121391561802,119
external,1.2,log_size_change,0.02746092648890506,-0.010595650469257674,0.0744791207322886,119
external,1.25,local_time_ara,0.9206399796022416,0.8400908471848161,0.9970172105437853,119
external,1.25,local_time_rate,0.8551829268292644,0.7249721913236827,1.0078343429636696,119
external,1.25,log_size_change,0.04084224366259195,-0.007455423284366389,0.0887288984748491,119
external,1.3,local_time_ara,0.9342657342657199,0.8575121385783868,1.0139197160235829,119
external,1.3,local_time_rate,0.8767123287671047,0.7645546218487247,1.0354574597123634,119
external,1.3,log_size_change,0.03584008194353368,-0.005728023235637175,0.07965187227991344,119
external,1.35,local_time_ara,0.9613636363636368,0.8845199665231924,1.0328671328671408,119
external,1.35,local_time_rate,0.9291666666666674,0.8007440476190444,1.0833333333333246,119
external,1.35,log_size_change,0.037553787837240525,-0.010668894943808942,0.08621436903609425,119
external,1.4,local_time_ara,0.9840165230820769,0.9131995759398452,1.044076570566145,119
external,1.4,local_time_rate,0.9758241758241589,0.848538011695914,1.1326950542184606,119
external,1.4,log_size_change,0.038811887416374896,-0.009091701576275878,0.09002099796277044,119
external,1.45,local_time_ara,0.990476190476195,0.934894091415822,1.0708522346991893,119
external,1.45,local_time_rate,0.9963414634146273,0.8818100138854678,1.1586110025405527,119
external,1.45,log_size_change,0.041908875059612175,0.009919394434439364,0.0876596261620247,119
external,1.5,local_time_ara,1.0195369470102236,0.9389858424446389,1.0857658249222941,119
external,1.5,local_time_rate,1.0526315789473664,0.8908730158730465,1.229395604395588,119
external,1.5,log_size_change,0.057377112583306196,0.014397792793364391,0.09833063982276477,119
external,1.55,local_time_ara,1.0308079520835904,0.9665314340665858,1.1211423695846314,119
external,1.55,local_time_rate,1.066810344827569,0.9431313131312935,1.294081485053037,119
external,1.55,log_size_change,0.05113949907321406,0.010622957291623016,0.1018376619204194,119
external,1.6,local_time_ara,1.0552193885632755,0.991338768036969,1.1411131951820277,119
external,1.6,local_time_rate,1.1363636363636225,0.9830313488639835,1.3630733944954052,119
external,1.6,log_size_change,0.05634913672922349,0.012533754503460073,0.10166856375814765,119
external,1.65,local_time_ara,1.0930769230769046,1.0251311840769664,1.1679580756213583,119
external,1.65,local_time_rate,1.2307692307692313,1.053659539473683,1.4388438735177844,119
external,1.65,log_size_change,0.061135582076723795,0.010781722746401547,0.09949166450610825,119
external,1.7,local_time_ara,1.1477272727272725,1.0676395553264175,1.213072102429359,119
external,1.7,local_time_rate,1.36363636363638,1.1622034296453145,1.5737068965517276,119
external,1.7,log_size_change,0.06458757988479688,0.025074688368163026,0.12157996221579012,119
external,1.75,local_time_ara,1.179473504834515,1.1019560357675116,1.2719936190384136,119
external,1.75,local_time_rate,1.45760869565217,1.232762664165117,1.770461309523828,119
external,1.75,log_size_change,0.063668410805634,0.03231375261535621,0.14053870965244097,119
external,1.8,local_time_ara,1.2105263157894721,1.130437543946187,1.3208514209403428,119
external,1.8,local_time_rate,1.5454545454545259,1.3366197183098374,1.990262539184958,119
external,1.8,log_size_change,0.08856192732647497,0.02857610796218775,0.151708631795227,119
external,1.85,local_time_ara,1.2722776673573943,1.1895307285601944,1.368576435074028,115
external,1.85,local_time_rate,1.798155737704926,1.4903135557432388,2.233150449497637,115
external,1.85,log_size_change,0.10776919758497804,0.03985612670845265,0.1869751958950664,115
external,1.9,local_time_ara,1.3489548661962476,1.242087465838288,1.43358169286039,99
external,1.9,local_time_rate,2.1259842519685046,1.6707692307692215,2.5869505494505436,99
external,1.9,log_size_change,0.12527204498356814,0.0667206189742651,0.19460466577936025,99
external,1.95,local_time_ara,1.371013442277279,1.2941176470588274,1.4703370353806378,29
external,1.95,local_time_rate,2.1985294117647025,1.8333333333333486,2.7952261306532478,29
external,1.95,log_size_change,0.09753246910548205,0.02887980005486552,0.1617085623977882,29
holdout,0.05,local_time_ara,,,,0
holdout,0.05,local_time_rate,,,,0
holdout,0.05,log_rpl13a_concentration_change,,,,0
holdout,0.05,log_rpl13a_total_change,,,,0
holdout,0.05,log_size_change,,,,0
holdout,0.1,local_time_ara,0.8011576438542743,0.7870979532163741,0.8128552605894988,7
holdout,0.1,local_time_rate,0.6695000000000018,0.6510869565217389,0.6863617376775277,7
holdout,0.1,log_rpl13a_concentration_change,-0.036100052818344004,-0.06243260733026498,-4.9038058408560486e-05,7
holdout,0.1,log_rpl13a_total_change,0.040004461561717636,-0.03855835201504622,0.18815308912634876,7
holdout,0.1,log_size_change,0.1180548841949222,0.019985120675060877,0.17669230578835673,7
