dataset,cohort,experiment,cell_id,observed_g1_count,observed_division_intervals,lifespan_hours_observed,mean_division_interval_hours,start_size_um2,end_size_um2,size_fold_end,start_rpl13a_concentration,end_rpl13a_concentration,rpl13a_concentration_fold_end,rpl13a_total_fold_end,shadow_min,shadow_min_A,shadow_max,shadow_max_A,late_minus_early_rate
Rpl13A cohort,development,Experiment_8,cell_2.94,14,13,34.6666666666667,2.666666666666669,14.316,24.59,1.7176585638446493,113.207771767164,87.7207136905313,0.7748647669786108,1.3309531028222996,-0.09615384615384981,1.8461538461538463,0.019230769230766387,0.9230769230769231,0.12499999999999667
Rpl13A cohort,holdout,Experiment_9,cell_2.95,16,15,50.0,3.3333333333333335,11.575,40.127,3.4666954643628514,105.033979736626,82.9205147992333,0.7894637050519986,2.7368302455828553,-0.3866666666666665,1.4666666666666666,0.0,0.0,0.8400000000000001
Rpl13A cohort,holdout,Experiment_9,cell_2.96,9,8,25.3333333333333,3.1666666666666625,14.696,32.053,2.1810696788241697,102.893131861293,73.8542729829977,0.7177765089564805,1.5655205798572445,-0.3684210526315781,1.0,0.0,0.0,0.7017543859649095
Rpl13A cohort,holdout,Experiment_9,cell_2.97,14,13,33.3333333333333,2.5641025641025617,13.234,27.55,2.081759105334744,110.206865649349,88.5524383261557,0.8035110862140628,1.6727165199635354,-0.216923076923078,1.0769230769230769,0.0,0.0,0.45499999999999696
Rpl13A cohort,holdout,Experiment_9,cell_2.98,11,10,30.6666666666667,3.06666666666667,21.342,41.291,1.93472964108331,109.414254063877,76.2470438873814,0.6968657286907765,1.3482467811531653,-0.4869565217391313,1.4,0.0,0.0,1.2318840579710169
Rpl13A cohort,holdout,Experiment_9,cell_2.99,15,14,42.0,3.0,11.541,44.343,3.8422147127631923,89.7612705683204,127.446167633367,1.419834710743798,5.455309815311693,-0.3968253968253952,1.5714285714285714,0.0,0.0,0.8000000000000002
Rpl13A cohort,holdout,Experiment_9,cell_2.100,17,16,41.6666666666667,2.6041666666666687,13.026,36.257,2.783433133732535,97.0789873291678,123.539867068283,1.272570619730444,3.542115227972264,-0.16800000000000226,1.0,0.0,0.0,0.43520000000000236
Rpl13A cohort,holdout,Experiment_9,cell_2.101,6,5,11.0,2.2,14.19,15.998,1.127413671599718,95.1721391053247,83.3158248487715,0.87542242542818,0.9869632108527149,-0.04848484848484902,1.2,0.0,0.0,0.07575757575757702
Rpl13A cohort,holdout,Experiment_9,cell_2.102,18,17,44.3333333333333,2.6078431372549,9.502,51.576,5.427909913702378,102.432102760698,103.863981479177,1.013978808204535,5.5037856253375175,-0.3538257408226424,1.6470588235294117,0.0,0.0,0.7243107769423541
Rpl13A cohort,holdout,Experiment_9,cell_2.103,9,8,24.0,3.0,13.671,27.792,2.032916392363397,98.5038958452615,65.7708297030196,0.6676977508213294,1.3573737027888515,-0.3611111111111084,1.25,0.0,0.0,0.7407407407407366
