dataset,cohort,experiment,cell_id,interval_index,intervals_observed,maturity_mid_A,life_third,division_interval_hours,local_time_rate,local_time_ara,log_size_change,log_rpl13a_concentration_change,log_rpl13a_total_change
Rpl13A cohort,development,Experiment_7,cell_2.1,1,18,0.05555555555555555,early,3.33333333333333,1.3846153846153841,1.161290322580645,0.18815197796713265,-0.1420516172475942,0.046100360719538575
Rpl13A cohort,development,Experiment_7,cell_2.1,2,18,0.16666666666666666,early,1.3333333333333397,0.5538461538461569,0.7128712871287154,-0.03788441639136616,-0.13953520776227846,-0.17741962415364468
Rpl13A cohort,development,Experiment_7,cell_2.1,3,18,0.2777777777777778,early,2.0,0.8307692307692314,0.9075630252100844,0.08167416834379079,-0.13038440834965953,-0.0487102400058688
Rpl13A cohort,development,Experiment_7,cell_2.1,4,18,0.38888888888888884,early,2.0,0.8307692307692314,0.9075630252100844,0.12421224500504771,-0.039514259186905196,0.08469798581814271
Rpl13A cohort,development,Experiment_7,cell_2.1,5,18,0.5,early,1.6666666666666305,0.6923076923076779,0.8181818181818081,0.10467883870619323,-0.10579518665090704,-0.0011163479447138666
Rpl13A cohort,development,Experiment_7,cell_2.1,6,18,0.6111111111111112,early,2.3333333333333997,0.9692307692307974,0.9843750000000145,-0.02952919979161462,0.08066793590472518,0.0511387361131105
Rpl13A cohort,development,Experiment_7,cell_2.1,7,18,0.7222222222222222,middle,1.6666666666666003,0.6923076923076653,0.8181818181817992,-0.005593064283880715,0.0160943875578183,0.010501323273937645
Rpl13A cohort,development,Experiment_7,cell_2.1,8,18,0.8333333333333333,middle,1.6666666666666998,0.6923076923077066,0.8181818181818281,0.053649923073168494,-0.008609955174581472,0.04503996789858702
Rpl13A cohort,development,Experiment_7,cell_2.1,9,18,0.9444444444444444,middle,2.0,0.8307692307692314,0.9075630252100844,-0.005721916988570736,0.0033977497105009435,-0.0023241672780696682
Rpl13A cohort,development,Experiment_7,cell_2.1,10,18,1.0555555555555556,middle,2.0,0.8307692307692314,0.9075630252100844,0.01990255891647929,0.039079178395313795,0.058981737311793035
Rpl13A cohort,development,Experiment_7,cell_2.1,11,18,1.1666666666666667,middle,1.3333333333333002,0.5538461538461404,0.7128712871287018,0.03983062245154108,-0.037247029059631016,0.002583593391910225
Rpl13A cohort,development,Experiment_7,cell_2.1,12,18,1.2777777777777777,middle,2.0,0.8307692307692314,0.9075630252100844,0.1972952886765202,0.12935927498068356,0.32665456365720363
Rpl13A cohort,development,Experiment_7,cell_2.1,13,18,1.3888888888888888,late,2.3333333333333997,0.9692307692307974,0.9843750000000145,0.06335776643789293,-0.06003545788341608,0.0033223085544769057
Rpl13A cohort,development,Experiment_7,cell_2.1,14,18,1.5,late,1.6666666666666003,0.6923076923076653,0.8181818181817992,-0.09232908968034553,-0.0962918525349778,-0.18862094221532325
Rpl13A cohort,development,Experiment_7,cell_2.1,15,18,1.6111111111111112,late,2.0,0.8307692307692314,0.9075630252100844,0.0009642381848021048,-0.006362301525106486,-0.005398063340304296
Rpl13A cohort,development,Experiment_7,cell_2.1,16,18,1.7222222222222223,late,3.0,1.246153846153847,1.1095890410958908,-0.018770222034747593,0.14108673595623822,0.1223165139214906
Rpl13A cohort,development,Experiment_7,cell_2.1,17,18,1.8333333333333333,late,3.6666666666667,1.5230769230769379,1.2073170731707363,0.27537453775481724,0.1319013522248184,0.4072758899796358
Rpl13A cohort,development,Experiment_7,cell_2.1,18,18,1.9444444444444444,late,7.3333333333333,3.0461538461538344,1.5057034220532306,0.09417711206210455,0.06823504431124082,0.16241215637334552
Rpl13A cohort,development,Experiment_7,cell_2.2,1,13,0.07692307692307693,early,2.0,0.9285714285714286,0.962962962962963,0.03356804942954481,-0.13381889390065643,-0.10025084447111161
Rpl13A cohort,development,Experiment_7,cell_2.2,2,13,0.23076923076923078,early,1.33333333333333,0.6190476190476175,0.76470588235294,0.02613922109563679,-0.18839193199999782,-0.16225271090436127
Rpl13A cohort,development,Experiment_7,cell_2.2,3,13,0.38461538461538464,early,2.0000000000000004,0.9285714285714288,0.9629629629629631,-0.2038321376957592,0.05447508331493443,-0.14935705438082458
Rpl13A cohort,development,Experiment_7,cell_2.2,4,13,0.5384615384615385,early,2.3333333333333393,1.0833333333333361,1.0400000000000014,0.36819063672755437,0.09649296857549855,0.4646836053030529
Rpl13A cohort,development,Experiment_7,cell_2.2,5,13,0.6923076923076923,middle,2.0,0.9285714285714286,0.962962962962963,0.0342598547715927,-0.04336933392947062,-0.009109479157877907
Rpl13A cohort,development,Experiment_7,cell_2.2,6,13,0.8461538461538463,middle,2.3333333333333304,1.083333333333332,1.0399999999999991,0.06441427758723388,-0.06978265057212808,-0.005368372984894165
Rpl13A cohort,development,Experiment_7,cell_2.2,7,13,1.0,middle,2.3333333333333,1.083333333333318,1.039999999999993,0.06239993469326091,-0.0760294109127962,-0.013629476219535279
Rpl13A cohort,development,Experiment_7,cell_2.2,8,13,1.1538461538461537,middle,2.0,0.9285714285714286,0.962962962962963,-0.035237642509721806,0.06875851479499487,0.033520872285273305
Rpl13A cohort,development,Experiment_7,cell_2.2,9,13,1.3076923076923077,middle,2.0,0.9285714285714286,0.962962962962963,0.08678034414343276,-0.16562145631304181,-0.07884111216960926
Rpl13A cohort,development,Experiment_7,cell_2.2,10,13,1.4615384615384617,late,2.3333333333333997,1.0833333333333641,1.0400000000000142,-0.04282568454417007,0.029654051552478952,-0.013171632991691034
Rpl13A cohort,development,Experiment_7,cell_2.2,11,13,1.6153846153846154,late,2.0,0.9285714285714286,0.962962962962963,0.020551776834688413,0.08468248777632116,0.10523426461100975
Rpl13A cohort,development,Experiment_7,cell_2.2,12,13,1.7692307692307692,late,2.3333333333333,1.083333333333318,1.039999999999993,-0.007051466069296278,0.0829433121019507,0.07589184603265436
Rpl13A cohort,development,Experiment_7,cell_2.2,13,13,1.9230769230769231,late,3.0,1.392857142857143,1.164179104477612,0.12768601672194485,0.0016948855268940637,0.12938090224883886
Rpl13A cohort,development,Experiment_7,cell_2.3,1,8,0.125,early,2.0,0.4067796610169495,0.5783132530120486,0.09082865854799739,-0.07366654306789241,0.017162115480105156
Rpl13A cohort,development,Experiment_7,cell_2.3,2,8,0.375,early,2.0,0.4067796610169495,0.5783132530120486,0.021321573015635007,0.046048381328753274,0.06736995434438821
Rpl13A cohort,development,Experiment_7,cell_2.3,3,8,0.625,early,3.0,0.6101694915254242,0.7578947368421056,0.1636147592128668,-0.02745900138127246,0.13615575783159423
Rpl13A cohort,development,Experiment_7,cell_2.3,4,8,0.875,middle,2.3333333333333304,0.47457627118644047,0.64367816091954,0.025732522826656938,-0.24288304736926622,-0.21715052454260908
Rpl13A cohort,development,Experiment_7,cell_2.3,5,8,1.125,middle,1.9999999999999698,0.40677966101694335,0.5783132530120423,0.03125042324064039,-0.23142390198746238,-0.2001734787468219
Rpl13A cohort,development,Experiment_7,cell_2.3,6,8,1.375,late,3.6666666666667,0.7457627118644141,0.8543689320388398,0.10369833086178325,-0.1385892465064468,-0.03489091564466365
Rpl13A cohort,development,Experiment_7,cell_2.3,7,8,1.625,late,8.3333333333333,1.6949152542372827,1.2578616352201244,0.040319319330180764,-0.14496734269619846,-0.1046480233660176
Rpl13A cohort,development,Experiment_7,cell_2.3,8,8,1.875,late,16.0,3.254237288135596,1.5298804780876498,0.37723474687008324,0.05040566592083131,0.4276404127909147
Rpl13A cohort,development,Experiment_7,cell_2.4,1,10,0.1,early,0.666666666666667,0.2739726027397265,0.43010752688172105,-0.08028642799902382,-0.0009069222443008061,-0.08119335024332464
Rpl13A cohort,development,Experiment_7,cell_2.4,2,10,0.30000000000000004,early,1.333333333333333,0.5479452054794527,0.707964601769912,0.25974162350615143,-0.2973304251564676,-0.03758880165031624
Rpl13A cohort,development,Experiment_7,cell_2.4,3,10,0.5,early,2.0,0.8219178082191791,0.902255639097745,0.07826031931505842,0.18576593287361828,0.2640262521886766
Rpl13A cohort,development,Experiment_7,cell_2.4,4,10,0.7,middle,1.6666666666666696,0.6849315068493173,0.8130081300813023,0.010342030168146799,0.071127054368647,0.08146908453679368
Rpl13A cohort,development,Experiment_7,cell_2.4,5,10,0.9,middle,2.0,0.8219178082191791,0.902255639097745,-0.05388649565644623,-0.1294718265266664,-0.18335832218311277
Rpl13A cohort,development,Experiment_7,cell_2.4,6,10,1.1,middle,2.0,0.8219178082191791,0.902255639097745,-0.03369438059602309,-0.18898293152261797,-0.22267731211864097
Rpl13A cohort,development,Experiment_7,cell_2.4,7,10,1.2999999999999998,middle,2.6666666666666305,1.0958904109588907,1.045751633986922,0.061501576751220234,0.11822851048658027,0.17973008723780057
Rpl13A cohort,development,Experiment_7,cell_2.4,8,10,1.5,late,2.6666666666667,1.0958904109589191,1.045751633986935,0.06781506916309088,0.04495215991071567,0.11276722907380643
Rpl13A cohort,development,Experiment_7,cell_2.4,9,10,1.7000000000000002,late,3.0,1.2328767123287687,1.104294478527608,0.13589811932058574,0.06921674039026118,0.2051148597108471
Rpl13A cohort,development,Experiment_7,cell_2.4,10,10,1.9,late,6.3333333333333,2.6027397260273872,1.4448669201520896,0.4529411157038568,0.040327266799368884,0.4932683825032256
Rpl13A cohort,development,Experiment_7,cell_2.5,1,9,0.1111111111111111,early,1.33333333333333,0.33962264150943344,0.5070422535211262,0.0292522749645929,0.24266305018187953,0.2719153251464723
Rpl13A cohort,development,Experiment_7,cell_2.5,2,9,0.3333333333333333,early,2.33333333333334,0.5943396226415117,0.7455621301775166,-0.07960965100852241,0.18638079919277603,0.10677114818425372
Rpl13A cohort,development,Experiment_7,cell_2.5,3,9,0.5555555555555556,early,1.6666666666666603,0.42452830188679125,0.596026490066224,-0.02672459018916055,-0.3306185853819977,-0.35734317557115813
Rpl13A cohort,development,Experiment_7,cell_2.5,4,9,0.7777777777777777,middle,2.6666666666666696,0.6792452830188693,0.8089887640449448,0.12879640191976902,-0.006126590293895577,0.12266981162587345
Rpl13A cohort,development,Experiment_7,cell_2.5,5,9,1.0,middle,2.0,0.5094339622641515,0.6750000000000005,-0.040380915339392455,-0.1136171764523075,-0.15399809179170001
Rpl13A cohort,development,Experiment_7,cell_2.5,6,9,1.2222222222222223,middle,2.0,0.5094339622641515,0.6750000000000005,-0.12615993206859175,-0.12377136824554581,-0.24993130031413738
Rpl13A cohort,development,Experiment_7,cell_2.5,7,9,1.4444444444444444,late,2.3333333333333,0.5943396226415015,0.7455621301775085,0.3742625617365879,-0.3577747707224823,0.01648779101410551
Rpl13A cohort,development,Experiment_7,cell_2.5,8,9,1.6666666666666665,late,9.6666666666667,2.462264150943407,1.4223433242506829,0.008337982097201133,-0.12311875598399274,-0.11478077388679175
Rpl13A cohort,development,Experiment_7,cell_2.5,9,9,1.8888888888888888,late,11.3333333333333,2.886792452830183,1.4854368932038828,0.35349643812124715,-0.14261166352252636,0.21088477459872074
Rpl13A cohort,development,Experiment_7,cell_2.6,1,9,0.1111111111111111,early,1.66666666666667,0.511363636363638,0.6766917293233097,-0.03590835504029861,-0.26786089898955673,-0.3037692540298553
Rpl13A cohort,development,Experiment_7,cell_2.6,2,9,0.3333333333333333,early,2.33333333333333,0.7159090909090907,0.834437086092715,0.11719497330482921,-0.00611703016438015,0.11107794314044916
Rpl13A cohort,development,Experiment_7,cell_2.6,3,9,0.5555555555555556,early,1.6666666666666696,0.5113636363636379,0.6766917293233096,-0.259014586789454,-0.03183899168843546,-0.2908535784778894
Rpl13A cohort,development,Experiment_7,cell_2.6,4,9,0.7777777777777777,middle,2.3333333333333304,0.7159090909090908,0.8344370860927152,0.050643732818754936,-0.07086025540421854,-0.020216522585463755
Rpl13A cohort,development,Experiment_7,cell_2.6,5,9,1.0,middle,2.0,0.6136363636363643,0.7605633802816907,0.48746319894036616,-0.03785495239736482,0.4496082465430015
Rpl13A cohort,development,Experiment_7,cell_2.6,6,9,1.2222222222222223,middle,2.3333333333333,0.7159090909090815,0.8344370860927088,-0.22527283239523316,0.06593189549816401,-0.15934093689706916
Rpl13A cohort,development,Experiment_7,cell_2.6,7,9,1.4444444444444444,late,2.3333333333333997,0.715909090909112,0.8344370860927295,0.19193701549339653,0.024659727883287075,0.21659674337668355
Rpl13A cohort,development,Experiment_7,cell_2.6,8,9,1.6666666666666665,late,2.3333333333333,0.7159090909090815,0.8344370860927088,-0.12777481933779164,-0.011080606482482843,-0.13885542582027455
Rpl13A cohort,development,Experiment_7,cell_2.6,9,9,1.8888888888888888,late,12.3333333333333,3.7840909090909034,1.5819477434679332,0.5827133851165206,-0.44047767708266594,0.14223570803385477
Rpl13A cohort,development,Experiment_7,cell_2.7,1,17,0.058823529411764705,early,2.0,0.822580645161291,0.9026548672566377,0.31762471923527147,-0.0754877447500544,0.2421369744852172
Rpl13A cohort,development,Experiment_7,cell_2.7,2,17,0.1764705882352941,early,1.66666666666667,0.6854838709677439,0.8133971291866043,-0.007137583893455768,-0.09567524731792984,-0.1028128312113857
Rpl13A cohort,development,Experiment_7,cell_2.7,3,17,0.29411764705882354,early,1.9999999999999996,0.8225806451612908,0.9026548672566375,-0.2676133420269735,-0.1368067240017846,-0.4044200660287582
Rpl13A cohort,development,Experiment_7,cell_2.7,4,17,0.4117647058823529,early,1.6666666666666607,0.6854838709677401,0.8133971291866016,0.3918654804365109,-0.32787899395581566,0.06398648648069527
Rpl13A cohort,development,Experiment_7,cell_2.7,5,17,0.5294117647058824,early,2.6666666666666696,1.0967741935483892,1.046153846153847,0.006854558445316767,0.020737754291984524,0.027592312737301134
Rpl13A cohort,development,Experiment_7,cell_2.7,6,17,0.6470588235294118,early,2.0,0.822580645161291,0.9026548672566377,0.06259957745194503,0.08635630454874688,0.14895588200069207
Rpl13A cohort,development,Experiment_7,cell_2.7,7,17,0.7647058823529411,middle,2.0,0.822580645161291,0.9026548672566377,-0.06066175563061412,0.050382336928852606,-0.010279418701761427
Rpl13A cohort,development,Experiment_7,cell_2.7,8,17,0.8823529411764706,middle,1.3333333333333002,0.5483870967741804,0.7083333333333224,-0.03655938661926497,0.07804860564825525,0.041489219028990186
Rpl13A cohort,development,Experiment_7,cell_2.7,9,17,1.0,middle,1.0,0.4112903225806455,0.5828571428571432,0.14399678114788075,-0.13986502718828006,0.004131753959600721
Rpl13A cohort,development,Experiment_7,cell_2.7,10,17,1.1176470588235294,middle,2.0,0.822580645161291,0.9026548672566377,-0.2760077158466664,0.3230452110903236,0.0470374952436572
Rpl13A cohort,development,Experiment_7,cell_2.7,11,17,1.2352941176470589,middle,2.3333333333333997,0.9596774193548667,0.9794238683127718,0.19535374387682236,0.037243527171070684,0.23259727104789302
Rpl13A cohort,development,Experiment_7,cell_2.7,12,17,1.3529411764705883,late,1.6666666666666003,0.6854838709677152,0.813397129186584,-0.01810939637483881,-0.047856223844795355,-0.06596562021963415
Rpl13A cohort,development,Experiment_7,cell_2.7,13,17,1.4705882352941178,late,2.3333333333333997,0.9596774193548667,0.9794238683127718,0.20247071906425643,0.13108608843680802,0.3335568075010646
Rpl13A cohort,development,Experiment_7,cell_2.7,14,17,1.588235294117647,late,2.0,0.822580645161291,0.9026548672566377,-0.1536964492292893,-0.16720799506859146,-0.3209044442978808
Rpl13A cohort,development,Experiment_7,cell_2.7,15,17,1.7058823529411764,late,2.3333333333333,0.9596774193548259,0.9794238683127505,0.07108345536227668,0.025537836386544013,0.09662129174882061
Rpl13A cohort,development,Experiment_7,cell_2.7,16,17,1.8235294117647058,late,3.3333333333333,1.3709677419354713,1.1564625850340091,0.17975844259834253,0.1507777414938344,0.3305361840921768
Rpl13A cohort,development,Experiment_7,cell_2.7,17,17,1.9411764705882353,late,9.0,3.7016129032258096,1.5746140651801033,0.5121110901408029,0.0510458743294761,0.5631569644702791
Rpl13A cohort,development,Experiment_7,cell_2.8,1,11,0.09090909090909091,early,1.66666666666667,0.753424657534249,0.8593750000000016,0.4205669761978359,-0.018843671700299273,0.4017233044975364
Rpl13A cohort,development,Experiment_7,cell_2.8,2,11,0.2727272727272727,early,1.33333333333333,0.6027397260273964,0.7521367521367515,-0.3682401681502731,0.05311312861633114,-0.31512703953394183
Rpl13A cohort,development,Experiment_7,cell_2.8,3,11,0.45454545454545453,early,1.6666666666666696,0.7534246575342489,0.8593750000000016,0.23749672771550387,-0.036626902108180474,0.2008698256073235
Rpl13A cohort,development,Experiment_7,cell_2.8,4,11,0.6363636363636364,early,2.6666666666666607,1.2054794520547933,1.0931677018633537,-0.12483288416965925,-0.1566711289116802,-0.28150401308133943
Rpl13A cohort,development,Experiment_7,cell_2.8,5,11,0.8181818181818181,middle,1.6666666666666696,0.7534246575342489,0.8593750000000016,-0.1258548193340942,-0.020144657630611962,-0.14599947696470617
Rpl13A cohort,development,Experiment_7,cell_2.8,6,11,1.0,middle,2.0,0.9041095890410971,0.9496402877697848,0.1423446815918776,0.027736136462878248,0.17008081805475567
Rpl13A cohort,development,Experiment_7,cell_2.8,7,11,1.1818181818181817,middle,3.0,1.3561643835616455,1.1511627906976751,0.12453808684879653,0.20959129562022497,0.3341293824690213
Rpl13A cohort,development,Experiment_7,cell_2.8,8,11,1.3636363636363638,late,2.0,0.9041095890410971,0.9496402877697848,0.15888851987480082,0.07365111014796907,0.23253963002276998
Rpl13A cohort,development,Experiment_7,cell_2.8,9,11,1.5454545454545454,late,2.3333333333333,1.0547945205479317,1.0266666666666602,-0.028239911596644372,-0.030630168312076326,-0.05887007990872071
Rpl13A cohort,development,Experiment_7,cell_2.8,10,11,1.7272727272727273,late,3.6666666666667,1.6575342465753595,1.247422680412376,0.010739065378448499,-0.18175368796124414,-0.1710146225827953
Rpl13A cohort,development,Experiment_7,cell_2.8,11,11,1.9090909090909092,late,2.3333333333333,1.0547945205479317,1.0266666666666602,0.2558410516612284,0.12998543182261524,0.3858264834838434
Rpl13A cohort,development,Experiment_7,cell_2.9,1,7,0.14285714285714285,early,1.66666666666667,0.7291666666666682,0.8433734939759046,-0.011058944318324979,-0.24417700505134207,-0.25523594936966715
Rpl13A cohort,development,Experiment_7,cell_2.9,2,7,0.42857142857142855,early,2.0,0.875,0.9333333333333333,0.24810903864161124,0.2164607195089942,0.4645697581506054
Rpl13A cohort,development,Experiment_7,cell_2.9,3,7,0.7142857142857142,middle,1.6666666666666603,0.729166666666664,0.8433734939759019,0.10255950675923542,-0.1049942273122392,-0.0024347205530038138
Rpl13A cohort,development,Experiment_7,cell_2.9,4,7,1.0,middle,2.3333333333333393,1.020833333333336,1.0103092783505168,-0.09884772972276915,0.02377010339707411,-0.07507762632569484
Rpl13A cohort,development,Experiment_7,cell_2.9,5,7,1.2857142857142856,middle,2.3333333333333304,1.0208333333333321,1.010309278350515,-0.042951892156460905,-0.07878115439104556,-0.12173304654750645
Rpl13A cohort,development,Experiment_7,cell_2.9,6,7,1.5714285714285714,late,3.0,1.3125,1.135135135135135,0.17429285058908744,0.07432631454478454,0.24861916513387192
Rpl13A cohort,development,Experiment_7,cell_2.9,7,7,1.8571428571428572,late,3.0,1.3125,1.135135135135135,0.10934540843306491,0.03759503723085464,0.14694044566391978
Rpl13A cohort,development,Experiment_7,cell_2.10,1,18,0.05555555555555555,early,3.33333333333333,1.3636363636363622,1.1538461538461533,0.07949411762465068,0.13837840260675824,0.2178725202314091
Rpl13A cohort,development,Experiment_7,cell_2.10,2,18,0.16666666666666666,early,1.3333333333333397,0.545454545454548,0.7058823529411785,0.10553574325502808,-0.052126610014836386,0.05340913324019176
Rpl13A cohort,development,Experiment_7,cell_2.10,3,18,0.2777777777777778,early,1.6666666666666607,0.6818181818181793,0.810810810810809,-0.12343163448612057,0.157989239649741,0.03455760516362029
Rpl13A cohort,development,Experiment_7,cell_2.10,4,18,0.38888888888888884,early,1.3333333333333393,0.5454545454545479,0.7058823529411785,0.0402660742253389,-0.07788365681684067,-0.03761758259150178
Rpl13A cohort,development,Experiment_7,cell_2.10,5,18,0.5,early,1.3333333333333304,0.5454545454545442,0.7058823529411755,-0.12260457988482094,-0.2469846962879735,-0.36958927617279436
Rpl13A cohort,development,Experiment_7,cell_2.10,6,18,0.6111111111111112,early,2.3333333333333,0.9545454545454409,0.9767441860465046,0.21891979201262987,0.0437886763046736,0.26270846831730343
Rpl13A cohort,development,Experiment_7,cell_2.10,7,18,0.7222222222222222,middle,1.6666666666666998,0.6818181818181953,0.8108108108108203,0.005971570584120877,-0.06600947926960507,-0.060037908685484136
Rpl13A cohort,development,Experiment_7,cell_2.10,8,18,0.8333333333333333,middle,2.0,0.8181818181818181,0.8999999999999999,0.07385344764431691,0.04207678185074692,0.11593022949506405
Rpl13A cohort,development,Experiment_7,cell_2.10,9,18,0.9444444444444444,middle,2.3333333333333,0.9545454545454409,0.9767441860465046,-0.08583246279908748,-0.09843972173298778,-0.18427218453207525
Rpl13A cohort,development,Experiment_7,cell_2.10,10,18,1.0555555555555556,middle,2.0,0.8181818181818181,0.8999999999999999,-0.09269936690860463,-0.05018759674138708,-0.1428869636499917
Rpl13A cohort,development,Experiment_7,cell_2.10,11,18,1.1666666666666667,middle,2.6666666666667,1.0909090909091044,1.0434782608695714,0.1270689338602457,0.021387064871229333,0.14845599873147497
Rpl13A cohort,development,Experiment_7,cell_2.10,12,18,1.2777777777777777,middle,4.6666666666667,1.9090909090909225,1.312500000000003,-0.03489159909220101,0.0668815836509908,0.03198998455878985
Rpl13A cohort,development,Experiment_7,cell_2.10,13,18,1.3888888888888888,late,2.0,0.8181818181818181,0.8999999999999999,0.09731054260587861,-0.004856799295732373,0.09245374331014604
Rpl13A cohort,development,Experiment_7,cell_2.10,14,18,1.5,late,1.6666666666666003,0.6818181818181547,0.8108108108107916,0.017249904691393148,0.016768357032812337,0.034018261724205426
