dataset,cohort,experiment,cell_id,generation_observation,observed_g1_count,hours_elapsed,lifespan_hours_observed,maturity_A,time_elapsed_B,time_remaining_B,time_shadow,te_ara_sum,size_um2,size_fold,size_ara,rpl13a_concentration,rpl13a_concentration_fold,rpl13a_concentration_ara,rpl13a_total,rpl13a_total_fold,rpl13a_total_ara
Rpl13A cohort,development,Experiment_7,cell_2.36,5,19,6.33333333333333,34.6666666666667,0.4444444444444444,0.36538461538461486,1.634615384615385,-0.07905982905982956,2.0790598290598297,24.21,0.9882439382806759,0.9940872135994087,104.863737004674,0.94552251068025,0.9719985304612578,2538.7510728831576,0.9344068896876827,0.9660913582028714
Rpl13A cohort,development,Experiment_7,cell_2.36,6,19,8.0,34.6666666666667,0.5555555555555556,0.4615384615384611,1.5384615384615388,-0.09401709401709446,2.0940170940170946,25.534,1.0422891664625682,1.0207067476814837,106.144818726025,0.9570736115675318,0.9780660327855087,2710.301801350322,0.9975474568440424,0.9987722228337781
Rpl13A cohort,development,Experiment_7,cell_2.36,7,19,9.66666666666667,34.6666666666667,0.6666666666666666,0.5576923076923074,1.4423076923076925,-0.10897435897435925,2.108974358974359,24.728,1.0093885215119602,1.0046723276317393,93.4278503157147,0.8424088070982605,0.9144645898920006,2310.283882606993,0.8503177803055672,0.9191045877158928
Rpl13A cohort,development,Experiment_7,cell_2.36,8,19,11.6666666666667,34.6666666666667,0.7777777777777778,0.6730769230769243,1.3269230769230758,-0.10470085470085344,2.1047008547008534,24.694,1.0080006531145398,1.0039843877053178,85.4543466574336,0.7705142951035177,0.8703847206819277,2110.209636358665,0.776678912698435,0.8743041943564338
Rpl13A cohort,development,Experiment_7,cell_2.36,9,19,13.3333333333333,34.6666666666667,0.8888888888888888,0.7692307692307666,1.2307692307692335,-0.11965811965812223,2.1196581196581223,24.314,0.9924891827904319,0.9962304351389003,86.4848611857751,0.7798061123890918,0.8762820927076519,2102.792914870936,0.7739491312200333,0.8725719555303707
Rpl13A cohort,development,Experiment_7,cell_2.36,10,19,14.6666666666667,34.6666666666667,1.0,0.8461538461538473,1.1538461538461529,-0.15384615384615274,2.153846153846153,29.186,1.1913625602089966,1.0873258326503241,73.1419303696549,0.6594972067039118,0.7948156875946819,2134.720379768748,0.7857002806294541,0.8799912159419016
Rpl13A cohort,development,Experiment_7,cell_2.36,11,19,17.0,34.6666666666667,1.1111111111111112,0.9807692307692298,1.01923076923077,-0.13034188034188132,2.130341880341881,26.272,1.0724140746183362,1.0349418948197755,85.1573106395386,0.7678360170884014,0.8686733494128211,2237.2528651219577,0.8234381517244868,0.9031709147313098
Rpl13A cohort,development,Experiment_7,cell_2.36,12,19,19.0,34.6666666666667,1.2222222222222223,1.0961538461538451,0.9038461538461549,-0.12606837606837717,2.1260683760683774,24.602,1.0042452445097558,1.0021181262729124,81.983763245893,0.7392211633256675,0.8500599911194262,2016.9645433754597,0.742359337910771,0.852131155449162
Rpl13A cohort,development,Experiment_7,cell_2.36,13,19,21.0,34.6666666666667,1.3333333333333333,1.2115384615384603,0.7884615384615397,-0.12179487179487292,2.121794871794873,26.099,1.0653522736549923,1.0316421922248356,85.1254202695192,0.7675484719027295,0.8684893049371136,2221.6883436141816,0.8177095096819877,0.899714179110003
Rpl13A cohort,development,Experiment_7,cell_2.36,14,19,23.0,34.6666666666667,1.4444444444444444,1.3269230769230758,0.6730769230769242,-0.11752136752136866,2.117521367521369,26.732,1.0911911176422564,1.043607261370291,91.4542919882279,0.824613867893528,0.9038776723159783,2444.756133429308,0.8998113281300428,0.947263883320155
Rpl13A cohort,development,Experiment_7,cell_2.36,15,19,24.6666666666667,34.6666666666667,1.5555555555555556,1.4230769230769236,0.5769230769230764,-0.132478632478632,2.132478632478632,25.085,1.0239611396848722,1.0118387350503195,83.9627884939545,0.7570653959908004,0.861738439238791,2106.2065493708487,0.775205545694719,0.8733699008261555
Rpl13A cohort,development,Experiment_7,cell_2.36,16,19,26.6666666666667,34.6666666666667,1.6666666666666667,1.538461538461539,0.461538461538461,-0.12820512820512775,2.1282051282051277,26.663,1.0883745611886684,1.042317390199566,86.5258630900857,0.7801758133420982,0.8765154626805066,2307.0390875709554,0.8491235084962185,0.9184064824169154
Rpl13A cohort,development,Experiment_7,cell_2.36,17,19,29.0,34.6666666666667,1.7777777777777777,1.6730769230769216,0.3269230769230784,-0.1047008547008561,2.104700854700856,29.543,1.2059351783819086,1.0933550452434262,79.4635128609306,0.7164968780808425,0.8348362146535724,2347.590560450473,0.8640487904785015,0.9270667107985946
Rpl13A cohort,development,Experiment_7,cell_2.36,18,19,31.3333333333333,34.6666666666667,1.8888888888888888,1.8076923076923042,0.19230769230769584,-0.08119658119658468,2.0811965811965845,26.214,1.0700465344109722,1.0338381448177947,78.1806088327213,0.7049293460400933,0.8269308610088479,2049.426479940956,0.7543072037347948,0.8599488186891425
Rpl13A cohort,development,Experiment_7,cell_2.36,19,19,34.6666666666667,34.6666666666667,2.0,2.0,0.0,0.0,2.0,34.507,1.4085639644052574,1.169629692398949,99.2200526646682,0.8946352283930352,0.9443878325347452,3423.7863572997053,1.2601509440018965,1.115103349487475
Rpl13A cohort,development,Experiment_7,cell_2.37,1,14,0.0,39.6666666666667,0.0,0.0,2.0,0.0,2.0,15.986,1.0,1.0,91.332197428725,1.0,1.0,1460.0365080955978,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.37,2,14,2.33333333333333,39.6666666666667,0.15384615384615385,0.11764705882352915,1.8823529411764708,-0.03619909502262471,2.0361990950226247,22.621,1.4150506693356686,1.1718600253839977,96.3745205055079,1.055208603523614,1.0268627736517646,2180.088028355094,1.493173640704846,1.197809583998899
Rpl13A cohort,development,Experiment_7,cell_2.37,3,14,4.0,39.6666666666667,0.3076923076923077,0.2016806722689074,1.7983193277310927,-0.10601163542340031,2.1060116354234006,16.125,1.0086951082196922,1.0043287347015042,86.6862260936119,0.949131068058022,0.9739017386898151,1397.8153957594918,0.9573838654094586,0.9782280137567055
Rpl13A cohort,development,Experiment_7,cell_2.37,4,14,7.0,39.6666666666667,0.46153846153846156,0.3529411764705879,1.6470588235294121,-0.10859728506787364,2.108597285067874,15.353,0.9604028524959339,0.9798015252560707,89.4980455758945,0.9799177956463616,0.9898570514403189,1374.0634937267082,0.9411158461502934,0.9696647915339581
Rpl13A cohort,development,Experiment_7,cell_2.37,5,14,8.66666666666667,39.6666666666667,0.6153846153846154,0.43697478991596617,1.5630252100840338,-0.17840982546864925,2.1784098254686493,22.298,1.394845489803578,1.164873054017344,70.3756685588286,0.7705461002813303,0.8704050125087335,1569.23665752476,1.0747927526631493,1.0360483005192433
Rpl13A cohort,development,Experiment_7,cell_2.37,6,14,11.3333333333333,39.6666666666667,0.7692307692307693,0.5714285714285693,1.4285714285714306,-0.19780219780219999,2.1978021978021998,20.11,1.2579757287626672,1.1142508865248226,87.6529598819145,0.9597158762146093,0.9794438957839114,1762.7010232253006,1.207299278786175,1.093915347492059
Rpl13A cohort,development,Experiment_7,cell_2.37,7,14,13.6666666666667,39.6666666666667,0.9230769230769231,0.689075630252102,1.310924369747898,-0.23400129282482118,2.2340012928248214,25.212,1.5771299887401475,1.2239429098499925,90.5759400825505,0.9917197070971092,0.9958426414754117,2283.600601361263,1.5640708904874463,1.2199903647672599
Rpl13A cohort,development,Experiment_7,cell_2.37,8,14,15.3333333333333,39.6666666666667,1.0769230769230769,0.7731092436974767,1.2268907563025233,-0.3038138332256002,2.3038138332256004,22.69,1.4193669460778182,1.1733374702657982,90.955891062496,0.9958798060615736,0.997935650270165,2063.7891682080344,1.4135188789901856,1.171334428990753
Rpl13A cohort,development,Experiment_7,cell_2.37,9,14,17.3333333333333,39.6666666666667,1.2307692307692308,0.8739495798319303,1.1260504201680697,-0.3568196509373005,2.3568196509373003,21.572,1.3494307519079194,1.148729964321849,83.0024327796558,0.9087970629900843,0.9522196786770781,1790.528479922735,1.2263587040424182,1.1016721625456924
Rpl13A cohort,development,Experiment_7,cell_2.37,10,14,19.6666666666667,39.6666666666667,1.3846153846153846,0.991596638655463,1.008403361344537,-0.3930187459599216,2.3930187459599215,24.129,1.5093832103090203,1.2029913997257882,88.9823327350093,0.9742712344619813,0.9869679681854706,2147.0547065630394,1.4705486435839576,1.1904632174743768
Rpl13A cohort,development,Experiment_7,cell_2.37,11,14,22.0,39.6666666666667,1.5384615384615385,1.1092436974789908,0.8907563025210092,-0.4292178409825478,2.429217840982548,25.776,1.6124108595020643,1.234423638714621,95.3458282840247,1.04394540992438,1.0215002855316013,2457.6340698490208,1.683268915689404,1.254640491563945
Rpl13A cohort,development,Experiment_7,cell_2.37,12,14,24.3333333333333,39.6666666666667,1.6923076923076923,1.2268907563025182,0.7731092436974818,-0.4654169360051741,2.465416936005174,30.211,1.8898411109721005,1.3079204277334027,94.1667957467358,1.0310361340010779,1.0152809364055662,2844.8730663046354,1.9484944729329765,1.3216877228836974
Rpl13A cohort,development,Experiment_7,cell_2.37,13,14,27.6666666666667,39.6666666666667,1.8461538461538463,1.394957983193278,0.6050420168067221,-0.45119586296056835,2.451195862960568,31.293,1.9575253346678343,1.3237589627530193,115.048610035444,1.2596719806859693,1.114915785523499,3600.216153839149,2.4658398155639953,1.4229392855899947
Rpl13A cohort,development,Experiment_7,cell_2.37,14,14,39.6666666666667,39.6666666666667,2.0,2.0,0.0,0.0,2.0,64.118,4.010884523958463,1.600868870468391,119.020327833004,1.3031584828109126,1.1316272783976722,7631.34537999655,5.226818190971481,1.6788086726379965
Rpl13A cohort,development,Experiment_7,cell_2.38,1,17,0.0,36.3333333333333,0.0,0.0,2.0,0.0,2.0,16.148,1.0,1.0,99.8068354730253,1.0,1.0,1611.6807792184125,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.38,2,17,1.66666666666667,36.3333333333333,0.125,0.09174311926605531,1.9082568807339446,-0.033256880733944685,2.0332568807339446,16.862,1.0442160019816695,1.0216298091487428,120.495485234759,1.2072869023818034,1.0939102670151883,2031.794872028506,1.2606683024499608,1.115305859850145
Rpl13A cohort,development,Experiment_7,cell_2.38,3,17,3.33333333333333,36.3333333333333,0.25,0.18348623853211007,1.81651376146789,-0.06651376146788993,2.06651376146789,18.013,1.1154941788456776,1.0545944205380404,132.218385253893,1.3247427856745095,1.139689770272924,2381.6497735783746,1.4777428658877225,1.1928137388528237
Rpl13A cohort,development,Experiment_7,cell_2.38,4,17,4.66666666666667,36.3333333333333,0.375,0.25688073394495453,1.7431192660550454,-0.11811926605504547,2.1181192660550456,17.196,1.0648996779786972,1.0314299424184261,111.762990770016,1.1197929504560045,1.056511627906978,1921.8763892811953,1.1924671523434143,1.087785649211527
Rpl13A cohort,development,Experiment_7,cell_2.38,5,17,6.66666666666667,36.3333333333333,0.5,0.3669724770642207,1.6330275229357794,-0.1330275229357793,2.1330275229357794,17.956,1.1119643299479811,1.0530143091719446,92.5166968865887,0.9269575219784731,0.9620944015690955,1661.2298092955866,1.0307436998170338,1.0151391334218118
Rpl13A cohort,development,Experiment_7,cell_2.38,6,17,9.0,36.3333333333333,0.625,0.4954128440366977,1.5045871559633022,-0.12958715596330228,2.129587155963302,17.161,1.0627322269011643,1.030412200906662,93.6893513498738,0.9387067619751869,0.9683844719443974,1607.8029585151844,0.9975939275610716,0.9987955147411435
Rpl13A cohort,development,Experiment_7,cell_2.38,7,17,10.6666666666667,36.3333333333333,0.75,0.5871559633027547,1.4128440366972455,-0.16284403669724534,2.1628440366972455,17.173,1.0634753529848897,1.030761381711233,85.8014961139306,0.8596755493477206,0.9245435846583572,1473.46909276453,0.9142437582950461,0.9552009814145435
Rpl13A cohort,development,Experiment_7,cell_2.38,8,17,12.6666666666667,36.3333333333333,0.875,0.6972477064220208,1.3027522935779792,-0.17775229357797917,2.177752293577979,17.369,1.0756130790190737,1.0364292746964228,84.2252006815428,0.8438820876582773,0.9153319437361682,1462.907510637717,0.9076906106351635,0.9516119705940671
Rpl13A cohort,development,Experiment_7,cell_2.38,9,17,14.6666666666667,36.3333333333333,1.0,0.807339449541287,1.1926605504587129,-0.192660550458713,2.192660550458713,18.728,1.1597721080009908,1.0739763734373209,89.8989530847099,0.9007294205716683,0.9477723770916984,1683.6275933704471,1.0446408588349148,1.0218331051353207
Rpl13A cohort,development,Experiment_7,cell_2.38,10,17,16.3333333333333,36.3333333333333,1.125,0.8990825688073385,1.1009174311926615,-0.2259174311926615,2.2259174311926615,17.541,1.0862645528858064,1.0413488082163318,83.213820375213,0.8337487105049345,0.9093380196846671,1459.6536232016113,0.9056716702357603,0.950501268798014
Rpl13A cohort,development,Experiment_7,cell_2.38,11,17,18.3333333333333,36.3333333333333,1.25,1.0091743119266046,0.9908256880733954,-0.24082568807339544,2.2408256880733957,17.184,1.0641565518949716,1.03108124324973,72.2827126859892,0.7242260747313742,0.8400593000476518,1242.1061347960385,0.7706899224785694,0.870496762527203
Rpl13A cohort,development,Experiment_7,cell_2.38,12,17,21.3333333333333,36.3333333333333,1.375,1.1743119266055038,0.8256880733944962,-0.20068807339449624,2.2006880733944962,20.812,1.2888283378746594,1.1261904761904762,84.473034414265,0.8463652215192761,0.9167906887055065,1758.0527922296833,1.0908194816856067,1.0434372658573032
Rpl13A cohort,development,Experiment_7,cell_2.38,13,17,23.3333333333333,36.3333333333333,1.5,1.28440366972477,0.71559633027523,-0.21559633027522995,2.21559633027523,21.642,1.3402278919990092,1.1453823762900237,85.3067398019152,0.8547184107943285,0.9216691933610284,1846.2084627930487,1.1455174539516262,1.067823943209416
Rpl13A cohort,development,Experiment_7,cell_2.38,14,17,25.3333333333333,36.3333333333333,1.625,1.394495412844036,0.6055045871559639,-0.2305045871559639,2.2305045871559637,23.611,1.4621624969036413,1.1877059282175106,93.23468578874,0.9341513068404863,0.9659547353267413,2201.36416615794,1.365881007295685,1.1546489473339594
Rpl13A cohort,development,Experiment_7,cell_2.38,15,17,27.3333333333333,36.3333333333333,1.75,1.5045871559633024,0.4954128440366976,-0.2454128440366976,2.2454128440366974,23.001,1.4243869209809266,1.175049171115482,87.6802944847883,0.8784998950145612,0.9353206751259908,2016.7344534446158,1.251323760541858,1.111633770738229
Rpl13A cohort,development,Experiment_7,cell_2.38,16,17,30.3333333333333,36.3333333333333,1.875,1.6697247706422016,0.3302752293577984,-0.2052752293577984,2.2052752293577984,26.295,1.628375030963587,1.2390735810380982,89.393262931545,0.8956627319949968,0.944960004623186,2350.5958487849757,1.4584748289452838,1.1864875017418728
Rpl13A cohort,development,Experiment_7,cell_2.38,17,17,36.3333333333333,36.3333333333333,2.0,2.0,0.0,0.0,2.0,29.462,1.8244983898934852,1.2919096689322518,87.6356479667611,0.8780525657528366,0.935067081469959,2581.9214603967152,1.6020054924578941,1.2313621144163038
Rpl13A cohort,development,Experiment_7,cell_2.39,1,18,0.0,43.6666666666667,0.0,0.0,2.0,0.0,2.0,13.188,1.0,1.0,91.2675055352571,1.0,1.0,1203.6358629989707,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.39,2,18,1.66666666666667,43.6666666666667,0.11764705882352941,0.07633587786259552,1.9236641221374045,-0.04131118096093389,2.0413111809609337,16.758,1.270700636942675,1.1192145862552594,104.533899463331,1.1453572533868477,1.0677543346952467,1751.7790872065007,1.4554061914055803,1.1854708166003631
Rpl13A cohort,development,Experiment_7,cell_2.39,3,18,3.33333333333333,43.6666666666667,0.23529411764705882,0.15267175572519057,1.8473282442748094,-0.08262236192186825,2.0826223619218682,20.778,1.5755232029117379,1.2234587528705176,98.4118595730335,1.078279273613066,1.0376654257235498,2044.8016182084898,1.6988540147961997,1.2589447265264448
Rpl13A cohort,development,Experiment_7,cell_2.39,4,18,4.66666666666667,43.6666666666667,0.35294117647058826,0.21374045801526714,1.786259541984733,-0.13920071845532112,2.1392007184553212,23.104,1.7518956627236881,1.273228259671553,94.5066559757998,1.0354907304800984,1.017435957800568,2183.4817796648786,1.814071719518668,1.2892860597234213
Rpl13A cohort,development,Experiment_7,cell_2.39,5,18,6.0,43.6666666666667,0.47058823529411764,0.2748091603053433,1.7251908396946567,-0.19577907498877434,2.1957790749887742,18.785,1.4244009705793144,1.1750539517718075,94.5440132663939,1.0359000469216404,1.0176335016917566,1776.0092892092096,1.475537032258342,1.1920944934621023
Rpl13A cohort,development,Experiment_7,cell_2.39,6,18,8.0,43.6666666666667,0.5882352941176471,0.36641221374045774,1.6335877862595423,-0.22182308037718934,2.2218230803771895,24.302,1.8427358204428268,1.296452387303281,86.672558792175,0.9496540776902569,0.974176997403874,2106.3165237674366,1.7499615859894313,1.2727171135081863
Rpl13A cohort,development,Experiment_7,cell_2.39,7,18,10.3333333333333,43.6666666666667,0.7058823529411765,0.4732824427480897,1.5267175572519103,-0.2325999101930868,2.2325999101930867,24.118,1.8287837427964815,1.2929823620865275,88.257054605425,0.9670150848083697,0.9832309800537988,2128.58364297364,1.7684614661365075,1.277577085878289
Rpl13A cohort,development,Experiment_7,cell_2.39,8,18,12.3333333333333,43.6666666666667,0.8235294117647058,0.5648854961832042,1.4351145038167958,-0.2586439155815017,2.2586439155815015,20.259,1.536169244767971,1.2114090949860974,79.3988209674627,0.8699571715235553,0.9304567877506565,1608.5407139798267,1.3364014511598201,1.143982726509961
Rpl13A cohort,development,Experiment_7,cell_2.39,9,18,14.6666666666667,43.6666666666667,0.9411764705882353,0.6717557251908407,1.3282442748091592,-0.2694207453973946,2.2694207453973947,21.711,1.6462693357597815,1.244219032063956,89.7030550974479,0.9828586260944225,0.9913552213556746,1947.5430292206913,1.6180500175262365,1.2360726546050576
Rpl13A cohort,development,Experiment_7,cell_2.39,10,18,16.3333333333333,43.6666666666667,1.0588235294117647,0.748091603053433,1.251908396946567,-0.3107319263583317,2.310731926358332,24.866,1.8855019714892325,1.3068796972722971,90.2725259906516,0.9890982059959869,0.9945192278736412,2244.7166312835425,1.8649466174018963,1.3019067134264026
Rpl13A cohort,development,Experiment_7,cell_2.39,11,18,18.3333333333333,43.6666666666667,1.1764705882352942,0.8396946564885475,1.1603053435114525,-0.3367759317467467,2.3367759317467467,29.923,2.2689566272368817,1.388183990164923,86.4329254403149,0.9470284624676789,0.9727936501425437,2586.3324279505428,2.148766506097995,1.3648306420540424
Rpl13A cohort,development,Experiment_7,cell_2.39,12,18,19.6666666666667,43.6666666666667,1.2941176470588236,0.9007633587786268,1.0992366412213732,-0.3933542882801968,2.3933542882801966,24.337,1.8453897482559902,1.2971085942704863,83.2876238029722,0.9125660147553586,0.9542844615191882,2026.9709004929346,1.6840399682363636,1.254854613318532
Rpl13A cohort,development,Experiment_7,cell_2.39,13,18,21.6666666666667,43.6666666666667,1.411764705882353,0.9923664122137412,1.0076335877862588,-0.4193982936686118,2.419398293668612,23.507,1.782453745829542,1.2812099741109142,90.8729761004455,0.9956772190441954,0.9978339277942577,2136.1510491931726,1.7747485887224677,1.2792139770324822
Rpl13A cohort,development,Experiment_7,cell_2.39,14,18,23.3333333333333,43.6666666666667,1.5294117647058822,1.0687022900763334,0.9312977099236666,-0.4607094746295488,2.4607094746295486,31.501,2.3886108583560812,1.409787643491687,79.7414146568141,0.8737109027923371,0.932599475714499,2511.9343031043013,2.0869553494738713,1.3521124300223935
Rpl13A cohort,development,Experiment_7,cell_2.39,15,18,25.3333333333333,43.6666666666667,1.6470588235294117,1.1603053435114479,0.8396946564885521,-0.4867534800179638,2.486753480017964,25.892,1.9632999696693962,1.325076765609007,82.3801149875627,0.9026226202242248,0.9488193934305799,2132.9859372579735,1.7721189629091316,1.2785302410322428
Rpl13A cohort,development,Experiment_7,cell_2.39,16,18,27.6666666666667,43.6666666666667,1.7647058823529411,1.2671755725190845,0.7328244274809155,-0.4975303098338566,2.4975303098338566,24.475,1.8558538064907493,1.2996840400392957,79.1992783664841,0.8677708227260469,0.9292048169587732,1938.4023380196984,1.6104557845177434,1.2338502678874217
Rpl13A cohort,development,Experiment_7,cell_2.39,17,18,30.3333333333333,43.6666666666667,1.8823529411764706,1.389312977099234,0.6106870229007659,-0.4930399640772365,2.4930399640772363,30.683,2.3265847740370034,1.3987827950126508,94.2934460733843,1.0331546317649525,1.0163069897620975,2893.2058058696507,2.403721835490145,1.4124079179601954
Rpl13A cohort,development,Experiment_7,cell_2.39,18,18,43.6666666666667,43.6666666666667,2.0,2.0,0.0,0.0,2.0,43.179,3.274112829845314,1.5320666347330885,94.0027881294931,1.0299699501831936,1.014763740803399,4058.9463886433828,3.3722378282499332,1.5425683417590905
Rpl13A cohort,development,Experiment_7,cell_2.40,1,17,0.0,39.3333333333333,0.0,0.0,2.0,0.0,2.0,18.946,1.0,1.0,123.520514619457,1.0,1.0,2340.2196699802325,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.40,2,17,2.0,39.3333333333333,0.125,0.10169491525423738,1.8983050847457625,-0.023305084745762622,2.0233050847457625,16.643,0.8784439987332419,0.9352889937902161,109.155269655857,0.8837015453841286,0.9382606788740753,1816.671152882428,0.7762823192139793,0.8740528583963962
Rpl13A cohort,development,Experiment_7,cell_2.40,3,17,3.66666666666667,39.3333333333333,0.25,0.18644067796610203,1.813559322033898,-0.06355932203389797,2.063559322033898,20.248,1.0687216298954925,1.0332193703117825,96.4383012455467,0.7807472430199517,0.8768759812267238,1952.6827236198296,0.834401466096695,0.9097261221363546
Rpl13A cohort,development,Experiment_7,cell_2.40,4,17,6.0,39.3333333333333,0.375,0.3050847457627121,1.6949152542372878,-0.0699152542372879,2.069915254237288,20.133,1.0626517470706216,1.0303743698661685,89.2019207114286,0.7221628001327763,0.8386696078641329,1795.902269683192,0.7674075612305069,0.8683990926192727
Rpl13A cohort,development,Experiment_7,cell_2.40,5,17,8.33333333333333,39.3333333333333,0.5,0.42372881355932224,1.5762711864406778,-0.07627118644067776,2.0762711864406778,21.953,1.158714240472923,1.0735225800141812,67.0025785642044,0.5424408955113771,0.7033538816170166,1470.9076072199791,0.6285339902439174,0.7719015924865986
Rpl13A cohort,development,Experiment_7,cell_2.40,6,17,10.6666666666667,39.3333333333333,0.625,0.5423728813559343,1.4576271186440657,-0.08262711864406569,2.0826271186440657,21.031,1.1100496146943943,1.0521549891187432,63.172089548159,0.5114299413565437,0.6767497815975823,1328.5722152873318,0.5677126093460081,0.7242559713579606
Rpl13A cohort,development,Experiment_7,cell_2.40,7,17,12.6666666666667,39.3333333333333,0.75,0.6440677966101718,1.3559322033898282,-0.10593220338982823,2.1059322033898282,18.232,0.9623139448960202,0.9807950938727205,63.0937303532542,0.5107955593257839,0.6761941497282855,1150.3248918005306,0.4915456897301642,0.6591091283554175
Rpl13A cohort,development,Experiment_7,cell_2.40,8,17,14.6666666666667,39.3333333333333,0.875,0.7457627118644091,1.2542372881355908,-0.12923728813559088,2.1292372881355908,21.918,1.156866884830571,1.0727290524667188,60.7083306758025,0.4914837900638061,0.6590534786070726,1330.605191752239,0.5685813211558377,0.7249625039993058
Rpl13A cohort,development,Experiment_7,cell_2.40,9,17,17.3333333333333,39.3333333333333,1.0,0.8813559322033889,1.1186440677966112,-0.11864406779661107,2.118644067796611,23.957,1.2644885463950173,1.116798359089108,58.3174640777761,0.47212776159038045,0.6414222649810336,1397.111486911282,0.5970001469661536,0.7476519624626011
Rpl13A cohort,development,Experiment_7,cell_2.40,10,17,19.0,39.3333333333333,1.125,0.9661016949152551,1.0338983050847448,-0.1588983050847449,2.158898305084745,23.738,1.2529293782328723,1.1122668915752973,58.6035662545216,0.47444399365617884,0.6435564805411158,1391.1314557498338,0.5944448179779569,0.7456448931632766
Rpl13A cohort,development,Experiment_7,cell_2.40,11,17,22.0,39.3333333333333,1.25,1.1186440677966112,0.8813559322033888,-0.13135593220338881,2.131355932203389,22.517,1.18848305710968,1.0861249788968477,81.7687310366193,0.6619850256334591,0.7966197233108597,1841.1865167515568,0.7867579870256833,0.8806542270846155
Rpl13A cohort,development,Experiment_7,cell_2.40,12,17,24.3333333333333,39.3333333333333,1.375,1.2372881355932197,0.7627118644067803,-0.1377118644067803,2.1377118644067803,27.228,1.4371371265702522,1.1793650106120328,72.36744995489789,0.5858739350127233,0.7388657094083874,1970.42092737196,0.8419811834965919,0.9142125783264277
Rpl13A cohort,development,Experiment_7,cell_2.40,13,17,26.6666666666667,39.3333333333333,1.5,1.3559322033898333,0.6440677966101667,-0.14406779661016667,2.144067796610167,24.59,1.2978992927266968,1.1296398382947446,76.0339313537007,0.6155571128241057,0.7620369567103317,1869.6743719875,0.7989311413672944,0.88822870758695
Rpl13A cohort,development,Experiment_7,cell_2.40,14,17,29.0,39.3333333333333,1.625,1.4745762711864419,0.5254237288135581,-0.15042372881355814,2.150423728813558,25.638,1.3532143988176923,1.1500986901130452,67.2759245929422,0.5446538560837964,0.7052115319411073,1724.8201547138524,0.7370334404241725,0.8486116884936811
Rpl13A cohort,development,Experiment_7,cell_2.40,15,17,32.0,39.3333333333333,1.75,1.627118644067798,0.37288135593220195,-0.12288135593220195,2.122881355932202,25.638,1.3532143988176923,1.1500986901130452,73.8025166057712,0.5974919780179235,0.7480375316303715,1892.1489207387622,0.8085347478319183,0.8941323895503742
Rpl13A cohort,development,Experiment_7,cell_2.40,16,17,34.6666666666667,39.3333333333333,1.875,1.7627118644067827,0.23728813559321726,-0.11228813559321726,2.112288135593217,27.919,1.4736092051092577,1.1914648458337778,79.1646545361774,0.6409028879135462,0.7811588274166207,2210.197989995537,0.9444403952105086,0.9714264294619963
Rpl13A cohort,development,Experiment_7,cell_2.40,17,17,39.3333333333333,39.3333333333333,2.0,2.0,0.0,0.0,2.0,35.751,1.886994616277842,1.3072380569318245,91.2228590172299,0.7385239552981949,0.8495988255410859,3261.308432724986,1.3935907276399115,1.1644352658518164
Rpl13A cohort,development,Experiment_7,cell_2.41,1,20,0.0,40.0,0.0,0.0,2.0,0.0,2.0,18.106,1.0,1.0,79.075361500123,1.0,1.0,1431.738495321227,1.0,1.0
Rpl13A cohort,development,Experiment_7,cell_2.41,2,20,2.0,40.0,0.10526315789473684,0.1,1.9,-0.005263157894736831,2.0052631578947366,16.551,0.9141168673367943,0.9551317194217618,90.1012291459759,1.1394349319014592,1.0651737193883872,1491.2654435950471,1.0415766904838755,1.0203649907826982
Rpl13A cohort,development,Experiment_7,cell_2.41,3,20,3.66666666666667,40.0,0.21052631578947367,0.18333333333333351,1.8166666666666664,-0.027192982456140158,2.02719298245614,17.23,0.9516182480945542,0.9752094181571203,81.9464059552988,1.0363076993985205,1.017830163589346,1411.9365746097983,0.986169317388518,0.9930365037409464
Rpl13A cohort,development,Experiment_7,cell_2.41,4,20,6.0,40.0,0.3157894736842105,0.3,1.7,-0.01578947368421052,2.0157894736842104,18.486,1.0209875179498509,1.0103847835592479,86.8183433408352,1.0979190191966453,1.046674356016917,1604.9238949986795,1.1209616143195176,1.057031496233998
Rpl13A cohort,development,Experiment_7,cell_2.41,5,20,7.33333333333333,40.0,0.42105263157894735,0.36666666666666653,1.6333333333333335,-0.054385964912280815,2.0543859649122806,18.382,1.015243565668839,1.007564130673098,93.9973212089184,1.1887055515866618,1.0862178795360862,1727.858758462338,1.2068256627231868,1.0937208888843386
Rpl13A cohort,development,Experiment_7,cell_2.41,6,20,9.66666666666667,40.0,0.5263157894736842,0.4833333333333335,1.5166666666666666,-0.04298245614035068,2.0429824561403507,25.788,1.4242792444493537,1.175012530186358,89.6146732148226,1.1332818657387131,1.0624773818590356,2310.9831928638455,1.6141098394824887,1.2349212072909923
Rpl13A cohort,development,Experiment_7,cell_2.41,7,20,11.3333333333333,40.0,0.631578947368421,0.566666666666665,1.433333333333335,-0.06491228070175603,2.0649122807017557,21.699,1.1984425052468795,1.0902650420801407,76.2817650864229,0.9646717212453622,0.9820182280975449,1655.2380206102905,1.1561035943501112,1.0724007857318023
