cohort,grid_A,metric,median,q25,q75,n
development,0.5,size_ara,1.0610398571661621,1.0086366383982996,1.1240541800144825,94
development,0.5,size_fold,1.1300269070618754,1.0203639067352923,1.285121602399307,94
development,0.5,te_ara_sum,2.1373307543520306,2.084051724137931,2.2288770053475933,94
development,0.5,time_elapsed_B,0.3626692456479693,0.2711229946524067,0.41594827586206884,94
development,0.5,time_remaining_B,1.6373307543520306,1.584051724137931,1.7288770053475933,94
development,0.5,time_shadow,-0.13733075435203065,-0.2288770053475933,-0.08405172413793119,94
development,0.55,rpl13a_concentration_ara,0.9062335061807875,0.8410929257665688,0.9655567016907044,94
development,0.55,rpl13a_concentration_fold,0.8294321990854014,0.728396004086209,0.9338627208179755,94
development,0.55,rpl13a_total_ara,0.9676490780849709,0.8827534174864629,1.0444978588035803,94
development,0.55,rpl13a_total_fold,0.9413708261281051,0.7908217223587275,1.0950506433783653,94
development,0.55,size_ara,1.072055755111128,1.0067655014644399,1.1357836045869298,94
development,0.55,size_fold,1.1575660437277215,1.0137280816016152,1.3173514623866007,94
development,0.55,te_ara_sum,2.1493697478991596,2.088864942528736,2.2502525252525256,94
development,0.55,time_elapsed_B,0.4006302521008406,0.29974747474747443,0.46113505747126426,94
development,0.55,time_remaining_B,1.5993697478991595,1.5388649425287357,1.7002525252525253,94
development,0.55,time_shadow,-0.14936974789915952,-0.2502525252525256,-0.08886494252873578,94
development,0.6,rpl13a_concentration_ara,0.8988603802169717,0.8389422009290911,0.9604449153219772,94
development,0.6,rpl13a_concentration_fold,0.8170563879490123,0.7269313806742725,0.9250936544074714,94
development,0.6,rpl13a_total_ara,0.9654964618035071,0.8803483728398426,1.0429550473278626,94
development,0.6,rpl13a_total_fold,0.9353953560317108,0.7871035267535583,1.092195715025092,94
development,0.6,size_ara,1.0796670362728549,1.0153788767422989,1.135389553482692,94
development,0.6,size_fold,1.174240198467253,1.0316870145436088,1.3143394083537157,94
development,0.6,te_ara_sum,2.1514294222751635,2.0903743315508017,2.2685761726857616,94
development,0.6,time_elapsed_B,0.44857057772483644,0.3314238273142386,0.5096256684491982,94
development,0.6,time_remaining_B,1.5514294222751637,1.4903743315508018,1.6685761726857615,94
development,0.6,time_shadow,-0.15142942227516354,-0.2685761726857614,-0.09037433155080174,94
development,0.65,rpl13a_concentration_ara,0.885487906525815,0.8192398407525431,0.9535809100930153,94
development,0.65,rpl13a_concentration_fold,0.7950476463151106,0.6968529207506977,0.9133665766006851,94
development,0.65,rpl13a_total_ara,0.9625055596886709,0.8809234522760759,1.0402666410571368,94
development,0.65,rpl13a_total_fold,0.9319601073784,0.7879216595029077,1.0841589411143757,94
development,0.65,size_ara,1.0851692003668219,1.025795171642115,1.1416873381350519,94
development,0.65,size_fold,1.1864259078809554,1.0547177855545065,1.332030474137202,94
development,0.65,te_ara_sum,2.160205949656751,2.0964338235294115,2.285820534108205,94
development,0.65,time_elapsed_B,0.4897940503432491,0.36417946589179506,0.5535661764705886,94
development,0.65,time_remaining_B,1.510205949656751,1.4464338235294114,1.635820534108205,94
development,0.65,time_shadow,-0.16020594965675097,-0.28582053410820496,-0.09643382352941147,94
development,0.7,rpl13a_concentration_ara,0.8773322596559199,0.8030088539654306,0.9466655956908343,94
development,0.7,rpl13a_concentration_fold,0.7826705775011664,0.6719725117612705,0.9003671803680229,94
development,0.7,rpl13a_total_ara,0.9609898894199462,0.8785609398563214,1.0560454623396793,94
development,0.7,rpl13a_total_fold,0.9259607714702507,0.7877610097732226,1.1189637778393875,94
development,0.7,size_ara,1.0878722530766076,1.0302994963661922,1.1443360833223826,94
development,0.7,size_fold,1.192884318848252,1.0624953712334289,1.3382080772412546,94
development,0.7,te_ara_sum,2.169519450800916,2.102319376026273,2.3004287782603847,94
development,0.7,time_elapsed_B,0.5304805491990842,0.3995712217396151,0.5976806239737273,94
development,0.7,time_remaining_B,1.4695194508009157,1.4023193760262727,1.600428778260385,94
development,0.7,time_shadow,-0.1695194508009158,-0.30042877826038483,-0.10231937602627264,94
development,0.75,rpl13a_concentration_ara,0.8795923505779959,0.8033142276043261,0.9462223502358269,94
development,0.75,rpl13a_concentration_fold,0.7871118212270254,0.6732905477471983,0.898233290503704,94
development,0.75,rpl13a_total_ara,0.9621621943917271,0.8782220134380259,1.0447913503063353,94
development,0.75,rpl13a_total_fold,0.9349326930159656,0.7845103553739432,1.0944338512150489,94
development,0.75,size_ara,1.0824544583013718,1.0310289196113012,1.1503662372562728,94
development,0.75,size_fold,1.1797875024076925,1.0641181943476012,1.3544635043285262,94
development,0.75,te_ara_sum,2.1798046251993624,2.107730015082956,2.31086273923445,94
development,0.75,time_elapsed_B,0.5701953748006374,0.4391372607655502,0.6422699849170439,94
development,0.75,time_remaining_B,1.4298046251993626,1.357730015082956,1.5608627392344498,94
development,0.75,time_shadow,-0.17980462519936252,-0.3108627392344498,-0.10773001508295613,94
development,0.8,rpl13a_concentration_ara,0.882209137179649,0.7928858981715132,0.9405602702988275,94
development,0.8,rpl13a_concentration_fold,0.7900425272374489,0.6569257203389263,0.8888254382765128,94
development,0.8,rpl13a_total_ara,0.9714641612048767,0.8739994393579028,1.0509624677906912,94
development,0.8,rpl13a_total_fold,0.94570146841288,0.7772407055800374,1.10827944208714,94
development,0.8,size_ara,1.094840603852814,1.0381124307000382,1.1621241751551337,94
development,0.8,size_fold,1.210019890003119,1.079643999901645,1.3873333962936296,94
development,0.8,te_ara_sum,2.1922966507177035,2.115306657347543,2.321138374899437,94
development,0.8,time_elapsed_B,0.6077033492822963,0.478861625100563,0.684693342652457,94
development,0.8,time_remaining_B,1.3922966507177037,1.3153066573475432,1.521138374899437,94
development,0.8,time_shadow,-0.1922966507177037,-0.32113837489943703,-0.11530665734754306,94
development,0.85,rpl13a_concentration_ara,0.8746439406827364,0.7841297034738508,0.9433217533431865,94
development,0.85,rpl13a_concentration_fold,0.7849081396650828,0.6478424045812069,0.8936094111210526,94
development,0.85,rpl13a_total_ara,0.9699546374637011,0.8742790111737678,1.0561594940610117,94
development,0.85,rpl13a_total_fold,0.9469891532804304,0.7832564368927145,1.119954120717714,94
development,0.85,size_ara,1.0996702395183218,1.0414057070881293,1.1659743659603503,94
development,0.85,size_fold,1.2261232328931881,1.0871088403966191,1.398060714408592,94
development,0.85,te_ara_sum,2.2028947368421057,2.1173554080027945,2.3301526045856793,94
development,0.85,time_elapsed_B,0.6471052631578944,0.5198473954143207,0.7326445919972054,94
development,0.85,time_remaining_B,1.3528947368421056,1.2673554080027944,1.4801526045856794,94
development,0.85,time_shadow,-0.20289473684210563,-0.3301526045856793,-0.11735540800279451,94
development,0.9,rpl13a_concentration_ara,0.8830503742658045,0.7928234047416546,0.9441782032270724,94
development,0.9,rpl13a_concentration_fold,0.7944782721022068,0.6569662347123184,0.8981593522839197,94
development,0.9,rpl13a_total_ara,0.9699297406255849,0.874900496604238,1.0569880423572005,94
development,0.9,rpl13a_total_fold,0.942360995460338,0.7778377021327505,1.1296685918152896,94
development,0.9,size_ara,1.103443649913975,1.0440480367377505,1.1685138774025525,94
development,0.9,size_fold,1.2330054508841621,1.0925526901602653,1.4156222773579283,94
development,0.9,te_ara_sum,2.215089136215897,2.1240873533246427,2.3439769647696473,94
development,0.9,time_elapsed_B,0.6849108637841028,0.5560230352303521,0.7759126466753573,94
development,0.9,time_remaining_B,1.3150891362158972,1.2240873533246428,1.4439769647696479,94
development,0.9,time_shadow,-0.21508913621589712,-0.3439769647696478,-0.12408735332464271,94
development,0.95,rpl13a_concentration_ara,0.8741453907524726,0.796852871796915,0.9368919213986402,94
development,0.95,rpl13a_concentration_fold,0.7779216232516617,0.6641228720363813,0.8814212100610677,94
development,0.95,rpl13a_total_ara,0.9784785014445339,0.8786792653602365,1.0537635889819088,94
development,0.95,rpl13a_total_fold,0.9589766817014922,0.783727500251788,1.1254573289427943,94
development,0.95,size_ara,1.1097892859133554,1.0592194275744717,1.1810514717174494,94
development,0.95,size_fold,1.2472372748541904,1.1270095718194844,1.4457777212471552,94
development,0.95,te_ara_sum,2.2162878787878784,2.129287190082645,2.346141598915989,94
development,0.95,time_elapsed_B,0.7337121212121214,0.6038584010840108,0.8207128099173552,94
development,0.95,time_remaining_B,1.2662878787878786,1.1792871900826447,1.3961415989159893,94
development,0.95,time_shadow,-0.21628787878787858,-0.3461415989159892,-0.12928719008264478,94
development,1.0,rpl13a_concentration_ara,0.8572919469459097,0.8000592446403245,0.9419789439787007,94
development,1.0,rpl13a_concentration_fold,0.7502288987021619,0.6667490084477508,0.8907684685640821,94
development,1.0,rpl13a_total_ara,0.9872928772350955,0.8916233796832697,1.059154301998166,94
development,1.0,rpl13a_total_fold,0.9749151132073312,0.8047863563421862,1.140927259446791,94
development,1.0,size_ara,1.1213468400337854,1.0730282656097234,1.1847109395383602,94
development,1.0,size_fold,1.2762111894477377,1.1604994733795395,1.453164639579921,94
development,1.0,te_ara_sum,2.2262799856784805,2.1280882352941193,2.3529263242943,94
development,1.0,time_elapsed_B,0.7737200143215195,0.6470736757057001,0.871911764705881,94
development,1.0,time_remaining_B,1.2262799856784805,1.1280882352941188,1.3529263242943,94
development,1.0,time_shadow,-0.22627998567848046,-0.3529263242942999,-0.1280882352941189,94
development,1.05,rpl13a_concentration_ara,0.8560895653181003,0.7961605795063125,0.9420668610562972,94
development,1.05,rpl13a_concentration_fold,0.7505654396865418,0.6615052999399629,0.891437347884459,94
development,1.05,rpl13a_total_ara,0.9912486132719892,0.9052781351099342,1.078401163525628,94
development,1.05,rpl13a_total_fold,0.9896554443885102,0.832804883312805,1.1703392429057193,94
development,1.05,size_ara,1.1264724312307512,1.0769669762673852,1.1955178273439995,94
development,1.05,size_fold,1.2928090381844184,1.174999111540016,1.4878630583885604,94
development,1.05,te_ara_sum,2.228564593301434,2.1213681506849285,2.363548545276235,94
development,1.05,time_elapsed_B,0.8214354066985656,0.6864514547237649,0.9286318493150715,94
development,1.05,time_remaining_B,1.1785645933014344,1.0713681506849284,1.3135485452762352,94
development,1.05,time_shadow,-0.22856459330143436,-0.36354854527623515,-0.12136815068492854,94
development,1.1,rpl13a_concentration_ara,0.8615570800282643,0.7910140118430136,0.9473400251318643,94
development,1.1,rpl13a_concentration_fold,0.7580359191493029,0.6563292737377444,0.9052550697679509,94
development,1.1,rpl13a_total_ara,0.9852826785968154,0.9145862520858395,1.0781910790059732,94
development,1.1,rpl13a_total_fold,0.9721162475922527,0.8472968840987515,1.172039227333868,94
development,1.1,size_ara,1.137877274098626,1.0803215718089332,1.198560253431758,94
development,1.1,size_fold,1.32108318562543,1.1747579480356736,1.4955939655006563,94
development,1.1,te_ara_sum,2.235459183673468,2.1232529911565767,2.375416368933107,94
development,1.1,time_elapsed_B,0.8645408163265316,0.7245836310668929,0.9767470088434234,94
development,1.1,time_remaining_B,1.1354591836734684,1.0232529911565766,1.275416368933107,94
development,1.1,time_shadow,-0.2354591836734685,-0.3754163689331071,-0.12325299115657679,94
development,1.15,rpl13a_concentration_ara,0.8527243049082075,0.7841447273746183,0.9566741974138008,94
development,1.15,rpl13a_concentration_fold,0.746172999470518,0.6458042411249664,0.917068077817763,94
development,1.15,rpl13a_total_ara,0.9766196428000902,0.908125783061204,1.0684374271732655,94
development,1.15,rpl13a_total_fold,0.9552522161288205,0.8360210363882548,1.1589062345614645,94
development,1.15,size_ara,1.1379270343579728,1.0845761945801038,1.201813471000927,94
development,1.15,size_fold,1.3296001194475597,1.1849413355228393,1.5061070049361505,94
development,1.15,te_ara_sum,2.239483065953654,2.127229574223242,2.38730304020922,94
development,1.15,time_elapsed_B,0.9105169340463459,0.7626969597907801,1.0227704257767583,94
development,1.15,time_remaining_B,1.089483065953654,0.9772295742232419,1.2373030402092198,94
development,1.15,time_shadow,-0.23948306595365398,-0.3873030402092198,-0.12722957422324177,94
development,1.2,rpl13a_concentration_ara,0.8543248796257901,0.7800453312918246,0.9580340458075727,94
development,1.2,rpl13a_concentration_fold,0.7482630602747025,0.6396088400276108,0.9194619804966817,94
development,1.2,rpl13a_total_ara,0.9867194293474719,0.9114060578013002,1.07758094645778,94
development,1.2,rpl13a_total_fold,0.9774113439389595,0.8373032459480009,1.1685142816564784,94
development,1.2,size_ara,1.1467541961622152,1.090877422894493,1.2087493100578701,94
development,1.2,size_fold,1.3517255929644567,1.200020435149793,1.529120004772435,94
development,1.2,te_ara_sum,2.2430946291560105,2.130208333333335,2.3940643274853803,94
development,1.2,time_elapsed_B,0.9569053708439894,0.8059356725146198,1.0697916666666651,94
development,1.2,time_remaining_B,1.0430946291560108,0.930208333333335,1.1940643274853802,94
development,1.2,time_shadow,-0.2430946291560106,-0.3940643274853802,-0.1302083333333349,94
development,1.25,rpl13a_concentration_ara,0.8559765422634377,0.783931832217063,0.9563809251630264,94
development,1.25,rpl13a_concentration_fold,0.7488564783453543,0.6452369648148781,0.9165875602571475,94
development,1.25,rpl13a_total_ara,0.9904825770218475,0.916107359027982,1.1008686586812,94
development,1.25,rpl13a_total_fold,0.9852003927164857,0.8471567031197391,1.227688574846143,94
development,1.25,size_ara,1.1484440066017454,1.0892762131386569,1.2152190310928266,94
development,1.25,size_fold,1.3535444452166816,1.2001788997987337,1.5523478169950127,94
development,1.25,te_ara_sum,2.2500000000000004,2.1281224818694615,2.400050735667173,94
development,1.25,time_elapsed_B,0.9999999999999998,0.8499492643328269,1.1218775181305387,94
development,1.25,time_remaining_B,1.0000000000000002,0.8781224818694613,1.1500507356671732,94
development,1.25,time_shadow,-0.2500000000000003,-0.4000507356671731,-0.12812248186946124,94
development,1.3,rpl13a_concentration_ara,0.8613764953554797,0.7819485424345843,0.9587888192125102,94
development,1.3,rpl13a_concentration_fold,0.7567673208065328,0.6420299190677681,0.9211353101313335,94
development,1.3,rpl13a_total_ara,1.0037284087085734,0.9217580810645605,1.1150197754232516,94
development,1.3,rpl13a_total_fold,1.0082998752666232,0.8579317254152183,1.2773518952939893,94
development,1.3,size_ara,1.1564822637953567,1.0944508710984107,1.2236710072721775,94
development,1.3,size_fold,1.3754112455407497,1.209109817398754,1.5817060815001371,94
development,1.3,te_ara_sum,2.25690537084399,2.1333333333333324,2.4055691721132884,94
development,1.3,time_elapsed_B,1.0430946291560101,0.8944308278867116,1.1666666666666674,94
development,1.3,time_remaining_B,0.9569053708439899,0.8333333333333326,1.1055691721132883,94
development,1.3,time_shadow,-0.25690537084398996,-0.40556917211328847,-0.13333333333333264,94
development,1.35,rpl13a_concentration_ara,0.8654768531869406,0.7857676205424731,0.9578382616410692,94
development,1.35,rpl13a_concentration_fold,0.7638474542129201,0.6473920451732593,0.9220281988253048,94
development,1.35,rpl13a_total_ara,1.00977212519325,0.9228670724856469,1.1214122572304932,94
development,1.35,rpl13a_total_fold,1.0261699673804774,0.8581184431464794,1.2934119815566785,94
development,1.35,size_ara,1.164569069373861,1.0978982243656235,1.2280982857925609,94
development,1.35,size_fold,1.3975821228450727,1.2175274207214368,1.6014667735409744,94
development,1.35,te_ara_sum,2.256794871794872,2.1296647986716466,2.4080285199321443,94
development,1.35,time_elapsed_B,1.093205128205128,0.9419714800678558,1.2203352013283535,94
development,1.35,time_remaining_B,0.9067948717948721,0.7796647986716465,1.0580285199321442,94
development,1.35,time_shadow,-0.25679487179487215,-0.4080285199321443,-0.1296647986716466,94
development,1.4,rpl13a_concentration_ara,0.8579062903455337,0.7766175048794507,0.9570327078228594,94
development,1.4,rpl13a_concentration_fold,0.7537427804649308,0.634824243259804,0.9178169040193668,94
development,1.4,rpl13a_total_ara,1.028584441989437,0.9265797453224902,1.1148543873669192,94
development,1.4,rpl13a_total_fold,1.0610892864827064,0.8665142136377242,1.2754960711723697,94
development,1.4,size_ara,1.1714445491344434,1.1089419517315156,1.23727219535819,94
development,1.4,size_fold,1.4141846016574422,1.2461089009514,1.6428992943634082,94
development,1.4,te_ara_sum,2.2530918945553093,2.132333333333334,2.4122995418098494,94
development,1.4,time_elapsed_B,1.1469081054446904,0.9877004581901505,1.2676666666666665,94
development,1.4,time_remaining_B,0.8530918945553096,0.7323333333333336,1.0122995418098495,94
development,1.4,time_shadow,-0.25309189455530956,-0.41229954180984935,-0.1323333333333335,94
development,1.45,rpl13a_concentration_ara,0.8601729994799081,0.7766417735027958,0.9515414266994332,94
development,1.45,rpl13a_concentration_fold,0.7582157486818014,0.6348744205841353,0.907951316220482,94
development,1.45,rpl13a_total_ara,1.0349573770439022,0.9453450311595114,1.1309690162174775,94
development,1.45,rpl13a_total_fold,1.0726018970399922,0.8980352853472049,1.3103038491287164,94
development,1.45,size_ara,1.1752868344302045,1.1174977134673232,1.2520806535552456,94
development,1.45,size_fold,1.4261695529077285,1.2719010936537363,1.6968488212110158,94
development,1.45,te_ara_sum,2.2491908212560405,2.1390634306134584,2.4123894557823125,94
development,1.45,time_elapsed_B,1.2008091787439592,1.037610544217687,1.3109365693865414,94
development,1.45,time_remaining_B,0.7991908212560409,0.6890634306134585,0.9623894557823128,94
development,1.45,time_shadow,-0.2491908212560408,-0.4123894557823128,-0.13906343061345844,94
development,1.5,rpl13a_concentration_ara,0.869750608564992,0.7757794699723466,0.9473993018847826,94
development,1.5,rpl13a_concentration_fold,0.7704538370977647,0.6338605059208141,0.9014425695266783,94
development,1.5,rpl13a_total_ara,1.0387492749006921,0.9455603701854673,1.1509452374892943,94
development,1.5,rpl13a_total_fold,1.0812819259740003,0.902063916479962,1.3608119675341352,94
development,1.5,size_ara,1.1882732055699072,1.120466680375067,1.2649512834851955,94
development,1.5,size_fold,1.4664959050144262,1.277100489241444,1.7248557187248326,94
development,1.5,te_ara_sum,2.2510330578512403,2.1339301196462612,2.41678476946334,94
development,1.5,time_elapsed_B,1.2489669421487595,1.08321523053666,1.3660698803537383,94
development,1.5,time_remaining_B,0.7510330578512404,0.6339301196462617,0.91678476946334,94
development,1.5,time_shadow,-0.2510330578512404,-0.4167847694633399,-0.13393011964626167,94
development,1.55,rpl13a_concentration_ara,0.8592582707661149,0.7604890362536085,0.9445342317625117,94
development,1.55,rpl13a_concentration_fold,0.7536496483133444,0.6136722037758515,0.9007867652795314,94
development,1.55,rpl13a_total_ara,1.060596701107457,0.947475543162807,1.1680722673544215,94
development,1.55,rpl13a_total_fold,1.1352126570910246,0.9046543936302005,1.4130999421770674,94
development,1.55,size_ara,1.1999574903828685,1.1379469233405823,1.275895071597134,94
development,1.55,size_fold,1.5037265319741806,1.3207864703487517,1.7660083535532654,94
development,1.55,te_ara_sum,2.2370469399881143,2.1329366438356168,2.408632728803183,94
development,1.55,time_elapsed_B,1.3129530600118857,1.1413672711968172,1.4170633561643837,94
development,1.55,time_remaining_B,0.6870469399881143,0.5829366438356163,0.8586327288031826,94
development,1.55,time_shadow,-0.23704693998811438,-0.4086327288031827,-0.1329366438356164,94
development,1.6,rpl13a_concentration_ara,0.8647454467355516,0.7668459130215176,0.9557089314578692,94
development,1.6,rpl13a_concentration_fold,0.7617671428124702,0.6218977657458723,0.9162048764137977,94
