local_child_ara,time_us,storage_ara,release_flow_ara,remaining_muon_fraction,delayed_release_rate,stage,quadrant
1.719444036442079,1.2355,0.3156308117231554,0.49210637481766495,0.669280942042409,0.8220296883245067,post-handover,storage-low / flow-low
1.7293131999774511,1.2405,0.3043576903252043,0.47455609511315183,0.667425212684315,0.8199583029848236,post-handover,storage-low / flow-low
1.739157483935777,1.2455,0.2931129804212982,0.45704361732514787,0.665574160295602,0.8178913792455815,post-handover,storage-low / flow-low
1.7489769481709578,1.2505,0.2818966198463323,0.4395732396475506,0.6637277746429366,0.8158294244044404,post-handover,storage-low / flow-low
1.7587716433765919,1.2555,0.2707085430803936,0.4221384820381243,0.6618860449407323,0.8137716736494022,post-handover,storage-low / flow-low
1.7685416369731564,1.2605,0.25954868255872404,0.4047512012159435,0.6600489600667896,0.8117195263789084,post-handover,storage-low / flow-low
1.7782869834096304,1.2655,0.24841697077127287,0.38740219804239284,0.6582165089079146,0.8096718968575073,post-handover,storage-low / flow-low
1.7880077524305134,1.2705,0.2373133345419156,0.37010231461972076,0.6563886794181906,0.8076300647327045,post-handover,storage-low / flow-low
1.7977040004890907,1.2755,0.2262377022951381,0.35284219311854786,0.6545654598151858,0.805592925539448,post-handover,storage-low / flow-low
1.8073757863318678,1.2805,0.21519001138384908,0.3356234132001895,0.6527468397862244,0.8035606657184865,post-handover,storage-low / flow-low
1.8170231619761132,1.2855,0.2041701958288455,0.318441186263925,0.6509328084701137,0.8015327200915154,post-handover,storage-low / flow-low
1.8266461919503938,1.2905,0.19317819000833347,0.30130448024226175,0.649123355064496,0.7995101471057069,post-handover,storage-low / flow-low
1.8362449303077637,1.2955,0.1822139259962718,0.28420574133891163,0.6473184683876991,0.79749205521841,post-handover,storage-low / flow-low
1.845819437886747,1.3005,0.17127733700016978,0.26714986342370894,0.6455181374446506,0.7954790220323982,post-handover,storage-low / flow-low
1.8553697670758778,1.3055,0.1603683587089868,0.2501307537306456,0.6437223516487629,0.7934703284442496,post-handover,storage-low / flow-low
1.8648959832537795,1.3105,0.14948692508661982,0.23315771535366148,0.6419311001294767,0.7914670724588238,post-handover,storage-low / flow-low
1.8743981469445694,1.3155,0.13863296368623051,0.21622721061329764,0.640144370960927,0.7894688365387657,post-handover,storage-low / flow-low
1.883876322350025,1.3205,0.12780640442163083,0.1993418838993257,0.638362152605848,0.7874759327902239,post-handover,storage-low / flow-low
