replicate,logloss_improvement
0,-0.00043927292278120886
1,-0.00038310508722706554
2,-0.00039470017176279046
3,-0.0001848312549821605
4,-0.0001672270142244857
5,-0.00016405701651712486
6,-0.00016980134456013983
7,-0.0005346411283081876
8,-0.0002085884796956725
9,0.00025997656895779194
10,-0.0003776536400295439
11,-0.00023179243680306521
12,-0.00037900617622819977
13,0.0004119543515178319
14,-0.00032852946212143794
15,0.00012457470280557826
16,-0.00024489008454430715
17,3.704905932085175e-05
18,-0.0002422461616640024
19,-0.00041313110317564106
20,-0.00019952455901270377
21,0.00023189376042866692
22,0.000323902772160457
23,-5.668594110954222e-05
24,-0.00022867024223636906
25,0.0001874764355669687
26,-0.0001843908882928099
27,-0.00014324450839402436
28,0.00031235830828383026
29,0.00012452925511752263
30,-7.616725092811777e-05
31,0.00044147252652512454
32,-2.007370928141681e-05
33,-0.0002120296092570996
34,0.0003476819829223828
35,0.00030703172829195445
36,0.00011890812950888548
37,0.00012097942000061435
38,-0.0002426337187104338
39,-9.222251595863585e-05
40,-9.855476288716902e-05
41,9.003591456504115e-05
42,-0.00047575835941767326
43,0.00011597435049418832
44,-0.0001791319985955152
45,-9.453657847849326e-05
46,-1.4584828991647244e-05
47,0.00021420415160966459
48,1.9893028624604793e-05
49,-0.00023487657859227746
50,-0.00012966213025230217
51,-0.0005524668958637503
52,-0.00011396830973500158
53,0.00019015015878770926
54,-2.6033725473224554e-05
55,0.0005416190610503403
56,3.848754158800757e-05
57,-0.00028635312115690606
58,-4.64359295867934e-05
59,0.00039928021568727545
60,1.7465164978210163e-06
61,-0.00045338523726778343
62,-0.00016175857244284887
63,-0.00035321466252371826
64,0.00015105803991247036
65,0.00024113252159247114
66,0.0003330117199323326
67,-0.0003134415698245145
68,-3.126974042355144e-05
69,-0.00013487100749968477
70,-0.00018051209165868964
71,-3.7242625544118146e-05
72,0.00021829207242415
73,-0.00018749007705904435
74,-0.00013397888806226057
75,-0.00021044554265037385
76,-4.307231760327711e-05
77,-0.0003539469765585378
78,5.186946577690742e-05
79,3.8141800856569665e-05
80,-1.6768623231144612e-05
81,-0.0003154988349468947
82,0.00017567840910849935
83,-5.812625531186237e-06
84,-0.00022924176103711254
85,0.00014334946320418266
86,-0.00011474823637011159
87,-0.00031984850890801763
88,9.432751262369929e-05
89,-0.00011312034713504203
90,9.316075157249978e-06
91,-0.0002140371769549696
92,-4.6650107774602145e-05
93,-0.00041683216252148245
94,-0.00026560089233691964
95,0.0001741678258889552
96,-0.00029539014204696764
97,4.1120848683271045e-05
98,-0.0006411890329763932
99,0.00042004285267367556
100,-0.0002149229993636629
101,-5.021867944145301e-05
102,0.00016496320738954706
103,-0.0002107085137196343
104,-0.0001994323020671789
105,-0.00021852600675572453
106,-0.00017444056582875556
107,-4.380411018917479e-05
108,-0.00014321263086068125
109,-3.0297055386231796e-05
110,2.052948133395609e-05
111,-0.00013135292382638182
112,-0.0004733691619172943
113,-0.00011771753045874577
114,0.00015829000046749156
115,0.00015721524460783823
116,-5.840346206440822e-06
117,-0.0001832056689750383
118,0.00021577038211607812
119,8.45226244601459e-05
120,-0.0002879514977162586
121,0.00015460498508077628
122,-0.00012895791512605238
123,0.00012594327230751234
124,-9.099258147637803e-06
125,0.0002503319899166108
126,9.886519035571831e-05
127,-0.00033724467481082576
128,5.30516517575905e-05
129,-8.681768862194964e-05
130,0.00015207775690059453
131,-0.0003938880715649648
132,0.0002446791407307621
133,-0.0001689316670784759
134,-3.392484431043443e-05
135,0.00012779204365527574
136,-0.0004897643040429752
137,-1.6549353919344498e-05
138,-0.00012493734471225097
139,-0.00029533119569746477
140,-0.00038444009118929646
141,-0.0002883932930419222
142,-0.0004146231063751521
143,0.00015093168420371485
144,-0.000287180254926878
145,0.00023544753086631305
146,-0.00018954656023191258
147,-0.0002193537647075566
148,0.0001225026743166806
149,-5.282008854167934e-06
150,0.0003301331717384618
151,-0.00010521926102146692
152,-0.00020818755881371427
153,-3.0429330679559255e-05
154,0.00019533077842920005
155,0.0001472139278557413
156,-0.00034606324500347305
157,-0.00012394394264468323
158,-0.0003682524159970951
159,7.88108191936017e-05
160,0.0003038362360811902
161,3.243508444196216e-05
162,5.230391797633985e-05
163,0.0003241842286584928
164,-0.00034719375972742364
165,0.00013834173118788728
166,-1.5640848245736038e-05
167,-0.00023691886365337283
168,-7.486572330354746e-05
169,-0.00047026320817928854
170,-0.00010086700506433843
171,0.00031849682095732635
172,0.0001496630667448957
173,0.00016847807407031388
174,-0.00020985868321147852
175,0.0004410221214964078
176,0.00017661791199707072
177,6.0711625398476565e-05
178,-0.0001337071529457999
179,0.00019101481603838464
180,0.0004622451956634207
181,-7.330072327168154e-05
182,-4.634319164183037e-05
183,-0.00027380524746970425
184,-0.0002307622980129749
185,-8.411102841496618e-05
186,5.802652694298161e-05
187,-0.00018736814324023468
188,0.00011409554106439992
189,-0.00020718090450247352
190,4.916172546788895e-05
191,-0.00010070748830872073
192,-0.0001306105388166245
193,0.00027710185689685385
194,-0.00011110719959320807
195,-0.00034912446259700066
196,-0.0002953273570020233
197,0.00020212991419139183
198,-0.00022660126291988537
199,-0.00011063971801779601
200,-0.0003481434874154595
201,-9.963300354422574e-05
202,-0.0002358012494072529
203,4.15916708315786e-05
204,-9.652423524343661e-06
205,5.2307285402964804e-05
206,0.00021640945646825667
207,-0.0004484405782989751
208,-0.00017638296383062357
209,-0.0002527285966870076
210,0.0002789143353054225
211,0.00020991611688393457
212,0.000625105365073641
213,0.00016450701267689796
214,3.2205369008994436e-05
215,0.00046613706649789534
216,-4.593152716290244e-05
217,-8.909844035241108e-05
218,0.0002590801922533034
219,0.00017480528007054555
220,-1.2245370625500861e-05
221,-0.000370656906106668
222,0.0001302920350990874
223,1.2186155132429628e-05
224,3.582126080775946e-05
225,-0.00014043474298692618
226,-0.00019112156501224753
227,-3.322936140517959e-06
228,-0.00014308555825460188
229,0.00047669554708787193
230,-0.0004936314213742702
231,-0.00016787329945183504
232,-5.665833138314871e-05
233,0.00019397768137498903
234,-0.00011843169868889276
235,4.3241754110745645e-05
236,0.0001676417027682865
237,-0.00013335147259376315
238,-5.243457922497988e-05
239,-0.0001680178996362847
240,-5.478196146095657e-06
241,-0.00011372239900642349
242,0.0004437119966754815
243,4.309511430759725e-05
244,1.730972668571189e-05
245,-0.00041600265476914337
246,-0.0002630510295840048
247,3.678742304738018e-05
248,9.553935655862447e-05
249,-0.00010884349073347517
250,-9.719748288046336e-05
251,-0.0002133706899834737
252,0.0006939436415315331
253,-3.410929265481525e-05
254,-8.363939937043938e-05
255,9.18854463333981e-05
256,-0.00023775464678696775
257,0.0002460176761359813
258,6.8851941003429975e-06
259,5.85736959238115e-05
260,5.3949788739892085e-05
261,-0.0005030391503409036
262,-0.0004762425416600379
263,-0.00015789272446361591
264,0.0007154318193595578
265,7.804688908383398e-05
266,0.00013319840187715095
267,-0.00012749982797452376
268,-0.00013316735391136398
269,-0.00012364322088235114
270,4.249791224017192e-05
271,-0.0003946336949740004
272,-0.0001799453400518216
273,4.399921385192045e-05
274,-5.927782737590655e-06
275,4.6312949420805605e-05
276,-0.00014729798757351497
277,9.810980094513443e-05
278,4.1084194741871976e-05
279,-7.727653603003681e-05
280,0.0003966782815473011
281,0.00023828961433581064
282,0.00010717553290699311
283,-0.00021191338040914393
