row,split,eligible,reason
2089,validation,1,eligible
2090,validation,1,eligible
2091,validation,0,insufficient_interpulse
2092,validation,1,eligible
2093,validation,1,eligible
2094,validation,1,eligible
2095,validation,1,eligible
2096,validation,0,insufficient_interpulse
2097,validation,1,eligible
2098,validation,0,pulse_below_10mV
2099,validation,0,insufficient_interpulse
2100,validation,1,eligible
2101,validation,0,insufficient_interpulse
2102,validation,1,eligible
2103,validation,1,eligible
2104,validation,0,insufficient_interpulse
2105,validation,1,eligible
2106,validation,0,insufficient_interpulse
2107,validation,1,eligible
2108,validation,1,eligible
2109,validation,1,eligible
2110,validation,1,eligible
2111,validation,0,insufficient_interpulse
2112,validation,1,eligible
2113,validation,0,pulse_below_10mV
2114,validation,1,eligible
2115,validation,1,eligible
2116,validation,1,eligible
2117,validation,1,eligible
2118,validation,0,insufficient_interpulse
2119,validation,1,eligible
2120,validation,1,eligible
2121,validation,1,eligible
2122,validation,0,insufficient_interpulse
2123,validation,1,eligible
2124,validation,1,eligible
2125,validation,1,eligible
2126,validation,1,eligible
2127,validation,1,eligible
2128,validation,1,eligible
2129,validation,1,eligible
2130,validation,1,eligible
2131,validation,1,eligible
2132,validation,1,eligible
2133,validation,0,insufficient_prepulse
2134,validation,1,eligible
2135,validation,1,eligible
2136,validation,1,eligible
2137,validation,1,eligible
2138,validation,1,eligible
2139,validation,1,eligible
2140,validation,1,eligible
2141,validation,1,eligible
2142,validation,1,eligible
2143,validation,1,eligible
2144,validation,1,eligible
2145,validation,1,eligible
2146,validation,1,eligible
2147,validation,1,eligible
2148,validation,1,eligible
2149,validation,1,eligible
2150,validation,1,eligible
2151,validation,1,eligible
2152,validation,1,eligible
2153,validation,0,insufficient_interpulse
2154,validation,1,eligible
2155,validation,1,eligible
2156,validation,1,eligible
2157,validation,1,eligible
2158,validation,1,eligible
2159,validation,1,eligible
2160,validation,1,eligible
2161,validation,1,eligible
2162,validation,1,eligible
2163,validation,0,insufficient_interpulse
2164,validation,0,pulse_below_10mV
2165,validation,1,eligible
2166,validation,0,insufficient_interpulse
2167,validation,1,eligible
2168,validation,1,eligible
2169,validation,1,eligible
2170,validation,1,eligible
2171,validation,1,eligible
2172,validation,0,insufficient_interpulse
2173,validation,0,insufficient_interpulse
2174,validation,1,eligible
2175,validation,1,eligible
2176,validation,0,insufficient_interpulse
2177,validation,1,eligible
2178,validation,1,eligible
2179,validation,1,eligible
2180,validation,1,eligible
2181,validation,1,eligible
2182,validation,1,eligible
2183,validation,0,insufficient_interpulse
2184,validation,1,eligible
2185,validation,0,insufficient_interpulse
2186,validation,1,eligible
2187,validation,1,eligible
2188,validation,0,insufficient_interpulse
2189,validation,1,eligible
2190,validation,1,eligible
2191,validation,0,pulse_below_10mV
2192,validation,1,eligible
2193,validation,1,eligible
2194,validation,1,eligible
2195,validation,0,insufficient_interpulse
2196,validation,1,eligible
2197,validation,1,eligible
2198,validation,1,eligible
2199,validation,0,insufficient_interpulse
2200,validation,1,eligible
2201,validation,1,eligible
2202,validation,1,eligible
2203,validation,1,eligible
2204,validation,0,pulse_below_10mV
2205,validation,1,eligible
2206,validation,1,eligible
2207,validation,1,eligible
2208,validation,1,eligible
2209,validation,1,eligible
2210,validation,1,eligible
2211,validation,1,eligible
2212,validation,1,eligible
2213,validation,1,eligible
2214,validation,1,eligible
2215,validation,1,eligible
2216,validation,1,eligible
2217,validation,0,insufficient_interpulse
2218,validation,1,eligible
2219,validation,1,eligible
2220,validation,1,eligible
2221,validation,1,eligible
2222,validation,1,eligible
2223,validation,1,eligible
2224,validation,1,eligible
2225,validation,1,eligible
2226,validation,0,insufficient_interpulse
2227,validation,0,insufficient_interpulse
2228,validation,1,eligible
2229,validation,1,eligible
2230,validation,1,eligible
2231,validation,1,eligible
2232,validation,1,eligible
2233,validation,1,eligible
2234,validation,1,eligible
2235,validation,0,insufficient_prepulse
2236,validation,1,eligible
2237,validation,1,eligible
2238,validation,1,eligible
2239,validation,1,eligible
2240,validation,1,eligible
2241,validation,1,eligible
2242,validation,0,insufficient_interpulse
2243,validation,1,eligible
2244,validation,1,eligible
2245,validation,1,eligible
2246,validation,1,eligible
2247,validation,1,eligible
2248,validation,1,eligible
2249,validation,1,eligible
2250,validation,1,eligible
2251,validation,1,eligible
2252,validation,1,eligible
2253,validation,1,eligible
2254,validation,1,eligible
2255,validation,1,eligible
2256,validation,1,eligible
2257,validation,1,eligible
2258,validation,0,insufficient_prepulse
2259,validation,1,eligible
2260,validation,1,eligible
2261,validation,1,eligible
2262,validation,1,eligible
2263,validation,1,eligible
2264,validation,1,eligible
2265,validation,1,eligible
2266,validation,1,eligible
2267,validation,1,eligible
2268,validation,1,eligible
2269,validation,1,eligible
2270,validation,1,eligible
2271,validation,1,eligible
2272,validation,1,eligible
2273,validation,1,eligible
2274,validation,0,insufficient_interpulse
2275,validation,1,eligible
2276,validation,0,pulse_below_10mV
2277,validation,1,eligible
2278,validation,0,insufficient_interpulse
2279,validation,1,eligible
2280,validation,1,eligible
2281,validation,1,eligible
2282,validation,0,insufficient_interpulse
2283,validation,1,eligible
2284,validation,1,eligible
2285,validation,1,eligible
2286,validation,0,insufficient_interpulse
2287,validation,1,eligible
2288,validation,1,eligible
2289,validation,1,eligible
2290,validation,1,eligible
2291,validation,1,eligible
2292,validation,1,eligible
2293,validation,1,eligible
2294,validation,1,eligible
2295,validation,1,eligible
2296,validation,1,eligible
2297,validation,0,insufficient_interpulse
2298,validation,1,eligible
2299,validation,0,insufficient_interpulse
2300,validation,0,insufficient_interpulse
2301,validation,1,eligible
2302,validation,0,pulse_below_10mV
2303,validation,1,eligible
2304,validation,1,eligible
2305,validation,0,insufficient_interpulse
2306,validation,1,eligible
2307,validation,1,eligible
2308,validation,1,eligible
2309,validation,1,eligible
2310,validation,1,eligible
2311,validation,1,eligible
2312,validation,1,eligible
2313,validation,1,eligible
2314,validation,1,eligible
2315,validation,1,eligible
2316,validation,1,eligible
2317,validation,1,eligible
2318,validation,0,pulse_below_10mV
2319,validation,1,eligible
2320,validation,1,eligible
2321,validation,1,eligible
2322,validation,0,insufficient_interpulse
2323,validation,1,eligible
2324,validation,1,eligible
2325,validation,1,eligible
2326,validation,1,eligible
2327,validation,0,insufficient_prepulse
2328,validation,1,eligible
2329,validation,0,pulse_below_10mV
2330,validation,1,eligible
2331,validation,1,eligible
2332,validation,0,insufficient_interpulse
2333,validation,0,insufficient_interpulse
2334,validation,1,eligible
2335,validation,1,eligible
2336,validation,1,eligible
2337,validation,1,eligible
2338,validation,0,insufficient_interpulse
2339,validation,1,eligible
2340,validation,1,eligible
2341,validation,1,eligible
2342,validation,1,eligible
2343,validation,0,insufficient_interpulse
2344,validation,1,eligible
2345,validation,1,eligible
2346,validation,0,insufficient_interpulse
2347,validation,1,eligible
2348,validation,1,eligible
2349,validation,0,insufficient_interpulse
2350,validation,1,eligible
2351,validation,0,pulse_below_10mV
2352,validation,0,insufficient_interpulse
2353,validation,0,insufficient_interpulse
2354,validation,1,eligible
2355,validation,1,eligible
2356,validation,1,eligible
2357,validation,1,eligible
2358,validation,1,eligible
2359,validation,1,eligible
2360,validation,1,eligible
2361,validation,1,eligible
2362,validation,0,insufficient_interpulse
2363,validation,1,eligible
2364,validation,0,insufficient_interpulse
2365,validation,1,eligible
2366,validation,1,eligible
2367,validation,1,eligible
2368,validation,1,eligible
2369,validation,1,eligible
2370,validation,0,insufficient_interpulse
2371,validation,1,eligible
2372,validation,1,eligible
2373,validation,1,eligible
2374,validation,1,eligible
2375,validation,1,eligible
2376,validation,1,eligible
2377,validation,1,eligible
2378,validation,0,insufficient_interpulse
2379,validation,0,insufficient_interpulse
2380,validation,1,eligible
2381,validation,1,eligible
2382,validation,1,eligible
2383,validation,1,eligible
2384,validation,0,pulse_below_10mV
2385,validation,1,eligible
2386,validation,1,eligible
2387,validation,1,eligible
2388,validation,1,eligible
2389,validation,1,eligible
2390,validation,1,eligible
2391,validation,0,insufficient_interpulse
2392,validation,1,eligible
2393,validation,0,insufficient_interpulse
2394,validation,0,insufficient_interpulse
2395,validation,1,eligible
2396,validation,1,eligible
2397,validation,1,eligible
2398,validation,1,eligible
2399,validation,1,eligible
2400,validation,1,eligible
2401,validation,0,insufficient_interpulse
2402,validation,1,eligible
2403,validation,0,insufficient_interpulse
2404,validation,1,eligible
2405,validation,0,insufficient_interpulse
2406,validation,1,eligible
2407,validation,0,insufficient_interpulse
2408,validation,0,insufficient_interpulse
2409,validation,0,pulse_below_10mV
2410,validation,1,eligible
2411,validation,1,eligible
2412,validation,1,eligible
2413,validation,1,eligible
2414,validation,0,insufficient_interpulse
2415,validation,1,eligible
2416,validation,0,insufficient_interpulse
2417,validation,1,eligible
2418,validation,0,insufficient_interpulse
2419,validation,1,eligible
2420,validation,1,eligible
2421,validation,1,eligible
2422,validation,0,pulse_below_10mV
2423,validation,1,eligible
2424,validation,0,insufficient_interpulse
2425,validation,1,eligible
2426,validation,1,eligible
2427,validation,1,eligible
2428,validation,1,eligible
2429,validation,1,eligible
2430,validation,0,insufficient_interpulse
2431,validation,1,eligible
2432,validation,1,eligible
2433,validation,1,eligible
2434,validation,1,eligible
2435,validation,0,insufficient_interpulse
2436,validation,1,eligible
2437,validation,1,eligible
2438,validation,1,eligible
2439,validation,1,eligible
2440,validation,1,eligible
2441,validation,1,eligible
2442,validation,1,eligible
2443,validation,1,eligible
2444,validation,1,eligible
2445,validation,1,eligible
2446,validation,1,eligible
2447,validation,1,eligible
2448,validation,1,eligible
2449,validation,0,insufficient_interpulse
2450,validation,1,eligible
2451,validation,0,pulse_below_10mV
2452,validation,0,insufficient_interpulse
2453,validation,1,eligible
2454,validation,1,eligible
2455,validation,1,eligible
2456,validation,1,eligible
2457,validation,1,eligible
2458,validation,1,eligible
2459,validation,0,insufficient_interpulse
2460,validation,1,eligible
2461,validation,1,eligible
2462,validation,0,insufficient_interpulse
2463,validation,1,eligible
2464,validation,1,eligible
2465,validation,0,pulse_below_10mV
2466,validation,1,eligible
2467,validation,1,eligible
2468,validation,1,eligible
2469,validation,1,eligible
2470,validation,1,eligible
2471,validation,1,eligible
2472,validation,1,eligible
2473,validation,1,eligible
2474,validation,1,eligible
2475,validation,0,insufficient_interpulse
2476,validation,1,eligible
2477,validation,1,eligible
2478,validation,1,eligible
2479,validation,1,eligible
2480,validation,1,eligible
2481,validation,1,eligible
2482,validation,1,eligible
2483,validation,0,insufficient_interpulse
2484,validation,1,eligible
2485,validation,1,eligible
2486,validation,1,eligible
2487,validation,1,eligible
2488,validation,1,eligible
2489,validation,1,eligible
2490,validation,1,eligible
2491,validation,0,insufficient_interpulse
2492,validation,0,pulse_below_10mV
2493,validation,1,eligible
2494,validation,0,insufficient_interpulse
2495,validation,1,eligible
2496,validation,0,insufficient_interpulse
2497,validation,1,eligible
2498,validation,1,eligible
2499,validation,0,insufficient_interpulse
2500,validation,0,insufficient_interpulse
2501,validation,1,eligible
2502,validation,1,eligible
2503,validation,1,eligible
2504,validation,1,eligible
2505,validation,1,eligible
2506,validation,1,eligible
2507,validation,1,eligible
2508,validation,1,eligible
2509,validation,0,insufficient_interpulse
2510,validation,0,insufficient_interpulse
2511,validation,0,insufficient_interpulse
2512,validation,1,eligible
2513,validation,1,eligible
2514,validation,1,eligible
2515,validation,0,insufficient_interpulse
2516,validation,1,eligible
2517,validation,1,eligible
2518,validation,0,insufficient_interpulse
2519,validation,1,eligible
2520,validation,1,eligible
2521,validation,0,insufficient_interpulse
2522,validation,1,eligible
2523,validation,1,eligible
2524,validation,1,eligible
2525,validation,1,eligible
2526,validation,0,insufficient_prepulse
2527,validation,1,eligible
2528,validation,1,eligible
2529,validation,0,insufficient_interpulse
2530,validation,1,eligible
2531,validation,1,eligible
2532,validation,1,eligible
2533,validation,0,insufficient_interpulse
2534,validation,1,eligible
2535,validation,0,insufficient_interpulse
2536,validation,1,eligible
2537,validation,1,eligible
2538,validation,1,eligible
2539,validation,1,eligible
2540,validation,1,eligible
2541,validation,0,pulse_below_10mV
2542,validation,1,eligible
2543,validation,1,eligible
2544,validation,1,eligible
2545,validation,1,eligible
2546,validation,1,eligible
2547,validation,1,eligible
2548,validation,0,insufficient_interpulse
2549,validation,1,eligible
2550,validation,1,eligible
2551,validation,1,eligible
2552,validation,1,eligible
2553,validation,1,eligible
2554,validation,1,eligible
2555,validation,1,eligible
2556,validation,1,eligible
2557,validation,1,eligible
2558,validation,1,eligible
2559,validation,0,insufficient_interpulse
2560,validation,1,eligible
2561,validation,0,insufficient_interpulse
2562,validation,1,eligible
2563,validation,1,eligible
2564,validation,1,eligible
2565,validation,1,eligible
2566,validation,0,pulse_below_10mV
2567,validation,1,eligible
2568,validation,1,eligible
2569,validation,0,insufficient_interpulse
2570,validation,0,insufficient_interpulse
2571,validation,0,insufficient_interpulse
2572,validation,1,eligible
2573,validation,1,eligible
2574,validation,0,insufficient_interpulse
2575,validation,1,eligible
2576,validation,1,eligible
2577,validation,1,eligible
2578,validation,1,eligible
2579,validation,1,eligible
2580,validation,1,eligible
2581,validation,1,eligible
2582,validation,0,insufficient_prepulse
2583,validation,0,insufficient_interpulse
2584,validation,1,eligible
2585,validation,1,eligible
2586,validation,1,eligible
2587,validation,1,eligible
2588,validation,1,eligible
2589,validation,1,eligible
2590,validation,1,eligible
2591,validation,1,eligible
2592,validation,0,insufficient_interpulse
2593,validation,1,eligible
2594,validation,1,eligible
2595,validation,1,eligible
2596,validation,1,eligible
2597,validation,1,eligible
2598,validation,1,eligible
2599,validation,1,eligible
2600,validation,0,insufficient_interpulse
2601,validation,1,eligible
2602,validation,1,eligible
2603,validation,1,eligible
2604,validation,1,eligible
2605,validation,0,pulse_below_10mV
2606,validation,1,eligible
2607,validation,1,eligible
2608,validation,1,eligible
2609,validation,1,eligible
2610,validation,1,eligible
2611,validation,1,eligible
2612,validation,1,eligible
2613,validation,1,eligible
2614,validation,0,insufficient_interpulse
2615,validation,1,eligible
2616,validation,1,eligible
2617,validation,1,eligible
2618,validation,1,eligible
2619,validation,1,eligible
2620,validation,1,eligible
2621,validation,0,insufficient_interpulse
2622,validation,1,eligible
2623,validation,1,eligible
2624,validation,1,eligible
2625,validation,1,eligible
2626,validation,1,eligible
2627,validation,0,pulse_below_10mV
2628,validation,1,eligible
2629,validation,1,eligible
2630,validation,1,eligible
2631,validation,1,eligible
2632,validation,1,eligible
2633,validation,1,eligible
2634,validation,0,insufficient_interpulse
2635,validation,1,eligible
2636,validation,0,insufficient_interpulse
2637,validation,1,eligible
2638,validation,1,eligible
2639,validation,0,insufficient_interpulse
2640,validation,0,insufficient_interpulse
2641,validation,1,eligible
2642,validation,0,pulse_below_10mV
2643,validation,1,eligible
2644,validation,0,pulse_below_10mV
2645,validation,0,insufficient_prepulse
2646,validation,1,eligible
2647,validation,1,eligible
2648,validation,1,eligible
2649,validation,0,insufficient_interpulse
2650,validation,0,insufficient_interpulse
2651,validation,1,eligible
2652,validation,1,eligible
2653,validation,1,eligible
2654,validation,1,eligible
2655,validation,1,eligible
2656,validation,1,eligible
2657,validation,1,eligible
2658,validation,1,eligible
2659,validation,1,eligible
2660,validation,1,eligible
2661,validation,0,pulse_below_10mV
2662,validation,1,eligible
2663,validation,1,eligible
2664,validation,1,eligible
2665,validation,1,eligible
2666,validation,1,eligible
2667,validation,0,insufficient_interpulse
2668,validation,1,eligible
2669,validation,1,eligible
2670,validation,1,eligible
2671,validation,1,eligible
2672,validation,1,eligible
2673,validation,1,eligible
2674,validation,0,insufficient_interpulse
2675,validation,1,eligible
2676,validation,1,eligible
2677,validation,0,insufficient_prepulse
2678,validation,0,insufficient_interpulse
2679,validation,0,insufficient_interpulse
2680,validation,0,pulse_below_10mV
2681,validation,1,eligible
2682,validation,1,eligible
2683,validation,1,eligible
2684,validation,1,eligible
2685,validation,0,insufficient_interpulse
2686,validation,1,eligible
2687,validation,1,eligible
2688,validation,1,eligible
2689,validation,1,eligible
2690,validation,1,eligible
2691,validation,1,eligible
2692,validation,1,eligible
2693,validation,0,pulse_below_10mV
2694,validation,1,eligible
2695,validation,1,eligible
2696,validation,0,insufficient_interpulse
2697,validation,1,eligible
2698,validation,1,eligible
2699,validation,0,insufficient_interpulse
2700,validation,1,eligible
2701,validation,1,eligible
2702,validation,1,eligible
2703,validation,1,eligible
2704,validation,0,pulse_below_10mV
2705,validation,1,eligible
2706,validation,1,eligible
2707,validation,0,insufficient_interpulse
2708,validation,1,eligible
2709,validation,1,eligible
2710,validation,1,eligible
2711,validation,0,insufficient_prepulse
2712,validation,1,eligible
2713,validation,1,eligible
2714,validation,0,insufficient_interpulse
2715,validation,1,eligible
2716,validation,1,eligible
2717,validation,1,eligible
2718,validation,1,eligible
2719,validation,1,eligible
2720,validation,1,eligible
2721,validation,1,eligible
2722,validation,0,insufficient_interpulse
2723,validation,1,eligible
2724,validation,1,eligible
2725,validation,0,insufficient_interpulse
2726,validation,0,insufficient_interpulse
2727,validation,1,eligible
2728,validation,1,eligible
2729,validation,1,eligible
2730,validation,1,eligible
2731,validation,1,eligible
2732,validation,1,eligible
2733,validation,1,eligible
2734,validation,0,insufficient_interpulse
2735,validation,1,eligible
2736,validation,1,eligible
2737,validation,1,eligible
2738,validation,0,pulse_below_10mV
2739,validation,0,pulse_below_10mV
2740,validation,1,eligible
2741,validation,1,eligible
2742,validation,1,eligible
2743,validation,1,eligible
2744,validation,1,eligible
2745,validation,1,eligible
2746,validation,1,eligible
2747,validation,0,insufficient_interpulse
2748,validation,1,eligible
2749,validation,1,eligible
2750,validation,0,insufficient_interpulse
2751,validation,1,eligible
2752,validation,1,eligible
2753,validation,0,insufficient_prepulse
2754,validation,1,eligible
2755,validation,0,insufficient_interpulse
2756,validation,1,eligible
2757,validation,0,insufficient_interpulse
2758,validation,1,eligible
2759,validation,0,insufficient_interpulse
2760,validation,1,eligible
2761,validation,1,eligible
2762,validation,1,eligible
2763,validation,1,eligible
2764,validation,0,insufficient_interpulse
2765,validation,1,eligible
2766,validation,1,eligible
2767,validation,1,eligible
2768,validation,1,eligible
2769,validation,1,eligible
2770,validation,1,eligible
2771,validation,1,eligible
2772,validation,1,eligible
2773,validation,1,eligible
2774,validation,0,insufficient_interpulse
2775,validation,1,eligible
2776,validation,1,eligible
2777,validation,0,insufficient_interpulse
2778,validation,1,eligible
2779,validation,0,insufficient_interpulse
2780,validation,0,insufficient_prepulse
2781,validation,1,eligible
2782,validation,1,eligible
2783,validation,0,insufficient_interpulse
2784,validation,1,eligible
2785,validation,1,eligible
2786,validation,1,eligible
2787,validation,1,eligible
2788,validation,1,eligible
2789,validation,1,eligible
2790,validation,0,insufficient_interpulse
2791,validation,0,insufficient_interpulse
2792,validation,0,insufficient_interpulse
2793,validation,1,eligible
2794,validation,1,eligible
2795,validation,1,eligible
2796,validation,1,eligible
2797,validation,1,eligible
2798,validation,1,eligible
2799,validation,0,insufficient_prepulse
2800,validation,1,eligible
2801,validation,1,eligible
2802,validation,0,insufficient_prepulse
2803,validation,0,insufficient_prepulse
2804,validation,1,eligible
2805,validation,1,eligible
2806,validation,1,eligible
2807,validation,1,eligible
2808,validation,1,eligible
2809,validation,0,insufficient_interpulse
2810,validation,1,eligible
2811,validation,0,insufficient_interpulse
2812,validation,1,eligible
2813,validation,1,eligible
2814,validation,1,eligible
2815,validation,0,insufficient_interpulse
2816,validation,1,eligible
2817,validation,1,eligible
2818,validation,0,pulse_below_10mV
2819,validation,0,insufficient_interpulse
2820,validation,1,eligible
2821,validation,1,eligible
2822,validation,1,eligible
2823,validation,1,eligible
2824,validation,1,eligible
2825,validation,1,eligible
2826,validation,1,eligible
2827,validation,1,eligible
2828,validation,1,eligible
2829,validation,0,insufficient_interpulse
2830,validation,1,eligible
2831,validation,1,eligible
2832,validation,1,eligible
2833,validation,1,eligible
2834,validation,1,eligible
2835,validation,1,eligible
2836,validation,1,eligible
2837,validation,1,eligible
2838,validation,1,eligible
2839,validation,1,eligible
2840,validation,1,eligible
2841,validation,0,pulse_below_10mV
2842,validation,1,eligible
2843,validation,1,eligible
2844,validation,1,eligible
2845,validation,1,eligible
2846,validation,1,eligible
2847,validation,1,eligible
2848,validation,1,eligible
2849,validation,1,eligible
2850,validation,1,eligible
2851,validation,1,eligible
2852,validation,1,eligible
2853,validation,0,insufficient_interpulse
2854,validation,1,eligible
2855,validation,1,eligible
2856,validation,0,insufficient_interpulse
2857,validation,1,eligible
2858,validation,1,eligible
2859,validation,1,eligible
2860,validation,1,eligible
2861,validation,1,eligible
2862,validation,1,eligible
2863,validation,1,eligible
2864,validation,0,insufficient_interpulse
2865,validation,0,insufficient_interpulse
2866,validation,0,insufficient_interpulse
2867,validation,1,eligible
2868,validation,1,eligible
2869,validation,1,eligible
2870,validation,1,eligible
2871,validation,1,eligible
2872,validation,1,eligible
2873,validation,1,eligible
2874,validation,1,eligible
2875,validation,0,insufficient_interpulse
2876,validation,1,eligible
2877,validation,0,insufficient_interpulse
2878,validation,0,insufficient_interpulse
2879,validation,1,eligible
2880,validation,1,eligible
2881,validation,1,eligible
2882,validation,1,eligible
2883,validation,1,eligible
2884,validation,1,eligible
2885,validation,1,eligible
2886,validation,1,eligible
2887,validation,1,eligible
2888,validation,1,eligible
2889,validation,1,eligible
2890,validation,0,insufficient_interpulse
2891,validation,1,eligible
2892,validation,0,insufficient_interpulse
2893,validation,1,eligible
2894,validation,1,eligible
2895,validation,1,eligible
2896,validation,1,eligible
2897,validation,1,eligible
2898,validation,1,eligible
2899,validation,1,eligible
2900,validation,0,insufficient_interpulse
2901,validation,1,eligible
2902,validation,1,eligible
2903,validation,1,eligible
2904,validation,1,eligible
2905,validation,1,eligible
2906,validation,0,insufficient_interpulse
2907,validation,1,eligible
2908,validation,1,eligible
2909,validation,1,eligible
2910,validation,1,eligible
2911,validation,1,eligible
2912,validation,1,eligible
2913,validation,1,eligible
2914,validation,1,eligible
2915,validation,0,insufficient_prepulse
2916,validation,1,eligible
2917,validation,1,eligible
2918,validation,1,eligible
2919,validation,1,eligible
2920,validation,1,eligible
2921,validation,1,eligible
2922,validation,1,eligible
2923,validation,1,eligible
2924,validation,1,eligible
2925,validation,1,eligible
2926,validation,0,insufficient_interpulse
2927,validation,1,eligible
2928,validation,1,eligible
2929,validation,1,eligible
2930,validation,1,eligible
2931,validation,1,eligible
2932,validation,1,eligible
2933,validation,1,eligible
2934,validation,1,eligible
2935,validation,0,insufficient_interpulse
2936,validation,1,eligible
2937,validation,0,insufficient_interpulse
2938,validation,1,eligible
2939,validation,1,eligible
2940,validation,1,eligible
2941,validation,1,eligible
2942,validation,1,eligible
2943,validation,0,insufficient_interpulse
2944,validation,1,eligible
2945,validation,1,eligible
2946,validation,1,eligible
2947,validation,1,eligible
2948,validation,1,eligible
2949,validation,1,eligible
2950,validation,1,eligible
2951,validation,1,eligible
2952,validation,0,insufficient_interpulse
2953,validation,0,insufficient_interpulse
2954,validation,1,eligible
2955,validation,1,eligible
2956,validation,1,eligible
2957,validation,1,eligible
2958,validation,0,insufficient_interpulse
2959,validation,1,eligible
2960,validation,1,eligible
2961,validation,1,eligible
2962,validation,1,eligible
2963,validation,1,eligible
2964,validation,0,insufficient_interpulse
2965,validation,1,eligible
2966,validation,1,eligible
2967,validation,1,eligible
2968,validation,1,eligible
2969,validation,1,eligible
2970,validation,1,eligible
2971,validation,1,eligible
2972,validation,0,insufficient_prepulse
2973,validation,0,insufficient_interpulse
2974,validation,1,eligible
2975,validation,0,insufficient_interpulse
2976,validation,1,eligible
2977,validation,0,insufficient_interpulse
2978,validation,1,eligible
2979,validation,1,eligible
2980,validation,1,eligible
2981,validation,1,eligible
2982,validation,1,eligible
2983,validation,1,eligible
2984,validation,0,insufficient_interpulse
2985,validation,1,eligible
2986,validation,1,eligible
2987,validation,0,insufficient_interpulse
2988,validation,1,eligible
2989,validation,1,eligible
2990,validation,1,eligible
2991,validation,1,eligible
2992,validation,0,insufficient_prepulse
2993,validation,1,eligible
2994,validation,1,eligible
2995,validation,0,insufficient_interpulse
2996,validation,1,eligible
2997,validation,0,insufficient_interpulse
2998,validation,1,eligible
2999,validation,1,eligible
3000,validation,1,eligible
3001,validation,0,insufficient_interpulse
3002,validation,1,eligible
3003,validation,0,insufficient_interpulse
3004,validation,1,eligible
3005,validation,1,eligible
3006,validation,1,eligible
3007,validation,1,eligible
3008,validation,1,eligible
3009,validation,1,eligible
3010,validation,1,eligible
3011,validation,1,eligible
3012,validation,1,eligible
3013,validation,1,eligible
3014,validation,1,eligible
3015,validation,1,eligible
3016,validation,1,eligible
3017,validation,1,eligible
3018,validation,1,eligible
3019,validation,1,eligible
3020,validation,1,eligible
3021,validation,0,pulse_below_10mV
3022,validation,1,eligible
3023,validation,1,eligible
3024,validation,0,insufficient_interpulse
3025,validation,1,eligible
3026,validation,1,eligible
3027,validation,1,eligible
3028,validation,1,eligible
3029,validation,0,pulse_below_10mV
3030,validation,1,eligible
3031,validation,1,eligible
3032,validation,1,eligible
3033,validation,0,insufficient_interpulse
3034,validation,1,eligible
3035,validation,1,eligible
3036,validation,1,eligible
3037,validation,1,eligible
3038,validation,0,insufficient_interpulse
3039,validation,1,eligible
3040,validation,1,eligible
3041,validation,1,eligible
3042,validation,1,eligible
3043,validation,1,eligible
3044,validation,0,insufficient_interpulse
3045,validation,0,insufficient_interpulse
3046,validation,1,eligible
3047,validation,1,eligible
3048,validation,1,eligible
3049,validation,0,insufficient_interpulse
3050,validation,0,insufficient_interpulse
3051,validation,1,eligible
3052,validation,0,insufficient_interpulse
3053,validation,0,insufficient_interpulse
3054,validation,1,eligible
3055,validation,0,insufficient_interpulse
3056,validation,1,eligible
3057,validation,1,eligible
3058,validation,1,eligible
3059,validation,1,eligible
3060,validation,0,insufficient_interpulse
3061,validation,0,insufficient_interpulse
3062,validation,1,eligible
3063,validation,0,insufficient_interpulse
3064,validation,0,insufficient_interpulse
3065,validation,1,eligible
3066,validation,1,eligible
3067,validation,1,eligible
3068,validation,0,insufficient_interpulse
3069,validation,1,eligible
3070,validation,0,insufficient_interpulse
3071,validation,1,eligible
3072,validation,1,eligible
3073,validation,1,eligible
3074,validation,1,eligible
3075,validation,1,eligible
3076,validation,1,eligible
3077,validation,1,eligible
3078,validation,1,eligible
3079,validation,1,eligible
3080,validation,0,insufficient_interpulse
3081,validation,1,eligible
3082,validation,0,insufficient_interpulse
3083,validation,1,eligible
3084,validation,1,eligible
3085,validation,1,eligible
3086,validation,1,eligible
3087,validation,1,eligible
3088,validation,1,eligible
3089,validation,1,eligible
3090,validation,1,eligible
3091,validation,1,eligible
3092,validation,1,eligible
3093,validation,1,eligible
3094,validation,1,eligible
3095,validation,1,eligible
3096,validation,1,eligible
3097,validation,1,eligible
3098,validation,1,eligible
3099,validation,1,eligible
3100,validation,1,eligible
3101,validation,1,eligible
3102,validation,1,eligible
3103,validation,1,eligible
3104,validation,1,eligible
3105,validation,0,pulse_below_10mV
3106,validation,1,eligible
3107,validation,1,eligible
3108,validation,1,eligible
3109,validation,1,eligible
3110,validation,1,eligible
3111,validation,0,insufficient_interpulse
3112,validation,1,eligible
3113,validation,0,insufficient_interpulse
3114,validation,1,eligible
3115,validation,0,insufficient_interpulse
3116,validation,0,insufficient_interpulse
3117,validation,1,eligible
3118,validation,1,eligible
3119,validation,1,eligible
3120,validation,0,insufficient_interpulse
3121,validation,1,eligible
3122,validation,1,eligible
3123,validation,1,eligible
3124,validation,1,eligible
3125,validation,0,insufficient_interpulse
3126,validation,1,eligible
3127,validation,1,eligible
3128,validation,1,eligible
3129,validation,0,insufficient_prepulse
3130,validation,1,eligible
3131,validation,1,eligible
3132,validation,1,eligible
3133,validation,1,eligible
3134,validation,1,eligible
3135,validation,1,eligible
3136,validation,1,eligible
3137,validation,1,eligible
