run,title,raw_counts,eligible_counts,frequency_mhz,decay_per_us,rmse_ara,rmse_no_phase,rmse_persistence,rmse_wrong_orientation,correlation,improvement_vs_no_phase,pass
EMU00066666,LCB1-88 T=135.0 F=1600,30263690,25258869,0.2,0.9500000000000001,0.03051619474659198,0.0320191179533132,0.034782384150873195,0.030499802480668713,0.3081762756301114,0.04693830757338846,False
EMU00066667,LCB1-88 T=135.0 F=2200,30114839,25134822,0.2,0.35000000000000003,0.03148608679344713,0.03208756655986342,0.036301469187780065,0.03153244563490722,0.1937307349457432,0.01874494799392623,True
EMU00066668,LCB1-88 T=135.0 F=3000,40292683,33626990,0.2,1.0,0.025782727918221265,0.028000459196584285,0.030169375013803307,0.02584635525936975,0.4108330940030271,0.07920338958703776,True
EMU00066669,LCB1-88 T=135.0 F=230,25084143,20940299,3.1199999999999988,0.0,0.03500797379172843,0.037613352911805634,0.04214813907596767,0.04048072841621412,0.3678442057892575,0.06926739889916744,True
