candidate,n,largest_gap,circular_star_discrepancy,union_coverage,overlap_loss,flat_mean,flat_p05,flat_min,beam7_mean,beam7_p05,beam7_min,beam7_cycle23_mean,beam7_cycle23_p05,beam7_cycle23_min,beam7_decay_mean,beam7_decay_p05,beam7_decay_min,largest_gap_rank,discrepancy_rank
phi_reverse,55,0.0212862362522,0.0181818181818,0.12890625,0,0.12890625,0.12890625,0.12890625,0.12890625,0.128497950266,0.128491986283,0.12865082802,0.12759223421,0.12751079212,0.130079257283,0.129032332411,0.129017636358,,
phi_reverse,56,0.0212862362522,0.0200138042866,0.13125,0,0.13125,0.13125,0.13125,0.13125,0.129530675119,0.129505845514,0.130991951856,0.129128488527,0.12908191882,0.130727964388,0.129139398064,0.129117035426,,
phi_reverse,57,0.0212862362522,0.0206403707026,0.13359375,0,0.13359375,0.13359375,0.13359375,0.13359375,0.1313995132,0.131368187872,0.133031954069,0.130287457684,0.130225483828,0.132208521791,0.130876764763,0.130856865479,,
phi_reverse,58,0.0212862362522,0.019978855477,0.1359375,0,0.1359375,0.1359375,0.1359375,0.1359375,0.135378732218,0.135370847469,0.135163748056,0.132452689325,0.132314173487,0.135770586317,0.133967753008,0.133943718082,,
phi_reverse,59,0.0212862362522,0.0212862362522,0.13828125,0,0.13828125,0.13828125,0.13828125,0.13828125,0.136666475684,0.13664393501,0.137624646459,0.135944904718,0.13587718245,0.136669738252,0.134845067181,0.134820844314,,
phi_reverse,60,0.0212862362522,0.0191425091652,0.140625,0,0.140625,0.140625,0.140625,0.140625,0.138389833225,0.138358263307,0.140314207267,0.138258966222,0.138191595839,0.138716740701,0.138189029866,0.138181751075,,
phi_reverse,61,0.0212862362522,0.0213102735452,0.14296875,0,0.14296875,0.14296875,0.14296875,0.14296875,0.14226248218,0.142252390023,0.142847877348,0.141213423364,0.141175241134,0.143632989646,0.13897926363,0.138916367638,,
phi_reverse,62,0.0212862362522,0.0212597952015,0.1453125,0,0.1453125,0.1453125,0.1453125,0.1453125,0.143811555329,0.143789859582,0.145064394907,0.143370560838,0.143283355533,0.144879097295,0.140569958027,0.140510550031,,
phi_reverse,63,0.0212862362522,0.018245345359,0.14765625,0,0.14765625,0.14765625,0.14765625,0.14765625,0.145392294309,0.145359194993,0.147316548594,0.144708296305,0.144600854204,0.147710198424,0.144682724755,0.144640568302,,
phi_reverse,64,0.0212862362522,0.0210921350013,0.15,0,0.15,0.15,0.15,0.15,0.149149520287,0.149137198721,0.149669152033,0.147964258007,0.147854416921,0.148445382193,0.144811262725,0.144759309217,,
three_eighths,4,0.375,0.25,0.009375,0,0.009375,0.009375,0.009375,0.009375,0.00724928524173,0.00721962639484,0.00897536162403,0.00712536320388,0.00707848266564,0.0113749546804,0.00618783213275,0.00611730446488,3,3.5
three_eighths,5,0.25,0.2,0.01171875,0,0.01171875,0.01171875,0.01171875,0.01171875,0.0109052741801,0.0108939242307,0.0113263580974,0.00931373141452,0.00925538892441,0.0133014280808,0.00906971387343,0.00901185337943,5,3.5
three_eighths,6,0.25,0.166666666667,0.0140625,0,0.0140625,0.0140625,0.0140625,0.0140625,0.0125593926796,0.0125384207078,0.0133395713823,0.0113272902604,0.0112462385676,0.01412658909,0.00997874521463,0.00992162310367,5,3.5
three_eighths,7,0.25,0.142857142857,0.01640625,0,0.01640625,0.01640625,0.01640625,0.01640625,0.0144423456429,0.0144149444413,0.0157923681335,0.0127888691202,0.0127102557555,0.0175422480203,0.0109131129006,0.0108230674712,6,3.5
three_eighths,8,0.125,0.125,0.01875,0,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,1,3
three_eighths,9,0.125,0.125,0.01875,0.00234375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,1,5
three_eighths,10,0.125,0.125,0.01875,0.0046875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,1,6
three_eighths,11,0.125,0.125,0.01875,0.00703125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,2,5
three_eighths,12,0.125,0.125,0.01875,0.009375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,3,5
three_eighths,13,0.125,0.125,0.01875,0.01171875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,6
three_eighths,14,0.125,0.125,0.01875,0.0140625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,6
three_eighths,15,0.125,0.125,0.01875,0.01640625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,6
three_eighths,16,0.125,0.125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,6
three_eighths,17,0.125,0.125,0.01875,0.02109375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,6
three_eighths,18,0.125,0.125,0.01875,0.0234375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,6
three_eighths,19,0.125,0.125,0.01875,0.02578125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,6
three_eighths,20,0.125,0.125,0.01875,0.028125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,7
three_eighths,21,0.125,0.125,0.01875,0.03046875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,5,7
three_eighths,22,0.125,0.125,0.01875,0.0328125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,23,0.125,0.125,0.01875,0.03515625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,24,0.125,0.125,0.01875,0.0375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,25,0.125,0.125,0.01875,0.03984375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,26,0.125,0.125,0.01875,0.0421875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,27,0.125,0.125,0.01875,0.04453125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,28,0.125,0.125,0.01875,0.046875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,29,0.125,0.125,0.01875,0.04921875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,30,0.125,0.125,0.01875,0.0515625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,31,0.125,0.125,0.01875,0.05390625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,32,0.125,0.125,0.01875,0.05625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,33,0.125,0.125,0.01875,0.05859375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,34,0.125,0.125,0.01875,0.0609375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
three_eighths,35,0.125,0.125,0.01875,0.06328125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,36,0.125,0.125,0.01875,0.065625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,37,0.125,0.125,0.01875,0.06796875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,38,0.125,0.125,0.01875,0.0703125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,39,0.125,0.125,0.01875,0.07265625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,40,0.125,0.125,0.01875,0.075,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,41,0.125,0.125,0.01875,0.07734375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,42,0.125,0.125,0.01875,0.0796875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,43,0.125,0.125,0.01875,0.08203125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,44,0.125,0.125,0.01875,0.084375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,45,0.125,0.125,0.01875,0.08671875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,46,0.125,0.125,0.01875,0.0890625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,47,0.125,0.125,0.01875,0.09140625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,48,0.125,0.125,0.01875,0.09375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,49,0.125,0.125,0.01875,0.09609375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,50,0.125,0.125,0.01875,0.0984375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,51,0.125,0.125,0.01875,0.10078125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,52,0.125,0.125,0.01875,0.103125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,53,0.125,0.125,0.01875,0.10546875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,54,0.125,0.125,0.01875,0.1078125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,55,0.125,0.125,0.01875,0.11015625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,56,0.125,0.125,0.01875,0.1125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,57,0.125,0.125,0.01875,0.11484375,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,58,0.125,0.125,0.01875,0.1171875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,59,0.125,0.125,0.01875,0.11953125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,60,0.125,0.125,0.01875,0.121875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,61,0.125,0.125,0.01875,0.12421875,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,62,0.125,0.125,0.01875,0.1265625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,63,0.125,0.125,0.01875,0.12890625,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,7
three_eighths,64,0.125,0.125,0.01875,0.13125,0.01875,0.01875,0.01875,0.01875,0.01875,0.01875,0.0180391790816,0.0154068355325,0.0153831666965,0.0189823234594,0.0133953239038,0.0133212373379,6,6
eight_twentyone,4,0.380952380952,0.25,0.009375,0,0.009375,0.009375,0.009375,0.009375,0.00741109564287,0.00738369444128,0.00952764330831,0.00764083214673,0.00758032219955,0.0110923541902,0.00614813519864,0.00607883420118,4,3.5
eight_twentyone,5,0.238095238095,0.2,0.01171875,0,0.01171875,0.01171875,0.01171875,0.01171875,0.00975599126424,0.0097277110016,0.0118962449309,0.00899354477058,0.0089416623165,0.0129474914464,0.00810034567238,0.00803442381349,3,3.5
eight_twentyone,6,0.238095238095,0.166666666667,0.0140625,0,0.0140625,0.0140625,0.0140625,0.0140625,0.0140625,0.0140625,0.0144285838307,0.0106356653969,0.0105101042357,0.0137184471903,0.00943479421127,0.00937543544777,3,3.5
eight_twentyone,7,0.238095238095,0.142857142857,0.01640625,0,0.01640625,0.01640625,0.01640625,0.01640625,0.0144423456429,0.0144149444413,0.0170135916527,0.0146637849199,0.0145824898227,0.0168142381662,0.0101516598131,0.0100585445292,5,3.5
eight_twentyone,8,0.142857142857,0.125,0.01875,0,0.01875,0.01875,0.01875,0.01875,0.0167872412642,0.0167589610016,0.0191763921884,0.0177461315493,0.017680363392,0.0181647698684,0.0115731939449,0.0114803100916,3,3
eight_twentyone,9,0.142857142857,0.111111111111,0.02109375,0,0.02109375,0.02109375,0.02109375,0.02109375,0.02109375,0.02109375,0.0211950717068,0.0201800204903,0.0201272009932,0.023343902501,0.0198671916363,0.0198163489851,3,2
eight_twentyone,10,0.142857142857,0.1,0.0234375,0,0.0234375,0.0234375,0.0234375,0.0234375,0.0214735956429,0.0214461944413,0.0234623169904,0.0211031573196,0.0210369063419,0.0255976246137,0.0202352029142,0.0201599306477,3,2.5
eight_twentyone,11,0.142857142857,0.0909090909091,0.02578125,0,0.02578125,0.02578125,0.02578125,0.02578125,0.0238184912642,0.0237902110016,0.0258617454555,0.0235140529385,0.0234175646118,0.0265808057086,0.0215906991869,0.0215210972992,4,2.5
eight_twentyone,12,0.142857142857,0.0833333333333,0.028125,0,0.028125,0.028125,0.028125,0.028125,0.028125,0.028125,0.02816157653,0.0270065201709,0.0269761404589,0.030351191316,0.0264681176272,0.0264103383523,5,3
eight_twentyone,13,0.0952380952381,0.0769230769231,0.03046875,0,0.03046875,0.03046875,0.03046875,0.03046875,0.0285048456429,0.0284774444413,0.0302981165098,0.0290016499172,0.028963227383,0.0319918910276,0.0268981257713,0.0268225135747,2,2
eight_twentyone,14,0.0952380952381,0.0714285714286,0.0328125,0,0.0328125,0.0328125,0.0328125,0.0328125,0.0308497412642,0.0308214610016,0.0327980367261,0.0296332771902,0.0295536022114,0.0327076425081,0.0280810619388,0.028012548241,2,4
eight_twentyone,15,0.0952380952381,0.0761904761905,0.03515625,0,0.03515625,0.03515625,0.03515625,0.03515625,0.03515625,0.03515625,0.0354864029683,0.0315774408856,0.0314554130579,0.0354524665234,0.0308333346673,0.0307626941909,2,4
eight_twentyone,16,0.0952380952381,0.0625,0.0375,0,0.0375,0.0375,0.0375,0.0375,0.0355360956429,0.0355086944413,0.0379988748191,0.0358646379406,0.0357897389773,0.0366468886433,0.0312996725999,0.0312194030707,2,2
eight_twentyone,17,0.0952380952381,0.0644257703081,0.03984375,0,0.03984375,0.03984375,0.03984375,0.03984375,0.0378809912642,0.0378527110016,0.0402174440693,0.0383714208364,0.0383428167364,0.0414551696361,0.0391676695444,0.0391344913017,3,4
eight_twentyone,18,0.0952380952381,0.0555555555556,0.0421875,0,0.0421875,0.0421875,0.0421875,0.0421875,0.0421875,0.0421875,0.0424517443386,0.0398953696572,0.0397982048243,0.0434533893567,0.0417766065343,0.041751298463,3,3
eight_twentyone,19,0.0952380952381,0.0551378446115,0.04453125,0,0.04453125,0.04453125,0.04453125,0.04453125,0.0425673456429,0.0425399444413,0.0449276160711,0.0423436189888,0.0422650682357,0.0443229233674,0.0420157808185,0.0419815946723,4,2
eight_twentyone,20,0.0952380952381,0.05,0.046875,0,0.046875,0.046875,0.046875,0.046875,0.0449122412642,0.0448839610016,0.0471709065296,0.0450906210476,0.0449976229377,0.0478233306243,0.0459576283618,0.0459322516556,4,1.5
eight_twentyone,21,0.047619047619,0.047619047619,0.04921875,0,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,1.5
eight_twentyone,22,0.047619047619,0.047619047619,0.04921875,0.00234375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,3
eight_twentyone,23,0.047619047619,0.0496894409938,0.04921875,0.0046875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,2
eight_twentyone,24,0.047619047619,0.047619047619,0.04921875,0.00703125,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,2
eight_twentyone,25,0.047619047619,0.0514285714286,0.04921875,0.009375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,3
eight_twentyone,26,0.047619047619,0.0457875457875,0.04921875,0.01171875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,3
eight_twentyone,27,0.047619047619,0.0529100529101,0.04921875,0.0140625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,4
eight_twentyone,28,0.047619047619,0.047619047619,0.04921875,0.01640625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,1,4
eight_twentyone,29,0.047619047619,0.0410509031199,0.04921875,0.01875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,2,3
eight_twentyone,30,0.047619047619,0.047619047619,0.04921875,0.02109375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,3,4
eight_twentyone,31,0.047619047619,0.0460829493088,0.04921875,0.0234375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,3,4
eight_twentyone,32,0.047619047619,0.0446428571429,0.04921875,0.02578125,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,3,4
eight_twentyone,33,0.047619047619,0.047619047619,0.04921875,0.028125,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,3,4
eight_twentyone,34,0.047619047619,0.0378151260504,0.04921875,0.03046875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,3
eight_twentyone,35,0.047619047619,0.047619047619,0.04921875,0.0328125,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,36,0.047619047619,0.0436507936508,0.04921875,0.03515625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,37,0.047619047619,0.039897039897,0.04921875,0.0375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,38,0.047619047619,0.0426065162907,0.04921875,0.03984375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,39,0.047619047619,0.040293040293,0.04921875,0.0421875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,40,0.047619047619,0.0380952380952,0.04921875,0.04453125,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,41,0.047619047619,0.0360046457607,0.04921875,0.046875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,42,0.047619047619,0.0238095238095,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,2
eight_twentyone,43,0.047619047619,0.0354374307863,0.04921875,0.0515625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,44,0.047619047619,0.0378787878788,0.04921875,0.05390625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732344,0.048511480737,4,4
eight_twentyone,45,0.047619047619,0.0380952380952,0.04921875,0.05625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732345,0.048511480737,4,4
eight_twentyone,46,0.047619047619,0.0393374741201,0.04921875,0.05859375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732345,0.048511480737,4,4
eight_twentyone,47,0.047619047619,0.0364741641337,0.04921875,0.0609375,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732345,0.048511480737,4,4
eight_twentyone,48,0.047619047619,0.0386904761905,0.04921875,0.06328125,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732345,0.048511480737,4,4
eight_twentyone,49,0.047619047619,0.0408163265306,0.04921875,0.065625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257265,0.0485216732345,0.048511480737,4,4
eight_twentyone,50,0.047619047619,0.0333333333333,0.04921875,0.06796875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257266,0.0485216732345,0.048511480737,4,4
eight_twentyone,51,0.047619047619,0.0392156862745,0.04921875,0.0703125,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257266,0.0485216732345,0.048511480737,4,4
eight_twentyone,52,0.047619047619,0.0375457875458,0.04921875,0.07265625,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257266,0.0485216732345,0.048511480737,4,4
eight_twentyone,53,0.047619047619,0.03683737646,0.04921875,0.075,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.04921875,0.0492780257266,0.0485216732345,0.048511480737,4,4
