pair,family,n,u,v,amplitude,phase_rad
parent_phi_time_vs_e,beam7_cycle23,683,-7.57724777521e-05,-4.85217449909e-05,8.99768199129e-05,-2.57202335323
parent_phi_time_vs_e,beam7_cycle23,684,1.41397901113e-05,-4.72934444417e-05,4.93619646241e-05,-1.28027565049
parent_phi_time_vs_e,beam7_cycle23,685,0.000127134335318,5.80570756638e-05,0.000139763239986,0.428377977106
parent_phi_time_vs_e,beam7_cycle23,686,-8.07132373372e-05,0.00010252249418,0.000130481755408,2.23772885794
parent_phi_time_vs_e,beam7_cycle23,687,-1.66433116792e-05,7.33828438071e-05,7.52465387169e-05,1.79382444508
parent_phi_time_vs_e,beam7_cycle23,688,-1.24925399045e-05,2.72919539135e-05,3.00152344931e-05,2.00006577011
parent_phi_time_vs_e,beam7_cycle23,689,-4.42014735059e-05,0.000141833554425,0.000148561527392,1.87290050164
parent_phi_time_vs_e,beam7_cycle23,690,-4.9168569007e-05,-7.04870195205e-05,8.59416552032e-05,-2.17987942885
parent_phi_time_vs_e,beam7_cycle23,691,-1.85716099288e-05,2.24396315787e-05,2.91280236325e-05,2.26215653946
parent_phi_time_vs_e,beam7_cycle23,692,-1.6679766445e-05,-1.45828758174e-05,2.21556962374e-05,-2.42316754219
parent_phi_time_vs_e,beam7_cycle23,693,1.00658012464e-05,-8.79215636388e-05,8.8495885257e-05,-1.45680647346
parent_phi_time_vs_e,beam7_cycle23,694,0.000151427925882,6.7383563775e-05,0.000165743661731,0.418677880751
parent_phi_time_vs_e,beam7_cycle23,695,2.97178753189e-05,8.35765478048e-05,8.87028266542e-05,1.22916204097
parent_phi_time_vs_e,beam7_cycle23,696,-5.68045225077e-05,0.000103293614194,0.000117882672648,2.07358776501
parent_phi_time_vs_e,beam7_cycle23,697,8.22234676346e-05,7.98542676263e-06,8.26103242364e-05,0.0968149591535
parent_phi_time_vs_e,beam7_cycle23,698,-4.9232893426e-05,0.000123177326135,0.000132651918452,1.95103646958
parent_phi_time_vs_e,beam7_cycle23,699,2.92751769769e-05,-2.28198837403e-05,3.71185005213e-05,-0.662112870582
parent_phi_time_vs_e,beam7_cycle23,700,3.04506078699e-06,-1.99585959494e-05,2.01895504524e-05,-1.41939497115
parent_phi_time_vs_e,beam7_cycle23,701,1.77063521656e-05,5.42957521945e-05,5.71099256993e-05,1.25556139083
parent_phi_time_vs_e,beam7_cycle23,702,2.04440641932e-05,-7.69452455743e-05,7.9614889168e-05,-1.3111001324
parent_phi_time_vs_e,beam7_cycle23,703,0.000109112782671,6.19246846257e-05,0.000125460216437,0.516201611634
parent_phi_time_vs_e,beam7_cycle23,704,9.74468242341e-05,0.000126036124321,0.000159314117978,0.912633187319
parent_phi_time_vs_e,beam7_cycle23,705,-0.000125229823274,9.73827363909e-05,0.000158637656262,2.48064023007
parent_phi_time_vs_e,beam7_cycle23,706,6.40564678462e-05,5.27853401547e-05,8.30031517967e-05,0.689230868874
parent_phi_time_vs_e,beam7_cycle23,707,-7.80086210611e-05,6.95082611694e-05,0.000104483220331,2.41375380305
parent_phi_time_vs_e,beam7_cycle23,708,-1.87426082607e-05,3.79133806958e-05,4.22931412903e-05,2.02991645242
parent_phi_time_vs_e,beam7_cycle23,709,-8.86718442409e-06,-5.85034640624e-05,5.9171633972e-05,-1.72121827034
parent_phi_time_vs_e,beam7_cycle23,710,-3.30295891031e-05,7.15332117719e-05,7.87905714075e-05,2.00336843725
parent_phi_time_vs_e,beam7_cycle23,711,-2.08423735551e-05,-3.55141899811e-05,4.11784194139e-05,-2.10150883959
parent_phi_time_vs_e,beam7_cycle23,712,3.6153920973e-05,-5.91776092197e-06,3.66350364549e-05,-0.162243678841
parent_phi_time_vs_e,beam7_cycle23,713,8.47693699563e-05,0.000162184876008,0.000183002131377,1.08917665954
parent_phi_time_vs_e,beam7_cycle23,714,-0.000130046488209,5.07515592902e-05,0.000139598745933,2.76951348192
parent_phi_time_vs_e,beam7_cycle23,715,-1.8976388267e-05,7.04071123911e-05,7.29195775283e-05,1.83406420854
parent_phi_time_vs_e,beam7_cycle23,716,-3.05602968531e-05,1.03684273641e-05,3.22712880089e-05,2.81450173956
parent_phi_time_vs_e,beam7_cycle23,717,-6.66245711359e-05,3.93017213402e-05,7.73528201124e-05,2.60863398529
parent_phi_time_vs_e,beam7_cycle23,718,3.83997409178e-05,-7.08320038991e-05,8.05711665481e-05,-1.07401992489
parent_phi_time_vs_e,beam7_cycle23,719,-6.82406168064e-06,3.04428168085e-05,3.11982838159e-05,1.79131109714
parent_phi_time_vs_e,beam7_cycle23,720,-1.639653187e-05,2.26999460405e-05,2.80023893196e-05,2.19634292697
parent_phi_time_vs_e,beam7_cycle23,721,7.33376356725e-05,-6.76067422827e-05,9.97450771122e-05,-0.744759875264
parent_phi_time_vs_e,beam7_cycle23,722,9.09618226856e-05,0.000166540077221,0.000189762089225,1.07088621216
parent_phi_time_vs_e,beam7_cycle23,723,-1.04444156353e-05,5.59021988833e-05,5.68695143108e-05,1.75550054518
parent_phi_time_vs_e,beam7_cycle23,724,-6.18867164846e-05,5.67666398608e-05,8.39786703772e-05,2.39931928978
parent_phi_time_vs_e,beam7_cycle23,725,7.18605839191e-05,2.36217795155e-05,7.56434530456e-05,0.317589915026
parent_phi_time_vs_e,beam7_cycle23,726,-5.77526855257e-05,2.18727113691e-05,6.17558757372e-05,2.77955530624
parent_phi_time_vs_e,beam7_cycle23,727,7.74987207891e-05,-2.74910834612e-05,8.22302340615e-05,-0.340881964682
parent_phi_time_vs_e,beam7_cycle23,728,5.95476586516e-05,1.0167477693e-05,6.04094467242e-05,0.169114349661
parent_phi_time_vs_e,beam7_cycle23,729,-3.66224930889e-05,8.31624347581e-05,9.08691232209e-05,1.98561568064
parent_phi_time_vs_e,beam7_cycle23,730,9.23756612681e-05,-4.81162323289e-05,0.000104155818888,-0.480208313649
parent_phi_time_vs_e,beam7_cycle23,731,5.14960279262e-05,0.000128321404508,0.000138268665095,1.18916541127
parent_phi_time_vs_e,beam7_cycle23,732,3.86518605121e-05,0.000129494701226,0.000135140090154,1.28073261026
parent_phi_time_vs_e,beam7_cycle23,733,-0.000122549820265,1.92359136084e-05,0.000124050307615,2.98589897505
parent_phi_time_vs_e,beam7_cycle23,734,4.85973214954e-05,6.77107543109e-05,8.33453412368e-05,0.948276878983
parent_phi_time_vs_e,beam7_cycle23,735,-7.38652997557e-05,3.01710302445e-06,7.39268923915e-05,3.10076933325
parent_phi_time_vs_e,beam7_cycle23,736,3.57046374276e-06,-4.54879730229e-06,5.78271287855e-06,-0.905315422464
parent_phi_time_vs_e,beam7_cycle23,737,6.39642044383e-05,8.93721560722e-06,6.45855500266e-05,0.138823413679
parent_phi_time_vs_e,beam7_cycle23,738,-9.2977521425e-05,7.85849838267e-05,0.000121739143965,2.43988944463
parent_phi_time_vs_e,beam7_cycle23,739,2.1020183942e-05,1.35676288105e-06,2.1063925049e-05,0.0644563064477
parent_phi_time_vs_e,beam7_cycle23,740,2.09701087893e-05,3.2926161915e-05,3.90368748888e-05,1.00369761772
parent_phi_time_vs_e,beam7_cycle23,741,4.82860811007e-06,0.000175895274891,0.000175961538938,1.54335161158
parent_phi_time_vs_e,beam7_cycle23,742,-0.000114960556453,-2.68456410348e-05,0.00011805345392,-2.91218327113
parent_phi_time_vs_e,beam7_cycle23,743,-1.62232203851e-05,5.56770312169e-05,5.79924536883e-05,1.85432700222
parent_phi_time_vs_e,beam7_cycle23,744,-3.0182441124e-05,-2.63349051181e-06,3.02971124776e-05,-3.05456066181
parent_phi_time_vs_e,beam7_cycle23,745,-3.04549453421e-05,-3.68529405173e-05,4.78083980129e-05,-2.26142358731
parent_phi_time_vs_e,beam7_cycle23,746,9.36676710283e-05,1.69074943651e-05,9.51813845327e-05,0.178582164549
parent_phi_time_vs_e,beam7_cycle23,747,-2.94235383588e-05,4.30266011971e-05,5.21251668595e-05,2.17059772028
parent_phi_time_vs_e,beam7_cycle23,748,-2.56166597387e-05,4.4904478241e-05,5.16974411578e-05,2.08921956149
parent_phi_time_vs_e,beam7_cycle23,749,0.000103889139855,-2.90904342343e-05,0.000107885155345,-0.273021869346
parent_phi_time_vs_e,beam7_cycle23,750,5.81605867692e-06,0.000171362527363,0.000171461197717,1.53686926538
parent_phi_time_vs_e,beam7_cycle23,751,-9.57009641504e-06,-3.37300175496e-07,9.57603868004e-06,-3.1063620146
parent_phi_time_vs_e,beam7_cycle23,752,-2.47545617861e-05,1.49284474336e-05,2.8907557351e-05,2.59892733388
parent_phi_time_vs_e,beam7_cycle23,753,4.38892342355e-05,4.62737138196e-05,6.37771234255e-05,0.811838335998
parent_phi_time_vs_e,beam7_cycle23,754,-2.99236572746e-06,-4.98849741836e-05,4.99746425895e-05,-1.63070984633
parent_phi_time_vs_e,beam7_cycle23,755,9.84762624205e-05,3.81023844108e-05,0.000105590558092,0.369179460117
parent_phi_time_vs_e,beam7_cycle23,756,6.42426342844e-05,6.13613247625e-05,8.88387766485e-05,0.762462546594
parent_phi_time_vs_e,beam7_cycle23,757,-8.84904677855e-05,6.95503076057e-05,0.000112551357952,2.47546913817
parent_phi_time_vs_e,beam7_cycle23,758,0.000131686982254,-3.38267223736e-06,0.000131730420809,-0.025681570601
parent_phi_time_vs_e,beam7_cycle23,759,-1.53213980204e-05,0.000124071814086,0.000125014240341,1.69366244853
parent_phi_time_vs_e,beam7_cycle23,760,2.5615586147e-06,8.13019362626e-05,8.13422794283e-05,1.53930001024
parent_phi_time_vs_e,beam7_cycle23,761,-5.6921692274e-05,-2.62743388839e-05,6.26930612996e-05,-2.70914449175
parent_phi_time_vs_e,beam7_cycle23,762,5.51720539617e-06,8.62252354099e-05,8.64015669816e-05,1.50689746598
parent_phi_time_vs_e,beam7_cycle23,763,-2.64043164144e-05,-3.07300728427e-05,4.05157414128e-05,-2.28062670545
parent_phi_time_vs_e,beam7_cycle23,764,2.12980426557e-05,9.31906601764e-06,2.32476151982e-05,0.412456642566
parent_phi_time_vs_e,beam7_cycle23,765,6.71903421407e-05,0.000100003277635,0.000120479033921,0.979192207268
parent_phi_time_vs_e,beam7_cycle23,766,-0.000145553056224,3.90966963758e-05,0.000150712454175,2.87917881269
parent_phi_time_vs_e,beam7_cycle23,767,4.51590636019e-05,2.9939989394e-05,5.41825063126e-05,0.585452618088
parent_phi_time_vs_e,beam7_cycle23,768,-4.98893155219e-06,4.05807230077e-05,4.08862387346e-05,1.693120984
parent_phi_time_vs_e,beam7_cycle23,769,-4.93094162938e-05,0.000115460280142,0.000125548774688,1.97441746993
parent_phi_time_vs_e,beam7_cycle23,770,-4.34202233712e-05,-5.46629503442e-05,6.98094115284e-05,-2.24206815625
parent_phi_time_vs_e,beam7_cycle23,771,-2.65555147792e-05,5.51010935262e-05,6.11663786158e-05,2.01989321221
parent_phi_time_vs_e,beam7_cycle23,772,-2.136297199e-05,5.70412129075e-06,2.21113900953e-05,2.8806700059
parent_phi_time_vs_e,beam7_cycle23,773,2.23788981565e-05,-5.82063827383e-05,6.23602283044e-05,-1.20374480522
parent_phi_time_vs_e,beam7_cycle23,774,7.68667867448e-05,0.000117898240783,0.000140742666183,0.993033474883
parent_phi_time_vs_e,beam7_cycle23,775,-6.07215057277e-05,1.70665950419e-05,6.30743206398e-05,2.8675980991
parent_phi_time_vs_e,beam7_cycle23,776,-2.01611745512e-05,3.36594306831e-05,3.92355735678e-05,2.11046218273
parent_phi_time_vs_e,beam7_cycle23,777,0.000106198810825,6.94388412865e-06,0.000106425584083,0.0652927624576
parent_phi_time_vs_e,beam7_cycle23,778,-4.0101394878e-05,0.000103242511752,0.000110757113108,1.94127974098
parent_phi_time_vs_e,beam7_cycle23,779,2.95782770279e-05,-1.66355865127e-05,3.39354860074e-05,-0.51233310303
parent_phi_time_vs_e,beam7_cycle23,780,1.62960542339e-05,1.59339894284e-05,2.27915204122e-05,0.774164868774
parent_phi_time_vs_e,beam7_cycle23,781,-3.41896299893e-06,6.82329565711e-05,6.83185602192e-05,1.62086166335
parent_phi_time_vs_e,beam7_cycle23,782,7.23660546845e-05,-6.8122017162e-05,9.93853867167e-05,-0.755198110541
parent_phi_time_vs_e,beam7_cycle23,783,6.54542762462e-05,0.000110065584568,0.000128057390201,1.03429458967
parent_phi_time_vs_e,beam7_cycle23,784,3.23116481607e-05,7.36458079154e-05,8.04223080394e-05,1.1573423113
parent_phi_time_vs_e,beam7_cycle23,785,-9.30538004499e-05,1.53770567098e-05,9.43157656557e-05,2.97782354718
parent_phi_time_vs_e,beam7_cycle23,786,0.000134481140024,4.29357946325e-05,0.000141168904093,0.309040619841
parent_phi_time_vs_e,beam7_cycle23,787,-4.24847644067e-05,7.40588377117e-05,8.53795446807e-05,2.09162472092
parent_phi_time_vs_e,beam7_cycle23,788,2.10868570744e-07,4.5156423431e-05,4.51569157786e-05,1.56612662486
parent_phi_time_vs_e,beam7_cycle23,789,1.50657998166e-05,5.9925296234e-07,1.50777129641e-05,0.0397547585755
parent_phi_time_vs_e,beam7_cycle23,790,-6.54517759303e-05,9.14383794157e-05,0.000112449598499,2.19204912766
parent_phi_time_vs_e,beam7_cycle23,791,3.1580357311e-05,-2.85595599923e-05,4.25789553048e-05,-0.735210853524
parent_phi_time_vs_e,beam7_cycle23,792,1.06116232488e-05,3.87997400894e-05,4.02246986189e-05,1.30382772188
parent_phi_time_vs_e,beam7_cycle23,793,1.73372141107e-05,0.000138642393647,0.00013972219691,1.44639222404
parent_phi_time_vs_e,beam7_cycle23,794,-0.000141577749086,-3.18738300618e-05,0.000145121328822,-2.92015157865
parent_phi_time_vs_e,beam7_cycle23,795,5.32414258126e-05,5.19113393698e-05,7.43601813993e-05,0.772749751255
parent_phi_time_vs_e,beam7_cycle23,796,-1.62933154974e-05,3.55543930049e-05,3.91099346949e-05,2.00050170584
parent_phi_time_vs_e,beam7_cycle23,797,-5.65352383517e-05,4.62565877424e-05,7.30472797923e-05,2.45585801841
parent_phi_time_vs_e,beam7_cycle23,798,2.40472174117e-05,-1.01758001995e-06,2.40687376973e-05,-0.0422906851222
parent_phi_time_vs_e,beam7_cycle23,799,-6.49432723534e-05,5.13679352934e-05,8.28027378791e-05,2.47238443268
parent_phi_time_vs_e,beam7_cycle23,800,-1.20929746227e-05,1.51084767412e-05,1.93521602066e-05,2.24578716877
parent_phi_time_vs_e,beam7_cycle23,801,6.04738196208e-05,-4.6892427987e-05,7.65243925951e-05,-0.659570541015
parent_phi_time_vs_e,beam7_cycle23,802,1.38316008946e-05,0.000155579256416,0.000156192887835,1.48212556274
parent_phi_time_vs_e,beam7_cycle23,803,-5.57895351406e-05,-3.56235454399e-05,6.61929695731e-05,-2.57331977898
parent_phi_time_vs_e,beam7_cycle23,804,9.91377841841e-06,1.75421216765e-05,2.01496658891e-05,1.05640264178
parent_phi_time_vs_e,beam7_cycle23,805,8.65500362609e-05,4.72172114932e-05,9.85919562538e-05,0.499418853946
parent_phi_time_vs_e,beam7_cycle23,806,-2.80837424938e-05,2.69406704512e-05,3.89165301231e-05,2.3769654097
parent_phi_time_vs_e,beam7_cycle23,807,5.90021595087e-05,3.28665120044e-05,6.75385996155e-05,0.508231470378
parent_phi_time_vs_e,beam7_cycle23,808,2.18992995449e-05,3.72671826456e-05,4.32252498303e-05,1.03952236906
parent_phi_time_vs_e,beam7_cycle23,809,-5.04668963662e-05,5.68478779531e-05,7.60170300433e-05,2.29680399653
parent_phi_time_vs_e,beam7_cycle23,810,0.000133547602606,-5.0688028909e-05,0.000142843405296,-0.362753969896
parent_phi_time_vs_e,beam7_cycle23,811,7.18789913547e-06,0.000129130838187,0.000129330735963,1.51519001901
parent_phi_time_vs_e,beam7_cycle23,812,8.82670531468e-06,4.4972492093e-05,4.58305113628e-05,1.37699084316
parent_phi_time_vs_e,beam7_cycle23,813,-3.89384248825e-05,-2.4817751498e-05,4.61749035922e-05,-2.57415536464
parent_phi_time_vs_e,beam7_cycle23,814,9.67561892426e-05,9.36444998342e-05,0.000134651596745,0.76905677075
parent_phi_time_vs_e,beam7_cycle23,815,-2.23636396575e-05,2.89148102114e-05,3.65540507782e-05,2.2291260374
parent_phi_time_vs_e,beam7_cycle23,816,7.21935685354e-07,5.16582287619e-05,5.16632731247e-05,1.55682200541
parent_phi_time_vs_e,beam7_cycle23,817,3.72443463079e-05,6.33546408269e-05,7.34911684913e-05,1.03934306223
parent_phi_time_vs_e,beam7_cycle23,818,-0.000132396449343,4.92448632918e-05,0.000141258190415,2.78549860725
parent_phi_time_vs_e,beam7_cycle23,819,7.98732759947e-05,-1.21425421375e-05,8.07909744198e-05,-0.150867439566
parent_phi_time_vs_e,beam7_cycle23,820,-1.18008860962e-05,4.75897006078e-05,4.90310158633e-05,1.81386483782
parent_phi_time_vs_e,beam7_cycle23,821,-3.32286441784e-05,0.000113264330013,0.000118037922919,1.85616184695
parent_phi_time_vs_e,beam7_cycle23,822,-7.32599093559e-05,-6.83530423595e-05,0.00010019557235,-2.39083047936
parent_phi_time_vs_e,beam7_cycle23,823,3.29479371893e-05,8.14633637092e-05,8.78740359369e-05,1.18645879789
parent_phi_time_vs_e,beam7_cycle23,824,-1.37605894912e-05,4.10040405788e-05,4.32514180916e-05,1.89457745813
parent_phi_time_vs_e,beam7_cycle23,825,-3.9796258094e-05,8.10970091021e-06,4.06141527936e-05,2.94056466558
parent_phi_time_vs_e,beam7_cycle23,826,3.34544109664e-05,8.51043762435e-05,9.14437120249e-05,1.19625355598
parent_phi_time_vs_e,beam7_cycle23,827,-0.000108252965201,7.44156642814e-06,0.000108508439237,3.07295824904
parent_phi_time_vs_e,beam7_cycle23,828,7.72039962941e-06,5.49081325947e-06,9.4738376959e-06,0.618208854081
parent_phi_time_vs_e,beam7_cycle23,829,8.09448733737e-05,-2.38277085263e-05,8.43790982359e-05,-0.286283302171
parent_phi_time_vs_e,beam7_cycle23,830,-3.84523629135e-05,0.000121780255905,0.000127706753705,1.87664114878
parent_phi_time_vs_e,beam7_cycle23,831,-5.79137436566e-06,-5.38189718625e-05,5.4129675312e-05,-1.67799225277
parent_phi_time_vs_e,beam7_cycle23,832,3.83254605138e-05,3.02710400489e-05,4.88382717675e-05,0.668515981203
parent_phi_time_vs_e,beam7_cycle23,833,4.38669094871e-05,8.74500563673e-05,9.78356688871e-05,1.10585161897
parent_phi_time_vs_e,beam7_cycle23,834,1.68860957004e-05,-1.89022861052e-05,2.53463340151e-05,-0.841675127141
parent_phi_time_vs_e,beam7_cycle23,835,4.04200288768e-05,0.000101383736746,0.000109144128614,1.19142532849
parent_phi_time_vs_e,beam7_cycle23,836,-2.1408672382e-06,2.8269631464e-05,2.83505798114e-05,1.64638233462
parent_phi_time_vs_e,beam7_cycle23,837,-5.77560767064e-05,4.01466946269e-06,5.78954399535e-05,3.07219351127
parent_phi_time_vs_e,beam7_cycle23,838,0.000166813584672,-1.12475471868e-05,0.000167192342375,-0.0673239463746
parent_phi_time_vs_e,beam7_cycle23,839,-2.81496304822e-05,9.79475105384e-05,0.000101912298163,1.85064921659
parent_phi_time_vs_e,beam7_cycle23,840,1.26372692755e-05,2.68757672754e-05,2.96986100918e-05,1.13126299986
parent_phi_time_vs_e,beam7_cycle23,841,3.05966702417e-05,-4.30022220021e-06,3.08973808089e-05,-0.139630847233
parent_phi_time_vs_e,beam7_cycle23,842,1.79124122561e-05,0.000130912264116,0.000132132037784,1.43481313732
parent_phi_time_vs_e,beam7_cycle23,843,2.03702368796e-05,7.99546115962e-06,2.18831887458e-05,0.374030276903
parent_phi_time_vs_e,beam7_cycle23,844,-2.13443578739e-05,7.16977541992e-05,7.48074165458e-05,1.86014088186
parent_phi_time_vs_e,beam7_cycle23,845,7.21003043907e-06,9.27522871098e-05,9.30320982405e-05,1.49321807391
parent_phi_time_vs_e,beam7_cycle23,846,-0.000142774506444,-3.54922087118e-05,0.00014711987143,-2.89794218712
parent_phi_time_vs_e,beam7_cycle23,847,0.000110680511316,1.49983063272e-05,0.0001116920981,0.134689479057
parent_phi_time_vs_e,beam7_cycle23,848,-1.95453120605e-05,4.44556494503e-05,4.85625780987e-05,1.98501720516
parent_phi_time_vs_e,beam7_cycle23,849,-5.44868096996e-05,7.18515174046e-05,9.01745695004e-05,2.21960424843
parent_phi_time_vs_e,beam7_cycle23,850,7.51006439462e-06,-2.43403660643e-05,2.54726223101e-05,-1.27151990598
parent_phi_time_vs_e,beam7_cycle23,851,-2.72959955518e-05,0.00010152660997,0.000105131935706,1.8334411934
parent_phi_time_vs_e,beam7_cycle23,852,-8.5104434224e-06,4.71022704401e-05,4.78649300413e-05,1.74954795318
parent_phi_time_vs_e,beam7_cycle23,853,-2.40880772404e-05,-8.93508255478e-06,2.56918501748e-05,-2.78639160855
parent_phi_time_vs_e,beam7_cycle23,854,-1.1397815167e-05,0.000126506598137,0.000127019012603,1.66065033024
parent_phi_time_vs_e,beam7_cycle23,855,-0.000107171315067,-7.12305228375e-05,0.000128683635932,-2.5549932748
parent_phi_time_vs_e,beam7_cycle23,856,4.58869642433e-05,-5.29060924643e-06,4.61909518593e-05,-0.114789708681
parent_phi_time_vs_e,beam7_cycle23,857,8.7240159742e-05,1.70451062224e-05,8.8889713229e-05,0.192950698152
parent_phi_time_vs_e,beam7_cycle23,858,-4.9332672364e-05,6.58909091183e-05,8.23123591389e-05,2.21346636249
parent_phi_time_vs_e,beam7_cycle23,859,4.4968346208e-05,7.7214483209e-07,4.49749749119e-05,0.0171691650837
parent_phi_time_vs_e,beam7_cycle23,860,2.96736409322e-05,5.75136178682e-05,6.47173949295e-05,1.09447729592
parent_phi_time_vs_e,beam7_cycle23,861,-9.97230181565e-06,9.48854557105e-05,9.54080526418e-05,1.67551022948
parent_phi_time_vs_e,beam7_cycle23,862,6.57216542618e-05,-3.85442992632e-05,7.61905430128e-05,-0.530417459484
parent_phi_time_vs_e,beam7_cycle23,863,-1.25471262286e-05,0.00012369087201,0.000124325629679,1.67188991085
parent_phi_time_vs_e,beam7_cycle23,864,-1.26691478859e-05,-1.92059943762e-05,2.30082056696e-05,-2.15392236291
parent_phi_time_vs_e,beam7_cycle23,865,-5.65201028542e-06,-4.50803081687e-05,4.5433241188e-05,-1.69552199062
parent_phi_time_vs_e,beam7_cycle23,866,0.000162161778337,5.37458715672e-05,0.000170836357559,0.320039874371
parent_phi_time_vs_e,beam7_cycle23,867,-2.25082287147e-05,6.13103001184e-05,6.53113562904e-05,1.92264054592
parent_phi_time_vs_e,beam7_cycle23,868,1.74571447032e-05,5.48518223265e-05,5.75627858406e-05,1.26267249126
parent_phi_time_vs_e,beam7_cycle23,869,5.69208992901e-05,5.66117379045e-05,8.0279995295e-05,0.782675064304
parent_phi_time_vs_e,beam7_cycle23,870,-7.44016192873e-05,0.000113172494611,0.00013543860044,2.15236854979
parent_phi_time_vs_e,beam7_cycle23,871,6.41814101142e-05,-1.64389073709e-06,6.42024593065e-05,-0.0256075924788
parent_phi_time_vs_e,beam7_cycle23,872,-5.30889750711e-05,6.50670918246e-05,8.39771737593e-05,2.25516425678
parent_phi_time_vs_e,beam7_cycle23,873,-3.05140546743e-05,6.56371166196e-05,7.23832757673e-05,2.0059637466
parent_phi_time_vs_e,beam7_cycle23,874,-7.47032076647e-05,-9.89878917376e-05,0.000124012789446,-2.21727964121
parent_phi_time_vs_e,beam7_cycle23,875,0.000108793177931,6.58987841838e-05,0.00012719514661,0.544618674293
parent_phi_time_vs_e,beam7_cycle23,876,-1.13825608622e-05,5.65769385724e-05,5.77105940882e-05,1.76933324909
parent_phi_time_vs_e,beam7_cycle23,877,-5.92975811692e-05,5.43273612378e-05,8.04217962469e-05,2.39990895524
parent_phi_time_vs_e,beam7_cycle23,878,3.54526293822e-05,6.79541633821e-05,7.66463127037e-05,1.0899289044
parent_phi_time_vs_e,beam7_cycle23,879,-0.000104312519245,6.82926316899e-05,0.000124679530053,2.56192568164
parent_phi_time_vs_e,beam7_cycle23,880,3.51857550719e-06,3.06370261868e-05,3.08384134996e-05,1.45645014582
parent_phi_time_vs_e,beam7_cycle23,881,-9.12481706896e-06,-2.31136428399e-05,2.48496030527e-05,-1.946795112
parent_phi_time_vs_e,beam7_cycle23,882,-6.04453567687e-05,9.80735701394e-05,0.000115204454405,2.12313431389
parent_phi_time_vs_e,beam7_cycle23,883,-4.06806562514e-05,-0.000120149510582,0.000126849598683,-1.89726467334
parent_phi_time_vs_e,beam7_cycle23,884,8.10207265674e-05,1.78063959816e-05,8.29543601709e-05,0.216336456824
parent_phi_time_vs_e,beam7_cycle23,885,7.03903106088e-05,7.88122517179e-05,0.000105670084927,0.841784685186
parent_phi_time_vs_e,beam7_cycle23,886,-3.14224426771e-05,2.86926656753e-05,4.25516035814e-05,2.40157248475
parent_phi_time_vs_e,beam7_cycle23,887,4.41128901043e-05,9.09458446854e-05,0.000101079640576,1.11918357638
parent_phi_time_vs_e,beam7_cycle23,888,-1.27361842654e-05,4.69033774493e-05,4.86018230707e-05,1.83594378346
parent_phi_time_vs_e,beam7_cycle23,889,-3.83053063918e-05,4.63802562192e-05,6.01533429223e-05,2.26112976302
parent_phi_time_vs_e,beam7_cycle23,890,0.00010771352308,-4.0015901396e-05,0.000114906376755,-0.355701324169
parent_phi_time_vs_e,beam7_cycle23,891,-5.19931335327e-05,8.76159488946e-05,0.000101881501929,2.10636419498
parent_phi_time_vs_e,beam7_cycle23,892,1.63819384292e-05,-5.20318867752e-05,5.45498409538e-05,-1.26577723314
parent_phi_time_vs_e,beam7_cycle23,893,7.29084994268e-05,-3.33121237136e-05,8.01582614269e-05,-0.428579744724
parent_phi_time_vs_e,beam7_cycle23,894,0.000107268821846,0.000131487448259,0.000169692513653,0.886488997772
parent_phi_time_vs_e,beam7_cycle23,895,5.12282128193e-06,4.53592583292e-05,4.56476244076e-05,1.45833404622
parent_phi_time_vs_e,beam7_cycle23,896,-9.81716700727e-06,0.000101288471187,0.00010176311298,1.66741737418
parent_phi_time_vs_e,beam7_cycle23,897,2.61812541297e-05,8.84056694292e-05,9.22009786012e-05,1.282876257
parent_phi_time_vs_e,beam7_cycle23,898,-0.000122510255373,2.56927472236e-05,0.00012517539667,2.93486945751
parent_phi_time_vs_e,beam7_cycle23,899,0.000102635162742,-3.07785426539e-06,0.000102681302183,-0.0299793174617
parent_phi_time_vs_e,beam7_cycle23,900,-6.2768617648e-05,3.60781322469e-05,7.23984184072e-05,2.61992389065
parent_phi_time_vs_e,beam7_cycle23,901,-3.99424160624e-05,2.57341974339e-05,4.75146873974e-05,2.5692473113
parent_phi_time_vs_e,beam7_cycle23,902,2.8531697114e-05,-7.50433851471e-05,8.0284291082e-05,-1.20747221163
parent_phi_time_vs_e,beam7_cycle23,903,5.47166774531e-05,0.000127741238134,0.000138966682019,1.16610010383
parent_phi_time_vs_e,beam7_cycle23,904,-5.65470172316e-06,8.07834989965e-05,8.09811667099e-05,1.64068056435
parent_phi_time_vs_e,beam7_cycle23,905,-7.08255986475e-05,4.961902174e-05,8.64772382897e-05,2.53047730773
parent_phi_time_vs_e,beam7_cycle23,906,-4.34218502262e-06,0.00012535691251,0.00012543209352,1.60542105993
parent_phi_time_vs_e,beam7_cycle23,907,-0.000139324427998,-2.95278319323e-05,0.00014241906156,-2.93274716105
parent_phi_time_vs_e,beam7_cycle23,908,3.50229532558e-05,7.33489548781e-07,3.50306331898e-05,0.0209400484329
parent_phi_time_vs_e,beam7_cycle23,909,1.38869619107e-05,-2.14147202915e-05,2.55232826312e-05,-0.995492227497
parent_phi_time_vs_e,beam7_cycle23,910,-7.37645543014e-05,4.32256378307e-05,8.54965802658e-05,2.61153482263
parent_phi_time_vs_e,beam7_cycle23,911,4.94197830577e-05,-7.79365060911e-05,9.22844187236e-05,-1.00567770005
