time_us,prompt_rate,delayed_rate,cumulative_ara
1.305000000000000049e-01,4.246150675250562681e-03,3.094985348920651128e-04,7.219272612108035584e-04
1.355000000000000093e-01,4.951435886486789048e-03,3.711599565526846377e-04,8.789026808502883479e-04
1.405000000000000138e-01,5.745862629572660515e-03,4.431185475412620541e-04,1.061730710822417732e-03
1.454999999999999905e-01,6.622480088246815270e-03,5.245854361618418251e-04,1.273458719985835590e-03
1.504999999999999949e-01,7.588563174103835941e-03,6.177764394018144152e-04,1.517084993313345780e-03
1.554999999999999993e-01,8.634953342755082029e-03,7.223493324708692544e-04,1.795655928156695332e-03
1.605000000000000038e-01,9.765570805068455804e-03,8.402728395507937749e-04,2.112110327228086584e-03
1.655000000000000082e-01,1.097125717117692495e-02,9.713837631811821300e-04,2.469372212201892836e-03
1.705000000000000127e-01,1.225796545985659985e-02,1.117669137958854364e-03,2.870309967857189934e-03
1.754999999999999893e-01,1.361746477723257791e-02,1.278878817905130345e-03,3.317822820002806761e-03
1.804999999999999938e-01,1.505813020748755608e-02,1.457102584713234911e-03,3.814805826718713124e-03
1.854999999999999982e-01,1.657219041531676068e-02,1.651955124803942011e-03,4.364233935871751104e-03
1.905000000000000027e-01,1.816673098704514600e-02,1.865452436584771889e-03,4.969050509838422378e-03
1.955000000000000071e-01,1.983358147253810530e-02,2.097243664371527781e-03,5.632251773757700718e-03
2.005000000000000115e-01,2.157626269052788370e-02,2.349087954909919070e-03,6.356735587495225721e-03
2.054999999999999882e-01,2.338645153800906692e-02,2.620815406097368704e-03,7.145384636503429240e-03
2.104999999999999927e-01,2.526857432822957397e-02,2.914139050700773493e-03,8.001013222483659496e-03
2.154999999999999971e-01,2.721518989458418178e-02,3.228853241573526218e-03,8.926445326594216814e-03
2.205000000000000016e-01,2.923396229904791366e-02,3.566800418051442167e-03,9.924505085588211997e-03
2.255000000000000060e-01,3.131818007365269607e-02,3.927629721962079719e-03,1.099809370774298793e-02
2.305000000000000104e-01,3.347756617520697420e-02,4.313330135719471020e-03,1.215014915553416092e-02
2.354999999999999871e-01,3.570556845531985130e-02,4.723458012167270487e-03,1.338372497628231850e-02
2.404999999999999916e-01,3.801359997639399552e-02,5.160189250396099610e-03,1.470193747265957120e-02
2.454999999999999960e-01,4.039494509125728106e-02,5.622986826732114148e-03,1.610804804281967470e-02
2.505000000000000004e-01,4.286198827620250201e-02,6.114193958407266281e-03,1.760538808914890660e-02
2.555000000000000049e-01,4.540738206072669758e-02,6.633194817759772467e-03,1.919744652053614886e-02
2.605000000000000093e-01,4.804134179522039777e-02,7.182285194869196358e-03,2.088772782054727772e-02
2.655000000000000138e-01,5.075556096183435340e-02,7.760938272769025460e-03,2.267984314727731349e-02
2.705000000000000182e-01,5.355506188256444616e-02,8.371145536903351614e-03,2.457731945999194409e-02
2.755000000000000226e-01,5.643066242910997621e-02,9.012618092066750075e-03,2.658368867721064635e-02
2.805000000000000271e-01,5.938276330458661795e-02,9.686960379912826560e-03,2.870231700274769593e-02
2.854999999999999760e-01,6.240193264067288303e-02,1.039408412012204040e-02,3.093648598361666349e-02
2.904999999999999805e-01,6.548408994025067820e-02,1.113514853115366021e-02,3.328924852794457739e-02
2.954999999999999849e-01,6.862036812681948650e-02,1.191023749817384306e-02,3.576349603120052706e-02
3.004999999999999893e-01,7.180211513241142873e-02,1.271994212372150844e-02,3.836183384609530983e-02
3.054999999999999938e-01,7.502143207386462176e-02,1.356455484157322727e-02,4.108662996116293348e-02
3.104999999999999982e-01,7.826691960360729339e-02,1.444411861964083749e-02,4.393994724218430042e-02
3.155000000000000027e-01,8.153245299066635976e-02,1.535907747018270576e-02,4.692358140573511111e-02
3.205000000000000071e-01,8.480686962351449698e-02,1.630908927420455720e-02,5.003906759344587535e-02
3.255000000000000115e-01,8.808625869798929198e-02,1.729457485824578006e-02,5.328769783461503179e-02
3.305000000000000160e-01,9.135837914493424861e-02,1.831479110093867449e-02,5.667051931429852724e-02
3.355000000000000204e-01,9.462098522081048568e-02,1.937018883522075019e-02,6.018833162030179373e-02
3.405000000000000249e-01,9.785881254100017856e-02,2.045951250098894045e-02,6.384166482196444725e-02
3.454999999999999738e-01,1.010709764306256669e-01,2.158336638482024131e-02,6.763075828498452124e-02
3.504999999999999782e-01,1.042412687785935627e-01,2.274009460194791402e-02,7.155559820248594272e-02
3.554999999999999827e-01,1.073707108749368255e-01,2.393034633882524381e-02,7.561588544409125756e-02
3.604999999999999871e-01,1.104438684858279202e-01,2.515217694930017497e-02,7.981111289577139112e-02
3.654999999999999916e-01,1.134633208880383437e-01,2.640620486329543423e-02,8.414051081127529863e-02
3.704999999999999960e-01,1.164134282598410230e-01,2.769017082581902781e-02,8.860312782183109304e-02
3.755000000000000004e-01,1.192984146288512959e-01,2.900471535472750467e-02,9.319775765503060527e-02
3.805000000000000049e-01,1.221024208350004053e-01,3.034732002379473062e-02,9.792303447868511146e-02
3.855000000000000093e-01,1.248308134622871240e-01,3.171863764062703844e-02,1.027773460624788332e-01
3.905000000000000138e-01,1.274690986002179616e-01,3.311601209708329996e-02,1.077589677887377806e-01
3.955000000000000182e-01,1.300241421778470796e-01,3.454004366015877431e-02,1.128659626004998445e-01
4.005000000000000226e-01,1.324830082486931071e-01,3.598803866353839087e-02,1.180963293432139571e-01
4.055000000000000271e-01,1.348539016817086322e-01,3.746049231404996460e-02,1.234479009240737474e-01
4.104999999999999760e-01,1.371237557114396155e-01,3.895461943404889688e-02,1.289184563545814066e-01
4.154999999999999805e-01,1.393013150818369350e-01,4.047088289791687249e-02,1.345056151191759697e-01
4.204999999999999849e-01,1.413690738907247280e-01,4.200614337050246477e-02,1.402068676580542628e-01
4.254999999999999893e-01,1.433358202089480560e-01,4.356106455759498758e-02,1.460194697443923384e-01
4.304999999999999938e-01,1.451820180349022715e-01,4.513218550153027392e-02,1.519405255731528792e-01
4.354999999999999982e-01,1.469172588680763003e-01,4.672029312134107215e-02,1.579668661236986738e-01
4.405000000000000027e-01,1.485249260436712626e-01,4.832192956168629427e-02,1.640952570935869381e-01
4.455000000000000071e-01,1.500163513383696579e-01,4.993771887357167927e-02,1.703222552581882265e-01
4.505000000000000115e-01,1.513775873863955623e-01,5.156427876141153610e-02,1.766444213204828861e-01
4.555000000000000160e-01,1.526211792501822040e-01,5.320210838047426810e-02,1.830581779121761010e-01
4.605000000000000204e-01,1.537322719722273301e-01,5.484771863575325229e-02,1.895599297505614345e-01
4.655000000000000249e-01,1.547233872291942647e-01,5.650165518047642332e-02,1.961459319105098575e-01
4.704999999999999738e-01,1.555778549801348498e-01,5.816028915707215780e-02,2.028123903870029110e-01
4.754999999999999782e-01,1.563080567230979712e-01,5.982424733438111014e-02,2.095553288017041604e-01
4.804999999999999827e-01,1.568956320922446357e-01,6.148963739042013349e-02,2.163706942697027069e-01
4.854999999999999871e-01,1.573527892026719277e-01,6.315719891624302362e-02,2.232542109122055418e-01
4.904999999999999916e-01,1.576580364532750023e-01,6.482269923120388688e-02,2.302014817516515321e-01
4.954999999999999960e-01,1.578241332255214957e-01,6.648708159352081926e-02,2.372078256261919149e-01
5.004999999999999449e-01,1.578329932939152858e-01,6.814617689263363642e-02,2.442685341788242703e-01
5.054999999999999494e-01,1.576995443156623267e-01,6.980082622392969061e-02,2.513787027468095125e-01
5.104999999999999538e-01,1.574151199956192460e-01,7.144737656467727016e-02,2.585335849212829773e-01
5.154999999999999583e-01,1.569950120885203748e-01,7.308614788021509934e-02,2.657284098182712273e-01
5.204999999999999627e-01,1.564212796223247992e-01,7.471144982321588357e-02,2.729584025241915124e-01
5.254999999999999671e-01,1.556773453502031668e-01,7.630863303788006091e-02,2.802175114173926507e-01
5.304999999999999716e-01,1.547745027230432724e-01,7.788951966160974349e-02,2.875001367190147539e-01
5.354999999999999760e-01,1.537262797825061089e-01,7.945518567400862431e-02,2.948009461157437006e-01
5.404999999999999805e-01,1.525155644686375656e-01,8.100140089931849585e-02,3.021146069582413829e-01
5.454999999999999849e-01,1.511580372232677327e-01,8.252896619375782450e-02,3.094356240764569721e-01
5.504999999999999893e-01,1.496390613031953476e-01,8.403379316369199992e-02,3.167585574108161550e-01
5.554999999999999938e-01,1.479749278884994745e-01,8.551655082202322400e-02,3.240778571822197085e-01
5.604999999999999982e-01,1.461498381637894861e-01,8.697311098384459538e-02,3.313880087360728810e-01
5.655000000000000027e-01,1.441797997688732125e-01,8.840424941831553918e-02,3.386833565400482748e-01
5.705000000000000071e-01,1.420593430765258458e-01,8.980654360422081484e-02,3.459584757122107224e-01
5.755000000000000115e-01,1.398058689961476642e-01,9.118029992908914527e-02,3.532080014723775196e-01
5.805000000000000160e-01,1.374211213369092854e-01,9.252283337211623937e-02,3.604269104014982128e-01
5.855000000000000204e-01,1.349220588358808481e-01,9.383410513184248236e-02,3.676103817736399160e-01
5.905000000000000249e-01,1.323128147580142355e-01,9.511190387971293903e-02,3.747539301659443267e-01
5.955000000000000293e-01,1.296082052695322062e-01,9.635613562250625042e-02,3.818532935457902844e-01
6.005000000000000338e-01,1.268152871378286084e-01,9.756518598770262674e-02,3.889045634075823932e-01
6.055000000000000382e-01,1.239464862543083468e-01,9.873878272538623435e-02,3.959040759430738632e-01
6.105000000000000426e-01,1.210068568782612930e-01,9.987565809387427551e-02,4.028484383092482690e-01
6.155000000000000471e-01,1.180067973113805291e-01,1.009756785979651905e-01,4.097344586889529183e-01
6.205000000000000515e-01,1.149476806735517664e-01,1.020376339197985593e-01,4.165591155164524717e-01
6.254999999999999449e-01,1.118372442524253191e-01,1.030615895051347763e-01,4.233194889323191878e-01
6.304999999999999494e-01,1.086775932147149570e-01,1.040465720184889642e-01,4.300128226201275217e-01
6.354999999999999538e-01,1.054754501831846603e-01,1.049926646440885458e-01,4.366364599681419878e-01
6.404999999999999583e-01,1.022405156519341080e-01,1.058995979128100062e-01,4.431880265139061525e-01
6.454999999999999627e-01,9.897937568617154458e-02,1.067671544013495399e-01,4.496653910430947199e-01
6.504999999999999671e-01,9.570940515314942110e-02,1.075957970686240578e-01,4.560668120321237917e-01
6.554999999999999716e-01,9.243659875896795275e-02,1.083849764081617068e-01,4.623909248189485566e-01
6.604999999999999760e-01,8.917793497664398827e-02,1.091357457675516673e-01,4.686367108730829512e-01
6.654999999999999805e-01,8.593639546185039002e-02,1.098473607730900831e-01,4.748034950945360100e-01
6.704999999999999849e-01,8.272431755591097557e-02,1.105210887192593638e-01,4.808908096738976345e-01
6.754999999999999893e-01,7.954140897485194317e-02,1.111564304499097627e-01,4.868984146484064968e-01
6.804999999999999938e-01,7.639728712315412007e-02,1.117547006165890006e-01,4.928261942099949056e-01
6.854999999999999982e-01,7.329004766037675034e-02,1.123156691783951527e-01,4.986741955599500176e-01
6.905000000000000027e-01,7.023304023604803881e-02,1.128409820651637557e-01,5.044426435013167342e-01
6.955000000000000071e-01,6.722376124656226359e-02,1.133302811693629591e-01,5.101319887663314789e-01
7.005000000000000115e-01,6.427679091333854400e-02,1.137855134605853247e-01,5.157428562038502973e-01
7.055000000000000160e-01,6.138845388197487762e-02,1.142061986695377673e-01,5.212761114296871057e-01
7.105000000000000204e-01,5.857129542938191435e-02,1.145943604057226561e-01,5.267327288311208777e-01
7.155000000000000249e-01,5.582006942209476186e-02,1.149496777267202119e-01,5.321138698538392386e-01
7.205000000000000293e-01,5.314944506231330384e-02,1.152744691435490382e-01,5.374208305042608158e-01
7.255000000000000338e-01,5.055334694542758939e-02,1.155682780989735065e-01,5.426551217802170202e-01
7.305000000000000382e-01,4.804367580159844831e-02,1.158334323897147050e-01,5.478183173992806632e-01
7.355000000000000426e-01,4.561297179864327866e-02,1.160695814717135482e-01,5.529121435157676734e-01
7.405000000000000471e-01,4.326941593288340798e-02,1.162789229297678667e-01,5.579383069539846085e-01
7.455000000000000515e-01,4.100469772897633730e-02,1.164613161951892628e-01,5.628985930129354331e-01
7.504999999999999449e-01,3.882778962753786339e-02,1.166190310347266362e-01,5.677947836298801176e-01
7.554999999999999494e-01,3.673038506597747083e-02,1.167517824024417589e-01,5.726287515808201611e-01
7.604999999999999538e-01,3.471967093575904079e-02,1.168617827640762302e-01,5.774023318678289662e-01
7.654999999999999583e-01,3.278677895248061080e-02,1.169488381523932502e-01,5.821174126491086565e-01
7.704999999999999627e-01,3.093265138240274686e-02,1.170146659242143616e-01,5.867757242872816414e-01
7.754999999999999671e-01,2.914776299175626806e-02,1.170593549172813386e-01,5.913789302734615561e-01
7.804999999999999716e-01,2.742868880463944503e-02,1.170841560657190084e-01,5.959284715886657979e-01
7.854999999999999760e-01,2.576668979319721858e-02,1.170894331306917280e-01,6.004256480941441154e-01
7.904999999999999805e-01,2.416221954669873356e-02,1.170764164989730322e-01,6.048716416857989886e-01
7.954999999999999849e-01,2.260861535668045111e-02,1.170452038361231017e-01,6.092675786429027074e-01
8.004999999999999893e-01,2.111289053226959520e-02,1.169975131160320425e-01,6.136146102501891519e-01
8.054999999999999938e-01,1.966991290626327743e-02,1.169329749955814457e-01,6.179139663953044925e-01
8.104999999999999982e-01,1.828841084475309881e-02,1.168534705991934042e-01,6.221669307726561682e-01
8.155000000000000027e-01,1.696330510322007282e-02,1.167585546931752122e-01,6.263748984559603938e-01
8.205000000000000071e-01,1.570466119914657246e-02,1.166502031836793435e-01,6.305393344691985202e-01
8.255000000000000115e-01,1.450699729104582524e-02,1.165279801571128676e-01,6.346618377412361900e-01
8.305000000000000160e-01,1.337955378516338632e-02,1.163938361302262192e-01,6.387440479079330435e-01
8.355000000000000204e-01,1.231590064985218190e-02,1.162473738693745040e-01,6.427877153788242870e-01
8.405000000000000249e-01,1.131819713307697338e-02,1.160901385849582995e-01,6.467944889415202514e-01
8.455000000000000293e-01,1.037884851656922618e-02,1.159220555441724115e-01,6.507659877242123470e-01
8.505000000000000338e-01,9.495972309566565184e-03,1.157443012378534392e-01,6.547036637687135840e-01
8.555000000000000382e-01,8.662301079649433605e-03,1.155569872910432172e-01,6.586088672296624980e-01
8.605000000000000426e-01,7.877579990771824830e-03,1.153611861374284203e-01,6.624828349368118152e-01
8.655000000000000471e-01,7.135919998043389369e-03,1.151570373117426632e-01,6.663267436111069975e-01
8.705000000000000515e-01,6.440241507317836372e-03,1.149456387042052524e-01,6.701417312617762301e-01
8.754999999999999449e-01,5.785868708982062729e-03,1.147269572345051558e-01,6.739289458129320565e-01
8.804999999999999494e-01,5.179530955145290883e-03,1.145023073801692270e-01,6.776895721486705382e-01
8.854999999999999538e-01,4.617158329782042499e-03,1.142715173016627950e-01,6.814248825329844994e-01
8.904999999999999583e-01,4.106007216813281797e-03,1.140358951576814495e-01,6.851361871577524854e-01
8.954999999999999627e-01,3.641561102788587728e-03,1.137952025725617183e-01,6.888248898805369169e-01
9.004999999999999671e-01,3.227440647716081981e-03,1.135506363567885674e-01,6.924923557427261622e-01
9.054999999999999716e-01,2.858290668024412572e-03,1.133020517006979172e-01,6.961399686355220773e-01
9.104999999999999760e-01,2.533909316135968953e-03,1.130504355258705323e-01,6.997690053795668774e-01
9.154999999999999805e-01,2.248696984738299699e-03,1.127958420697741798e-01,7.033806889824721909e-01
9.204999999999999849e-01,2.000380323177494701e-03,1.125389176730423324e-01,7.069761098951159450e-01
9.254999999999999893e-01,1.783836275499896783e-03,1.122798803115508254e-01,7.105562692733985442e-01
9.304999999999999938e-01,1.596224763569903957e-03,1.120191638332614092e-01,7.141220427749629396e-01
9.354999999999999982e-01,1.433274265424790009e-03,1.117570148243293843e-01,7.176742151686219540e-01
9.405000000000000027e-01,1.292068944030643970e-03,1.114937565980848172e-01,7.212134599100344934e-01
9.455000000000000071e-01,1.169209541892273288e-03,1.112295230488009601e-01,7.247403654020424524e-01
9.505000000000000115e-01,1.062071370347230466e-03,1.109646081258197359e-01,7.282554288683380506e-01
9.555000000000000160e-01,9.680810772959174727e-04,1.106990997019277750e-01,7.317590761134461497e-01
9.605000000000000204e-01,8.852744120871204169e-04,1.104332103100142265e-01,7.352516649430116402e-01
9.655000000000000249e-01,8.118063709962506334e-04,1.101669517785768965e-01,7.387334997567286399e-01
9.705000000000000293e-01,7.464355678457638369e-04,1.099005325603609889e-01,7.422048407861655539e-01
9.755000000000000338e-01,6.878711416892624832e-04,1.096339237201433003e-01,7.456659118922848162e-01
9.805000000000000382e-01,6.352242044598682951e-04,1.093672799426697040e-01,7.491169057358140204e-01
9.855000000000000426e-01,5.875604346649389081e-04,1.091005754665626964e-01,7.525579893737058823e-01
9.905000000000000471e-01,5.443409041560879269e-04,1.088340071333798731e-01,7.559893098281675883e-01
9.955000000000000515e-01,5.048923227646583741e-04,1.085675011392818884e-01,7.594109957904477959e-01
1.000499999999999945e+00,4.553039843939542101e-04,1.082991569858636899e-01,7.628230647284471866e-01
1.005500000000000060e+00,3.824867098215098621e-04,1.080322828622438669e-01,7.662245188452220246e-01
1.010499999999999954e+00,3.236982916893614971e-04,1.077658187172522292e-01,7.696156283873517578e-01
1.015500000000000069e+00,2.751795369879240323e-04,1.074992553834373393e-01,7.729967424246566576e-01
1.020499999999999963e+00,2.351747430292183347e-04,1.072327831223972017e-01,7.763681491457514738e-01
1.025500000000000078e+00,2.020858416935141086e-04,1.069664955672177398e-01,7.797300876120208946e-01
1.030499999999999972e+00,1.747629516484095890e-04,1.067004806112984844e-01,7.830827615317926815e-01
1.035500000000000087e+00,1.522068996963693523e-04,1.064347340926870694e-01,7.864263399457358528e-01
1.040499999999999980e+00,1.335524801056601682e-04,1.061693797547305085e-01,7.897609673997845192e-01
1.045500000000000096e+00,1.181424064119556517e-04,1.059043652524041396e-01,7.930867638768162031e-01
1.050499999999999989e+00,1.053681084531695253e-04,1.056398003193463886e-01,7.964038324081829101e-01
1.055500000000000105e+00,9.480580044406036961e-05,1.053756769640429719e-01,7.997122602707161798e-01
1.060499999999999998e+00,8.608047260038168317e-05,1.051120151126181540e-01,8.030121253693591754e-01
1.065499999999999892e+00,7.884395069547651589e-05,1.048488435393915702e-01,8.063034925903159733e-01
1.070500000000000007e+00,7.285729162304753904e-05,1.045862634593677509e-01,8.095864223973139318e-01
1.075499999999999901e+00,6.788744915843135039e-05,1.043241343530765530e-01,8.128609637140152833e-01
1.080500000000000016e+00,6.377063480121984414e-05,1.040626548249296429e-01,8.161271650615428142e-01
1.085499999999999909e+00,6.035344521456637495e-05,1.038017038536305781e-01,8.193850661869607199e-01
1.090500000000000025e+00,5.751392433399845798e-05,1.035414071158457239e-01,8.226347073736575144e-01
1.095499999999999918e+00,5.514310241032097028e-05,1.032816849850054092e-01,8.258761221463158941e-01
1.100500000000000034e+00,5.315705602025662282e-05,1.030225759461151636e-01,8.291093432298974886e-01
1.105499999999999927e+00,5.150038684214025537e-05,1.027639998614274380e-01,8.323343984303471776e-01
1.110500000000000043e+00,5.010657476422256232e-05,1.025060390010787137e-01,8.355513164544358107e-01
1.115499999999999936e+00,4.893995281354221764e-05,1.022486322972374490e-01,8.387601216910670621e-01
1.120500000000000052e+00,4.795182067916501544e-05,1.019918130180560573e-01,8.419608392569167821e-01
1.125499999999999945e+00,4.712370469023169383e-05,1.017355162325209589e-01,8.451534903450130809e-01
1.130500000000000060e+00,4.641647690224392310e-05,1.014799144506774026e-01,8.483381005560826083e-01
1.135499999999999954e+00,4.581450698574518666e-05,1.012247938139985981e-01,8.515146895550305128e-01
1.140500000000000069e+00,4.528878104672555660e-05,1.009703096880439077e-01,8.546832790634936172e-01
1.145499999999999963e+00,4.483774921870203677e-05,1.007164558614651179e-01,8.578438903399033810e-01
1.150500000000000078e+00,4.444275802587819066e-05,1.004631718701596843e-01,8.609965453255840062e-01
1.155499999999999972e+00,4.409618760920222741e-05,1.002105208525665703e-01,8.641412636793790458e-01
1.160500000000000087e+00,4.378803218710140154e-05,9.995852660113276056e-02,8.672780677546569894e-01
1.165499999999999980e+00,4.351643685146008432e-05,9.970719130548413855e-02,8.704069777529480634e-01
1.170500000000000096e+00,4.326848211162260312e-05,9.945644940513100052e-02,8.735280156329239265e-01
1.175499999999999989e+00,4.304471917559767188e-05,9.920631145213130997e-02,8.766411996156765474e-01
1.180500000000000105e+00,4.283938161125436364e-05,9.895679541580498784e-02,8.797465512497274487e-01
1.185499999999999998e+00,4.264656557397685053e-05,9.870779860987098642e-02,8.828440878879140197e-01
1.190499999999999892e+00,4.246701607401653981e-05,9.845947568173031572e-02,8.859338292073233312e-01
1.195500000000000007e+00,4.229761142543527071e-05,9.821172447148379669e-02,8.890157943561597387e-01
1.200499999999999901e+00,4.213597893684955381e-05,9.796465031366864695e-02,8.920900036124593813e-01
1.205500000000000016e+00,4.198146357266867903e-05,9.771806959979929819e-02,8.951564745026803216e-01
1.210499999999999909e+00,4.183353233991647598e-05,9.747214479131063869e-02,8.982152262908094098e-01
1.215500000000000025e+00,4.168995332707277411e-05,9.722679571857739678e-02,9.012662778641898909e-01
1.220499999999999918e+00,4.155117465104468015e-05,9.698202181406594125e-02,9.043096481042447454e-01
1.225500000000000034e+00,4.141408825240349323e-05,9.673775859863692483e-02,9.073453531105745151e-01
1.230499999999999927e+00,4.127936608343911180e-05,9.649414219039514906e-02,9.103734125737091842e-01
1.235500000000000043e+00,4.114632878353314302e-05,9.625099022251569492e-02,9.133938423592666833e-01
1.240499999999999936e+00,4.101531299406766825e-05,9.600845288729696614e-02,9.164066601919438337e-01
1.245500000000000052e+00,4.088523704253493245e-05,9.576643795834477446e-02,9.194118840207397003e-01
1.250499999999999945e+00,4.075614602313567511e-05,9.552500483485444616e-02,9.224095304559986053e-01
1.255500000000000060e+00,4.062870301591679366e-05,9.528406396542278556e-02,9.253996170934160048e-01
1.260499999999999954e+00,4.050116629528660681e-05,9.504377920481994757e-02,9.283821619725435292e-01
1.265500000000000069e+00,4.037498351708681995e-05,9.480402342489742396e-02,9.313571831488730579e-01
1.270499999999999963e+00,4.024856221425594951e-05,9.456494645885622774e-02,9.343247001896031190e-01
1.275500000000000078e+00,4.012188326191157907e-05,9.432641898550948867e-02,9.372847322220493327e-01
1.280499999999999972e+00,3.999572067489744328e-05,9.408846283509883501e-02,9.402372959651412732e-01
1.285500000000000087e+00,3.987118664415749793e-05,9.385101183121695445e-02,9.431824090852864995e-01
1.290499999999999980e+00,3.974478362510229149e-05,9.361418990684315655e-02,9.461200890949591491e-01
1.295500000000000096e+00,3.962043562344800960e-05,9.337789267175392038e-02,9.490503541716557301e-01
1.300499999999999989e+00,3.949558033883957285e-05,9.314218775713054010e-02,9.519732221687399187e-01
1.305500000000000105e+00,3.937337325148742033e-05,9.290699096356094810e-02,9.548887103054630732e-01
1.310499999999999998e+00,3.925036027431073573e-05,9.267243085581175488e-02,9.577968362452803364e-01
1.315499999999999892e+00,3.912917989694136915e-05,9.243845854467082346e-02,9.606976193602539960e-01
1.320500000000000007e+00,3.900862100231078242e-05,9.220511057447002001e-02,9.635910784234034132e-01
1.325499999999999901e+00,3.888844426494375296e-05,9.197232215736234062e-02,9.664772330157739288e-01
1.330500000000000016e+00,3.876959173215435890e-05,9.174014124436861983e-02,9.693560999649947219e-01
1.335499999999999909e+00,3.865182680605279457e-05,9.150849152958265287e-02,9.722276978183044260e-01
1.340500000000000025e+00,3.853520648726365116e-05,9.127750183403882112e-02,9.750920454644089741e-01
1.345499999999999918e+00,3.842006241452092718e-05,9.104701812328346022e-02,9.779491609826268528e-01
1.350500000000000034e+00,3.830569243560554433e-05,9.081721144415810798e-02,9.807990633288736770e-01
1.355499999999999927e+00,3.819210250404254941e-05,9.058794522491418755e-02,9.836417707532266741e-01
1.360500000000000043e+00,3.808025446470878644e-05,9.035923199864474842e-02,9.864773007382853232e-01
1.365499999999999936e+00,3.796968687572441133e-05,9.013111801060025297e-02,9.893056724217691444e-01
1.370500000000000052e+00,3.786102166485022069e-05,8.990359407200228248e-02,9.921269030608559358e-01
1.375499999999999945e+00,3.775449102340124470e-05,8.967663381994325777e-02,9.949410115597937532e-01
1.380500000000000060e+00,3.764814107465123803e-05,8.945029127059371532e-02,9.977480160095277828e-01
1.385499999999999954e+00,3.754490387530507931e-05,8.922447056690301082e-02,1.000547934233123604e+00
1.390500000000000069e+00,3.744278740440582924e-05,8.899927261747470064e-02,1.003340784654800366e+00
1.395499999999999963e+00,3.734288030846198583e-05,8.877463665170347296e-02,1.006126586176802951e+00
1.400500000000000078e+00,3.724429231649336940e-05,8.855060983016330156e-02,1.008905356481097471e+00
1.405499999999999972e+00,3.714827858308918459e-05,8.832713761597323077e-02,1.011677114753831486e+00
1.410500000000000087e+00,3.705425201461187804e-05,8.810424708436878638e-02,1.014441878037934064e+00
1.415499999999999980e+00,3.696346106190883112e-05,8.788186127738001341e-02,1.017199663745980365e+00
1.420500000000000096e+00,3.687490969041397988e-05,8.766002987216771347e-02,1.019950488007243417e+00
1.425499999999999989e+00,3.678873076145824982e-05,8.743873253015761737e-02,1.022694368902601569e+00
1.430500000000000105e+00,3.670329399207593394e-05,8.721796128199789389e-02,1.025431322085563535e+00
1.435499999999999998e+00,3.662024153853604415e-05,8.699773531438713403e-02,1.028161365183565712e+00
1.440499999999999892e+00,3.653796969417886224e-05,8.677807600047159065e-02,1.030884514416464448e+00
1.445500000000000007e+00,3.645717168649492950e-05,8.655892896500581857e-02,1.033600788943002113e+00
1.450499999999999901e+00,3.637853561226331875e-05,8.634031319528111259e-02,1.036310202896935984e+00
1.455500000000000016e+00,3.630117706962703093e-05,8.612225917095957251e-02,1.039012775085677021e+00
1.460499999999999909e+00,3.622640973444837104e-05,8.590475973720539116e-02,1.041708521644973295e+00
1.465500000000000025e+00,3.615322265948774176e-05,8.568780741950350610e-02,1.044397461515756520e+00
1.470499999999999918e+00,3.608189706107284685e-05,8.547137622962218406e-02,1.047079609817929136e+00
1.475500000000000034e+00,3.601191800779711698e-05,8.525546323581481567e-02,1.049754984299226646e+00
1.480499999999999927e+00,3.594368957479563239e-05,8.504009292332660730e-02,1.052423600051674901e+00
1.485500000000000043e+00,3.587622497380463422e-05,8.482526032769724389e-02,1.055085476127948452e+00
1.490499999999999936e+00,3.580940620620188310e-05,8.461091728735047057e-02,1.057740626995274047e+00
1.495500000000000052e+00,3.574466765266061044e-05,8.439714346607268824e-02,1.060389069951870988e+00
1.500499999999999945e+00,3.568143382486989367e-05,8.418386903436450575e-02,1.063030821350176680e+00
1.505500000000000060e+00,3.561896733167821589e-05,8.397114746263423246e-02,1.065665898359167807e+00
1.510499999999999954e+00,3.555790872879812102e-05,8.375897387556574536e-02,1.068294317850995157e+00
1.515500000000000069e+00,3.549813723760186193e-05,8.354737115470868558e-02,1.070916098004192074e+00
1.520499999999999963e+00,3.543951367790789867e-05,8.333625291452918804e-02,1.073531254226836040e+00
1.525500000000000078e+00,3.538145275608396565e-05,8.312580227279899037e-02,1.076139806033140189e+00
1.530499999999999972e+00,3.532507004902791657e-05,8.291585518150394740e-02,1.078741770352533269e+00
1.535500000000000087e+00,3.526836217066778631e-05,8.270651205381003568e-02,1.081337165641870879e+00
1.540499999999999980e+00,3.521311831117935844e-05,8.249769314493171635e-02,1.083926009162687221e+00
1.545500000000000096e+00,3.515739529061518429e-05,8.228942227650593022e-02,1.086508317667072676e+00
1.550499999999999989e+00,3.510166812222514888e-05,8.208167930147172719e-02,1.089084108322888156e+00
1.555500000000000105e+00,3.504723283949797222e-05,8.187447691517857340e-02,1.091653397155745164e+00
1.560499999999999998e+00,3.499323444902608581e-05,8.166778099538368751e-02,1.094216201420870060e+00
1.565499999999999892e+00,3.493868944987167473e-05,8.146165345419209558e-02,1.096772536679541554e+00
1.570500000000000007e+00,3.488444610214448926e-05,8.125595306737619372e-02,1.099322419987145860e+00
1.575499999999999901e+00,3.482912161938913514e-05,8.105088325816479922e-02,1.101865866698879204e+00
1.580500000000000016e+00,3.477427876615154302e-05,8.084629978418071683e-02,1.104402895789863281e+00
