time_us,prompt_rate,delayed_rate,cumulative_ara
1.585499999999999909e+00,3.471747109461072222e-05,8.064229169005014686e-02,1.106933522991024210e+00
1.590500000000000025e+00,3.466237439272105693e-05,8.043884042820058367e-02,1.109457766536939616e+00
1.595499999999999918e+00,3.460683477139261547e-05,8.023594726115598763e-02,1.111975643218943599e+00
1.600500000000000034e+00,3.455204950699265943e-05,8.003355311942422778e-02,1.114487169689632129e+00
1.605499999999999927e+00,3.449561443831501386e-05,7.983171112865672381e-02,1.116992362585543797e+00
1.610500000000000043e+00,3.444008853126380416e-05,7.963034126388367218e-02,1.119491237548182472e+00
1.615499999999999936e+00,3.438400331982394332e-05,7.942953188153596689e-02,1.121983811513446172e+00
1.620500000000000052e+00,3.432607704154708156e-05,7.922918633041316216e-02,1.124470100272758177e+00
1.625499999999999945e+00,3.426812487989576943e-05,7.902937955629490974e-02,1.126950118682163993e+00
1.630500000000000060e+00,3.420933727234272149e-05,7.883003881041972249e-02,1.129423882949191160e+00
1.635499999999999954e+00,3.414934205753005430e-05,7.863123722636133905e-02,1.131891409277971050e+00
1.640500000000000069e+00,3.408776481306839381e-05,7.843292537570714651e-02,1.134352713636720855e+00
1.645499999999999963e+00,3.402535945093069738e-05,7.823519890646617181e-02,1.136807812624960556e+00
1.650500000000000078e+00,3.396227337724144882e-05,7.803786143088173310e-02,1.139256721317576826e+00
1.655499999999999972e+00,3.389698874618676111e-05,7.784114668591041175e-02,1.141699455544964437e+00
1.660500000000000087e+00,3.383165495889739444e-05,7.764485975557147701e-02,1.144136032086400689e+00
1.665499999999999980e+00,3.376459015477140975e-05,7.744922599104411831e-02,1.146566467734313033e+00
1.670500000000000096e+00,3.369647990266824055e-05,7.725396343291361656e-02,1.148990778143795133e+00
1.675499999999999989e+00,3.362723633483501141e-05,7.705934700433740570e-02,1.151408979488403705e+00
1.680500000000000105e+00,3.355654028225203114e-05,7.686512464088439411e-02,1.153821088056082189e+00
1.685499999999999998e+00,3.348409036279691625e-05,7.667154932296925407e-02,1.156227119858520780e+00
1.690499999999999892e+00,3.340966547817395514e-05,7.647835525335397455e-02,1.158627090833143081e+00
1.695500000000000007e+00,3.333357824506532935e-05,7.628579787317950334e-02,1.161021017740512695e+00
1.700499999999999901e+00,3.325568210050067419e-05,7.609362483568593571e-02,1.163408915569088764e+00
1.705500000000000016e+00,3.317555229048613083e-05,7.590205890442328074e-02,1.165790800324960186e+00
1.710499999999999909e+00,3.309352796983515855e-05,7.571092521972909439e-02,1.168166688067899139e+00
1.715500000000000025e+00,3.300867736466511743e-05,7.552039961731539519e-02,1.170536595222174903e+00
1.720499999999999918e+00,3.292249825706009637e-05,7.533025199723832055e-02,1.172900537053571224e+00
1.725500000000000034e+00,3.283407564518312183e-05,7.514079268827315861e-02,1.175258529651934891e+00
1.730499999999999927e+00,3.274433289363899556e-05,7.495174755753580831e-02,1.177610590392742074e+00
1.735500000000000043e+00,3.265281397957280957e-05,7.476331334381618177e-02,1.179956736283564567e+00
1.740499999999999936e+00,3.256096508744056611e-05,7.457528915425966354e-02,1.182296981945817560e+00
1.745500000000000052e+00,3.246797726169703467e-05,7.438784203407221296e-02,1.184631344087104798e+00
1.750499999999999945e+00,3.237526077747348229e-05,7.420084594201897810e-02,1.186959838253500710e+00
1.755500000000000060e+00,3.228090088108696962e-05,7.401446496217890803e-02,1.189282480926200813e+00
1.760499999999999954e+00,3.218616070865987385e-05,7.382850948196112428e-02,1.191599288247800814e+00
1.765500000000000069e+00,3.209047169674596612e-05,7.364318560364817301e-02,1.193910277403034792e+00
1.770499999999999963e+00,3.199478279451684163e-05,7.345831797877823421e-02,1.196215464909727633e+00
1.775500000000000078e+00,3.189757566978915085e-05,7.327398260991364876e-02,1.198514866608598961e+00
1.780499999999999972e+00,3.180011484223398279e-05,7.309011986173861997e-02,1.200808497968166355e+00
1.785500000000000087e+00,3.170048785612157376e-05,7.290678356448115904e-02,1.203096374605052921e+00
1.790499999999999980e+00,3.160104156215664108e-05,7.272393650459495207e-02,1.205378512346726882e+00
1.795500000000000096e+00,3.150001730019742774e-05,7.254161131252685746e-02,1.207654927259113942e+00
1.800499999999999989e+00,3.139873247545089843e-05,7.235977407692580077e-02,1.209925634773682201e+00
1.805500000000000105e+00,3.129642631803888122e-05,7.217835703607669573e-02,1.212190648954646122e+00
1.810499999999999998e+00,3.119479303700555732e-05,7.199745352608274973e-02,1.214449984808568361e+00
1.815499999999999892e+00,3.109254787079190576e-05,7.181701255134068096e-02,1.216703657266572591e+00
1.820500000000000007e+00,3.099158259800770764e-05,7.163702740633248744e-02,1.218951681223563011e+00
1.825499999999999901e+00,3.089039722629144180e-05,7.145750593263421047e-02,1.221194070300485546e+00
1.830500000000000016e+00,3.078983721769314841e-05,7.127844779541599174e-02,1.223430839792094549e+00
1.835499999999999909e+00,3.068957747698433962e-05,7.109984886579925889e-02,1.225662004099505431e+00
1.840500000000000025e+00,3.058967071895172732e-05,7.092170436724622162e-02,1.227887577083101478e+00
1.845499999999999918e+00,3.048969540999856993e-05,7.074402234021627545e-02,1.230107573140882593e+00
1.850500000000000034e+00,3.039162690904688221e-05,7.056671021499284768e-02,1.232322005504559614e+00
1.855499999999999927e+00,3.029369381169070947e-05,7.038978900603173883e-02,1.234530886419483720e+00
1.860500000000000043e+00,3.019757281643773816e-05,7.021326106367267728e-02,1.236734227339421510e+00
1.865499999999999936e+00,3.010201803696943741e-05,7.003713842040469595e-02,1.238932041379436910e+00
1.870500000000000052e+00,3.000732023944712167e-05,6.986144548231870699e-02,1.241124341449144408e+00
1.875499999999999945e+00,2.991447233037093336e-05,6.968609016302829140e-02,1.243311139833531032e+00
1.880500000000000060e+00,2.982285295724020147e-05,6.951111712807263310e-02,1.245492447769965150e+00
1.885499999999999954e+00,2.973273404755571661e-05,6.933649103147952741e-02,1.247668276356376449e+00
1.890500000000000069e+00,2.964409278766150208e-05,6.916229872906327902e-02,1.249838638226929532e+00
1.895499999999999963e+00,2.955578723182680575e-05,6.898845732399216946e-02,1.252003545579926991e+00
1.900500000000000078e+00,2.946849120363359458e-05,6.881499341139646342e-02,1.254163009834336373e+00
1.905499999999999972e+00,2.938230565636967489e-05,6.864192823358994389e-02,1.256317043247886289e+00
1.910500000000000087e+00,2.929684873397536869e-05,6.846923829007314777e-02,1.258465657537352289e+00
1.915499999999999980e+00,2.921220633365768341e-05,6.829687591584134021e-02,1.260608864718904432e+00
1.920500000000000096e+00,2.912875484609465720e-05,6.812487591498440909e-02,1.262746674321718388e+00
1.925499999999999989e+00,2.904592301094079129e-05,6.795320554225769971e-02,1.264879098044100703e+00
1.930500000000000105e+00,2.896502091006427319e-05,6.778188316047965845e-02,1.267006146017510604e+00
1.935499999999999998e+00,2.888405837599281793e-05,6.761091514748507336e-02,1.269127829766488302e+00
