cut,prompt_share,handover_time_us,handover_x,profile_delta_nll_at_1_25,target_compatible,movement_side,profile_x_low,profile_x_high
full_3d,0.49676927382775354,1.0051059989306914,1.2388301917891118,0.000709190147517802,True,True,0.2076388170261626,1.973125805964471
energy_time,0.567875124961566,1.0413691502822278,1.358166206617471,0.05798353826321545,True,True,0.5517824440188225,1.9989283700413751
f90_time,0.999,1.6152881042038272,1.9989283700413751,1.9126354915824777,True,False,1.2501640398130975,1.9989283700413751
energy_f90,0.8787602794340249,1.131603751524656,1.8267580990788677,1.580075877427589e-05,True,False,0.03347071076332782,1.9989283700413751
time_only,0.999,1.6152881042038272,1.9989283700413751,0.8575022553122835,True,False,0.03347071076332782,1.9989283700413751
energy_only,0.8426466666666667,1.124508387353097,1.7749602065302654,0.0001438967155991122,True,False,0.03347071076332782,1.9989283700413751
f90_only,0.9757133333333333,1.1480752135831567,1.9638125835668956,6.226183177204803e-05,True,False,0.03347071076332782,1.9989283700413751
